Tim Quartz Clear,,
Tim Quartz Clear 1,"Date : 21/07/2021, 16:20:17",
Wavelength (nm),ABS,%T
"1,060.00",0.281,52.4
"1,061.00",0.287,51.7
"1,062.00",0.289,51.4
"1,063.00",0.3,50.1
"1,064.00",0.3,50.1
"1,065.00",0.3,50.1
"1,066.00",0.3,50.1
"1,067.00",0.299,50.2
"1,068.00",0.298,50.4
"1,069.00",0.298,50.3
"1,070.00",0.299,50.3
"1,071.00",0.302,49.9
"1,072.00",0.307,49.3
"1,073.00",0.308,49.2
"1,074.00",0.312,48.8
"1,075.00",0.317,48.2
"1,076.00",0.314,48.6
"1,077.00",0.315,48.4
"1,078.00",0.314,48.6
"1,079.00",0.315,48.4
"1,080.00",0.315,48.4
"1,081.00",0.316,48.3
"1,082.00",0.317,48.2
"1,083.00",0.317,48.2
"1,084.00",0.318,48.1
"1,085.00",0.311,48.8
"1,086.00",0.305,49.6
"1,087.00",0.305,49.5
"1,088.00",0.315,48.4
"1,089.00",0.336,46.2
"1,090.00",0.339,45.8
"1,091.00",0.339,45.8
"1,092.00",0.338,45.9
"1,093.00",0.338,45.9
"1,094.00",0.34,45.7
"1,095.00",0.34,45.7
"1,096.00",0.346,45.1
"1,097.00",0.349,44.8
"1,098.00",0.349,44.8
"1,099.00",0.358,43.9
"1,100.00",0.178,66.4
,,
,,
Tim Quartz Clear,,
Tim Quartz Clear 4,"Date : 21/07/2021, 16:25:44",
Wavelength (nm),ABS,%T
190,1.164,6.8
191,1.177,6.6
192,1.184,6.5
193,1.192,6.4
194,1.199,6.3
195,1.2,6.3
196,1.202,6.3
197,1.205,6.2
198,1.209,6.2
199,1.209,6.2
200,1.206,6.2
201,1.199,6.3
202,1.195,6.4
203,1.189,6.5
204,1.179,6.6
205,1.167,6.8
206,1.148,7.1
207,1.126,7.5
208,1.099,8
209,1.067,8.6
210,1.035,9.2
211,1.001,10
212,0.968,10.8
213,0.935,11.6
214,0.905,12.4
215,0.893,12.8
216,0.871,13.5
217,0.844,14.3
218,0.819,15.2
219,0.798,15.9
220,0.777,16.7
221,0.757,17.5
222,0.739,18.2
223,0.715,19.3
224,0.699,20
225,0.686,20.6
226,0.675,21.1
227,0.665,21.6
228,0.66,21.9
229,0.657,22
230,0.653,22.2
231,0.653,22.2
232,0.653,22.2
233,0.653,22.2
234,0.653,22.2
235,0.653,22.2
236,0.653,22.2
237,0.654,22.2
238,0.655,22.1
239,0.654,22.2
240,0.652,22.3
241,0.646,22.6
242,0.643,22.7
243,0.639,23
244,0.632,23.4
245,0.623,23.8
246,0.612,24.4
247,0.598,25.2
248,0.587,25.9
249,0.578,26.4
250,0.569,27
251,0.559,27.6
252,0.545,28.5
253,0.53,29.5
254,0.518,30.3
255,0.506,31.2
256,0.495,32
257,0.483,32.9
258,0.472,33.8
259,0.459,34.8
260,0.451,35.4
261,0.446,35.8
262,0.443,36.1
263,0.438,36.5
264,0.432,37
265,0.427,37.4
266,0.422,37.8
267,0.418,38.2
268,0.414,38.5
269,0.412,38.7
270,0.41,38.9
271,0.407,39.1
272,0.406,39.3
273,0.404,39.4
274,0.405,39.4
275,0.405,39.4
276,0.405,39.4
277,0.404,39.4
278,0.403,39.5
279,0.403,39.5
280,0.403,39.5
281,0.401,39.8
282,0.399,39.9
283,0.398,40
284,0.398,40
285,0.397,40.1
286,0.396,40.1
287,0.393,40.4
288,0.391,40.7
289,0.387,41
290,0.384,41.3
291,0.382,41.5
292,0.377,42
293,0.376,42.1
294,0.371,42.6
295,0.366,43
296,0.365,43.1
297,0.363,43.4
298,0.362,43.4
299,0.362,43.4
300,0.362,43.4
301,0.362,43.4
302,0.361,43.5
303,0.36,43.6
304,0.358,43.9
305,0.358,43.9
306,0.356,44.1
307,0.354,44.3
308,0.351,44.6
309,0.348,44.8
310,0.347,45
311,0.347,45
312,0.347,45
313,0.346,45.1
314,0.345,45.2
315,0.344,45.3
316,0.343,45.4
317,0.344,45.3
318,0.344,45.3
319,0.341,45.6
320,0.341,45.6
321,0.341,45.6
322,0.339,45.8
323,0.335,46.3
324,0.334,46.4
325,0.335,46.3
326,0.337,46
327,0.337,46
328,0.337,46.1
329,0.336,46.1
330,0.334,46.3
331,0.333,46.5
332,0.331,46.6
333,0.331,46.7
334,0.331,46.7
335,0.331,46.7
336,0.331,46.7
337,0.33,46.7
338,0.33,46.7
339,0.33,46.8
340,0.33,46.8
341,0.329,46.9
342,0.327,47.1
343,0.326,47.2
344,0.326,47.2
345,0.329,46.8
346,0.33,46.7
347,0.331,46.7
348,0.33,46.8
349,0.328,47
350,0.328,47
351,0.327,47.1
352,0.327,47.1
353,0.327,47.1
354,0.327,47.1
355,0.326,47.2
356,0.326,47.2
357,0.326,47.2
358,0.328,47
359,0.328,47
360,0.328,47
361,0.331,46.7
362,0.338,46
363,0.34,45.7
364,0.34,45.7
365,0.34,45.7
366,0.338,45.9
367,0.337,46
368,0.337,46
369,0.337,46
370,0.335,46.2
371,0.335,46.2
372,0.336,46.2
373,0.335,46.2
374,0.335,46.3
375,0.335,46.3
376,0.335,46.3
377,0.335,46.2
378,0.337,46
379,0.34,45.7
380,0.34,45.7
381,0.34,45.7
382,0.34,45.7
383,0.34,45.7
384,0.342,45.5
385,0.342,45.5
386,0.342,45.5
387,0.343,45.4
388,0.343,45.4
389,0.344,45.3
390,0.332,46.6
391,0.326,47.2
392,0.326,47.2
393,0.326,47.2
394,0.326,47.2
395,0.326,47.2
396,0.326,47.2
397,0.326,47.2
398,0.325,47.3
399,0.325,47.3
400,0.323,47.5
401,0.323,47.6
402,0.322,47.6
403,0.32,47.8
404,0.318,48
405,0.319,48
406,0.32,47.8
407,0.321,47.7
408,0.321,47.7
409,0.321,47.8
410,0.32,47.9
411,0.32,47.9
412,0.32,47.9
413,0.32,47.9
414,0.319,48
415,0.317,48.1
416,0.317,48.2
417,0.316,48.3
418,0.315,48.5
419,0.312,48.8
420,0.31,49
421,0.309,49.1
422,0.309,49.1
423,0.31,48.9
424,0.31,49
425,0.31,49
426,0.31,49
427,0.311,48.9
428,0.312,48.8
429,0.312,48.8
430,0.311,48.9
431,0.311,48.9
432,0.31,49
433,0.31,49
434,0.309,49
435,0.309,49.1
436,0.309,49.1
437,0.308,49.2
438,0.307,49.3
439,0.306,49.4
440,0.305,49.5
441,0.303,49.7
442,0.303,49.7
443,0.304,49.7
444,0.304,49.6
445,0.304,49.6
446,0.304,49.6
447,0.303,49.7
448,0.303,49.7
449,0.303,49.7
450,0.303,49.7
451,0.303,49.7
452,0.303,49.8
453,0.303,49.8
454,0.303,49.8
455,0.303,49.8
456,0.303,49.8
457,0.302,49.9
458,0.3,50.1
459,0.298,50.4
460,0.297,50.5
461,0.298,50.3
462,0.303,49.8
463,0.304,49.7
464,0.304,49.7
465,0.302,49.9
466,0.302,49.9
467,0.301,50
468,0.3,50.1
469,0.3,50.1
470,0.3,50.1
471,0.3,50.1
472,0.3,50.1
473,0.3,50.1
474,0.3,50.2
475,0.299,50.2
476,0.299,50.2
477,0.297,50.5
478,0.297,50.5
479,0.297,50.5
480,0.296,50.5
481,0.294,50.8
482,0.289,51.4
483,0.285,51.9
484,0.282,52.2
485,0.288,51.5
486,0.295,50.7
487,0.293,50.9
488,0.291,51.2
489,0.291,51.1
490,0.293,50.9
491,0.29,51.3
492,0.289,51.4
493,0.296,50.6
494,0.299,50.3
495,0.299,50.3
496,0.297,50.5
497,0.296,50.6
498,0.296,50.6
499,0.297,50.4
500,0.298,50.4
501,0.298,50.3
502,0.297,50.5
503,0.296,50.6
504,0.295,50.7
505,0.294,50.8
506,0.294,50.9
507,0.292,51.1
508,0.291,51.2
509,0.29,51.3
510,0.289,51.4
511,0.288,51.5
512,0.288,51.5
513,0.288,51.5
514,0.289,51.4
515,0.288,51.6
516,0.287,51.7
517,0.285,51.8
518,0.285,51.8
519,0.288,51.6
520,0.29,51.3
521,0.29,51.3
522,0.289,51.4
523,0.287,51.7
524,0.283,52.1
525,0.28,52.5
526,0.28,52.5
527,0.278,52.8
528,0.277,52.9
529,0.287,51.6
530,0.292,51
531,0.29,51.2
532,0.286,51.8
533,0.285,51.8
534,0.29,51.3
535,0.289,51.4
536,0.287,51.6
537,0.288,51.5
538,0.288,51.5
539,0.285,51.9
540,0.28,52.4
541,0.281,52.4
542,0.286,51.7
543,0.29,51.2
544,0.292,51.1
545,0.291,51.2
546,0.289,51.4
547,0.29,51.3
548,0.291,51.2
549,0.292,51.1
550,0.29,51.3
551,0.287,51.6
552,0.286,51.7
553,0.287,51.7
554,0.288,51.5
555,0.288,51.5
556,0.287,51.6
557,0.287,51.6
558,0.286,51.8
559,0.285,51.9
560,0.27,53.7
561,0.262,54.7
562,0.26,54.9
563,0.259,55.1
564,0.258,55.1
565,0.257,55.3
566,0.257,55.3
567,0.259,55.1
568,0.259,55.1
569,0.258,55.2
570,0.258,55.2
571,0.256,55.5
572,0.256,55.5
573,0.257,55.3
574,0.257,55.3
575,0.258,55.3
576,0.259,55
577,0.26,55
578,0.26,55
579,0.26,55
580,0.26,55
581,0.259,55
582,0.259,55.1
583,0.258,55.2
584,0.258,55.2
585,0.258,55.3
586,0.257,55.4
587,0.256,55.5
588,0.255,55.6
589,0.255,55.6
590,0.255,55.6
591,0.256,55.5
592,0.256,55.5
593,0.254,55.7
594,0.254,55.7
595,0.253,55.9
596,0.253,55.9
597,0.253,55.9
598,0.254,55.7
599,0.256,55.5
600,0.256,55.5
601,0.255,55.5
602,0.253,55.9
603,0.25,56.3
604,0.25,56.3
605,0.251,56.1
606,0.253,55.9
607,0.254,55.7
608,0.253,55.8
609,0.251,56.1
610,0.251,56.1
611,0.254,55.7
612,0.255,55.6
613,0.255,55.6
614,0.254,55.7
615,0.254,55.8
616,0.253,55.9
617,0.253,55.9
618,0.252,55.9
619,0.252,55.9
620,0.252,55.9
621,0.252,55.9
622,0.251,56.1
623,0.25,56.2
624,0.249,56.4
625,0.248,56.5
626,0.247,56.6
627,0.247,56.6
628,0.248,56.5
629,0.25,56.3
630,0.25,56.3
631,0.25,56.3
632,0.249,56.3
633,0.249,56.3
634,0.249,56.4
635,0.249,56.4
636,0.249,56.4
637,0.249,56.4
638,0.249,56.4
639,0.249,56.4
640,0.249,56.4
641,0.249,56.4
642,0.249,56.4
643,0.248,56.5
644,0.248,56.6
645,0.247,56.6
646,0.246,56.7
647,0.246,56.8
648,0.246,56.8
649,0.246,56.8
650,0.245,56.8
651,0.245,56.9
652,0.245,56.9
653,0.245,56.9
654,0.245,56.9
655,0.245,56.9
656,0.245,56.9
657,0.243,57.1
658,0.242,57.3
659,0.24,57.5
660,0.24,57.6
661,0.243,57.2
662,0.245,56.8
663,0.246,56.7
664,0.246,56.7
665,0.246,56.8
666,0.245,56.9
667,0.244,57
668,0.243,57.1
669,0.243,57.2
670,0.242,57.3
671,0.242,57.2
672,0.243,57.2
673,0.243,57.2
674,0.243,57.2
675,0.242,57.2
676,0.242,57.3
677,0.241,57.4
678,0.241,57.4
679,0.24,57.6
680,0.238,57.8
681,0.238,57.8
682,0.24,57.6
683,0.241,57.4
684,0.241,57.4
685,0.242,57.3
686,0.242,57.3
687,0.242,57.3
688,0.241,57.4
689,0.241,57.4
690,0.241,57.5
691,0.241,57.5
692,0.24,57.5
693,0.24,57.5
694,0.24,57.5
695,0.239,57.6
696,0.237,57.9
697,0.235,58.2
698,0.233,58.5
699,0.232,58.6
700,0.233,58.5
701,0.237,57.9
702,0.242,57.3
703,0.242,57.3
704,0.242,57.3
705,0.242,57.3
706,0.24,57.5
707,0.239,57.6
708,0.238,57.8
709,0.238,57.9
710,0.238,57.9
711,0.237,57.9
712,0.237,57.9
713,0.237,57.9
714,0.237,57.9
715,0.237,57.9
716,0.237,57.9
717,0.237,57.9
718,0.239,57.7
719,0.241,57.4
720,0.241,57.4
721,0.241,57.4
722,0.241,57.4
723,0.241,57.4
724,0.24,57.5
725,0.239,57.7
726,0.237,57.9
727,0.236,58.1
728,0.233,58.4
729,0.232,58.6
730,0.232,58.7
731,0.23,58.8
732,0.229,59
733,0.228,59.1
734,0.228,59.1
735,0.229,59
736,0.231,58.8
737,0.232,58.6
738,0.233,58.5
739,0.233,58.5
740,0.233,58.5
741,0.232,58.6
742,0.232,58.6
743,0.232,58.6
744,0.233,58.5
745,0.233,58.5
746,0.233,58.4
747,0.232,58.6
748,0.232,58.6
749,0.232,58.6
750,0.232,58.6
751,0.232,58.6
752,0.232,58.6
753,0.232,58.6
754,0.232,58.7
755,0.232,58.7
756,0.231,58.7
757,0.231,58.7
758,0.231,58.7
759,0.23,58.9
760,0.23,58.9
761,0.23,58.9
762,0.23,58.9
763,0.229,59
764,0.226,59.4
765,0.223,59.9
766,0.223,59.9
767,0.23,58.9
768,0.234,58.3
769,0.234,58.4
770,0.234,58.4
771,0.233,58.4
772,0.233,58.4
773,0.233,58.5
774,0.233,58.5
775,0.232,58.6
776,0.232,58.7
777,0.232,58.7
778,0.232,58.7
779,0.231,58.8
780,0.23,58.9
781,0.229,59
782,0.229,59
783,0.227,59.3
784,0.227,59.3
785,0.227,59.3
786,0.228,59.2
787,0.23,58.9
788,0.234,58.3
789,0.237,58
790,0.238,57.8
791,0.241,57.4
792,0.243,57.1
793,0.244,57
794,0.244,57.1
795,0.24,57.5
796,0.236,58
797,0.231,58.7
798,0.227,59.3
799,0.225,59.5
800,0.224,59.7
801,0.223,59.9
802,0.221,60.1
803,0.219,60.3
804,0.218,60.6
805,0.218,60.6
806,0.217,60.7
807,0.216,60.8
808,0.216,60.8
809,0.216,60.8
810,0.216,60.8
811,0.216,60.8
812,0.217,60.7
813,0.217,60.7
814,0.217,60.7
815,0.216,60.8
816,0.215,61
817,0.214,61
818,0.215,61
819,0.214,61
820,0.214,61.1
821,0.213,61.3
822,0.206,62.3
823,0.195,63.8
824,0.193,64.1
825,0.19,64.6
826,0.206,62.2
827,0.227,59.3
828,0.231,58.8
829,0.219,60.3
830,0.217,60.7
831,0.225,59.6
832,0.235,58.2
833,0.236,58.1
834,0.225,59.5
835,0.213,61.3
836,0.207,62.1
837,0.211,61.5
838,0.224,59.7
839,0.233,58.5
840,0.233,58.4
841,0.23,58.9
842,0.221,60.1
843,0.219,60.4
844,0.22,60.3
845,0.225,59.6
846,0.225,59.6
847,0.224,59.6
848,0.224,59.7
849,0.224,59.8
850,0.223,59.8
851,0.224,59.7
852,0.224,59.8
853,0.221,60.2
854,0.22,60.2
855,0.221,60.2
856,0.221,60.1
857,0.221,60.2
858,0.219,60.4
859,0.219,60.4
860,0.218,60.5
861,0.217,60.6
862,0.216,60.8
863,0.216,60.8
864,0.216,60.8
865,0.216,60.9
866,0.215,60.9
867,0.214,61.1
868,0.214,61.1
869,0.213,61.2
870,0.213,61.3
871,0.211,61.5
872,0.211,61.5
873,0.211,61.5
874,0.211,61.6
875,0.21,61.7
876,0.208,61.9
877,0.208,61.9
878,0.208,61.9
879,0.208,62
880,0.205,62.4
881,0.198,63.4
882,0.187,65
883,0.18,66
884,0.18,66.1
885,0.184,65.4
886,0.213,61.2
887,0.235,58.2
888,0.241,57.5
889,0.235,58.2
890,0.229,59
891,0.224,59.8
892,0.221,60.2
893,0.219,60.4
894,0.215,60.9
895,0.211,61.5
896,0.202,62.8
897,0.192,64.3
898,0.192,64.3
899,0.209,61.8
900,0.222,60
901,0.228,59.1
902,0.226,59.4
903,0.221,60.1
904,0.213,61.2
905,0.196,63.6
906,0.19,64.6
907,0.189,64.7
908,0.204,62.5
909,0.226,59.4
910,0.236,58
911,0.232,58.6
912,0.224,59.7
913,0.217,60.7
914,0.212,61.4
915,0.206,62.2
916,0.197,63.6
917,0.182,65.7
918,0.181,65.9
919,0.184,65.5
920,0.206,62.2
921,0.229,59.1
922,0.236,58.1
923,0.232,58.6
924,0.226,59.4
925,0.223,59.9
926,0.221,60.1
927,0.219,60.4
928,0.217,60.7
929,0.216,60.8
930,0.216,60.9
931,0.211,61.5
932,0.209,61.8
933,0.208,61.9
934,0.208,62
935,0.208,62
936,0.208,62
937,0.204,62.6
938,0.199,63.2
939,0.196,63.7
940,0.195,63.8
941,0.196,63.6
942,0.202,62.9
943,0.208,62
944,0.209,61.9
945,0.209,61.9
946,0.207,62.1
947,0.206,62.2
948,0.206,62.2
949,0.206,62.2
950,0.215,61
951,0.225,59.5
952,0.227,59.3
953,0.23,58.9
954,0.234,58.4
955,0.243,57.1
956,0.248,56.5
957,0.25,56.3
958,0.251,56.2
959,0.25,56.2
960,0.25,56.3
961,0.249,56.4
962,0.248,56.5
963,0.247,56.6
964,0.246,56.8
965,0.246,56.8
966,0.246,56.8
967,0.245,56.9
968,0.244,57
969,0.241,57.4
970,0.237,57.9
971,0.238,57.8
972,0.239,57.6
973,0.242,57.3
974,0.244,57.1
975,0.246,56.8
976,0.247,56.6
977,0.247,56.6
978,0.241,57.4
979,0.237,57.9
980,0.223,59.8
981,0.202,62.7
982,0.201,62.9
983,0.205,62.3
984,0.246,56.8
985,0.275,53
986,0.287,51.6
987,0.281,52.4
988,0.267,54.1
989,0.261,54.9
990,0.253,55.9
991,0.245,56.9
992,0.244,57
993,0.235,58.2
994,0.211,61.5
995,0.201,62.9
996,0.198,63.4
997,0.222,60
998,0.259,55.1
999,0.278,52.7
"1,000.00",0.281,52.3
"1,001.00",0.27,53.7
"1,002.00",0.259,55.1
"1,003.00",0.256,55.5
"1,004.00",0.255,55.6
"1,005.00",0.247,56.7
"1,006.00",0.246,56.8
"1,007.00",0.246,56.8
"1,008.00",0.246,56.8
"1,009.00",0.246,56.8
"1,010.00",0.245,56.8
"1,011.00",0.245,56.9
"1,012.00",0.241,57.4
"1,013.00",0.234,58.3
"1,014.00",0.234,58.3
"1,015.00",0.234,58.3
"1,016.00",0.24,57.5
"1,017.00",0.249,56.4
"1,018.00",0.249,56.4
"1,019.00",0.25,56.3
"1,020.00",0.25,56.2
"1,021.00",0.25,56.2
"1,022.00",0.25,56.2
"1,023.00",0.252,56
"1,024.00",0.252,56
"1,025.00",0.253,55.9
"1,026.00",0.253,55.8
"1,027.00",0.253,55.9
"1,028.00",0.253,55.8
"1,029.00",0.254,55.7
"1,030.00",0.254,55.7
"1,031.00",0.254,55.7
"1,032.00",0.254,55.7
"1,033.00",0.258,55.2
"1,034.00",0.258,55.2
"1,035.00",0.258,55.2
"1,036.00",0.258,55.2
"1,037.00",0.258,55.2
"1,038.00",0.258,55.2
"1,039.00",0.26,55
"1,040.00",0.264,54.4
"1,041.00",0.265,54.3
"1,042.00",0.267,54.1
"1,043.00",0.269,53.8
"1,044.00",0.271,53.6
"1,045.00",0.271,53.6
"1,046.00",0.274,53.2
"1,047.00",0.275,53.1
"1,048.00",0.275,53.1
"1,049.00",0.275,53.1
"1,050.00",0.275,53.1
"1,051.00",0.272,53.5
"1,052.00",0.271,53.5
"1,053.00",0.272,53.5
"1,054.00",0.271,53.5
"1,055.00",0.272,53.5
"1,056.00",0.274,53.2
"1,057.00",0.281,52.4
"1,058.00",0.281,52.4
"1,059.00",0.281,52.4
"1,060.00",0.282,52.3
"1,061.00",0.285,51.9
"1,062.00",0.291,51.2
"1,063.00",0.296,50.6
"1,064.00",0.301,50.1
"1,065.00",0.302,49.9
"1,066.00",0.303,49.7
"1,067.00",0.299,50.2
"1,068.00",0.297,50.5
"1,069.00",0.298,50.3
"1,070.00",0.299,50.2
"1,071.00",0.299,50.2
"1,072.00",0.308,49.2
"1,073.00",0.31,49
"1,074.00",0.309,49
"1,075.00",0.309,49.1
"1,076.00",0.309,49.1
"1,077.00",0.309,49.1
"1,078.00",0.313,48.7
"1,079.00",0.313,48.7
"1,080.00",0.313,48.6
"1,081.00",0.313,48.7
"1,082.00",0.314,48.5
"1,083.00",0.312,48.7
"1,084.00",0.314,48.5
"1,085.00",0.313,48.6
"1,086.00",0.303,49.7
"1,087.00",0.312,48.8
"1,088.00",0.327,47.1
"1,089.00",0.331,46.6
"1,090.00",0.332,46.6
"1,091.00",0.334,46.3
"1,092.00",0.334,46.4
"1,093.00",0.334,46.4
"1,094.00",0.333,46.5
"1,095.00",0.333,46.5
"1,096.00",0.339,45.8
"1,097.00",0.343,45.3
"1,098.00",0.342,45.5
"1,099.00",0.346,45.1
"1,100.00",0.22,60.2
,,
,,
Tim Quartz Dark,,
Tim Quartz Dark 1,"Date : 21/07/2021, 15:49:35",
Wavelength (nm),ABS,%T
190.00,1.7,2
191.00,1.714,1.9
192.00,1.728,1.9
193.00,1.73,1.9
194.00,1.739,1.8
195.00,1.74,1.8
196.00,1.739,1.8
197.00,1.74,1.8
198.00,1.74,1.8
199.00,1.74,1.8
200.00,1.738,1.8
201.00,1.732,1.9
202.00,1.727,1.9
203.00,1.727,1.9
204.00,1.725,1.9
205.00,1.724,1.9
206.00,1.722,1.9
207.00,1.719,1.9
208.00,1.71,1.9
209.00,1.704,2
210.00,1.694,2
211.00,1.689,2
212.00,1.68,2.1
213.00,1.673,2.1
214.00,1.669,2.1
215.00,1.692,2
216.00,1.712,1.9
217.00,1.72,1.9
218.00,1.721,1.9
219.00,1.72,1.9
220.00,1.716,1.9
221.00,1.709,2
222.00,1.694,2
223.00,1.631,2.3
224.00,1.593,2.5
225.00,1.566,2.7
226.00,1.542,2.9
227.00,1.518,3
228.00,1.507,3.1
229.00,1.502,3.1
230.00,1.502,3.1
231.00,1.5,3.2
232.00,1.486,3.3
233.00,1.467,3.4
234.00,1.445,3.6
235.00,1.424,3.8
236.00,1.405,3.9
237.00,1.387,4.1
238.00,1.369,4.3
239.00,1.347,4.5
240.00,1.32,4.8
241.00,1.293,5.1
242.00,1.27,5.4
243.00,1.257,5.5
244.00,1.246,5.7
245.00,1.229,5.9
246.00,1.196,6.4
247.00,1.168,6.8
248.00,1.155,7
249.00,1.142,7.2
250.00,1.126,7.5
251.00,1.108,7.8
252.00,1.084,8.2
253.00,1.064,8.6
254.00,1.048,9
255.00,1.035,9.2
256.00,1.018,9.6
257.00,1,10
258.00,0.985,10.4
259.00,0.968,10.8
260.00,0.956,11.1
261.00,0.95,11.2
262.00,0.947,11.3
263.00,0.945,11.4
264.00,0.938,11.5
265.00,0.931,11.7
266.00,0.923,11.9
267.00,0.917,12.1
268.00,0.912,12.3
269.00,0.91,12.3
270.00,0.91,12.3
271.00,0.906,12.4
272.00,0.903,12.5
273.00,0.902,12.5
274.00,0.904,12.5
275.00,0.906,12.4
276.00,0.906,12.4
277.00,0.906,12.4
278.00,0.906,12.4
279.00,0.906,12.4
280.00,0.906,12.4
281.00,0.905,12.4
282.00,0.905,12.4
283.00,0.905,12.4
284.00,0.905,12.4
285.00,0.907,12.4
286.00,0.906,12.4
287.00,0.906,12.4
288.00,0.906,12.4
289.00,0.906,12.4
290.00,0.905,12.5
291.00,0.901,12.5
292.00,0.898,12.6
293.00,0.898,12.6
294.00,0.898,12.7
295.00,0.892,12.8
296.00,0.89,12.9
297.00,0.89,12.9
298.00,0.889,12.9
299.00,0.888,12.9
300.00,0.888,12.9
301.00,0.888,12.9
302.00,0.887,13
303.00,0.884,13.1
304.00,0.881,13.2
305.00,0.88,13.2
306.00,0.875,13.3
307.00,0.87,13.5
308.00,0.864,13.7
309.00,0.859,13.8
310.00,0.857,13.9
311.00,0.853,14
312.00,0.849,14.2
313.00,0.844,14.3
314.00,0.837,14.5
315.00,0.832,14.7
316.00,0.832,14.7
317.00,0.83,14.8
318.00,0.822,15.1
319.00,0.815,15.3
320.00,0.81,15.5
321.00,0.804,15.7
322.00,0.796,16
323.00,0.788,16.3
324.00,0.782,16.5
325.00,0.782,16.5
326.00,0.779,16.6
327.00,0.774,16.8
328.00,0.769,17
329.00,0.763,17.3
330.00,0.757,17.5
331.00,0.751,17.7
332.00,0.745,18
333.00,0.741,18.1
334.00,0.74,18.2
335.00,0.736,18.4
336.00,0.731,18.6
337.00,0.727,18.8
338.00,0.723,18.9
339.00,0.719,19.1
340.00,0.715,19.3
341.00,0.709,19.5
342.00,0.704,19.8
343.00,0.7,20
344.00,0.698,20.1
345.00,0.698,20.1
346.00,0.698,20.1
347.00,0.696,20.1
348.00,0.691,20.4
349.00,0.688,20.5
350.00,0.684,20.7
351.00,0.681,20.9
352.00,0.676,21.1
353.00,0.673,21.3
354.00,0.673,21.3
355.00,0.67,21.4
356.00,0.669,21.4
357.00,0.669,21.5
358.00,0.668,21.5
359.00,0.667,21.5
360.00,0.665,21.6
361.00,0.666,21.6
362.00,0.673,21.2
363.00,0.674,21.2
364.00,0.674,21.2
365.00,0.671,21.3
366.00,0.671,21.3
367.00,0.671,21.3
368.00,0.671,21.4
369.00,0.669,21.4
370.00,0.668,21.5
371.00,0.667,21.5
372.00,0.667,21.5
373.00,0.667,21.5
374.00,0.665,21.6
375.00,0.665,21.6
376.00,0.664,21.7
377.00,0.667,21.5
378.00,0.671,21.3
379.00,0.673,21.2
380.00,0.673,21.2
381.00,0.672,21.3
382.00,0.671,21.3
383.00,0.671,21.3
384.00,0.671,21.3
385.00,0.672,21.3
386.00,0.672,21.3
387.00,0.673,21.2
388.00,0.673,21.2
389.00,0.673,21.3
390.00,0.66,21.9
391.00,0.658,22
392.00,0.658,22
393.00,0.658,22
394.00,0.658,22
395.00,0.659,21.9
396.00,0.659,21.9
397.00,0.66,21.9
398.00,0.659,21.9
399.00,0.659,21.9
400.00,0.659,21.9
401.00,0.66,21.9
402.00,0.66,21.9
403.00,0.66,21.9
404.00,0.66,21.9
405.00,0.663,21.7
406.00,0.665,21.6
407.00,0.666,21.6
408.00,0.666,21.6
409.00,0.666,21.6
410.00,0.666,21.6
411.00,0.667,21.5
412.00,0.669,21.4
413.00,0.67,21.4
414.00,0.67,21.4
415.00,0.67,21.4
416.00,0.67,21.4
417.00,0.671,21.3
418.00,0.671,21.3
419.00,0.671,21.3
420.00,0.671,21.3
421.00,0.672,21.3
422.00,0.675,21.1
423.00,0.677,21
424.00,0.678,21
425.00,0.679,20.9
426.00,0.681,20.9
427.00,0.683,20.8
428.00,0.684,20.7
429.00,0.686,20.6
430.00,0.687,20.6
431.00,0.687,20.6
432.00,0.687,20.6
433.00,0.687,20.5
434.00,0.688,20.5
435.00,0.688,20.5
436.00,0.688,20.5
437.00,0.69,20.4
438.00,0.691,20.4
439.00,0.691,20.4
440.00,0.691,20.4
441.00,0.691,20.4
442.00,0.692,20.3
443.00,0.694,20.2
444.00,0.695,20.2
445.00,0.696,20.2
446.00,0.696,20.2
447.00,0.696,20.1
448.00,0.697,20.1
449.00,0.698,20
450.00,0.7,20
451.00,0.701,19.9
452.00,0.701,19.9
453.00,0.702,19.9
454.00,0.704,19.8
455.00,0.704,19.8
456.00,0.705,19.7
457.00,0.705,19.7
458.00,0.704,19.8
459.00,0.702,19.9
460.00,0.701,19.9
461.00,0.705,19.7
462.00,0.709,19.5
463.00,0.71,19.5
464.00,0.71,19.5
465.00,0.71,19.5
466.00,0.71,19.5
467.00,0.71,19.5
468.00,0.71,19.5
469.00,0.711,19.5
470.00,0.712,19.4
471.00,0.712,19.4
472.00,0.713,19.4
473.00,0.713,19.4
474.00,0.713,19.4
475.00,0.713,19.4
476.00,0.713,19.4
477.00,0.712,19.4
478.00,0.712,19.4
479.00,0.712,19.4
480.00,0.712,19.4
481.00,0.71,19.5
482.00,0.706,19.7
483.00,0.702,19.9
484.00,0.701,19.9
485.00,0.71,19.5
486.00,0.717,19.2
487.00,0.715,19.3
488.00,0.713,19.4
489.00,0.716,19.2
490.00,0.717,19.2
491.00,0.713,19.3
492.00,0.714,19.3
493.00,0.722,19
494.00,0.725,18.8
495.00,0.725,18.8
496.00,0.723,18.9
497.00,0.722,19
498.00,0.723,18.9
499.00,0.724,18.9
500.00,0.724,18.9
501.00,0.725,18.9
502.00,0.724,18.9
503.00,0.724,18.9
504.00,0.723,18.9
