wavelength,blank,S8 Preheat,S8 Irrad 15,S8 PostIrrad Day 1,S8 PostIrrad Day 2,S8 PostIrrad Day 3,S8 PostIrrad Day 4,S8 PostIrrad Day 5
786,98.2,56.85,45.925,52,53.54285714,53.08333333,52.66,52.3375
787,98.2,56.9,45.95,52.2,53.6,53.11666667,52.664,52.375
788,98,57.1,46.025,52.2,53.75714286,53.24166667,52.748,52.475
789,98.1,57.275,46.175,52.4,53.97142857,53.42083333,52.952,52.6125
790,98.1,57.475,46.2,52.4,54.1,53.55416667,53.084,52.775
791,98.1,57.575,46.325,52.3,54.15714286,53.60833333,53.148,52.8
792,98.1,57.7,46.375,52.3,54.24285714,53.6625,53.192,52.8625
793,98.1,57.725,46.425,52.2,54.3,53.71666667,53.224,52.8625
794,98.1,57.8,46.425,52.2,54.31428571,53.71666667,53.22,52.8625
795,98.1,57.775,46.475,52.2,54.3,53.66666667,53.188,52.8375
796,98.1,57.775,46.55,52.2,54.25714286,53.63333333,53.176,52.825
797,98.2,57.8,46.65,52.3,54.07142857,53.5375,53.06,52.725
798,98.3,57.725,46.7,52.3,54,53.5,53.04,52.725
799,98.3,57.775,46.775,52.5,53.97142857,53.4625,53,52.7125
800,98.3,57.825,46.925,52.5,53.98571429,53.46666667,53.016,52.7125
801,98.4,57.825,47.15,52.7,54.01428571,53.50833333,53.016,52.7
802,98.5,57.925,47.375,52.8,54.07142857,53.55,53.08,52.775
803,98.6,58.075,47.575,52.9,54.21428571,53.69583333,53.212,52.9125
804,98.6,58.175,47.7,53.1,54.24285714,53.725,53.252,52.925
805,98.6,58.3,47.825,53.2,54.32857143,53.80416667,53.344,53.025
806,98.6,58.35,47.975,53.3,54.37142857,53.85416667,53.4,53.0875
807,98.6,58.525,48.1,53.5,54.42857143,53.9375,53.456,53.15
808,98.6,58.55,48.225,53.6,54.48571429,53.99583333,53.548,53.225
809,98.6,58.6,48.3,53.7,54.6,54.11666667,53.64,53.3625
810,98.7,58.675,48.35,53.8,54.68571429,54.1875,53.716,53.4125
811,98.6,58.675,48.475,53.8,54.81428571,54.29166667,53.8,53.5125
812,98.4,58.75,48.575,53.9,54.84285714,54.32916667,53.832,53.525
813,98.5,58.85,48.65,53.9,54.95714286,54.46666667,53.928,53.6
814,98.6,59.05,48.725,53.9,54.94285714,54.49583333,53.98,53.6375
815,98.5,59.05,48.85,53.9,54.94285714,54.4625,53.912,53.6375
816,98.6,59.1,48.975,53.9,54.97142857,54.4625,53.928,53.675
817,98.6,59.125,48.975,54,55.08571429,54.575,54.076,53.8125
818,98.6,59.225,48.975,54.2,55.12857143,54.6375,54.16,53.9
819,98.5,59.3,49.125,54.2,55.2,54.69583333,54.24,53.9625
820,98.5,59.425,49.15,54.2,55.34285714,54.825,54.42,54.15
821,98.5,59.675,49.5,54.5,55.48571429,54.975,54.516,54.2875
822,98.6,60.325,49.975,55.1,55.62857143,55.17916667,54.788,54.6375
823,98.9,60.85,50.65,55.5,55.8,55.45,55.1,55.05
824,98.9,60.525,50.625,55.4,55.85714286,55.575,55.196,55.15
825,98.8,60.25,50.25,54.9,55.5,55.19583333,54.728,54.7625
826,98.1,60.05,50.05,54.8,55.52857143,55.15,54.672,54.6
827,98.1,60.025,49.9,54.7,55.64285714,55.17083333,54.652,54.4625
828,98.1,60.175,50.125,54.6,55.97142857,55.35,54.768,54.4625
829,98.2,60.1,50.2,54.7,55.84285714,55.32083333,54.752,54.425
830,98.7,60.1,50.1,54.6,55.75714286,55.22083333,54.672,54.3125
831,98.7,60.125,50.05,54.5,55.68571429,55.16666667,54.612,54.225
832,98.6,60.15,49.975,54.4,56.11428571,55.37083333,54.732,54.25
833,98.6,60.275,50.05,54.3,56.4,55.6375,54.908,54.4125
834,98.6,60.475,50.4,55,56.48571429,55.81666667,55.156,54.7875
835,98.7,60.575,50.675,55.4,56.42857143,55.83333333,55.284,55
836,98.7,60.45,50.6,55.3,56.05714286,55.5875,55.076,54.8125
837,98.8,60.45,50.55,55.1,55.98571429,55.50833333,54.988,54.7
838,98.8,60.45,50.45,55,56.05714286,55.5125,54.964,54.6125
839,98.7,60.4,50.475,54.7,56.14285714,55.5375,54.952,54.575
840,98.7,60.55,50.475,54.7,56.31428571,55.74583333,55.108,54.7125
841,98.7,60.55,50.575,54.7,56.35714286,55.80833333,55.156,54.775
842,98.7,60.5,50.6,54.7,56.35714286,55.7875,55.176,54.8
843,98.7,60.525,50.625,54.7,56.37142857,55.83333333,55.204,54.8625
844,98.7,60.475,50.725,54.9,56.38571429,55.90416667,55.272,54.925
845,98.1,60.525,50.675,54.9,56.44285714,55.8875,55.248,54.925
846,98.1,60.525,50.725,54.9,56.41428571,55.88333333,55.248,54.95
847,98,60.575,50.75,54.9,56.45714286,55.9125,55.28,54.975
848,98.1,60.6,51.025,54.9,56.45714286,55.975,55.332,55.05
849,98.1,60.6,51.05,54.9,56.54285714,56.1,55.452,55.225
850,98,60.875,51,55,56.68571429,56.14583333,55.508,55.2125
851,98.1,60.775,51.2,55.1,56.61428571,56.12916667,55.524,55.2125
852,98.6,60.85,51.2,55.1,56.7,56.125,55.54,55.2375
853,98.6,60.95,51.25,55.2,56.7,56.12083333,55.552,55.175
854,97.9,60.925,51.05,55.2,56.68571429,56.14166667,55.568,55.2125
855,98,61.05,51.125,55.2,56.87142857,56.2,55.616,55.3
856,98.2,61.1,51.075,55.3,56.91428571,56.2125,55.664,55.4125
857,98.1,61.175,51.15,55.3,56.84285714,56.21666667,55.68,55.4125
858,98.3,61.3,51.15,55.3,56.82857143,56.2125,55.748,55.4125
859,98.3,61.35,51.275,55.4,56.85714286,56.37916667,55.848,55.65
860,98,61.55,51.325,55.6,56.85714286,56.28333333,55.76,55.6125
861,98,61.45,51.575,55.3,56.85714286,56.34583333,55.82,55.6875
862,98,61.475,51.55,55.3,56.85714286,56.38333333,55.852,55.6875
863,98,61.575,51.575,55.5,56.97142857,56.47083333,55.916,55.7625
864,98,61.6,51.65,55.7,56.98571429,56.49166667,55.96,55.8
865,98.1,61.65,51.85,55.9,57.05714286,56.47916667,55.948,55.7875
866,98.3,61.75,51.975,55.9,57.04285714,56.45416667,55.936,55.7375
867,98.8,61.75,52,55.9,57.07142857,56.47916667,55.976,55.75
868,98.5,61.75,52,55.9,57.1,56.51666667,55.98,55.8
869,98.5,61.775,52,55.9,57.12857143,56.55833333,56.04,55.8375
870,98.5,61.925,52.075,55.9,57.2,56.6,56.068,55.8375
871,98.5,61.925,52.1,55.9,57.18571429,56.6125,56.052,55.8375
872,98.5,61.925,52.125,56,57.25714286,56.70416667,56.132,55.85
873,98.8,61.95,52.25,56,57.28571429,56.74583333,56.188,55.875
874,98.8,62.05,52.3,56,57.3,56.82916667,56.24,55.9625
875,98.7,62.225,52.35,56.1,57.37142857,56.92083333,56.34,56.025
876,98.7,62.275,52.575,56.1,57.35714286,56.89583333,56.348,56
877,98.7,62.45,52.55,56.3,57.45714286,56.95416667,56.416,56.15
878,98.7,62.575,52.65,56.3,57.48571429,57.00416667,56.452,56.2125
879,98.7,62.65,52.8,56.4,57.51428571,57.04166667,56.496,56.2625
880,98.9,62.75,52.925,56.4,57.58571429,57.10416667,56.576,56.3625
881,99.1,63.05,53.25,56.5,57.68571429,57.27083333,56.808,56.6125
882,99.6,63.15,53.4,56.9,57.67142857,57.27083333,56.876,56.75
883,99.8,62.375,53.475,57.1,57.61428571,57.25416667,56.852,56.75
884,99.7,62.475,53.475,57.1,57.6,57.26666667,56.844,56.75
885,99.7,62.525,53.5,57,57.55714286,57.23333333,56.752,56.5625
886,99.6,62.575,53.3,57,57.71428571,57.31666667,56.712,56.45
887,98.8,63.15,53.325,56.6,58.38571429,57.55833333,56.768,56.4
888,98.1,63.925,53.3,56.5,58.72857143,57.88333333,57.036,56.45
889,98.3,63.975,53.325,56.6,58.85714286,58.07916667,57.208,56.6125
890,98.3,63.975,53.425,56.7,58.85714286,58.14166667,57.3,56.7
891,98.3,63.9,53.45,56.7,58.67142857,58.00416667,57.232,56.6625
892,98.6,63.925,53.475,56.7,58.64285714,57.99583333,57.244,56.675
893,98.7,63.875,53.5,56.7,58.6,57.97083333,57.24,56.6875
894,98.8,63.85,53.55,56.9,58.6,57.99583333,57.284,56.775
895,99,63.8,53.7,56.9,58.57142857,57.975,57.296,56.8375
896,99,63.825,53.625,57,58.55714286,58.02916667,57.412,56.9375
897,99,63.7,53.725,57.1,58.5,57.97083333,57.392,56.9375
898,99.1,63.675,53.8,57,58.41428571,57.93333333,57.352,56.9125
899,99,63.675,53.775,57,58.54285714,58.1,57.392,57.0125
900,99,63.725,53.775,56.9,58.64285714,58.18333333,57.476,57
901,99,64.075,53.8,56.9,58.98571429,58.34583333,57.576,57
902,98.9,64.25,53.8,56.9,59.02857143,58.3625,57.588,57.025
903,98.9,64.3,53.8,56.9,59.02857143,58.325,57.608,57.0375
904,98.9,64.325,53.85,57.2,58.94285714,58.2875,57.6,57.1
905,98.9,64.175,53.975,57.4,58.81428571,58.20416667,57.648,57.125
906,98.8,64.025,54.05,57.4,58.85714286,58.27083333,57.776,57.275
907,98.9,64.05,53.975,57.4,58.84285714,58.29166667,57.756,57.25
908,98.9,64.15,53.9,57.4,58.61428571,58.17916667,57.604,57.15
909,99,64.2,53.85,57.4,58.64285714,58.1,57.472,56.95
910,98.7,64.6,54.05,57.4,59.12857143,58.30416667,57.528,56.9375
911,98.6,64.7,54.1,57.4,59.28571429,58.47916667,57.648,57.0625
912,98.8,64.675,54.125,57.4,59.28571429,58.49166667,57.68,57.15
913,98.8,64.675,54.225,57.4,59.18571429,58.49166667,57.712,57.1875
914,98.8,64.625,54.3,57.4,59.14285714,58.49583333,57.724,57.25
915,98.9,64.575,54.4,57.5,59.04285714,58.43333333,57.732,57.275
916,98.9,64.6,54.45,57.5,58.95714286,58.38333333,57.768,57.4625
917,98.9,64.45,54.7,57.6,58.84285714,58.36666667,57.784,57.5375
918,99.1,64.525,54.65,57.8,58.92857143,58.52916667,57.972,57.6875
919,99.1,64.75,54.625,58,58.98571429,58.5875,57.996,57.725
920,99.1,64.775,54.55,57.9,58.98571429,58.59583333,57.928,57.5125
921,99.3,64.925,54.6,57.7,59.32857143,58.70416667,57.968,57.4375
922,99,65.525,54.6,57.6,59.81428571,58.94583333,58.076,57.475
923,98.8,65.525,54.625,57.6,59.9,59.04166667,58.16,57.4875
924,98.8,65.475,54.675,57.6,59.84285714,59.0375,58.164,57.5
925,98.9,65.375,54.55,57.6,59.82857143,59.03333333,58.184,57.575
926,98.8,65.375,54.575,57.6,59.7,58.96666667,58.136,57.5625
927,98.9,65.375,54.6,57.6,59.67142857,58.95416667,58.144,57.575
928,98.9,65.275,54.525,57.6,59.64285714,58.91666667,58.148,57.575
929,98.9,65.175,54.525,57.6,59.52857143,58.86666667,58.108,57.5875
930,98.9,65.175,54.525,57.6,59.41428571,58.85416667,58.088,57.6
931,98.8,65.2,54.575,57.6,59.37142857,58.8375,58.1,57.625
932,98.8,65.075,54.675,57.6,59.35714286,58.825,58.12,57.6625
933,98.7,65,54.825,57.7,59.38571429,58.825,58.116,57.675
934,98.7,65,54.8,57.6,59.38571429,58.8375,58.152,57.7625
935,98.8,65.025,54.775,57.6,59.42857143,58.8625,58.172,57.7875
936,98.7,65.05,54.825,57.7,59.47142857,58.90416667,58.22,57.825
937,98.7,65.05,54.875,57.7,59.42857143,58.8875,58.252,57.8625
938,98.7,64.975,54.925,57.8,59.42857143,58.90416667,58.256,57.8875
939,98.8,64.9,54.975,57.9,59.45714286,58.975,58.352,57.9625
940,98.9,64.875,55.025,58,59.57142857,59.02916667,58.404,57.9875
941,98.8,64.975,55.025,58.1,59.64285714,59.1,58.476,58.1
942,98.5,65.125,55.075,58.1,59.77142857,59.1875,58.544,58.175
943,98.5,65.3,55.075,57.9,59.85714286,59.26666667,58.568,58.175
944,98.5,65.5,55.125,57.9,59.91428571,59.31666667,58.604,58.2125
945,98.5,65.5,55.15,58,59.92857143,59.32083333,58.62,58.2
946,98.6,65.575,55.2,58,59.87142857,59.29583333,58.584,58.175
947,98.8,65.65,55.3,58,60,59.47083333,58.768,58.3625
948,98.8,65.65,55.35,58,60.02857143,59.52083333,58.832,58.45
949,98.7,65.625,55.45,58,60.02857143,59.5125,58.816,58.45
950,98.7,64.55,54.225,57,58.71428571,58.00416667,57.328,56.875
951,98.8,63.05,52.75,55.6,57.42857143,56.85,56.16,55.6
952,98.8,62.525,52.35,55.2,57.14285714,56.725,55.976,55.4375
953,98.7,62.325,52.25,55,56.92857143,56.53333333,55.84,55.2375
954,98.7,62.3,52.05,55,56.84285714,56.45,55.692,55.0375
955,98.6,62.225,51.8,54.9,56.68571429,56.30416667,55.576,54.8875
956,98.6,62.15,51.575,54.3,56.54285714,56.06666667,55.368,54.625
957,98.6,61.925,51.125,53.9,56.18571429,55.67916667,54.94,54.1625
958,98.6,61.55,50.9,53.6,55.71428571,55.20833333,54.496,53.75
959,98.8,61.225,50.525,53.4,55.37142857,54.87083333,54.2,53.525
960,98.8,61.025,50.35,53.3,55.15714286,54.65,53.972,53.35
961,99,60.8,50.125,53.1,54.94285714,54.53333333,53.804,53.25
962,99,60.65,49.925,53.1,54.84285714,54.40416667,53.732,53.1
963,99,60.625,49.775,52.9,54.75714286,54.31666667,53.616,53.0375
964,99.1,60.575,49.725,52.8,54.58571429,54.18333333,53.484,52.8625
965,99.1,60.4,49.575,52.5,54.44285714,54,53.344,52.75
966,99,60.125,49.4,52.4,54.27142857,53.82083333,53.112,52.5625
967,99,59.925,49.075,52.3,53.9,53.5,52.816,52.2875
968,99,59.55,48.825,51.9,53.52857143,53.2125,52.548,52.025
969,99,59.1,48.35,51.5,53.05714286,52.78333333,52.152,51.6
970,99.1,58.475,47.875,51,52.5,52.30833333,51.684,51.1625
971,99.2,58.375,47.675,50.7,52.31428571,52.075,51.428,50.9875
972,99.2,58.375,47.65,50.7,52.35714286,52.09166667,51.464,50.9875
973,99.2,58.5,47.725,50.8,52.52857143,52.31666667,51.66,51.0625
974,98.8,58.925,48.125,51.4,52.94285714,52.66666667,51.952,51.375
975,98.8,59.175,48.475,51.5,53.28571429,52.89166667,52.192,51.6
976,98.8,59.25,48.4,51.5,53.3,52.98333333,52.304,51.725
977,98.8,59.4,48.45,51.4,53.3,52.99166667,52.308,51.7
978,99.1,59.525,48.575,51.5,53.35714286,53.04166667,52.368,51.7375
979,98.7,59.85,48.975,51.8,53.61428571,53.24166667,52.616,51.9375
980,98.7,60.8,49.925,53.2,54.11428571,53.77916667,53.164,52.5875
981,98.7,61.25,51.05,54.8,55.32857143,55.29583333,54.54,54.4125
982,98.7,61.95,52.8,55.9,56.11428571,56.125,55.448,55.275
983,98.7,63.775,53.325,55.8,56.64285714,56.55416667,55.808,55.5375
984,98.8,64.05,53.425,55.7,57,56.8,56.06,55.575
985,98.6,63.975,52.925,55.5,57.05714286,56.72083333,55.992,55.3
986,98.6,63.75,51.9,54.4,57.14285714,56.65,55.816,54.8625
987,98.6,62.6,50.45,53.1,55.82857143,55.30416667,54.532,53.5375
988,98.6,61.2,49.675,52.3,54.9,54.29166667,53.512,52.7375
989,98.7,60.725,49.125,51.9,54.28571429,53.80416667,53.044,52.3625
990,98.7,60.475,49.125,52.3,54.22857143,53.75,53,52.325
991,98.8,60.525,49.15,52.2,54.3,53.82083333,53.124,52.5125
992,99,60.6,49.55,52.2,54.41428571,53.95,53.308,52.6625
993,99.1,60.9,50.5,52.6,54.52857143,54.12083333,53.524,52.9
994,99.1,60.975,51.15,53.2,55.1,54.5375,54.072,53.7125
995,99.3,61.775,52.625,54.9,56.01428571,56.0625,55.452,55.1875
996,99.3,63.425,53.225,54.9,57.14285714,56.90416667,56.304,55.975
997,99.7,64.35,53.275,55.4,58.21428571,57.77916667,57.192,56.4375
998,100.1,64.425,53.275,55.7,58.48571429,58.1125,57.432,56.6625
999,99.2,65.075,53.1,55.4,58.52857143,58.025,57.308,56.225
1000,98.9,64.75,52.775,55.1,58.55714286,57.90833333,57.064,56.0625
1001,98.8,64.2,51.975,54.6,57.64285714,56.95,56.14,55.2
1002,98.8,63.4,51.425,54.3,56.82857143,56.23333333,55.332,54.4875
1003,98.8,62.675,51,53.8,56.38571429,55.8,54.976,54.275
1004,98.7,62.625,50.975,53.8,56.24285714,55.72083333,54.908,54.175
1005,98.7,62.5,50.975,53.8,56.18571429,55.67083333,54.876,54.2
1006,99,62.475,51.05,53.8,56.12857143,55.65416667,54.868,54.15
1007,98.9,62.475,51.075,53.7,56.14285714,55.66666667,54.876,54.125
1008,98.9,62.275,51.125,53.7,56.14285714,55.60416667,54.848,54.075
1009,98.8,62.25,51.125,53.6,56.05714286,55.57083333,54.816,54.075
1010,98.9,62.275,51.175,53.5,56.01428571,55.54166667,54.792,54.075
1011,98.9,62.275,51.175,53.6,55.98571429,55.525,54.756,54.0875
1012,98.9,62.3,51.175,53.7,56.01428571,55.55416667,54.824,54.15
1013,98.9,62.575,51.225,53.7,56.04285714,55.70416667,54.996,54.2625
1014,99,62.675,51.65,53.9,56.3,55.90833333,55.148,54.5375
1015,99,62.85,51.75,54.3,56.38571429,55.95,55.208,54.5875
1016,99,62.925,51.775,54.4,56.48571429,56.0875,55.308,54.6375
1017,99.1,63.05,51.625,54.3,56.52857143,56.09583333,55.3,54.65
1018,99,63.025,51.625,54.1,56.58571429,56.0625,55.264,54.625
1019,98.9,62.8,51.35,53.9,56.48571429,55.7875,54.936,54.2375
1020,98.6,62.6,51.2,53.7,56.24285714,55.55416667,54.74,54.1375
1021,98.6,62.5,50.775,53.6,56.04285714,55.425,54.608,54.075
1022,98.6,62.2,50.425,53.4,55.84285714,55.24166667,54.452,53.725
1023,98.6,62.025,50.275,53.1,55.37142857,54.9,54.16,53.3875
1024,98.7,61.675,50,52.8,55.05714286,54.625,53.92,53.175
1025,98.7,61.4,49.7,52.5,54.9,54.43333333,53.664,52.925
1026,98.7,61.3,49.525,52.2,54.72857143,54.21666667,53.46,52.55
1027,98.7,61.125,49.275,52.1,54.54285714,54.05416667,53.324,52.3625
1028,98.8,61.025,49.175,51.9,54.24285714,53.87916667,53.1,52.25
1029,98.8,60.975,49.1,51.7,54.07142857,53.71666667,52.94,52.1125
1030,98.6,60.975,48.975,51.5,54.02857143,53.6625,52.852,52.05
1031,99,60.8,48.975,51.5,54,53.55416667,52.792,51.9875
1032,99,60.775,48.975,51.4,53.95714286,53.48333333,52.688,51.85
1033,99,60.725,48.825,51.2,53.82857143,53.3375,52.568,51.725
1034,99,60.625,48.7,51.2,53.64285714,53.20833333,52.452,51.675
1035,98.9,60.55,48.425,51.2,53.51428571,53.05416667,52.272,51.5125
1036,98.7,60.425,48.05,51.1,53.35714286,52.9125,52.048,51.375
1037,98.7,60.325,47.725,50.7,53.24285714,52.76666667,51.952,51.25
1038,98.7,60.125,47.475,50.5,52.9,52.3875,51.664,50.9875
1039,98.7,59.875,47.05,50.3,52.67142857,52.09583333,51.392,50.7625
1040,98.6,59.675,46.975,49.5,52.4,51.71666667,51.032,50.375
1041,98.7,59.4,46.65,49.6,52.17142857,51.49583333,50.776,50.15
1042,98.6,59.3,46.425,48.8,51.91428571,51.33333333,50.584,49.925
1043,98.6,59.25,46.325,48.8,51.57142857,51.1875,50.368,49.725
1044,98.6,59.25,46.1,48.8,51.35714286,51.0125,50.168,49.475
1045,98.6,59.15,46.025,48.8,51.27142857,50.89166667,50.068,49.3
1046,98.7,58.925,45.775,48.7,51.15714286,50.75416667,49.968,49.2
1047,98.6,58.875,45.7,48.6,51.12857143,50.70416667,49.892,49.175
1048,98.6,58.825,45.625,48.6,51.07142857,50.65416667,49.844,49.175
1049,98.6,58.85,45.575,48.6,51.02857143,50.53333333,49.792,49.0875
1050,98.6,58.825,45.6,48.6,50.92857143,50.52916667,49.76,49.0875
1051,98.6,58.725,45.5,48.6,50.87142857,50.46666667,49.672,49.05
1052,98.6,58.75,45.425,48.6,50.88571429,50.45833333,49.668,49
1053,98.7,58.675,45.45,48.6,50.81428571,50.44166667,49.64,48.9625
1054,98.9,58.55,45.475,48.6,50.7,50.24166667,49.52,48.625
1055,98.9,58.525,45.4,48.6,50.68571429,50.16666667,49.424,48.55
1056,99.3,58.375,45.25,48.4,50.54285714,49.99583333,49.292,48.5125
1057,99.3,58.125,44.6,48.4,50.12857143,49.77083333,48.996,48.2875
1058,99.2,57.925,43.575,47.9,49.6,49.19166667,48.396,47.675
1059,98.9,57.1,42.475,46.3,48.81428571,48.32083333,47.608,47.0375
1060,99,56,41.9,46,47.88571429,47.55416667,46.656,46.075
1061,98.9,55.55,41.4,45.4,47.51428571,47.02916667,46.216,45.4875
1062,98.6,55.325,41.3,45,47.35714286,46.75416667,46.084,45.2875
1063,98.4,55.275,41.3,44.8,47.31428571,46.70833333,46.04,45.175
1064,98.6,55.3,41.3,44.8,47.27142857,46.7375,46.04,45.2
1065,98.6,55.45,41.125,44.8,47.2,46.75416667,46.044,45.1875
1066,98.8,55.45,41.05,44.8,47.21428571,46.73333333,46.016,45.1125
1067,98.1,55.4,40.75,44.8,47.1,46.65833333,45.944,45.0375
1068,98.1,55.3,40.7,44.6,46.87142857,46.51666667,45.784,44.975
1069,98.1,54.675,40.275,44,46.6,46.22083333,45.476,44.825
1070,98.4,54.6,39.975,43.4,46.57142857,46.10416667,45.4,44.75
1071,98.5,54.625,39.75,43.9,46.47142857,45.99583333,45.168,44.45
1072,98.3,54.575,39.6,43.8,46.25714286,45.91666667,45.06,44.2375
1073,98.3,54.525,39.675,43.8,46.14285714,45.86666667,45.044,44.3125
1074,97.6,54.45,39.625,43.8,46.07142857,45.7125,45.036,44.2625
1075,97.7,54.375,39.325,43.7,45.95714286,45.58333333,44.888,44.075
1076,98.3,54.25,38.95,43.5,45.75714286,45.2875,44.432,43.8125
1077,98.4,54.25,38.65,43.5,45.4,44.99166667,44.244,43.625
1078,98.4,54.1,38.65,43.4,45.42857143,44.975,44.14,43.5375
1079,98.2,54.125,38.775,43.3,45.42857143,44.91666667,44.108,43.45
1080,98.2,54.05,38.825,43.2,45.38571429,44.93333333,44.076,43.4875
1081,98.2,54.175,38.9,43.2,45.44285714,44.90416667,44.032,43.3875
1082,98.2,54.125,38.775,43.2,45.18571429,44.925,43.98,43.425
1083,98,54.175,38.5,42.7,45.05714286,44.85,43.908,43.325
1084,97.9,54.075,38.3,42.6,45.05714286,44.7125,43.804,43.2125
1085,98,54.025,38.325,42.9,44.9,44.59166667,43.696,43.0625
1086,98,54.05,38.425,42.9,44.94285714,44.69583333,43.82,43.1125
1087,98.3,54.175,38.625,43,45.17142857,44.8,43.932,43.2125
1088,98.5,54.175,38.5,42.9,45.2,44.89583333,43.972,43.2625
1089,98.5,54.15,38.125,42.4,45.07142857,44.69166667,43.748,42.85
1090,98.5,53.825,37.5,42.4,44.55714286,44.0875,43.236,42.3125
1091,98.5,53.125,37.35,42.2,44.15714286,43.72083333,43.016,42.075
1092,98.3,52.975,37.1,42.2,43.98571429,43.44583333,42.84,41.7125
1093,98.3,52.9,37.15,42.1,43.81428571,43.4875,42.916,41.7
1094,98.3,52.8,37.275,42,43.82857143,43.5375,42.936,41.75
1095,98.4,52.8,37.45,42,43.75714286,43.63333333,42.928,41.775
1096,98.4,52.75,37.475,41.3,43.55714286,43.4,42.724,41.425
1097,98.6,52.975,37.125,41.1,43.64285714,43.32083333,42.572,41.4125
1098,98.7,52.825,36.75,41,43.57142857,43.17916667,42.416,41.275
1099,98.8,52.375,36.55,40.8,43.37142857,43.0125,42.204,41.2375
1100,95.5,77.125,52.225,74.6,53.18571429,55.15,57.008,58.3875
