wavelength,S8 Clean,S8 Unclean
190,1.68525,1.7124
191,1.71125,1.7466000000000002
192,1.73025,1.7619999999999998
193,1.7527499999999998,1.7815999999999999
194,1.76275,1.7925999999999997
195,1.7690000000000001,1.7978
196,1.7742499999999999,1.8044
197,1.779,1.8112
198,1.7835,1.813
199,1.783,1.8142
200,1.77475,1.8062
201,1.76525,1.7962
202,1.75475,1.7855999999999999
203,1.7405000000000002,1.7688
204,1.7225000000000001,1.7486000000000002
205,1.6992500000000001,1.722
206,1.6635,1.6864000000000001
207,1.623,1.6448
208,1.577,1.5981999999999998
209,1.52675,1.5492000000000001
210,1.4772500000000002,1.4991999999999999
211,1.4269999999999998,1.4444000000000001
212,1.375,1.39
213,1.32675,1.3402
214,1.27725,1.2883999999999998
215,1.263,1.2671999999999999
216,1.23125,1.2346000000000001
217,1.1875,1.1952
218,1.14175,1.1483999999999999
219,1.10125,1.1086
220,1.0612499999999998,1.0684
221,1.0275,1.0326
222,0.996,1.001
223,0.9592499999999999,0.9658
224,0.9345000000000001,0.9414
225,0.9155,0.9238
226,0.901,0.9109999999999999
227,0.8920000000000001,0.9024000000000001
228,0.8905,0.9012
229,0.8945000000000001,0.9064
230,0.90175,0.9124000000000001
231,0.91,0.9202
232,0.9190000000000002,0.9284000000000001
233,0.92925,0.9376
234,0.93975,0.9488
235,0.9512499999999999,0.9606
236,0.9624999999999999,0.9738
237,0.97275,0.9846
238,0.98375,0.9952
239,0.9914999999999999,1.003
240,0.99475,1.0079999999999998
241,0.99525,1.009
242,0.9960000000000001,1.0095999999999998
243,0.99675,1.0108000000000001
244,0.99675,1.0106
245,0.9864999999999999,0.9992000000000001
246,0.9667499999999999,0.9797999999999998
247,0.948,0.966
248,0.93625,0.9553999999999998
249,0.9237500000000001,0.9443999999999999
250,0.907,0.9232000000000001
251,0.88475,0.8986000000000001
252,0.85825,0.8724000000000001
253,0.83475,0.8517999999999999
254,0.8140000000000001,0.8304
255,0.7935000000000001,0.8098000000000001
256,0.7725,0.7882
257,0.7502500000000001,0.7672000000000001
258,0.728,0.7444
259,0.7062499999999999,0.7242
260,0.6905,0.7086
261,0.68075,0.6998
262,0.676,0.6935999999999999
263,0.67025,0.6846
264,0.6612500000000001,0.6772
265,0.65275,0.6696000000000001
266,0.6435,0.6610000000000001
267,0.6347499999999999,0.6540000000000001
268,0.63,0.6491999999999999
269,0.62575,0.6456000000000001
270,0.62125,0.6414
271,0.6154999999999999,0.6357999999999999
272,0.612,0.6334
273,0.61175,0.6344000000000001
274,0.613,0.6344000000000001
275,0.61275,0.6344000000000001
276,0.61,0.632
277,0.60675,0.6302
278,0.60625,0.63
279,0.6054999999999999,0.6292
280,0.60225,0.6274
281,0.5994999999999999,0.6252000000000001
282,0.59775,0.623
283,0.59725,0.6222
284,0.59675,0.6228
285,0.594,0.6218
286,0.592,0.6192
287,0.5912499999999999,0.6186
288,0.5905,0.6188
289,0.5894999999999999,0.6178
290,0.58575,0.6136
291,0.5832499999999999,0.6128
292,0.5832499999999999,0.6122
293,0.5832499999999999,0.6113999999999999
294,0.581,0.61
295,0.57675,0.6083999999999999
296,0.5755,0.6072
297,0.5739999999999998,0.6050000000000001
298,0.5739999999999998,0.6048
299,0.5739999999999998,0.6047999999999999
300,0.573,0.6043999999999999
301,0.5715,0.6033999999999999
302,0.5702499999999999,0.6002
303,0.56825,0.5992
304,0.565,0.5983999999999999
305,0.562,0.5943999999999999
306,0.55825,0.5908
307,0.555,0.5873999999999999
308,0.5505,0.5831999999999999
309,0.54925,0.5816
310,0.5485,0.5806
311,0.548,0.5798
312,0.5465000000000001,0.5774
313,0.542,0.5734
314,0.5382500000000001,0.5711999999999999
315,0.5385000000000001,0.5721999999999999
316,0.5405,0.5730000000000001
317,0.54,0.5715999999999999
318,0.535,0.5677999999999999
319,0.5325,0.5662
320,0.532,0.5658
321,0.52675,0.5606
322,0.519,0.553
323,0.5165,0.5512
324,0.518,0.5524000000000001
325,0.51875,0.554
326,0.5195000000000001,0.554
327,0.519,0.553
328,0.516,0.5492000000000001
329,0.51225,0.5454000000000001
330,0.50725,0.5412
331,0.50375,0.5376000000000001
332,0.50275,0.5368
333,0.503,0.5368
334,0.5035000000000001,0.5366000000000001
335,0.5022500000000001,0.5342
336,0.499,0.5316000000000001
337,0.4965,0.53
338,0.49524999999999997,0.5282000000000001
339,0.49374999999999997,0.526
340,0.49,0.5229999999999999
341,0.4865,0.5182
342,0.483,0.5152
343,0.483,0.5154
344,0.485,0.5172000000000001
345,0.48775,0.5192
346,0.48625,0.5184
347,0.48324999999999996,0.5147999999999999
348,0.481,0.512
349,0.47875,0.5102
350,0.476,0.5077999999999999
351,0.473,0.505
352,0.47225,0.5029999999999999
353,0.47174999999999995,0.5024
354,0.47075,0.5006
355,0.47025,0.4984
356,0.47075,0.4992
357,0.47125,0.49960000000000004
358,0.46924999999999994,0.49879999999999997
359,0.46675,0.4968
360,0.468,0.4992000000000001
361,0.47025,0.5027999999999999
362,0.47224999999999995,0.5098
363,0.47550000000000003,0.5082000000000001
364,0.475,0.5062
365,0.47425000000000006,0.5029999999999999
366,0.47325,0.5018
367,0.472,0.49860000000000004
368,0.46924999999999994,0.49639999999999995
369,0.4665,0.49499999999999994
