748,96
749,96
750,96
751,96
752,96
753,96.1
754,96.1
755,96.1
756,96.1
757,96.2
758,96.2
759,96.2
760,96.2
761,96.3
762,96.3
763,96.3
764,96.3
765,96.4
766,96.4
767,96.4
768,96.5
769,96.6
770,96.5
771,96.9
772,96.9
773,96.6
774,96.7
775,96.6
776,96.5
777,96.5
778,96.5
779,96.5
780,96.5
781,96.5
782,96.3
783,96.3
784,96.2
785,96.2
786,96.2
787,96.1
788,96.7
789,97
790,97.6
791,98.2
792,98.4
793,99.1
794,99.1
795,99.1
796,98.9
797,98.4
798,98.1
799,97.4
800,97.1
801,96.8
802,96.6
803,96.6
804,96.6
805,96.5
806,96.5
807,96.5
808,96.4
809,96.4
810,96.5
811,96.4
812,96.3
813,96.3
814,96.4
815,96.4
816,96.4
817,96.5
818,96.5
819,96.4
820,96.4
821,96.3
822,95.5
823,95.3
824,95
825,95.2
826,96.9
827,97.9
828,97.9
829,97.4
830,97.5
831,97.9
832,98.5
833,97.8
834,96.6
835,96.2
836,96.3
837,96.5
838,97.1
839,97.2
840,97.5
841,97.1
842,96.9
843,96.4
844,96.5
845,96.5
846,96.6
847,96.4
848,96.5
849,96.2
850,96.2
851,96.1
852,96.2
853,96.1
854,96.1
855,96.2
856,96.3
857,96.3
858,96.3
859,96.3
860,96.2
861,96.2
862,96.1
863,96.2
864,96.2
865,95.6
866,95.6
867,95.8
868,95.8
869,95.8
870,95.7
871,95.7
872,95.8
873,95.8
874,95.7
875,95.7
876,95.8
877,95.8
878,95.5
879,95.3
880,94.9
881,93.6
882,93.5
883,93.4
884,93.5
885,95.2
886,98.3
887,98.5
888,98
889,97.5
890,97.2
891,96.5
892,96.3
893,95.9
894,95
895,94.1
896,94.1
897,94.1
898,94.8
899,96
900,97.4
901,97.2
902,96.7
903,96.2
904,94.9
905,94.6
906,94.2
907,94.4
908,95
909,96.1
910,97.3
911,97.1
912,96.8
913,96
914,95.4
915,95
916,93
917,92.6
918,92.2
919,93.8
920,94.5
921,95.7
922,97
923,97
924,96.4
925,95.6
926,95.6
927,95.6
928,95.5
929,95.5
930,95.5
931,95.4
932,95
933,94.9
934,94.6
935,94.6
936,94.4
937,94.3
938,94
939,93.7
940,93.6
941,93.7
942,94.3
943,94.5
944,94.8
945,94.8
946,94.7
947,94.7
948,94.6
949,94.5
950,93.7
951,92.8
952,92.6
953,92.1
954,92
955,92
956,92
957,92
958,91.8
959,91.6
960,91.3
961,91
962,90.8
963,90.8
964,90.8
965,90.7
966,90.3
967,90.2
968,89.7
969,89.3
970,88.6
971,88.6
972,88.6
973,88.7
974,88.9
975,89.2
976,89.1
977,89.3
978,89.3
979,89.4
980,89.4
981,89.1
982,91.3
983,91.6
984,92.7
985,92.9
986,92.9
987,91.8
988,91.1
989,90.2
990,89.9
991,89.9
992,89.8
993,88.7
994,89
995,91.3
996,91.6
997,91.9
998,94
999,94.4
1000,93.3
1001,92.4
1002,92.1
1003,92
1004,91.9
1005,91.9
1006,91.9
1007,91.6
1008,91.5
1009,91.5
1010,91.5
1011,91.4
1012,90.9
1013,90.8
1014,91.3
1015,91.4
1016,91.4
1017,92.1
1018,92.1
1019,91.9
1020,91.9
1021,91.4
1022,91.3
1023,91.3
1024,91.3
1025,91.3
1026,91.3
1027,91.1
1028,91.1
1029,91.1
1030,91.1
1031,91
1032,90.8
1033,90.8
1034,90.8
1035,90.6
1036,90.6
1037,90.8
1038,90.8
1039,90.8
1040,90.8
1041,90.7
1042,90.5
1043,90.4
1044,90.4
1045,90.4
1046,90.4
1047,90.3
1048,90.4
1049,90.4
1050,90.2
1051,90.3
1052,90.4
1053,90.3
1054,90.3
1055,90.3
1056,90.3
1057,90.7
1058,90.6
1059,90.1
1060,90
1061,90
1062,90
1063,90
1064,90
1065,90
1066,90
1067,90.1
1068,89.9
1069,89.9
1070,89.8
1071,89.8
1072,89.8
1073,89.9
1074,89.9
1075,89.9
1076,89.7
1077,89.8
1078,89.7
1079,89.8
1080,90
1081,89.8
1082,89.1
1083,89.5
1084,89.4
1085,89.6
1086,89.5
1087,89.5
1088,89.7
1089,90.2
1090,90
1091,89.4
1092,89.4
1093,89.1
1094,89.2
1095,90.2
1096,90.1
1097,90.1
1098,90.1
1099,90.2
1100,93.2
