wavelength,S6 Irrad 1 1,S6 Irrad 1 10,S6 Irrad 1 2,S6 Irrad 1 3,S6 Irrad 1 4,S6 Irrad 1 5,S6 Irrad 1 6,S6 Irrad 1 7,S6 Irrad 1 8,S6 Irrad 1 9,S6 Irrad 2,S6 Irrad 3,S6 Irrad 4,S6 Irrad 5,S6 Irrad 6,S6 Irrad 7,S6 Irrad 8,S6 Irrad 9,S6 Post Heat,S6 Preheat,blank
445,24.575000000000003,24.025,24.174999999999997,23.9,25.35,25.2,24.85,24.375,24.0,24.4,23.225,23.15,22.025,22.025,22.05,22.075,22.650000000000002,21.424999999999997,28.325000000000003,31.7,97.9
446,24.675,24.175,24.275000000000002,23.975,25.475,25.325,25.0,24.5,24.1,24.525,23.325,23.275,22.125,22.1,22.1,22.175,22.725,21.5,28.35,31.8,98.0
447,24.75,24.2,24.3,24.075000000000003,25.549999999999997,25.375,25.025,24.575000000000003,24.175,24.625,23.4,23.275,22.175,22.174999999999997,22.15,22.225,22.799999999999997,21.575000000000003,28.35,31.8,98.0
448,24.825000000000003,24.25,24.325,24.1,25.625000000000004,25.424999999999997,25.05,24.6,24.2,24.625,23.424999999999997,23.349999999999998,22.175,22.200000000000003,22.174999999999997,22.25,22.85,21.6,28.35,31.8,98.0
449,24.875,24.375,24.375,24.175,25.7,25.525,25.1,24.65,24.25,24.725,23.450000000000003,23.374999999999996,22.25,22.275000000000002,22.200000000000003,22.25,22.875,21.625,28.375,31.8,98.0
450,24.950000000000003,24.4,24.475,24.25,25.75,25.625,25.199999999999996,24.724999999999998,24.375,24.825,23.5,23.475,22.299999999999997,22.3,22.225,22.35,22.924999999999997,21.725,28.45,31.8,98.0
451,25.075000000000003,24.525,24.575,24.375,25.85,25.700000000000003,25.3,24.8,24.475,24.924999999999997,23.6,23.550000000000004,22.424999999999997,22.4,22.3,22.4,23.025,21.8,28.499999999999996,31.900000000000002,98.0
452,25.150000000000002,24.575,24.725,24.450000000000003,25.975,25.825,25.4,24.9,24.6,24.975,23.700000000000003,23.675000000000004,22.5,22.525,22.375,22.525,23.125,21.85,28.525,31.900000000000002,98.0
453,25.2,24.7,24.75,24.525,26.025,25.874999999999996,25.5,24.950000000000003,24.6,25.0,23.75,23.675000000000004,22.55,22.525,22.375,22.575000000000003,23.125,21.875,28.525,31.900000000000002,98.0
454,25.275,24.725,24.8,24.6,26.125,25.924999999999997,25.550000000000004,25.0,24.65,25.1,23.775000000000002,23.775,22.625,22.575,22.450000000000003,22.6,23.225,21.95,28.525,31.900000000000002,98.0
455,25.4,24.825,24.925,24.699999999999996,26.275,26.075000000000003,25.699999999999996,25.174999999999997,24.8,25.175,23.875,23.874999999999996,22.724999999999998,22.725,22.55,22.65,23.325,22.025,28.65,31.900000000000002,98.0
456,25.525,24.975,25.075,24.825,26.425,26.225,25.8,25.3,24.975,25.325,24.05,23.975,22.775000000000002,22.8,22.65,22.775,23.375,22.174999999999997,28.800000000000004,32.03333333333333,98.0
457,25.675,25.175000000000004,25.25,24.975,26.6,26.424999999999997,25.974999999999998,25.525,25.15,25.5,24.174999999999997,24.1,22.95,22.924999999999997,22.825,22.95,23.525,22.325,28.95,32.13333333333333,98.0
458,25.9,25.375,25.424999999999997,25.15,26.75,26.6,26.199999999999996,25.7,25.349999999999998,25.65,24.375,24.200000000000003,23.075,23.125,22.975,23.1,23.725,22.525,29.1,32.36666666666667,98.0
459,25.975,25.5,25.55,25.275,26.9,26.725,26.3,25.8,25.45,25.75,24.5,24.299999999999997,23.2,23.174999999999997,23.075,23.200000000000003,23.825,22.6,29.225,32.43333333333333,98.0
460,25.975,25.475,25.55,25.275,26.9,26.725,26.3,25.8,25.4,25.75,24.5,24.349999999999998,23.2,23.174999999999997,23.075,23.200000000000003,23.825,22.575000000000003,29.200000000000003,32.4,98.1
461,25.95,25.425,25.525,25.275,26.875,26.725,26.3,25.75,25.299999999999997,25.725,24.375,24.374999999999996,23.175,23.125,23.05,23.175,23.825,22.525,29.125,32.300000000000004,98.0
462,25.95,25.4,25.55,25.325,26.875,26.75,26.3,25.775,25.349999999999998,25.75,24.375,24.450000000000003,23.175,23.125,23.05,23.200000000000003,23.825,22.525,29.1,32.333333333333336,98.0
463,26.075000000000003,25.475,25.6,25.450000000000003,26.975,26.9,26.375,25.85,25.475,25.825,24.5,24.5,23.275,23.15,23.075,23.225,23.849999999999998,22.625,29.15,32.36666666666667,97.9
464,26.225,25.65,25.699999999999996,25.5,27.150000000000002,27.025,26.575000000000003,25.975,25.6,25.975,24.6,24.625,23.325,23.325000000000003,23.174999999999997,23.35,23.950000000000003,22.725,29.200000000000003,32.4,97.9
465,26.3,25.8,25.875,25.625,27.275,27.174999999999997,26.700000000000003,26.075,25.700000000000003,26.05,24.724999999999998,24.675000000000004,23.424999999999997,23.4,23.275000000000002,23.45,24.05,22.8,29.300000000000004,32.49999999999999,97.9
466,26.374999999999996,25.849999999999998,25.924999999999997,25.725,27.325,27.25,26.775,26.175,25.825,26.125,24.8,24.700000000000003,23.450000000000003,23.45,23.349999999999998,23.5,24.125,22.849999999999998,29.325000000000003,32.56666666666666,97.8
467,26.450000000000003,25.849999999999998,26.0,25.825000000000003,27.424999999999997,27.325,26.9,26.25,25.9,26.199999999999996,24.825,24.775,23.55,23.525,23.349999999999998,23.5,24.174999999999997,22.950000000000003,29.375,32.6,97.8
468,26.5,25.875,26.025,25.875,27.450000000000003,27.349999999999998,26.9,26.325,25.9,26.275000000000002,24.924999999999997,24.849999999999998,23.575,23.525,23.4,23.6,24.174999999999997,22.950000000000003,29.400000000000002,32.666666666666664,97.8
469,26.575,25.975,26.125,25.949999999999996,27.55,27.450000000000003,27.025,26.4,26.0,26.349999999999998,24.975,24.95,23.675,23.575000000000003,23.450000000000003,23.650000000000002,24.25,23.075,29.5,32.699999999999996,97.8
470,26.725,26.075000000000003,26.199999999999996,26.125,27.700000000000003,27.6,27.174999999999997,26.475,26.125,26.475,25.05,25.050000000000004,23.75,23.675,23.5,23.775,24.375,23.1,29.599999999999998,32.76666666666667,97.8
471,26.875,26.250000000000004,26.325000000000003,26.225,27.849999999999998,27.7,27.375,26.6,26.275,26.6,25.125,25.1,23.849999999999998,23.775,23.625,23.825,24.450000000000003,23.175,29.75,32.86666666666667,97.8
472,26.950000000000003,26.4,26.5,26.35,27.949999999999996,27.9,27.45,26.7,26.349999999999998,26.725,25.224999999999998,25.175000000000004,23.950000000000003,23.9,23.725,23.950000000000003,24.55,23.325,29.85,33.06666666666666,97.8
473,27.05,26.5,26.6,26.449999999999996,28.049999999999997,27.975,27.575000000000003,26.875,26.45,26.8,25.375,25.3,24.025,23.95,23.8,24.05,24.625,23.424999999999997,29.95,33.199999999999996,97.9
474,27.2,26.6,26.65,26.549999999999997,28.224999999999998,28.075,27.674999999999997,26.975,26.549999999999997,26.9,25.475,25.425,24.1,24.025,23.875,24.075000000000003,24.675,23.5,29.974999999999998,33.199999999999996,97.9
475,27.375,26.725,26.825000000000003,26.674999999999997,28.4,28.224999999999998,27.800000000000004,27.1,26.650000000000002,27.025,25.575,25.450000000000003,24.225,24.125,24.0,24.225,24.775000000000002,23.675,30.075,33.333333333333336,97.9
476,27.525,26.9,26.875,26.775000000000002,28.55,28.349999999999998,27.974999999999998,27.2,26.849999999999998,27.15,25.725,25.6,24.349999999999998,24.275,24.125,24.325,24.9,23.725,30.275,33.46666666666667,97.9
477,27.6,27.025,27.025,26.85,28.675,28.5,28.15,27.375,27.0,27.25,25.85,25.65,24.450000000000003,24.35,24.25,24.35,24.950000000000003,23.875,30.35,33.56666666666667,97.9
478,27.7,27.1,27.15,27.025,28.775,28.6,28.275,27.5,27.1,27.375,25.95,25.775000000000002,24.525,24.45,24.275000000000002,24.475,25.05,23.975,30.474999999999998,33.63333333333333,97.9
479,27.924999999999997,27.225,27.275,27.125,28.9,28.8,28.35,27.675,27.224999999999998,27.549999999999997,26.05,25.900000000000002,24.625,24.549999999999997,24.4,24.65,25.199999999999996,24.1,30.6,33.833333333333336,97.9
480,28.15,27.475,27.474999999999998,27.4,29.275,29.125,28.625,28.0,27.5,27.8,26.3,26.1,24.924999999999997,24.725,24.6,24.799999999999997,25.425000000000004,24.325,30.95,34.1,97.9
481,28.525,27.9,27.875,27.750000000000004,29.65,29.525,29.1,28.4,27.924999999999997,28.2,26.75,26.349999999999998,25.2,25.025,24.925,25.125000000000004,25.75,24.725,31.35,34.53333333333333,98.0
482,28.95,28.3,28.25,28.049999999999997,30.0,29.95,29.5,28.799999999999997,28.275000000000002,28.525,27.125,26.6,25.475,25.3,25.25,25.424999999999997,26.05,25.0,31.800000000000004,34.86666666666667,97.9
483,29.025,28.424999999999997,28.3,28.1,30.125,30.049999999999997,29.6,28.85,28.349999999999998,28.6,27.2,26.6,25.55,25.35,25.349999999999998,25.5,26.05,25.075000000000003,31.85,34.9,98.0
484,28.75,28.075000000000003,28.025,27.950000000000003,29.825,29.725,29.25,28.525,28.025,28.35,26.825,26.424999999999997,25.3,25.075,25.1,25.25,25.825,24.725,31.474999999999998,34.63333333333333,98.1
485,28.549999999999997,27.849999999999998,27.9,27.849999999999998,29.65,29.525,29.1,28.3,27.825,28.175,26.575,26.374999999999996,25.150000000000002,24.924999999999997,24.9,25.125000000000004,25.725,24.575000000000003,31.225,34.4,98.1
486,28.625,27.950000000000003,28.025,27.949999999999996,29.8,29.700000000000003,29.200000000000003,28.45,27.924999999999997,28.3,26.575,26.5,25.224999999999998,24.974999999999998,25.0,25.175,25.8,24.700000000000003,31.325000000000003,34.46666666666667,98.0
487,28.725,28.05,28.125,28.049999999999997,29.9,29.849999999999998,29.300000000000004,28.5,27.975,28.375,26.725,26.549999999999997,25.3,25.049999999999997,25.0,25.275,25.875,24.775,31.4,34.56666666666667,98.0
488,28.75,28.025,28.125,28.049999999999997,29.9,29.825,29.300000000000004,28.5,28.0,28.4,26.700000000000003,26.549999999999997,25.3,25.049999999999997,25.0,25.299999999999997,25.875,24.75,31.4,34.56666666666667,98.0
489,28.775000000000002,28.05,28.200000000000003,28.15,30.0,29.875,29.4,28.575000000000003,28.025,28.475,26.75,26.65,25.325,25.075,25.1,25.375,25.924999999999997,24.825,31.499999999999996,34.63333333333333,98.0
490,29.05,28.375,28.474999999999998,28.424999999999997,30.3,30.125,29.674999999999997,28.85,28.4,28.724999999999998,27.05,26.849999999999998,25.575000000000003,25.3,25.3,25.549999999999997,26.15,25.025,31.775,34.9,97.9
491,29.15,28.5,28.575000000000003,28.449999999999996,30.4,30.224999999999998,29.75,28.95,28.424999999999997,28.8,27.1,26.875000000000004,25.625,25.375,25.4,25.650000000000002,26.225,25.075000000000003,31.9,34.96666666666667,97.9
492,29.075,28.325,28.4,28.449999999999996,30.325,30.15,29.575,28.775,28.275000000000002,28.7,26.875,26.849999999999998,25.575000000000003,25.25,25.35,25.575000000000003,26.075000000000003,24.975,31.674999999999997,34.86666666666667,97.9
493,29.05,28.3,28.45,28.475,30.3,30.15,29.450000000000003,28.8,28.275000000000002,28.7,26.8,26.874999999999996,25.549999999999997,25.25,25.275,25.5,26.075,24.975,31.65,34.800000000000004,97.9
494,29.200000000000003,28.525,28.65,28.65,30.450000000000003,30.4,29.699999999999996,28.975,28.5,28.825,27.0,27.1,25.750000000000004,25.375,25.424999999999997,25.675,26.199999999999996,25.225,31.849999999999998,35.03333333333334,97.9
495,29.475,28.750000000000004,28.85,28.9,30.750000000000004,30.699999999999996,30.049999999999997,29.25,28.8,29.125,27.25,27.25,25.9,25.65,25.575000000000003,25.825,26.375,25.424999999999997,32.175000000000004,35.26666666666667,97.8
496,29.625,28.949999999999996,28.974999999999998,28.999999999999996,30.9,30.875,30.35,29.375,28.875,29.275000000000002,27.474999999999998,27.400000000000002,26.025,25.725,25.725,25.925000000000004,26.55,25.549999999999997,32.3,35.4,97.8
497,29.675,28.949999999999996,29.025,29.1,31.049999999999997,30.924999999999997,30.400000000000002,29.4,28.875,29.275000000000002,27.5,27.400000000000002,26.075,25.725,25.8,26.0,26.55,25.549999999999997,32.35,35.46666666666667,97.8
498,29.75,28.949999999999996,29.05,29.15,31.049999999999997,30.975,30.45,29.45,28.9,29.275000000000002,27.5,27.45,26.075,25.75,25.8,26.025,26.575,25.549999999999997,32.375,35.53333333333333,97.8
499,29.849999999999998,29.025,29.125,29.225,31.2,31.075,30.575000000000003,29.5,28.975,29.35,27.474999999999998,27.550000000000004,26.125,25.799999999999997,25.8,26.125,26.65,25.625,32.45,35.6,97.8
500,29.950000000000003,29.125,29.299999999999997,29.4,31.35,31.224999999999998,30.7,29.625000000000004,29.125,29.45,27.575000000000003,27.65,26.250000000000004,25.900000000000002,25.875,26.150000000000002,26.75,25.75,32.650000000000006,35.699999999999996,97.8
501,30.15,29.35,29.45,29.5,31.525,31.4,30.85,29.75,29.25,29.6,27.775,27.75,26.35,26.0,25.999999999999996,26.275000000000002,26.85,25.9,32.8,35.86666666666667,97.8
502,30.349999999999998,29.475,29.6,29.625,31.675,31.6,31.075,29.95,29.424999999999997,29.725,27.925,27.875000000000004,26.449999999999996,26.1,26.125,26.4,27.0,26.0,33.0,36.03333333333333,97.8
503,30.475,29.65,29.75,29.75,31.875,31.8,31.2,30.075,29.525,29.85,28.025,28.0,26.575,26.175,26.225,26.5,27.075,26.075000000000003,33.099999999999994,36.13333333333333,97.8
504,30.575,29.750000000000004,29.85,29.85,31.924999999999997,31.9,31.325000000000003,30.2,29.65,29.975,28.125,28.049999999999997,26.625,26.25,26.3,26.6,27.15,26.125,33.25,36.199999999999996,97.8
505,30.7,29.85,29.95,29.95,32.075,32.025,31.425,30.3,29.725,30.1,28.199999999999996,28.15,26.724999999999998,26.325,26.375,26.7,27.25,26.225,33.35,36.333333333333336,97.8
506,30.9,30.025,30.1,30.1,32.275000000000006,32.175,31.625,30.45,29.924999999999997,30.224999999999998,28.35,28.225,26.9,26.45,26.499999999999996,26.8,27.349999999999998,26.325,33.525,36.56666666666667,97.8
507,31.1,30.15,30.25,30.25,32.5,32.349999999999994,31.825000000000003,30.625,30.1,30.4,28.5,28.349999999999998,26.975,26.549999999999997,26.625,26.875,27.475,26.5,33.725,36.699999999999996,97.9
508,31.225,30.3,30.375000000000004,30.4,32.6,32.525,31.974999999999998,30.75,30.225,30.525,28.65,28.45,27.075,26.65,26.699999999999996,27.0,27.575,26.575000000000003,33.849999999999994,36.833333333333336,97.9
509,31.325,30.424999999999997,30.5,30.5,32.75,32.65,32.050000000000004,30.825000000000003,30.275000000000002,30.65,28.725,28.575000000000003,27.15,26.75,26.775000000000002,27.1,27.674999999999997,26.65,33.95,36.9,97.9
510,31.424999999999997,30.449999999999996,30.6,30.6,32.825,32.724999999999994,32.15,30.95,30.325000000000003,30.700000000000003,28.8,28.625,27.225,26.825,26.875,27.150000000000002,27.75,26.725,34.05,37.03333333333333,97.8
511,31.475,30.549999999999997,30.625,30.674999999999997,32.9,32.825,32.225,31.049999999999997,30.424999999999997,30.775000000000002,28.8,28.65,27.275000000000002,26.85,26.924999999999997,27.2,27.825,26.75,34.099999999999994,37.13333333333333,97.8
512,31.475,30.575,30.7,30.750000000000004,32.975,32.849999999999994,32.225,31.049999999999997,30.449999999999996,30.775000000000002,28.8,28.675,27.275000000000002,26.85,26.974999999999998,27.225,27.849999999999998,26.775000000000002,34.125,37.13333333333333,97.8
513,31.575,30.65,30.799999999999997,30.8,33.025,32.925,32.325,31.125,30.525,30.825000000000003,28.849999999999998,28.775000000000002,27.375,26.85,26.999999999999996,27.299999999999997,27.925,26.825,34.2,37.199999999999996,97.7
514,31.775000000000002,30.825,30.924999999999997,30.974999999999998,33.2,33.1,32.525000000000006,31.25,30.700000000000003,31.0,28.9,28.875,27.424999999999997,26.974999999999998,27.1,27.400000000000002,28.05,26.950000000000003,34.4,37.4,97.8
515,32.0,31.025,31.099999999999998,31.15,33.45,33.375,32.775,31.475,30.9,31.200000000000003,29.1,29.075000000000003,27.574999999999996,27.15,27.225,27.525,28.25,27.1,34.7,37.699999999999996,97.8
516,32.175,31.225,31.25,31.325,33.625,33.6,32.974999999999994,31.675,31.1,31.35,29.325,29.15,27.725,27.225,27.425,27.650000000000002,28.349999999999998,27.275000000000002,34.824999999999996,37.86666666666667,97.8
517,32.175,31.25,31.299999999999997,31.35,33.675,33.625,33.0,31.775,31.125,31.424999999999997,29.349999999999998,29.175,27.775000000000002,27.25,27.425,27.75,28.349999999999998,27.275000000000002,34.875,37.9,97.9
518,32.15,31.174999999999997,31.275,31.325,33.6,33.55,32.925,31.7,31.049999999999997,31.35,29.224999999999998,29.175,27.724999999999998,27.25,27.35,27.700000000000003,28.325,27.2,34.8,37.9,97.9
519,32.075,31.15,31.25,31.325,33.55,33.5,32.925,31.650000000000002,31.049999999999997,31.35,29.174999999999997,29.175,27.7,27.200000000000003,27.325,27.675,28.325,27.174999999999997,34.824999999999996,37.76666666666667,97.8
520,32.15,31.15,31.35,31.425,33.625,33.625,32.95,31.725,31.075,31.474999999999998,29.199999999999996,29.225,27.750000000000004,27.225,27.35,27.725,28.375,27.2,34.875,37.800000000000004,97.8
521,32.375,31.4,31.525,31.6,33.875,33.849999999999994,33.225,31.950000000000003,31.275000000000002,31.575,29.325,29.425,27.950000000000003,27.425,27.5,27.85,28.55,27.349999999999998,35.05,38.06666666666667,97.8
522,32.625,31.65,31.775,31.825,34.2,34.125,33.525,32.2,31.525,31.85,29.65,29.575000000000003,28.05,27.525,27.674999999999997,28.075000000000003,28.725,27.625,35.375,38.4,97.8
523,32.925000000000004,31.975,31.974999999999998,32.025,34.5,34.475,33.8,32.45,31.725,32.075,29.9,29.775,28.3,27.725,27.875,28.325,28.924999999999997,27.825,35.7,38.666666666666664,97.8
524,33.125,32.125,32.15,32.2,34.7,34.675,34.099999999999994,32.6,31.875,32.325,30.075000000000003,29.900000000000002,28.425000000000004,27.9,28.049999999999997,28.475,29.025,28.025,35.925,38.86666666666667,97.7
525,33.3,32.275000000000006,32.3,32.425,34.825,34.849999999999994,34.225,32.775,32.125,32.5,30.174999999999997,30.125,28.549999999999997,27.975,28.199999999999996,28.55,29.225,28.125,36.2,39.166666666666664,97.9
526,33.5,32.449999999999996,32.475,32.575,35.1,35.025,34.4,32.9,32.325,32.6,30.325,30.225,28.650000000000002,28.049999999999997,28.35,28.650000000000002,29.4,28.25,36.25,39.233333333333334,97.9
527,33.375,32.4,32.45,32.449999999999996,34.975,34.9,34.35,32.8,32.199999999999996,32.475,30.225,30.175,28.625,27.974999999999998,28.25,28.6,29.275,28.125,36.225,39.199999999999996,97.9
528,33.025,31.9,32.050000000000004,32.199999999999996,34.525,34.45,33.9,32.324999999999996,31.750000000000004,32.25,29.75,29.875000000000004,28.3,27.700000000000003,27.9,28.25,29.05,27.825,35.675,38.666666666666664,97.8
529,32.825,31.65,31.875,32.075,34.325,34.25,33.575,32.175,31.6,32.1,29.375,29.775,28.175,27.5,27.725,28.125,28.8,27.65,35.375,38.43333333333333,97.8
530,33.0,31.9,32.125,32.275,34.474999999999994,34.425,33.849999999999994,32.474999999999994,31.775000000000002,32.275000000000006,29.575000000000003,29.900000000000002,28.25,27.674999999999997,27.95,28.275,29.025,27.849999999999998,35.725,38.666666666666664,97.8
531,33.275,32.225,32.325,32.5,34.9,34.8,34.175000000000004,32.7,32.05,32.425,29.925,30.1,28.5,27.85,28.075000000000003,28.5,29.225,28.05,36.125,39.03333333333334,97.7
532,33.275,32.25,32.4,32.5,35.0,34.85,34.25,32.7,32.025,32.449999999999996,29.975,30.1,28.525,27.925,28.050000000000004,28.5,29.225,28.025,36.175000000000004,39.1,97.7
533,33.275,32.15,32.4,32.5,34.925,34.800000000000004,34.15,32.675,32.0,32.449999999999996,29.849999999999998,30.050000000000004,28.475,27.875,28.025,28.475,29.15,28.025,36.075,39.06666666666667,97.7
534,33.275,32.175,32.45,32.6,34.95,34.9,34.2,32.7,32.025,32.5,29.875,30.125,28.475,27.875,28.025,28.525,29.174999999999997,28.025,36.10000000000001,39.1,97.8
535,33.375,32.25,32.599999999999994,32.75,35.15,35.025,34.275000000000006,32.9,32.125,32.675,29.950000000000003,30.175,28.6,27.95,28.125,28.625,29.275000000000002,28.049999999999997,36.324999999999996,39.199999999999996,97.8
536,33.45,32.349999999999994,32.599999999999994,32.825,35.15,35.125,34.325,32.95,32.2,32.7,30.025,30.225,28.6,27.974999999999998,28.174999999999997,28.7,29.349999999999998,28.125,36.375,39.23333333333333,97.7
537,33.650000000000006,32.449999999999996,32.875,33.0,35.275000000000006,35.325,34.5,33.099999999999994,32.4,32.9,30.025,30.324999999999996,28.7,28.1,28.275000000000002,28.95,29.525,28.275,36.55,39.53333333333334,97.7
538,34.05,32.9,33.175000000000004,33.375,35.775000000000006,35.65,35.0,33.475,32.85,33.275000000000006,30.425,30.675000000000004,29.0,28.400000000000002,28.525,29.175,29.8,28.575000000000003,37.075,39.86666666666667,97.6
539,34.4,33.275000000000006,33.525,33.6,36.15,36.05,35.45,33.8,33.125,33.525,30.775,30.974999999999998,29.275,28.625,28.8,29.424999999999997,30.125,28.75,37.5,40.333333333333336,97.6
540,34.375,33.125,33.474999999999994,33.525,36.175,36.075,35.45,33.8,33.0,33.425000000000004,30.75,30.924999999999997,29.175,28.575000000000003,28.8,29.375,30.05,28.675,37.5,40.300000000000004,97.6
541,34.125,32.75,33.175,33.325,35.9,35.775,35.075,33.425,32.675,33.199999999999996,30.450000000000003,30.700000000000003,29.025,28.349999999999998,28.525,29.125000000000004,29.775,28.525000000000002,37.05,40.0,97.6
542,33.849999999999994,32.550000000000004,32.975,33.225,35.6,35.574999999999996,34.875,33.25,32.474999999999994,32.975,30.1,30.674999999999997,28.775,28.1,28.35,28.9,29.575,28.375,36.8,39.800000000000004,97.6
543,33.849999999999994,32.575,33.0,33.225,35.575,35.55,34.875,33.224999999999994,32.474999999999994,32.975,30.1,30.65,28.825000000000003,28.075000000000003,28.325000000000003,28.875,29.575,28.35,36.85,39.800000000000004,97.7
544,34.0,32.75,33.1,33.375,35.775000000000006,35.650000000000006,34.925,33.324999999999996,32.65,33.074999999999996,30.125,30.65,28.85,28.3,28.5,28.924999999999997,29.7,28.424999999999997,37.0,39.9,97.7
545,34.25,32.925,33.3,33.449999999999996,35.9,35.825,35.6,33.5,32.825,33.175,30.3,30.75,28.975,28.35,28.550000000000004,29.049999999999997,29.849999999999998,28.475,37.224999999999994,40.13333333333333,97.7
546,34.3,32.975,33.349999999999994,33.449999999999996,36.0,35.875,35.375,33.55,32.825,33.175,30.3,30.75,28.975,28.35,28.550000000000004,29.075,29.849999999999998,28.525,37.225,40.199999999999996,97.7
547,34.275,32.949999999999996,33.349999999999994,33.449999999999996,35.975,35.875,35.324999999999996,33.5,32.775000000000006,33.225,30.25,30.75,28.975,28.35,28.525,29.075,29.825,28.5,37.225,40.166666666666664,97.7
548,34.275,32.974999999999994,33.349999999999994,33.5,35.975,35.875,35.3,33.55,32.825,33.275000000000006,30.2,30.75,28.975,28.375000000000004,28.5,29.099999999999998,29.849999999999998,28.475,37.3,40.13333333333333,97.6
549,34.449999999999996,33.125,33.525,33.675,36.1,36.05,35.45,33.625,33.05,33.5,30.325,30.849999999999998,29.049999999999997,28.474999999999998,28.6,29.2,29.9,28.625,37.575,40.333333333333336,97.6
550,34.675,33.325,33.725,33.875,36.375,36.35,35.650000000000006,33.9,33.175,33.625,30.525,30.975,29.224999999999998,28.55,28.8,29.424999999999997,30.15,28.799999999999997,37.824999999999996,40.63333333333333,97.6
551,34.824999999999996,33.425,33.9,34.025,36.6,36.425,35.824999999999996,34.0,33.325,33.75,30.625,31.075000000000003,29.275,28.675,28.849999999999998,29.475,30.275,28.875,38.0,40.833333333333336,97.7
552,34.824999999999996,33.5,33.925,34.1,36.65,36.5,35.9,34.025,33.325,33.775000000000006,30.625,31.1,29.275,28.700000000000003,28.85,29.5,30.25,28.85,38.025,40.93333333333333,97.7
553,34.824999999999996,33.449999999999996,33.925,34.1,36.65,36.5,35.875,34.025,33.35,33.775000000000006,30.6,31.075000000000003,29.2,28.700000000000003,28.825,29.5,30.25,28.85,38.05,40.93333333333333,97.8
554,34.925000000000004,33.525,34.0,34.15,36.7,36.55,35.9,34.05,33.375,33.825,30.575000000000003,31.1,29.2,28.700000000000003,28.849999999999998,29.5,30.25,28.85,38.150000000000006,41.0,97.8
555,35.0,33.6,34.1,34.199999999999996,36.75,36.65,35.95,34.125,33.4,33.925,30.6,31.1,29.25,28.725,28.849999999999998,29.549999999999997,30.299999999999997,28.9,38.349999999999994,41.1,97.8
556,35.1,33.675,34.175,34.375,36.9,36.75,36.1,34.25,33.449999999999996,34.0,30.625,31.200000000000003,29.299999999999997,28.8,28.9,29.599999999999998,30.325,29.0,38.475,41.26666666666667,97.9
557,35.150000000000006,33.775000000000006,34.275,34.474999999999994,36.975,36.875,36.175000000000004,34.275,33.55,34.125,30.675,31.225,29.324999999999996,28.8,28.924999999999997,29.675,30.4,29.075,38.599999999999994,41.36666666666667,98.0
558,35.375,33.85,34.375,34.575,37.1,37.0,36.325,34.425,33.625,34.175,30.724999999999998,31.275000000000002,29.349999999999998,28.85,29.025,29.7,30.475,29.125000000000004,38.775,41.53333333333334,97.9
559,35.475,33.949999999999996,34.425,34.625,37.2,37.0,36.4,34.5,33.75,34.224999999999994,30.75,31.275000000000002,29.375,28.875,29.05,29.775,30.5,29.125000000000004,38.95,41.699999999999996,97.9
560,35.825,34.2,34.75,34.975,37.675000000000004,37.425,36.825,34.8,33.95,34.6,31.0,31.6,29.525000000000002,29.049999999999997,29.3,30.05,30.7,29.35,39.324999999999996,42.233333333333334,97.9
561,36.050000000000004,34.3,34.9,35.15,37.9,37.75,37.050000000000004,35.0,34.2,34.825,31.075,31.775000000000002,29.625,29.174999999999997,29.375,30.175,30.775,29.525,39.475,42.46666666666667,98.0
562,36.175,34.4,35.05,35.3,38.075,37.9,37.175,35.15,34.3,35.0,31.15,31.849999999999998,29.650000000000002,29.250000000000004,29.475,30.275,30.875,29.599999999999998,39.625,42.6,98.0
563,36.375,34.625,35.25,35.449999999999996,38.3,38.125,37.4,35.3,34.5,35.15,31.3,31.924999999999997,29.7,29.424999999999997,29.55,30.35,30.925,29.775,39.8,42.96666666666667,98.0
564,36.525,34.725,35.35,35.550000000000004,38.35,38.2,37.5,35.375,34.55,35.275,31.325,31.975,29.75,29.449999999999996,29.575000000000003,30.424999999999997,30.925,29.775,39.925,43.03333333333334,97.9
565,36.575,34.625,35.325,35.575,38.35,38.175000000000004,37.5,35.375,34.55,35.224999999999994,31.275,31.924999999999997,29.725,29.449999999999996,29.549999999999997,30.424999999999997,30.925,29.75,40.0,43.06666666666666,98.0
566,36.5,34.6,35.3,35.550000000000004,38.325,38.1,37.4,35.324999999999996,34.474999999999994,35.15,31.175000000000004,31.924999999999997,29.625,29.4,29.5,30.375,30.799999999999997,29.675,40.0,43.0,98.0
567,36.475,34.575,35.3,35.550000000000004,38.275,38.1,37.35,35.3,34.449999999999996,35.15,31.099999999999998,31.9,29.599999999999998,29.35,29.45,30.35,30.775,29.65,40.075,43.0,98.0
568,36.6,34.65,35.325,35.65,38.35,38.25,37.4,35.349999999999994,34.5,35.2,31.150000000000002,31.924999999999997,29.599999999999998,29.35,29.475,30.4,30.85,29.65,40.225,43.133333333333326,98.0
569,36.775,34.75,35.5,35.75,38.55,38.275,37.625,35.5,34.625,35.325,31.150000000000002,31.924999999999997,29.725,29.4,29.525,30.450000000000003,30.924999999999997,29.75,40.4,43.4,98.0
570,36.824999999999996,34.75,35.525,35.8,38.55,38.324999999999996,37.65,35.525,34.675,35.375,31.175,31.950000000000003,29.725,29.450000000000003,29.549999999999997,30.5,30.95,29.75,40.45,43.46666666666667,98.0
