wavelength,S9 Irrad 1,S9 Irrad 10,S9 Irrad 11,S9 Irrad 12,S9 Irrad 13,S9 Irrad 14,S9 Irrad 15,S9 Irrad 2,S9 Irrad 3,S9 Irrad 4,S9 Irrad 5,S9 Irrad 6,S9 Irrad 6 Redo,S9 Irrad 7,S9 Irrad 8,S9 Irrad 9,S9 Postheat,S9 Postheat Day 1,S9 Preheat,blank
327,6.9,5.95,6.1499999999999995,6.025,5.7,6.125,6.525,6.0,5.8,5.475,5.324999999999999,5.7,5.7250000000000005,5.875,5.6,6.0,27.2,24.86666666666667,31.65,25.6
328,7.124999999999999,6.1499999999999995,6.35,6.2250000000000005,5.875,6.325,6.7,6.2250000000000005,6.0,5.675,5.525,5.9,5.925000000000001,6.074999999999999,5.800000000000001,6.2,27.380000000000003,25.0,31.825000000000003,25.8
329,7.4,6.425000000000001,6.574999999999999,6.45,6.074999999999999,6.574999999999999,6.925000000000001,6.425000000000001,6.220000000000001,5.9,5.775,6.124999999999999,6.1499999999999995,6.300000000000001,6.025,6.4,27.580000000000002,25.233333333333334,32.1,26.0
330,7.7,6.624999999999999,6.800000000000001,6.675,6.324999999999999,6.8,7.175,6.7250000000000005,6.5,6.124999999999999,5.975,6.4,6.4,6.550000000000001,6.25,6.6499999999999995,27.8,25.466666666666665,32.375,26.2
331,7.95,6.9,7.050000000000001,6.925000000000001,6.525,7.025,7.425000000000001,7.0,6.739999999999999,6.4,6.2250000000000005,6.624999999999999,6.624999999999999,6.800000000000001,6.5,6.9,28.059999999999995,25.7,32.650000000000006,26.5
332,8.2,7.1,7.275,7.1499999999999995,6.75,7.225,7.625,7.2250000000000005,7.0,6.6,6.45,6.824999999999999,6.85,7.050000000000001,6.7,7.1,28.120000000000005,25.900000000000002,32.75,26.6
333,8.375,7.25,7.425000000000001,7.300000000000001,6.875,7.425000000000001,7.825,7.4,7.18,6.775,6.624999999999999,7.0,7.025,7.175,6.875,7.25,28.120000000000005,25.866666666666664,32.775,26.6
334,8.525,7.425000000000001,7.6,7.45,7.025,7.55,8.025,7.6,7.359999999999999,6.95,6.775,7.2,7.2,7.375,7.0,7.425000000000001,28.080000000000002,25.900000000000002,32.775,26.6
335,8.8,7.624999999999999,7.824999999999999,7.675,7.25,7.75,8.225,7.824999999999999,7.640000000000001,7.2,7.025,7.4,7.4,7.574999999999999,7.2,7.6499999999999995,28.18,26.0,32.875,26.8
336,9.1,7.9,8.100000000000001,7.95,7.475,8.025,8.45,8.125,7.9,7.425000000000001,7.275,7.7,7.675,7.875,7.5,7.9,28.4,26.233333333333334,33.025,26.9
337,9.325000000000001,8.149999999999999,8.3,8.149999999999999,7.7,8.225,8.725,8.4,8.14,7.675,7.5,7.925000000000001,7.9,8.075000000000001,7.7,8.149999999999999,28.48,26.400000000000002,33.175,27.1
338,9.6,8.35,8.525,8.375,7.9,8.45,8.924999999999999,8.625,8.4,7.925000000000001,7.75,8.174999999999999,8.125,8.35,7.925,8.375,28.580000000000002,26.5,33.275,27.3
339,9.825000000000001,8.625,8.8,8.600000000000001,8.149999999999999,8.65,9.15,8.925,8.66,8.149999999999999,7.975,8.4,8.35,8.600000000000001,8.175,8.600000000000001,28.660000000000004,26.599999999999998,33.375,27.4
340,10.125,8.9,9.05,8.875,8.375,8.924999999999999,9.45,9.225,8.94,8.45,8.275,8.7,8.625,8.875,8.450000000000001,8.875,28.860000000000003,26.866666666666664,33.575,27.6
341,10.5,9.174999999999999,9.3,9.149999999999999,8.649999999999999,9.225,9.75,9.55,9.3,8.725,8.575000000000001,9.0,8.925,9.174999999999999,8.7,9.15,29.1,27.099999999999998,33.875,27.9
342,10.8,9.475,9.600000000000001,9.45,8.95,9.5,10.05,9.9,9.6,9.075000000000001,8.875,9.3,9.25,9.475,9.0,9.450000000000001,29.3,27.433333333333334,34.1,28.2
343,11.1,9.75,9.85,9.7,9.174999999999999,9.725,10.325000000000001,10.149999999999999,9.9,9.325000000000001,9.125,9.6,9.525,9.775,9.25,9.7,29.4,27.46666666666667,34.2,28.3
344,11.224999999999998,9.925,10.05,9.825000000000001,9.3,9.875,10.45,10.325000000000001,10.040000000000001,9.475,9.3,9.75,9.649999999999999,9.9,9.425,9.9,29.26,27.3,34.05,28.2
345,11.4,10.025,10.174999999999999,9.950000000000001,9.45,10.0,10.6,10.525,10.219999999999999,9.625,9.45,9.9,9.75,10.025,9.600000000000001,10.0,29.18,27.233333333333334,33.974999999999994,28.1
346,11.6,10.275,10.4,10.149999999999999,9.625,10.2,10.8,10.774999999999999,10.44,9.825000000000001,9.7,10.125,10.025,10.225,9.8,10.175,29.160000000000004,27.233333333333334,33.974999999999994,28.1
347,11.9,10.525,10.625,10.425,9.9,10.5,11.075,11.075000000000001,10.819999999999999,10.174999999999999,9.975,10.425,10.325000000000001,10.525,10.025,10.475,29.26,27.433333333333334,34.099999999999994,28.2
348,12.225000000000001,10.825000000000001,10.95,10.724999999999998,10.174999999999999,10.775000000000002,11.375,11.4,11.120000000000001,10.5,10.275,10.724999999999998,10.625,10.875,10.375,10.799999999999999,29.5,27.7,34.3,28.5
349,12.575000000000001,11.125,11.224999999999998,11.025,10.425,11.0,11.625,11.7,11.44,10.75,10.575000000000001,11.0,10.9,11.175,10.65,11.05,29.640000000000004,27.866666666666664,34.475,28.7
350,12.850000000000001,11.4,11.45,11.25,10.674999999999999,11.3,11.875,12.0,11.7,11.1,10.875,11.3,11.149999999999999,11.45,10.9,11.325000000000001,29.74,28.0,34.650000000000006,28.9
351,13.15,11.7,11.774999999999999,11.575000000000001,10.975,11.6,12.175,12.350000000000001,12.02,11.375,11.175,11.625,11.425,11.774999999999999,11.225,11.649999999999999,29.919999999999998,28.2,34.800000000000004,29.2
352,13.475,12.0,12.05,11.875,11.224999999999998,11.825,12.5,12.65,12.360000000000001,11.675,11.425,11.9,11.7,12.1,11.5,11.925,30.04,28.266666666666666,34.9,29.4
353,13.725000000000001,12.224999999999998,12.3,12.100000000000001,11.45,12.075000000000001,12.700000000000001,12.924999999999999,12.559999999999999,11.9,11.724999999999998,12.2,12.0,12.375,11.775,12.149999999999999,30.080000000000002,28.366666666666664,35.05,29.4
354,14.0,12.475,12.5,12.325000000000001,11.675,12.225000000000001,12.899999999999999,13.2,12.88,12.2,11.975,12.45,12.149999999999999,12.575,11.975,12.4,30.160000000000004,28.53333333333333,35.1,29.6
355,14.275000000000002,12.724999999999998,12.724999999999998,12.575000000000001,11.95,12.475,13.125,13.5,13.179999999999998,12.45,12.15,12.725000000000001,12.424999999999999,12.875,12.25,12.675,30.24,28.666666666666668,35.175,29.7
356,14.375,12.9,12.924999999999999,12.7,12.025,12.525,13.275000000000002,13.6,13.34,12.55,12.35,12.924999999999999,12.600000000000001,12.95,12.450000000000001,12.825000000000001,30.24,28.566666666666663,35.175,29.7
357,14.425,12.95,13.05,12.774999999999999,12.125,12.649999999999999,13.350000000000001,13.65,13.48,12.725,12.45,12.975,12.725000000000001,13.075000000000001,12.524999999999999,12.875,30.139999999999997,28.433333333333334,35.175,29.5
358,14.775000000000002,13.200000000000001,13.25,13.0,12.4,12.850000000000001,13.6,14.025,13.8,13.0,12.675,13.275000000000002,13.0,13.4,12.725,13.2,30.160000000000004,28.53333333333333,35.2,29.5
359,15.250000000000002,13.675,13.55,13.3,12.774999999999999,13.200000000000001,14.0,14.375,14.080000000000002,13.325,13.075000000000001,13.625,13.375,13.8,13.075000000000001,13.45,30.419999999999998,28.766666666666666,35.4,29.9
360,15.325,13.725,13.7,13.399999999999999,12.8,13.350000000000001,14.024999999999999,14.525,14.2,13.425,13.325,13.700000000000001,13.45,13.850000000000001,13.224999999999998,13.625,30.380000000000003,28.7,35.325,29.7
361,15.225000000000001,13.725,13.7,13.475,12.774999999999999,13.350000000000001,13.999999999999998,14.55,14.2,13.424999999999999,13.325,13.700000000000001,13.475,13.850000000000001,13.25,13.625,30.059999999999995,28.53333333333333,35.025000000000006,29.6
362,15.125,13.75,13.7,13.5,12.774999999999999,13.375,14.075,14.575,14.239999999999998,13.45,13.3,13.675,13.475,13.75,13.25,13.649999999999999,29.639999999999997,28.333333333333332,34.625,29.3
363,15.25,13.825,13.825,13.55,12.9,13.425,14.200000000000001,14.700000000000001,14.3,13.55,13.375,13.8,13.6,14.025,13.4,13.85,29.579999999999995,28.333333333333332,34.675000000000004,29.3
364,15.575,14.05,14.15,13.725,13.25,13.700000000000001,14.45,15.025,14.7,13.850000000000001,13.675,14.15,13.924999999999999,14.3,13.775,14.125,29.720000000000006,28.400000000000002,34.675,29.4
365,15.875,14.424999999999999,14.475,14.125,13.55,14.0,14.75,15.375,15.02,14.125,14.075000000000001,14.425,14.25,14.65,14.100000000000001,14.35,29.78,28.7,34.825,29.8
366,16.200000000000003,14.725000000000001,14.7,14.425,13.774999999999999,14.225000000000001,15.025,15.675,15.280000000000001,14.424999999999999,14.325,14.7,14.424999999999999,14.9,14.325000000000001,14.600000000000001,29.920000000000005,28.8,34.85,29.8
367,16.475,14.950000000000001,14.9,14.625,13.95,14.475,15.225000000000001,15.899999999999999,15.52,14.675,14.5,14.924999999999999,14.649999999999999,15.125,14.600000000000001,14.825000000000001,29.920000000000005,28.8,34.949999999999996,29.8
368,16.75,15.2,15.2,14.875,14.2,14.725000000000001,15.525,16.225,15.76,14.975000000000001,14.8,15.15,14.924999999999999,15.4,14.925,15.05,30.1,29.03333333333333,35.175,30.0
369,17.025,15.5,15.475,15.175,14.5,15.0,15.8,16.525,16.060000000000002,15.275000000000002,15.1,15.475,15.225000000000001,15.7,15.125,15.325000000000001,30.22,29.26666666666667,35.300000000000004,30.2
370,17.25,15.725000000000001,15.625,15.375,14.7,15.15,16.0,16.75,16.34,15.5,15.4,15.725000000000001,15.45,15.924999999999999,15.35,15.525,30.28,29.433333333333334,35.300000000000004,30.3
371,17.45,15.924999999999999,15.85,15.55,14.875,15.325,16.2,16.95,16.5,15.75,15.575000000000001,15.9,15.6,16.1,15.55,15.724999999999998,30.3,29.433333333333334,35.35,30.3
372,17.7,16.175,16.075000000000003,15.774999999999999,15.075000000000001,15.525,16.375,17.175,16.759999999999998,15.95,15.774999999999999,16.125,15.8,16.325,15.799999999999999,15.9,30.26,29.46666666666667,35.35,30.4
373,17.950000000000003,16.424999999999997,16.325000000000003,16.025,15.274999999999999,15.8,16.525,17.450000000000003,17.060000000000002,16.175,16.05,16.375,16.0,16.575000000000003,16.075,16.175,30.360000000000003,29.599999999999998,35.474999999999994,30.6
374,18.25,16.675,16.55,16.3,15.575000000000001,16.05,16.8,17.724999999999998,17.280000000000005,16.525,16.325,16.625,16.3,16.85,16.275,16.424999999999997,30.46,29.666666666666668,35.675,30.6
375,18.424999999999997,16.849999999999998,16.7,16.475,15.75,16.200000000000003,16.95,17.9,17.46,16.675,16.475,16.75,16.45,17.05,16.475,16.6,30.559999999999995,29.7,35.675,30.6
376,18.424999999999997,16.875,16.75,16.475,15.775000000000002,16.200000000000003,16.975,17.9,17.5,16.7,16.525,16.825,16.5,17.1,16.5,16.6,30.3,29.633333333333336,35.5,30.6
377,18.375,16.875,16.75,16.45,15.75,16.15,16.95,17.95,17.5,16.7,16.45,16.8,16.475,17.05,16.475,16.6,30.079999999999995,29.26666666666667,35.025,30.2
378,18.375,16.875,16.75,16.45,15.75,16.15,16.95,17.95,17.5,16.725,16.5,16.825,16.475,17.05,16.525,16.65,29.880000000000003,29.233333333333334,34.675,30.1
379,18.424999999999997,17.0,16.849999999999998,16.475,15.850000000000001,16.275,17.049999999999997,18.05,17.54,16.849999999999998,16.65,16.875,16.575,17.200000000000003,16.6,16.724999999999998,29.78,29.099999999999998,34.65,30.1
380,18.65,17.200000000000003,17.125,16.75,16.05,16.5,17.275,18.3,17.82,17.125,16.924999999999997,17.125,16.9,17.45,16.9,17.0,29.82,29.3,34.7,30.2
381,18.95,17.525,17.349999999999998,17.025,16.375,16.75,17.575000000000003,18.6,18.1,17.375,17.200000000000003,17.375,17.15,17.700000000000003,17.224999999999998,17.275,29.880000000000003,29.400000000000002,34.975,30.3
382,19.125,17.75,17.55,17.175,16.55,16.95,17.725,18.825,18.300000000000004,17.575,17.45,17.6,17.349999999999998,17.925,17.4,17.5,29.9,29.400000000000002,35.05,30.3
383,19.225,17.875,17.575000000000003,17.275,16.625,17.075000000000003,17.825000000000003,18.875,18.38,17.675,17.525,17.700000000000003,17.45,18.05,17.525,17.6,29.839999999999996,29.400000000000002,35.05,30.3
384,19.35,17.9,17.725,17.4,16.725,17.15,17.875,18.950000000000003,18.52,17.75,17.65,17.8,17.55,18.1,17.675,17.650000000000002,29.72,29.400000000000002,34.975,30.3
385,19.45,18.049999999999997,17.825,17.525,16.849999999999998,17.325000000000003,18.0,19.075,18.7,17.924999999999997,17.849999999999998,17.925,17.775000000000002,18.3,17.825000000000003,17.775,29.72,29.400000000000002,34.975,30.3
386,19.55,18.224999999999998,17.975,17.6,16.975,17.35,18.125,19.200000000000003,18.76,18.049999999999997,17.95,18.075,17.825,18.424999999999997,17.924999999999997,17.925,29.74,29.400000000000002,34.95,30.3
387,19.65,18.35,18.05,17.7,17.1,17.4,18.2,19.425,18.880000000000003,18.175,18.05,18.200000000000003,17.849999999999998,18.475,17.975,18.0,29.72,29.366666666666664,34.900000000000006,30.3
388,19.900000000000002,18.525,18.275,17.875,17.325,17.6,18.325,19.5,19.119999999999997,18.275000000000002,18.25,18.375,17.975,18.674999999999997,18.175,18.2,29.72,29.433333333333334,34.900000000000006,30.4
389,20.175,18.8,18.475,18.15,17.575000000000003,17.849999999999998,18.525,19.8,19.380000000000003,18.575,18.475,18.575,18.299999999999997,18.925,18.4,18.45,29.740000000000002,29.5,34.95,30.5
390,20.875,19.4,19.15,18.8,18.15,18.5,19.15,20.525000000000002,20.02,19.2,19.225,19.275,18.85,19.65,19.075000000000003,19.1,30.580000000000002,30.2,35.875,31.3
391,21.15,19.75,19.45,19.0,18.4,18.775,19.5,20.700000000000003,20.34,19.625,19.55,19.55,19.15,19.925,19.375,19.425,30.74,30.433333333333334,36.1,31.6
392,21.225,19.9,19.675,19.15,18.575,18.875,19.675,21.0,20.54,19.85,19.65,19.725,19.424999999999997,20.125,19.6,19.525,30.76,30.5,36.224999999999994,31.7
393,21.45,20.049999999999997,19.825,19.325,18.8,18.95,19.725,21.125,20.619999999999997,19.924999999999997,19.775,19.9,19.525,20.225,19.724999999999998,19.675,30.8,30.53333333333333,36.25,31.7
394,21.625,20.150000000000002,19.85,19.424999999999997,18.875,19.1,19.825,21.275,20.72,20.0,19.825000000000003,19.925,19.625,20.35,19.799999999999997,19.75,30.839999999999996,30.599999999999998,36.3,31.8
395,21.725,20.2,19.875,19.5,18.925,19.200000000000003,19.900000000000002,21.425,20.82,20.075000000000003,19.95,20.0,19.675,20.35,19.950000000000003,19.849999999999998,30.839999999999996,30.666666666666668,36.325,31.8
396,21.95,20.475,20.075,19.700000000000003,19.125,19.3,20.125,21.625,20.96,20.225,20.225,20.224999999999998,19.925,20.625,20.15,20.025,30.939999999999998,30.7,36.45,31.8
397,22.174999999999997,20.7,20.349999999999998,19.9,19.275,19.575,20.3,21.875,21.259999999999998,20.525,20.549999999999997,20.424999999999997,20.125,20.85,20.4,20.275,31.02,30.933333333333337,36.55,31.9
398,22.299999999999997,20.825,20.575,20.05,19.475,19.725,20.5,22.075000000000003,21.439999999999998,20.75,20.674999999999997,20.6,20.275000000000002,21.049999999999997,20.525,20.475,31.1,31.0,36.55,32.0
399,22.425,20.975,20.65,20.2,19.6,19.9,20.625,22.175,21.64,20.875,20.849999999999998,20.674999999999997,20.4,21.175,20.675,20.625,31.119999999999997,31.066666666666666,36.650000000000006,32.0
400,22.575000000000003,21.175,20.875,20.349999999999998,19.825,20.0,20.775000000000002,22.275,21.82,21.049999999999997,21.05,20.85,20.575,21.325,20.875,20.775000000000002,31.160000000000004,31.133333333333336,36.75,32.1
401,22.775,21.375,21.075000000000003,20.55,20.025,20.200000000000003,20.925,22.5,22.02,21.25,21.275,21.075000000000003,20.8,21.525,21.125,20.9,31.2,31.333333333333332,36.85,32.3
402,23.0,21.55,21.2,20.75,20.2,20.4,21.125,22.625,22.2,21.4,21.4,21.25,20.950000000000003,21.725,21.25,21.125,31.240000000000002,31.433333333333334,36.925,32.4
403,23.125,21.674999999999997,21.3,20.825,20.225,20.525,21.2,22.775,22.2,21.549999999999997,21.5,21.275,21.075000000000003,21.8,21.375,21.225,31.240000000000002,31.5,36.925,32.4
404,23.15,21.750000000000004,21.349999999999998,20.9,20.275,20.525,21.225,22.799999999999997,22.26,21.6,21.5,21.375,21.125,21.85,21.375,21.225,31.240000000000002,31.46666666666667,36.925,32.4
405,23.175000000000004,21.775000000000002,21.375,20.95,20.3,20.6,21.25,22.875,22.32,21.65,21.65,21.375,21.125,21.925,21.475,21.275000000000002,31.26,31.433333333333334,36.9,32.4
406,23.35,21.825000000000003,21.450000000000003,21.05,20.4,20.700000000000003,21.325000000000003,22.925,22.36,21.75,21.674999999999997,21.474999999999998,21.225,21.95,21.625,21.35,31.26,31.400000000000002,36.875,32.4
407,23.424999999999997,22.025,21.625,21.075,20.525,20.825000000000003,21.45,23.125,22.54,21.924999999999997,21.825,21.625,21.425,22.15,21.775,21.5,31.26,31.366666666666664,36.875,32.4
408,23.525,22.200000000000003,21.825,21.275,20.7,20.974999999999998,21.675,23.299999999999997,22.74,22.15,22.025,21.849999999999998,21.6,22.35,21.925,21.775,31.339999999999996,31.433333333333334,36.900000000000006,32.5
409,23.775,22.325000000000003,21.975,21.424999999999997,20.849999999999998,21.1,21.775,23.475,22.9,22.35,22.250000000000004,21.974999999999998,21.699999999999996,22.525,22.025,21.825,31.339999999999996,31.5,36.95,32.6
410,23.85,22.400000000000002,22.025,21.5,20.95,21.2,21.825,23.525,23.02,22.4,22.325,22.1,21.75,22.625,22.075000000000003,21.9,31.4,31.53333333333333,36.95,32.6
411,23.925,22.55,22.1,21.549999999999997,21.05,21.275,21.900000000000002,23.65,23.059999999999995,22.45,22.400000000000002,22.15,21.825,22.674999999999997,22.2,21.924999999999997,31.4,31.53333333333333,36.95,32.6
412,24.0,22.65,22.174999999999997,21.675,21.150000000000002,21.349999999999998,22.049999999999997,23.7,23.22,22.6,22.5,22.25,21.924999999999997,22.75,22.349999999999998,22.049999999999997,31.4,31.53333333333333,37.0,32.6
413,24.075000000000003,22.775000000000002,22.3,21.75,21.3,21.525,22.15,23.849999999999998,23.3,22.75,22.65,22.425,22.050000000000004,22.875,22.525,22.249999999999996,31.4,31.599999999999998,37.025,32.6
414,24.225,23.0,22.475,21.849999999999998,21.475,21.6,22.3,24.0,23.42,22.875,22.85,22.575000000000003,22.199999999999996,22.975,22.675,22.375,31.420000000000005,31.633333333333336,37.05,32.7
415,24.4,23.075000000000003,22.549999999999997,22.0,21.575,21.725,22.425,24.125,23.559999999999995,22.999999999999996,23.025,22.65,22.25,23.15,22.775000000000002,22.475,31.420000000000005,31.7,37.05,32.8
416,24.5,23.174999999999997,22.65,22.1,21.674999999999997,21.799999999999997,22.550000000000004,24.299999999999997,23.68,23.075000000000003,23.125,22.8,22.4,23.325,22.875,22.6,31.46,31.8,37.15,32.9
417,24.700000000000003,23.35,22.849999999999998,22.3,21.849999999999998,21.974999999999998,22.625,24.45,23.88,23.25,23.299999999999997,22.9,22.575000000000003,23.450000000000003,23.075000000000003,22.8,31.52,31.933333333333334,37.224999999999994,33.0
418,24.924999999999997,23.575,23.025,22.5,22.0,22.125,22.775,24.575000000000003,24.04,23.425,23.474999999999998,23.075000000000003,22.75,23.575,23.224999999999998,22.924999999999997,31.68,32.03333333333333,37.35,33.0
419,25.099999999999998,23.775000000000002,23.225,22.6,22.174999999999997,22.275,22.85,24.75,24.2,23.625,23.625,23.25,22.925,23.775000000000002,23.425,23.075000000000003,31.72,32.166666666666664,37.45,33.1
420,25.200000000000003,23.875,23.3,22.65,22.349999999999998,22.4,22.999999999999996,24.875,24.34,23.725,23.724999999999998,23.35,23.025,23.85,23.525,23.224999999999998,31.8,32.199999999999996,37.5,33.2
421,25.225,23.950000000000003,23.375,22.75,22.4,22.4,23.075000000000003,24.974999999999998,24.360000000000003,23.775,23.8,23.375,23.075000000000003,23.925,23.575000000000003,23.275,31.74,32.199999999999996,37.475,33.2
422,25.299999999999997,23.975,23.424999999999997,22.775000000000002,22.4,22.474999999999998,23.1,25.0,24.419999999999998,23.825,23.8,23.45,23.1,23.95,23.675,23.3,31.74,32.199999999999996,37.475,33.2
423,25.35,24.05,23.424999999999997,22.875,22.475,22.525,23.175,25.125,24.54,23.925,23.925,23.575000000000003,23.199999999999996,24.049999999999997,23.8,23.424999999999997,31.8,32.233333333333334,37.475,33.2
424,25.475,24.125,23.5,22.9,22.575,22.6,23.25,25.2,24.6,23.974999999999998,24.025,23.625,23.3,24.125,23.825000000000003,23.475,31.8,32.26666666666667,37.5,33.2
425,25.525000000000002,24.224999999999998,23.625,23.0,22.575,22.7,23.325000000000003,25.225,24.78,24.050000000000004,24.075000000000003,23.65,23.325,24.199999999999996,23.95,23.549999999999997,31.8,32.26666666666667,37.525000000000006,33.2
426,25.65,24.3,23.65,23.1,22.625,22.725,23.35,25.324999999999996,24.8,24.15,24.174999999999997,23.725,23.375,24.225,23.975,23.549999999999997,31.8,32.26666666666667,37.525000000000006,33.3
427,25.675,24.325,23.699999999999996,23.1,22.674999999999997,22.775,23.400000000000002,25.425,24.859999999999996,24.25,24.225,23.8,23.475,24.3,24.099999999999998,23.6,31.8,32.233333333333334,37.5,33.3
428,25.700000000000003,24.425,23.849999999999998,23.15,22.775000000000002,22.875,23.474999999999998,25.575,24.88,24.35,24.299999999999997,23.875,23.525,24.45,24.175,23.699999999999996,31.78,32.233333333333334,37.525000000000006,33.3
429,25.825000000000003,24.5,23.950000000000003,23.275000000000002,22.849999999999998,22.95,23.6,25.625,25.059999999999995,24.474999999999998,24.45,23.975,23.65,24.499999999999996,24.275000000000002,23.750000000000004,31.8,32.26666666666667,37.475,33.3
430,25.924999999999997,24.65,24.0,23.375,22.975,23.075000000000003,23.700000000000003,25.725,25.24,24.550000000000004,24.575000000000003,24.025,23.725,24.65,24.4,23.849999999999998,31.8,32.26666666666667,37.525,33.3
431,26.099999999999998,24.725,24.0,23.475,23.075,23.15,23.775,25.799999999999997,25.26,24.725,24.674999999999997,24.15,23.825000000000003,24.725,24.5,23.924999999999997,31.859999999999996,32.333333333333336,37.55,33.3
432,26.175,24.8,24.125,23.575,23.15,23.25,23.799999999999997,25.9,25.38,24.825,24.75,24.275,23.925,24.775,24.5,24.074999999999996,31.9,32.36666666666667,37.55,33.5
433,26.275,24.95,24.25,23.674999999999997,23.225,23.425,23.974999999999998,26.025000000000002,25.48,24.875,24.900000000000002,24.4,24.075000000000003,24.924999999999997,24.725,24.224999999999998,31.98,32.4,37.55,33.5
434,26.300000000000004,25.1,24.349999999999998,23.8,23.349999999999998,23.45,24.025000000000002,26.15,25.6,24.95,24.974999999999998,24.475,24.15,24.974999999999998,24.8,24.3,32.04,32.46666666666666,37.65,33.5
435,26.450000000000003,25.125,24.475,23.9,23.5,23.5,24.1,26.225,25.72,25.050000000000004,25.025,24.549999999999997,24.275,25.1,24.9,24.424999999999997,32.04,32.5,37.675,33.6
436,26.575000000000003,25.199999999999996,24.6,24.0,23.6,23.6,24.175,26.325000000000003,25.76,25.15,25.200000000000003,24.700000000000003,24.35,25.200000000000003,25.0,24.5,32.1,32.63333333333333,37.75,33.7
437,26.725,25.4,24.699999999999996,24.125,23.674999999999997,23.7,24.275,26.45,25.939999999999998,25.275000000000002,25.325,24.825000000000003,24.5,25.3,25.150000000000002,24.6,32.18,32.63333333333333,37.800000000000004,33.7
438,26.825,25.45,24.8,24.174999999999997,23.775000000000002,23.8,24.375,26.55,26.059999999999995,25.35,25.5,24.924999999999997,24.6,25.425,25.275000000000002,24.674999999999997,32.2,32.666666666666664,37.85,33.7
439,26.924999999999997,25.6,24.875,24.349999999999998,23.875,23.95,24.45,26.674999999999997,26.2,25.525,25.550000000000004,25.049999999999997,24.699999999999996,25.549999999999997,25.325,24.8,32.28,32.76666666666667,37.925000000000004,33.8
440,27.124999999999996,25.674999999999997,25.0,24.424999999999997,24.025,24.025,24.625,26.825000000000003,26.28,25.625,25.65,25.200000000000003,24.775000000000002,25.725,25.5,24.924999999999997,32.339999999999996,32.86666666666667,38.025,33.9
441,27.25,25.825,25.1,24.5,24.075,24.125,24.675,26.924999999999997,26.339999999999996,25.725,25.75,25.25,24.95,25.775000000000002,25.6,25.025,32.4,33.0,38.05,34.0
442,27.275,25.825,25.175,24.575,24.15,24.175,24.725,26.975,26.46,25.775,25.75,25.325,24.974999999999998,25.825,25.7,25.05,32.46,33.03333333333333,38.075,34.1
443,27.299999999999997,25.85,25.225,24.6,24.199999999999996,24.175,24.775,27.075,26.5,25.85,25.85,25.4,25.025,25.875,25.750000000000004,25.15,32.54,33.1,38.075,34.1
444,27.450000000000003,25.95,25.3,24.75,24.275000000000002,24.324999999999996,24.900000000000002,27.15,26.640000000000004,25.974999999999998,25.999999999999996,25.5,25.1,26.0,25.825,25.2,32.56,33.03333333333333,38.099999999999994,34.1
445,27.575,26.075000000000003,25.424999999999997,24.875,24.4,24.374999999999996,25.05,27.325000000000003,26.76,26.15,26.1,25.575000000000003,25.225,26.125,26.0,25.325,32.660000000000004,33.13333333333333,38.175,34.2
446,27.724999999999998,26.199999999999996,25.5,25.0,24.5,24.5,25.15,27.375,26.919999999999998,26.200000000000003,26.225,25.75,25.375,26.25,26.1,25.45,32.72,33.166666666666664,38.225,34.2
447,27.775,26.3,25.65,25.05,24.65,24.6,25.225,27.55,27.0,26.299999999999997,26.3,25.85,25.45,26.325,26.125,25.574999999999996,32.760000000000005,33.300000000000004,38.3,34.3
448,27.875,26.35,25.700000000000003,25.125,24.699999999999996,24.675,25.275,27.7,27.04,26.35,26.375,25.925,25.575000000000003,26.375,26.224999999999998,25.65,32.8,33.36666666666667,38.35,34.3
449,27.924999999999997,26.425,25.725,25.174999999999997,24.775000000000002,24.725,25.375,27.775,27.139999999999997,26.4,26.474999999999998,26.0,25.575000000000003,26.425,26.375,25.675,32.879999999999995,33.4,38.425,34.4
450,27.975,26.474999999999998,25.775000000000002,25.275000000000002,24.825,24.849999999999998,25.45,27.875,27.22,26.550000000000004,26.550000000000004,26.125,25.725,26.55,26.450000000000003,25.724999999999998,32.92,33.46666666666666,38.45,34.5
451,28.15,26.575000000000003,25.9,25.375,24.95,24.925,25.525,28.0,27.339999999999996,26.625,26.65,26.15,25.800000000000004,26.674999999999997,26.549999999999997,25.825,33.04,33.53333333333333,38.55,34.5
452,28.25,26.699999999999996,25.950000000000003,25.5,25.025,24.925,25.625,28.075,27.459999999999997,26.674999999999997,26.725,26.299999999999997,25.974999999999998,26.725,26.650000000000002,25.950000000000003,33.08,33.63333333333333,38.575,34.6
453,28.299999999999997,26.725,26.049999999999997,25.575,25.1,24.974999999999998,25.65,28.15,27.52,26.75,26.825000000000003,26.35,25.974999999999998,26.799999999999997,26.7,26.0,33.1,33.666666666666664,38.625,34.6
454,28.35,26.8,26.15,25.65,25.174999999999997,25.1,25.75,28.275,27.580000000000002,26.825000000000003,26.9,26.45,25.974999999999998,26.825000000000003,26.8,26.075,33.11999999999999,33.666666666666664,38.65,34.7
455,28.475,26.9,26.25,25.700000000000003,25.25,25.175,25.825,28.400000000000002,27.7,26.974999999999998,26.974999999999998,26.575000000000003,26.125,26.974999999999998,26.9,26.2,33.28,33.733333333333334,38.675,34.9
456,28.65,26.974999999999998,26.400000000000002,25.775000000000002,25.35,25.225,26.0,28.5,27.839999999999996,27.125,27.1,26.725,26.299999999999997,27.1,27.0,26.3,33.379999999999995,33.833333333333336,38.775,34.9
