wavelength,blank,S8 Postheat,S8 Preheat,S8 Irrad 1,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15
786,98.2,63.6,56.85,47.8,48.8,49.875,49.5,48.8,47.05,46.98,45.425,46.7,47.075,45.525,43.925,45.325,45.925
787,98.2,63.66,56.9,48,48.95,50.075,49.65,48.95,47.275,47,45.575,46.75,47.375,45.525,44.25,45.35,45.95
788,98,63.6,57.1,48.12,49.075,50.25,49.8,49.025,47.375,47.18,45.725,46.95,47.625,45.8,44.375,45.775,46.025
789,98.1,63.72,57.275,48.2,49.225,50.325,49.975,49.175,47.55,47.44,46.125,47.15,47.7,45.975,44.5,46,46.175
790,98.1,63.74,57.475,48.32,49.4,50.5,50.075,49.3,47.65,47.5,46.3,47.225,47.925,46.25,44.575,46.05,46.2
791,98.1,63.76,57.575,48.58,49.45,50.625,50.15,49.45,47.875,47.64,46.5,47.35,47.975,46.35,44.75,46.175,46.325
792,98.1,63.76,57.7,48.62,49.5,50.7,50.2,49.55,47.9,47.82,46.625,47.35,48,46.425,44.95,46.25,46.375
793,98.1,63.76,57.725,48.66,49.55,50.825,50.3,49.575,47.975,47.84,46.775,47.425,48.05,46.525,45.025,46.3,46.425
794,98.1,63.76,57.8,48.78,49.6,50.9,50.325,49.575,48,47.88,46.825,47.525,48.075,46.6,45.05,46.4,46.425
795,98.1,63.74,57.775,48.82,49.625,50.9,50.325,49.625,48.025,47.92,46.85,47.6,48.125,46.675,45.1,46.45,46.475
796,98.1,63.72,57.775,48.82,49.675,50.95,50.325,49.675,48.075,48.04,46.85,47.7,48.2,46.7,45.1,46.5,46.55
797,98.2,63.78,57.8,48.86,49.675,50.975,50.45,49.7,48.25,48.12,46.925,47.75,48.25,46.7,45.1,46.575,46.65
798,98.3,63.8,57.725,48.9,49.775,51.025,50.525,49.725,48.35,48.18,46.925,47.85,48.375,46.75,45.15,46.7,46.7
799,98.3,63.8,57.775,48.96,49.875,51.05,50.6,49.925,48.5,48.42,47.05,48.075,48.5,46.8,45.225,46.75,46.775
800,98.3,63.82,57.825,49.02,50,51.125,50.775,50,48.7,48.58,47.175,48.225,48.675,46.85,45.275,46.825,46.925
801,98.4,63.96,57.825,49.12,50.175,51.225,50.9,50.15,48.875,48.78,47.225,48.325,48.825,47,45.425,47,47.15
802,98.5,64.06,57.925,49.24,50.375,51.275,51.05,50.3,49.05,48.96,47.425,48.475,48.975,47.25,45.625,47.125,47.375
803,98.6,64.22,58.075,49.32,50.525,51.5,51.25,50.5,49.25,49.08,47.575,48.725,49.075,47.325,45.775,47.3,47.575
804,98.6,64.28,58.175,49.44,50.7,51.525,51.4,50.725,49.375,49.3,47.7,48.925,49.3,47.475,45.875,47.55,47.7
805,98.6,64.4,58.3,49.56,50.775,51.65,51.6,50.9,49.525,49.4,47.775,49.025,49.425,47.7,46.075,47.625,47.825
806,98.6,64.46,58.35,49.6,50.925,51.825,51.65,50.925,49.7,49.56,47.95,49.2,49.55,47.75,46.175,47.725,47.975
807,98.6,64.54,58.525,49.72,51.05,51.925,51.775,51.05,49.85,49.68,48.125,49.325,49.675,47.975,46.225,47.9,48.1
808,98.6,64.62,58.55,49.76,51.125,52.025,51.9,51.15,49.975,49.8,48.2,49.525,49.725,48.025,46.35,47.95,48.225
809,98.6,64.64,58.6,49.88,51.25,52.075,51.925,51.275,50.05,49.88,48.325,49.6,49.825,48.2,46.425,48.1,48.3
810,98.7,64.76,58.675,49.94,51.3,52.1,51.975,51.275,50.275,49.9,48.375,49.6,49.9,48.175,46.525,48.15,48.35
811,98.6,64.74,58.675,50.04,51.325,52.125,52.025,51.375,50.325,49.96,48.45,49.75,50,48.2,46.625,48.2,48.475
812,98.4,64.68,58.75,50.06,51.525,52.175,52,51.525,50.425,50.04,48.525,49.875,50.075,48.3,46.675,48.225,48.575
813,98.5,64.7,58.85,50.04,51.55,52.3,52.025,51.55,50.5,50.12,48.6,50.075,50.15,48.4,46.7,48.35,48.65
814,98.6,64.76,59.05,50.04,51.5,52.375,52.15,51.575,50.525,50.2,48.625,50.05,50.175,48.45,46.7,48.35,48.725
815,98.5,64.76,59.05,50.12,51.575,52.4,52.25,51.625,50.6,50.3,48.7,50.1,50.275,48.45,46.8,48.475,48.85
816,98.6,64.82,59.1,50.12,51.6,52.45,52.25,51.7,50.7,50.34,48.95,50.225,50.375,48.525,46.95,48.475,48.975
817,98.6,64.88,59.125,50.18,51.7,52.575,52.425,51.7,50.825,50.4,49,50.25,50.475,48.55,47.05,48.525,48.975
818,98.6,64.88,59.225,50.26,51.875,52.65,52.475,52.075,50.9,50.66,49.175,50.325,50.5,48.6,47.05,48.625,48.975
819,98.5,64.88,59.3,50.5,51.9,52.8,52.5,52.125,51.05,50.7,49.2,50.425,50.55,48.775,47.2,48.95,49.125
820,98.5,64.98,59.425,50.7,52.125,52.875,52.6,52.35,51.225,50.76,49.375,50.775,50.625,49.1,47.325,49.35,49.15
821,98.5,65.14,59.675,51.12,52.275,53.05,52.95,52.525,51.4,51.12,49.6,51.075,51.1,49.225,47.5,49.5,49.5
822,98.6,65.78,60.325,51.56,52.9,53.675,53.725,53.2,52.05,51.88,49.95,51.625,51.65,49.725,48,49.975,49.975
823,98.9,66.34,60.85,51.98,53.4,54.025,54.5,53.7,52.975,52.5,50.175,52.325,52.25,50,48.475,50.575,50.65
824,98.9,66.28,60.525,51.84,53.475,53.95,54.45,53.25,52.975,52.4,50.225,52.325,52.275,50.075,48.35,50.5,50.625
825,98.8,65.66,60.25,51.8,53.325,53.8,54.15,52.9,52.875,52.24,49.9,51.65,52.175,50.025,47.95,50.25,50.25
826,98.1,65.26,60.05,51.58,53.25,53.75,53.825,52.925,52.525,51.94,50.2,51.5,51.6,49.9,47.95,50.175,50.05
827,98.1,65.08,60.025,51.42,53.025,53.575,53.5,52.85,52.3,51.66,50.375,51.325,51.475,49.925,47.925,50.025,49.9
828,98.1,65.22,60.175,51.42,52.975,53.575,53.5,52.85,52.325,51.78,50.5,51.525,51.575,49.95,48.175,50.075,50.125
829,98.2,65.32,60.1,51.46,52.9,53.525,53.5,52.85,52.325,51.78,50.45,51.55,51.575,49.975,48.175,50.2,50.2
830,98.7,65.34,60.1,51.46,52.775,53.525,53.45,52.825,52.225,51.76,50.45,51.575,51.5,49.95,48.175,50.075,50.1
831,98.7,65.24,60.125,51.44,52.8,53.55,53.375,52.85,52.175,51.72,50.6,51.475,51.425,49.95,48.2,50.075,50.05
832,98.6,65.02,60.15,51.38,52.75,53.55,53.4,52.825,52.175,51.66,50.65,51.475,51.425,50.075,48.275,50.05,49.975
833,98.6,65.18,60.275,51.4,52.875,53.7,53.425,53.025,52.375,51.8,50.8,51.675,51.5,50.125,48.5,50.2,50.05
834,98.6,65.54,60.475,51.7,53.175,53.875,53.85,53.5,52.65,52.26,50.875,51.825,51.775,50.25,48.75,50.55,50.4
835,98.7,65.82,60.575,51.76,53.375,54.075,54.225,53.675,52.975,52.66,50.975,52.25,52.2,50.55,48.775,50.725,50.675
836,98.7,65.66,60.45,51.7,53.325,54.05,54.05,53.625,52.95,52.64,50.95,52.25,52.225,50.5,48.75,50.6,50.6
837,98.8,65.56,60.45,51.7,53.3,54.05,53.925,53.6,52.925,52.48,51.075,52.2,52.125,50.5,48.775,50.5,50.55
838,98.8,65.4,60.45,51.7,53.2,53.975,53.825,53.5,52.925,52.32,51.1,52.05,51.9,50.55,48.725,50.45,50.45
839,98.7,65.28,60.4,51.7,53.2,53.95,53.875,53.425,52.95,52.28,51.25,52.1,51.85,50.6,48.75,50.475,50.475
840,98.7,65.24,60.55,51.7,53.275,54.025,53.95,53.425,53,52.34,51.3,52.1,52.05,50.725,48.85,50.525,50.475
841,98.7,65.32,60.55,51.74,53.275,54.075,54.125,53.425,53.125,52.54,51.425,52.25,52.1,50.775,48.85,50.65,50.575
842,98.7,65.32,60.5,51.84,53.275,54.05,54.1,53.475,53.175,52.56,51.3,52.3,52.225,50.875,48.9,50.7,50.6
843,98.7,65.32,60.525,51.86,53.3,54,54.1,53.5,53.175,52.66,51.325,52.325,52.275,50.95,48.9,50.625,50.625
844,98.7,65.32,60.475,51.86,53.375,54.075,54.1,53.625,53.225,52.74,51.4,52.375,52.25,50.95,49.025,50.7,50.725
845,98.1,65.14,60.525,51.84,53.375,54.05,54.125,53.65,53.2,52.86,51.4,52.35,52.3,51.05,49.05,50.85,50.675
846,98.1,65.22,60.525,51.9,53.35,54.1,54.125,53.775,53.4,52.78,51.55,52.375,52.375,50.975,49.025,50.975,50.725
847,98,65.2,60.575,51.9,53.525,54.175,54.05,53.8,53.95,52.8,51.675,52.35,52.35,50.975,49.125,51.15,50.75
848,98.1,65.16,60.6,51.86,53.375,54.175,54.125,54.025,53.85,52.94,51.75,52.35,52.35,51,48.95,51.075,51.025
849,98.1,65.14,60.6,51.88,53.4,54.175,54.15,54,53.85,53.02,51.8,52.325,52.35,51.025,49.225,51.125,51.05
850,98,65.1,60.875,51.78,53.4,54.45,54.45,54,53.825,53.2,51.825,52.5,52.4,51.1,49.225,51.2,51
851,98.1,65.14,60.775,51.76,53.475,54.375,54.475,54.1,53.825,53.24,51.775,52.525,52.475,51.125,49.275,51.1,51.2
852,98.6,65.28,60.85,51.84,53.475,54.45,54.425,54.05,53.9,53.3,51.925,52.525,52.575,51.225,49.35,51.225,51.2
853,98.6,65.44,60.95,51.88,53.525,54.45,54.6,54.375,53.975,53.3,52.1,52.65,52.675,51.3,49.35,51.25,51.25
854,97.9,65.24,60.925,52.26,53.525,54.5,54.85,54.4,54.05,53.42,52.1,52.675,52.775,51.55,49.375,51.2,51.05
855,98,65.28,61.05,52.32,53.6,54.5,54.8,54.375,54.1,53.5,52.175,53.125,52.675,51.575,49.375,51.375,51.125
856,98.2,65.46,61.1,52.3,53.675,54.55,54.875,54.325,54.3,53.58,52.175,53.225,52.725,51.7,49.65,51.375,51.075
857,98.1,65.42,61.175,52.28,53.7,54.675,54.9,54.325,54.35,53.58,52.225,53.45,52.75,51.65,49.65,51.375,51.15
858,98.3,65.58,61.3,52.32,53.775,54.675,54.95,54.35,54.45,53.7,52.225,53.575,52.975,51.625,49.75,51.35,51.15
859,98.3,65.56,61.35,52.4,53.9,54.65,55.075,54.375,54.45,53.8,52.35,53.6,52.975,51.75,49.775,51.4,51.275
860,98,65.46,61.55,52.42,53.825,54.725,55.05,54.6,54.45,53.96,52.375,53.5,53.075,51.825,49.775,51.55,51.325
861,98,65.54,61.45,52.44,53.975,54.75,55.075,54.85,54.475,54,52.45,53.525,53.225,51.9,50.025,51.7,51.575
862,98,65.56,61.475,52.48,54.075,54.8,55.125,55,54.6,53.96,52.475,53.55,53.275,52.025,50.1,51.75,51.55
863,98,65.58,61.575,52.6,54.05,55,55.175,55.1,54.575,53.98,52.675,53.6,53.475,52.1,50.175,51.725,51.575
864,98,65.6,61.6,52.76,54.175,55.075,55.2,55.075,54.85,54.02,52.675,53.85,53.675,52.075,50.125,51.8,51.65
865,98.1,65.62,61.65,52.78,54.2,55.15,55.325,55.075,54.85,54.02,52.7,53.925,53.675,52.075,50.125,51.875,51.85
866,98.3,65.68,61.75,52.8,54.25,55.075,55.225,55.05,54.875,54.1,52.775,53.9,53.7,52.2,50.175,52.075,51.975
867,98.8,65.84,61.75,52.88,54.25,55.075,55.225,55.125,55,54.18,52.875,53.95,53.7,52.3,50.225,52.1,52
868,98.5,65.82,61.75,52.88,54.5,55.125,55.325,55.125,55.075,54.24,52.95,54.075,53.725,52.325,50.35,52.1,52
869,98.5,65.84,61.775,52.92,54.525,55.25,55.475,55.075,55.1,54.32,53.05,54.15,53.8,52.425,50.35,52.1,52
870,98.5,65.84,61.925,52.94,54.6,55.525,55.45,55.075,55.175,54.38,53.075,54.15,53.9,52.45,50.45,52.1,52.075
871,98.5,65.9,61.925,53,54.675,55.625,55.425,55.225,55.2,54.42,53.25,54.3,53.925,52.5,50.625,52.125,52.1
872,98.5,65.9,61.925,53.02,54.775,55.7,55.5,55.25,55.3,54.5,53.325,54.35,53.95,52.55,50.65,52.15,52.125
873,98.8,66.04,61.95,53.24,54.825,55.725,55.6,55.4,55.4,54.64,53.45,54.475,53.95,52.675,50.75,52.4,52.25
874,98.8,66.06,62.05,53.3,54.825,55.725,55.65,55.425,55.4,54.66,53.4,54.475,54,52.65,50.75,52.475,52.3
875,98.7,66.08,62.225,53.32,54.95,55.725,55.8,55.425,55.475,54.8,53.475,54.55,54,52.675,50.825,52.55,52.35
876,98.7,66.14,62.275,53.38,55.025,55.775,55.9,55.6,55.55,54.86,53.45,54.7,54.075,52.75,50.85,52.575,52.575
877,98.7,66.24,62.45,53.42,55.1,55.875,55.95,55.675,55.725,54.9,53.675,54.7,54.225,52.925,50.9,52.675,52.55
878,98.7,66.28,62.575,53.44,55.1,55.95,55.95,55.675,55.8,55.02,53.725,54.75,54.325,53.225,50.925,52.75,52.65
879,98.7,66.36,62.65,53.52,55.35,56.225,56.125,55.775,55.9,55.1,53.8,54.85,54.475,53.3,51.15,52.85,52.8
880,98.9,66.58,62.75,53.74,55.475,56.3,56.275,56.05,56.125,55.36,53.85,55.15,54.675,53.325,51.225,53.025,52.925
881,99.1,67.06,63.05,54.22,55.9,56.7,56.65,56.375,56.4,55.82,54.125,55.425,55.15,53.525,51.425,53.425,53.25
882,99.6,67.64,63.15,54.86,56.575,56.925,57.25,56.75,56.6,56.44,54.2,55.9,55.6,53.6,51.5,54.05,53.4
883,99.8,67.74,62.375,54.96,56.675,56.825,57.1,56.675,56.65,56.56,54.175,55.975,55.65,53.775,51.6,54.1,53.475
884,99.7,67.48,62.475,55.06,56.625,56.675,57,56.625,56.75,55.92,54.3,56.05,55.6,53.875,51.6,54.125,53.475
885,99.7,67.28,62.525,55.08,56.625,56.725,56.775,56.6,56.575,55.76,54.225,55.475,55.5,53.8,51.7,53.95,53.5
886,99.6,67.18,62.575,55.04,56.65,56.6,56.7,56.45,56.6,55.6,54.525,55.425,55.2,53.8,51.675,53.85,53.3
887,98.8,66.84,63.15,54.62,56.325,56.625,56.4,56.175,56.675,55.5,54.6,55.325,54.95,53.775,51.65,53.675,53.325
888,98.1,66.5,63.925,54.54,56.2,56.625,56.375,56.175,56.775,55.46,54.875,55.375,54.75,53.875,51.8,53.725,53.3
889,98.3,66.56,63.975,54.54,56.2,56.625,56.4,56.2,56.8,55.52,54.875,55.375,54.725,53.975,51.825,53.9,53.325
890,98.3,66.48,63.975,54.52,56.2,56.6,56.475,56.275,56.75,55.5,54.875,55.4,54.75,53.975,51.8,53.85,53.425
891,98.3,66.5,63.9,54.5,56.2,56.65,56.525,56.3,56.75,55.62,54.85,55.45,55.025,54.025,51.9,53.875,53.45
892,98.6,66.58,63.925,54.52,56.15,56.775,56.625,56.35,56.75,55.74,54.9,55.55,55.1,54.075,51.875,53.875,53.475
893,98.7,66.64,63.875,54.52,56.2,56.8,56.775,56.45,56.825,55.78,54.95,55.6,55.125,54.125,51.9,53.9,53.5
894,98.8,66.68,63.85,54.6,56.225,56.85,56.8,56.525,56.875,55.92,54.95,55.65,55.175,54.125,52.025,53.925,53.55
895,99,66.92,63.8,54.8,56.375,57.05,56.9,56.75,56.9,56.08,54.95,55.75,55.45,54.25,52.05,54.025,53.7
896,99,66.96,63.825,54.88,56.4,57.1,56.95,56.775,57,56.36,54.925,55.925,55.7,54.275,52.1,54.15,53.625
897,99,66.94,63.7,54.88,56.475,57.325,57.025,56.775,56.975,56.46,54.95,56.175,55.775,54.45,52.125,54.1,53.725
898,99.1,67.02,63.675,54.86,56.5,57.275,57.125,57.1,56.95,56.42,54.9,56.125,55.775,54.45,52.075,54.05,53.8
899,99,66.94,63.675,54.92,56.525,57.275,57.025,57.025,57.025,56.2,54.95,56.125,55.675,54.475,52.175,54.15,53.775
900,99,66.76,63.725,54.64,56.525,57.175,56.9,56.9,57.025,56.08,55.2,55.975,55.65,54.5,52.3,54.2,53.775
901,99,66.7,64.075,54.62,56.5,57.075,56.925,56.95,57.025,56.02,55.4,55.975,55.525,54.5,52.325,54.325,53.8
902,98.9,66.7,64.25,54.72,56.575,57.2,57.05,56.975,57.1,56.1,55.525,56.075,55.525,54.525,52.35,54.375,53.8
903,98.9,66.72,64.3,54.82,56.625,57.225,57.1,57,57.175,56.12,55.55,56.15,55.6,54.525,52.325,54.4,53.8
904,98.9,66.84,64.325,55.02,56.7,57.325,57.325,57.2,57.3,56.32,55.525,56.175,55.775,54.55,52.3,54.475,53.85
905,98.9,66.98,64.175,55.16,56.775,57.325,57.475,57.35,57.325,56.66,55.525,56.625,55.975,54.6,52.375,54.7,53.975
906,98.8,66.94,64.025,54.98,56.775,57.2,57.45,57.275,57.3,56.68,55.475,56.75,55.875,54.775,52.5,54.675,54.05
907,98.9,66.82,64.05,55,57.025,57.325,57.425,57.05,57.275,56.66,55.45,56.775,55.825,54.85,52.375,54.575,53.975
908,98.9,66.8,64.15,55.2,57.075,57.35,57.3,57.15,57.3,56.68,55.6,56.725,55.85,54.875,52.375,54.575,53.9
909,99,66.72,64.2,55.16,57.05,57.35,57.3,57.05,57.375,56.36,55.65,56.5,55.775,54.875,52.45,54.425,53.85
910,98.7,66.62,64.6,55.08,57.025,57.375,57.4,57.025,57.425,56.24,55.8,56.425,55.6,54.925,52.525,54.525,54.05
911,98.6,66.66,64.7,55.08,57.075,57.375,57.45,57.2,57.45,56.32,55.875,56.4,55.725,54.95,52.625,54.6,54.1
912,98.8,66.72,64.675,55.1,57.05,57.375,57.45,57.25,57.55,56.42,55.875,56.4,55.75,54.925,52.625,54.6,54.125
913,98.8,66.76,64.675,55.18,57.025,57.4,57.5,57.25,57.55,56.64,55.925,56.425,55.825,54.975,52.625,54.625,54.225
914,98.8,66.8,64.625,55.26,57.025,57.425,57.55,57.325,57.6,56.68,55.925,56.5,56.05,54.975,52.65,54.675,54.3
915,98.9,66.94,64.575,55.34,57.025,57.675,57.6,57.5,57.7,56.94,55.875,56.7,56.075,55,52.675,54.825,54.4
916,98.9,67.32,64.6,55.58,57.3,57.85,57.8,57.675,58.025,57.38,55.9,56.825,56.4,55.05,52.825,54.875,54.45
917,98.9,67.34,64.45,55.66,57.35,57.8,57.875,57.7,58.075,57.44,55.9,57.1,56.65,54.95,52.8,55.2,54.7
918,99.1,67.4,64.525,55.58,57.425,57.7,57.85,57.625,58.1,57.38,55.9,57.075,56.8,55.025,52.8,55.175,54.65
919,99.1,67.46,64.75,55.72,57.425,57.825,57.825,57.65,57.925,57.34,55.95,56.925,56.75,55.15,52.875,55.125,54.625
920,99.1,67.4,64.775,55.72,57.525,57.85,57.95,57.65,58.15,57.32,56.05,56.95,56.75,55.3,52.975,55.275,54.55
921,99.3,67.2,64.925,55.62,57.4,57.8,57.85,57.575,57.975,57.14,56.125,56.825,56.575,55.25,53.15,55.125,54.6
922,99,67.08,65.525,55.64,57.45,57.825,57.725,57.65,58.075,57.04,56.375,56.7,56.3,55.275,53.225,55.225,54.6
923,98.8,67.02,65.525,55.64,57.45,57.8,57.775,57.85,58.225,57.06,56.55,56.725,56.325,55.35,53.25,55.2,54.625
924,98.8,67,65.475,55.64,57.45,57.8,57.825,57.825,58.275,56.98,56.55,56.825,56.4,55.4,53.275,55.2,54.675
925,98.9,67.06,65.375,55.62,57.45,57.825,57.9,57.85,58.3,57.02,56.5,56.825,56.4,55.425,53.325,55.225,54.55
926,98.8,67.02,65.375,55.64,57.425,57.85,57.925,57.875,58.275,57.06,56.45,56.85,56.375,55.45,53.275,55.15,54.575
927,98.9,67.12,65.375,55.6,57.275,57.9,57.875,57.9,58.275,57.12,56.4,56.95,56.45,55.45,53.1,55.15,54.6
928,98.9,67.12,65.275,55.6,57.375,57.9,57.9,57.925,58.15,57.12,56.45,56.9,56.425,55.5,53.125,55.075,54.525
929,98.9,67.06,65.175,55.64,57.425,57.925,58,57.925,58.15,57.12,56.425,56.975,56.4,55.45,53.125,55.15,54.525
930,98.9,67.1,65.175,55.64,57.4,57.925,58.05,57.925,58.175,57.16,56.5,56.975,56.475,55.575,53.125,55.175,54.525
931,98.8,67.1,65.2,55.62,57.3,57.9,57.975,57.925,58.25,57.16,56.475,56.975,56.525,55.6,53.15,55.225,54.575
932,98.8,67.12,65.075,55.62,57.325,57.975,57.95,58,58.45,57.22,56.4,57.025,56.575,55.625,53.15,55.225,54.675
933,98.7,67.08,65,55.64,57.4,57.975,58.075,58.15,58.45,57.24,56.425,57.1,56.575,55.7,53.225,55.15,54.825
934,98.7,67.02,65,55.74,57.35,58.05,58.075,58.15,58.45,57.38,56.4,57.125,56.55,55.675,53.25,55.15,54.8
935,98.8,67.06,65.025,55.76,57.375,58.275,58.1,58.125,58.475,57.5,56.525,57.175,56.55,55.675,53.275,55.325,54.775
936,98.7,67.14,65.05,55.9,57.4,58.275,58.1,58.05,58.5,57.6,56.55,57.2,56.65,55.65,53.3,55.4,54.825
937,98.7,67.14,65.05,55.92,57.4,58.3,58.125,58.1,58.525,57.62,56.575,57.325,56.775,55.775,53.375,55.475,54.875
938,98.7,67.3,64.975,55.94,57.475,58.35,58.275,58.1,58.525,57.68,56.6,57.425,56.85,55.875,53.4,55.525,54.925
939,98.8,67.34,64.9,55.94,57.525,58.35,58.3,58.125,58.525,57.68,56.65,57.7,57,55.975,53.425,55.55,54.975
940,98.9,67.42,64.875,56.04,57.525,58.35,58.25,58.175,58.475,57.66,56.65,57.8,57.025,56.025,53.4,55.575,55.025
941,98.8,67.38,64.975,56.1,57.55,58.425,58.25,58.2,58.475,57.72,56.8,57.775,57.15,56.075,53.45,55.6,55.025
942,98.5,67.32,65.125,56.08,57.575,58.45,58.275,58.25,58.5,57.7,56.825,57.775,57.125,56.025,53.475,55.6,55.075
943,98.5,67.26,65.3,56.1,57.7,58.425,58.275,58.325,58.525,57.8,56.8,57.8,57.125,56.025,53.525,55.65,55.075
944,98.5,67.24,65.5,56.22,57.775,58.475,58.4,58.325,58.6,57.72,57,57.8,57.175,56.125,53.55,55.7,55.125
945,98.5,67.28,65.5,56.28,57.85,58.475,58.425,58.325,58.775,57.74,57.125,57.8,57.225,56.15,53.65,55.75,55.15
946,98.6,67.32,65.575,56.26,57.975,58.55,58.525,58.35,58.825,57.74,57.2,57.875,57.325,56.2,53.75,55.75,55.2
947,98.8,67.48,65.65,56.28,58.075,58.55,58.575,58.4,58.875,57.86,57.1,57.9,57.275,56.175,53.75,55.725,55.3
948,98.8,67.48,65.65,56.32,58.125,58.65,58.575,58.5,59,57.94,57.225,57.95,57.275,56.225,53.75,55.85,55.35
949,98.7,67.48,65.625,56.5,58.075,58.7,58.675,58.5,59.025,58,57.2,57.9,57.275,56.3,53.85,55.925,55.45
950,98.7,66.7,64.55,55.44,57.1,57.575,57.7,57.375,57.875,56.72,56.075,56.575,56.15,55.125,52.625,54.7,54.225
951,98.8,66.02,63.05,54.28,55.75,56.425,56.5,56.15,56.675,55.66,54.8,55.35,54.65,53.775,51.25,53.1,52.75
952,98.8,65.8,62.525,54.08,55.3,56.225,56,55.75,56.275,55.34,54.525,55,54.375,53.425,50.775,52.65,52.35
953,98.7,65.58,62.325,53.98,55.3,56.175,55.9,55.5,56.225,55.18,54.075,54.825,54.225,53.175,50.725,52.55,52.25
954,98.7,65.56,62.3,53.84,55.15,55.95,55.85,55.425,56.1,55.02,54.025,54.775,53.975,52.975,50.55,52.35,52.05
955,98.6,65.38,62.225,53.72,54.875,55.675,55.775,55.3,55.825,54.84,53.95,54.575,53.75,52.75,50.325,52.175,51.8
956,98.6,65.04,62.15,53.26,54.625,55.425,55.4,54.975,55.525,54.42,53.75,54.325,53.45,52.4,50.1,51.7,51.575
957,98.6,64.88,61.925,53.04,54.425,55,55.05,54.8,55.275,54.18,53.4,53.925,52.975,52,49.725,51.3,51.125
958,98.6,64.74,61.55,52.88,54,54.825,54.7,54.375,54.95,53.9,53.175,53.65,52.7,51.525,49.425,50.85,50.9
959,98.8,64.68,61.225,52.6,53.725,54.55,54.575,54.125,54.725,53.72,52.775,53.5,52.575,51.325,49.125,50.425,50.525
960,98.8,64.48,61.025,52.34,53.525,54.4,54.325,54.025,54.5,53.58,52.625,53.175,52.35,50.975,48.85,50.325,50.35
961,99,64.42,60.8,52.24,53.425,54.275,54.175,53.85,54.35,53.42,52.425,53.075,52.225,50.9,48.7,50.075,50.125
962,99,64.34,60.65,52.12,53.35,54.15,54.1,53.7,54.175,53.28,52.175,53.025,52.125,50.85,48.6,49.975,49.925
963,99,64.34,60.625,52.04,53.275,54.075,54.025,53.575,54.075,53.22,52.125,52.85,51.925,50.725,48.45,49.85,49.775
964,99.1,64.3,60.575,51.88,53.2,53.925,53.85,53.425,54,53.06,51.95,52.675,51.75,50.575,48.35,49.775,49.725
965,99.1,64.22,60.4,51.8,53.075,53.775,53.8,53.325,53.9,52.92,51.775,52.6,51.675,50.425,48,49.625,49.575
966,99,64.04,60.125,51.72,52.9,53.65,53.625,53.25,53.75,52.76,51.65,52.5,51.45,50.1,47.75,49.25,49.4
967,99,63.88,59.925,51.52,52.7,53.35,53.45,52.9,53.575,52.62,51.325,52.125,51.25,49.9,47.45,49.075,49.075
968,99,63.72,59.55,51.36,52.35,53.225,53.3,52.725,53.15,52.36,51.025,51.9,50.95,49.5,47.15,48.575,48.825
969,99,63.52,59.1,50.96,52.025,52.95,52.875,52.275,52.925,52.06,50.525,51.475,50.525,49.05,46.675,48.1,48.35
970,99.1,63.3,58.475,50.52,51.675,52.4,52.45,51.725,52.475,51.6,50.15,51.175,50.05,48.525,46.1,47.65,47.875
971,99.2,63.22,58.375,50.36,51.475,52.225,52.2,51.475,52.375,51.38,50.05,50.8,49.875,48.3,45.925,47.425,47.675
972,99.2,63.22,58.375,50.28,51.55,52.325,52.275,51.525,52.3,51.42,50.05,50.775,49.875,48.35,45.975,47.45,47.65
973,99.2,63.26,58.5,50.42,51.65,52.425,52.3,51.625,52.4,51.54,50.125,51,49.925,48.5,46.15,47.85,47.725
974,98.8,63.24,58.925,50.64,51.875,52.55,52.45,51.75,52.625,51.68,50.575,51.2,50.1,48.8,46.575,48.125,48.125
975,98.8,63.34,59.175,50.8,51.95,52.65,52.725,51.95,52.8,51.88,50.725,51.35,50.425,49.325,46.875,48.45,48.475
976,98.8,63.42,59.25,51.04,52.125,52.825,52.925,52.125,52.825,51.94,50.75,51.5,50.625,49.375,47.075,48.475,48.4
977,98.8,63.42,59.4,51.16,52.325,52.85,52.95,52.225,52.95,52,50.8,51.575,50.65,49.35,47,48.5,48.45
978,99.1,63.58,59.525,51.3,52.35,53.05,53,52.35,52.975,52.06,50.9,51.825,50.775,49.35,46.975,48.5,48.575
979,98.7,63.8,59.85,51.58,52.675,53.35,53.75,52.925,53.125,52.46,51.075,52.15,50.95,49.675,47.225,49.025,48.975
980,98.7,64.6,60.8,52.64,53.15,54.475,54.95,53.975,54.1,53.32,52.1,53.35,52.025,50.8,48.35,50.6,49.925
981,98.7,65.52,61.25,53.26,54.125,55.9,56,54.6,54.975,54.96,53.475,54.9,53.425,51.55,49.475,51.5,51.05
982,98.7,65.94,61.95,54.06,55.2,56.65,56.45,55.4,56.25,55.96,53.95,55.3,54.7,52.35,50.45,52.625,52.8
983,98.7,65.94,63.775,54.72,56.375,56.85,56.775,56.175,56.525,55.98,54.25,56.2,55.025,52.775,50.775,53.075,53.325
984,98.8,65.96,64.05,55,56.475,57.25,56.65,56.375,56.6,55.88,55.275,56.25,55.025,53.9,50.975,53.1,53.425
