wavelength,Tim Quartz Clear,Tim Quartz Dark
944,61.75000000000001,60.15
945,61.775,60.175
946,62.025,60.35
947,62.224999999999994,60.525000000000006
948,62.25,60.5
949,62.25,60.5
950,61.025,57.975
951,59.575,55.775
952,59.3,55.175
953,59.00000000000001,55.025
954,58.225,53.925
955,57.175,52.625
956,56.45,51.875
957,56.2,51.5
958,56.125,51.275000000000006
959,56.150000000000006,51.125
960,56.25,51.025000000000006
961,56.4,50.925
962,56.474999999999994,50.9
963,56.6,50.725
964,56.724999999999994,50.675000000000004
965,56.775000000000006,50.575
966,56.875,50.325
967,56.975,50.15
968,57.075,49.8
969,57.45,49.3
970,57.85,48.8
971,57.8,48.275
972,57.75,48.075
973,57.3,48.1
974,57.199999999999996,48.39999999999999
975,57.0,48.725
976,56.85,48.875
977,56.824999999999996,48.925
978,57.275,49.275
979,57.85,50.22500000000001
980,59.724999999999994,52.800000000000004
981,62.349999999999994,55.325
982,62.825,57.95
983,62.0,56.35000000000001
984,56.75,51.99999999999999
985,53.125,49.0
986,51.65,48.02499999999999
987,52.45,47.675
988,54.05,47.625
989,54.95,47.824999999999996
990,55.875,48.900000000000006
991,56.775,50.099999999999994
992,57.35,51.199999999999996
993,58.3,53.025
994,61.4,56.975
995,63.300000000000004,59.9
996,63.325,59.75
997,59.475,55.6
998,54.699999999999996,51.675
999,52.425,50.525
1000.00,52.25,50.0
1001.00,53.575,50.00000000000001
1002.00,54.875,50.075
1003.00,55.65,50.475
1004.00,56.025,50.725
1005.00,56.575,51.075
1006.00,56.650000000000006,51.125
1007.00,56.650000000000006,51.1
1008.00,56.675,51.224999999999994
1009.00,56.675,51.175
1010.00,56.95,51.2
1011.00,57.025,51.425
1012.00,57.449999999999996,51.825
1013.00,57.900000000000006,52.5
1014.00,57.95,52.625
1015.00,57.75,52.425
1016.00,56.95,51.60000000000001
1017.00,56.25000000000001,51.14999999999999
1018.00,56.15,50.599999999999994
1019.00,56.125,50.2
1020.00,56.075,49.824999999999996
1021.00,56.05,49.425000000000004
1022.00,56.0,49.2
1023.00,55.875,48.775000000000006
1024.00,55.875,48.575
1025.00,55.825,48.225
1026.00,55.8,48.025
1027.00,55.8,47.825
1028.00,55.75,47.575
1029.00,55.7,47.225
1030.00,55.599999999999994,47.074999999999996
1031.00,55.575,46.95
1032.00,55.5,46.85
1033.00,55.325,46.724999999999994
1034.00,55.325,46.400000000000006
1035.00,55.25,46.224999999999994
1036.00,55.22500000000001,45.900000000000006
1037.00,55.2,45.45
1038.00,55.14999999999999,45.075
1039.00,54.95,44.05
1040.00,54.725,43.625
1041.00,54.35000000000001,43.324999999999996
1042.00,54.05,43.125
1043.00,53.849999999999994,42.825
1044.00,53.775,42.825
1045.00,53.699999999999996,42.625
1046.00,53.474999999999994,42.325
1047.00,53.1,42.0
1048.00,53.125,41.9
1049.00,53.125,41.925
1050.00,53.175,41.85
1051.00,53.25,41.775
1052.00,53.175,41.75
1053.00,53.199999999999996,41.599999999999994
1054.00,53.275000000000006,41.400000000000006
1055.00,53.225,40.375
1056.00,52.95,39.5
1057.00,52.625,38.849999999999994
1058.00,52.425000000000004,37.6
1059.00,52.375,36.025
1060.00,52.325,34.900000000000006
1061.00,51.925000000000004,34.075
1062.00,51.2,33.349999999999994
1063.00,50.474999999999994,33.15
1064.00,50.125,33.25
1065.00,50.025,33.324999999999996
1066.00,49.900000000000006,33.3
1067.00,50.075,33.324999999999996
1068.00,50.2,33.25
1069.00,50.150000000000006,33.075
1070.00,50.099999999999994,32.4
1071.00,50.0,32.175
1072.00,49.52499999999999,31.8
1073.00,49.35,31.75
1074.00,49.224999999999994,31.6
1075.00,48.975,31.075
1076.00,49.025,30.9
1077.00,48.95,30.75
1078.00,48.825,30.525000000000002
1079.00,48.75,30.475
1080.00,48.525,30.349999999999998
1081.00,48.325,30.25
1082.00,48.225,30.150000000000002
1083.00,48.224999999999994,29.95
1084.00,48.025,29.775
1085.00,48.35,29.8
1086.00,49.325,30.275
1087.00,49.0,29.825
1088.00,47.625,29.375
1089.00,46.35,28.475
1090.00,46.175000000000004,27.475
1091.00,46.05,27.224999999999998
1092.00,46.2,27.125
1093.00,46.175000000000004,27.175
1094.00,46.1,27.175
1095.00,46.075,27.25
1096.00,45.525000000000006,26.924999999999997
1097.00,45.2,26.65
1098.00,45.15,26.625
1099.00,44.574999999999996,25.65
1100.00,61.875,59.175
