S5,Unnamed: 1,Unnamed: 2
Default Batch 1,"Date : 27/04/2021, 12:58:03",
Wavelength (nm),ABS,%T
984,0.108,78
985,0.123,75.3
986,0.131,74
987,0.135,73.2
988,0.135,73.2
989,0.135,73.2
990,0.133,73.7
991,0.131,73.9
992,0.125,75
993,0.105,78.5
994,0.101,79.3
995,0.096,80.2
996,0.096,80.2
997,0.099,79.6
998,0.108,77.9
999,0.113,77.1
1000.00,0.119,76.1
1001.00,0.119,76
1002.00,0.12,75.9
1003.00,0.12,75.8
1004.00,0.121,75.7
1005.00,0.121,75.7
1006.00,0.121,75.7
1007.00,0.121,75.7
1008.00,0.121,75.8
1009.00,0.121,75.7
1010.00,0.12,75.8
1011.00,0.12,75.9
1012.00,0.115,76.7
1013.00,0.115,76.8
1014.00,0.111,77.4
1015.00,0.111,77.5
1016.00,0.113,77.1
1017.00,0.113,77
1018.00,0.117,76.3
1019.00,0.118,76.3
1020.00,0.12,75.9
1021.00,0.122,75.5
1022.00,0.125,75
1023.00,0.127,74.7
1024.00,0.127,74.6
1025.00,0.128,74.5
1026.00,0.128,74.4
1027.00,0.129,74.3
1028.00,0.131,74
1029.00,0.132,73.8
1030.00,0.132,73.8
1031.00,0.132,73.8
1032.00,0.134,73.5
1033.00,0.134,73.5
1034.00,0.135,73.3
1035.00,0.135,73.3
1036.00,0.136,73.2
1037.00,0.136,73.1
1038.00,0.137,73
1039.00,0.138,72.7
1040.00,0.14,72.4
1041.00,0.142,72.1
1042.00,0.145,71.7
1043.00,0.146,71.5
1044.00,0.146,71.4
1045.00,0.147,71.3
1046.00,0.149,71
1047.00,0.153,70.2
1048.00,0.154,70.2
1049.00,0.154,70.1
1050.00,0.154,70.1
1051.00,0.154,70.1
1052.00,0.154,70.1
1053.00,0.152,70.4
1054.00,0.152,70.4
1055.00,0.152,70.5
1056.00,0.151,70.6
1057.00,0.152,70.4
1058.00,0.157,69.7
1059.00,0.162,68.8
1060.00,0.167,68
1061.00,0.169,67.8
1062.00,0.172,67.3
1063.00,0.176,66.8
1064.00,0.176,66.7
1065.00,0.177,66.6
1066.00,0.178,66.4
1067.00,0.178,66.3
1068.00,0.178,66.4
1069.00,0.179,66.2
1070.00,0.179,66.2
1071.00,0.182,65.8
1072.00,0.182,65.7
1073.00,0.183,65.7
1074.00,0.183,65.6
1075.00,0.183,65.6
1076.00,0.183,65.6
1077.00,0.189,64.7
1078.00,0.189,64.7
1079.00,0.188,64.9
1080.00,0.188,64.8
1081.00,0.191,64.4
1082.00,0.191,64.4
1083.00,0.194,64
1084.00,0.193,64.2
1085.00,0.191,64.5
1086.00,0.19,64.5
1087.00,0.19,64.6
1088.00,0.192,64.3
1089.00,0.194,64
1090.00,0.198,63.4
1091.00,0.204,62.5
1092.00,0.203,62.6
1093.00,0.204,62.5
1094.00,0.205,62.4
1095.00,0.206,62.2
1096.00,0.207,62.1
1097.00,0.206,62.2
1098.00,0.207,62.1
1099.00,0.208,61.9
1100.00,0.105,78.6
,,
,,
S5,,
Default Batch 17,"Date : 29/04/2021, 09:49:51",
Wavelength (nm),ABS,%T
190,1.91,1.2
191,2.014,1
192,2.096,0.8
193,2.133,0.7
194,2.189,0.6
195,2.27,0.5
196,2.318,0.5
197,2.372,0.4
198,2.403,0.4
199,2.416,0.4
200,2.426,0.4
201,2.427,0.4
202,2.43,0.4
203,2.434,0.4
204,2.479,0.3
205,2.507,0.3
206,2.53,0.3
207,2.538,0.3
208,2.557,0.3
209,2.56,0.3
210,2.573,0.3
211,2.576,0.3
212,2.586,0.3
213,2.598,0.3
214,2.608,0.2
215,2.858,0.1
216,3,0.1
217,3,0
218,3,0
219,3,0
220,3,0
221,3,0
222,3,0
223,3,0.1
224,2.726,0.2
225,2.606,0.2
226,2.532,0.3
227,2.446,0.4
228,2.363,0.4
229,2.296,0.5
230,2.24,0.6
231,2.187,0.7
232,2.132,0.7
233,2.058,0.9
234,1.983,1
235,1.908,1.2
236,1.842,1.4
237,1.786,1.6
238,1.734,1.8
239,1.682,2.1
240,1.63,2.3
241,1.578,2.6
242,1.533,2.9
243,1.498,3.2
244,1.47,3.4
245,1.439,3.6
246,1.397,4
247,1.351,4.5
248,1.317,4.8
249,1.293,5.1
250,1.268,5.4
251,1.235,5.8
252,1.197,6.3
253,1.163,6.9
254,1.134,7.4
255,1.107,7.8
256,1.08,8.3
257,1.05,8.9
258,1.019,9.6
259,0.993,10.2
260,0.974,10.6
261,0.967,10.8
262,0.958,11
263,0.955,11.1
264,0.946,11.3
265,0.934,11.7
266,0.922,12
267,0.912,12.3
268,0.905,12.5
269,0.9,12.6
270,0.896,12.7
271,0.889,12.9
272,0.885,13
273,0.886,13
274,0.888,12.9
275,0.892,12.8
276,0.892,12.8
277,0.891,12.9
278,0.89,12.9
279,0.89,12.9
280,0.889,12.9
281,0.888,12.9
282,0.887,13
283,0.887,13
284,0.895,12.7
285,0.895,12.7
286,0.895,12.7
287,0.894,12.8
288,0.895,12.7
289,0.899,12.6
290,0.899,12.6
291,0.899,12.6
292,0.9,12.6
293,0.902,12.5
294,0.902,12.5
295,0.902,12.5
296,0.903,12.5
297,0.904,12.5
298,0.905,12.5
299,0.906,12.4
300,0.907,12.4
301,0.907,12.4
302,0.907,12.4
303,0.906,12.4
304,0.906,12.4
305,0.905,12.4
306,0.901,12.6
307,0.895,12.7
308,0.892,12.8
309,0.887,13
310,0.883,13.1
311,0.882,13.1
312,0.879,13.2
313,0.874,13.4
314,0.869,13.5
315,0.865,13.7
316,0.864,13.7
317,0.861,13.8
318,0.852,14
319,0.845,14.3
320,0.841,14.4
321,0.834,14.6
322,0.824,15
323,0.816,15.3
324,0.812,15.4
325,0.81,15.5
326,0.808,15.6
327,0.802,15.8
328,0.795,16
329,0.787,16.3
330,0.779,16.6
331,0.771,16.9
332,0.763,17.3
333,0.758,17.5
334,0.754,17.6
335,0.751,17.8
336,0.742,18.1
337,0.735,18.4
338,0.728,18.7
339,0.723,18.9
340,0.717,19.2
341,0.708,19.6
342,0.7,20
343,0.693,20.3
344,0.687,20.5
345,0.684,20.7
346,0.683,20.8
347,0.678,21
348,0.671,21.3
349,0.664,21.7
350,0.656,22.1
351,0.649,22.4
352,0.642,22.8
353,0.635,23.2
354,0.632,23.3
355,0.627,23.6
356,0.619,24
357,0.617,24.1
358,0.614,24.3
359,0.61,24.5
360,0.6,25.1
361,0.597,25.3
362,0.598,25.3
363,0.598,25.2
364,0.596,25.4
365,0.591,25.7
366,0.582,26.2
367,0.578,26.4
368,0.574,26.7
369,0.57,26.9
370,0.564,27.3
371,0.561,27.5
372,0.557,27.7
373,0.555,27.9
374,0.551,28.1
375,0.545,28.5
376,0.544,28.6
377,0.543,28.7
378,0.543,28.6
379,0.543,28.6
380,0.542,28.7
381,0.536,29.1
382,0.531,29.4
383,0.529,29.6
384,0.528,29.7
385,0.522,30
386,0.52,30.2
387,0.516,30.5
388,0.515,30.5
389,0.512,30.8
390,0.496,31.9
391,0.486,32.7
392,0.483,32.9
393,0.482,33
394,0.479,33.2
395,0.479,33.2
396,0.475,33.5
397,0.471,33.8
398,0.467,34.1
399,0.464,34.4
400,0.46,34.7
401,0.459,34.8
402,0.454,35.2
403,0.45,35.5
404,0.448,35.6
405,0.446,35.8
406,0.446,35.8
407,0.443,36
408,0.441,36.2
409,0.44,36.3
410,0.435,36.8
411,0.432,37
412,0.43,37.1
413,0.427,37.4
414,0.426,37.5
415,0.422,37.9
416,0.419,38.1
417,0.417,38.3
418,0.415,38.5
419,0.411,38.8
420,0.408,39.1
421,0.406,39.3
422,0.405,39.4
423,0.403,39.5
424,0.403,39.6
425,0.401,39.7
426,0.399,39.9
427,0.398,40
428,0.396,40.2
429,0.393,40.4
430,0.392,40.6
431,0.389,40.9
432,0.387,41
433,0.384,41.3
434,0.383,41.4
435,0.382,41.5
436,0.379,41.8
437,0.378,41.9
438,0.375,42.1
439,0.374,42.3
440,0.372,42.5
441,0.371,42.5
442,0.37,42.7
443,0.369,42.8
444,0.368,42.8
445,0.365,43.1
446,0.363,43.4
447,0.362,43.5
448,0.36,43.6
449,0.359,43.8
450,0.357,43.9
451,0.357,44
452,0.356,44.1
453,0.354,44.3
454,0.353,44.4
455,0.351,44.5
456,0.349,44.8
457,0.347,45
458,0.344,45.3
459,0.342,45.5
460,0.341,45.6
461,0.341,45.6
462,0.341,45.6
463,0.34,45.7
464,0.339,45.9
465,0.337,46.1
466,0.336,46.2
467,0.333,46.4
468,0.333,46.4
469,0.333,46.5
470,0.33,46.8
471,0.328,47
472,0.326,47.2
473,0.326,47.2
474,0.323,47.5
475,0.321,47.7
476,0.321,47.8
477,0.32,47.9
478,0.318,48.1
479,0.316,48.3
480,0.313,48.7
481,0.308,49.2
482,0.305,49.5
483,0.305,49.6
484,0.306,49.5
485,0.306,49.4
486,0.306,49.4
487,0.306,49.4
488,0.305,49.5
489,0.303,49.8
490,0.301,50
491,0.301,50
492,0.301,50
493,0.301,50
494,0.298,50.3
495,0.295,50.6
496,0.294,50.8
497,0.294,50.9
498,0.293,51
499,0.29,51.3
500,0.289,51.4
501,0.287,51.7
502,0.286,51.8
503,0.284,52.1
504,0.282,52.3
505,0.282,52.3
506,0.28,52.5
507,0.278,52.7
508,0.277,52.9
509,0.276,53
510,0.275,53.1
511,0.274,53.2
512,0.274,53.2
513,0.274,53.2
514,0.273,53.3
515,0.271,53.6
516,0.269,53.8
517,0.268,54
518,0.268,54
519,0.268,54
520,0.268,53.9
521,0.267,54.1
522,0.265,54.3
523,0.263,54.6
524,0.261,54.9
525,0.259,55.1
526,0.258,55.2
527,0.258,55.3
528,0.258,55.2
529,0.262,54.7
530,0.264,54.5
531,0.263,54.6
532,0.26,55
533,0.26,55
534,0.261,54.8
535,0.26,55
536,0.26,55
537,0.259,55.1
538,0.257,55.3
539,0.256,55.5
540,0.253,55.8
541,0.253,55.8
542,0.255,55.6
543,0.258,55.3
544,0.257,55.3
545,0.257,55.3
546,0.257,55.4
547,0.257,55.3
548,0.257,55.3
549,0.256,55.4
550,0.254,55.7
551,0.254,55.8
552,0.253,55.9
553,0.252,56
554,0.253,55.9
555,0.253,55.8
556,0.253,55.9
557,0.252,55.9
558,0.252,56
559,0.251,56.1
560,0.25,56.2
561,0.25,56.2
562,0.25,56.2
563,0.249,56.3
564,0.249,56.4
565,0.248,56.5
566,0.248,56.5
567,0.248,56.5
568,0.249,56.4
569,0.248,56.4
570,0.247,56.6
571,0.247,56.6
572,0.248,56.5
573,0.248,56.5
574,0.249,56.4
575,0.249,56.4
576,0.25,56.3
577,0.251,56.2
578,0.251,56.2
579,0.251,56.1
580,0.251,56.1
581,0.251,56.1
582,0.251,56.1
583,0.251,56.1
584,0.251,56.1
585,0.251,56.2
586,0.251,56.2
587,0.25,56.2
588,0.25,56.2
589,0.25,56.2
590,0.251,56.2
591,0.251,56.2
592,0.251,56.2
593,0.25,56.2
594,0.25,56.3
595,0.25,56.3
596,0.25,56.3
597,0.25,56.2
598,0.253,55.8
599,0.254,55.8
600,0.254,55.8
601,0.252,56
602,0.25,56.3
603,0.248,56.4
604,0.249,56.4
605,0.251,56.2
606,0.253,55.8
607,0.254,55.8
608,0.254,55.8
609,0.252,55.9
610,0.253,55.9
611,0.255,55.6
612,0.256,55.4
613,0.256,55.4
614,0.256,55.5
615,0.255,55.5
616,0.255,55.6
617,0.255,55.6
618,0.255,55.7
619,0.255,55.7
620,0.255,55.7
621,0.255,55.6
622,0.255,55.6
623,0.254,55.7
624,0.254,55.7
625,0.253,55.8
626,0.253,55.8
627,0.254,55.7
628,0.255,55.6
629,0.256,55.5
630,0.256,55.5
631,0.255,55.6
632,0.255,55.6
633,0.255,55.6
634,0.255,55.6
635,0.255,55.6
636,0.255,55.6
637,0.255,55.6
638,0.255,55.6
639,0.255,55.6
640,0.253,55.9
641,0.253,55.8
642,0.253,55.8
643,0.253,55.8
644,0.253,55.9
645,0.253,55.9
646,0.253,55.9
647,0.253,55.9
648,0.252,56
649,0.252,56
650,0.251,56.1
651,0.251,56.1
652,0.251,56.1
653,0.251,56.1
654,0.251,56.1
655,0.25,56.2
656,0.248,56.4
657,0.247,56.7
658,0.246,56.7
659,0.247,56.7
660,0.248,56.5
661,0.25,56.2
662,0.25,56.2
663,0.249,56.3
664,0.248,56.5
665,0.248,56.5
666,0.247,56.6
667,0.246,56.7
668,0.245,56.9
669,0.245,56.9
670,0.245,56.9
671,0.245,56.9
672,0.244,57
673,0.244,57
674,0.243,57.2
675,0.241,57.4
676,0.24,57.5
677,0.239,57.7
678,0.237,57.9
679,0.236,58.1
680,0.236,58.1
681,0.235,58.2
682,0.236,58.1
683,0.236,58.1
684,0.236,58.1
685,0.236,58.1
686,0.235,58.2
687,0.234,58.3
688,0.233,58.5
689,0.232,58.7
690,0.23,58.8
691,0.229,59
692,0.228,59.1
693,0.227,59.2
694,0.227,59.3
695,0.225,59.6
696,0.222,59.9
697,0.22,60.2
698,0.219,60.3
699,0.219,60.3
700,0.22,60.3
701,0.221,60.2
702,0.222,60
703,0.223,59.9
704,0.222,60
705,0.219,60.4
706,0.218,60.5
707,0.217,60.7
708,0.216,60.7
709,0.215,61
710,0.214,61.1
711,0.213,61.2
712,0.212,61.4
713,0.211,61.5
714,0.21,61.7
715,0.208,61.9
716,0.207,62.1
717,0.207,62.1
718,0.207,62.1
719,0.207,62.1
720,0.207,62.1
721,0.206,62.2
722,0.206,62.3
723,0.204,62.5
724,0.203,62.7
725,0.201,63
726,0.199,63.2
727,0.198,63.4
728,0.198,63.4
729,0.198,63.4
730,0.198,63.4
731,0.198,63.4
732,0.198,63.4
733,0.197,63.6
734,0.197,63.6
735,0.195,63.8
736,0.194,64
737,0.193,64.1
738,0.19,64.5
739,0.188,64.8
740,0.188,64.9
741,0.187,65.1
742,0.186,65.2
743,0.185,65.3
744,0.184,65.5
745,0.183,65.7
746,0.181,65.9
747,0.181,66
748,0.18,66
749,0.179,66.2
750,0.178,66.4
751,0.177,66.5
752,0.176,66.6
753,0.176,66.6
754,0.176,66.6
755,0.175,66.8
756,0.175,66.8
757,0.175,66.8
758,0.175,66.9
759,0.174,66.9
760,0.171,67.4
761,0.169,67.7
762,0.169,67.8
763,0.167,68.1
764,0.165,68.3
765,0.165,68.4
766,0.164,68.6
767,0.164,68.6
768,0.164,68.5
769,0.164,68.5
770,0.164,68.5
771,0.163,68.8
772,0.162,68.9
773,0.162,68.9
774,0.162,68.9
775,0.162,68.9
776,0.161,69
777,0.159,69.3
778,0.159,69.3
779,0.159,69.3
780,0.159,69.4
781,0.158,69.5
782,0.157,69.7
783,0.157,69.7
784,0.155,69.9
785,0.155,70
786,0.154,70.2
787,0.153,70.4
788,0.153,70.4
789,0.152,70.4
790,0.149,70.9
791,0.147,71.3
792,0.146,71.5
793,0.146,71.5
794,0.144,71.8
795,0.143,72
796,0.142,72.1
797,0.142,72.1
798,0.141,72.2
799,0.141,72.3
800,0.14,72.4
801,0.14,72.4
802,0.139,72.6
803,0.139,72.6
804,0.139,72.6
805,0.138,72.8
806,0.137,73
807,0.137,73
808,0.137,73
809,0.137,73
810,0.137,73
811,0.136,73
812,0.135,73.2
813,0.136,73.2
814,0.135,73.2
815,0.134,73.5
816,0.133,73.6
817,0.133,73.6
818,0.131,74
819,0.13,74.1
820,0.128,74.5
821,0.121,75.8
822,0.118,76.2
823,0.118,76.1
824,0.121,75.7
825,0.121,75.7
826,0.126,74.8
827,0.127,74.6
828,0.127,74.6
829,0.127,74.7
830,0.126,74.9
831,0.127,74.6
832,0.128,74.5
833,0.126,74.8
834,0.122,75.5
835,0.121,75.6
836,0.121,75.6
837,0.123,75.3
838,0.127,74.7
839,0.126,74.8
840,0.125,75
841,0.125,75
842,0.125,75.1
843,0.122,75.5
844,0.122,75.5
845,0.123,75.4
846,0.122,75.5
847,0.12,75.8
848,0.12,75.8
849,0.12,75.8
850,0.119,76
851,0.119,76
852,0.119,76
853,0.12,75.9
854,0.12,75.9
855,0.12,75.9
856,0.12,75.9
857,0.119,76
858,0.116,76.5
859,0.115,76.7
860,0.115,76.8
861,0.115,76.8
862,0.115,76.8
863,0.115,76.8
864,0.115,76.8
865,0.114,76.9
866,0.114,76.9
867,0.114,76.9
868,0.113,77.1
869,0.112,77.3
870,0.112,77.3
871,0.113,77.1
872,0.113,77.2
873,0.111,77.5
874,0.11,77.6
875,0.11,77.6
876,0.11,77.6
877,0.109,77.7
878,0.109,77.8
879,0.108,77.9
880,0.104,78.7
881,0.099,79.7
882,0.097,80
883,0.098,79.8
884,0.099,79.6
885,0.102,79.1
886,0.106,78.3
887,0.109,77.9
888,0.109,77.8
889,0.109,77.9
890,0.108,77.9
891,0.108,78
892,0.107,78.2
893,0.106,78.4
894,0.105,78.6
895,0.102,79
896,0.102,79.1
897,0.102,79.1
898,0.102,79.1
899,0.103,79
900,0.105,78.6
901,0.105,78.5
902,0.105,78.5
903,0.105,78.6
904,0.104,78.7
905,0.101,79.2
906,0.101,79.3
907,0.1,79.4
908,0.102,79.1
909,0.108,77.9
910,0.109,77.9
911,0.105,78.4
912,0.105,78.5
913,0.103,79
914,0.101,79.3
915,0.099,79.7
916,0.094,80.5
917,0.091,81.1
918,0.092,81
919,0.092,80.9
920,0.096,80.2
921,0.104,78.7
922,0.105,78.6
923,0.104,78.7
924,0.103,78.9
925,0.103,78.9
926,0.103,78.9
927,0.103,78.9
928,0.102,79.1
929,0.102,79.1
930,0.101,79.3
931,0.1,79.4
932,0.1,79.5
933,0.099,79.6
934,0.099,79.5
935,0.099,79.6
936,0.099,79.6
937,0.097,80
938,0.095,80.4
939,0.095,80.4
940,0.095,80.4
941,0.095,80.4
942,0.095,80.3
943,0.096,80.2
944,0.096,80.3
945,0.096,80.2
946,0.095,80.3
947,0.095,80.3
948,0.095,80.4
949,0.095,80.4
950,0.102,79
951,0.112,77.3
952,0.117,76.4
953,0.117,76.4
954,0.117,76.3
955,0.121,75.6
956,0.125,75
957,0.128,74.5
958,0.13,74.2
959,0.13,74.1
960,0.13,74
961,0.131,74
962,0.131,74
963,0.133,73.6
964,0.134,73.5
965,0.134,73.4
966,0.135,73.4
967,0.137,72.9
968,0.138,72.8
969,0.141,72.3
970,0.142,72.1
971,0.142,72.1
972,0.142,72.1
973,0.14,72.5
974,0.14,72.5
975,0.14,72.5
976,0.14,72.5
977,0.138,72.7
978,0.134,73.5
979,0.126,74.8
980,0.118,76.2
981,0.109,77.7
982,0.107,78.1
983,0.109,77.9
984,0.113,77.1
985,0.124,75.1
986,0.134,73.4
987,0.137,73
988,0.137,73
989,0.137,73
990,0.135,73.2
991,0.135,73.3
992,0.132,73.8
993,0.114,76.8
994,0.107,78.2
995,0.097,79.9
996,0.098,79.9
997,0.105,78.4
998,0.112,77.2
999,0.119,76
1000.00,0.122,75.5
1001.00,0.124,75.2
1002.00,0.125,75
1003.00,0.126,74.9
1004.00,0.125,75
1005.00,0.125,75
1006.00,0.125,75
1007.00,0.125,75
1008.00,0.125,75
1009.00,0.125,75
1010.00,0.124,75.1
1011.00,0.123,75.4
1012.00,0.12,75.8
1013.00,0.118,76.2
1014.00,0.118,76.2
1015.00,0.118,76.2
1016.00,0.123,75.4
1017.00,0.123,75.4
1018.00,0.123,75.3
1019.00,0.124,75.2
1020.00,0.127,74.7
1021.00,0.127,74.7
1022.00,0.129,74.3
1023.00,0.13,74
1024.00,0.13,74.1
1025.00,0.131,74
1026.00,0.134,73.5
1027.00,0.134,73.5
1028.00,0.134,73.4
1029.00,0.134,73.4
1030.00,0.135,73.4
1031.00,0.135,73.3
1032.00,0.136,73.1
1033.00,0.138,72.8
1034.00,0.138,72.8
1035.00,0.139,72.5
1036.00,0.14,72.5
1037.00,0.142,72.1
1038.00,0.144,71.8
1039.00,0.146,71.4
1040.00,0.15,70.8
1041.00,0.15,70.7
1042.00,0.15,70.8
1043.00,0.15,70.7
1044.00,0.153,70.4
1045.00,0.154,70.1
1046.00,0.154,70.1
1047.00,0.155,69.9
1048.00,0.155,70
1049.00,0.155,69.9
1050.00,0.155,70
1051.00,0.156,69.9
1052.00,0.159,69.3
1053.00,0.159,69.4
1054.00,0.158,69.5
1055.00,0.157,69.7
1056.00,0.155,69.9
1057.00,0.156,69.7
1058.00,0.161,69.1
1059.00,0.164,68.5
1060.00,0.168,67.9
1061.00,0.175,66.8
1062.00,0.178,66.4
1063.00,0.184,65.5
1064.00,0.184,65.5
1065.00,0.184,65.4
1066.00,0.185,65.3
1067.00,0.184,65.4
1068.00,0.185,65.4
1069.00,0.185,65.3
1070.00,0.187,65
1071.00,0.189,64.6
1072.00,0.189,64.7
1073.00,0.19,64.6
1074.00,0.19,64.5
1075.00,0.191,64.4
1076.00,0.191,64.4
1077.00,0.196,63.7
1078.00,0.196,63.6
1079.00,0.196,63.6
1080.00,0.195,63.8
1081.00,0.198,63.4
1082.00,0.198,63.4
1083.00,0.198,63.3
1084.00,0.198,63.3
1085.00,0.194,63.9
1086.00,0.193,64.2
1087.00,0.193,64.2
1088.00,0.197,63.6
1089.00,0.209,61.8
1090.00,0.21,61.7
1091.00,0.21,61.7
1092.00,0.21,61.7
1093.00,0.21,61.7
1094.00,0.21,61.6
1095.00,0.211,61.5
1096.00,0.213,61.3
1097.00,0.213,61.2
1098.00,0.213,61.3
1099.00,0.215,60.9
1100.00,0.146,71.4
,,
,,
S5,,
Default Batch 18,"Date : 29/04/2021, 09:50:59",
Wavelength (nm),ABS,%T
190,1.894,1.3
191,2.012,1
192,2.097,0.8
193,2.168,0.7
194,2.229,0.6
195,2.246,0.6
196,2.297,0.5
197,2.325,0.5
198,2.362,0.4
199,2.388,0.4
200,2.401,0.4
201,2.413,0.4
202,2.459,0.3
203,2.46,0.3
204,2.473,0.3
205,2.508,0.3
206,2.537,0.3
207,2.54,0.3
208,2.566,0.3
209,2.567,0.3
210,2.584,0.3
211,2.591,0.3
212,2.601,0.3
213,2.611,0.2
214,2.611,0.2
215,2.786,0.2
216,3,0.1
217,3,0
218,3,0
219,3,0
220,3,0
221,3,0
222,3,0
223,3,0.1
224,2.713,0.2
225,2.592,0.3
226,2.505,0.3
227,2.418,0.4
228,2.335,0.5
229,2.268,0.5
230,2.212,0.6
231,2.161,0.7
232,2.105,0.8
233,2.034,0.9
234,1.961,1.1
235,1.887,1.3
236,1.824,1.5
237,1.767,1.7
238,1.717,1.9
239,1.667,2.2
240,1.616,2.4
241,1.565,2.7
242,1.52,3
243,1.485,3.3
244,1.458,3.5
245,1.428,3.7
246,1.386,4.1
247,1.338,4.6
248,1.304,5
249,1.282,5.2
250,1.259,5.5
251,1.227,5.9
252,1.19,6.5
253,1.155,7
254,1.127,7.5
255,1.101,7.9
256,1.074,8.4
257,1.044,9
258,1.013,9.7
259,0.986,10.3
260,0.968,10.8
261,0.962,10.9
262,0.954,11.1
263,0.95,11.2
264,0.942,11.4
265,0.929,11.8
266,0.918,12.1
267,0.909,12.3
268,0.901,12.6
269,0.897,12.7
270,0.892,12.8
271,0.886,13
272,0.883,13.1
273,0.883,13.1
274,0.885,13
275,0.89,12.9
276,0.889,12.9
277,0.888,12.9
278,0.887,13
279,0.886,13
280,0.887,13
281,0.886,13
282,0.884,13.1
283,0.884,13.1
284,0.888,12.9
285,0.89,12.9
286,0.89,12.9
287,0.891,12.8
288,0.893,12.8
289,0.895,12.7
290,0.895,12.7
291,0.895,12.7
292,0.896,12.7
293,0.897,12.7
294,0.897,12.7
295,0.898,12.6
296,0.898,12.7
297,0.898,12.6
298,0.9,12.6
299,0.905,12.5
300,0.906,12.4
301,0.906,12.4
302,0.906,12.4
303,0.903,12.5
304,0.903,12.5
305,0.902,12.5
306,0.897,12.7
307,0.892,12.8
308,0.888,12.9
309,0.884,13.1
310,0.882,13.1
311,0.879,13.2
312,0.876,13.3
313,0.871,13.5
314,0.866,13.6
315,0.863,13.7
316,0.863,13.7
317,0.862,13.8
318,0.852,14.1
319,0.844,14.3
320,0.839,14.5
321,0.831,14.7
322,0.822,15.1
323,0.813,15.4
324,0.808,15.5
325,0.807,15.6
326,0.806,15.6
327,0.8,15.9
328,0.794,16.1
329,0.785,16.4
330,0.778,16.7
331,0.769,17
332,0.76,17.4
333,0.755,17.6
334,0.751,17.7
335,0.746,18
336,0.738,18.3
337,0.732,18.5
338,0.726,18.8
339,0.72,19.1
340,0.713,19.4
341,0.706,19.7
342,0.697,20.1
343,0.689,20.4
344,0.684,20.7
345,0.683,20.7
346,0.682,20.8
347,0.677,21
348,0.671,21.4
349,0.663,21.7
350,0.655,22.2
351,0.647,22.5
352,0.641,22.9
353,0.635,23.2
354,0.631,23.4
355,0.626,23.7
356,0.618,24.1
357,0.615,24.3
358,0.612,24.4
359,0.608,24.7
360,0.602,25
361,0.598,25.2
362,0.598,25.2
363,0.599,25.2
364,0.597,25.3
365,0.59,25.7
366,0.583,26.1
367,0.579,26.3
368,0.574,26.7
369,0.567,27.1
370,0.564,27.3
371,0.561,27.5
372,0.557,27.7
373,0.553,28
374,0.552,28
375,0.548,28.3
376,0.545,28.5
377,0.543,28.7
378,0.543,28.7
379,0.542,28.7
380,0.542,28.7
381,0.538,29
382,0.532,29.4
383,0.53,29.5
384,0.527,29.7
385,0.525,29.9
386,0.522,30
387,0.519,30.3
388,0.516,30.5
389,0.513,30.7
390,0.496,31.9
391,0.485,32.8
392,0.484,32.8
393,0.483,32.9
394,0.481,33
395,0.478,33.3
396,0.475,33.5
397,0.471,33.8
398,0.47,33.9
399,0.466,34.2
400,0.462,34.5
401,0.459,34.8
402,0.455,35.1
403,0.451,35.4
404,0.449,35.5
405,0.448,35.6
406,0.447,35.7
407,0.445,35.9
408,0.444,36
409,0.44,36.3
410,0.436,36.7
411,0.434,36.8
412,0.432,37
413,0.43,37.2
414,0.427,37.4
415,0.425,37.5
416,0.42,38
417,0.417,38.3
418,0.415,38.4
419,0.412,38.7
420,0.409,39
421,0.408,39.1
422,0.407,39.2
423,0.405,39.3
424,0.403,39.5
425,0.403,39.6
426,0.402,39.6
427,0.4,39.8
428,0.397,40.1
429,0.394,40.4
430,0.392,40.5
431,0.391,40.7
432,0.389,40.9
433,0.387,41.1
434,0.384,41.3
435,0.382,41.5
436,0.381,41.6
437,0.38,41.7
438,0.378,41.9
439,0.375,42.1
440,0.374,42.3
441,0.373,42.4
442,0.372,42.5
443,0.371,42.6
444,0.369,42.7
445,0.366,43
446,0.364,43.2
447,0.364,43.3
448,0.362,43.5
449,0.36,43.6
450,0.359,43.8
451,0.358,43.9
452,0.357,44
453,0.354,44.2
454,0.353,44.3
455,0.353,44.4
456,0.351,44.6
457,0.35,44.7
458,0.346,45.1
459,0.345,45.2
460,0.344,45.3
461,0.344,45.3
462,0.344,45.3
463,0.342,45.5
464,0.341,45.6
465,0.339,45.8
466,0.337,46
467,0.336,46.1
468,0.336,46.1
469,0.336,46.2
470,0.333,46.5
471,0.331,46.6
472,0.33,46.8
473,0.329,46.9
474,0.326,47.2
475,0.324,47.4
476,0.323,47.5
477,0.321,47.7
478,0.321,47.7
479,0.32,47.9
480,0.315,48.4
481,0.31,48.9
482,0.307,49.3
483,0.307,49.4
484,0.308,49.2
485,0.309,49.1
486,0.308,49.2
487,0.308,49.2
488,0.307,49.3
489,0.306,49.4
490,0.303,49.8
491,0.303,49.8
492,0.303,49.8
493,0.303,49.8
494,0.301,50
495,0.298,50.4
496,0.296,50.6
497,0.295,50.7
498,0.295,50.8
499,0.292,51.1
500,0.29,51.2
501,0.289,51.4
502,0.287,51.6
503,0.286,51.8
504,0.285,51.9
505,0.284,52
506,0.282,52.2
507,0.28,52.4
508,0.279,52.6
509,0.278,52.7
510,0.277,52.8
511,0.276,52.9
512,0.276,52.9
513,0.276,53
514,0.276,53
515,0.273,53.3
516,0.271,53.6
