S5,Unnamed: 1,Unnamed: 2
Default Batch 1,"Date : 27/04/2021, 12:58:03",
Wavelength (nm),ABS,%T
727,0.107,78.1
728,0.107,78.1
729,0.108,78
730,0.108,78
731,0.108,78
732,0.108,78
733,0.108,78
734,0.107,78.1
735,0.107,78.2
736,0.106,78.3
737,0.106,78.3
738,0.106,78.4
739,0.105,78.5
740,0.104,78.7
741,0.104,78.7
742,0.104,78.7
743,0.104,78.8
744,0.102,79
745,0.102,79.1
746,0.102,79.1
747,0.102,79.1
748,0.102,79.1
749,0.101,79.2
750,0.101,79.2
751,0.101,79.2
752,0.101,79.2
753,0.101,79.2
754,0.101,79.2
755,0.101,79.2
756,0.102,79.1
757,0.102,79
758,0.101,79.2
759,0.101,79.2
760,0.101,79.2
761,0.1,79.4
762,0.1,79.4
763,0.099,79.5
764,0.099,79.6
765,0.1,79.4
766,0.1,79.4
767,0.1,79.4
768,0.1,79.4
769,0.1,79.5
770,0.1,79.5
771,0.099,79.5
772,0.098,79.8
773,0.098,79.8
774,0.098,79.7
775,0.1,79.4
776,0.097,79.9
777,0.097,80
778,0.097,80
779,0.097,80
780,0.097,79.9
781,0.097,79.9
782,0.098,79.7
783,0.099,79.6
784,0.099,79.5
785,0.099,79.6
786,0.099,79.6
787,0.097,79.9
788,0.097,79.9
789,0.096,80.1
790,0.094,80.5
791,0.094,80.5
792,0.093,80.7
793,0.093,80.8
794,0.093,80.8
795,0.092,80.9
796,0.092,81
797,0.092,80.9
798,0.092,80.9
799,0.093,80.8
800,0.093,80.7
801,0.093,80.7
802,0.093,80.7
803,0.093,80.7
804,0.093,80.7
805,0.093,80.7
806,0.093,80.7
807,0.093,80.7
808,0.094,80.6
809,0.093,80.6
810,0.093,80.6
811,0.093,80.7
812,0.093,80.7
813,0.094,80.6
814,0.094,80.6
815,0.093,80.7
816,0.094,80.6
817,0.093,80.7
818,0.093,80.7
819,0.093,80.8
820,0.092,80.9
821,0.089,81.4
822,0.09,81.4
823,0.092,81
824,0.09,81.3
825,0.09,81.3
826,0.09,81.3
827,0.086,82
828,0.087,81.9
829,0.087,81.9
830,0.086,82
831,0.086,82
832,0.086,81.9
833,0.086,81.9
834,0.087,81.9
835,0.088,81.7
836,0.088,81.7
837,0.088,81.7
838,0.088,81.7
839,0.088,81.7
840,0.088,81.6
841,0.088,81.6
842,0.088,81.6
843,0.087,81.8
844,0.087,81.8
845,0.087,81.8
846,0.085,82.2
847,0.085,82.2
848,0.087,81.8
849,0.087,81.8
850,0.087,81.8
851,0.087,81.8
852,0.087,81.8
853,0.087,81.8
854,0.089,81.6
855,0.088,81.6
856,0.088,81.6
857,0.089,81.6
858,0.088,81.6
859,0.086,82
860,0.086,82.1
861,0.088,81.7
862,0.088,81.7
863,0.087,81.9
864,0.085,82.2
865,0.085,82.1
866,0.087,81.8
867,0.087,81.9
868,0.086,82
869,0.084,82.3
870,0.084,82.4
871,0.084,82.3
872,0.085,82.3
873,0.084,82.4
874,0.084,82.4
875,0.084,82.5
876,0.084,82.4
877,0.084,82.4
878,0.084,82.4
879,0.084,82.5
880,0.083,82.5
881,0.083,82.6
882,0.084,82.3
883,0.085,82.3
884,0.085,82.3
885,0.085,82.2
886,0.085,82.2
887,0.08,83.1
888,0.08,83.1
889,0.079,83.3
890,0.08,83.1
891,0.081,83.1
892,0.081,83
893,0.081,83
894,0.081,83
895,0.082,82.9
896,0.082,82.8
897,0.082,82.8
898,0.082,82.9
899,0.081,82.9
900,0.081,83
901,0.08,83.1
902,0.08,83.1
903,0.08,83.1
904,0.08,83.2
905,0.08,83.2
906,0.082,82.8
907,0.081,82.9
908,0.08,83.1
909,0.08,83.2
910,0.08,83.2
911,0.08,83.2
912,0.08,83.2
913,0.08,83.1
914,0.08,83.1
915,0.08,83.1
916,0.081,83
917,0.081,83.1
918,0.08,83.1
919,0.08,83.2
920,0.08,83.2
921,0.08,83.2
922,0.078,83.7
923,0.077,83.8
924,0.077,83.7
925,0.077,83.7
926,0.078,83.5
927,0.078,83.5
928,0.078,83.5
929,0.078,83.5
930,0.078,83.5
931,0.079,83.5
932,0.078,83.5
933,0.079,83.4
934,0.08,83.2
935,0.079,83.4
936,0.079,83.4
937,0.079,83.4
938,0.079,83.3
939,0.079,83.3
940,0.079,83.3
941,0.079,83.4
942,0.078,83.5
943,0.078,83.5
944,0.077,83.7
945,0.077,83.7
946,0.075,84
947,0.075,84
948,0.075,84
949,0.075,84.1
950,0.084,82.4
951,0.092,80.8
952,0.095,80.3
953,0.095,80.4
954,0.095,80.4
955,0.097,79.9
956,0.099,79.6
957,0.099,79.6
958,0.101,79.3
959,0.102,79
960,0.104,78.7
961,0.104,78.6
962,0.104,78.6
963,0.105,78.4
964,0.107,78.2
965,0.108,78.1
966,0.109,77.7
967,0.112,77.3
968,0.114,76.9
969,0.115,76.7
970,0.117,76.4
971,0.116,76.6
972,0.116,76.6
973,0.114,76.9
974,0.112,77.3
975,0.11,77.6
976,0.11,77.6
977,0.11,77.6
978,0.11,77.7
979,0.106,78.3
980,0.106,78.4
981,0.099,79.6
982,0.097,79.9
983,0.094,80.5
984,0.094,80.5
985,0.094,80.5
986,0.098,79.7
987,0.106,78.4
988,0.108,78
989,0.108,77.9
990,0.108,77.9
991,0.108,77.9
992,0.109,77.8
993,0.108,78.1
994,0.101,79.3
995,0.096,80.2
996,0.089,81.5
997,0.088,81.6
998,0.088,81.6
999,0.088,81.6
1000.00,0.093,80.7
1001.00,0.098,79.8
1002.00,0.098,79.8
1003.00,0.098,79.8
1004.00,0.098,79.7
1005.00,0.099,79.6
1006.00,0.099,79.6
1007.00,0.099,79.6
1008.00,0.099,79.6
1009.00,0.099,79.6
1010.00,0.099,79.6
1011.00,0.098,79.8
1012.00,0.097,79.9
1013.00,0.097,79.9
1014.00,0.097,80
1015.00,0.096,80.1
1016.00,0.097,80
1017.00,0.096,80.1
1018.00,0.097,80
1019.00,0.098,79.8
1020.00,0.099,79.7
1021.00,0.099,79.5
1022.00,0.101,79.2
1023.00,0.103,78.8
1024.00,0.103,78.8
1025.00,0.103,78.8
1026.00,0.105,78.5
1027.00,0.106,78.4
1028.00,0.107,78.2
1029.00,0.106,78.4
1030.00,0.106,78.4
1031.00,0.108,78
1032.00,0.108,78
1033.00,0.108,78
1034.00,0.11,77.7
1035.00,0.111,77.4
1036.00,0.111,77.4
1037.00,0.111,77.4
1038.00,0.112,77.3
1039.00,0.115,76.7
1040.00,0.119,76
1041.00,0.12,75.9
1042.00,0.12,75.9
1043.00,0.117,76.4
1044.00,0.117,76.4
1045.00,0.117,76.4
1046.00,0.117,76.4
1047.00,0.119,76
1048.00,0.119,76
1049.00,0.118,76.2
1050.00,0.119,76
1051.00,0.119,76
1052.00,0.12,75.8
1053.00,0.121,75.8
1054.00,0.12,75.8
1055.00,0.121,75.7
1056.00,0.12,75.9
1057.00,0.122,75.4
1058.00,0.126,74.8
1059.00,0.129,74.3
1060.00,0.131,73.9
1061.00,0.133,73.7
1062.00,0.133,73.5
1063.00,0.135,73.2
1064.00,0.136,73.2
1065.00,0.136,73.1
1066.00,0.136,73.1
1067.00,0.136,73.2
1068.00,0.136,73.2
1069.00,0.136,73.1
1070.00,0.136,73
1071.00,0.14,72.4
1072.00,0.14,72.4
1073.00,0.14,72.4
1074.00,0.14,72.5
1075.00,0.14,72.5
1076.00,0.141,72.3
1077.00,0.142,72.1
1078.00,0.142,72
1079.00,0.142,72
1080.00,0.142,72.1
1081.00,0.142,72.1
1082.00,0.142,72
1083.00,0.148,71.2
1084.00,0.15,70.7
1085.00,0.15,70.7
1086.00,0.149,71
1087.00,0.148,71.1
1088.00,0.149,70.9
1089.00,0.149,70.9
1090.00,0.15,70.9
1091.00,0.15,70.8
1092.00,0.15,70.8
1093.00,0.149,71
1094.00,0.148,71.1
1095.00,0.149,71
1096.00,0.15,70.8
1097.00,0.152,70.5
1098.00,0.151,70.6
1099.00,0.153,70.4
1100.00,0.145,71.6
,,
,,
S5,,
Default Batch 2,"Date : 27/04/2021, 12:59:05",
Wavelength (nm),ABS,%T
190,1.508,3.1
191,1.571,2.7
192,1.604,2.5
193,1.623,2.4
194,1.646,2.3
195,1.655,2.2
196,1.663,2.2
197,1.666,2.2
198,1.673,2.1
199,1.674,2.1
200,1.674,2.1
201,1.663,2.2
202,1.649,2.2
203,1.638,2.3
204,1.625,2.4
205,1.608,2.5
206,1.581,2.6
207,1.549,2.8
208,1.511,3.1
209,1.47,3.4
210,1.42,3.8
211,1.37,4.3
212,1.315,4.8
213,1.263,5.5
214,1.211,6.2
215,1.192,6.4
216,1.16,6.9
217,1.114,7.7
218,1.062,8.7
219,1.017,9.6
220,0.973,10.6
221,0.932,11.7
222,0.898,12.6
223,0.853,14
224,0.822,15.1
225,0.799,15.9
226,0.782,16.5
227,0.768,17
228,0.757,17.5
229,0.755,17.6
230,0.76,17.4
231,0.764,17.2
232,0.771,17
233,0.776,16.7
234,0.785,16.4
235,0.795,16
236,0.808,15.5
237,0.82,15.1
238,0.833,14.7
239,0.843,14.4
240,0.851,14.1
241,0.853,14
242,0.853,14
243,0.854,14
244,0.855,14
245,0.852,14.1
246,0.836,14.6
247,0.818,15.2
248,0.801,15.8
249,0.789,16.3
250,0.775,16.8
251,0.749,17.8
252,0.723,18.9
253,0.697,20.1
254,0.674,21.2
255,0.653,22.3
256,0.629,23.5
257,0.603,24.9
258,0.579,26.4
259,0.558,27.7
260,0.542,28.7
261,0.533,29.3
262,0.524,29.9
263,0.518,30.3
264,0.51,30.9
265,0.5,31.6
266,0.491,32.3
267,0.483,32.9
268,0.478,33.2
269,0.474,33.5
270,0.47,33.9
271,0.464,34.3
272,0.461,34.6
273,0.462,34.6
274,0.462,34.5
275,0.462,34.5
276,0.46,34.7
277,0.458,34.8
278,0.457,34.9
279,0.456,35
280,0.454,35.2
281,0.45,35.5
282,0.449,35.5
283,0.449,35.6
284,0.449,35.6
285,0.446,35.8
286,0.444,35.9
287,0.444,36
288,0.443,36.1
289,0.441,36.2
290,0.438,36.5
291,0.435,36.7
292,0.435,36.7
293,0.434,36.8
294,0.432,37
295,0.429,37.2
296,0.428,37.3
297,0.428,37.3
298,0.426,37.5
299,0.426,37.5
300,0.426,37.5
301,0.426,37.5
302,0.422,37.9
303,0.416,38.3
304,0.416,38.3
305,0.416,38.3
306,0.413,38.6
307,0.409,39
308,0.407,39.1
309,0.405,39.3
310,0.404,39.5
311,0.403,39.6
312,0.4,39.8
313,0.397,40.1
314,0.394,40.3
315,0.394,40.4
316,0.394,40.3
317,0.394,40.4
318,0.391,40.7
319,0.387,41
320,0.386,41.1
321,0.384,41.3
322,0.379,41.8
323,0.375,42.2
324,0.374,42.3
325,0.374,42.2
326,0.375,42.2
327,0.374,42.2
328,0.374,42.3
329,0.371,42.6
330,0.367,42.9
331,0.364,43.3
332,0.361,43.6
333,0.361,43.6
334,0.361,43.6
335,0.36,43.6
336,0.358,43.9
337,0.354,44.2
338,0.352,44.4
339,0.351,44.6
340,0.35,44.7
341,0.347,45
342,0.343,45.4
343,0.341,45.6
344,0.34,45.7
345,0.341,45.6
346,0.342,45.5
347,0.341,45.6
348,0.34,45.7
349,0.338,45.9
350,0.335,46.3
351,0.333,46.5
352,0.33,46.8
353,0.33,46.8
354,0.329,46.9
355,0.328,47
356,0.325,47.3
357,0.325,47.3
358,0.325,47.3
359,0.326,47.3
360,0.323,47.5
361,0.322,47.7
362,0.322,47.6
363,0.325,47.3
364,0.325,47.3
365,0.323,47.5
366,0.321,47.7
367,0.321,47.7
368,0.32,47.9
369,0.318,48
370,0.318,48.1
371,0.318,48.1
372,0.318,48.1
373,0.318,48.1
374,0.317,48.1
375,0.317,48.2
376,0.317,48.1
377,0.318,48.1
378,0.32,47.9
379,0.321,47.7
380,0.322,47.6
381,0.323,47.6
382,0.322,47.7
383,0.322,47.7
384,0.322,47.7
385,0.321,47.8
386,0.321,47.7
387,0.322,47.7
388,0.322,47.7
389,0.322,47.7
390,0.31,49
391,0.303,49.8
392,0.301,50
393,0.301,50
394,0.301,50
395,0.301,50.1
396,0.3,50.1
397,0.299,50.2
398,0.298,50.3
399,0.298,50.3
400,0.297,50.5
401,0.296,50.5
402,0.296,50.6
403,0.296,50.6
404,0.295,50.8
405,0.294,50.9
406,0.293,50.9
407,0.293,50.9
408,0.293,51
409,0.292,51
410,0.291,51.2
411,0.291,51.2
412,0.29,51.3
413,0.289,51.5
414,0.288,51.5
415,0.287,51.6
416,0.287,51.7
417,0.287,51.7
418,0.286,51.7
419,0.285,51.8
420,0.284,52
421,0.283,52.1
422,0.283,52.1
423,0.282,52.2
424,0.282,52.2
425,0.282,52.2
426,0.282,52.3
427,0.282,52.3
428,0.281,52.3
429,0.28,52.4
430,0.28,52.5
431,0.279,52.6
432,0.278,52.8
433,0.277,52.9
434,0.277,52.9
435,0.276,52.9
436,0.276,53
437,0.276,53
438,0.274,53.2
439,0.274,53.2
440,0.274,53.2
441,0.274,53.3
442,0.273,53.4
443,0.273,53.4
444,0.272,53.4
445,0.271,53.5
446,0.271,53.6
447,0.271,53.6
448,0.27,53.7
449,0.269,53.9
450,0.267,54.1
451,0.266,54.1
452,0.266,54.2
453,0.266,54.2
454,0.265,54.3
455,0.265,54.3
456,0.264,54.4
457,0.263,54.6
458,0.262,54.7
459,0.261,54.8
460,0.261,54.8
461,0.26,54.9
462,0.259,55.1
463,0.258,55.2
464,0.258,55.2
465,0.257,55.3
466,0.257,55.4
467,0.255,55.6
468,0.255,55.6
469,0.255,55.6
470,0.253,55.9
471,0.252,56
472,0.251,56.2
473,0.25,56.2
474,0.249,56.4
475,0.247,56.6
476,0.246,56.7
477,0.246,56.8
478,0.244,57
479,0.243,57.1
480,0.241,57.4
481,0.238,57.9
482,0.237,57.9
483,0.236,58
484,0.236,58
485,0.236,58.1
486,0.235,58.2
487,0.234,58.3
488,0.234,58.3
489,0.232,58.7
490,0.231,58.8
491,0.231,58.8
492,0.231,58.8
493,0.228,59.1
494,0.226,59.4
495,0.224,59.7
496,0.223,59.8
497,0.223,59.8
498,0.222,59.9
499,0.22,60.2
500,0.22,60.2
501,0.219,60.4
502,0.217,60.7
503,0.214,61
504,0.214,61.1
505,0.213,61.2
506,0.212,61.4
507,0.21,61.6
508,0.209,61.8
509,0.208,61.9
510,0.208,61.9
511,0.208,62
512,0.207,62
513,0.207,62.1
514,0.206,62.2
515,0.205,62.3
516,0.203,62.6
517,0.203,62.7
518,0.203,62.7
519,0.203,62.7
520,0.203,62.7
521,0.201,62.9
522,0.2,63.1
523,0.198,63.4
524,0.196,63.7
525,0.194,64
526,0.193,64.1
527,0.193,64.1
528,0.193,64.1
529,0.194,63.9
530,0.195,63.8
531,0.195,63.9
532,0.193,64.1
533,0.193,64.1
534,0.193,64.1
535,0.192,64.2
536,0.192,64.3
537,0.19,64.6
538,0.188,64.8
539,0.188,64.8
540,0.188,64.9
541,0.187,65
542,0.188,64.9
543,0.189,64.8
544,0.188,64.8
545,0.188,64.9
546,0.188,64.9
547,0.187,65
548,0.186,65.1
549,0.185,65.3
550,0.184,65.5
551,0.182,65.7
552,0.181,65.8
553,0.18,66
554,0.181,66
555,0.18,66
556,0.18,66.1
557,0.179,66.3
558,0.177,66.5
559,0.177,66.5
560,0.177,66.6
561,0.177,66.6
562,0.177,66.5
563,0.177,66.6
564,0.176,66.6
565,0.176,66.7
566,0.175,66.8
567,0.175,66.9
568,0.175,66.9
569,0.174,66.9
570,0.174,67.1
571,0.173,67.1
572,0.172,67.2
573,0.172,67.2
574,0.172,67.3
575,0.172,67.3
576,0.172,67.3
577,0.171,67.4
578,0.171,67.4
579,0.171,67.5
580,0.17,67.6
581,0.169,67.8
582,0.167,68.1
583,0.166,68.2
584,0.166,68.2
585,0.166,68.3
586,0.165,68.4
587,0.164,68.6
588,0.164,68.6
589,0.163,68.7
590,0.163,68.8
591,0.162,68.8
592,0.161,69
593,0.16,69.1
594,0.159,69.4
595,0.158,69.4
596,0.158,69.5
597,0.158,69.5
598,0.158,69.5
599,0.158,69.5
600,0.158,69.5
601,0.157,69.7
602,0.154,70.1
603,0.153,70.3
604,0.153,70.3
605,0.153,70.3
606,0.153,70.3
607,0.153,70.3
608,0.152,70.4
609,0.151,70.6
610,0.15,70.7
611,0.151,70.6
612,0.151,70.6
613,0.151,70.6
614,0.151,70.6
615,0.15,70.9
616,0.149,71
617,0.148,71
618,0.148,71.1
619,0.147,71.3
620,0.146,71.4
621,0.146,71.4
622,0.145,71.5
623,0.144,71.7
624,0.143,71.9
625,0.142,72.2
626,0.142,72.2
627,0.142,72.2
628,0.142,72.2
629,0.142,72.2
630,0.141,72.2
631,0.141,72.3
632,0.14,72.5
633,0.139,72.5
634,0.139,72.6
635,0.139,72.7
636,0.139,72.7
637,0.138,72.7
638,0.137,72.9
639,0.137,72.9
640,0.136,73.1
641,0.136,73.2
642,0.135,73.3
643,0.134,73.5
644,0.133,73.6
645,0.133,73.6
646,0.132,73.8
647,0.132,73.8
648,0.131,73.9
649,0.131,73.9
650,0.131,74
651,0.131,74
