wavelength,Tim Quartz Clear,Tim Quartz Dark
457,0.302,0.70975
458,0.3005,0.70875
459,0.298,0.7065
460,0.297,0.7057499999999999
461,0.29825,0.7092499999999999
462,0.3025,0.7137499999999999
463,0.30325,0.715
464,0.30325,0.715
465,0.302,0.7142499999999999
466,0.30125,0.7142499999999999
467,0.30024999999999996,0.7142499999999999
468,0.30025,0.71475
469,0.30025,0.7152499999999999
470,0.30075,0.716
471,0.3005,0.7164999999999999
472,0.3005,0.7175
473,0.29975,0.7172499999999999
474,0.2995,0.7172499999999999
475,0.29924999999999996,0.7175
476,0.299,0.7175
477,0.2975,0.7170000000000001
478,0.29724999999999996,0.71675
479,0.2965,0.71675
480,0.296,0.71675
481,0.29425,0.714
482,0.28974999999999995,0.71
483,0.2855,0.706
484,0.28250000000000003,0.70475
485,0.2885,0.71375
486,0.2955,0.72125
487,0.294,0.7194999999999999
488,0.29124999999999995,0.718
489,0.2925,0.7215
490,0.29374999999999996,0.722
491,0.29075,0.7184999999999999
492,0.29,0.7190000000000001
493,0.29625,0.727
494,0.29974999999999996,0.73025
495,0.29924999999999996,0.73025
496,0.29724999999999996,0.72825
497,0.296,0.72775
498,0.29675,0.72825
499,0.29774999999999996,0.7302500000000001
500,0.29825,0.73075
501,0.29825,0.7309999999999999
502,0.29724999999999996,0.73075
503,0.296,0.72975
504,0.295,0.72875
505,0.29425,0.72875
506,0.29375,0.7284999999999999
507,0.29225,0.72725
508,0.291,0.7264999999999999
509,0.29,0.726
510,0.2895,0.72575
511,0.2885,0.72575
512,0.2885,0.72625
513,0.2885,0.727
514,0.289,0.72725
515,0.28825,0.727
516,0.28724999999999995,0.726
517,0.28524999999999995,0.7247499999999999
518,0.28524999999999995,0.7255
519,0.288,0.7302500000000001
520,0.29,0.7315
521,0.29,0.73125
522,0.28874999999999995,0.73
523,0.28674999999999995,0.72825
524,0.28374999999999995,0.725
525,0.28099999999999997,0.72425
526,0.2805,0.7235
527,0.27825,0.72275
528,0.2775,0.7229999999999999
529,0.2875,0.733
530,0.2925,0.73725
531,0.29075,0.7342500000000001
532,0.286,0.72975
533,0.28574999999999995,0.7315
534,0.2905,0.73575
535,0.28924999999999995,0.7355
536,0.28774999999999995,0.73375
537,0.2885,0.7344999999999999
538,0.288,0.7334999999999999
539,0.28425,0.72825
540,0.28025,0.7235
541,0.28075000000000006,0.724
542,0.28675,0.73175
543,0.29025,0.735
544,0.29175,0.73575
545,0.29074999999999995,0.73525
546,0.289,0.7335
547,0.28975,0.7334999999999999
548,0.29174999999999995,0.734
549,0.29225,0.734
550,0.2905,0.732
551,0.28774999999999995,0.73
552,0.28625,0.7285
553,0.28674999999999995,0.7285
554,0.288,0.72925
555,0.288,0.729
556,0.287,0.72825
557,0.2865,0.72725
558,0.286,0.726
559,0.285,0.72425
560,0.2705,0.716
561,0.262,0.711
562,0.2605,0.71
563,0.259,0.709
564,0.25825,0.706
565,0.25675000000000003,0.7037499999999999
566,0.25725,0.7034999999999999
567,0.259,0.7044999999999999
568,0.25875000000000004,0.704
569,0.2585,0.70275
570,0.25775000000000003,0.7004999999999999
571,0.25675000000000003,0.69875
572,0.2565,0.69775
573,0.25775000000000003,0.6985
574,0.25775000000000003,0.6982499999999999
575,0.258,0.6982499999999999
576,0.2585,0.6984999999999999
577,0.25975000000000004,0.6984999999999999
578,0.26,0.6980000000000001
579,0.26025,0.69675
580,0.25975000000000004,0.6945
581,0.2595,0.69275
582,0.2595,0.69175
583,0.2585,0.69
584,0.25825,0.68775
585,0.258,0.68625
586,0.2575,0.68475
587,0.25675000000000003,0.6827500000000001
588,0.25575000000000003,0.681
589,0.25525,0.6795
590,0.25525,0.67825
591,0.2555,0.6775000000000001
592,0.256,0.67625
593,0.25475000000000003,0.67325
594,0.2545,0.6697500000000001
595,0.25275000000000003,0.667
596,0.2525,0.6655
597,0.25275000000000003,0.66525
598,0.255,0.6655
599,0.2565,0.6665000000000001
600,0.2565,0.66475
601,0.2555,0.6607500000000001
602,0.25275000000000003,0.65575
603,0.25,0.6515
604,0.24975,0.6505000000000001
605,0.25075000000000003,0.6505000000000001
606,0.25325,0.65225
607,0.25425,0.6515
608,0.2535,0.648
609,0.2515,0.64425
610,0.25175000000000003,0.64375
611,0.254,0.6445000000000001
612,0.255,0.6445000000000001
613,0.255,0.64275
614,0.25475000000000003,0.63975
615,0.2545,0.6367499999999999
616,0.2535,0.634
617,0.253,0.63225
618,0.25275000000000003,0.63
619,0.25275000000000003,0.62725
620,0.252,0.625
621,0.252,0.62275
622,0.2515,0.62
623,0.25075000000000003,0.6174999999999999
624,0.2495,0.6142500000000001
625,0.24875,0.611
626,0.24775,0.60825
627,0.2475,0.608
628,0.24825,0.608
629,0.25,0.60725
630,0.25,0.60425
631,0.25,0.6022500000000001
632,0.24975,0.59925
633,0.2495,0.5957499999999999
634,0.249,0.593
635,0.249,0.5925
636,0.249,0.591
637,0.24925,0.5892499999999999
638,0.24925,0.5864999999999999
639,0.24925,0.5852499999999999
640,0.249,0.5822499999999999
641,0.249,0.5802499999999999
642,0.249,0.577
643,0.24825,0.57475
644,0.24825,0.57175
645,0.2475,0.5692499999999999
646,0.24675,0.5672499999999999
647,0.2465,0.56575
648,0.24625,0.5625
649,0.246,0.5595000000000001
650,0.24575,0.5565
651,0.24525,0.5537500000000001
652,0.245,0.55225
653,0.245,0.55025
654,0.24525,0.5487500000000001
655,0.24525,0.5465
656,0.245,0.5435
657,0.2435,0.5387500000000001
658,0.24225,0.53525
659,0.2405,0.53175
660,0.24025,0.53025
661,0.24325,0.53075
662,0.24575,0.532
663,0.2465,0.531
664,0.2465,0.52875
665,0.246,0.52575
666,0.245,0.522
667,0.244,0.5195000000000001
668,0.2435,0.516
669,0.24275,0.51325
670,0.24225,0.511
671,0.24225,0.51025
672,0.24275,0.5085
673,0.243,0.50575
674,0.243,0.50325
675,0.2425,0.5015000000000001
676,0.24225,0.498
677,0.24175,0.49524999999999997
678,0.241,0.4915
679,0.24,0.488
680,0.239,0.48425
681,0.239,0.48375
682,0.24,0.48349999999999993
683,0.2415,0.48324999999999996
684,0.24175,0.48249999999999993
685,0.24225,0.4805
686,0.24225,0.478
687,0.24225,0.475
688,0.2415,0.47225
689,0.24125,0.471
690,0.24075,0.46825
691,0.24075,0.46525000000000005
692,0.2405,0.46325
693,0.2405,0.461
694,0.24025,0.45875000000000005
695,0.23925,0.45575
696,0.238,0.452
697,0.236,0.447
698,0.23374999999999999,0.44225
699,0.2325,0.44
700,0.23325,0.44075
701,0.23775,0.444
702,0.242,0.446
703,0.2425,0.4455
704,0.24175,0.443
705,0.2415,0.43925000000000003
706,0.24,0.4365
707,0.23925,0.43375
708,0.23875,0.431
709,0.2385,0.42824999999999996
710,0.23825,0.42675
711,0.238,0.425
712,0.23775,0.4235
713,0.23775,0.4225
714,0.23775,0.42024999999999996
715,0.2375,0.4175
716,0.23775,0.41574999999999995
717,0.23825,0.4155
718,0.23925,0.41575
719,0.241,0.41624999999999995
720,0.2415,0.416
721,0.2415,0.414
722,0.24125,0.41275
723,0.24125,0.41024999999999995
724,0.2405,0.4085
725,0.23975,0.40675
726,0.23775,0.404
727,0.23575,0.40175000000000005
728,0.23374999999999999,0.398
729,0.2325,0.396
730,0.232,0.39325
731,0.231,0.3895
732,0.23,0.38675000000000004
733,0.22925,0.385
734,0.22925,0.38375000000000004
735,0.2305,0.38325
736,0.232,0.383
737,0.23275,0.382
738,0.23374999999999999,0.38
739,0.23374999999999999,0.378
740,0.23374999999999999,0.37525000000000003
741,0.23275,0.37250000000000005
742,0.2325,0.372
743,0.23275,0.371
744,0.233,0.36975
745,0.233,0.3675
746,0.233,0.365
747,0.23275,0.363
748,0.2325,0.36175
749,0.23225,0.3605
750,0.23225,0.35825
751,0.232,0.35724999999999996
752,0.23175,0.35624999999999996
753,0.23175,0.35575
754,0.23175,0.355
755,0.2315,0.354
756,0.23125,0.35275
757,0.2315,0.35224999999999995
758,0.2315,0.349
759,0.231,0.34824999999999995
760,0.23075,0.348
761,0.23075,0.345
762,0.2305,0.34400000000000003
763,0.2295,0.3405
764,0.22625,0.33425
765,0.223,0.33
766,0.223,0.32975
767,0.23,0.334
768,0.233,0.33675000000000005
769,0.23325,0.337
770,0.23375,0.3365
771,0.23175,0.3355
772,0.232,0.3345
773,0.232,0.332
774,0.2325,0.332
775,0.2315,0.3305
776,0.23075,0.32825000000000004
777,0.23,0.32775000000000004
778,0.23,0.3275
779,0.22975,0.32425
780,0.22925,0.32325000000000004
781,0.2285,0.32125
782,0.2285,0.3205
783,0.2275,0.31925000000000003
784,0.2275,0.315
785,0.22725,0.31425000000000003
786,0.22825,0.31375000000000003
787,0.22975,0.3135
788,0.23475,0.316
789,0.2375,0.31825000000000003
790,0.24,0.32025000000000003
791,0.2425,0.3235
792,0.24375,0.326
793,0.24475,0.3265
794,0.24425,0.3255
795,0.241,0.32225000000000004
796,0.2365,0.3165
797,0.232,0.3105
798,0.22775,0.3055
799,0.2245,0.3015
800,0.2235,0.298
801,0.22275,0.2945
802,0.2215,0.29124999999999995
803,0.22025,0.28875
804,0.21925,0.28574999999999995
805,0.2185,0.285
806,0.2175,0.28274999999999995
807,0.21675,0.281
808,0.21675,0.28
809,0.217,0.2795
810,0.217,0.27875000000000005
811,0.2165,0.278
812,0.2165,0.27775000000000005
813,0.21675,0.2775
814,0.2165,0.27675000000000005
815,0.217,0.27525
816,0.2165,0.275
817,0.216,0.27475000000000005
818,0.2155,0.27275000000000005
819,0.21475,0.26975000000000005
820,0.214,0.26825
821,0.21175,0.2625
822,0.20575,0.2525
823,0.195,0.23875
824,0.19025000000000003,0.23299999999999998
825,0.1895,0.23575
826,0.20675,0.25625
827,0.22775,0.27825
828,0.232,0.28025
829,0.22125,0.2675
830,0.21725,0.265
831,0.225,0.2765
832,0.2355,0.28625
833,0.23775,0.28175
834,0.226,0.26825
835,0.21325,0.25275000000000003
836,0.207,0.249
837,0.211,0.2575
838,0.22325,0.272
839,0.23225,0.2795
840,0.23324999999999999,0.27825
841,0.23,0.27075000000000005
842,0.22275,0.26425
843,0.22025,0.262
844,0.2215,0.26225
845,0.22425,0.264
846,0.22425,0.2655
847,0.2235,0.2645
848,0.223,0.26425
849,0.22275,0.2625
850,0.2225,0.2615
851,0.221,0.25975000000000004
852,0.2205,0.2565
853,0.2195,0.2565
854,0.21925,0.2545
855,0.21975,0.25325
856,0.21975,0.2535
857,0.2185,0.253
858,0.21775,0.253
859,0.21825,0.2535
860,0.217,0.25275000000000003
861,0.216,0.25075000000000003
862,0.2155,0.25025
863,0.2155,0.24725
864,0.21525,0.24425
865,0.215,0.244
866,0.21425,0.244
867,0.21375,0.24375
868,0.2135,0.24325
869,0.21325,0.24325
870,0.213,0.24275
871,0.212,0.2415
872,0.2115,0.24075
873,0.21125,0.2395
874,0.20975,0.23875
875,0.2095,0.2375
876,0.20875,0.23725
877,0.20875,0.23675
878,0.2085,0.23525
879,0.20725,0.23225
880,0.205,0.22625
881,0.198,0.2185
882,0.1865,0.20450000000000002
883,0.17824999999999996,0.197
884,0.1755,0.197
885,0.18324999999999997,0.216
886,0.21375,0.24425
887,0.23625,0.26675000000000004
888,0.24275,0.26825
889,0.23675,0.2605
890,0.22975,0.25325
891,0.22575,0.24725
892,0.2215,0.2435
893,0.2195,0.2405
894,0.21575,0.23775
895,0.211,0.231
896,0.203,0.21825
897,0.1935,0.2165
898,0.1945,0.21925
899,0.21,0.23275
900,0.2235,0.24725
901,0.22925,0.249
902,0.2275,0.2455
903,0.22225,0.24
904,0.21425,0.23075
905,0.19874999999999998,0.21225
906,0.1935,0.20375
907,0.19225000000000003,0.2075
908,0.20525,0.22875
909,0.2275,0.24925
910,0.23725,0.2545
911,0.23225,0.24825
912,0.2245,0.24075
913,0.218,0.2335
914,0.2125,0.2275
915,0.2065,0.22125
916,0.197,0.21125
917,0.1845,0.2025
918,0.1835,0.19774999999999998
919,0.18624999999999997,0.20625
920,0.20725,0.23075
921,0.2295,0.25125
922,0.23725,0.255
923,0.23325,0.247
924,0.2265,0.24075
925,0.2235,0.23825
926,0.22175,0.2375
927,0.219,0.23575
928,0.21775,0.2335
929,0.2155,0.2325
930,0.21525,0.22975
931,0.21225,0.228
932,0.211,0.2245
933,0.21025,0.2235
934,0.20975,0.2235
935,0.2095,0.223
936,0.209,0.222
937,0.205,0.219
938,0.19975000000000004,0.21275
939,0.19624999999999998,0.2085
940,0.19625000000000004,0.2075
941,0.1975,0.209
942,0.20325,0.21625
943,0.208,0.21925
944,0.20975,0.22075
945,0.2095,0.22075
946,0.2075,0.2195
947,0.206,0.218
948,0.2055,0.218
949,0.20575,0.21825
950,0.2145,0.23675
951,0.22475,0.25325
952,0.22675,0.2585
953,0.2295,0.2595
954,0.235,0.26825
955,0.24275,0.279
956,0.248,0.285
957,0.25025,0.28825
958,0.25125,0.29
959,0.2505,0.2915
960,0.24975,0.2925
961,0.2485,0.293
962,0.248,0.2935
963,0.24725,0.29474999999999996
964,0.2465,0.295
965,0.246,0.296
966,0.2455,0.29824999999999996
967,0.24425,0.29974999999999996
968,0.2435,0.30274999999999996
969,0.24075,0.3075
970,0.2375,0.3115
971,0.238,0.31625000000000003
972,0.23825,0.31825000000000003
973,0.242,0.3175
974,0.2425,0.315
975,0.24425,0.31224999999999997
976,0.24525,0.3105
977,0.24525,0.3105
978,0.242,0.30724999999999997
979,0.2375,0.29874999999999996
980,0.22375,0.277
981,0.20500000000000002,0.257
982,0.202,0.237
983,0.2075,0.24925
984,0.24625,0.28375
985,0.2745,0.30975
986,0.287,0.3185
987,0.28025,0.32175000000000004
988,0.26725,0.32225000000000004
989,0.26025,0.32025000000000003
990,0.25325,0.311
991,0.246,0.3
992,0.2415,0.29074999999999995
993,0.23450000000000001,0.27525
994,0.21175,0.24425
995,0.199,0.2225
996,0.1985,0.22375
997,0.22575,0.25525
998,0.262,0.28674999999999995
999,0.28025,0.2965
1000.00,0.2815,0.301
1001.00,0.27125,0.30125
1002.00,0.26075000000000004,0.30025
1003.00,0.2545,0.297
1004.00,0.25175000000000003,0.295
1005.00,0.24725,0.292
1006.00,0.247,0.2915
1007.00,0.247,0.2915
1008.00,0.24675,0.2905
1009.00,0.24675,0.291
1010.00,0.2445,0.29075
1011.00,0.244,0.28875
1012.00,0.24075,0.28524999999999995
1013.00,0.237,0.27975
1014.00,0.23675,0.2785
1015.00,0.23825,0.28075
1016.00,0.24425,0.2875
1017.00,0.25,0.291
1018.00,0.2505,0.29574999999999996
1019.00,0.251,0.29924999999999996
1020.00,0.25125,0.30275
1021.00,0.25125,0.306
1022.00,0.2515,0.308
1023.00,0.253,0.31175
1024.00,0.2525,0.3135
1025.00,0.2535,0.31675000000000003
1026.00,0.25325,0.31875000000000003
1027.00,0.2535,0.32
1028.00,0.25375000000000003,0.3225
1029.00,0.25425,0.32575000000000004
1030.00,0.25475000000000003,0.32725
1031.00,0.25525,0.3285
1032.00,0.2555,0.32925
1033.00,0.2575,0.3305
1034.00,0.2575,0.3335
1035.00,0.2575,0.33525000000000005
1036.00,0.25775000000000003,0.33825
1037.00,0.25825,0.3425
1038.00,0.2585,0.34625
1039.00,0.26,0.35624999999999996
1040.00,0.26175000000000004,0.36024999999999996
1041.00,0.26475000000000004,0.36324999999999996
1042.00,0.26725,0.365
1043.00,0.2685,0.36824999999999997
1044.00,0.2695,0.36849999999999994
1045.00,0.26975000000000005,0.37024999999999997
1046.00,0.272,0.3735
1047.00,0.27475000000000005,0.37675000000000003
1048.00,0.275,0.37775000000000003
1049.00,0.275,0.37725
1050.00,0.2745,0.378
1051.00,0.274,0.37925000000000003
1052.00,0.27425,0.37950000000000006
1053.00,0.2745,0.381
1054.00,0.27325,0.383
1055.00,0.274,0.39425
1056.00,0.276,0.40325000000000005
1057.00,0.279,0.41100000000000003
1058.00,0.28075,0.42475
1059.00,0.281,0.4435
1060.00,0.28175,0.45725
1061.00,0.28474999999999995,0.46799999999999997
1062.00,0.29074999999999995,0.47675
1063.00,0.297,0.47950000000000004
1064.00,0.3,0.47775
1065.00,0.301,0.47724999999999995
1066.00,0.30174999999999996,0.47775
1067.00,0.30024999999999996,0.47775
1068.00,0.2995,0.478
1069.00,0.2995,0.48050000000000004
1070.00,0.30024999999999996,0.48950000000000005
1071.00,0.301,0.4925
1072.00,0.30525,0.49774999999999997
1073.00,0.3065,0.49850000000000005
1074.00,0.30774999999999997,0.5005
1075.00,0.31,0.507
1076.00,0.30974999999999997,0.51025
1077.00,0.31024999999999997,0.5122500000000001
1078.00,0.3115,0.516
1079.00,0.31224999999999997,0.516
1080.00,0.314,0.5182500000000001
1081.00,0.31575,0.51925
1082.00,0.3165,0.52075
1083.00,0.31675000000000003,0.52375
1084.00,0.31825000000000003,0.526
1085.00,0.3155,0.5255
1086.00,0.30674999999999997,0.51875
1087.00,0.30975,0.52525
1088.00,0.32225,0.5327500000000001
1089.00,0.334,0.5455000000000001
1090.00,0.3355,0.5609999999999999
1091.00,0.3365,0.56525
1092.00,0.3355,0.567
1093.00,0.33575000000000005,0.56575
1094.00,0.33625,0.56525
1095.00,0.3365,0.5645
1096.00,0.34175,0.5699999999999998
1097.00,0.3445,0.57425
1098.00,0.34525,0.5747499999999999
1099.00,0.351,0.5912499999999999
1100.00,0.2095,0.22975
