Wavelength,PreheatTrans,PostheatTrans,Irrad1Trans,Irrad2Trans,Irrad3Trans,Irrad4Trans,Irrad5Trans,Irrad6Trans,Irrad7Trans,Irrad8Trans,Irrad9Trans,Irrad10Trans,Irrad11Trans,Irrad12Trans,Irrad13Trans,Irrad14Trans,Irrad15Trans
430,33.8,34.2,26.92,26.92,27.78,28.43,26.95,27.775,27.58,25.2,25.2,26.23,25.08,22.75,22.25,22.2,22.88
431,33.85,34.2,27.06,27.06,27.83,28.5,27.03,27.875,27.7,25.3,25.3,26.33,25.2,22.9,22.3,22.25,22.95
432,33.9,34.28,27.2,27.2,27.95,28.63,27.28,28.075,27.74,25.4,25.4,26.5,25.3,23.08,22.35,22.33,23
433,33.93,34.3,27.3,27.3,28.08,28.78,27.38,28.15,27.88,25.48,25.48,26.6,25.43,23.13,22.48,22.45,23.15
434,33.93,34.35,27.38,27.38,28.15,28.9,27.43,28.275,28,25.63,25.63,26.75,25.53,23.2,22.6,22.55,23.2
435,33.95,34.4,27.44,27.44,28.28,28.98,27.53,28.325,28.16,25.7,25.7,26.83,25.63,23.3,22.75,22.63,23.33
436,34.03,34.43,27.58,27.58,28.33,29.08,27.58,28.475,28.24,25.78,25.78,26.93,25.75,23.35,22.8,22.65,23.45
437,34.05,34.43,27.68,27.68,28.48,29.23,27.65,28.6,28.36,25.9,25.9,27.03,25.88,23.45,22.85,22.8,23.5
438,34.1,34.5,27.76,27.76,28.55,29.33,27.8,28.7,28.44,26,26,27.13,25.98,23.55,22.95,22.9,23.53
439,34.15,34.6,27.92,27.92,28.7,29.45,27.93,28.825,28.56,26.08,26.08,27.25,26.1,23.6,23,23.03,23.68
440,34.23,34.6,28.02,28.02,28.8,29.6,28.08,28.925,28.66,26.18,26.18,27.38,26.28,23.68,23.08,23.15,23.8
441,34.28,34.7,28.1,28.1,28.9,29.68,28.15,29.025,28.78,26.28,26.28,27.48,26.35,23.85,23.2,23.2,23.88
442,34.28,34.68,28.22,28.22,29.03,29.75,28.2,29.075,28.86,26.38,26.38,27.53,26.35,23.88,23.25,23.23,23.93
443,34.28,34.68,28.32,28.32,29.03,29.78,28.3,29.175,28.9,26.45,26.45,27.55,26.48,23.9,23.38,23.25,23.98
444,34.3,34.75,28.42,28.42,29.15,29.95,28.4,29.25,29.02,26.5,26.5,27.63,26.53,24.05,23.43,23.33,24.05
445,34.4,34.78,28.5,28.5,29.25,30.13,28.53,29.4,29.12,26.6,26.6,27.78,26.6,24.13,23.48,23.4,24.15
446,34.53,34.88,28.64,28.64,29.35,30.2,28.65,29.5,29.26,26.65,26.65,27.9,26.75,24.2,23.55,23.55,24.28
447,34.58,34.9,28.72,28.72,29.48,30.38,28.75,29.575,29.36,26.75,26.75,28.03,26.93,24.3,23.6,23.63,24.35
448,34.6,34.93,28.82,28.82,29.58,30.43,28.75,29.65,29.42,26.8,26.8,28.05,26.95,24.33,23.65,23.68,24.45
449,34.65,34.93,28.9,28.9,29.65,30.45,28.85,29.7,29.48,26.93,26.93,28.1,26.95,24.4,23.83,23.73,24.45
450,34.68,34.93,29,29,29.7,30.5,28.93,29.825,29.58,26.98,26.98,28.15,27.05,24.48,23.88,23.78,24.5
451,34.75,34.98,29.1,29.1,29.8,30.73,29.05,29.95,29.64,27.05,27.05,28.28,27.1,24.5,23.95,23.85,24.6
452,34.78,35.05,29.16,29.16,29.93,30.75,29.13,30.05,29.74,27.23,27.23,28.45,27.25,24.53,24,23.95,24.63
453,34.85,35.05,29.26,29.26,29.98,30.83,29.25,30.1,29.84,27.28,27.28,28.48,27.33,24.58,24.08,24,24.78
454,34.88,35.08,29.32,29.32,30.13,30.85,29.25,30.125,29.92,27.35,27.35,28.53,27.35,24.68,24.13,24.08,24.8
455,34.95,35.1,29.38,29.38,30.23,31,29.3,30.175,30.06,27.4,27.4,28.6,27.45,24.75,24.15,24.13,24.8
456,35.03,35.18,29.52,29.52,30.35,31.2,29.48,30.35,30.12,27.58,27.58,28.73,27.6,24.9,24.28,24.18,24.95
457,35.15,35.33,29.7,29.7,30.48,31.4,29.65,30.55,30.3,27.73,27.73,28.88,27.75,25,24.38,24.35,25.05
458,35.25,35.55,29.9,29.9,30.65,31.63,29.83,30.725,30.52,27.83,27.83,29.03,27.93,25.1,24.5,24.55,25.25
459,35.35,35.65,30.04,30.04,30.78,31.78,29.98,30.9,30.66,27.98,27.98,29.18,28.05,25.25,24.63,24.7,25.33
460,35.35,35.7,30.1,30.1,30.83,31.83,30,30.95,30.7,28,28,29.25,28.05,25.28,24.65,24.7,25.33
461,35.35,35.58,30.1,30.1,30.9,31.78,30,30.95,30.66,27.98,27.98,29.23,28.05,25.28,24.65,24.68,25.35
462,35.35,35.55,30.14,30.14,30.95,31.8,30,30.95,30.66,28.03,28.03,29.18,28.05,25.35,24.68,24.65,25.38
463,35.4,35.58,30.2,30.2,31.05,31.93,30.13,30.95,30.74,28.13,28.13,29.23,28.15,25.35,24.75,24.73,25.45
464,35.5,35.58,30.32,30.32,31.2,32.03,30.18,31.05,30.96,28.2,28.2,29.43,28.23,25.48,24.83,24.83,25.53
465,35.6,35.7,30.46,30.46,31.3,32.15,30.38,31.2,30.98,28.33,28.33,29.5,28.25,25.5,24.93,24.85,25.63
466,35.65,35.85,30.56,30.56,31.35,32.28,30.43,31.325,31.06,28.4,28.4,29.6,28.43,25.58,24.98,24.93,25.7
467,35.65,35.88,30.64,30.64,31.45,32.33,30.53,31.4,31.16,28.5,28.5,29.68,28.48,25.63,25.08,24.98,25.73
468,35.73,35.88,30.68,30.68,31.5,32.4,30.53,31.475,31.24,28.6,28.6,29.73,28.58,25.68,25.15,24.98,25.78
469,35.75,35.88,30.78,30.78,31.55,32.43,30.7,31.6,31.32,28.6,28.6,29.73,28.6,25.7,25.2,25.03,25.83
470,35.75,36.03,30.86,30.86,31.68,32.65,30.8,31.65,31.42,28.68,28.68,29.88,28.68,25.8,25.28,25.2,25.9
471,35.95,36.08,30.98,30.98,31.85,32.75,30.88,31.7,31.56,28.83,28.83,29.98,28.8,25.9,25.33,25.28,25.98
472,36.05,36.13,31.18,31.18,32.08,32.85,31.05,31.85,31.6,28.93,28.93,30.03,28.9,25.98,25.43,25.33,26.05
473,36.08,36.25,31.28,31.28,32.15,33.03,31.13,31.95,31.7,29.03,29.03,30.15,29.03,26.13,25.5,25.43,26.18
474,36.25,36.35,31.36,31.36,32.2,33.13,31.28,32.1,31.8,29.13,29.13,30.23,29.08,26.18,25.58,25.53,26.28
475,36.35,36.45,31.52,31.52,32.3,33.28,31.4,32.2,31.82,29.23,29.23,30.3,29.18,26.25,25.63,25.63,26.3
476,36.45,36.5,31.68,31.68,32.45,33.38,31.53,32.25,32.06,29.33,29.33,30.4,29.3,26.38,25.73,25.73,26.38
477,36.5,36.65,31.82,31.82,32.6,33.53,31.65,32.375,32.14,29.43,29.43,30.58,29.38,26.43,25.8,25.88,26.5
478,36.63,36.75,31.92,31.92,32.73,33.68,31.83,32.525,32.26,29.55,29.55,30.63,29.45,26.53,25.88,25.93,26.53
479,36.83,36.78,32,32,32.88,33.83,31.98,32.675,32.44,29.75,29.75,30.75,29.6,26.6,25.98,26,26.68
480,37,37,32.24,32.24,33.03,34.05,32.13,32.925,32.56,29.85,29.85,30.9,29.8,26.73,26.1,26.13,26.8
481,37.35,37.3,32.48,32.48,33.35,34.38,32.45,33.225,32.92,30.15,30.15,31.2,30.08,27,26.33,26.35,27.03
482,37.73,37.75,32.86,32.86,33.65,34.78,32.83,33.6,33.26,30.4,30.4,31.55,30.45,27.25,26.58,26.68,27.35
483,37.88,37.95,33.08,33.08,33.83,35,33,33.825,33.42,30.55,30.55,31.78,30.58,27.43,26.68,26.9,27.45
484,37.73,37.85,32.98,32.98,33.68,34.85,32.9,33.7,33.34,30.43,30.43,31.7,30.43,27.33,26.53,26.83,27.33
485,37.45,37.45,32.84,32.84,33.55,34.53,32.6,33.35,33.04,30.33,30.33,31.4,30.2,27.1,26.43,26.55,27.2
486,37.45,37.35,32.8,32.8,33.6,34.5,32.63,33.325,33,30.33,30.33,31.35,30.18,27.15,26.45,26.53,27.23
487,37.58,37.48,32.92,32.92,33.73,34.65,32.8,33.45,33.16,30.48,30.48,31.45,30.25,27.2,26.5,26.6,27.33
488,37.58,37.53,32.94,32.94,33.75,34.68,32.8,33.45,33.22,30.5,30.5,31.45,30.25,27.23,26.5,26.63,27.33
489,37.58,37.53,32.96,32.96,33.78,34.73,32.8,33.45,33.22,30.53,30.53,31.48,30.25,27.25,26.58,26.63,27.35
490,37.8,37.6,33.2,33.2,34,34.88,33,33.65,33.34,30.73,30.73,31.6,30.48,27.4,26.78,26.73,27.48
491,37.98,37.88,33.36,33.36,34.15,35.1,33.2,33.85,33.54,30.88,30.88,31.8,30.65,27.53,26.83,26.83,27.6
492,37.88,37.83,33.38,33.38,34.15,35.03,33.2,33.8,33.5,30.85,30.85,31.75,30.58,27.5,26.8,26.83,27.53
493,37.8,37.7,33.38,33.38,34.2,34.98,33.18,33.75,33.4,30.88,30.88,31.68,30.48,27.5,26.83,26.8,27.48
494,37.83,37.73,33.52,33.52,34.33,35.05,33.2,33.775,33.5,30.98,30.98,31.73,30.58,27.63,27.03,26.85,27.5
495,38.03,38,33.72,33.72,34.58,35.4,33.45,34.1,33.76,31.23,31.23,31.88,30.7,27.83,27.1,27.1,27.7
496,38.25,38.25,34,34,34.78,35.58,33.58,34.35,33.96,31.3,31.3,32.1,30.95,27.93,27.18,27.23,27.9
497,38.38,38.28,34.02,34.02,34.83,35.63,33.7,34.35,34,31.38,31.38,32.23,31.05,27.95,27.23,27.28,27.9
498,38.43,38.3,34.06,34.06,34.98,35.63,33.7,34.375,34.02,31.43,31.43,32.23,31.08,28,27.25,27.33,27.9
499,38.48,38.3,34.2,34.2,35.03,35.7,33.8,34.45,34.06,31.5,31.5,32.35,31.15,28.05,27.25,27.35,27.98
500,38.6,38.45,34.3,34.3,35.2,35.8,33.85,34.575,34.16,31.63,31.63,32.3,31.2,28.08,27.33,27.38,28.03
501,38.73,38.48,34.44,34.44,35.3,35.93,34.08,34.625,34.26,31.75,31.75,32.48,31.33,28.13,27.43,27.43,28.13
502,38.88,38.65,34.54,34.54,35.43,36.18,34.23,34.85,34.44,31.88,31.88,32.58,31.4,28.25,27.55,27.6,28.2
503,39.08,38.83,34.7,34.7,35.58,36.33,34.35,34.975,34.58,31.95,31.95,32.73,31.58,28.3,27.58,27.68,28.33
504,39.2,38.93,34.72,34.72,35.63,36.43,34.4,35.025,34.66,32.03,32.03,32.78,31.6,28.38,27.58,27.73,28.43
505,39.25,39,34.8,34.8,35.78,36.53,34.48,35.075,34.74,32.05,32.05,32.78,31.73,28.43,27.68,27.8,28.45
506,39.38,39.1,34.96,34.96,35.88,36.68,34.6,35.2,34.86,32.13,32.13,32.9,31.8,28.58,27.75,27.85,28.53
507,39.55,39.23,35.12,35.12,35.95,36.8,34.75,35.3,35,32.3,32.3,33.03,31.95,28.68,27.83,27.95,28.63
508,39.73,39.35,35.22,35.22,36.15,36.9,34.9,35.45,35.14,32.43,32.43,33.18,32.1,28.78,27.9,28.05,28.7
509,39.8,39.5,35.36,35.36,36.25,37,35.03,35.55,35.2,32.45,32.45,33.25,32.13,28.83,27.98,28.15,28.78
510,39.85,39.63,35.44,35.44,36.33,37.1,35.08,35.65,35.32,32.55,32.55,33.28,32.23,28.9,28.03,28.23,28.85
511,39.9,39.65,35.48,35.48,36.4,37.2,35.2,35.7,35.36,32.58,32.58,33.4,32.23,29,28.1,28.25,28.88
512,39.95,39.65,35.52,35.52,36.45,37.23,35.23,35.7,35.4,32.6,32.6,33.4,32.28,29,28.1,28.28,28.93
513,40.03,39.68,35.54,35.54,36.53,37.23,35.25,35.725,35.4,32.7,32.7,33.43,32.33,29,28.15,28.28,28.93
514,40.13,39.75,35.66,35.66,36.68,37.35,35.35,35.825,35.5,32.78,32.78,33.48,32.35,29.1,28.23,28.33,28.95
515,40.33,40,35.88,35.88,36.8,37.5,35.58,36.05,35.66,32.95,32.95,33.65,32.55,29.2,28.35,28.5,29.13
516,40.48,40.18,36.06,36.06,37.03,37.78,35.75,36.225,35.88,33.13,33.13,33.73,32.75,29.33,28.5,28.63,29.28
517,40.65,40.33,36.1,36.1,37.05,37.88,35.83,36.275,35.94,33.15,33.15,33.83,32.8,29.4,28.53,28.7,29.33
518,40.6,40.28,36.1,36.1,37.05,37.8,35.83,36.225,35.9,33.15,33.15,33.83,32.78,29.38,28.53,28.7,29.3
519,40.58,40.23,36.06,36.06,37.05,37.7,35.8,36.15,35.82,33.15,33.15,33.8,32.75,29.38,28.5,28.65,29.28
520,40.55,40.23,36.04,36.04,37.1,37.75,35.8,36.15,35.84,33.2,33.2,33.8,32.68,29.38,28.53,28.68,29.3
521,40.7,40.35,36.22,36.22,37.28,37.9,35.95,36.275,35.94,33.25,33.25,33.83,32.8,29.45,28.53,28.73,29.38
522,40.85,40.58,36.46,36.46,37.45,38.08,36.18,36.45,36.12,33.4,33.4,34.05,32.95,29.58,28.65,28.85,29.53
523,41.15,40.93,36.7,36.7,37.68,38.38,36.4,36.75,36.36,33.58,33.58,34.28,33.15,29.78,28.85,29.08,29.63
524,41.38,41.1,36.82,36.82,37.75,38.53,36.53,36.975,36.5,33.7,33.7,34.43,33.35,29.98,28.95,29.2,29.83
525,41.58,41.28,37.06,37.06,37.98,38.78,36.73,37.1,36.66,33.88,33.88,34.53,33.48,30.05,29.08,29.3,29.9
526,41.8,41.45,37.22,37.22,38.2,39.03,36.9,37.275,36.8,34.08,34.08,34.68,33.6,30.13,29.18,29.38,30.05
527,41.8,41.53,37.26,37.26,38.28,39.08,36.9,37.225,36.82,34.1,34.1,34.7,33.65,30.18,29.18,29.4,30.08
528,41.73,41.35,37,37,38.13,38.75,36.63,37.025,36.58,33.95,33.95,34.55,33.38,30.13,29.03,29.33,29.9
529,41.33,40.88,36.78,36.78,37.98,38.33,36.35,36.65,36.3,33.8,33.8,34.28,33.05,29.98,28.93,29.03,29.73
530,41.35,40.75,36.8,36.8,37.95,38.3,36.38,36.65,36.34,33.8,33.8,34.18,33.05,29.95,28.93,29,29.73
531,41.73,41.1,37.16,37.16,38.08,38.65,36.58,36.85,36.5,34.03,34.03,34.38,33.28,30.05,29.13,29.28,29.98
532,41.8,41.25,37.22,37.22,38.23,38.85,36.68,37,36.62,34.13,34.13,34.45,33.38,30.1,29.15,29.3,30.03
533,41.78,41.28,37.22,37.22,38.23,38.83,36.68,36.95,36.58,34.1,34.1,34.48,33.38,30.1,29.15,29.28,30.03
534,41.78,41.25,37.26,37.26,38.23,38.75,36.7,36.9,36.56,34.1,34.1,34.45,33.38,30.15,29.15,29.28,29.95
535,41.83,41.28,37.34,37.34,38.23,38.83,36.78,37.025,36.6,34.15,34.15,34.5,33.45,30.23,29.23,29.33,30.03
536,41.88,41.43,37.38,37.38,38.23,38.95,36.83,37.1,36.68,34.18,34.18,34.53,33.48,30.28,29.33,29.35,30.08
537,42.08,41.53,37.5,37.5,38.53,39.1,36.93,37.15,36.74,34.18,34.18,34.63,33.55,30.3,29.35,29.43,30.1
538,42.4,41.83,37.7,37.7,38.85,39.33,37.28,37.4,36.96,34.4,34.4,34.93,33.7,30.53,29.58,29.63,30.33
539,42.73,42.28,38.04,38.04,39.18,39.6,37.58,37.775,37.3,34.63,34.63,35.25,34,30.73,29.75,29.9,30.58
540,42.88,42.43,38.14,38.14,39.15,39.83,37.68,37.775,37.36,34.68,34.68,35.33,34.13,30.75,29.8,29.95,30.63
541,42.6,42.18,38.08,38.08,39.13,39.63,37.48,37.725,37.22,34.55,34.55,35.13,34.03,30.68,29.73,29.85,30.53
542,42.33,41.93,37.88,37.88,38.85,39.2,37.15,37.45,36.9,34.43,34.43,34.9,33.8,30.58,29.6,29.65,30.3
543,42.3,41.8,37.82,37.82,38.78,39.15,37.08,37.225,36.76,34.45,34.45,34.8,33.7,30.43,29.58,29.55,30.3
544,42.35,41.93,37.86,37.86,38.88,39.23,37.15,37.3,36.76,34.43,34.43,34.8,33.8,30.48,29.6,29.68,30.35
545,42.53,42.15,37.96,37.96,38.98,39.33,37.33,37.5,36.94,34.45,34.45,34.88,33.83,30.53,29.65,29.78,30.5
546,42.73,42.28,38.12,38.12,39.03,39.45,37.45,37.5,37.1,34.53,34.53,34.95,33.93,30.63,29.75,29.85,30.5
547,42.75,42.25,38.12,38.12,39.08,39.45,37.45,37.5,37,34.6,34.6,35,33.93,30.65,29.73,29.85,30.53
548,42.73,42.25,38.1,38.1,39.08,39.45,37.43,37.475,36.96,34.63,34.63,34.88,33.93,30.68,29.75,29.78,30.53
549,42.85,42.35,38.22,38.22,39.18,39.6,37.48,37.5,37.08,34.7,34.7,34.93,34,30.78,29.78,29.83,30.6
550,43.05,42.6,38.34,38.34,39.35,39.7,37.63,37.625,37.14,34.8,34.8,35.2,34.1,30.88,29.9,30,30.73
551,43.2,42.78,38.56,38.56,39.53,39.9,37.83,37.775,37.3,34.9,34.9,35.23,34.3,30.93,29.98,30.08,30.85
552,43.28,42.98,38.62,38.62,39.58,39.98,37.83,37.85,37.3,34.93,34.93,35.23,34.3,30.98,30.03,30.15,30.93
553,43.33,42.98,38.62,38.62,39.65,39.98,37.83,37.8,37.3,34.9,34.9,35.2,34.3,30.98,30.03,30.15,30.88
554,43.33,42.98,38.62,38.62,39.65,39.95,37.83,37.75,37.3,34.9,34.9,35.23,34.3,31,30.03,30.15,30.88
555,43.4,43.03,38.7,38.7,39.7,40,37.9,37.75,37.3,34.9,34.9,35.25,34.35,31.05,30.1,30.2,30.95
556,43.48,43.13,38.74,38.74,39.75,40.1,37.95,37.775,37.34,34.95,34.95,35.3,34.38,31.13,30.15,30.25,30.98
557,43.6,43.25,38.84,38.84,39.85,40.15,38.03,37.825,37.38,35,35,35.33,34.43,31.13,30.23,30.28,31.03
558,43.78,43.4,38.9,38.9,39.9,40.2,38.1,37.85,37.38,35.05,35.05,35.38,34.48,31.25,30.28,30.33,31.05
559,43.93,43.5,39,39,40,40.3,38.1,37.925,37.44,35.1,35.1,35.4,34.53,31.25,30.28,30.38,31.15
560,44.55,44.05,39.34,39.34,40.4,40.65,38.55,38.15,37.64,35.23,35.23,35.63,34.73,31.48,30.58,30.68,31.38
561,44.75,44.2,39.52,39.52,40.7,40.8,38.85,38.25,37.68,35.35,35.35,35.7,34.75,31.75,30.8,30.9,31.48
562,44.9,44.28,39.6,39.6,40.8,40.9,38.95,38.325,37.72,35.38,35.38,35.73,34.83,31.83,30.88,31,31.58
563,45.1,44.55,39.68,39.68,40.98,41.08,39.1,38.4,37.82,35.43,35.43,35.83,34.9,31.93,31.03,31.18,31.65
564,45.28,44.78,39.84,39.84,41.08,41.28,39.25,38.45,37.88,35.48,35.48,35.9,34.98,31.98,31.08,31.23,31.73
565,45.35,44.83,39.96,39.96,41.08,41.23,39.23,38.45,37.88,35.48,35.48,35.88,35,32,31.1,31.25,31.75
566,45.33,44.73,39.96,39.96,41.03,41.13,39.2,38.35,37.68,35.48,35.48,35.78,35,32,31.1,31.23,31.78
567,45.35,44.68,39.94,39.94,41,41.03,39.15,38.3,37.66,35.48,35.48,35.73,34.98,31.98,31.05,31.2,31.73
568,45.4,44.73,39.98,39.98,41.05,41.03,39.18,38.275,37.66,35.48,35.48,35.68,34.98,31.98,31.1,31.2,31.73
569,45.5,44.95,40.06,40.06,41.1,41.13,39.23,38.3,37.66,35.48,35.48,35.75,35.03,32.03,31.13,31.25,31.78
570,45.65,45.08,40.08,40.08,41.18,41.2,39.3,38.3,37.68,35.48,35.48,35.83,35.05,32.08,31.18,31.3,31.8
571,45.75,45.13,40.1,40.1,41.18,41.2,39.33,38.275,37.74,35.48,35.48,35.8,35.1,32.08,31.18,31.4,31.8
572,45.75,45.13,40.12,40.12,41.18,41.15,39.28,38.2,37.66,35.45,35.45,35.8,35.13,32.08,31.2,31.35,31.8
573,45.75,45.1,40.12,40.12,41.13,41.15,39.23,38.075,37.62,35.4,35.4,35.68,35.03,32,31.15,31.33,31.8
574,45.75,45.1,40.14,40.14,41.13,41.1,39.2,38.075,37.58,35.38,35.38,35.65,35.03,31.98,31.13,31.28,31.8
575,45.73,45.1,40.08,40.08,41.1,41.05,39.2,38,37.42,35.33,35.33,35.58,35,31.98,31.13,31.28,31.8
576,45.7,45.08,40.06,40.06,41.05,40.95,39.18,37.9,37.34,35.25,35.25,35.5,34.93,31.98,31.13,31.23,31.8
577,45.7,45.03,40.06,40.06,41.03,40.9,39.05,37.825,37.28,35.25,35.25,35.38,34.88,31.98,31.15,31.23,31.75
578,45.73,45.1,40.08,40.08,41.03,40.88,39.05,37.8,37.26,35.15,35.15,35.38,34.88,31.95,31.15,31.23,31.8
579,45.93,45.2,40.1,40.1,41,40.88,39.05,37.8,37.22,35.13,35.13,35.4,34.85,31.98,31.2,31.25,31.8
580,46.08,45.4,40.16,40.16,41.05,40.95,39.05,37.8,37.22,35.13,35.13,35.4,34.9,31.98,31.2,31.28,31.83
581,46.13,45.43,40.26,40.26,41.15,41,39.08,37.75,37.22,35.08,35.08,35.43,34.93,32.05,31.2,31.3,31.83
582,46.3,45.53,40.28,40.28,41.15,41.03,39.1,37.725,37.22,35.08,35.08,35.4,34.98,32.08,31.2,31.3,31.88
583,46.4,45.6,40.38,40.38,41.18,41.05,39.1,37.7,37.22,35.1,35.1,35.4,35,32.1,31.28,31.33,31.93
584,46.4,45.7,40.38,40.38,41.2,41.08,39.13,37.7,37.2,35.1,35.1,35.43,35,32.13,31.28,31.38,31.98
585,46.55,45.78,40.4,40.4,41.28,41.13,39.18,37.65,37.2,35.05,35.05,35.38,35.08,32.15,31.28,31.43,31.98
586,46.68,45.95,40.42,40.42,41.28,41.15,39.18,37.65,37.2,35.03,35.03,35.4,35.08,32.18,31.3,31.45,32.05
587,46.78,46.13,40.44,40.44,41.28,41.15,39.2,37.625,37.22,35,35,35.4,35.13,32.23,31.33,31.5,32.1
588,46.85,46.15,40.46,40.46,41.3,41.2,39.23,37.6,37.22,34.98,34.98,35.45,35.15,32.25,31.38,31.53,32.13
589,46.9,46.18,40.52,40.52,41.33,41.18,39.23,37.475,37.12,34.95,34.95,35.38,35.13,32.28,31.4,31.55,32.13
590,46.93,46.2,40.54,40.54,41.3,41.18,39.2,37.45,37.06,34.9,34.9,35.35,35.13,32.25,31.4,31.55,32.13
591,46.93,46.2,40.54,40.54,41.33,41.18,39.13,37.375,37,34.88,34.88,35.33,35.15,32.25,31.4,31.55,32.13
592,47.03,46.3,40.56,40.56,41.33,41.18,39.15,37.35,36.98,34.83,34.83,35.3,35.15,32.25,31.43,31.55,32.13
593,47.23,46.48,40.64,40.64,41.35,41.2,39.23,37.35,36.98,34.83,34.83,35.3,35.2,32.25,31.45,31.65,32.2
594,47.35,46.6,40.7,40.7,41.45,41.3,39.33,37.325,36.98,34.83,34.83,35.33,35.25,32.35,31.48,31.68,32.3
595,47.53,46.7,40.72,40.72,41.48,41.3,39.33,37.35,37,34.83,34.83,35.38,35.3,32.38,31.58,31.73,32.33
596,47.53,46.78,40.72,40.72,41.4,41.25,39.28,37.35,36.92,34.75,34.75,35.38,35.25,32.38,31.58,31.7,32.33
597,47.45,46.7,40.64,40.64,41.25,41.08,39.18,37.125,36.74,34.63,34.63,35.35,35.18,32.38,31.48,31.6,32.28
598,47.28,46.45,40.46,40.46,41.18,41,39.03,36.95,36.62,34.55,34.55,35,35.03,32.3,31.43,31.58,32.25
599,47.3,46.45,40.46,40.46,41.15,40.93,38.93,36.9,36.56,34.53,34.53,35,35.03,32.28,31.4,31.55,32.25
600,47.45,46.55,40.54,40.54,41.2,40.98,38.98,36.9,36.56,34.53,34.53,35,35.05,32.3,31.48,31.63,32.25
601,47.68,46.85,40.68,40.68,41.3,41.1,39.03,36.95,36.56,34.53,34.53,35.1,35.18,32.35,31.63,31.73,32.35
602,47.9,47.15,40.8,40.8,41.45,41.25,39.18,36.95,36.68,34.53,34.53,35.13,35.3,32.45,31.65,31.83,32.4
603,48.05,47.23,40.84,40.84,41.55,41.3,39.23,37,36.72,34.55,34.55,35.18,35.38,32.5,31.73,31.88,32.48
604,48.05,47.23,40.76,40.76,41.5,41.28,39.23,36.95,36.74,34.5,34.5,35.18,35.3,32.5,31.7,31.88,32.48
605,48,47.2,40.76,40.76,41.3,41.13,39,36.7,36.52,34.43,34.43,35.13,35.23,32.38,31.63,31.88,32.4
606,47.9,46.95,40.7,40.7,41.28,41.03,38.93,36.575,36.3,34.38,34.38,35,35.1,32.3,31.6,31.8,32.4
607,47.93,47.03,40.7,40.7,41.18,40.98,38.93,36.55,36.26,34.35,34.35,34.93,35.03,32.35,31.63,31.8,32.4
608,48.08,47.1,40.7,40.7,41.25,41,38.95,36.55,36.3,34.35,34.35,34.9,35.18,32.43,31.63,31.83,32.45
609,48.08,47.23,40.7,40.7,41.25,41,38.95,36.525,36.34,34.33,34.33,34.9,35.18,32.45,31.63,31.85,32.45
610,48.08,47.23,40.64,40.64,41.25,40.93,38.93,36.425,36.26,34.28,34.28,34.9,35.13,32.43,31.6,31.85,32.45
611,48.03,47.13,40.62,40.62,41.2,40.78,38.8,36.225,36.06,34.18,34.18,34.73,35.08,32.4,31.6,31.78,32.45
612,48.1,47.18,40.56,40.56,41.1,40.75,38.73,36.175,35.98,34.18,34.18,34.63,35.08,32.4,31.6,31.75,32.45
613,48.13,47.23,40.56,40.56,41.1,40.73,38.73,36.15,35.98,34.15,34.15,34.63,35.08,32.4,31.58,31.75,32.48
614,48.2,47.35,40.56,40.56,41.1,40.75,38.73,36.1,35.96,34.08,34.08,34.6,35.08,32.4,31.63,31.8,32.48
615,48.3,47.5,40.56,40.56,41.1,40.75,38.73,36.1,35.96,34.08,34.08,34.6,35.08,32.4,31.65,31.85,32.5
616,48.35,47.58,40.58,40.58,41.13,40.75,38.75,36.075,35.92,34.05,34.05,34.6,35.1,32.45,31.65,31.9,32.55
617,48.43,47.65,40.64,40.64,41.15,40.75,38.75,36.05,35.88,34,34,34.6,35.1,32.45,31.7,31.95,32.58
618,48.45,47.7,40.66,40.66,41.2,40.78,38.75,36,35.88,33.95,33.95,34.58,35.1,32.45,31.68,31.95,32.63
619,48.55,47.8,40.66,40.66,41.2,40.78,38.75,35.95,35.86,33.93,33.93,34.6,35.1,32.5,31.73,31.98,32.65
620,48.65,47.85,40.66,40.66,41.2,40.78,38.75,35.9,35.82,33.93,33.93,34.6,35.13,32.5,31.75,31.98,32.68
621,48.8,47.9,40.66,40.66,41.18,40.8,38.75,35.875,35.82,33.88,33.88,34.58,35.15,32.5,31.78,32,32.73
622,48.9,48,40.72,40.72,41.18,40.83,38.75,35.875,35.82,33.88,33.88,34.55,35.18,32.55,31.8,32.05,32.78
623,49,48.13,40.76,40.76,41.18,40.83,38.8,35.85,35.8,33.85,33.85,34.55,35.18,32.6,31.83,32.1,32.85
624,49.13,48.3,40.82,40.82,41.25,40.85,38.8,35.825,35.78,33.85,33.85,34.55,35.25,32.6,31.9,32.18,32.85
625,49.23,48.35,40.88,40.88,41.25,40.9,38.85,35.825,35.78,33.83,33.83,34.38,35.33,32.63,31.93,32.25,32.93
626,49.23,48.4,40.88,40.88,41.25,40.88,38.83,35.725,35.76,33.75,33.75,34.55,35.33,32.65,31.93,32.25,32.95
627,49.23,48.38,40.82,40.82,41.23,40.78,38.73,35.6,35.64,33.7,33.7,34.45,35.3,32.65,31.9,32.25,32.95
628,49.2,48.33,40.8,40.8,41.15,40.73,38.6,35.475,35.54,33.68,33.68,34.4,35.23,32.63,31.9,32.25,32.9
629,49.2,48.3,40.7,40.7,41.08,40.68,38.58,35.4,35.46,33.63,33.63,34.35,35.23,32.68,31.93,32.25,32.9
