wavelength,blank,S6 Preheat,S6 Post Heat,S6 Irrad 1 1,S6 Irrad 1 2,S6 Irrad 1 3,S6 Irrad 1 4,S6 Irrad 1 5,S6 Irrad 1 6,S6 Irrad 1 7,S6 Irrad 1 8,S6 Irrad 1 9,S6 Irrad 1 10
428,97.9,31.33333333,27.475,22.975,22.575,22.45,23.65,23.55,23.175,22.675,22.3,22.725,22.375
429,98,31.33333333,27.475,23.1,22.7,22.475,23.775,23.625,23.325,22.75,22.425,22.825,22.525
430,97.9,31.3,27.5,23.15,22.8,22.55,23.825,23.725,23.375,22.9,22.525,22.925,22.6
431,97.9,31.3,27.55,23.325,22.9,22.65,23.9,23.8,23.475,23.025,22.6,23.1,22.675
432,97.9,31.33333333,27.625,23.45,23.025,22.725,24.05,23.9,23.55,23.075,22.75,23.15,22.775
433,97.7,31.33333333,27.7,23.525,23.075,22.8,24.225,24,23.65,23.15,22.9,23.25,22.925
434,97.8,31.4,27.7,23.6,23.125,22.875,24.3,24.1,23.75,23.275,22.925,23.35,23.025
435,98,31.43333333,27.75,23.675,23.2,22.95,24.375,24.2,23.825,23.375,23.025,23.475,23.125
436,98,31.43333333,27.775,23.775,23.325,23.05,24.5,24.325,23.95,23.5,23.15,23.525,23.2
437,97.9,31.46666667,27.85,23.875,23.475,23.175,24.55,24.425,24.1,23.6,23.275,23.725,23.325
438,97.9,31.56666667,27.95,23.975,23.525,23.275,24.675,24.55,24.2,23.725,23.375,23.8,23.45
439,98.1,31.6,27.975,24.075,23.675,23.35,24.85,24.675,24.325,23.85,23.525,23.925,23.525
440,98.1,31.63333333,28.075,24.125,23.75,23.475,24.925,24.775,24.4,23.975,23.625,24.025,23.725
441,98.1,31.66666667,28.125,24.2,23.775,23.525,25.025,24.8,24.5,24,23.65,24.075,23.725
442,98,31.6,28.125,24.25,23.8,23.525,25.05,24.875,24.55,24,23.675,24.125,23.75
443,98,31.6,28.15,24.325,23.875,23.65,25.15,24.975,24.6,24.075,23.775,24.2,23.825
444,98,31.66666667,28.25,24.425,24.05,23.775,25.225,25.025,24.7,24.2,23.9,24.275,23.925
445,97.9,31.7,28.325,24.575,24.175,23.9,25.35,25.2,24.85,24.375,24,24.4,24.025
446,98,31.8,28.35,24.675,24.275,23.975,25.475,25.325,25,24.5,24.1,24.525,24.175
447,98,31.8,28.35,24.75,24.3,24.075,25.55,25.375,25.025,24.575,24.175,24.625,24.2
448,98,31.8,28.35,24.825,24.325,24.1,25.625,25.425,25.05,24.6,24.2,24.625,24.25
449,98,31.8,28.375,24.875,24.375,24.175,25.7,25.525,25.1,24.65,24.25,24.725,24.375
450,98,31.8,28.45,24.95,24.475,24.25,25.75,25.625,25.2,24.725,24.375,24.825,24.4
451,98,31.9,28.5,25.075,24.575,24.375,25.85,25.7,25.3,24.8,24.475,24.925,24.525
452,98,31.9,28.525,25.15,24.725,24.45,25.975,25.825,25.4,24.9,24.6,24.975,24.575
453,98,31.9,28.525,25.2,24.75,24.525,26.025,25.875,25.5,24.95,24.6,25,24.7
454,98,31.9,28.525,25.275,24.8,24.6,26.125,25.925,25.55,25,24.65,25.1,24.725
455,98,31.9,28.65,25.4,24.925,24.7,26.275,26.075,25.7,25.175,24.8,25.175,24.825
456,98,32.03333333,28.8,25.525,25.075,24.825,26.425,26.225,25.8,25.3,24.975,25.325,24.975
457,98,32.13333333,28.95,25.675,25.25,24.975,26.6,26.425,25.975,25.525,25.15,25.5,25.175
458,98,32.36666667,29.1,25.9,25.425,25.15,26.75,26.6,26.2,25.7,25.35,25.65,25.375
459,98,32.43333333,29.225,25.975,25.55,25.275,26.9,26.725,26.3,25.8,25.45,25.75,25.5
460,98.1,32.4,29.2,25.975,25.55,25.275,26.9,26.725,26.3,25.8,25.4,25.75,25.475
461,98,32.3,29.125,25.95,25.525,25.275,26.875,26.725,26.3,25.75,25.3,25.725,25.425
462,98,32.33333333,29.1,25.95,25.55,25.325,26.875,26.75,26.3,25.775,25.35,25.75,25.4
463,97.9,32.36666667,29.15,26.075,25.6,25.45,26.975,26.9,26.375,25.85,25.475,25.825,25.475
464,97.9,32.4,29.2,26.225,25.7,25.5,27.15,27.025,26.575,25.975,25.6,25.975,25.65
465,97.9,32.5,29.3,26.3,25.875,25.625,27.275,27.175,26.7,26.075,25.7,26.05,25.8
466,97.8,32.56666667,29.325,26.375,25.925,25.725,27.325,27.25,26.775,26.175,25.825,26.125,25.85
467,97.8,32.6,29.375,26.45,26,25.825,27.425,27.325,26.9,26.25,25.9,26.2,25.85
468,97.8,32.66666667,29.4,26.5,26.025,25.875,27.45,27.35,26.9,26.325,25.9,26.275,25.875
469,97.8,32.7,29.5,26.575,26.125,25.95,27.55,27.45,27.025,26.4,26,26.35,25.975
470,97.8,32.76666667,29.6,26.725,26.2,26.125,27.7,27.6,27.175,26.475,26.125,26.475,26.075
471,97.8,32.86666667,29.75,26.875,26.325,26.225,27.85,27.7,27.375,26.6,26.275,26.6,26.25
472,97.8,33.06666667,29.85,26.95,26.5,26.35,27.95,27.9,27.45,26.7,26.35,26.725,26.4
473,97.9,33.2,29.95,27.05,26.6,26.45,28.05,27.975,27.575,26.875,26.45,26.8,26.5
474,97.9,33.2,29.975,27.2,26.65,26.55,28.225,28.075,27.675,26.975,26.55,26.9,26.6
475,97.9,33.33333333,30.075,27.375,26.825,26.675,28.4,28.225,27.8,27.1,26.65,27.025,26.725
476,97.9,33.46666667,30.275,27.525,26.875,26.775,28.55,28.35,27.975,27.2,26.85,27.15,26.9
477,97.9,33.56666667,30.35,27.6,27.025,26.85,28.675,28.5,28.15,27.375,27,27.25,27.025
478,97.9,33.63333333,30.475,27.7,27.15,27.025,28.775,28.6,28.275,27.5,27.1,27.375,27.1
479,97.9,33.83333333,30.6,27.925,27.275,27.125,28.9,28.8,28.35,27.675,27.225,27.55,27.225
480,97.9,34.1,30.95,28.15,27.475,27.4,29.275,29.125,28.625,28,27.5,27.8,27.475
481,98,34.53333333,31.35,28.525,27.875,27.75,29.65,29.525,29.1,28.4,27.925,28.2,27.9
482,97.9,34.86666667,31.8,28.95,28.25,28.05,30,29.95,29.5,28.8,28.275,28.525,28.3
483,98,34.9,31.85,29.025,28.3,28.1,30.125,30.05,29.6,28.85,28.35,28.6,28.425
484,98.1,34.63333333,31.475,28.75,28.025,27.95,29.825,29.725,29.25,28.525,28.025,28.35,28.075
485,98.1,34.4,31.225,28.55,27.9,27.85,29.65,29.525,29.1,28.3,27.825,28.175,27.85
486,98,34.46666667,31.325,28.625,28.025,27.95,29.8,29.7,29.2,28.45,27.925,28.3,27.95
487,98,34.56666667,31.4,28.725,28.125,28.05,29.9,29.85,29.3,28.5,27.975,28.375,28.05
488,98,34.56666667,31.4,28.75,28.125,28.05,29.9,29.825,29.3,28.5,28,28.4,28.025
489,98,34.63333333,31.5,28.775,28.2,28.15,30,29.875,29.4,28.575,28.025,28.475,28.05
490,97.9,34.9,31.775,29.05,28.475,28.425,30.3,30.125,29.675,28.85,28.4,28.725,28.375
491,97.9,34.96666667,31.9,29.15,28.575,28.45,30.4,30.225,29.75,28.95,28.425,28.8,28.5
492,97.9,34.86666667,31.675,29.075,28.4,28.45,30.325,30.15,29.575,28.775,28.275,28.7,28.325
493,97.9,34.8,31.65,29.05,28.45,28.475,30.3,30.15,29.45,28.8,28.275,28.7,28.3
494,97.9,35.03333333,31.85,29.2,28.65,28.65,30.45,30.4,29.7,28.975,28.5,28.825,28.525
495,97.8,35.26666667,32.175,29.475,28.85,28.9,30.75,30.7,30.05,29.25,28.8,29.125,28.75
496,97.8,35.4,32.3,29.625,28.975,29,30.9,30.875,30.35,29.375,28.875,29.275,28.95
497,97.8,35.46666667,32.35,29.675,29.025,29.1,31.05,30.925,30.4,29.4,28.875,29.275,28.95
498,97.8,35.53333333,32.375,29.75,29.05,29.15,31.05,30.975,30.45,29.45,28.9,29.275,28.95
499,97.8,35.6,32.45,29.85,29.125,29.225,31.2,31.075,30.575,29.5,28.975,29.35,29.025
500,97.8,35.7,32.65,29.95,29.3,29.4,31.35,31.225,30.7,29.625,29.125,29.45,29.125
501,97.8,35.86666667,32.8,30.15,29.45,29.5,31.525,31.4,30.85,29.75,29.25,29.6,29.35
502,97.8,36.03333333,33,30.35,29.6,29.625,31.675,31.6,31.075,29.95,29.425,29.725,29.475
503,97.8,36.13333333,33.1,30.475,29.75,29.75,31.875,31.8,31.2,30.075,29.525,29.85,29.65
504,97.8,36.2,33.25,30.575,29.85,29.85,31.925,31.9,31.325,30.2,29.65,29.975,29.75
505,97.8,36.33333333,33.35,30.7,29.95,29.95,32.075,32.025,31.425,30.3,29.725,30.1,29.85
506,97.8,36.56666667,33.525,30.9,30.1,30.1,32.275,32.175,31.625,30.45,29.925,30.225,30.025
507,97.9,36.7,33.725,31.1,30.25,30.25,32.5,32.35,31.825,30.625,30.1,30.4,30.15
508,97.9,36.83333333,33.85,31.225,30.375,30.4,32.6,32.525,31.975,30.75,30.225,30.525,30.3
509,97.9,36.9,33.95,31.325,30.5,30.5,32.75,32.65,32.05,30.825,30.275,30.65,30.425
510,97.8,37.03333333,34.05,31.425,30.6,30.6,32.825,32.725,32.15,30.95,30.325,30.7,30.45
511,97.8,37.13333333,34.1,31.475,30.625,30.675,32.9,32.825,32.225,31.05,30.425,30.775,30.55
512,97.8,37.13333333,34.125,31.475,30.7,30.75,32.975,32.85,32.225,31.05,30.45,30.775,30.575
513,97.7,37.2,34.2,31.575,30.8,30.8,33.025,32.925,32.325,31.125,30.525,30.825,30.65
514,97.8,37.4,34.4,31.775,30.925,30.975,33.2,33.1,32.525,31.25,30.7,31,30.825
515,97.8,37.7,34.7,32,31.1,31.15,33.45,33.375,32.775,31.475,30.9,31.2,31.025
516,97.8,37.86666667,34.825,32.175,31.25,31.325,33.625,33.6,32.975,31.675,31.1,31.35,31.225
517,97.9,37.9,34.875,32.175,31.3,31.35,33.675,33.625,33,31.775,31.125,31.425,31.25
518,97.9,37.9,34.8,32.15,31.275,31.325,33.6,33.55,32.925,31.7,31.05,31.35,31.175
519,97.8,37.76666667,34.825,32.075,31.25,31.325,33.55,33.5,32.925,31.65,31.05,31.35,31.15
520,97.8,37.8,34.875,32.15,31.35,31.425,33.625,33.625,32.95,31.725,31.075,31.475,31.15
521,97.8,38.06666667,35.05,32.375,31.525,31.6,33.875,33.85,33.225,31.95,31.275,31.575,31.4
522,97.8,38.4,35.375,32.625,31.775,31.825,34.2,34.125,33.525,32.2,31.525,31.85,31.65
523,97.8,38.66666667,35.7,32.925,31.975,32.025,34.5,34.475,33.8,32.45,31.725,32.075,31.975
524,97.7,38.86666667,35.925,33.125,32.15,32.2,34.7,34.675,34.1,32.6,31.875,32.325,32.125
525,97.9,39.16666667,36.2,33.3,32.3,32.425,34.825,34.85,34.225,32.775,32.125,32.5,32.275
526,97.9,39.23333333,36.25,33.5,32.475,32.575,35.1,35.025,34.4,32.9,32.325,32.6,32.45
527,97.9,39.2,36.225,33.375,32.45,32.45,34.975,34.9,34.35,32.8,32.2,32.475,32.4
528,97.8,38.66666667,35.675,33.025,32.05,32.2,34.525,34.45,33.9,32.325,31.75,32.25,31.9
529,97.8,38.43333333,35.375,32.825,31.875,32.075,34.325,34.25,33.575,32.175,31.6,32.1,31.65
530,97.8,38.66666667,35.725,33,32.125,32.275,34.475,34.425,33.85,32.475,31.775,32.275,31.9
531,97.7,39.03333333,36.125,33.275,32.325,32.5,34.9,34.8,34.175,32.7,32.05,32.425,32.225
532,97.7,39.1,36.175,33.275,32.4,32.5,35,34.85,34.25,32.7,32.025,32.45,32.25
533,97.7,39.06666667,36.075,33.275,32.4,32.5,34.925,34.8,34.15,32.675,32,32.45,32.15
534,97.8,39.1,36.1,33.275,32.45,32.6,34.95,34.9,34.2,32.7,32.025,32.5,32.175
535,97.8,39.2,36.325,33.375,32.6,32.75,35.15,35.025,34.275,32.9,32.125,32.675,32.25
536,97.7,39.23333333,36.375,33.45,32.6,32.825,35.15,35.125,34.325,32.95,32.2,32.7,32.35
537,97.7,39.53333333,36.55,33.65,32.875,33,35.275,35.325,34.5,33.1,32.4,32.9,32.45
538,97.6,39.86666667,37.075,34.05,33.175,33.375,35.775,35.65,35,33.475,32.85,33.275,32.9
539,97.6,40.33333333,37.5,34.4,33.525,33.6,36.15,36.05,35.45,33.8,33.125,33.525,33.275
540,97.6,40.3,37.5,34.375,33.475,33.525,36.175,36.075,35.45,33.8,33,33.425,33.125
541,97.6,40,37.05,34.125,33.175,33.325,35.9,35.775,35.075,33.425,32.675,33.2,32.75
542,97.6,39.8,36.8,33.85,32.975,33.225,35.6,35.575,34.875,33.25,32.475,32.975,32.55
543,97.7,39.8,36.85,33.85,33,33.225,35.575,35.55,34.875,33.225,32.475,32.975,32.575
544,97.7,39.9,37,34,33.1,33.375,35.775,35.65,34.925,33.325,32.65,33.075,32.75
545,97.7,40.13333333,37.225,34.25,33.3,33.45,35.9,35.825,35.6,33.5,32.825,33.175,32.925
546,97.7,40.2,37.225,34.3,33.35,33.45,36,35.875,35.375,33.55,32.825,33.175,32.975
547,97.7,40.16666667,37.225,34.275,33.35,33.45,35.975,35.875,35.325,33.5,32.775,33.225,32.95
548,97.6,40.13333333,37.3,34.275,33.35,33.5,35.975,35.875,35.3,33.55,32.825,33.275,32.975
549,97.6,40.33333333,37.575,34.45,33.525,33.675,36.1,36.05,35.45,33.625,33.05,33.5,33.125
550,97.6,40.63333333,37.825,34.675,33.725,33.875,36.375,36.35,35.65,33.9,33.175,33.625,33.325
551,97.7,40.83333333,38,34.825,33.9,34.025,36.6,36.425,35.825,34,33.325,33.75,33.425
552,97.7,40.93333333,38.025,34.825,33.925,34.1,36.65,36.5,35.9,34.025,33.325,33.775,33.5
553,97.8,40.93333333,38.05,34.825,33.925,34.1,36.65,36.5,35.875,34.025,33.35,33.775,33.45
554,97.8,41,38.15,34.925,34,34.15,36.7,36.55,35.9,34.05,33.375,33.825,33.525
555,97.8,41.1,38.35,35,34.1,34.2,36.75,36.65,35.95,34.125,33.4,33.925,33.6
556,97.9,41.26666667,38.475,35.1,34.175,34.375,36.9,36.75,36.1,34.25,33.45,34,33.675
557,98,41.36666667,38.6,35.15,34.275,34.475,36.975,36.875,36.175,34.275,33.55,34.125,33.775
558,97.9,41.53333333,38.775,35.375,34.375,34.575,37.1,37,36.325,34.425,33.625,34.175,33.85
559,97.9,41.7,38.95,35.475,34.425,34.625,37.2,37,36.4,34.5,33.75,34.225,33.95
560,97.9,42.23333333,39.325,35.825,34.75,34.975,37.675,37.425,36.825,34.8,33.95,34.6,34.2
561,98,42.46666667,39.475,36.05,34.9,35.15,37.9,37.75,37.05,35,34.2,34.825,34.3
562,98,42.6,39.625,36.175,35.05,35.3,38.075,37.9,37.175,35.15,34.3,35,34.4
563,98,42.96666667,39.8,36.375,35.25,35.45,38.3,38.125,37.4,35.3,34.5,35.15,34.625
564,97.9,43.03333333,39.925,36.525,35.35,35.55,38.35,38.2,37.5,35.375,34.55,35.275,34.725
565,98,43.06666667,40,36.575,35.325,35.575,38.35,38.175,37.5,35.375,34.55,35.225,34.625
566,98,43,40,36.5,35.3,35.55,38.325,38.1,37.4,35.325,34.475,35.15,34.6
567,98,43,40.075,36.475,35.3,35.55,38.275,38.1,37.35,35.3,34.45,35.15,34.575
568,98,43.13333333,40.225,36.6,35.325,35.65,38.35,38.25,37.4,35.35,34.5,35.2,34.65
569,98,43.4,40.4,36.775,35.5,35.75,38.55,38.275,37.625,35.5,34.625,35.325,34.75
570,98,43.46666667,40.45,36.825,35.525,35.8,38.55,38.325,37.65,35.525,34.675,35.375,34.75
571,97.9,43.46666667,40.5,36.875,35.5,35.8,38.575,38.3,37.675,35.525,34.625,35.35,34.725
572,98,43.46666667,40.5,36.85,35.5,35.8,38.525,38.25,37.575,35.5,34.575,35.325,34.7
573,98,43.43333333,40.5,36.8,35.5,35.775,38.45,38.225,37.55,35.5,34.55,35.275,34.675
574,98,43.43333333,40.5,36.8,35.5,35.75,38.475,38.2,37.525,35.45,34.55,35.25,34.675
575,98,43.43333333,40.5,36.8,35.425,35.75,38.475,38.2,37.475,35.4,34.5,35.2,34.625
576,98,43.4,40.5,36.7,35.4,35.725,38.4,38.125,37.375,35.35,34.475,35.175,34.55
577,98,43.43333333,40.6,36.7,35.4,35.725,38.4,38.1,37.375,35.325,34.475,35.2,34.525
578,97.9,43.5,40.65,36.75,35.4,35.75,38.4,38.1,37.425,35.35,34.45,35.2,34.575
579,97.9,43.63333333,40.775,36.825,35.4,35.775,38.45,38.2,37.475,35.4,34.475,35.225,34.625
580,98,43.8,40.925,36.925,35.5,35.875,38.525,38.275,37.575,35.45,34.525,35.25,34.675
581,98,43.93333333,41.05,37.025,35.575,35.925,38.575,38.3,37.6,35.475,34.55,35.325,34.725
582,98,44,41.2,37.075,35.625,35.925,38.675,38.3,37.675,35.525,34.6,35.375,34.725
583,98.1,44.1,41.275,37.15,35.675,36,38.75,38.45,37.75,35.6,34.6,35.4,34.75
584,98.2,44.16666667,41.375,37.25,35.725,36.05,38.75,38.475,37.825,35.65,34.65,35.4,34.825
585,98.2,44.3,41.525,37.325,35.8,36.1,38.85,38.5,37.85,35.675,34.7,35.475,34.825
586,98.2,44.5,41.675,37.4,35.875,36.175,38.85,38.575,37.95,35.7,34.75,35.475,34.925
587,98.1,44.56666667,41.825,37.4,35.925,36.2,38.95,38.675,38,35.75,34.825,35.575,35
588,98,44.6,41.85,37.475,35.95,36.225,38.975,38.7,38.025,35.775,34.8,35.575,35
589,98.1,44.7,41.875,37.5,35.95,36.225,38.975,38.675,38.025,35.775,34.8,35.575,34.95
590,98.1,44.7,41.9,37.475,35.95,36.2,38.975,38.675,38,35.725,34.8,35.575,34.95
591,98.1,44.76666667,41.925,37.5,35.925,36.25,38.975,38.675,38,35.75,34.8,35.575,34.95
592,98.1,44.9,42.15,37.6,36.025,36.25,39.025,38.75,38.05,35.8,34.825,35.65,35.05
593,98.1,45.1,42.325,37.675,36.1,36.375,39.1,38.825,38.225,35.925,34.925,35.725,35.15
594,98.1,45.2,42.5,37.8,36.225,36.425,39.225,38.875,38.25,35.975,35,35.775,35.225
595,98.1,45.26666667,42.6,37.8,36.25,36.45,39.25,38.925,38.3,36,35,35.8,35.25
596,98.2,45.23333333,42.55,37.775,36.2,36.425,39.2,38.85,38.25,35.875,34.875,35.7,35.2
597,98.1,45.03333333,42.425,37.55,36.025,36.275,39,38.575,37.95,35.725,34.7,35.55,34.95
598,98.1,44.96666667,42.4,37.425,35.925,36.25,38.9,38.45,37.85,35.675,34.625,35.45,34.825
599,98,45,42.45,37.55,35.95,36.25,38.925,38.475,37.875,35.8,34.65,35.475,34.825
600,98,45.3,42.7,37.625,36.05,36.375,39.075,38.625,37.975,35.85,34.825,35.6,34.95
601,98.1,45.6,42.875,37.925,36.2,36.475,39.3,38.85,38.25,36.05,35.025,35.75,35.175
602,98.1,45.83333333,43.225,38.075,36.375,36.675,39.5,39.05,38.425,36.125,35.075,35.875,35.35
603,98.2,45.93333333,43.275,38.125,36.4,36.675,39.525,39.1,38.475,36.125,35.075,35.95,35.375
604,98.1,45.83333333,43.225,38.025,36.3,36.575,39.5,39,38.35,36.075,35.05,35.825,35.3
605,98,45.63333333,43.075,37.825,36.225,36.475,39.275,38.725,38.125,35.825,34.9,35.65,35.05
606,98,45.53333333,43.025,37.775,36.15,36.425,39.1,38.625,38.025,35.725,34.775,35.625,35
607,98,45.7,43.1,37.9,36.15,36.5,39.1,38.675,38.075,35.775,34.8,35.625,35.05
608,98,45.83333333,43.325,37.975,36.25,36.5,39.225,38.85,38.175,35.875,34.875,35.625,35.125
609,98,45.86666667,43.325,37.975,36.25,36.5,39.225,38.85,38.175,35.85,34.85,35.625,35.1
610,98,45.83333333,43.3,37.925,36.15,36.45,39.125,38.725,38.175,35.75,34.7,35.55,34.9
611,98,45.73333333,43.2,37.8,36.075,36.325,39.05,38.525,38.025,35.675,34.675,35.525,34.775
612,97.9,45.76666667,43.225,37.775,36.05,36.325,39.025,38.55,38.025,35.675,34.7,35.525,34.775
613,98,45.9,43.325,37.8,36.075,36.375,39.025,38.55,38.025,35.7,34.7,35.55,34.8
614,98,46,43.45,37.875,36.125,36.375,39.075,38.6,38.025,35.725,34.7,35.55,34.85
615,98.1,46.13333333,43.6,37.9,36.15,36.4,39.1,38.625,38.1,35.8,34.75,35.575,34.9
616,98.1,46.26666667,43.725,37.95,36.175,36.425,39.1,38.625,38.1,35.8,34.775,35.575,34.95
617,98.1,46.33333333,43.775,38.025,36.225,36.5,39.175,38.675,38.1,35.825,34.775,35.6,34.975
618,98.1,46.4,43.875,38.025,36.275,36.5,39.175,38.7,38.15,35.825,34.825,35.6,35
619,98.2,46.5,43.95,38.05,36.275,36.5,39.2,38.7,38.15,35.85,34.825,35.625,35.05
620,98.2,46.53333333,44.025,38.075,36.275,36.525,39.2,38.7,38.175,35.85,34.85,35.625,35.05
621,98.1,46.6,44.125,38.175,36.3,36.525,39.225,38.725,38.175,35.85,34.85,35.675,35.05
622,98.2,46.7,44.225,38.2,36.35,36.6,39.275,38.775,38.275,35.925,34.85,35.675,35.1
623,98.2,46.86666667,44.4,38.275,36.375,36.65,39.375,38.825,38.35,36.025,34.9,35.725,35.175
624,98.2,47,44.55,38.375,36.45,36.7,39.375,38.9,38.425,36.05,34.95,35.775,35.225
625,98.2,47.1,44.7,38.4,36.5,36.7,39.425,38.95,38.475,36.075,35,35.8,35.25
626,98.2,47.1,44.65,38.4,36.475,36.7,39.4,38.925,38.4,36.025,34.95,35.725,35.25
627,98.2,47.06666667,44.525,38.3,36.375,36.65,39.35,38.8,38.325,35.975,34.85,35.7,35.1
628,98.2,47,44.5,38.15,36.35,36.575,39.25,38.725,38.225,35.875,34.8,35.7,35.025
629,98.1,47,44.5,38.15,36.35,36.575,39.25,38.65,38.2,35.85,34.8,35.65,35.025
630,98.1,47,44.575,38.2,36.35,36.575,39.25,38.65,38.2,35.85,34.8,35.675,35.025
631,98.1,47.2,44.725,38.275,36.375,36.575,39.25,38.7,38.225,35.9,34.825,35.7,35.05
632,98.1,47.3,44.825,38.3,36.375,36.625,39.3,38.75,38.3,36,34.875,35.7,35.1
633,98.1,47.33333333,44.9,38.3,36.475,36.7,39.325,38.775,38.3,36,34.9,35.7,35.15
634,98.1,47.36666667,44.9,38.325,36.475,36.65,39.325,38.775,38.35,36,34.875,35.7,35.125
635,98.2,47.4,44.925,38.325,36.45,36.675,39.325,38.75,38.3,35.975,34.85,35.7,35.1
636,98.2,47.4,44.95,38.325,36.45,36.675,39.325,38.75,38.3,35.95,34.825,35.675,35.075
637,98.2,47.5,45.05,38.325,36.475,36.675,39.325,38.75,38.3,35.95,34.825,35.675,35.075
638,98.2,47.53333333,45.125,38.325,36.475,36.675,39.325,38.775,38.3,35.925,34.825,35.675,35.075
639,98.2,47.6,45.175,38.325,36.475,36.675,39.325,38.775,38.325,35.95,34.825,35.675,35.1
640,98.2,47.76666667,45.325,38.375,36.5,36.75,39.35,38.8,38.375,35.95,34.85,35.675,35.125
641,98.3,47.86666667,45.425,38.425,36.55,36.775,39.4,38.8,38.4,36,34.9,35.675,35.2
642,98.3,47.9,45.45,38.5,36.55,36.775,39.45,38.85,38.4,36.025,34.925,35.725,35.225
643,98.3,47.96666667,45.6,38.575,36.55,36.825,39.45,38.85,38.425,36.025,34.95,35.825,35.25
644,98.4,48.06666667,45.675,38.6,36.6,36.85,39.475,38.9,38.475,36.075,35,35.825,35.25
645,98.3,48.1,45.775,38.625,36.65,36.9,39.525,38.95,38.475,36.125,35,35.825,35.275
646,98.3,48.16666667,45.85,38.625,36.65,36.9,39.525,38.95,38.55,36.125,35.05,35.875,35.325
647,98.3,48.26666667,45.925,38.675,36.675,36.975,39.525,38.975,38.575,36.225,35.05,35.9,35.35
648,98.3,48.26666667,46,38.75,36.7,36.975,39.625,38.975,38.625,36.225,35.075,35.9,35.375
649,98.3,48.36666667,46.05,38.775,36.75,36.975,39.625,39.025,38.65,36.275,35.15,35.925,35.375
650,98.3,48.4,46.175,38.775,36.775,37.025,39.7,39.075,38.675,36.275,35.15,35.925,35.425
651,98.3,48.46666667,46.225,38.775,36.8,37.05,39.725,39.1,38.725,36.275,35.15,35.925,35.45
652,98.4,48.53333333,46.225,38.775,36.8,37.05,39.725,39.1,38.725,36.275,35.15,35.925,35.45
653,98.4,48.53333333,46.225,38.825,36.8,37.05,39.725,39.125,38.725,36.275,35.15,35.95,35.45
654,98.4,48.56666667,46.325,38.825,36.8,37.075,39.725,39.125,38.725,36.275,35.15,36.025,35.45
655,98.4,48.73333333,46.45,38.9,36.875,37.125,39.8,39.2,38.75,36.35,35.2,36.05,35.55
656,98.4,48.9,46.625,38.975,36.925,37.2,39.925,39.325,38.925,36.45,35.3,36.125,35.625
657,98.4,49.1,46.825,39.15,37.05,37.325,40.025,39.45,39.05,36.575,35.4,36.25,35.75
658,98.4,49.13333333,46.95,39.225,37.15,37.375,40.075,39.5,39.125,36.65,35.45,36.25,35.8
659,98.4,49.13333333,46.95,39.15,37.15,37.375,40.075,39.5,39.1,36.65,35.425,36.275,35.8
660,98.4,49.03333333,46.775,39.05,37.075,37.35,40.025,39.4,39,36.575,35.35,36.175,35.7
661,98.4,48.9,46.6,38.95,37,37.275,39.925,39.275,38.875,36.5,35.275,36.15,35.6
662,98.3,48.83333333,46.6,38.875,36.975,37.25,39.9,39.225,38.825,36.45,35.25,36.15,35.525
663,98.3,48.83333333,46.625,38.925,36.975,37.25,39.9,39.25,38.825,36.475,35.25,36.15,35.55
664,98.3,49,46.725,38.95,37,37.3,39.925,39.325,38.9,36.525,35.325,36.2,35.625
665,98.3,49,46.85,39,37.05,37.35,39.975,39.35,39,36.575,35.375,36.2,35.7
666,98.3,49.16666667,47,39.125,37.125,37.45,40.1,39.475,39.1,36.65,35.475,36.325,35.75
667,98.3,49.23333333,47.075,39.225,37.2,37.55,40.2,39.55,39.2,36.75,35.525,36.375,35.9
668,98.3,49.3,47.175,39.25,37.3,37.575,40.25,39.625,39.25,36.775,35.625,36.45,35.975
669,98.4,49.36666667,47.225,39.275,37.3,37.575,40.25,39.7,39.275,36.825,35.625,36.45,35.975
670,98.4,49.36666667,47.25,39.275,37.325,37.6,40.275,39.7,39.275,36.825,35.65,36.45,35.975
671,98.4,49.43333333,47.275,39.275,37.35,37.625,40.325,39.7,39.275,36.875,35.65,36.525,36
672,98.3,49.43333333,47.3,39.3,37.35,37.675,40.35,39.775,39.325,36.95,35.725,36.525,36.075
673,98.3,49.43333333,47.3,39.35,37.375,37.75,40.375,39.775,39.375,37,35.775,36.625,36.1
674,98.3,49.5,47.425,39.425,37.4,37.8,40.475,39.825,39.45,37,35.85,36.675,36.15
675,98.3,49.6,47.5,39.5,37.5,37.875,40.575,39.95,39.525,37.1,35.9,36.7,36.225
676,98.3,49.7,47.575,39.625,37.55,37.925,40.625,40,39.625,37.15,35.975,36.775,36.325
677,98.3,49.83333333,47.75,39.7,37.625,38.025,40.7,40.125,39.75,37.275,36.1,36.9,36.425
678,98.3,49.96666667,47.9,39.725,37.725,38.1,40.875,40.225,39.875,37.4,36.225,37,36.55
679,98.3,50.03333333,48.025,39.775,37.8,38.15,40.95,40.325,39.95,37.5,36.275,37.075,36.625
680,98.3,50.03333333,48.025,39.825,37.8,38.2,40.975,40.325,40,37.5,36.275,37.125,36.625
681,98.3,50.03333333,47.975,39.825,37.8,38.225,40.95,40.325,39.975,37.5,36.275,37.125,36.65
682,98.3,49.96666667,47.9,39.825,37.8,38.225,40.925,40.325,39.95,37.525,36.275,37.1,36.6
683,98.3,49.93333333,47.9,39.775,37.8,38.2,40.925,40.325,39.875,37.55,36.275,37.075,36.55
