S8 Irrad 1,,
S8 Irrad 1 1,"Date : 22/07/2021, 12:14:01",
Wavelength (nm),ABS,%T
405.00,0.616,24.2
406.00,0.614,24.3
407.00,0.612,24.4
408.00,0.61,24.6
409.00,0.607,24.7
410.00,0.606,24.8
411.00,0.605,24.8
412.00,0.601,25
413.00,0.6,25.1
414.00,0.596,25.3
415.00,0.594,25.5
416.00,0.593,25.5
417.00,0.59,25.7
418.00,0.587,25.9
419.00,0.585,26
420.00,0.584,26.1
421.00,0.583,26.1
422.00,0.581,26.2
423.00,0.58,26.3
424.00,0.578,26.4
425.00,0.577,26.5
426.00,0.575,26.6
427.00,0.575,26.6
428.00,0.573,26.7
429.00,0.571,26.9
430.00,0.57,26.9
431.00,0.57,26.9
432.00,0.567,27.1
433.00,0.566,27.2
434.00,0.565,27.2
435.00,0.564,27.3
436.00,0.562,27.4
437.00,0.561,27.5
438.00,0.557,27.7
439.00,0.555,27.9
440.00,0.554,27.9
441.00,0.553,28
442.00,0.551,28.2
443.00,0.55,28.2
444.00,0.548,28.3
445.00,0.547,28.4
446.00,0.545,28.5
447.00,0.543,28.6
448.00,0.541,28.8
449.00,0.54,28.8
450.00,0.539,28.9
451.00,0.537,29.1
452.00,0.536,29.1
453.00,0.536,29.1
454.00,0.535,29.2
455.00,0.533,29.3
456.00,0.531,29.5
457.00,0.528,29.6
458.00,0.525,29.8
459.00,0.523,30
460.00,0.523,30
461.00,0.523,30
462.00,0.522,30.1
463.00,0.522,30.1
464.00,0.519,30.2
465.00,0.518,30.4
466.00,0.516,30.5
467.00,0.514,30.6
468.00,0.514,30.6
469.00,0.513,30.7
470.00,0.511,30.9
471.00,0.509,31
472.00,0.508,31.1
473.00,0.506,31.2
474.00,0.505,31.3
475.00,0.502,31.5
476.00,0.5,31.6
477.00,0.499,31.7
478.00,0.498,31.8
479.00,0.495,32
480.00,0.494,32.1
481.00,0.491,32.3
482.00,0.485,32.7
483.00,0.482,33
484.00,0.483,32.9
485.00,0.485,32.7
486.00,0.485,32.7
487.00,0.484,32.8
488.00,0.484,32.8
489.00,0.483,32.9
490.00,0.48,33.2
491.00,0.478,33.3
492.00,0.478,33.3
493.00,0.478,33.3
494.00,0.476,33.4
495.00,0.473,33.6
496.00,0.47,33.9
497.00,0.469,33.9
498.00,0.469,34
499.00,0.467,34.1
500.00,0.465,34.3
501.00,0.464,34.4
502.00,0.463,34.4
503.00,0.461,34.6
504.00,0.46,34.6
505.00,0.459,34.8
506.00,0.457,34.9
507.00,0.455,35.1
508.00,0.454,35.1
509.00,0.453,35.3
510.00,0.451,35.4
511.00,0.451,35.4
512.00,0.451,35.4
513.00,0.45,35.5
514.00,0.448,35.6
515.00,0.446,35.8
516.00,0.444,36
517.00,0.443,36
518.00,0.443,36
519.00,0.445,35.9
520.00,0.444,35.9
521.00,0.442,36.1
522.00,0.439,36.4
523.00,0.436,36.7
524.00,0.435,36.7
525.00,0.432,37
526.00,0.431,37.1
527.00,0.43,37.2
528.00,0.433,36.9
529.00,0.436,36.7
530.00,0.435,36.7
531.00,0.431,37.1
532.00,0.43,37.1
533.00,0.43,37.1
534.00,0.43,37.1
535.00,0.428,37.3
536.00,0.428,37.3
537.00,0.427,37.4
538.00,0.425,37.6
539.00,0.423,37.7
540.00,0.42,38
541.00,0.421,37.9
542.00,0.423,37.8
543.00,0.424,37.7
544.00,0.423,37.7
545.00,0.422,37.8
546.00,0.421,38
547.00,0.42,38
548.00,0.421,38
549.00,0.419,38.1
550.00,0.418,38.2
551.00,0.415,38.4
552.00,0.414,38.5
553.00,0.414,38.5
554.00,0.414,38.5
555.00,0.413,38.6
556.00,0.413,38.7
557.00,0.412,38.7
558.00,0.411,38.8
559.00,0.41,38.9
560.00,0.406,39.3
561.00,0.404,39.4
562.00,0.403,39.5
563.00,0.403,39.5
564.00,0.401,39.7
565.00,0.4,39.8
566.00,0.4,39.8
567.00,0.4,39.8
568.00,0.4,39.8
569.00,0.399,39.9
570.00,0.399,39.9
571.00,0.398,40
572.00,0.398,40
573.00,0.399,39.9
574.00,0.398,40
575.00,0.399,39.9
576.00,0.4,39.9
577.00,0.4,39.9
578.00,0.399,39.9
579.00,0.399,39.9
580.00,0.398,40
581.00,0.397,40.1
582.00,0.397,40.1
583.00,0.396,40.2
584.00,0.396,40.2
585.00,0.396,40.2
586.00,0.396,40.2
587.00,0.396,40.2
588.00,0.395,40.2
589.00,0.395,40.2
590.00,0.395,40.3
591.00,0.395,40.3
592.00,0.395,40.3
593.00,0.394,40.4
594.00,0.393,40.4
595.00,0.393,40.4
596.00,0.393,40.4
597.00,0.394,40.4
598.00,0.395,40.2
599.00,0.396,40.2
600.00,0.396,40.2
601.00,0.394,40.4
602.00,0.391,40.6
603.00,0.391,40.6
604.00,0.392,40.5
605.00,0.392,40.5
606.00,0.393,40.5
607.00,0.393,40.5
608.00,0.393,40.5
609.00,0.393,40.5
610.00,0.394,40.4
611.00,0.395,40.3
612.00,0.395,40.3
613.00,0.395,40.3
614.00,0.395,40.3
615.00,0.395,40.3
616.00,0.394,40.3
617.00,0.394,40.3
618.00,0.394,40.4
619.00,0.394,40.4
620.00,0.394,40.4
621.00,0.394,40.4
622.00,0.393,40.4
623.00,0.393,40.4
624.00,0.392,40.5
625.00,0.392,40.5
626.00,0.392,40.5
627.00,0.393,40.5
628.00,0.393,40.5
629.00,0.393,40.4
630.00,0.393,40.4
631.00,0.393,40.4
632.00,0.393,40.4
633.00,0.393,40.4
634.00,0.393,40.4
635.00,0.393,40.4
636.00,0.393,40.5
637.00,0.393,40.4
638.00,0.393,40.4
639.00,0.393,40.5
640.00,0.393,40.5
641.00,0.393,40.5
642.00,0.392,40.5
643.00,0.392,40.5
644.00,0.392,40.5
645.00,0.392,40.6
646.00,0.391,40.6
647.00,0.391,40.6
648.00,0.391,40.6
649.00,0.391,40.7
650.00,0.391,40.7
651.00,0.391,40.7
652.00,0.391,40.7
653.00,0.391,40.7
654.00,0.39,40.7
655.00,0.39,40.7
656.00,0.39,40.8
657.00,0.388,40.9
658.00,0.388,40.9
659.00,0.388,40.9
660.00,0.388,40.9
661.00,0.389,40.9
662.00,0.389,40.8
663.00,0.389,40.8
664.00,0.389,40.8
665.00,0.389,40.9
666.00,0.388,40.9
667.00,0.388,40.9
668.00,0.388,40.9
669.00,0.387,41
670.00,0.387,41
671.00,0.387,41.1
672.00,0.387,41.1
673.00,0.386,41.1
674.00,0.385,41.2
675.00,0.385,41.2
676.00,0.385,41.3
677.00,0.384,41.3
678.00,0.384,41.3
679.00,0.383,41.4
680.00,0.382,41.5
681.00,0.382,41.5
682.00,0.382,41.5
683.00,0.382,41.5
684.00,0.382,41.5
685.00,0.382,41.5
686.00,0.381,41.6
687.00,0.381,41.6
688.00,0.381,41.6
689.00,0.38,41.6
690.00,0.38,41.7
691.00,0.379,41.8
692.00,0.378,41.8
693.00,0.378,41.9
694.00,0.377,41.9
695.00,0.377,42
696.00,0.375,42.1
697.00,0.373,42.3
698.00,0.372,42.4
699.00,0.372,42.5
700.00,0.372,42.4
701.00,0.372,42.4
702.00,0.372,42.4
703.00,0.373,42.4
704.00,0.372,42.4
705.00,0.372,42.4
706.00,0.371,42.5
707.00,0.37,42.6
708.00,0.369,42.8
709.00,0.368,42.8
710.00,0.368,42.9
711.00,0.367,42.9
712.00,0.367,43
713.00,0.366,43
714.00,0.366,43.1
715.00,0.365,43.2
716.00,0.364,43.2
717.00,0.364,43.2
718.00,0.364,43.3
719.00,0.363,43.4
720.00,0.363,43.4
721.00,0.362,43.5
722.00,0.361,43.6
723.00,0.36,43.6
724.00,0.359,43.7
725.00,0.359,43.7
726.00,0.357,43.9
727.00,0.356,44
728.00,0.355,44.2
729.00,0.354,44.3
730.00,0.354,44.3
731.00,0.353,44.3
732.00,0.353,44.4
733.00,0.351,44.6
734.00,0.351,44.6
735.00,0.349,44.7
736.00,0.349,44.8
737.00,0.349,44.8
738.00,0.348,44.8
739.00,0.348,44.8
740.00,0.348,44.8
741.00,0.348,44.9
742.00,0.348,44.9
743.00,0.348,44.9
744.00,0.348,44.9
745.00,0.346,45.1
746.00,0.346,45.1
747.00,0.345,45.2
748.00,0.343,45.4
749.00,0.343,45.4
750.00,0.343,45.4
751.00,0.343,45.4
752.00,0.343,45.4
753.00,0.34,45.7
754.00,0.34,45.7
755.00,0.34,45.7
756.00,0.34,45.7
757.00,0.338,45.9
758.00,0.338,45.9
759.00,0.338,46
760.00,0.337,46
761.00,0.337,46
762.00,0.337,46
763.00,0.336,46.1
764.00,0.334,46.3
765.00,0.334,46.4
766.00,0.334,46.4
767.00,0.333,46.4
768.00,0.333,46.4
769.00,0.333,46.5
770.00,0.331,46.6
771.00,0.331,46.7
772.00,0.331,46.6
773.00,0.331,46.7
774.00,0.327,47.1
775.00,0.327,47.1
776.00,0.328,46.9
777.00,0.328,47
778.00,0.328,47
779.00,0.328,47
780.00,0.326,47.2
781.00,0.325,47.3
782.00,0.325,47.3
783.00,0.325,47.3
784.00,0.325,47.3
785.00,0.325,47.3
786.00,0.324,47.5
787.00,0.322,47.6
788.00,0.321,47.8
789.00,0.319,47.9
790.00,0.317,48.2
791.00,0.316,48.4
792.00,0.315,48.4
793.00,0.315,48.5
794.00,0.314,48.5
795.00,0.314,48.6
796.00,0.314,48.6
797.00,0.313,48.6
798.00,0.313,48.7
799.00,0.312,48.8
800.00,0.311,48.8
801.00,0.31,49
802.00,0.31,49
803.00,0.309,49.1
804.00,0.308,49.2
805.00,0.307,49.3
806.00,0.306,49.4
807.00,0.305,49.5
808.00,0.305,49.6
809.00,0.304,49.6
810.00,0.304,49.6
811.00,0.302,49.9
812.00,0.302,49.9
813.00,0.302,49.9
814.00,0.302,49.9
815.00,0.302,49.9
816.00,0.302,49.9
817.00,0.301,50
818.00,0.299,50.2
819.00,0.299,50.3
820.00,0.295,50.7
821.00,0.294,50.8
822.00,0.291,51.2
823.00,0.285,51.8
824.00,0.287,51.7
825.00,0.287,51.7
826.00,0.288,51.5
827.00,0.289,51.4
828.00,0.29,51.3
829.00,0.29,51.3
830.00,0.29,51.3
831.00,0.29,51.3
832.00,0.291,51.2
833.00,0.29,51.3
834.00,0.288,51.6
835.00,0.287,51.6
836.00,0.288,51.5
837.00,0.288,51.5
838.00,0.288,51.5
839.00,0.288,51.6
840.00,0.287,51.6
841.00,0.286,51.7
842.00,0.286,51.8
843.00,0.287,51.7
844.00,0.287,51.7
845.00,0.287,51.7
846.00,0.287,51.7
847.00,0.286,51.7
848.00,0.287,51.7
849.00,0.286,51.8
850.00,0.288,51.6
851.00,0.287,51.6
852.00,0.286,51.7
853.00,0.286,51.7
854.00,0.283,52.2
855.00,0.282,52.2
856.00,0.282,52.2
857.00,0.282,52.2
858.00,0.281,52.4
859.00,0.28,52.4
860.00,0.28,52.4
861.00,0.28,52.4
862.00,0.28,52.4
863.00,0.279,52.6
864.00,0.279,52.7
865.00,0.278,52.7
866.00,0.278,52.7
867.00,0.278,52.7
868.00,0.279,52.6
869.00,0.278,52.7
870.00,0.278,52.7
871.00,0.278,52.8
872.00,0.278,52.8
873.00,0.273,53.3
874.00,0.273,53.3
875.00,0.273,53.3
876.00,0.273,53.4
877.00,0.273,53.4
878.00,0.272,53.4
879.00,0.272,53.5
880.00,0.271,53.5
881.00,0.267,54.1
882.00,0.262,54.7
883.00,0.262,54.7
884.00,0.261,54.8
885.00,0.262,54.7
886.00,0.262,54.7
887.00,0.263,54.5
888.00,0.263,54.5
889.00,0.263,54.5
890.00,0.263,54.5
891.00,0.264,54.5
892.00,0.264,54.5
893.00,0.263,54.5
894.00,0.263,54.6
895.00,0.262,54.7
896.00,0.262,54.7
897.00,0.262,54.7
898.00,0.262,54.7
899.00,0.26,55
900.00,0.261,54.8
901.00,0.262,54.8
902.00,0.261,54.8
903.00,0.261,54.9
904.00,0.26,55
905.00,0.259,55
906.00,0.262,54.7
907.00,0.259,55.1
908.00,0.258,55.2
909.00,0.258,55.2
910.00,0.259,55.1
911.00,0.258,55.2
912.00,0.258,55.2
913.00,0.257,55.4
914.00,0.257,55.4
915.00,0.256,55.4
916.00,0.255,55.6
917.00,0.254,55.7
918.00,0.254,55.7
919.00,0.253,55.8
920.00,0.254,55.8
921.00,0.254,55.7
922.00,0.254,55.7
923.00,0.254,55.7
924.00,0.254,55.7
925.00,0.254,55.7
926.00,0.253,55.8
927.00,0.254,55.7
928.00,0.254,55.7
929.00,0.254,55.7
930.00,0.254,55.7
931.00,0.255,55.6
932.00,0.255,55.6
933.00,0.255,55.6
934.00,0.255,55.7
935.00,0.254,55.7
936.00,0.253,55.9
937.00,0.253,55.9
938.00,0.253,55.9
939.00,0.253,55.9
940.00,0.252,56
941.00,0.251,56.2
942.00,0.251,56.1
943.00,0.25,56.2
944.00,0.249,56.4
945.00,0.249,56.4
946.00,0.249,56.4
947.00,0.249,56.4
948.00,0.248,56.5
949.00,0.247,56.6
950.00,0.257,55.4
951.00,0.266,54.2
952.00,0.268,54
953.00,0.269,53.9
954.00,0.269,53.8
955.00,0.27,53.7
956.00,0.272,53.4
957.00,0.275,53.1
958.00,0.276,53
959.00,0.278,52.7
960.00,0.281,52.4
961.00,0.282,52.2
962.00,0.283,52.1
963.00,0.283,52.1
964.00,0.285,51.9
965.00,0.285,51.9
966.00,0.285,51.8
967.00,0.288,51.5
968.00,0.29,51.3
969.00,0.293,50.9
970.00,0.299,50.3
971.00,0.299,50.2
972.00,0.299,50.2
973.00,0.298,50.4
974.00,0.297,50.5
975.00,0.297,50.5
976.00,0.293,50.9
977.00,0.291,51.2
978.00,0.289,51.4
979.00,0.287,51.7
980.00,0.282,52.2
981.00,0.276,53
982.00,0.272,53.5
983.00,0.255,55.6
984.00,0.255,55.6
985.00,0.26,55
986.00,0.27,53.6
987.00,0.278,52.8
988.00,0.283,52.1
989.00,0.284,52
990.00,0.285,51.9
991.00,0.285,51.9
992.00,0.283,52.1
993.00,0.277,52.9
994.00,0.264,54.4
995.00,0.262,54.7
996.00,0.255,55.5
997.00,0.254,55.7
998.00,0.254,55.7
999.00,0.256,55.4
"1,000.00",0.259,55.1
"1,001.00",0.26,55
"1,002.00",0.265,54.4
"1,003.00",0.266,54.2
"1,004.00",0.268,53.9
"1,005.00",0.268,54
"1,006.00",0.268,53.9
"1,007.00",0.269,53.8
"1,008.00",0.27,53.8
"1,009.00",0.27,53.7
"1,010.00",0.27,53.7
"1,011.00",0.269,53.8
"1,012.00",0.268,53.9
"1,013.00",0.268,54
"1,014.00",0.268,54
"1,015.00",0.265,54.3
"1,016.00",0.265,54.3
"1,017.00",0.265,54.3
"1,018.00",0.265,54.3
"1,019.00",0.265,54.3
"1,020.00",0.267,54.1
"1,021.00",0.267,54
"1,022.00",0.269,53.9
"1,023.00",0.274,53.2
"1,024.00",0.276,52.9
"1,025.00",0.277,52.9
"1,026.00",0.279,52.7
"1,027.00",0.279,52.6
"1,028.00",0.28,52.5
"1,029.00",0.282,52.2
"1,030.00",0.283,52.1
"1,031.00",0.284,52
"1,032.00",0.284,52
"1,033.00",0.286,51.7
"1,034.00",0.287,51.6
"1,035.00",0.288,51.5
"1,036.00",0.29,51.3
"1,037.00",0.291,51.2
"1,038.00",0.291,51.1
"1,039.00",0.293,50.9
"1,040.00",0.297,50.4
"1,041.00",0.297,50.4
"1,042.00",0.297,50.4
"1,043.00",0.299,50.3
"1,044.00",0.302,49.9
"1,045.00",0.302,49.9
"1,046.00",0.302,49.9
"1,047.00",0.302,49.8
"1,048.00",0.302,49.9
"1,049.00",0.302,49.9
"1,050.00",0.303,49.8
"1,051.00",0.303,49.8
"1,052.00",0.303,49.7
"1,053.00",0.303,49.8
"1,054.00",0.304,49.6
"1,055.00",0.304,49.6
"1,056.00",0.305,49.6
"1,057.00",0.309,49.1
"1,058.00",0.314,48.6
"1,059.00",0.315,48.4
"1,060.00",0.321,47.8
"1,061.00",0.325,47.3
"1,062.00",0.326,47.2
"1,063.00",0.327,47.1
"1,064.00",0.327,47.1
"1,065.00",0.328,47
"1,066.00",0.328,47
"1,067.00",0.328,47
"1,068.00",0.329,46.9
"1,069.00",0.33,46.8
"1,070.00",0.336,46.2
"1,071.00",0.337,46
"1,072.00",0.338,45.9
"1,073.00",0.34,45.7
"1,074.00",0.341,45.6
"1,075.00",0.345,45.2
"1,076.00",0.348,44.9
"1,077.00",0.347,44.9
"1,078.00",0.349,44.7
"1,079.00",0.349,44.7
"1,080.00",0.35,44.7
"1,081.00",0.349,44.7
"1,082.00",0.35,44.7
"1,083.00",0.35,44.7
"1,084.00",0.349,44.8
"1,085.00",0.348,44.8
"1,086.00",0.347,45
"1,087.00",0.345,45.2
"1,088.00",0.345,45.2
"1,089.00",0.347,45
"1,090.00",0.348,44.9
"1,091.00",0.355,44.1
"1,092.00",0.355,44.2
"1,093.00",0.355,44.2
"1,094.00",0.35,44.7
"1,095.00",0.349,44.7
"1,096.00",0.351,44.6
"1,097.00",0.355,44.1
"1,098.00",0.357,43.9
"1,099.00",0.36,43.7
"1,100.00",0.201,62.9
,,
,,
S8 Irrad 1,,
S8 Irrad 1 3,"Date : 22/07/2021, 12:16:26",
Wavelength (nm),ABS,%T
190.00,2.131,0.7
191.00,2.198,0.6
192.00,2.215,0.6
193.00,2.268,0.5
194.00,2.334,0.5
195.00,2.354,0.4
196.00,2.368,0.4
197.00,2.408,0.4
198.00,2.422,0.4
199.00,2.452,0.4
200.00,2.455,0.4
201.00,2.457,0.3
202.00,2.485,0.3
203.00,2.515,0.3
204.00,2.533,0.3
205.00,2.557,0.3
206.00,2.558,0.3
207.00,2.565,0.3
208.00,2.574,0.3
209.00,2.574,0.3
210.00,2.583,0.3
211.00,2.59,0.3
212.00,2.591,0.3
213.00,2.59,0.3
214.00,2.582,0.3
215.00,2.799,0.2
216.00,3,0.1
217.00,3,0
218.00,3,0
219.00,3,0
220.00,3,0
221.00,3,0
222.00,3,0.1
223.00,2.363,0.4
224.00,2.167,0.7
225.00,2.057,0.9
226.00,1.969,1.1
227.00,1.897,1.3
228.00,1.839,1.4
229.00,1.798,1.6
230.00,1.761,1.7
231.00,1.726,1.9
232.00,1.688,2.1
233.00,1.651,2.2
234.00,1.62,2.4
235.00,1.589,2.6
236.00,1.565,2.7
237.00,1.543,2.9
238.00,1.524,3
239.00,1.504,3.1
240.00,1.481,3.3
241.00,1.46,3.5
242.00,1.44,3.6
243.00,1.426,3.8
244.00,1.408,3.9
245.00,1.387,4.1
246.00,1.358,4.4
247.00,1.331,4.7
248.00,1.311,4.9
249.00,1.292,5.1
250.00,1.271,5.4
251.00,1.246,5.7
252.00,1.218,6
253.00,1.192,6.4
254.00,1.168,6.8
255.00,1.148,7.1
256.00,1.128,7.5
257.00,1.108,7.8
258.00,1.085,8.2
259.00,1.063,8.7
260.00,1.043,9.1
261.00,1.035,9.2
262.00,1.029,9.4
263.00,1.019,9.6
264.00,1.01,9.8
265.00,1.002,10
266.00,0.993,10.2
267.00,0.986,10.3
268.00,0.982,10.4
269.00,0.978,10.5
270.00,0.975,10.6
271.00,0.971,10.7
272.00,0.968,10.8
273.00,0.968,10.8
274.00,0.97,10.7
275.00,0.969,10.7
276.00,0.969,10.7
277.00,0.968,10.8
278.00,0.968,10.8
279.00,0.968,10.8
280.00,0.967,10.8
281.00,0.967,10.8
282.00,0.967,10.8
283.00,0.968,10.8
284.00,0.969,10.7
285.00,0.97,10.7
286.00,0.97,10.7
287.00,0.97,10.7
288.00,0.972,10.7
289.00,0.973,10.6
290.00,0.974,10.6
291.00,0.974,10.6
292.00,0.975,10.6
293.00,0.976,10.6
294.00,0.976,10.6
295.00,0.974,10.6
296.00,0.975,10.6
297.00,0.974,10.6
298.00,0.975,10.6
299.00,0.975,10.6
300.00,0.975,10.6
301.00,0.975,10.6
302.00,0.974,10.6
303.00,0.974,10.6
304.00,0.973,10.6
305.00,0.973,10.7
306.00,0.968,10.8
307.00,0.965,10.8
308.00,0.962,10.9
309.00,0.957,11
310.00,0.956,11.1
311.00,0.955,11.1
312.00,0.953,11.1
313.00,0.948,11.3
314.00,0.944,11.4
315.00,0.942,11.4
316.00,0.943,11.4
317.00,0.939,11.5
318.00,0.933,11.7
319.00,0.93,11.8
320.00,0.927,11.8
321.00,0.92,12
322.00,0.911,12.3
323.00,0.906,12.4
324.00,0.904,12.5
325.00,0.904,12.5
326.00,0.902,12.5
327.00,0.898,12.7
328.00,0.892,12.8
329.00,0.885,13
330.00,0.878,13.2
331.00,0.872,13.4
332.00,0.867,13.6
333.00,0.865,13.6
334.00,0.863,13.7
335.00,0.858,13.9
336.00,0.851,14.1
337.00,0.845,14.3
338.00,0.84,14.5
339.00,0.835,14.6
340.00,0.829,14.8
341.00,0.822,15.1
342.00,0.815,15.3
343.00,0.811,15.5
344.00,0.81,15.5
345.00,0.81,15.5
346.00,0.807,15.6
347.00,0.801,15.8
348.00,0.793,16.1
349.00,0.787,16.3
350.00,0.782,16.5
351.00,0.775,16.8
352.00,0.769,17
353,0.765,17.2
354,0.764,17.2
355,0.76,17.4
356,0.759,17.4
357,0.758,17.4
358,0.752,17.7
359,0.742,18.1
360,0.743,18.1
361,0.745,18
362,0.747,17.9
363,0.743,18.1
364,0.737,18.3
365,0.731,18.6
366,0.729,18.7
367,0.726,18.8
368,0.719,19.1
369,0.714,19.3
370,0.71,19.5
371,0.707,19.6
372,0.704,19.8
373,0.7,19.9
374,0.698,20.1
375,0.694,20.2
376,0.695,20.2
377,0.695,20.2
378,0.695,20.2
379,0.695,20.2
380,0.69,20.4
381,0.685,20.7
382,0.683,20.7
383,0.683,20.7
384,0.681,20.8
385,0.679,20.9
386,0.677,21
387,0.675,21.1
388,0.672,21.3
389,0.668,21.5
390,0.655,22.1
391,0.648,22.5
392,0.647,22.5
393,0.645,22.6
394,0.643,22.7
395,0.64,22.9
396,0.638,23
397,0.632,23.3
398,0.628,23.6
399,0.625,23.7
400,0.622,23.9
401,0.62,24
402,0.617,24.1
403,0.616,24.2
404,0.615,24.3
405,0.615,24.3
406,0.613,24.4
407,0.611,24.5
408,0.608,24.7
409,0.606,24.8
410,0.603,25
411,0.602,25
412,0.601,25.1
413,0.6,25.1
414,0.597,25.3
415,0.593,25.5
416,0.592,25.6
417,0.589,25.7
418,0.586,25.9
419,0.584,26.1
420,0.582,26.2
421,0.581,26.2
422,0.579,26.3
423,0.578,26.4
424,0.577,26.5
425,0.577,26.5
426,0.575,26.6
427,0.574,26.7
428,0.573,26.7
429,0.572,26.8
430,0.571,26.8
431,0.568,27
432,0.567,27.1
433,0.566,27.2
434,0.564,27.3
435,0.562,27.4
436,0.56,27.6
437,0.558,27.7
438,0.557,27.7
439,0.555,27.8
440,0.553,28
441,0.552,28
442,0.551,28.1
443,0.55,28.2
444,0.548,28.3
445,0.546,28.4
446,0.545,28.5
447,0.543,28.6
448,0.542,28.7
449,0.541,28.8
450,0.539,28.9
451,0.538,29
452,0.536,29.1
453,0.535,29.2
454,0.535,29.2
455,0.533,29.3
456,0.532,29.4
457,0.529,29.6
458,0.526,29.8
459,0.525,29.9
460,0.523,30
461,0.523,30
462,0.523,30
463,0.523,30
464,0.52,30.2
465,0.518,30.3
466,0.517,30.4
467,0.516,30.5
468,0.516,30.5
469,0.514,30.6
470,0.512,30.7
471,0.511,30.8
472,0.508,31.1
473,0.506,31.2
474,0.505,31.3
475,0.503,31.4
476,0.501,31.5
477,0.499,31.7
478,0.498,31.8
479,0.497,31.8
480,0.492,32.2
481,0.489,32.4
482,0.484,32.8
483,0.482,33
484,0.483,32.9
485,0.485,32.7
486,0.486,32.7
487,0.484,32.8
488,0.484,32.8
489,0.484,32.8
490,0.481,33
491,0.479,33.2
492,0.479,33.2
493,0.479,33.2
494,0.477,33.4
495,0.473,33.6
496,0.47,33.9
497,0.47,33.9
498,0.47,33.9
499,0.468,34
500,0.467,34.1
501,0.465,34.3
502,0.463,34.4
503,0.461,34.6
504,0.461,34.6
505,0.46,34.6
506,0.458,34.8
507,0.456,35
508,0.455,35.1
509,0.453,35.2
510,0.453,35.3
511,0.452,35.3
512,0.451,35.4
513,0.451,35.4
514,0.45,35.5
515,0.447,35.7
516,0.445,35.9
517,0.444,36
518,0.444,36
519,0.445,35.9
520,0.445,35.9
521,0.444,36
522,0.44,36.3
523,0.437,36.5
524,0.436,36.7
525,0.433,36.9
526,0.431,37.1
527,0.431,37.1
528,0.433,36.9
529,0.436,36.7
530,0.435,36.7
531,0.432,37
532,0.43,37.1
533,0.43,37.1
534,0.43,37.1
535,0.43,37.2
536,0.43,37.2
537,0.428,37.3
538,0.426,37.5
539,0.421,37.9
540,0.42,38
541,0.422,37.9
542,0.423,37.7
543,0.424,37.7
544,0.424,37.7
545,0.422,37.8
546,0.421,38
547,0.421,38
548,0.421,37.9
549,0.419,38.1
550,0.418,38.2
551,0.416,38.4
552,0.415,38.4
553,0.415,38.5
554,0.415,38.5
555,0.414,38.5
556,0.413,38.6
557,0.412,38.7
558,0.412,38.7
559,0.411,38.8
560,0.406,39.2
561,0.404,39.4
562,0.404,39.4
563,0.403,39.6
564,0.4,39.8
565,0.399,39.9
566,0.399,39.9
567,0.399,39.9
568,0.399,39.9
569,0.398,40
570,0.398,40
571,0.398,40
572,0.398,40
573,0.398,40
574,0.398,40
575,0.398,40
576,0.398,40
577,0.398,40
578,0.398,40
579,0.398,40
580,0.397,40.1
581,0.396,40.2
582,0.395,40.2
583,0.395,40.3
584,0.395,40.3
585,0.395,40.3
586,0.394,40.3
587,0.394,40.4
588,0.393,40.4
589,0.393,40.5
590,0.393,40.5
591,0.393,40.5
592,0.393,40.5
593,0.392,40.6
594,0.391,40.6
595,0.39,40.7
596,0.391,40.7
597,0.392,40.6
598,0.393,40.4
599,0.394,40.4
600,0.393,40.5
601,0.391,40.6
602,0.39,40.7
603,0.39,40.8
604,0.39,40.7
605,0.391,40.7
606,0.391,40.6
607,0.391,40.6
608,0.391,40.6
609,0.391,40.6
610,0.391,40.6
611,0.391,40.6
612,0.393,40.5
613,0.393,40.5
614,0.393,40.5
615,0.393,40.5
616,0.392,40.5
617,0.392,40.6
618,0.392,40.6
619,0.391,40.6
620,0.391,40.6
621,0.391,40.6
622,0.391,40.7
623,0.39,40.7
624,0.389,40.8
625,0.389,40.9
626,0.389,40.9
627,0.389,40.8
628,0.39,40.7
629,0.391,40.6
630,0.391,40.6
631,0.391,40.7
632,0.391,40.7
633,0.39,40.7
634,0.39,40.7
635,0.39,40.7
636,0.39,40.7
637,0.39,40.7
638,0.39,40.7
639,0.39,40.7
640,0.39,40.7
641,0.39,40.8
642,0.389,40.8
643,0.389,40.9
644,0.389,40.9
645,0.388,40.9
646,0.388,40.9
647,0.388,40.9
648,0.388,40.9
649,0.388,41
650,0.387,41
651,0.387,41.1
652,0.387,41.1
653,0.387,41.1
654,0.387,41.1
655,0.386,41.1
656,0.385,41.2
657,0.385,41.2
658,0.384,41.3
659,0.384,41.3
660,0.384,41.3
661,0.385,41.2
662,0.386,41.1
663,0.386,41.1
664,0.386,41.1
665,0.385,41.2
666,0.384,41.3
667,0.384,41.3
668,0.383,41.4
669,0.383,41.4
670,0.383,41.4
671,0.382,41.5
672,0.382,41.5
673,0.382,41.5
674,0.382,41.5
675,0.381,41.6
676,0.381,41.6
677,0.38,41.7
678,0.379,41.8
679,0.379,41.8
680,0.379,41.8
681,0.378,41.9
682,0.378,41.9
683,0.378,41.9
684,0.378,41.9
685,0.378,41.9
686,0.378,41.9
687,0.378,41.9
688,0.377,42
689,0.376,42
690,0.376,42.1
691,0.375,42.1
692,0.374,42.3
693,0.373,42.3
694,0.372,42.4
695,0.371,42.5
696,0.37,42.7
697,0.368,42.8
698,0.368,42.9
699,0.368,42.9
700,0.368,42.9
701,0.368,42.9
702,0.368,42.8
