wavelength,S9 Irrad 1,S9 Irrad 10,S9 Irrad 11,S9 Irrad 12,S9 Irrad 13,S9 Irrad 14,S9 Irrad 15,S9 Irrad 2,S9 Irrad 3,S9 Irrad 4,S9 Irrad 5,S9 Irrad 6,S9 Irrad 6 Redo,S9 Irrad 7,S9 Irrad 8,S9 Irrad 9,S9 Postheat,S9 Postheat Day 1,S9 Preheat,blank
221,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0928,1.1283333333333332,1.0242499999999999,1.116
222,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0594,1.0956666666666666,0.9915,1.088
223,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0213999999999999,1.0590000000000002,0.953,1.051
224,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9954000000000001,1.0336666666666667,0.9277500000000001,1.025
225,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9766,1.015,0.90925,1.006
226,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9623999999999999,1.0013333333333334,0.89575,0.992
227,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9515999999999998,0.9913333333333334,0.886,0.982
228,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9479999999999998,0.9889999999999999,0.8835,0.98
229,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9485999999999999,0.9916666666666666,0.8842500000000001,0.984
230,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9561999999999999,0.9973333333333333,0.888,0.989
231,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9624,1.0003333333333333,0.89275,0.994
232,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9703999999999999,1.008333333333333,0.9007499999999999,1.001
233,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9788,1.0203333333333333,0.9095,1.012
234,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.9898,1.0296666666666667,0.92,1.021
235,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0016,1.042,0.9299999999999999,1.033
236,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.012,1.054,0.9424999999999999,1.045
237,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0246,1.066,0.9532499999999999,1.056
238,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0364,1.0783333333333334,0.964,1.068
239,2.9485,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0458,1.0873333333333333,0.97325,1.078
240,2.8812499999999996,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0512000000000001,1.093,0.9805,1.083
241,2.8017499999999997,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0532,1.0953333333333333,0.98325,1.085
242,2.7335,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0534,1.096,0.984,1.087
243,2.6715,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0555999999999999,1.0973333333333333,0.98525,1.089
244,2.60775,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.056,1.0973333333333333,0.98525,1.09
245,2.52675,3.0,3.0,3.0,3.0,3.0,3.0,2.95425,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0490000000000002,1.0926666666666665,0.9775,1.085
246,2.4265000000000003,3.0,3.0,3.0,3.0,3.0,3.0,2.875,2.9926,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0319999999999998,1.074,0.962,1.066
247,2.341,3.0,3.0,3.0,3.0,3.0,3.0,2.8019999999999996,2.9356,2.9987500000000002,3.0,3.0,3.0,3.0,3.0,3.0,1.0124,1.0566666666666666,0.9432499999999999,1.049
248,2.27825,3.0,3.0,3.0,3.0,3.0,3.0,2.7417499999999997,2.893,2.97525,3.0,3.0,3.0,3.0,3.0,3.0,0.999,1.0443333333333333,0.929,1.036
249,2.224,3.0,3.0,3.0,3.0,3.0,3.0,2.6830000000000003,2.8462,2.944,2.9995000000000003,3.0,3.0,3.0,3.0,3.0,0.9878,1.030333333333333,0.915,1.022
250,2.16925,3.0,3.0,3.0,3.0,3.0,3.0,2.6075,2.7738000000000005,2.8765,2.9427499999999998,2.9515000000000002,2.9725,3.0,3.0,3.0,0.9704,1.0126666666666668,0.89775,1.005
251,2.10075,3.0,3.0,3.0,3.0,3.0,3.0,2.5195,2.6798,2.78625,2.8635,2.8775000000000004,2.9022499999999996,2.99825,3.0,3.0,0.9490000000000001,0.9916666666666666,0.8744999999999999,0.983
252,2.028,2.976,2.96725,2.99375,3.0,3.0,2.9479999999999995,2.4277499999999996,2.582,2.69125,2.7772499999999996,2.79025,2.83825,2.9335,2.98475,2.9797499999999997,0.9240000000000002,0.9666666666666667,0.8492500000000001,0.957
253,1.96425,2.92525,2.9094999999999995,2.9400000000000004,2.98875,2.95775,2.8897500000000003,2.34875,2.4942,2.6025,2.702,2.71375,2.76425,2.861,2.92225,2.9194999999999998,0.9029999999999999,0.9426666666666667,0.8244999999999999,0.933
