wavelength,S8 Irrad 1,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Postheat,S8 Preheat
625,0.3886,0.46125,0.452,0.48625,0.49625,0.49175,0.4825,0.39475,0.3845,0.388,0.4105,0.44625,0.446,0.471,0.4605,0.254,0.308
626,0.3886,0.46175,0.45175,0.48575,0.49575,0.4915,0.4825,0.39475,0.3845,0.38825,0.411,0.44675,0.4466,0.4715,0.46075,0.2538,0.308
627,0.389,0.463,0.45225,0.486,0.49575,0.4915,0.4825,0.395,0.385,0.38975,0.412,0.44875,0.4484,0.47275,0.46125,0.2538,0.308
628,0.3896,0.46375,0.453,0.486,0.496,0.4915,0.483,0.39625,0.3855,0.3905,0.41325,0.45025,0.4492,0.473,0.46225,0.2542,0.308
629,0.3902,0.46425,0.4535,0.486,0.49625,0.4915,0.48275,0.39675,0.38625,0.39075,0.41375,0.451,0.4502,0.47375,0.463,0.2544,0.30825
630,0.3904,0.46425,0.45325,0.486,0.496,0.4915,0.4825,0.39675,0.3865,0.391,0.41425,0.4515,0.4508,0.47425,0.46325,0.2544,0.308
631,0.3902,0.46425,0.45325,0.48575,0.4955,0.49125,0.48225,0.3965,0.38625,0.39125,0.41375,0.4515,0.451,0.47425,0.4635,0.254,0.3075
632,0.3902,0.46425,0.453,0.48525,0.49475,0.49025,0.4805,0.3965,0.38625,0.39075,0.4135,0.4515,0.451,0.47425,0.4635,0.253,0.306
633,0.3896,0.4645,0.4525,0.48475,0.49425,0.49,0.4805,0.39625,0.386,0.39075,0.4135,0.4515,0.451,0.4745,0.46375,0.2524,0.3055
634,0.3894,0.4645,0.4525,0.48475,0.49425,0.4895,0.48,0.39625,0.386,0.39075,0.4135,0.452,0.451,0.475,0.46375,0.2522,0.30525
635,0.3896,0.4645,0.4525,0.4845,0.49425,0.4895,0.47975,0.3965,0.386,0.39075,0.4135,0.4525,0.4516,0.4755,0.46425,0.252,0.305
636,0.3896,0.46525,0.45275,0.4845,0.49425,0.48925,0.47975,0.3965,0.386,0.39125,0.41375,0.45275,0.4522,0.47575,0.46425,0.252,0.305
637,0.3896,0.4655,0.45225,0.48425,0.494,0.489,0.479,0.39675,0.386,0.39125,0.41375,0.4535,0.4524,0.476,0.46425,0.252,0.3045
638,0.3896,0.4655,0.45225,0.484,0.49325,0.489,0.479,0.39675,0.386,0.39125,0.414,0.45425,0.4524,0.476,0.46475,0.2512,0.30425
639,0.3896,0.46575,0.45225,0.4835,0.49275,0.48825,0.47875,0.39675,0.386,0.39125,0.414,0.45475,0.4526,0.476,0.46475,0.251,0.30375
640,0.3896,0.46575,0.452,0.4835,0.49225,0.48825,0.47825,0.396,0.38575,0.391,0.41375,0.455,0.4528,0.47625,0.46475,0.2506,0.3025
641,0.3896,0.46575,0.45175,0.4835,0.49175,0.48725,0.47775,0.396,0.38575,0.391,0.4135,0.455,0.4528,0.47625,0.465,0.25,0.30175
642,0.3888,0.4655,0.45125,0.4825,0.4915,0.4865,0.47725,0.396,0.38525,0.391,0.4135,0.455,0.4528,0.4765,0.46475,0.2488,0.30075
643,0.3886,0.4655,0.45075,0.48225,0.49125,0.48575,0.4765,0.39525,0.38525,0.391,0.4135,0.455,0.4528,0.4765,0.46475,0.249,0.30075
644,0.3886,0.4655,0.4505,0.482,0.491,0.485,0.47625,0.395,0.38525,0.391,0.4135,0.45525,0.4528,0.4765,0.46475,0.2484,0.30025
645,0.388,0.4655,0.45,0.48125,0.49025,0.4845,0.47525,0.395,0.38525,0.3905,0.41325,0.45525,0.453,0.4765,0.46475,0.2482,0.29875
646,0.3876,0.4655,0.44975,0.481,0.48925,0.48425,0.47475,0.3945,0.38525,0.3905,0.413,0.45525,0.4532,0.477,0.46475,0.2476,0.29875
647,0.3876,0.465,0.44925,0.4805,0.489,0.4835,0.474,0.39425,0.38525,0.39025,0.4125,0.4555,0.4532,0.47675,0.46475,0.2466,0.29825
648,0.3874,0.465,0.44875,0.48025,0.48825,0.483,0.4735,0.39425,0.385,0.38975,0.4125,0.4555,0.4532,0.47675,0.46425,0.2466,0.29775
649,0.3874,0.465,0.44825,0.47925,0.48775,0.48275,0.4725,0.39375,0.385,0.38975,0.41225,0.4555,0.453,0.47675,0.464,0.246,0.29725
650,0.3868,0.46475,0.448,0.47875,0.487,0.482,0.4715,0.39375,0.385,0.3895,0.41225,0.4555,0.453,0.477,0.46375,0.2456,0.29675
651,0.3868,0.46425,0.4475,0.47825,0.48675,0.48125,0.47125,0.3935,0.38425,0.3895,0.41225,0.45525,0.453,0.477,0.46375,0.2454,0.29625
652,0.3868,0.46425,0.447,0.47775,0.4865,0.48075,0.471,0.3935,0.38425,0.3895,0.41225,0.456,0.4532,0.47675,0.464,0.2452,0.29575
653,0.3868,0.46425,0.447,0.47725,0.486,0.48,0.46975,0.3935,0.38425,0.38975,0.41225,0.45625,0.4532,0.47675,0.464,0.245,0.29575
654,0.3864,0.46425,0.44675,0.47725,0.48525,0.47925,0.4695,0.3935,0.384,0.3895,0.412,0.45675,0.4534,0.47675,0.4635,0.245,0.29575
655,0.3862,0.464,0.44575,0.47625,0.48475,0.4785,0.46875,0.39325,0.3835,0.38925,0.412,0.45675,0.4528,0.4765,0.4635,0.2442,0.29475
656,0.3854,0.46325,0.445,0.475,0.4835,0.47775,0.46775,0.3925,0.38325,0.389,0.41125,0.4565,0.4528,0.47625,0.46275,0.2438,0.294
657,0.3844,0.46175,0.444,0.4735,0.482,0.47625,0.46625,0.3915,0.38225,0.38775,0.4095,0.4555,0.4514,0.4755,0.462,0.242,0.292
658,0.3838,0.46075,0.443,0.47275,0.48125,0.47425,0.46475,0.3905,0.38125,0.3865,0.408,0.455,0.4506,0.47475,0.46075,0.2414,0.29075
659,0.3838,0.4605,0.4425,0.47225,0.481,0.4735,0.46425,0.39025,0.38125,0.38625,0.40825,0.45475,0.4506,0.47475,0.46075,0.2408,0.29075
660,0.3842,0.4605,0.44275,0.47225,0.481,0.47375,0.46425,0.3905,0.38125,0.3865,0.40925,0.4555,0.4508,0.47475,0.4605,0.2414,0.291
661,0.3852,0.46125,0.443,0.4725,0.48075,0.474,0.4645,0.39125,0.382,0.388,0.40975,0.456,0.4518,0.475,0.4615,0.2422,0.292
662,0.3854,0.46175,0.443,0.47225,0.48075,0.474,0.46475,0.39225,0.3825,0.3885,0.41025,0.4565,0.4524,0.47525,0.46225,0.2426,0.293
663,0.3856,0.46175,0.443,0.47225,0.4805,0.47375,0.464,0.39225,0.3825,0.38875,0.41025,0.45675,0.4524,0.47525,0.46225,0.2428,0.293
664,0.3856,0.46175,0.4425,0.471,0.4795,0.47275,0.46325,0.3915,0.38225,0.3885,0.41025,0.45675,0.4524,0.4745,0.46175,0.2428,0.2925
665,0.3848,0.46125,0.442,0.4705,0.47875,0.47175,0.46225,0.3915,0.382,0.3885,0.41025,0.4565,0.4516,0.47425,0.46175,0.2422,0.29175
666,0.3844,0.4605,0.44125,0.46925,0.47775,0.4705,0.46125,0.39075,0.381,0.387,0.409,0.45575,0.4514,0.47375,0.46075,0.2416,0.29075
667,0.3842,0.4595,0.44,0.46875,0.47675,0.46875,0.4595,0.39,0.38075,0.3865,0.4085,0.45525,0.4508,0.47275,0.45975,0.2406,0.28975
668,0.3836,0.4585,0.43875,0.46725,0.476,0.46775,0.45875,0.389,0.38,0.386,0.40725,0.45475,0.4496,0.4725,0.459,0.2402,0.28875
669,0.383,0.45825,0.438,0.4665,0.47525,0.46675,0.458,0.3885,0.37975,0.38525,0.407,0.454,0.4494,0.4725,0.45875,0.2396,0.2885
670,0.3828,0.4575,0.4375,0.46625,0.47475,0.46675,0.4575,0.38825,0.37975,0.38525,0.4065,0.454,0.449,0.4715,0.45825,0.2396,0.2885
671,0.3824,0.45725,0.4375,0.466,0.47425,0.4665,0.45725,0.388,0.37975,0.38525,0.40625,0.454,0.4488,0.4715,0.458,0.2396,0.288
672,0.3824,0.45675,0.437,0.465,0.473,0.4655,0.45625,0.38775,0.3795,0.38525,0.406,0.45375,0.4488,0.47075,0.4575,0.2396,0.28775
673,0.3822,0.4565,0.43625,0.46425,0.47225,0.46475,0.45525,0.38775,0.379,0.38475,0.40575,0.45275,0.4476,0.46975,0.45675,0.2388,0.2875
674,0.3816,0.4555,0.435,0.46275,0.4705,0.46375,0.45425,0.38725,0.3785,0.38425,0.4045,0.4525,0.4468,0.469,0.456,0.2382,0.28725
675,0.3812,0.45425,0.43425,0.46175,0.47025,0.46325,0.453,0.3865,0.378,0.38375,0.40425,0.45125,0.4462,0.46825,0.455,0.2378,0.28675
676,0.3806,0.4535,0.433,0.46075,0.469,0.46125,0.452,0.38625,0.37675,0.38275,0.4035,0.45025,0.4456,0.46725,0.45425,0.2376,0.28575
677,0.38,0.45225,0.43175,0.4595,0.46775,0.4595,0.4505,0.385,0.376,0.38175,0.40275,0.4495,0.4444,0.4665,0.45275,0.237,0.285
678,0.379,0.45075,0.431,0.458,0.466,0.458,0.44925,0.384,0.375,0.3805,0.40125,0.449,0.4438,0.46525,0.451,0.2364,0.2835
679,0.3786,0.44975,0.42925,0.4565,0.46525,0.4565,0.448,0.3835,0.3735,0.3795,0.39975,0.448,0.4416,0.464,0.45,0.2356,0.2825
680,0.3784,0.4485,0.42875,0.45575,0.4645,0.456,0.447,0.38275,0.3735,0.3795,0.39975,0.44725,0.4414,0.46325,0.44975,0.2352,0.28225
681,0.378,0.4485,0.42825,0.45575,0.464,0.4555,0.4465,0.38275,0.37325,0.3795,0.39975,0.44725,0.4412,0.463,0.4495,0.2352,0.28225
682,0.378,0.4485,0.428,0.45525,0.46375,0.45525,0.4465,0.38275,0.37325,0.3795,0.39975,0.44675,0.441,0.46275,0.449,0.2356,0.28225
683,0.378,0.44825,0.42775,0.454,0.463,0.455,0.44575,0.38275,0.3735,0.37975,0.39975,0.4465,0.441,0.4625,0.449,0.236,0.2825
684,0.378,0.4475,0.42775,0.45325,0.4625,0.45425,0.4455,0.38275,0.37325,0.3795,0.399,0.446,0.441,0.46175,0.4485,0.236,0.2825
685,0.3776,0.44725,0.427,0.45225,0.4605,0.45325,0.44425,0.3825,0.373,0.37875,0.399,0.4455,0.4406,0.4605,0.4475,0.236,0.28225
686,0.3772,0.4455,0.42525,0.4515,0.4595,0.452,0.4425,0.38125,0.372,0.37725,0.39775,0.445,0.439,0.459,0.4465,0.2354,0.282
687,0.3768,0.4445,0.42525,0.44975,0.45925,0.45,0.44175,0.381,0.371,0.37675,0.397,0.44425,0.438,0.45875,0.44525,0.2348,0.2815
688,0.3764,0.44275,0.42325,0.449,0.4575,0.44825,0.4405,0.38075,0.37075,0.3765,0.39675,0.44325,0.4374,0.458,0.44425,0.2346,0.2805
689,0.3758,0.4415,0.4225,0.448,0.4575,0.4475,0.43975,0.3795,0.3695,0.37575,0.3955,0.4415,0.4366,0.457,0.44325,0.2342,0.28
690,0.3752,0.4405,0.4215,0.447,0.456,0.447,0.43825,0.37875,0.3695,0.3755,0.395,0.44075,0.4352,0.4565,0.44225,0.2338,0.2795
691,0.3744,0.44025,0.4205,0.44525,0.455,0.4455,0.43775,0.37825,0.36875,0.375,0.39425,0.43975,0.4342,0.4555,0.44075,0.2334,0.27925
692,0.374,0.4395,0.41925,0.4445,0.45325,0.44475,0.436,0.3775,0.36825,0.3745,0.3935,0.4385,0.4336,0.4535,0.44,0.2326,0.27925
693,0.3732,0.43775,0.41825,0.4435,0.4525,0.44275,0.43525,0.37675,0.36675,0.373,0.39275,0.4375,0.4318,0.452,0.43875,0.2326,0.2785
694,0.3726,0.4365,0.41725,0.442,0.4505,0.44225,0.433,0.3755,0.36625,0.37225,0.39175,0.43625,0.4302,0.45075,0.43725,0.2322,0.278
695,0.372,0.435,0.416,0.441,0.449,0.4405,0.43175,0.37375,0.36525,0.37075,0.38975,0.435,0.4286,0.4495,0.4355,0.2316,0.2775
696,0.3704,0.4325,0.41375,0.439,0.4475,0.43875,0.43,0.372,0.36375,0.36875,0.388,0.4325,0.4268,0.44825,0.434,0.2302,0.276
697,0.369,0.4305,0.411,0.43675,0.4455,0.43625,0.42725,0.3705,0.36225,0.36725,0.386,0.43175,0.424,0.44675,0.4305,0.2286,0.27475
698,0.3676,0.42875,0.41025,0.435,0.4445,0.43425,0.42625,0.36975,0.36125,0.36625,0.38475,0.4295,0.4226,0.4455,0.42975,0.2282,0.27375
699,0.368,0.42875,0.40925,0.43425,0.4445,0.43425,0.4255,0.36925,0.36125,0.36625,0.3845,0.429,0.4224,0.445,0.429,0.2282,0.27375
700,0.368,0.4285,0.40925,0.434,0.4445,0.43425,0.426,0.36975,0.36125,0.3665,0.3845,0.42925,0.422,0.44475,0.429,0.2282,0.27425
701,0.368,0.42825,0.40925,0.434,0.44375,0.43425,0.426,0.37075,0.36175,0.367,0.38475,0.42925,0.4226,0.444,0.4295,0.23,0.2745
702,0.368,0.42825,0.4105,0.4335,0.4435,0.434,0.42575,0.37075,0.3615,0.36725,0.385,0.429,0.4226,0.443,0.4295,0.2306,0.27575
703,0.3686,0.428,0.40925,0.4335,0.44125,0.433,0.425,0.37025,0.361,0.367,0.385,0.428,0.422,0.4415,0.4295,0.2308,0.27575
704,0.3676,0.4275,0.40775,0.43175,0.4405,0.43175,0.42425,0.36975,0.3605,0.36675,0.38475,0.42725,0.4218,0.44,0.42725,0.2306,0.27575
705,0.3676,0.4255,0.4065,0.43125,0.43925,0.43,0.422,0.36875,0.36,0.3655,0.38325,0.4255,0.4202,0.43975,0.42625,0.23,0.27525
706,0.3668,0.4245,0.40475,0.42925,0.43825,0.42825,0.421,0.368,0.359,0.365,0.38225,0.42375,0.4182,0.4375,0.4245,0.2292,0.2745
707,0.3662,0.4225,0.40425,0.42775,0.437,0.427,0.4205,0.3665,0.35825,0.3635,0.381,0.4225,0.4164,0.43675,0.4235,0.2286,0.2745
708,0.3652,0.42175,0.40275,0.42675,0.436,0.426,0.41875,0.36575,0.357,0.36225,0.38,0.421,0.4158,0.43575,0.42225,0.2282,0.2735
709,0.3644,0.4205,0.40125,0.42525,0.435,0.4255,0.41725,0.36525,0.35675,0.36125,0.37875,0.4205,0.4142,0.43525,0.421,0.2278,0.27325
710,0.364,0.41875,0.4005,0.4245,0.434,0.42425,0.41625,0.36425,0.35625,0.36125,0.37825,0.419,0.4136,0.43275,0.4195,0.2274,0.273
711,0.3634,0.4175,0.3995,0.42375,0.433,0.4225,0.415,0.36375,0.3555,0.36025,0.377,0.418,0.4124,0.432,0.4185,0.2274,0.2725
712,0.363,0.41675,0.3995,0.4225,0.4325,0.422,0.41375,0.36325,0.3545,0.35925,0.37675,0.41675,0.4114,0.43025,0.4175,0.2268,0.27225
713,0.3622,0.415,0.3985,0.42125,0.43125,0.421,0.41275,0.36275,0.35375,0.35825,0.376,0.416,0.4102,0.429,0.4165,0.2266,0.27225
714,0.3616,0.414,0.39675,0.42,0.4305,0.419,0.412,0.36175,0.3525,0.3575,0.375,0.41425,0.4086,0.428,0.415,0.2266,0.27125
715,0.3608,0.4125,0.396,0.4185,0.4285,0.41825,0.41075,0.36075,0.35175,0.35725,0.374,0.41325,0.4076,0.4275,0.4135,0.2258,0.27125
716,0.3604,0.41225,0.3945,0.418,0.4275,0.41725,0.4105,0.3605,0.351,0.357,0.373,0.41175,0.4066,0.426,0.41225,0.2256,0.271
717,0.3598,0.41175,0.394,0.41675,0.4265,0.4165,0.41,0.3605,0.351,0.3565,0.37275,0.41075,0.4056,0.4255,0.41175,0.2256,0.271
718,0.3596,0.411,0.3935,0.4165,0.426,0.41625,0.40925,0.36025,0.35075,0.35625,0.37225,0.41075,0.4044,0.4245,0.4115,0.2258,0.27075
719,0.3594,0.41,0.39275,0.41575,0.4255,0.4155,0.4085,0.36,0.3495,0.35575,0.3715,0.41,0.4042,0.42375,0.411,0.2256,0.27075
720,0.359,0.40925,0.392,0.4145,0.42475,0.41425,0.40775,0.35925,0.349,0.355,0.3715,0.40875,0.4032,0.4225,0.41,0.2256,0.27075
721,0.3578,0.40775,0.3905,0.41375,0.423,0.41325,0.40625,0.3585,0.348,0.3545,0.37075,0.40725,0.4024,0.421,0.40825,0.2254,0.27075
722,0.3562,0.40675,0.38925,0.4125,0.42225,0.4125,0.40525,0.358,0.3475,0.353,0.36925,0.406,0.4008,0.42,0.40775,0.2248,0.2705
723,0.356,0.40525,0.3885,0.4115,0.42175,0.41175,0.40475,0.357,0.3465,0.3525,0.36875,0.405,0.3996,0.41875,0.4065,0.224,0.27025
724,0.3552,0.4035,0.388,0.41025,0.4205,0.411,0.4035,0.3555,0.34575,0.35225,0.3675,0.40325,0.3982,0.4175,0.40525,0.2236,0.27
725,0.3542,0.40225,0.38675,0.40925,0.41925,0.40925,0.40175,0.3555,0.345,0.351,0.36625,0.40225,0.3974,0.41575,0.404,0.2236,0.26975
726,0.3536,0.4015,0.385,0.4085,0.418,0.409,0.401,0.35475,0.34375,0.3495,0.36575,0.4015,0.3956,0.41425,0.40175,0.2226,0.269
727,0.3526,0.39975,0.38425,0.40775,0.41675,0.4075,0.39925,0.35375,0.34375,0.349,0.36425,0.4005,0.394,0.41325,0.40075,0.222,0.2685
728,0.3518,0.39875,0.38325,0.40625,0.416,0.4065,0.39775,0.35275,0.34275,0.348,0.36375,0.39925,0.3918,0.4125,0.39975,0.2216,0.2685
729,0.3508,0.3975,0.382,0.40575,0.41525,0.40475,0.39725,0.35175,0.342,0.3475,0.363,0.39825,0.39,0.412,0.39875,0.2196,0.26875
730,0.3498,0.3965,0.381,0.404,0.4145,0.40375,0.39675,0.35,0.34225,0.347,0.36225,0.39625,0.3878,0.41075,0.3975,0.2188,0.26875
731,0.349,0.395,0.37975,0.403,0.414,0.40275,0.3955,0.34925,0.34175,0.34575,0.361,0.39425,0.386,0.40875,0.397,0.2186,0.269
732,0.3486,0.39325,0.3785,0.4015,0.41325,0.40175,0.394,0.34725,0.34,0.34475,0.3595,0.3935,0.3848,0.4085,0.3955,0.2184,0.2685
733,0.348,0.3915,0.376,0.4005,0.411,0.4,0.39225,0.34625,0.33975,0.34375,0.3585,0.39175,0.3838,0.40675,0.3935,0.2182,0.2685
734,0.348,0.39,0.37575,0.39875,0.41025,0.39925,0.39125,0.34575,0.339,0.3435,0.357,0.39025,0.3828,0.40525,0.392,0.2178,0.26775
735,0.3468,0.389,0.37525,0.397,0.40925,0.398,0.38975,0.34525,0.3385,0.342,0.356,0.38875,0.3822,0.40325,0.391,0.2178,0.26775
736,0.3462,0.38825,0.37375,0.3955,0.4075,0.39625,0.38825,0.345,0.3375,0.34125,0.35475,0.38825,0.381,0.40225,0.38975,0.2178,0.26725
737,0.3462,0.3865,0.372,0.394,0.4055,0.3945,0.3875,0.34375,0.33725,0.34025,0.35425,0.38625,0.3796,0.40075,0.3885,0.2178,0.267
738,0.3452,0.38525,0.3705,0.39075,0.40375,0.3925,0.38575,0.34325,0.336,0.34,0.3535,0.3845,0.378,0.39775,0.38525,0.2178,0.266
739,0.3448,0.38425,0.36925,0.3905,0.401,0.39075,0.385,0.3425,0.33375,0.33825,0.3515,0.38275,0.377,0.39675,0.3825,0.2176,0.2635
740,0.3446,0.383,0.36875,0.389,0.40025,0.38925,0.3835,0.342,0.33275,0.3375,0.351,0.38125,0.3768,0.39525,0.38225,0.2176,0.26275
741,0.3444,0.3815,0.36675,0.38775,0.399,0.387,0.3825,0.34175,0.33225,0.336,0.34975,0.3805,0.3762,0.3945,0.38125,0.2182,0.26175
742,0.3442,0.3805,0.36625,0.38675,0.39825,0.38675,0.38175,0.3415,0.3315,0.33575,0.349,0.3795,0.3758,0.3935,0.379,0.2178,0.2615
743,0.3442,0.37825,0.365,0.3855,0.397,0.386,0.38,0.34025,0.3315,0.3355,0.347,0.37875,0.3746,0.39175,0.378,0.218,0.26075
744,0.3434,0.3765,0.36375,0.38425,0.3955,0.38425,0.378,0.3395,0.33025,0.3345,0.34625,0.377,0.3736,0.38925,0.377,0.2174,0.25975
745,0.3424,0.3755,0.3635,0.38275,0.39425,0.38275,0.37675,0.3385,0.32975,0.33275,0.34525,0.375,0.3726,0.388,0.37575,0.2172,0.259
746,0.3418,0.3745,0.36275,0.38125,0.393,0.382,0.376,0.337,0.329,0.33175,0.3445,0.37325,0.37,0.3875,0.3745,0.2172,0.25875
747,0.341,0.37325,0.36125,0.3805,0.39125,0.38075,0.37475,0.33625,0.328,0.331,0.3435,0.37175,0.369,0.386,0.3735,0.217,0.2585
748,0.3404,0.3715,0.36,0.37925,0.39,0.37925,0.3735,0.33525,0.32675,0.3305,0.342,0.3715,0.3676,0.38425,0.3725,0.2168,0.25825
749,0.34,0.3705,0.35925,0.37825,0.389,0.37875,0.3725,0.33425,0.3265,0.3295,0.34125,0.3695,0.367,0.3825,0.371,0.2166,0.25775
750,0.3392,0.369,0.35775,0.377,0.38825,0.377,0.371,0.334,0.3245,0.328,0.34,0.368,0.3656,0.3815,0.37,0.2162,0.25775
751,0.3392,0.36775,0.357,0.37475,0.3875,0.37675,0.3695,0.3335,0.3245,0.32725,0.3395,0.367,0.3634,0.38075,0.36925,0.216,0.25725
752,0.3386,0.36775,0.35675,0.37425,0.3865,0.37625,0.3695,0.33275,0.32375,0.32675,0.33875,0.36575,0.3628,0.38025,0.3665,0.2158,0.25675
753,0.3374,0.36675,0.356,0.374,0.3855,0.3745,0.3685,0.33225,0.32325,0.32625,0.33775,0.36475,0.362,0.379,0.36475,0.215,0.25625
754,0.3372,0.36525,0.355,0.3735,0.38575,0.3735,0.3675,0.332,0.32275,0.32625,0.337,0.3635,0.3614,0.37875,0.3645,0.2148,0.256
755,0.3366,0.36475,0.3535,0.3725,0.3845,0.373,0.3675,0.3315,0.3225,0.32625,0.33675,0.36225,0.3606,0.37625,0.364,0.2154,0.2555
756,0.3366,0.364,0.3535,0.37125,0.383,0.3715,0.3665,0.3305,0.32225,0.3255,0.336,0.3615,0.3596,0.3745,0.36225,0.215,0.25525
757,0.3356,0.363,0.3525,0.371,0.3825,0.3705,0.3665,0.33,0.32125,0.325,0.3355,0.36125,0.3578,0.3735,0.3605,0.215,0.2545
758,0.3354,0.36075,0.351,0.36975,0.381,0.37075,0.3655,0.3295,0.31925,0.3235,0.335,0.36025,0.357,0.37325,0.36025,0.2148,0.25475
759,0.335,0.359,0.3495,0.36775,0.38,0.37,0.36525,0.329,0.319,0.32275,0.33325,0.359,0.3566,0.37225,0.36025,0.2152,0.25425
760,0.334,0.35775,0.34925,0.36675,0.3795,0.36725,0.3645,0.32825,0.31875,0.32275,0.33175,0.357,0.3564,0.371,0.36,0.2144,0.2545
761,0.334,0.3565,0.347,0.3655,0.3775,0.36625,0.36225,0.328,0.31825,0.32075,0.33,0.35625,0.3538,0.36875,0.3595,0.2142,0.25425
762,0.3334,0.35625,0.347,0.36575,0.3765,0.363,0.36075,0.32725,0.31775,0.32,0.32975,0.354,0.3534,0.36725,0.3575,0.2142,0.2545
763,0.3322,0.3545,0.3455,0.36425,0.374,0.36175,0.3595,0.32425,0.3175,0.3195,0.32775,0.3525,0.3502,0.36625,0.35425,0.2122,0.253
764,0.3306,0.35225,0.34225,0.361,0.37325,0.3605,0.3575,0.32275,0.31525,0.316,0.32625,0.3495,0.3466,0.364,0.35025,0.211,0.2505
765,0.3302,0.351,0.342,0.3605,0.37325,0.36025,0.35675,0.32225,0.3145,0.31575,0.326,0.348,0.3462,0.3635,0.3495,0.211,0.2505
766,0.3302,0.35075,0.342,0.36025,0.37275,0.36025,0.3565,0.322,0.3135,0.31575,0.32575,0.348,0.346,0.36275,0.3495,0.2116,0.25075
767,0.33,0.3505,0.34175,0.35925,0.37225,0.36025,0.355,0.322,0.31325,0.31575,0.32575,0.3475,0.3458,0.362,0.3495,0.2122,0.251
768,0.3296,0.3505,0.341,0.35925,0.37225,0.35875,0.35475,0.322,0.313,0.31525,0.32575,0.34725,0.346,0.36025,0.3495,0.2126,0.251
769,0.3296,0.34925,0.34025,0.35825,0.37075,0.3565,0.35325,0.322,0.312,0.315,0.325,0.34675,0.3462,0.359,0.349,0.2124,0.25075
770,0.329,0.3495,0.34025,0.35775,0.37,0.35625,0.352,0.32175,0.31175,0.3145,0.32475,0.34675,0.3458,0.3585,0.3485,0.2122,0.2505
771,0.328,0.3475,0.33925,0.35725,0.369,0.35575,0.35075,0.32075,0.31125,0.31425,0.32375,0.346,0.3454,0.35825,0.3485,0.2126,0.251
772,0.3278,0.34625,0.3385,0.35675,0.36775,0.35575,0.3505,0.32075,0.311,0.31425,0.32275,0.345,0.3436,0.357,0.347,0.2124,0.25025
773,0.3276,0.346,0.33725,0.3555,0.367,0.35575,0.3505,0.31975,0.31125,0.31375,0.3225,0.34375,0.3418,0.3555,0.345,0.2122,0.25
774,0.3266,0.3455,0.3365,0.3535,0.36575,0.3555,0.35025,0.31975,0.311,0.3125,0.3215,0.34225,0.3412,0.35375,0.3445,0.2126,0.25025
775,0.3268,0.3415,0.336,0.35225,0.36525,0.355,0.34975,0.319,0.30975,0.31175,0.32075,0.34175,0.3402,0.35225,0.343,0.2126,0.25025
776,0.3268,0.34125,0.335,0.35175,0.365,0.3535,0.348,0.318,0.309,0.31175,0.32025,0.341,0.3388,0.35225,0.34275,0.2124,0.2495
777,0.326,0.34075,0.33425,0.35175,0.36275,0.351,0.3475,0.31575,0.307,0.31175,0.31925,0.33875,0.3382,0.35075,0.34225,0.2122,0.24725
778,0.3244,0.34,0.334,0.3515,0.3625,0.35025,0.347,0.31575,0.3065,0.31025,0.319,0.33625,0.3378,0.35025,0.34,0.2124,0.247
779,0.3238,0.33775,0.33375,0.35,0.362,0.34975,0.346,0.315,0.305,0.31,0.316,0.335,0.3362,0.35,0.33825,0.2122,0.247
780,0.3232,0.33625,0.33275,0.3475,0.3615,0.349,0.345,0.31425,0.3045,0.309,0.315,0.33475,0.3356,0.34875,0.3375,0.211,0.24675
781,0.3222,0.3355,0.332,0.34675,0.36125,0.34775,0.3445,0.3135,0.30425,0.309,0.31525,0.33425,0.3336,0.348,0.33575,0.211,0.2465
782,0.3222,0.3355,0.33075,0.34575,0.361,0.34775,0.343,0.3135,0.30425,0.3085,0.3145,0.33325,0.3328,0.34725,0.33525,0.2104,0.2465
783,0.3218,0.33425,0.33025,0.345,0.3605,0.34675,0.3425,0.3125,0.30475,0.307,0.314,0.33225,0.3318,0.34675,0.33425,0.2102,0.2465
784,0.3212,0.33175,0.32925,0.344,0.36,0.34625,0.34175,0.31275,0.304,0.3065,0.31375,0.331,0.3298,0.3455,0.333,0.21,0.24675
785,0.3212,0.33125,0.32775,0.344,0.359,0.3455,0.33925,0.3125,0.3035,0.306,0.31375,0.32875,0.3286,0.343,0.3305,0.21,0.24625
786,0.3208,0.33075,0.32725,0.34175,0.3575,0.34375,0.338,0.31175,0.30225,0.30575,0.3115,0.32775,0.328,0.343,0.3295,0.2094,0.245
787,0.3186,0.33,0.3245,0.34175,0.35425,0.34325,0.338,0.31,0.3,0.304,0.31025,0.32525,0.3278,0.3415,0.32875,0.209,0.2445
788,0.3178,0.3285,0.322,0.3395,0.35275,0.3395,0.33675,0.30925,0.29875,0.30275,0.30975,0.325,0.3262,0.34,0.32775,0.2092,0.2435
789,0.3168,0.32675,0.32125,0.3375,0.3515,0.3375,0.33575,0.30775,0.298,0.30125,0.3085,0.32325,0.3238,0.336,0.32575,0.2086,0.242
790,0.316,0.32575,0.3195,0.33475,0.35075,0.33675,0.3355,0.30625,0.2965,0.3005,0.307,0.322,0.3234,0.3345,0.32475,0.2084,0.24025
