wavelength,S6 Irrad 1 1,S6 Irrad 1 10,S6 Irrad 1 2,S6 Irrad 1 3,S6 Irrad 1 4,S6 Irrad 1 5,S6 Irrad 1 6,S6 Irrad 1 7,S6 Irrad 1 8,S6 Irrad 1 9,S6 Irrad 2,S6 Irrad 3,S6 Irrad 4,S6 Irrad 5,S6 Irrad 6,S6 Irrad 7,S6 Irrad 8,S6 Irrad 9,S6 Post Heat,S6 Preheat,blank
226,1.976,3.0,2.4472500000000004,2.70225,2.8219999999999996,2.9342499999999996,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.972,1.0335,0.9010000000000001,0.006
227,1.91,3.0,2.36075,2.62675,2.7640000000000002,2.89575,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9447499999999995,1.0232499999999998,0.8923333333333333,0.006
228,1.8619999999999999,3.0,2.2962499999999997,2.5655,2.7085000000000004,2.8577500000000002,2.9915000000000003,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.92675,1.02275,0.8906666666666667,0.005
229,1.82575,3.0,2.2424999999999997,2.51175,2.65825,2.81325,2.95225,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9065,1.0304999999999997,0.895,0.005
230,1.79625,3.0,2.18925,2.4555000000000002,2.5997500000000002,2.7590000000000003,2.895,2.98375,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.90425,1.0395,0.903,0.005
231,1.7642499999999999,3.0,2.13225,2.3905000000000003,2.529,2.69025,2.82325,2.9189999999999996,2.9785,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.90025,1.0485,0.9106666666666667,0.004
232,1.728,3.0,2.0695,2.31475,2.44625,2.60875,2.7367500000000002,2.83225,2.91025,2.9502500000000005,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.887,1.057,0.919,0.004
233,1.6957499999999999,2.98525,2.0097500000000004,2.2394999999999996,2.3665,2.52475,2.65375,2.748,2.835,2.8795,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8667499999999997,1.06425,0.9289999999999999,0.005
234,1.6675,2.9165,1.95675,2.1745,2.29475,2.4472499999999995,2.57175,2.6665,2.7595,2.8150000000000004,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8440000000000003,1.0742500000000001,0.9396666666666667,0.005
235,1.6404999999999998,2.8525,1.911,2.113,2.228,2.3765,2.49475,2.586,2.68575,2.74425,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.824,1.0870000000000002,0.9503333333333334,0.005
236,1.61925,2.775,1.86925,2.05975,2.1645,2.3075,2.42075,2.51375,2.609,2.6727499999999997,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8049999999999997,1.099,0.9620000000000001,0.005
237,1.5997500000000002,2.6965,1.8304999999999998,2.01,2.10725,2.24275,2.34975,2.44125,2.533,2.5995,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7817499999999997,1.1092499999999998,0.9736666666666666,0.006
238,1.582,2.6165000000000003,1.793,1.9609999999999999,2.0507500000000003,2.1805,2.2805,2.3685,2.4589999999999996,2.526,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7692500000000004,1.11925,0.984,0.007
239,1.561,2.52925,1.7552499999999998,1.9089999999999998,1.99275,2.1140000000000003,2.209,2.2915,2.38075,2.4442500000000003,2.9995000000000003,3.0,3.0,3.0,3.0,3.0,3.0,2.7482499999999996,1.12625,0.9906666666666667,0.007
240,1.5387499999999998,2.4387499999999998,1.71625,1.8570000000000002,1.932,2.048,2.13575,2.213,2.2992500000000002,2.36175,2.95575,3.0,3.0,3.0,3.0,3.0,3.0,2.725,1.12875,0.9926666666666667,0.007
241,1.517,2.3592500000000003,1.68225,1.81075,1.8825,1.988,2.0722500000000004,2.14325,2.226,2.29125,2.90225,3.0,3.0,3.0,3.0,3.0,3.0,2.703,1.129,0.992,0.006
242,1.50075,2.2950000000000004,1.655,1.7742499999999999,1.8377500000000002,1.94,2.02075,2.091,2.16925,2.23,2.8575000000000004,3.0,3.0,3.0,3.0,3.0,3.0,2.68225,1.1315,0.9936666666666666,0.006
243,1.48875,2.2410000000000005,1.6337499999999998,1.746,1.80525,1.9027500000000002,1.97825,2.04625,2.122,2.1795,2.8055000000000003,2.99825,3.0,3.0,3.0,3.0,3.0,2.67,1.13375,0.9963333333333333,0.005
244,1.47425,2.1875,1.60775,1.71725,1.77075,1.8619999999999999,1.93625,2.00275,2.07475,2.1279999999999997,2.74025,2.953,3.0,3.0,3.0,3.0,3.0,2.6690000000000005,1.1332499999999999,0.996,0.005
245,1.449,2.117,1.5715,1.6735,1.7237500000000001,1.80975,1.87925,1.9415,2.00925,2.06,2.651,2.86525,2.9985,3.0,3.0,3.0,3.0,2.662,1.11975,0.9853333333333333,0.005
246,1.417,2.0414999999999996,1.533,1.62775,1.6732500000000001,1.75275,1.818,1.87675,1.94175,1.9895,2.5577500000000004,2.781,2.95,3.0,3.0,3.0,3.0,2.6305,1.09775,0.9646666666666667,0.005
247,1.392,1.9840000000000002,1.50475,1.5947500000000001,1.636,1.71225,1.7747499999999998,1.82975,1.89175,1.93925,2.4885,2.7165,2.9044999999999996,2.9995000000000003,2.99575,3.0,3.0,2.5945,1.08075,0.9483333333333333,0.005
248,1.37375,1.9420000000000002,1.48425,1.56975,1.6060000000000003,1.681,1.741,1.7975,1.85675,1.89675,2.43325,2.66375,2.86075,2.96675,2.9645,3.0,3.0,2.5780000000000003,1.06725,0.9366666666666666,0.004
249,1.3575000000000002,1.9084999999999999,1.46125,1.54725,1.58075,1.6525,1.7102499999999998,1.7687499999999998,1.8235,1.8615,2.3805,2.6029999999999998,2.80375,2.90775,2.91425,2.9945,3.0,2.57475,1.05825,0.926,0.004
250,1.33675,1.8687500000000001,1.4344999999999999,1.5190000000000001,1.5515,1.62125,1.6760000000000002,1.73225,1.7850000000000001,1.8225,2.3167500000000003,2.5307500000000003,2.73225,2.83275,2.8465,2.92825,3.0,2.56575,1.041,0.9090000000000001,0.004
251,1.3094999999999999,1.81725,1.404,1.4855,1.5167499999999998,1.58375,1.63425,1.68675,1.73825,1.7734999999999999,2.2399999999999998,2.44375,2.64625,2.7417500000000006,2.77025,2.84625,3.0,2.53125,1.0164999999999997,0.8823333333333334,0.004
252,1.28,1.7672499999999998,1.375,1.45275,1.4800000000000002,1.5459999999999998,1.5940000000000003,1.644,1.693,1.7269999999999999,2.1657499999999996,2.3594999999999997,2.56275,2.64975,2.68975,2.763,2.92325,2.48475,0.98925,0.8556666666666666,0.005
253,1.2550000000000001,1.727,1.3507500000000001,1.42475,1.4509999999999998,1.51275,1.5594999999999999,1.6075000000000002,1.65525,1.6905,2.104,2.2880000000000003,2.48825,2.5715,2.6187500000000004,2.68525,2.8237499999999995,2.43775,0.96525,0.8330000000000001,0.005
254,1.2335,1.6915,1.32725,1.3995,1.4245,1.4845,1.53175,1.57675,1.624,1.6575,2.05,2.22425,2.416,2.4985,2.54975,2.607,2.73125,2.39975,0.94625,0.8130000000000001,0.005
255,1.21225,1.65625,1.304,1.374,1.39875,1.45675,1.5027499999999998,1.546,1.59125,1.62375,1.9962499999999999,2.1585,2.3435,2.418,2.47125,2.5205,2.6375,2.35825,0.9247500000000001,0.7923333333333334,0.005
256,1.18975,1.6219999999999999,1.28075,1.3479999999999999,1.3712499999999999,1.4280000000000002,1.47275,1.51525,1.5579999999999998,1.58925,1.94025,2.09225,2.271,2.3405,2.394,2.43875,2.5389999999999997,2.3049999999999997,0.9027499999999999,0.769,0.005
257,1.165,1.586,1.25575,1.323,1.3435,1.399,1.4422499999999998,1.4822499999999998,1.5254999999999999,1.55675,1.88675,2.02675,2.1999999999999997,2.26225,2.31325,2.3565,2.4435000000000002,2.2462500000000003,0.8787499999999999,0.747,0.006
258,1.14225,1.5514999999999999,1.2317500000000001,1.29825,1.31875,1.3705,1.4135,1.4527500000000002,1.4927499999999998,1.52475,1.83325,1.96575,2.13025,2.1862500000000002,2.23775,2.2765,2.34825,2.1855,0.8552500000000001,0.7246666666666667,0.006
259,1.1202500000000002,1.52075,1.209,1.27525,1.29475,1.3447500000000001,1.3872499999999999,1.4242500000000002,1.4629999999999999,1.49475,1.7842500000000001,1.9084999999999999,2.06375,2.1180000000000003,2.165,2.201,2.263,2.12475,0.8334999999999999,0.7033333333333333,0.006
260,1.1037500000000002,1.4965000000000002,1.1935,1.25775,1.2765,1.3245,1.367,1.40525,1.4412500000000001,1.472,1.74625,1.86425,2.012,2.0645,2.108,2.14025,2.195,2.0715000000000003,0.8162499999999999,0.6873333333333335,0.006
261,1.0972499999999998,1.4835,1.186,1.2485,1.2645,1.3135,1.356,1.3932499999999999,1.431,1.45825,1.722,1.83275,1.975,2.024,2.0655,2.09425,2.1475,2.02975,0.80925,0.6796666666666668,0.005
262,1.095,1.4737500000000001,1.18,1.2429999999999999,1.2574999999999998,1.3074999999999999,1.346,1.388,1.4209999999999998,1.446,1.70275,1.80425,1.9412500000000001,1.99,2.02725,2.0519999999999996,2.1095,1.99925,0.80525,0.678,0.005
263,1.0884999999999998,1.464,1.17275,1.23475,1.2487499999999998,1.298,1.33725,1.3795000000000002,1.412,1.43475,1.6835,1.775,1.90575,1.9540000000000002,1.9897500000000001,2.01125,2.06825,1.9697500000000001,0.7987500000000001,0.672,0.005
264,1.0785,1.4497499999999999,1.164,1.22525,1.2395,1.28675,1.32675,1.367,1.39925,1.4225,1.66075,1.7457500000000001,1.86925,1.91675,1.94675,1.966,2.0195,1.93275,0.7909999999999999,0.6626666666666666,0.005
265,1.06925,1.435,1.15475,1.2157499999999999,1.22825,1.2745,1.31475,1.35325,1.38525,1.40875,1.63525,1.7140000000000002,1.8335000000000001,1.8762500000000002,1.903,1.9187499999999997,1.9675000000000002,1.891,0.78075,0.652,0.006
266,1.0594999999999999,1.41975,1.1435,1.2055,1.2172500000000002,1.26325,1.3025,1.339,1.37175,1.3955,1.6095,1.6835,1.7965,1.8385,1.861,1.87425,1.9197499999999998,1.8497500000000002,0.77,0.6426666666666666,0.006
267,1.05175,1.4087500000000002,1.13675,1.1972500000000001,1.209,1.2542499999999999,1.2934999999999999,1.328,1.361,1.38525,1.59,1.65875,1.7675,1.8062500000000001,1.8270000000000002,1.83825,1.8800000000000001,1.814,0.7615000000000001,0.635,0.006
268,1.04675,1.4017499999999998,1.13225,1.193,1.2032500000000002,1.2477500000000001,1.2875,1.322,1.3555,1.37875,1.5757500000000002,1.6395,1.7445000000000002,1.7810000000000001,1.79875,1.8085,1.8482500000000002,1.78425,0.7565,0.6306666666666666,0.007
269,1.0447499999999998,1.39675,1.129,1.18925,1.19875,1.2437500000000001,1.283,1.317,1.35025,1.374,1.56425,1.62375,1.7235,1.76,1.7750000000000001,1.783,1.82125,1.7605,0.753,0.6276666666666667,0.007
270,1.04,1.39025,1.1247500000000001,1.1845,1.1945000000000001,1.23875,1.2785,1.31225,1.34425,1.368,1.55175,1.6085,1.70375,1.739,1.751,1.75725,1.795,1.7377500000000001,0.747,0.6229999999999999,0.007
271,1.034,1.383,1.11925,1.17825,1.18825,1.23275,1.2727499999999998,1.3054999999999999,1.33725,1.3619999999999999,1.53925,1.5935,1.685,1.7192500000000002,1.7287500000000002,1.7342500000000003,1.7690000000000001,1.71475,0.74025,0.617,0.008
272,1.03175,1.3815,1.1165,1.17625,1.1872500000000001,1.23075,1.27075,1.3035,1.33575,1.36,1.53125,1.5827499999999999,1.67175,1.70425,1.71275,1.71675,1.7477500000000001,1.695,0.7367499999999999,0.6133333333333333,0.008
273,1.03375,1.3835,1.1175000000000002,1.1775,1.1885000000000001,1.23125,1.2725,1.3054999999999999,1.33875,1.3615,1.53,1.5782500000000002,1.665,1.69675,1.70325,1.70475,1.73675,1.68225,0.7375,0.6136666666666667,0.008
274,1.036,1.3855,1.1207500000000001,1.1795,1.1915,1.2335,1.274,1.3075,1.3415000000000001,1.3635,1.52925,1.57425,1.658,1.68875,1.69575,1.6945,1.72925,1.67325,0.7394999999999999,0.615,0.008
275,1.036,1.3855,1.12125,1.1795,1.1905000000000001,1.23425,1.275,1.30775,1.34175,1.364,1.5270000000000001,1.5685,1.64875,1.6795,1.684,1.6825,1.7169999999999999,1.6632500000000001,0.73925,0.6153333333333334,0.008
276,1.0347499999999998,1.385,1.12,1.17825,1.18925,1.2335,1.2745,1.3075,1.34075,1.36325,1.52075,1.5605,1.6380000000000001,1.6685,1.67175,1.66975,1.7009999999999998,1.64925,0.73525,0.6123333333333334,0.008
277,1.034,1.38475,1.1197500000000002,1.17775,1.18925,1.2327499999999998,1.274,1.3070000000000002,1.34025,1.363,1.516,1.555,1.6309999999999998,1.6604999999999999,1.66175,1.6585,1.6895,1.63825,0.73275,0.6103333333333333,0.008
278,1.03375,1.38575,1.12,1.179,1.18925,1.233,1.2755,1.30775,1.3417500000000002,1.36375,1.5150000000000001,1.55275,1.6265,1.6565,1.6549999999999998,1.6515,1.68125,1.6315,0.73125,0.6093333333333333,0.008
279,1.0345,1.38625,1.1207500000000001,1.1792500000000001,1.1895,1.2334999999999998,1.27575,1.308,1.3435000000000001,1.3655,1.5140000000000002,1.5505,1.6215000000000002,1.6520000000000001,1.6495000000000002,1.6444999999999999,1.67325,1.6252499999999999,0.73,0.6086666666666667,0.008
280,1.03425,1.3864999999999998,1.12125,1.1792500000000001,1.18975,1.2334999999999998,1.27575,1.3082500000000001,1.3435000000000001,1.3662500000000002,1.51375,1.5459999999999998,1.6157500000000002,1.64675,1.6435,1.6384999999999998,1.665,1.6179999999999999,0.7284999999999999,0.6073333333333334,0.008
281,1.033,1.3875,1.12,1.1792500000000001,1.1895,1.2334999999999998,1.27525,1.3085,1.34325,1.36675,1.5099999999999998,1.54325,1.6115000000000002,1.639,1.63475,1.62825,1.65475,1.60825,0.7235,0.605,0.008
282,1.0322500000000001,1.3884999999999998,1.1207500000000001,1.179,1.1892500000000001,1.234,1.27575,1.3094999999999999,1.34375,1.3690000000000002,1.5087499999999998,1.542,1.6087500000000001,1.6349999999999998,1.63075,1.62325,1.649,1.6022499999999997,0.72025,0.603,0.008
283,1.0322500000000001,1.3929999999999998,1.12175,1.18025,1.191,1.235,1.27875,1.3125,1.34775,1.372,1.509,1.54175,1.60875,1.6344999999999998,1.6302499999999998,1.6225,1.6485,1.5999999999999999,0.719,0.603,0.009
284,1.03325,1.3980000000000001,1.1235,1.18175,1.19425,1.23725,1.282,1.3152499999999998,1.3495,1.37425,1.5117499999999997,1.5419999999999998,1.6085,1.6344999999999998,1.6287499999999997,1.62025,1.64725,1.5995,0.71925,0.6026666666666666,0.009
285,1.034,1.4002499999999998,1.1239999999999999,1.1822499999999998,1.19475,1.2385,1.2842500000000001,1.31775,1.35125,1.3747500000000001,1.5122499999999999,1.5405,1.6057500000000002,1.63225,1.62575,1.61775,1.6435,1.597,0.7184999999999999,0.601,0.009
286,1.03375,1.40175,1.12375,1.18325,1.195,1.2395,1.2854999999999999,1.3195000000000001,1.354,1.3765,1.51075,1.53925,1.60325,1.6309999999999998,1.623,1.61575,1.6385,1.59225,0.717,0.599,0.009
287,1.03525,1.40475,1.1247500000000001,1.1865,1.1969999999999998,1.243,1.28775,1.32375,1.359,1.38125,1.51125,1.5390000000000001,1.6035,1.63075,1.6225,1.6145,1.6375,1.59125,0.71625,0.5986666666666667,0.009
288,1.037,1.4092499999999997,1.1285,1.18825,1.20075,1.24775,1.292,1.32775,1.363,1.3857499999999998,1.51525,1.54,1.604,1.63175,1.62125,1.6145,1.6372499999999999,1.59075,0.7157499999999999,0.599,0.009
289,1.0365,1.4117499999999998,1.12875,1.1895,1.20125,1.2487499999999998,1.2922500000000001,1.3290000000000002,1.3632499999999999,1.38725,1.51525,1.5397500000000002,1.60275,1.6309999999999998,1.618,1.612,1.6355,1.5895,0.7147499999999999,0.5976666666666666,0.009
290,1.03525,1.4109999999999998,1.1277499999999998,1.18925,1.2005,1.24875,1.29275,1.32875,1.3627500000000001,1.3875,1.51525,1.5375,1.599,1.625,1.61325,1.6062500000000002,1.63,1.585,0.71075,0.596,0.009
291,1.03525,1.4115,1.12775,1.18975,1.20175,1.24875,1.29325,1.3305,1.36475,1.391,1.515,1.5375,1.59825,1.624,1.6119999999999999,1.605,1.62725,1.58325,0.7082499999999999,0.593,0.009
292,1.0355,1.4144999999999999,1.1305,1.194,1.2029999999999998,1.25075,1.29525,1.3347499999999999,1.369,1.39375,1.515,1.539,1.599,1.6245000000000003,1.6127500000000001,1.6044999999999998,1.6270000000000002,1.58325,0.7082499999999999,0.5926666666666667,0.009
293,1.0372499999999998,1.41725,1.13075,1.194,1.2045000000000001,1.25175,1.2959999999999998,1.3355000000000001,1.3707500000000001,1.3952499999999999,1.5154999999999998,1.539,1.5977500000000002,1.624,1.61225,1.6035,1.627,1.58325,0.708,0.5923333333333333,0.009
294,1.0364999999999998,1.417,1.1305,1.1935,1.2045,1.251,1.2959999999999998,1.334,1.3699999999999999,1.3944999999999999,1.51375,1.5364999999999998,1.59375,1.6207500000000001,1.6075000000000002,1.59925,1.6212499999999999,1.5797500000000002,0.70475,0.5910000000000001,0.009
295,1.0350000000000001,1.417,1.1302499999999998,1.1932500000000001,1.2040000000000002,1.2502499999999999,1.2959999999999998,1.3335,1.3699999999999999,1.3944999999999999,1.5125,1.5345,1.59125,1.619,1.60325,1.5967500000000001,1.6182500000000002,1.57775,0.7002499999999999,0.5870000000000001,0.009
296,1.0345,1.4164999999999999,1.13,1.1929999999999998,1.20425,1.2502499999999999,1.2959999999999998,1.3335,1.3705,1.3944999999999999,1.511,1.5307499999999998,1.5899999999999999,1.6147500000000001,1.5990000000000002,1.595,1.61525,1.576,0.6975,0.5863333333333333,0.009
297,1.0345,1.4164999999999999,1.12975,1.19275,1.20425,1.251,1.29675,1.3344999999999998,1.3705,1.3947499999999997,1.5102499999999999,1.5305,1.588,1.61125,1.5985,1.5924999999999998,1.6139999999999999,1.57575,0.69625,0.586,0.008
298,1.035,1.418,1.1320000000000001,1.194,1.2055000000000002,1.251,1.2974999999999999,1.3352499999999998,1.37075,1.396,1.5102499999999999,1.5305,1.588,1.6115,1.5977500000000002,1.5917499999999998,1.6135000000000002,1.57425,0.6957499999999999,0.586,0.008
299,1.0365,1.41925,1.1334999999999997,1.197,1.20625,1.2527499999999998,1.3,1.33875,1.37325,1.3985,1.5115,1.53,1.5875,1.6117499999999998,1.599,1.59125,1.6135000000000002,1.57425,0.6965,0.5863333333333333,0.008
