wavelength,blank,S6 Preheat,S6 Post Heat,S6 Irrad 1 1,S6 Irrad 1 2,S6 Irrad 1 3,S6 Irrad 1 4,S6 Irrad 1 5,S6 Irrad 1 6,S6 Irrad 1 7,S6 Irrad 1 8,S6 Irrad 1 9,S6 Irrad 1 10,S6 Irrad 2,S6 Irrad 3,S6 Irrad 4,S6 Irrad 5,S6 Irrad 6,S6 Irrad 7,S6 Irrad 8,S6 Irrad 9
317,0.009,0.564666667,0.66325,0.99775,1.07875,1.1305,1.12925,1.16725,1.20575,1.24,1.2695,1.291,1.306,1.36825,1.37725,1.42475,1.44775,1.434,1.42725,1.453,1.4405
318,0.009,0.560333333,0.6575,0.99125,1.07025,1.12125,1.12025,1.157,1.1945,1.22575,1.25675,1.277,1.29125,1.3525,1.36125,1.40875,1.43175,1.4185,1.41075,1.43675,1.426
319,0.009,0.559666667,0.6565,0.98775,1.06525,1.1165,1.11375,1.149,1.18625,1.218,1.24775,1.26725,1.28125,1.34075,1.34825,1.39675,1.418,1.40575,1.398,1.424,1.4145
320,0.009,0.559333333,0.65625,0.985,1.059,1.1095,1.10625,1.1405,1.176,1.2085,1.23675,1.25675,1.2695,1.327,1.3345,1.38325,1.40425,1.392,1.38425,1.41125,1.402
321,0.009,0.554333333,0.64975,0.9755,1.049,1.09825,1.09425,1.12725,1.16175,1.19275,1.22025,1.24025,1.25175,1.30925,1.317,1.3635,1.385,1.37225,1.36525,1.3925,1.38375
322,0.009,0.547666667,0.6415,0.96475,1.038,1.0855,1.081,1.112,1.1465,1.175,1.203,1.2235,1.23375,1.2885,1.2965,1.3425,1.36375,1.351,1.3445,1.37175,1.36425
323,0.009,0.546333333,0.6395,0.96075,1.03275,1.07925,1.073,1.10325,1.137,1.16425,1.19275,1.213,1.22225,1.275,1.28275,1.32825,1.34975,1.338,1.33075,1.358,1.3515
324,0.009,0.548,0.6425,0.961,1.0315,1.07775,1.07,1.09925,1.131,1.16025,1.1885,1.206,1.21575,1.26675,1.27375,1.3195,1.34075,1.32925,1.3215,1.34925,1.34325
325,0.009,0.550333333,0.64475,0.9615,1.03,1.0745,1.06625,1.0955,1.12575,1.155,1.18175,1.2,1.20775,1.259,1.26425,1.31125,1.3305,1.31975,1.31225,1.34,1.33425
326,0.009,0.551,0.645,0.9605,1.02525,1.0695,1.0615,1.0875,1.11825,1.14725,1.1725,1.18975,1.19775,1.24875,1.253,1.29925,1.31925,1.308,1.30125,1.32875,1.3225
327,0.009,0.551,0.64375,0.95525,1.0185,1.0615,1.05125,1.07825,1.10775,1.136,1.16075,1.1775,1.185,1.23475,1.23825,1.28525,1.3045,1.2935,1.28575,1.31375,1.30775
328,0.009,0.549,0.64025,0.94825,1.00975,1.052,1.04075,1.0675,1.09575,1.122,1.14725,1.16375,1.17075,1.21825,1.222,1.26775,1.2875,1.2765,1.26925,1.2975,1.29125
329,0.009,0.546333333,0.6355,0.941,1.001,1.043,1.0305,1.05525,1.08275,1.1095,1.13375,1.1495,1.15575,1.20225,1.206,1.2505,1.27075,1.26025,1.253,1.28025,1.2755
330,0.009,0.542333333,0.62975,0.933,0.99225,1.03275,1.0195,1.044,1.07,1.09575,1.11925,1.1345,1.14075,1.18525,1.1895,1.2335,1.25275,1.24225,1.236,1.2625,1.2585
331,0.009,0.539,0.6265,0.92625,0.9845,1.02325,1.00975,1.0325,1.05825,1.083,1.10575,1.12075,1.12625,1.17,1.17425,1.2175,1.23725,1.2265,1.2205,1.247,1.24325
332,0.009,0.538666667,0.62625,0.92425,0.9805,1.018,1.00275,1.0245,1.0505,1.075,1.097,1.1115,1.1175,1.159,1.163,1.206,1.2255,1.21475,1.208,1.23525,1.23125
333,0.009,0.539666667,0.6265,0.922,0.97775,1.013,0.998,1.019,1.04375,1.068,1.09,1.10425,1.1095,1.1495,1.153,1.196,1.21525,1.20475,1.1985,1.22575,1.22125
334,0.009,0.540333333,0.627,0.9195,0.97275,1.00825,0.9915,1.0125,1.03625,1.06075,1.08075,1.095,1.10025,1.1395,1.142,1.1845,1.203,1.19325,1.188,1.21375,1.21
335,0.009,0.539666667,0.62475,0.914,0.96525,1.0005,0.983,1.003,1.02575,1.04975,1.0705,1.08325,1.08775,1.12675,1.12925,1.171,1.18925,1.17975,1.174,1.199,1.19575
336,0.009,0.536666667,0.622,0.9065,0.95725,0.99175,0.974,0.99325,1.0145,1.03825,1.05775,1.07025,1.0745,1.112,1.1145,1.1565,1.175,1.165,1.159,1.1845,1.181
337,0.008,0.536,0.62025,0.90175,0.95125,0.98475,0.966,0.9845,1.006,1.02825,1.048,1.06,1.063,1.1,1.102,1.14325,1.16225,1.1525,1.14675,1.17125,1.16875
338,0.008,0.535666667,0.6195,0.89775,0.9455,0.9775,0.95875,0.97575,0.997,1.0185,1.0385,1.04975,1.05275,1.0885,1.0905,1.13175,1.14975,1.13975,1.13425,1.15875,1.15675
339,0.008,0.533666667,0.61725,0.892,0.93875,0.9695,0.95025,0.967,0.98725,1.008,1.02725,1.03875,1.041,1.07625,1.078,1.118,1.13625,1.12625,1.12025,1.145,1.14275
340,0.008,0.530666667,0.61325,0.88475,0.93025,0.96025,0.9405,0.95675,0.976,0.99625,1.01425,1.026,1.028,1.0615,1.06325,1.10325,1.12025,1.11175,1.10575,1.12975,1.12825
341,0.008,0.526666667,0.60875,0.87675,0.92125,0.95025,0.93,0.94525,0.96375,0.984,1.00125,1.0125,1.0145,1.04675,1.04925,1.0875,1.1055,1.096,1.09075,1.11375,1.11275
342,0.008,0.524333333,0.60525,0.8705,0.91325,0.942,0.921,0.936,0.95275,0.97225,0.98975,1.00075,1.00225,1.033,1.036,1.074,1.0915,1.08225,1.07725,1.099,1.099
343,0.009,0.524333333,0.60675,0.86825,0.9105,0.938,0.91675,0.93,0.9465,0.9655,0.98275,0.9935,0.99475,1.02425,1.0275,1.06525,1.0825,1.07375,1.0685,1.0905,1.0895
344,0.009,0.529,0.6095,0.86825,0.91025,0.93675,0.91425,0.92825,0.94425,0.96225,0.9805,0.98875,0.9915,1.02125,1.02175,1.05975,1.07625,1.06825,1.0625,1.08575,1.08425
345,0.009,0.532,0.61225,0.868,0.9085,0.934,0.91275,0.92575,0.94175,0.9595,0.9775,0.9845,0.98675,1.015,1.015,1.0535,1.06925,1.061,1.05625,1.07775,1.0775
346,0.009,0.531,0.61175,0.86375,0.902,0.92775,0.9055,0.9165,0.934,0.95175,0.9685,0.975,0.977,1.005,1.005,1.04275,1.05925,1.05075,1.04625,1.06625,1.066
347,0.009,0.527333333,0.60725,0.85625,0.8935,0.918,0.89525,0.90625,0.9225,0.93925,0.9555,0.963,0.9645,0.99225,0.99225,1.02875,1.046,1.03725,1.03275,1.05175,1.0535
348,0.009,0.525333333,0.60375,0.85,0.8855,0.91,0.8865,0.8975,0.91125,0.9285,0.94425,0.95225,0.95325,0.97975,0.98025,1.016,1.03375,1.02475,1.02,1.03925,1.041
349,0.009,0.524,0.60225,0.84475,0.87925,0.9025,0.879,0.88975,0.9035,0.92,0.935,0.943,0.94375,0.96875,0.96975,1.00475,1.02125,1.01325,1.009,1.0275,1.03025
350,0.01,0.522333333,0.598,0.83775,0.87225,0.89425,0.87075,0.88125,0.89425,0.9105,0.92575,0.93325,0.933,0.95775,0.95875,0.99375,1.0095,1.00175,0.99725,1.01625,1.0185
351,0.009,0.517333333,0.597,0.8315,0.86575,0.88725,0.86175,0.8725,0.88525,0.90025,0.915,0.9235,0.92325,0.9465,0.94825,0.982,0.99925,0.99025,0.98575,1.0035,1.005
352,0.009,0.516666667,0.59625,0.8265,0.86,0.8785,0.85575,0.866,0.87875,0.893,0.908,0.9145,0.9135,0.937,0.93875,0.97275,0.99025,0.9805,0.978,0.99375,0.9955
353,0.009,0.516,0.59525,0.82325,0.8565,0.87075,0.8505,0.85925,0.8715,0.88575,0.90075,0.907,0.907,0.929,0.93125,0.9635,0.98075,0.97125,0.96875,0.98375,0.98775
354,0.009,0.515333333,0.593,0.8185,0.8485,0.869,0.8435,0.8535,0.86425,0.87825,0.893,0.8985,0.899,0.92125,0.922,0.95375,0.9705,0.96275,0.961,0.9725,0.9775
355,0.011,0.515333333,0.59325,0.815,0.845,0.8665,0.8385,0.84775,0.86,0.87075,0.88675,0.89475,0.896,0.91525,0.916,0.94625,0.96275,0.95475,0.952,0.96825,0.97125
356,0.011,0.517,0.59425,0.8145,0.844,0.8625,0.83825,0.84675,0.85725,0.8705,0.88575,0.894,0.89375,0.9125,0.912,0.943,0.959,0.95325,0.95,0.966,0.96925
357,0.011,0.516666667,0.59525,0.8135,0.84175,0.86,0.8375,0.84375,0.855,0.86775,0.884,0.8895,0.89025,0.9085,0.906,0.9385,0.9535,0.9485,0.942,0.9575,0.96325
358,0.011,0.515333333,0.593,0.80725,0.8355,0.85375,0.82875,0.83325,0.845,0.858,0.8735,0.87825,0.876,0.8965,0.89525,0.92825,0.9425,0.9355,0.931,0.94625,0.95275
359,0.011,0.514666667,0.59,0.802,0.8285,0.8495,0.823,0.82925,0.8395,0.85075,0.86675,0.87,0.866,0.88775,0.889,0.9195,0.933,0.927,0.9225,0.93575,0.94375
360,0.012,0.518666667,0.596,0.80275,0.83125,0.84875,0.82275,0.829,0.83875,0.851,0.86775,0.87,0.868,0.888,0.88775,0.91975,0.934,0.92725,0.92375,0.93575,0.9435
361,0.012,0.525666667,0.60725,0.80875,0.836,0.85,0.82425,0.83175,0.8445,0.8575,0.86975,0.8745,0.873,0.8895,0.88925,0.9205,0.936,0.92975,0.924,0.936,0.945
362,0.012,0.528333333,0.6095,0.81225,0.83575,0.84975,0.825,0.83275,0.84425,0.858,0.87125,0.87375,0.8735,0.8915,0.8875,0.91825,0.9355,0.93,0.92475,0.9355,0.945
363,0.012,0.528,0.60825,0.8085,0.83175,0.8435,0.81925,0.82625,0.83675,0.854,0.86575,0.86675,0.8685,0.8865,0.88125,0.9135,0.928,0.925,0.91825,0.927,0.94
364,0.012,0.527333333,0.604,0.80075,0.82375,0.83725,0.81175,0.81875,0.827,0.84525,0.857,0.85825,0.85825,0.87575,0.872,0.90425,0.91825,0.913,0.91175,0.917,0.9285
365,0.012,0.527,0.601,0.79475,0.8175,0.831,0.80525,0.812,0.8195,0.83775,0.8485,0.84975,0.8505,0.8675,0.86425,0.896,0.90775,0.90575,0.90025,0.909,0.91925
366,0.012,0.524666667,0.59925,0.791,0.8125,0.82725,0.8005,0.8065,0.81375,0.83025,0.84325,0.843,0.84475,0.85975,0.858,0.889,0.90025,0.89775,0.89375,0.9025,0.9105
367,0.011,0.523,0.5965,0.78625,0.808,0.82275,0.79575,0.801,0.8075,0.82425,0.83725,0.837,0.8395,0.85275,0.8505,0.8815,0.8955,0.89,0.886,0.89575,0.9035
368,0.011,0.520666667,0.59375,0.77975,0.802,0.8155,0.789,0.794,0.80225,0.8165,0.829,0.8295,0.83025,0.8445,0.8425,0.873,0.886,0.88125,0.87675,0.886,0.8955
369,0.011,0.519,0.59175,0.77475,0.79675,0.808,0.78175,0.7885,0.79575,0.8095,0.8225,0.8225,0.82325,0.8375,0.836,0.866,0.87725,0.874,0.8705,0.87725,0.8885
370,0.011,0.518333333,0.591,0.771,0.79225,0.80375,0.778,0.785,0.79025,0.8045,0.817,0.8175,0.81775,0.83075,0.8315,0.86025,0.87125,0.86725,0.864,0.8725,0.8825
371,0.011,0.518,0.5905,0.769,0.7885,0.80025,0.77425,0.7805,0.78575,0.801,0.8125,0.812,0.81325,0.827,0.82575,0.85475,0.867,0.862,0.85975,0.8665,0.87625
372,0.011,0.516666667,0.58925,0.76575,0.78425,0.7945,0.76825,0.77575,0.78175,0.7935,0.80525,0.80525,0.8065,0.82,0.821,0.848,0.85875,0.856,0.8525,0.8595,0.87075
373,0.01,0.514666667,0.5875,0.759,0.7775,0.789,0.76225,0.7705,0.776,0.78675,0.798,0.79875,0.7995,0.813,0.8145,0.84,0.851,0.84775,0.84375,0.85175,0.863
374,0.011,0.514,0.58625,0.75475,0.77275,0.784,0.7575,0.76425,0.77,0.78025,0.7915,0.794,0.793,0.8065,0.80925,0.8315,0.84375,0.84025,0.8385,0.84475,0.8565
375,0.011,0.514666667,0.58625,0.754,0.772,0.783,0.75725,0.76225,0.76825,0.77725,0.79,0.79275,0.7915,0.804,0.8075,0.82925,0.842,0.8375,0.8365,0.8415,0.85375
376,0.012,0.518333333,0.5925,0.7555,0.77375,0.7835,0.75875,0.764,0.76925,0.779,0.79125,0.7925,0.79325,0.804,0.8075,0.8315,0.842,0.83725,0.83725,0.842,0.85475
377,0.012,0.524333333,0.596,0.76,0.777,0.784,0.76025,0.76475,0.7725,0.7835,0.79525,0.7925,0.79475,0.80575,0.808,0.83475,0.84425,0.838,0.8375,0.843,0.85625
378,0.012,0.527333333,0.5985,0.761,0.7765,0.78325,0.75975,0.7645,0.771,0.78325,0.795,0.792,0.79425,0.8075,0.80775,0.8335,0.8445,0.8385,0.8365,0.84275,0.856
379,0.013,0.527333333,0.59825,0.759,0.77375,0.7815,0.75675,0.761,0.7665,0.778,0.791,0.788,0.79,0.80425,0.803,0.82775,0.84025,0.83375,0.83325,0.837,0.84975
380,0.013,0.526333333,0.5955,0.753,0.76725,0.7755,0.75075,0.7545,0.75975,0.7715,0.78375,0.781,0.78325,0.796,0.79575,0.82125,0.8325,0.82625,0.827,0.82975,0.84225
381,0.013,0.525,0.594,0.74675,0.7625,0.76975,0.74425,0.74925,0.75475,0.766,0.7775,0.776,0.77725,0.789,0.79075,0.81375,0.82525,0.821,0.81925,0.8235,0.8355
382,0.013,0.525,0.594,0.74325,0.76025,0.76775,0.74125,0.74675,0.753,0.763,0.7755,0.7725,0.77475,0.7845,0.7875,0.809,0.8215,0.818,0.81575,0.81875,0.832
383,0.013,0.525,0.59425,0.7425,0.75975,0.76725,0.741,0.74575,0.752,0.76175,0.774,0.772,0.773,0.78375,0.78575,0.80825,0.81825,0.815,0.81325,0.817,0.82925
384,0.013,0.525333333,0.59475,0.74075,0.7575,0.76575,0.7395,0.7425,0.74975,0.75875,0.77075,0.77,0.7715,0.78175,0.784,0.80475,0.81425,0.81125,0.80975,0.8135,0.82675
385,0.013,0.525666667,0.59425,0.73825,0.75475,0.7625,0.738,0.7415,0.7475,0.75725,0.7685,0.76675,0.76825,0.779,0.7815,0.8025,0.812,0.80875,0.80675,0.81025,0.82475
386,0.013,0.526,0.595,0.738,0.75375,0.7605,0.7355,0.74025,0.74575,0.75525,0.76625,0.7655,0.76625,0.77775,0.77925,0.80125,0.81025,0.807,0.80475,0.80775,0.823
387,0.012,0.526,0.59575,0.73625,0.75125,0.7595,0.73375,0.73775,0.74325,0.75375,0.76425,0.7605,0.76275,0.7745,0.775,0.79925,0.80825,0.804,0.8015,0.8045,0.8185
388,0.012,0.526,0.595,0.7315,0.74725,0.7535,0.72975,0.73175,0.737,0.74775,0.76,0.75525,0.7585,0.77025,0.77,0.79325,0.79975,0.79925,0.797,0.79925,0.81225
389,0.012,0.526,0.59325,0.727,0.7405,0.7495,0.72325,0.72725,0.7325,0.74,0.75325,0.75075,0.75125,0.7615,0.764,0.78625,0.79375,0.79325,0.79025,0.79125,0.8065
390,0.013,0.519,0.58375,0.71375,0.729,0.737,0.712,0.71525,0.7195,0.72775,0.74075,0.73775,0.73775,0.74875,0.75075,0.77325,0.78075,0.7795,0.77625,0.77775,0.794
391,0.013,0.515,0.581,0.7105,0.7235,0.731,0.70475,0.71225,0.71475,0.723,0.73625,0.73225,0.73425,0.74525,0.74725,0.7685,0.77525,0.77225,0.771,0.774,0.79025
392,0.014,0.513,0.57825,0.708,0.721,0.72575,0.70225,0.70875,0.70925,0.7205,0.73,0.72875,0.72975,0.7405,0.742,0.76275,0.7715,0.768,0.7675,0.76875,0.78525
393,0.014,0.512333333,0.57825,0.7055,0.7185,0.7235,0.70025,0.70525,0.70775,0.7175,0.72875,0.725,0.72725,0.73875,0.73925,0.7595,0.769,0.7665,0.7655,0.7665,0.7825
394,0.011,0.512333333,0.57825,0.704,0.71775,0.72225,0.69875,0.70225,0.706,0.717,0.72725,0.72275,0.7255,0.737,0.73725,0.75925,0.76675,0.7655,0.764,0.7645,0.781
395,0.011,0.511666667,0.57725,0.70275,0.7135,0.719,0.6955,0.6995,0.7045,0.7135,0.72575,0.7195,0.723,0.73475,0.73525,0.75625,0.76425,0.7625,0.761,0.7595,0.777
396,0.011,0.509666667,0.57575,0.69875,0.71025,0.71475,0.6895,0.69525,0.7,0.71025,0.71975,0.71575,0.71725,0.73,0.72975,0.75175,0.75825,0.75675,0.754,0.75475,0.77175
397,0.011,0.509333333,0.5735,0.694,0.70625,0.71125,0.687,0.69025,0.69625,0.70725,0.716,0.7115,0.71325,0.72475,0.726,0.74675,0.75325,0.7515,0.7505,0.74975,0.76775
398,0.011,0.508666667,0.5735,0.6905,0.703,0.7095,0.684,0.6875,0.69325,0.704,0.712,0.707,0.7105,0.7215,0.72325,0.744,0.751,0.748,0.74725,0.746,0.764
399,0.011,0.508666667,0.57325,0.68875,0.70025,0.70525,0.68075,0.685,0.69175,0.70025,0.7095,0.704,0.70825,0.719,0.71975,0.7415,0.74675,0.74575,0.744,0.74425,0.76025
400,0.011,0.506666667,0.57175,0.68525,0.6965,0.70175,0.6775,0.68125,0.688,0.69675,0.705,0.701,0.70375,0.715,0.71575,0.7365,0.74325,0.74225,0.74025,0.7385,0.75625
401,0.011,0.506,0.56975,0.68175,0.69275,0.69775,0.6745,0.67775,0.68325,0.69275,0.7005,0.6965,0.69975,0.71025,0.71275,0.7325,0.73875,0.7375,0.7355,0.73325,0.75225
402,0.012,0.504,0.56925,0.67925,0.68975,0.695,0.67175,0.67475,0.67925,0.68975,0.69775,0.693,0.696,0.70675,0.70975,0.73,0.736,0.73375,0.73225,0.73025,0.7495
403,0.012,0.504666667,0.569,0.67875,0.6895,0.69425,0.6695,0.67275,0.67875,0.689,0.69675,0.69175,0.695,0.706,0.709,0.72875,0.73425,0.73325,0.73125,0.72875,0.74775
404,0.012,0.504666667,0.5705,0.67875,0.68925,0.69425,0.6695,0.67275,0.6785,0.689,0.69675,0.69075,0.69525,0.70575,0.7085,0.72775,0.73325,0.7325,0.7305,0.7285,0.74725
405,0.011,0.505333333,0.571,0.6785,0.689,0.69375,0.669,0.67225,0.678,0.68875,0.696,0.6905,0.69475,0.7055,0.7075,0.72725,0.73275,0.7325,0.72925,0.728,0.74675
406,0.011,0.505333333,0.571,0.675,0.68775,0.691,0.66725,0.67025,0.67625,0.687,0.6935,0.6895,0.6925,0.7045,0.7055,0.7265,0.73025,0.73125,0.727,0.725,0.74425
407,0.01,0.505,0.56925,0.67225,0.6835,0.68825,0.66325,0.66725,0.67325,0.68375,0.68975,0.68625,0.689,0.70025,0.702,0.72275,0.7265,0.72775,0.72375,0.72075,0.74175
408,0.01,0.504666667,0.56825,0.66875,0.67975,0.68475,0.65975,0.664,0.67075,0.67925,0.6875,0.6815,0.686,0.69725,0.6985,0.71875,0.72375,0.72375,0.721,0.7165,0.73725
409,0.01,0.505,0.56825,0.66725,0.67775,0.68375,0.65775,0.6625,0.66875,0.6765,0.68625,0.67925,0.68375,0.6945,0.69625,0.716,0.7215,0.721,0.7185,0.71525,0.735
410,0.01,0.505,0.56825,0.66675,0.67725,0.68275,0.65725,0.662,0.66725,0.67625,0.6845,0.679,0.683,0.69375,0.69525,0.71625,0.72025,0.72,0.71775,0.71375,0.73425
411,0.01,0.505333333,0.5685,0.6655,0.67625,0.68075,0.6565,0.65925,0.6655,0.67475,0.683,0.677,0.68125,0.693,0.6945,0.7145,0.719,0.719,0.71575,0.71175,0.733
412,0.01,0.505,0.56875,0.66425,0.67375,0.678,0.6535,0.656,0.663,0.671,0.68075,0.67475,0.677,0.69075,0.69225,0.712,0.7155,0.7165,0.71275,0.70925,0.72925
413,0.01,0.505,0.56775,0.6615,0.67125,0.676,0.651,0.655,0.66025,0.66875,0.677,0.67175,0.675,0.6875,0.69025,0.71,0.712,0.7135,0.71025,0.706,0.72675
414,0.01,0.505,0.5675,0.6595,0.66875,0.6735,0.649,0.65275,0.65825,0.667,0.6755,0.66925,0.6725,0.68525,0.688,0.7075,0.71,0.7115,0.70725,0.70225,0.72425
415,0.01,0.504666667,0.56675,0.657,0.66625,0.671,0.647,0.6505,0.6565,0.664,0.67225,0.66475,0.669,0.68225,0.68475,0.7045,0.707,0.7075,0.70625,0.7005,0.72125
416,0.01,0.504,0.565,0.65375,0.66325,0.66875,0.64425,0.6485,0.65425,0.6615,0.669,0.662,0.6665,0.67875,0.68225,0.7015,0.704,0.7045,0.7025,0.6975,0.7185
417,0.01,0.503,0.563,0.651,0.6605,0.666,0.64075,0.64475,0.6505,0.6585,0.666,0.6595,0.66375,0.67525,0.6795,0.69825,0.70125,0.70175,0.6995,0.6935,0.715
418,0.01,0.501666667,0.561,0.648,0.65725,0.663,0.6375,0.64225,0.64775,0.65525,0.66325,0.65625,0.66,0.672,0.67725,0.6955,0.69825,0.69925,0.69575,0.6895,0.71125
419,0.01,0.501,0.56,0.64575,0.65525,0.6605,0.6355,0.639,0.64425,0.65275,0.65975,0.6535,0.65775,0.669,0.6745,0.693,0.69575,0.6975,0.6925,0.68675,0.7085
420,0.009,0.500333333,0.55925,0.644,0.65375,0.6595,0.6335,0.63775,0.643,0.651,0.6585,0.65175,0.6565,0.6685,0.673,0.69175,0.6945,0.6955,0.6915,0.6855,0.707
421,0.009,0.501,0.56,0.644,0.65375,0.65875,0.633,0.63675,0.64225,0.651,0.6585,0.65175,0.65625,0.66825,0.672,0.69125,0.69425,0.69525,0.691,0.68525,0.70675
422,0.009,0.501333333,0.56025,0.64375,0.65275,0.658,0.63225,0.6355,0.64175,0.65075,0.65775,0.6505,0.656,0.66775,0.67125,0.691,0.69275,0.69425,0.69075,0.68425,0.7065
423,0.009,0.501666667,0.56,0.643,0.651,0.65725,0.63075,0.63375,0.6405,0.64925,0.65625,0.64875,0.65475,0.66675,0.66975,0.68975,0.69125,0.69275,0.6895,0.68325,0.7055
424,0.009,0.502333333,0.56025,0.64125,0.64975,0.65575,0.62975,0.632,0.63975,0.648,0.655,0.648,0.65375,0.66675,0.6685,0.6885,0.69,0.69175,0.68825,0.6815,0.7045
425,0.009,0.503,0.56075,0.6405,0.64975,0.654,0.629,0.632,0.639,0.64775,0.655,0.64725,0.65325,0.6665,0.66825,0.68775,0.68975,0.691,0.68725,0.6805,0.70375
426,0.009,0.504,0.561,0.6395,0.649,0.6525,0.6275,0.63125,0.6385,0.6475,0.6535,0.6465,0.65225,0.666,0.667,0.6875,0.68925,0.691,0.68675,0.67975,0.70225
427,0.009,0.504333333,0.56125,0.639,0.648,0.65125,0.62675,0.63,0.63725,0.6465,0.6535,0.64375,0.651,0.664,0.665,0.68575,0.688,0.6895,0.6855,0.6775,0.70125
428,0.009,0.504333333,0.561,0.63825,0.64675,0.64925,0.62675,0.62825,0.6345,0.64475,0.65175,0.6435,0.64975,0.66275,0.6645,0.68475,0.68675,0.68775,0.68375,0.67525,0.69925
429,0.009,0.504333333,0.56075,0.6365,0.644,0.6485,0.62425,0.6265,0.63175,0.64275,0.6495,0.64175,0.64775,0.66175,0.662,0.68325,0.684,0.68575,0.682,0.6745,0.69775
430,0.009,0.504333333,0.56075,0.635,0.64175,0.6475,0.6225,0.62475,0.631,0.64075,0.64725,0.639,0.646,0.65925,0.66025,0.6825,0.68275,0.68325,0.68075,0.67175,0.696
431,0.009,0.504,0.5595,0.63175,0.6405,0.64525,0.62125,0.62375,0.62975,0.63775,0.64625,0.63675,0.6445,0.65725,0.65925,0.67975,0.6805,0.68075,0.67925,0.671,0.695
432,0.009,0.503666667,0.55875,0.63,0.63825,0.64375,0.61875,0.62125,0.62825,0.6365,0.64325,0.6355,0.642,0.6555,0.65725,0.6775,0.67825,0.67925,0.676,0.669,0.69225
433,0.01,0.503666667,0.55775,0.6285,0.63675,0.64225,0.61625,0.61975,0.62625,0.63525,0.64075,0.63325,0.63975,0.65325,0.656,0.676,0.67675,0.6775,0.675,0.666,0.69075
434,0.01,0.503,0.55725,0.6275,0.6355,0.64025,0.6145,0.6175,0.62425,0.63325,0.64,0.6315,0.63775,0.65225,0.65375,0.67475,0.67525,0.6765,0.67325,0.664,0.68775
435,0.009,0.502666667,0.5565,0.626,0.6345,0.639,0.61325,0.616,0.6225,0.63125,0.63775,0.62975,0.63575,0.651,0.65225,0.673,0.6735,0.6745,0.672,0.66225,0.68675
436,0.009,0.502666667,0.556,0.624,0.632,0.63725,0.611,0.6145,0.6205,0.629,0.63575,0.628,0.6345,0.64875,0.651,0.67125,0.67125,0.6725,0.67025,0.66025,0.6845
437,0.009,0.502,0.55475,0.62225,0.6295,0.63525,0.6095,0.61225,0.618,0.627,0.6335,0.62525,0.63175,0.6465,0.648,0.6695,0.669,0.67025,0.6685,0.65775,0.683
438,0.009,0.501333333,0.55375,0.62,0.62775,0.633,0.6075,0.60975,0.6165,0.6245,0.6315,0.6235,0.62975,0.644,0.6465,0.668,0.667,0.66825,0.66675,0.6555,0.68025
439,0.008,0.500333333,0.553,0.61875,0.626,0.6315,0.60475,0.6075,0.614,0.6225,0.6285,0.62075,0.628,0.64175,0.64475,0.6655,0.66425,0.6665,0.66425,0.6535,0.678
440,0.009,0.5,0.552,0.61725,0.6245,0.6295,0.603,0.606,0.6125,0.62025,0.62625,0.619,0.62525,0.6395,0.64325,0.66325,0.663,0.66425,0.6625,0.652,0.67625
441,0.009,0.499666667,0.55125,0.6155,0.6235,0.62875,0.60175,0.6055,0.61125,0.6195,0.626,0.61825,0.6245,0.63875,0.642,0.66275,0.662,0.663,0.66175,0.6505,0.6755
442,0.009,0.5,0.55125,0.61525,0.623,0.628,0.60125,0.60475,0.6105,0.619,0.62575,0.618,0.624,0.63875,0.64125,0.6615,0.662,0.663,0.66075,0.65025,0.67475
443,0.009,0.500333333,0.55075,0.61375,0.62225,0.62625,0.59975,0.6025,0.609,0.61825,0.624,0.6165,0.62325,0.6385,0.64025,0.66125,0.66075,0.66175,0.65925,0.6495,0.67325
444,0.009,0.499333333,0.5495,0.612,0.61875,0.6235,0.5985,0.6015,0.607,0.616,0.62125,0.615,0.62125,0.63625,0.63775,0.65975,0.65925,0.66025,0.658,0.647,0.67175
445,0.009,0.499,0.54775,0.60975,0.61675,0.62125,0.596,0.59875,0.6045,0.61325,0.6195,0.61275,0.619,0.63375,0.63575,0.65725,0.657,0.657,0.65625,0.645,0.66925
446,0.009,0.497333333,0.54775,0.60825,0.61525,0.6195,0.59375,0.596,0.6025,0.61125,0.618,0.61025,0.617,0.632,0.63375,0.65475,0.656,0.65525,0.65425,0.64325,0.66725
447,0.009,0.497333333,0.54725,0.6065,0.61425,0.61825,0.59275,0.595,0.602,0.60975,0.61675,0.60875,0.616,0.63125,0.6325,0.65425,0.654,0.65475,0.65325,0.64225,0.66625
448,0.009,0.497333333,0.54725,0.6055,0.61375,0.61775,0.5915,0.59475,0.601,0.60975,0.61625,0.6085,0.615,0.631,0.63175,0.65375,0.65325,0.654,0.653,0.6415,0.6655
449,0.009,0.497333333,0.547,0.6045,0.61275,0.617,0.59,0.59325,0.5995,0.608,0.61525,0.60725,0.6135,0.62975,0.63075,0.653,0.6525,0.65375,0.652,0.64025,0.66475
450,0.009,0.497,0.546,0.60275,0.61175,0.6145,0.589,0.59075,0.59825,0.6065,0.61325,0.60525,0.61275,0.629,0.6295,0.65175,0.65175,0.6525,0.6505,0.639,0.6635
451,0.009,0.497,0.545,0.6005,0.60925,0.61275,0.587,0.5905,0.5965,0.6055,0.61125,0.6035,0.61075,0.62725,0.62775,0.6495,0.64975,0.6515,0.64925,0.6375,0.66175
