wavelength,blank,S6 Preheat,S6 Post Heat,S6 Irrad 1 1,S6 Irrad 1 2,S6 Irrad 1 3,S6 Irrad 1 4,S6 Irrad 1 5,S6 Irrad 1 6,S6 Irrad 1 7,S6 Irrad 1 8,S6 Irrad 1 9,S6 Irrad 1 10,S6 Irrad 2,S6 Irrad 3,S6 Irrad 4,S6 Irrad 5,S6 Irrad 6,S6 Irrad 7,S6 Irrad 8,S6 Irrad 9
452,0.009,0.496666667,0.545,0.5995,0.60675,0.612,0.5855,0.588,0.59525,0.60375,0.60975,0.603,0.6095,0.62525,0.626,0.64775,0.64775,0.65025,0.6475,0.6365,0.66075
453,0.009,0.496666667,0.545,0.5985,0.6065,0.61025,0.5845,0.58725,0.59375,0.603,0.60925,0.60175,0.60775,0.6245,0.6255,0.6465,0.647,0.65,0.64625,0.6355,0.65975
454,0.009,0.496333333,0.54425,0.5975,0.6055,0.60875,0.583,0.5865,0.59225,0.60175,0.6085,0.60075,0.60675,0.62375,0.62425,0.64525,0.646,0.64875,0.646,0.6345,0.65875
455,0.009,0.496,0.5425,0.59525,0.60325,0.60725,0.58075,0.58425,0.59025,0.599,0.6055,0.59925,0.60475,0.62175,0.62175,0.64375,0.64375,0.64725,0.64525,0.6325,0.65675
456,0.009,0.494,0.541,0.593,0.601,0.605,0.578,0.5815,0.5885,0.59675,0.603,0.5965,0.60225,0.6195,0.6205,0.64225,0.6425,0.645,0.642,0.63125,0.65425
457,0.009,0.492666667,0.5385,0.59,0.598,0.60225,0.575,0.57825,0.58525,0.593,0.59925,0.59375,0.599,0.616,0.61775,0.63925,0.6395,0.64175,0.63875,0.628,0.65075
458,0.009,0.49,0.536,0.58675,0.59475,0.59975,0.57225,0.57525,0.58175,0.59,0.59575,0.59075,0.59575,0.61275,0.61625,0.63675,0.6365,0.639,0.63625,0.6245,0.64725
459,0.009,0.488666667,0.53425,0.585,0.593,0.598,0.57025,0.573,0.58,0.58825,0.59425,0.58875,0.5935,0.6105,0.61425,0.6345,0.635,0.63675,0.63475,0.62275,0.64625
460,0.009,0.489666667,0.5345,0.5855,0.593,0.5975,0.57025,0.57275,0.58,0.58825,0.595,0.589,0.594,0.61125,0.6135,0.63425,0.63475,0.63675,0.6345,0.623,0.6465
461,0.009,0.490666667,0.53575,0.58575,0.59325,0.59775,0.57075,0.57275,0.58025,0.58925,0.5965,0.5895,0.59475,0.61275,0.61325,0.63525,0.63625,0.6375,0.6345,0.623,0.647
462,0.009,0.490666667,0.536,0.58575,0.5925,0.59675,0.5705,0.57275,0.58,0.58925,0.59575,0.589,0.59475,0.61275,0.61175,0.63525,0.63625,0.6375,0.6345,0.6225,0.647
463,0.009,0.490333333,0.5355,0.584,0.5915,0.59425,0.56875,0.5705,0.5785,0.5875,0.59375,0.58825,0.59375,0.611,0.6105,0.6335,0.6355,0.637,0.63425,0.62225,0.64525
464,0.009,0.489333333,0.53475,0.5815,0.5895,0.59275,0.56625,0.5685,0.57575,0.5855,0.59175,0.585,0.5905,0.60925,0.60875,0.632,0.633,0.63525,0.63175,0.62025,0.64325
465,0.009,0.488,0.53375,0.58,0.5875,0.591,0.56425,0.566,0.574,0.5835,0.59025,0.5835,0.58875,0.607,0.6075,0.63075,0.63075,0.633,0.63,0.61875,0.6425
466,0.009,0.487333333,0.53275,0.57875,0.5865,0.58975,0.563,0.56475,0.57225,0.58225,0.588,0.58275,0.58775,0.60575,0.60675,0.6295,0.62975,0.63125,0.629,0.61775,0.64075
467,0.009,0.486666667,0.532,0.578,0.58525,0.58775,0.5615,0.56375,0.571,0.5805,0.58725,0.58175,0.58725,0.60525,0.606,0.628,0.62875,0.6315,0.6285,0.6165,0.63925
468,0.01,0.485333333,0.53125,0.577,0.58475,0.5875,0.561,0.56325,0.57,0.57975,0.58675,0.5805,0.58725,0.6035,0.6045,0.62725,0.62825,0.63025,0.627,0.6165,0.639
469,0.01,0.485333333,0.5305,0.57525,0.583,0.5855,0.56,0.56175,0.56825,0.57875,0.58525,0.57975,0.58575,0.602,0.60325,0.6255,0.6275,0.62975,0.62575,0.6155,0.63725
470,0.01,0.484666667,0.5285,0.5735,0.5815,0.58325,0.5575,0.559,0.566,0.57725,0.58325,0.577,0.584,0.60125,0.60075,0.62425,0.6255,0.628,0.62375,0.613,0.6365
471,0.01,0.483333333,0.5265,0.571,0.579,0.581,0.55575,0.55775,0.563,0.57475,0.58075,0.57525,0.581,0.59975,0.6005,0.62275,0.62375,0.6265,0.6225,0.6115,0.63475
472,0.009,0.480333333,0.52525,0.56975,0.5765,0.57875,0.5535,0.55425,0.5615,0.57325,0.57875,0.5735,0.5785,0.59775,0.599,0.6205,0.62175,0.62475,0.621,0.61,0.63225
473,0.009,0.479,0.52375,0.568,0.57475,0.57775,0.55175,0.55375,0.55975,0.57075,0.5775,0.57175,0.57725,0.596,0.5965,0.619,0.6205,0.62325,0.619,0.6085,0.63
474,0.009,0.479,0.523,0.565,0.57375,0.576,0.54925,0.55175,0.55825,0.56875,0.576,0.56975,0.575,0.594,0.59475,0.618,0.61925,0.622,0.61775,0.608,0.62875
475,0.009,0.477333333,0.52175,0.563,0.572,0.57425,0.54675,0.5495,0.55575,0.567,0.57375,0.568,0.57275,0.592,0.594,0.616,0.61725,0.62,0.616,0.606,0.626
476,0.009,0.475333333,0.519,0.56025,0.57025,0.57225,0.54475,0.54725,0.55325,0.56525,0.57075,0.56575,0.57025,0.58975,0.59225,0.61375,0.6145,0.61725,0.614,0.6035,0.6245
477,0.009,0.474,0.51775,0.559,0.568,0.57125,0.54275,0.5455,0.55075,0.563,0.56875,0.5645,0.5685,0.58775,0.5905,0.6115,0.614,0.61575,0.6135,0.603,0.62225
478,0.009,0.472666667,0.516,0.5575,0.566,0.56825,0.541,0.54375,0.54875,0.5605,0.567,0.56225,0.567,0.586,0.58875,0.61,0.61125,0.61425,0.6115,0.60125,0.6205
479,0.009,0.470666667,0.51425,0.554,0.5645,0.56625,0.539,0.54025,0.5475,0.55775,0.56475,0.55975,0.56525,0.5845,0.587,0.608,0.61025,0.61275,0.60875,0.59875,0.61825
480,0.009,0.467666667,0.51,0.55025,0.56075,0.56225,0.534,0.53575,0.54325,0.55275,0.56025,0.55575,0.56075,0.5795,0.58325,0.60375,0.607,0.60925,0.6055,0.595,0.6135
481,0.009,0.462,0.50375,0.54475,0.55475,0.5565,0.52775,0.5295,0.53625,0.547,0.55425,0.54975,0.55425,0.573,0.579,0.59875,0.6015,0.603,0.5995,0.5895,0.60725
482,0.009,0.457666667,0.49725,0.5385,0.549,0.552,0.52275,0.52325,0.5305,0.54075,0.54825,0.5445,0.548,0.56675,0.5755,0.59375,0.597,0.5975,0.5945,0.58425,0.60175
483,0.009,0.457,0.497,0.537,0.548,0.551,0.52125,0.52225,0.52875,0.5395,0.5475,0.54375,0.54625,0.5655,0.575,0.59275,0.59575,0.59625,0.59375,0.5835,0.60075
484,0.009,0.460666667,0.50175,0.5415,0.552,0.5535,0.52525,0.52675,0.5335,0.54525,0.553,0.54775,0.55175,0.57175,0.57775,0.597,0.60075,0.60075,0.5975,0.5875,0.60675
485,0.009,0.463,0.5055,0.54375,0.5545,0.555,0.528,0.5295,0.5365,0.54825,0.55575,0.54975,0.55525,0.576,0.57825,0.5995,0.60375,0.6035,0.59975,0.58925,0.60925
486,0.009,0.462333333,0.504,0.5435,0.55225,0.5535,0.52575,0.5275,0.53475,0.54625,0.55425,0.548,0.5535,0.5755,0.5765,0.59825,0.6025,0.60225,0.599,0.58875,0.60775
487,0.009,0.461333333,0.50275,0.54175,0.551,0.55225,0.52425,0.525,0.53275,0.5455,0.553,0.547,0.552,0.573,0.57625,0.59675,0.601,0.6015,0.59675,0.587,0.60625
488,0.009,0.461333333,0.50325,0.5415,0.551,0.55225,0.524,0.5255,0.53325,0.5455,0.553,0.54675,0.5525,0.5735,0.57575,0.597,0.601,0.6015,0.59675,0.58725,0.60625
489,0.009,0.460666667,0.5015,0.54075,0.54975,0.5505,0.52275,0.52425,0.53225,0.544,0.55225,0.5455,0.55175,0.57275,0.57425,0.5965,0.60075,0.60075,0.596,0.58625,0.60525
490,0.009,0.457,0.498,0.53675,0.54575,0.54675,0.5185,0.52075,0.52775,0.53975,0.547,0.54175,0.547,0.568,0.5715,0.5925,0.59725,0.59675,0.5925,0.58225,0.6015
491,0.009,0.456,0.49625,0.535,0.54425,0.54625,0.5175,0.51975,0.52625,0.53825,0.54575,0.54075,0.545,0.56675,0.57075,0.591,0.59525,0.595,0.59125,0.58125,0.60075
492,0.009,0.457333333,0.499,0.53625,0.54625,0.54625,0.518,0.5205,0.529,0.54025,0.54875,0.54175,0.54775,0.57025,0.57125,0.59225,0.5975,0.596,0.59275,0.58325,0.6025
493,0.009,0.458333333,0.4995,0.5365,0.546,0.5455,0.5185,0.5205,0.53075,0.54075,0.5485,0.54175,0.548,0.5715,0.5705,0.59275,0.59825,0.59725,0.59325,0.58375,0.6025
494,0.009,0.455333333,0.49675,0.53475,0.54275,0.54275,0.516,0.51775,0.52725,0.53775,0.54525,0.54,0.54475,0.56825,0.567,0.58975,0.595,0.59425,0.5905,0.582,0.59825
495,0.009,0.452666667,0.49275,0.5305,0.53975,0.5395,0.51225,0.51275,0.52225,0.53375,0.541,0.536,0.54125,0.56425,0.56475,0.5865,0.591,0.59175,0.5875,0.57875,0.5945
496,0.01,0.451333333,0.49075,0.52825,0.538,0.5375,0.51,0.5105,0.518,0.532,0.5395,0.534,0.5385,0.561,0.56225,0.58425,0.5895,0.58925,0.586,0.57625,0.59225
497,0.01,0.45,0.49025,0.5275,0.537,0.5365,0.50825,0.5095,0.517,0.53125,0.5395,0.534,0.5385,0.56125,0.56225,0.58425,0.5895,0.58875,0.5855,0.57575,0.5925
498,0.01,0.449666667,0.49,0.5265,0.5365,0.535,0.5075,0.50925,0.5165,0.53075,0.53925,0.53375,0.53825,0.56125,0.56175,0.58325,0.589,0.58875,0.5845,0.57525,0.59225
499,0.01,0.448666667,0.48875,0.52475,0.53575,0.53375,0.50625,0.50725,0.51525,0.53,0.53775,0.5325,0.53725,0.561,0.56,0.58325,0.588,0.5885,0.58275,0.5745,0.5915
500,0.01,0.447333333,0.48575,0.52325,0.53325,0.53175,0.504,0.5055,0.51275,0.52825,0.53575,0.531,0.536,0.55925,0.55875,0.5805,0.587,0.587,0.5825,0.57275,0.5895
501,0.01,0.445666667,0.48425,0.52075,0.5315,0.53,0.5015,0.5035,0.5105,0.5265,0.53375,0.5285,0.533,0.55675,0.5565,0.57975,0.585,0.585,0.5805,0.571,0.58675
502,0.01,0.443333333,0.48125,0.518,0.52875,0.52825,0.49925,0.5,0.50775,0.5235,0.53125,0.527,0.53025,0.55425,0.55475,0.577,0.58375,0.583,0.57825,0.56875,0.58525
503,0.01,0.441666667,0.48025,0.5165,0.527,0.5265,0.497,0.49775,0.5055,0.5215,0.52925,0.52475,0.52775,0.55225,0.55275,0.57575,0.582,0.5815,0.57675,0.56725,0.5835
504,0.01,0.441,0.47825,0.51525,0.5255,0.52525,0.496,0.4965,0.50375,0.52,0.52775,0.523,0.52675,0.55075,0.55175,0.57425,0.58075,0.58025,0.575,0.5665,0.5825
505,0.01,0.439666667,0.477,0.51275,0.5235,0.5235,0.49375,0.4945,0.50275,0.5185,0.52675,0.5215,0.52475,0.55,0.55025,0.573,0.57975,0.5785,0.5735,0.565,0.58125
506,0.01,0.437,0.4745,0.51,0.52125,0.5215,0.4915,0.4925,0.5,0.51625,0.52425,0.51925,0.5225,0.54775,0.549,0.5705,0.57775,0.5765,0.57175,0.56275,0.5795
507,0.009,0.435333333,0.472,0.50725,0.51925,0.51925,0.4885,0.49,0.49725,0.51375,0.52175,0.5175,0.52025,0.54525,0.547,0.5695,0.57625,0.5745,0.57,0.561,0.577
508,0.009,0.433666667,0.47025,0.5055,0.5175,0.5175,0.48675,0.48775,0.4955,0.512,0.51975,0.5155,0.5185,0.54325,0.546,0.56775,0.57425,0.57325,0.56875,0.559,0.5755
509,0.009,0.432666667,0.4695,0.5035,0.5155,0.51575,0.485,0.48625,0.494,0.511,0.5185,0.51375,0.51675,0.54175,0.544,0.566,0.573,0.5715,0.567,0.558,0.57425
510,0.01,0.431666667,0.468,0.503,0.51425,0.51425,0.48375,0.48475,0.49275,0.50925,0.51825,0.51275,0.51625,0.541,0.54325,0.56525,0.57175,0.5705,0.56575,0.55675,0.5735
511,0.01,0.430333333,0.467,0.50225,0.51375,0.5135,0.48275,0.484,0.49175,0.508,0.51675,0.51175,0.51525,0.541,0.543,0.564,0.57125,0.56975,0.5655,0.556,0.57275
512,0.01,0.430333333,0.467,0.502,0.51325,0.512,0.48175,0.4835,0.4915,0.50775,0.5165,0.5115,0.5145,0.5405,0.5425,0.564,0.571,0.56925,0.56525,0.55525,0.5725
513,0.01,0.429333333,0.46625,0.50075,0.51175,0.51125,0.481,0.4825,0.4905,0.507,0.51575,0.511,0.51325,0.53975,0.5415,0.563,0.57075,0.5685,0.56425,0.5545,0.5715
514,0.01,0.427333333,0.46325,0.49775,0.51,0.50925,0.47925,0.47975,0.4875,0.5055,0.513,0.5085,0.511,0.53925,0.53925,0.5615,0.56875,0.56675,0.56225,0.55175,0.56925
515,0.01,0.423333333,0.45975,0.495,0.5075,0.50675,0.4755,0.47675,0.48425,0.50225,0.51025,0.506,0.50825,0.53575,0.53675,0.55925,0.5665,0.5645,0.56,0.549,0.5675
516,0.01,0.422,0.4575,0.49225,0.505,0.50425,0.47275,0.474,0.48175,0.499,0.50725,0.504,0.5055,0.533,0.53525,0.5575,0.56475,0.562,0.55775,0.54775,0.5645
517,0.009,0.421333333,0.4575,0.49225,0.5045,0.50375,0.47275,0.4735,0.48175,0.49825,0.50675,0.503,0.505,0.53225,0.5345,0.5565,0.564,0.562,0.55725,0.54725,0.56425
518,0.009,0.421666667,0.45825,0.493,0.5045,0.50425,0.47375,0.47425,0.48225,0.49925,0.50825,0.50375,0.5065,0.53425,0.53475,0.557,0.565,0.56325,0.55775,0.54775,0.56575
519,0.01,0.422666667,0.45825,0.4935,0.505,0.50425,0.47425,0.47475,0.48275,0.4995,0.50825,0.504,0.507,0.53525,0.53475,0.557,0.566,0.56325,0.558,0.548,0.56625
520,0.01,0.422333333,0.45775,0.4925,0.50425,0.50275,0.473,0.473,0.48175,0.4985,0.5075,0.502,0.5065,0.5345,0.53425,0.557,0.56475,0.563,0.55725,0.54725,0.565
521,0.01,0.419333333,0.4555,0.49,0.5015,0.50025,0.47,0.4705,0.47825,0.495,0.505,0.5005,0.5035,0.53225,0.53175,0.5535,0.56225,0.5605,0.555,0.54475,0.56325
522,0.01,0.416,0.4515,0.4865,0.498,0.49675,0.46625,0.4665,0.47475,0.49225,0.50125,0.49675,0.4995,0.528,0.52875,0.552,0.55975,0.5575,0.55175,0.54225,0.55925
523,0.01,0.412666667,0.4475,0.4825,0.495,0.49425,0.46225,0.46275,0.471,0.489,0.4985,0.49375,0.49525,0.524,0.526,0.548,0.55725,0.55475,0.54825,0.539,0.5555
524,0.01,0.410333333,0.44475,0.47975,0.49325,0.4925,0.45975,0.45975,0.4675,0.48675,0.49625,0.4905,0.49325,0.52225,0.5245,0.54625,0.555,0.55225,0.5455,0.53725,0.55275
525,0.009,0.407,0.44125,0.47775,0.49075,0.489,0.45825,0.458,0.46575,0.48475,0.49275,0.488,0.49075,0.52075,0.521,0.5445,0.5535,0.54975,0.54425,0.53425,0.5505
526,0.009,0.406333333,0.4405,0.47475,0.4885,0.48725,0.4545,0.45575,0.46325,0.483,0.49,0.487,0.489,0.5185,0.51975,0.543,0.55225,0.5475,0.54275,0.53175,0.54925
527,0.009,0.406666667,0.441,0.47675,0.48875,0.4885,0.45625,0.457,0.46425,0.48425,0.49225,0.48825,0.4895,0.52,0.52,0.54325,0.55325,0.54875,0.544,0.5335,0.551
528,0.01,0.412666667,0.447,0.481,0.49425,0.4925,0.46225,0.4625,0.46975,0.49025,0.49825,0.49175,0.496,0.527,0.5245,0.54775,0.55725,0.5545,0.54875,0.537,0.556
529,0.01,0.415,0.451,0.484,0.4965,0.49375,0.46475,0.4655,0.474,0.4925,0.50025,0.4935,0.5,0.53175,0.526,0.5495,0.56,0.557,0.55125,0.54075,0.5585
530,0.01,0.413,0.44725,0.4815,0.49325,0.4915,0.46225,0.463,0.471,0.4885,0.498,0.49125,0.4965,0.529,0.524,0.54925,0.558,0.554,0.54875,0.53725,0.55575
531,0.01,0.408666667,0.44225,0.47775,0.49025,0.488,0.45675,0.45875,0.466,0.48575,0.494,0.489,0.4915,0.52425,0.52175,0.545,0.55475,0.5515,0.5455,0.53425,0.55175
532,0.01,0.408,0.44175,0.47775,0.48975,0.488,0.456,0.45775,0.4655,0.4855,0.4945,0.48825,0.4915,0.5235,0.52175,0.54475,0.554,0.55175,0.54525,0.53425,0.55225
533,0.01,0.408333333,0.44275,0.478,0.48975,0.4875,0.45725,0.458,0.4665,0.486,0.495,0.48825,0.493,0.525,0.522,0.54575,0.555,0.55225,0.5455,0.5355,0.5525
534,0.01,0.408,0.44225,0.478,0.489,0.4865,0.45725,0.4575,0.4665,0.48575,0.49425,0.488,0.49275,0.5245,0.52125,0.5455,0.55475,0.55225,0.54475,0.53475,0.55225
535,0.01,0.407,0.43975,0.4765,0.487,0.485,0.45425,0.456,0.465,0.483,0.4935,0.486,0.49125,0.5235,0.52075,0.54375,0.5535,0.55075,0.543,0.53325,0.552
536,0.01,0.406,0.43925,0.4755,0.48675,0.484,0.45425,0.4545,0.464,0.4825,0.492,0.4855,0.49,0.52275,0.52,0.54375,0.553,0.54975,0.54225,0.53225,0.551
537,0.01,0.402666667,0.43725,0.47275,0.4835,0.4815,0.45225,0.452,0.46225,0.48,0.48925,0.48275,0.48875,0.5225,0.5185,0.54175,0.551,0.5485,0.5385,0.53025,0.54875
538,0.011,0.399333333,0.43075,0.468,0.47925,0.4765,0.4465,0.448,0.45625,0.47525,0.48325,0.47775,0.48275,0.5165,0.51325,0.53775,0.54675,0.5445,0.535,0.5255,0.544
539,0.01,0.394333333,0.42625,0.46375,0.4745,0.47375,0.44175,0.44325,0.45025,0.4705,0.4795,0.4745,0.478,0.5115,0.50925,0.534,0.5435,0.5405,0.5315,0.52075,0.5415
540,0.01,0.394333333,0.42575,0.4635,0.4755,0.4745,0.44175,0.44275,0.45025,0.471,0.4815,0.4755,0.4795,0.51225,0.51,0.535,0.54425,0.5405,0.532,0.52275,0.54225
541,0.011,0.398,0.43125,0.46725,0.479,0.47725,0.44475,0.44625,0.45475,0.476,0.486,0.47875,0.48425,0.51625,0.513,0.5375,0.5475,0.5445,0.53575,0.52575,0.54475
542,0.01,0.4,0.43425,0.47025,0.48175,0.4785,0.448,0.4485,0.45775,0.4785,0.488,0.482,0.48775,0.52125,0.5135,0.54075,0.551,0.54725,0.539,0.529,0.54725
543,0.01,0.4,0.43325,0.47025,0.482,0.47875,0.44875,0.449,0.45775,0.47875,0.488,0.482,0.48725,0.52175,0.5135,0.5405,0.5515,0.5475,0.53925,0.529,0.54725
544,0.01,0.399333333,0.4315,0.4685,0.48,0.47625,0.446,0.448,0.457,0.47725,0.4865,0.4805,0.4845,0.521,0.513,0.5395,0.548,0.5455,0.53875,0.527,0.54675
545,0.01,0.396666667,0.4295,0.46525,0.47725,0.47525,0.44475,0.4455,0.44825,0.47475,0.484,0.479,0.48275,0.5185,0.512,0.53775,0.54725,0.54425,0.537,0.52525,0.5455
546,0.01,0.396,0.42875,0.4645,0.477,0.4755,0.444,0.44525,0.451,0.47425,0.4835,0.479,0.4815,0.5185,0.51175,0.538,0.54725,0.5445,0.53625,0.5255,0.54475
547,0.01,0.396333333,0.42875,0.465,0.477,0.47525,0.44425,0.44525,0.45225,0.475,0.48425,0.4785,0.48225,0.519,0.51275,0.53825,0.54725,0.54475,0.5365,0.52575,0.54525
548,0.01,0.396333333,0.42825,0.46475,0.47675,0.47475,0.44375,0.445,0.45225,0.47475,0.4835,0.47775,0.4815,0.52025,0.512,0.53825,0.54725,0.545,0.53625,0.525,0.54525
549,0.01,0.394,0.42525,0.46275,0.4745,0.4725,0.44225,0.443,0.4505,0.473,0.481,0.47525,0.47975,0.51825,0.5105,0.53675,0.546,0.5435,0.53475,0.524,0.5435
550,0.01,0.390666667,0.42225,0.46,0.472,0.47,0.43925,0.43925,0.44775,0.47,0.47925,0.473,0.47725,0.51575,0.509,0.53475,0.5445,0.541,0.5315,0.52075,0.541
551,0.01,0.388666667,0.42075,0.45825,0.47,0.468,0.4365,0.4385,0.446,0.4685,0.47725,0.47175,0.47575,0.514,0.50775,0.53375,0.54275,0.53975,0.5305,0.51925,0.54
552,0.01,0.388,0.42,0.458,0.46925,0.4675,0.43575,0.4375,0.44525,0.468,0.47675,0.47125,0.47525,0.514,0.5075,0.5335,0.54225,0.54,0.53025,0.51925,0.53975
553,0.01,0.388,0.41975,0.458,0.46925,0.4675,0.436,0.43775,0.44525,0.46825,0.47725,0.471,0.47525,0.51475,0.50775,0.5345,0.5425,0.54,0.5305,0.5195,0.5405
554,0.01,0.388,0.41875,0.457,0.469,0.4665,0.43525,0.43725,0.445,0.468,0.477,0.47075,0.47475,0.51475,0.5075,0.534,0.54225,0.54,0.53025,0.51925,0.54
555,0.01,0.386,0.4165,0.45625,0.46775,0.46575,0.43475,0.436,0.44425,0.467,0.4765,0.4695,0.4735,0.51475,0.5075,0.534,0.5415,0.53975,0.52925,0.519,0.539
556,0.009,0.384333333,0.41475,0.45475,0.46625,0.464,0.43325,0.4345,0.44275,0.46525,0.47525,0.468,0.47225,0.514,0.5065,0.5335,0.54075,0.539,0.5285,0.51825,0.538
557,0.009,0.383333333,0.4135,0.454,0.46525,0.463,0.43225,0.4335,0.44175,0.46425,0.47425,0.46725,0.4715,0.513,0.5055,0.53325,0.54025,0.539,0.52775,0.51725,0.5365
558,0.009,0.381666667,0.4115,0.45125,0.46425,0.46125,0.4305,0.432,0.44025,0.463,0.4725,0.4665,0.47,0.5125,0.50525,0.53225,0.54,0.53775,0.527,0.51625,0.53575
559,0.009,0.379666667,0.40975,0.45,0.463,0.46075,0.4295,0.4315,0.439,0.462,0.472,0.4655,0.4695,0.512,0.50475,0.532,0.5395,0.53675,0.52625,0.5155,0.53525
560,0.009,0.374666667,0.40525,0.44575,0.459,0.45625,0.424,0.42675,0.43425,0.45825,0.46875,0.46075,0.46625,0.509,0.5005,0.52975,0.53675,0.533,0.522,0.51325,0.53225
561,0.009,0.372333333,0.4035,0.44275,0.457,0.45375,0.421,0.42325,0.43125,0.45575,0.466,0.458,0.4645,0.5075,0.498,0.5285,0.535,0.5315,0.52025,0.51125,0.53025
562,0.009,0.370333333,0.402,0.44175,0.45525,0.452,0.41925,0.4215,0.4295,0.454,0.46475,0.45625,0.463,0.50675,0.49675,0.52775,0.53375,0.531,0.51875,0.511,0.5285
563,0.009,0.367333333,0.39975,0.439,0.453,0.45025,0.417,0.41875,0.427,0.45225,0.46225,0.454,0.46075,0.5045,0.49575,0.52675,0.5315,0.52925,0.5175,0.51,0.526
564,0.009,0.366333333,0.3985,0.43725,0.452,0.449,0.416,0.41775,0.42625,0.451,0.46175,0.4525,0.45925,0.50425,0.49525,0.5265,0.53075,0.52925,0.51675,0.50975,0.526
565,0.009,0.366,0.398,0.43725,0.452,0.449,0.4165,0.41825,0.42625,0.4515,0.462,0.453,0.46075,0.505,0.4955,0.52675,0.531,0.52925,0.517,0.50975,0.52725
566,0.009,0.366,0.398,0.43775,0.4525,0.44925,0.41675,0.41925,0.42725,0.452,0.46275,0.454,0.461,0.50675,0.49625,0.52825,0.53225,0.53025,0.51775,0.51125,0.5275
567,0.009,0.366,0.397,0.4375,0.45225,0.44925,0.417,0.41925,0.42775,0.452,0.463,0.454,0.4615,0.50725,0.49625,0.52875,0.53275,0.53075,0.51775,0.51125,0.5275
568,0.009,0.365333333,0.39525,0.4365,0.45175,0.4485,0.416,0.4175,0.427,0.4515,0.462,0.4535,0.4605,0.50725,0.496,0.52875,0.5325,0.5305,0.51675,0.511,0.52775
569,0.009,0.362666667,0.39375,0.4345,0.44975,0.44675,0.4145,0.4165,0.4245,0.44975,0.46075,0.452,0.45925,0.50625,0.496,0.52725,0.53175,0.52975,0.51625,0.50975,0.52675
570,0.009,0.362,0.39275,0.43375,0.44925,0.44625,0.414,0.41625,0.42425,0.4495,0.46,0.451,0.459,0.506,0.4955,0.52675,0.5305,0.5295,0.5155,0.5095,0.526
571,0.009,0.361666667,0.39275,0.43325,0.4495,0.44625,0.41375,0.4165,0.424,0.449,0.46075,0.4515,0.45975,0.5065,0.49575,0.52825,0.53125,0.5295,0.516,0.5095,0.52675
572,0.009,0.361666667,0.39275,0.4335,0.44975,0.4465,0.41425,0.41725,0.425,0.45,0.4615,0.45175,0.45975,0.5085,0.4965,0.5285,0.532,0.52975,0.5175,0.5095,0.52675
573,0.009,0.362,0.39275,0.434,0.44975,0.4465,0.41475,0.41725,0.42525,0.44975,0.46175,0.45225,0.46,0.51025,0.49675,0.52975,0.533,0.53075,0.518,0.51,0.527
574,0.009,0.362,0.3925,0.434,0.44975,0.4465,0.415,0.4175,0.4255,0.45025,0.462,0.45275,0.46025,0.5105,0.497,0.53025,0.53375,0.53125,0.51825,0.5105,0.52775
575,0.009,0.362,0.3925,0.434,0.45025,0.4465,0.415,0.418,0.4265,0.451,0.46225,0.45325,0.46075,0.51225,0.498,0.532,0.53425,0.53225,0.5185,0.51175,0.529
576,0.009,0.362666667,0.3925,0.435,0.451,0.44675,0.41575,0.41875,0.4275,0.4515,0.4625,0.45375,0.46125,0.51375,0.49925,0.53275,0.53525,0.53325,0.519,0.5125,0.53
577,0.009,0.362,0.3915,0.435,0.451,0.44675,0.41575,0.4195,0.42725,0.452,0.463,0.45375,0.46175,0.514,0.4995,0.5335,0.53575,0.534,0.52,0.513,0.53075
578,0.009,0.361666667,0.391,0.43475,0.451,0.4465,0.41575,0.41925,0.427,0.45175,0.463,0.45375,0.46125,0.51425,0.49975,0.5335,0.53575,0.53425,0.51975,0.5135,0.5305
579,0.009,0.360333333,0.3895,0.43375,0.451,0.4465,0.41525,0.418,0.426,0.451,0.4625,0.453,0.4605,0.515,0.5,0.5335,0.53575,0.53425,0.51975,0.51275,0.53025
580,0.009,0.358333333,0.38825,0.43275,0.44975,0.4455,0.4145,0.41725,0.4255,0.45,0.46225,0.45275,0.46,0.515,0.5,0.53325,0.53575,0.53425,0.5195,0.51225,0.53
581,0.009,0.357,0.38725,0.43175,0.449,0.44475,0.41325,0.417,0.4245,0.45,0.46125,0.45175,0.4595,0.51475,0.50025,0.53325,0.5355,0.53425,0.5195,0.5115,0.52975
582,0.009,0.356,0.38525,0.43125,0.44825,0.4445,0.413,0.41625,0.424,0.44975,0.461,0.451,0.4595,0.51475,0.5005,0.53375,0.5355,0.53425,0.51925,0.5115,0.52975
583,0.009,0.355666667,0.38425,0.42975,0.44775,0.44375,0.412,0.4155,0.42325,0.449,0.46075,0.451,0.4585,0.515,0.5,0.53375,0.53525,0.53425,0.5195,0.5115,0.5295
584,0.008,0.354333333,0.3835,0.42875,0.447,0.443,0.41175,0.41475,0.4225,0.448,0.46,0.45075,0.45825,0.51525,0.50025,0.534,0.53525,0.534,0.5195,0.51175,0.52925
585,0.008,0.353333333,0.38175,0.428,0.446,0.4425,0.41075,0.41425,0.42175,0.4475,0.45975,0.45025,0.45775,0.51575,0.50075,0.53425,0.5355,0.534,0.51925,0.511,0.52925
586,0.008,0.351666667,0.38025,0.427,0.44525,0.442,0.4105,0.4135,0.42125,0.44725,0.459,0.44975,0.457,0.51575,0.50025,0.53425,0.5355,0.534,0.51925,0.511,0.52925
