wavelength,S8 Clean,S8 Unclean
374,34.475,32.42
375,34.5,32.44
376,34.224999999999994,32.220000000000006
377,33.825,31.880000000000003
378,33.675,31.78
379,33.650000000000006,31.78
380,33.725,31.839999999999996
381,33.75,32.06
382,33.775,32.040000000000006
383,33.775,32.02
384,33.775,32.00000000000001
385,33.775,32.00000000000001
386,33.7,31.980000000000008
387,33.675,31.980000000000008
388,33.724999999999994,31.980000000000008
389,33.8,32.00000000000001
390,34.325,32.760000000000005
391,34.575,32.86
392,34.775,33.04
393,34.95,33.04
394,34.95,33.1
395,34.925,33.12
396,35.05,33.22
397,35.15,33.32
398,35.15,33.36
399,35.15,33.46
400,35.225,33.5
401,35.35,33.62
402,35.375,33.68
403,35.375,33.7
404,35.375,33.7
405,35.3,33.660000000000004
406,35.275,33.6
407,35.3,33.62
408,35.35,33.66
409,35.425,33.7
410,35.35,33.7
411,35.3,33.7
412,35.3,33.74
413,35.325,33.74
414,35.425,33.760000000000005
415,35.425,33.760000000000005
416,35.5,33.78
417,35.575,33.879999999999995
418,35.675000000000004,33.980000000000004
419,35.775,34.08
420,35.8,34.08
421,35.775,34.08
422,35.75,34.08
423,35.775,34.04
424,35.775,34.04
425,35.725,34.0
426,35.725,33.96
427,35.725,33.94
428,35.725,33.94
429,35.725,33.96
430,35.725,33.96
431,35.725,33.980000000000004
432,35.725,34.02
433,35.75,34.06
434,35.824999999999996,34.1
435,35.85,34.1
436,35.85,34.1
437,35.925,34.14
438,35.925,34.22
439,36.025,34.28
440,36.1,34.32000000000001
441,36.1,34.339999999999996
442,36.1,34.339999999999996
443,36.125,34.36
444,36.175,34.4
445,36.275,34.46
446,36.375,34.5
447,36.375,34.58
448,36.375,34.56
449,36.375,34.56
450,36.425,34.620000000000005
451,36.5,34.620000000000005
452,36.55,34.7
453,36.575,34.720000000000006
454,36.575,34.74
455,36.625,34.760000000000005
456,36.775,34.919999999999995
457,36.95,35.0
458,37.150000000000006,35.160000000000004
459,37.275,35.260000000000005
460,37.25,35.260000000000005
461,37.150000000000006,35.24
462,37.1,35.24
463,37.15,35.24
464,37.2,35.28
465,37.3,35.32
466,37.35,35.42
467,37.425,35.480000000000004
468,37.4,35.5
469,37.449999999999996,35.5
470,37.6,35.6
471,37.724999999999994,35.72
472,37.825,35.82
473,37.925,35.86
474,38.0,35.96
475,38.075,36.040000000000006
476,38.175,36.160000000000004
477,38.325,36.32
478,38.425,36.44
479,38.6,36.519999999999996
480,38.875,36.68
481,39.3,37.08
482,39.7,37.52
483,39.825,37.6
484,39.525000000000006,37.379999999999995
485,39.2,37.220000000000006
486,39.225,37.2
487,39.325,37.239999999999995
488,39.3,37.239999999999995
489,39.35,37.28
490,39.55,37.48
491,39.675,37.6
492,39.525000000000006,37.48
493,39.5,37.440000000000005
494,39.575,37.6
495,39.875,37.800000000000004
496,40.075,37.96
497,40.1,38.04
498,40.125,38.06
499,40.175,38.14
500,40.325,38.2
501,40.425,38.28
502,40.7,38.44
503,40.8,38.64
504,40.925,38.7
505,41.125,38.8
506,41.275000000000006,38.82
507,41.425,39.0
508,41.525000000000006,39.14
509,41.625,39.2
510,41.675,39.3
511,41.775000000000006,39.32
512,41.8,39.38
513,41.875,39.42
514,41.949999999999996,39.54
515,42.25,39.779999999999994
516,42.375,39.94
517,42.4,40.0
518,42.375,39.94
519,42.325,39.9
520,42.349999999999994,39.94
521,42.574999999999996,40.14
522,42.8,40.32
523,43.074999999999996,40.6
524,43.25,40.8
525,43.525,41.0
526,43.599999999999994,41.18
527,43.525,41.14
528,43.150000000000006,40.86
529,42.8,40.5
530,42.95,40.6
531,43.375,40.940000000000005
532,43.45,41.04
533,43.375,41.04
534,43.375,40.980000000000004
535,43.50000000000001,41.08
536,43.625,41.160000000000004
537,43.8,41.26
538,44.125,41.71999999999999
539,44.5,42.0
540,44.599999999999994,42.06
541,44.275000000000006,41.760000000000005
542,43.849999999999994,41.480000000000004
543,43.775000000000006,41.52
544,44.0,41.7
545,44.150000000000006,41.9
546,44.275000000000006,41.92
547,44.325,41.9
548,44.325,41.94
549,44.425000000000004,42.04
550,44.7,42.32
551,44.925000000000004,42.48
552,45.0,42.56
553,45.0,42.6
554,45.125,42.64
555,45.125,42.72
556,45.275000000000006,42.82000000000001
557,45.4,42.86
558,45.525,43.02
559,45.65,43.120000000000005
560,46.0,43.78
561,46.125,43.98
562,46.25,44.1
563,46.45,44.239999999999995
564,46.55,44.44
565,46.675,44.519999999999996
566,46.574999999999996,44.43999999999999
567,46.650000000000006,44.43999999999999
568,46.7,44.58
569,46.95,44.72
570,47.0,44.78
571,47.025,44.839999999999996
572,47.025,44.86
573,47.05,44.839999999999996
574,47.074999999999996,44.82
575,47.074999999999996,44.82
576,46.975,44.82
577,47.0,44.82000000000001
578,47.074999999999996,44.839999999999996
579,47.175,44.99999999999999
580,47.325,45.08
581,47.45,45.2
582,47.475,45.28
583,47.6,45.32000000000001
584,47.7,45.459999999999994
585,47.75,45.519999999999996
586,47.95,45.660000000000004
587,48.074999999999996,45.78
588,48.14999999999999,45.86
589,48.175,45.879999999999995
590,48.150000000000006,45.9
591,48.2,45.94
592,48.3,46.04
593,48.5,46.21999999999999
594,48.675,46.32
595,48.825,46.34
596,48.800000000000004,46.34
597,48.6,46.239999999999995
598,48.525,46.2
599,48.525,46.21999999999999
600,48.675,46.36
601,49.025,46.6
602,49.175,46.8
603,49.25,46.86
604,49.25,46.78
605,49.0,46.76
606,48.925,46.7
607,49.074999999999996,46.72
608,49.35,46.76
609,49.35,46.84
610,49.35,46.86
611,49.275000000000006,46.84
612,49.22500000000001,46.84
613,49.275000000000006,46.879999999999995
614,49.375,46.959999999999994
615,49.5,47.080000000000005
616,49.55,47.160000000000004
617,49.675,47.2
618,49.724999999999994,47.34
619,49.75,47.38
620,49.875,47.42
621,50.0,47.440000000000005
622,50.074999999999996,47.620000000000005
623,50.14999999999999,47.7
624,50.325,47.839999999999996
625,50.4,47.919999999999995
626,50.425,47.959999999999994
627,50.375,47.879999999999995
628,50.300000000000004,47.879999999999995
629,50.325,47.84
630,50.325,47.93999999999999
631,50.45,47.980000000000004
632,50.574999999999996,48.06
633,50.625,48.14
634,50.625,48.160000000000004
635,50.625,48.160000000000004
636,50.64999999999999,48.2
637,50.7,48.21999999999999
638,50.724999999999994,48.28
639,50.775000000000006,48.3
640,50.825,48.36
641,50.95,48.50000000000001
642,51.1,48.56
643,51.175,48.6
644,51.275000000000006,48.67999999999999
645,51.300000000000004,48.72
646,51.325,48.8
647,51.425,48.86
648,51.475,48.93999999999999
649,51.525,49.019999999999996
650,51.575,49.04
651,51.675,49.06
652,51.7,49.1
653,51.7,49.160000000000004
654,51.7,49.17999999999999
655,51.75,49.28
656,51.95,49.36
657,52.14999999999999,49.54
658,52.275,49.6
659,52.225,49.620000000000005
660,52.150000000000006,49.580000000000005
661,52.05,49.480000000000004
662,52.025,49.43999999999999
663,52.0,49.43999999999999
664,52.075,49.519999999999996
665,52.150000000000006,49.580000000000005
666,52.224999999999994,49.7
667,52.275,49.739999999999995
668,52.375,49.82
669,52.425,49.86
670,52.425,49.9
671,52.425,49.92
672,52.45,49.96
673,52.5,49.980000000000004
674,52.55,49.99999999999999
675,52.64999999999999,50.019999999999996
676,52.7,50.17999999999999
677,52.85,50.26
678,52.975,50.4
679,53.05,50.49999999999999
680,53.075,50.49999999999999
681,53.075,50.49999999999999
682,53.0,50.459999999999994
683,52.95,50.42
684,52.95,50.42
685,52.975,50.43999999999999
686,52.975,50.480000000000004
687,53.05,50.56
688,53.1,50.64
689,53.175,50.72
690,53.22500000000001,50.8
691,53.25,50.84
692,53.324999999999996,50.88
693,53.4,50.93999999999999
694,53.55,51.04
695,53.650000000000006,51.160000000000004
696,53.875,51.4
697,53.975,51.54
698,54.14999999999999,51.6
699,54.099999999999994,51.54
700,54.0,51.46
701,53.724999999999994,51.35999999999999
702,53.7,51.32000000000001
703,53.7,51.279999999999994
704,53.7,51.32000000000001
705,53.775,51.379999999999995
706,53.9,51.46
707,54.0,51.519999999999996
708,54.0,51.56
709,54.025,51.64
710,54.05,51.739999999999995
711,54.10000000000001,51.739999999999995
712,54.175,51.8
713,54.2,51.82000000000001
714,54.275000000000006,51.84000000000001
715,54.300000000000004,51.88000000000001
716,54.325,51.94
717,54.375,51.96
718,54.325,51.980000000000004
719,54.325,51.980000000000004
720,54.375,52.04
721,54.4,52.04
722,54.475,52.1
723,54.599999999999994,52.2
724,54.650000000000006,52.260000000000005
725,54.775,52.32000000000001
726,54.775,52.4
727,54.85,52.459999999999994
728,54.95,52.5
729,54.974999999999994,52.56
730,55.025000000000006,52.64
731,55.05,52.739999999999995
732,55.099999999999994,52.839999999999996
733,55.099999999999994,52.9
734,55.099999999999994,52.9
735,55.075,52.92
736,55.075,52.94
737,55.099999999999994,52.96
738,55.225,52.96
739,55.25,53.0
740,55.300000000000004,53.0
741,55.300000000000004,53.080000000000005
742,55.325,53.080000000000005
743,55.375,53.120000000000005
744,55.35,53.160000000000004
745,55.425,53.2
746,55.425,53.21999999999999
747,55.45,53.21999999999999
748,55.475,53.239999999999995
749,55.550000000000004,53.25999999999999
750,55.6,53.31999999999999
751,55.62499999999999,53.32000000000001
752,55.64999999999999,53.32000000000001
753,55.7,53.34000000000001
754,55.7,53.35999999999999
755,55.64999999999999,53.35999999999999
756,55.8,53.36
757,55.825,53.36
758,55.8,53.36
759,55.8,53.379999999999995
760,55.775000000000006,53.44
761,55.849999999999994,53.480000000000004
762,55.95,53.580000000000005
763,56.14999999999999,53.85999999999999
764,56.25,53.879999999999995
765,56.2,53.879999999999995
766,56.175,53.85999999999999
767,56.125,53.760000000000005
768,56.025,53.739999999999995
769,56.050000000000004,53.67999999999999
770,55.9,53.82000000000001
771,55.925,53.8
772,55.95,53.8
773,56.175000000000004,53.86
774,56.15,53.94
775,56.125,53.96
776,56.125,53.980000000000004
777,56.15,54.02
778,56.150000000000006,54.0
779,56.400000000000006,54.1
780,56.400000000000006,54.1
781,56.475,54.2
782,56.45,54.120000000000005
783,56.45,54.15999999999999
784,56.45,54.339999999999996
785,56.425000000000004,54.36
786,56.550000000000004,54.34000000000001
787,56.724999999999994,54.379999999999995
788,56.775000000000006,54.54
789,56.8,54.67999999999999
790,56.8,54.720000000000006
791,56.8,54.720000000000006
792,56.8,54.81999999999999
793,56.8,54.81999999999999
794,56.8,54.81999999999999
795,56.8,54.8
796,56.8,54.8
797,56.8,54.8
798,56.824999999999996,54.839999999999996
799,56.949999999999996,54.9
800,56.975,54.96
801,57.05,55.0
802,57.25,55.239999999999995
803,57.35,55.25999999999999
804,57.425,55.379999999999995
805,57.55,55.52
806,57.60000000000001,55.56
807,57.650000000000006,55.64
808,57.724999999999994,55.64
809,57.75,55.71999999999999
810,57.75,55.760000000000005
811,57.724999999999994,55.760000000000005
812,57.75,55.720000000000006
813,57.775,55.779999999999994
814,57.85,55.8
815,57.95,55.81999999999999
816,58.075,55.919999999999995
817,58.075,56.279999999999994
818,58.175,56.279999999999994
819,58.224999999999994,56.239999999999995
820,58.425000000000004,56.339999999999996
821,58.7,56.58
822,59.625,57.42
823,60.175,57.75999999999999
824,59.75,57.36
825,59.25,56.94000000000001
826,58.449999999999996,56.720000000000006
827,58.4,56.64
828,58.474999999999994,56.64
829,58.375,56.58
830,58.324999999999996,56.519999999999996
831,58.175,56.46
832,58.1,56.35999999999999
833,58.25000000000001,56.5
834,58.95,56.85999999999999
835,58.974999999999994,56.980000000000004
836,58.725,56.839999999999996
837,58.575,56.779999999999994
838,58.45,56.64
839,58.375,56.67999999999999
840,58.4,56.67999999999999
841,58.4,56.68000000000001
842,58.4,56.68000000000001
843,58.5,56.68000000000001
844,58.550000000000004,56.620000000000005
845,58.574999999999996,56.52
846,58.5,56.580000000000005
847,58.525,56.54
848,58.5,56.68000000000001
849,58.7,56.64
850,58.7,56.6
851,58.625,56.64
852,58.650000000000006,56.660000000000004
853,58.64999999999999,56.620000000000005
854,58.675,56.660000000000004
855,58.45,56.839999999999996
856,58.475,56.8
857,58.62500000000001,56.8
858,58.625,56.67999999999999
859,58.699999999999996,56.839999999999996
860,58.875,57.0
861,58.900000000000006,56.92
862,58.900000000000006,56.879999999999995
863,58.925,56.96
864,59.0,56.94
865,59.025,57.040000000000006
866,59.074999999999996,57.080000000000005
867,59.075,57.21999999999999
868,59.075,57.36
869,59.175,57.379999999999995
870,59.275,57.379999999999995
871,59.375,57.56
872,59.425000000000004,57.660000000000004
873,59.425,57.64
874,59.45,57.64
875,59.55,57.660000000000004
876,59.575,57.7
877,59.60000000000001,57.779999999999994
878,59.7,57.82000000000001
879,59.8,57.9
880,60.125,58.28000000000001
881,60.650000000000006,59.0
882,61.150000000000006,59.19999999999999
883,60.725,59.36
884,60.05,59.260000000000005
885,59.8,59.2
886,59.65,58.279999999999994
887,59.599999999999994,58.02
888,59.650000000000006,57.98
889,59.650000000000006,58.0
890,59.75,58.11999999999999
891,59.85,58.2
892,59.925000000000004,58.28000000000001
893,60.05,58.3
894,60.099999999999994,58.4
895,60.37499999999999,58.660000000000004
896,60.5,58.7
897,60.550000000000004,58.760000000000005
898,60.525000000000006,58.720000000000006
899,60.45,58.67999999999999
900,60.175000000000004,58.52
901,60.075,58.52
902,60.10000000000001,58.519999999999996
903,60.2,58.58
904,60.550000000000004,58.82000000000001
905,60.925,58.94
906,60.8,59.02
907,60.8,59.06
908,60.6,59.080000000000005
909,60.150000000000006,58.71999999999999
910,60.14999999999999,58.67999999999999
911,60.2,58.67999999999999
912,60.175,58.660000000000004
913,60.275000000000006,58.660000000000004
914,60.425,58.71999999999999
915,60.625,59.02
916,60.875,59.58
917,60.925,59.6
918,60.900000000000006,59.44
919,60.85000000000001,59.3
920,60.65,59.160000000000004
921,60.275000000000006,58.9
922,60.275000000000006,58.919999999999995
923,60.349999999999994,58.96
924,60.375,58.92
925,60.425000000000004,58.9
926,60.4,58.96
927,60.45,58.96
928,60.475,58.98
929,60.575,59.0
930,60.575,59.02
931,60.575,58.96
932,60.550000000000004,58.96
933,60.675,58.94
934,60.64999999999999,58.96
935,60.64999999999999,59.0
936,60.75,59.06
937,60.85,59.1
938,60.9,59.239999999999995
939,60.9,59.339999999999996
940,60.9,59.379999999999995
941,61.0,59.4
942,61.025000000000006,59.4
943,61.0,59.339999999999996
944,60.975,59.31999999999999
945,61.0,59.36
946,61.0,59.38000000000001
947,61.0,59.38000000000001
948,61.0,59.34000000000001
949,61.150000000000006,59.419999999999995
950,60.224999999999994,58.46
951,59.375,57.75999999999999
952,59.275,57.58
953,59.25,57.54
954,59.0,57.260000000000005
955,58.650000000000006,56.96
956,58.349999999999994,56.6
957,58.1,56.34000000000001
958,57.95,56.120000000000005
959,57.7,55.980000000000004
960,57.64999999999999,55.9
961,57.575,55.760000000000005
962,57.5,55.68000000000001
963,57.4,55.64
964,57.225,55.42
965,57.150000000000006,55.379999999999995
966,57.075,55.220000000000006
967,56.925,55.06
968,56.825,54.82000000000001
969,56.55,54.52
970,56.1,54.17999999999999
971,56.074999999999996,54.080000000000005
972,56.1,54.14
973,56.1,54.220000000000006
974,56.12500000000001,54.4
975,56.25,54.480000000000004
976,56.3,54.6
977,56.324999999999996,54.720000000000006
978,56.45,54.739999999999995
979,57.0,55.1
980,58.324999999999996,56.459999999999994
981,58.75,57.58
982,59.4,57.720000000000006
983,59.525,57.84000000000001
984,59.37500000000001,57.67999999999999
985,58.55,56.98
986,58.025000000000006,56.24000000000001
987,57.45,55.779999999999994
988,57.225,55.339999999999996
989,57.099999999999994,55.2
990,57.075,55.25999999999999
991,57.25,55.339999999999996
992,57.475,55.54
993,58.275,56.52
994,59.05,57.06
995,59.9,57.620000000000005
996,60.1,57.760000000000005
997,60.35,58.1
998,59.849999999999994,57.86
999,59.475,57.760000000000005
1000.00,59.099999999999994,57.44
1001.00,58.900000000000006,57.260000000000005
1002.00,58.625,56.92
1003.00,58.4,56.760000000000005
1004.00,58.325,56.739999999999995
1005.00,58.2,56.68000000000001
1006.00,58.224999999999994,56.64
1007.00,58.224999999999994,56.620000000000005
1008.00,58.224999999999994,56.580000000000005
1009.00,58.25,56.64000000000001
1010.00,58.25,56.58
1011.00,58.375,56.56
1012.00,58.425,56.54
1013.00,58.575,56.7
1014.00,58.775,56.9
1015.00,58.800000000000004,56.96
1016.00,58.77499999999999,57.080000000000005
1017.00,58.8,57.06
1018.00,58.8,57.120000000000005
1019.00,58.64999999999999,56.94
1020.00,58.55,56.779999999999994
1021.00,58.475,56.64
1022.00,58.300000000000004,56.44
1023.00,57.974999999999994,56.21999999999999
1024.00,57.8,55.980000000000004
1025.00,57.55,55.94
1026.00,57.45,55.8
1027.00,57.45,55.68000000000001
1028.00,57.275,55.580000000000005
1029.00,57.225,55.44000000000001
1030.00,57.175,55.34000000000001
1031.00,57.075,55.279999999999994
1032.00,57.05,55.239999999999995
1033.00,56.87499999999999,55.160000000000004
1034.00,56.72500000000001,55.1
1035.00,56.675,54.86
1036.00,56.625,54.839999999999996
1037.00,56.35,54.7
1038.00,56.15,54.54
1039.00,56.0,54.42
1040.00,55.949999999999996,54.2
1041.00,55.8,53.839999999999996
1042.00,55.725,53.85999999999999
1043.00,55.45,53.779999999999994
1044.00,55.45,53.81999999999999
1045.00,55.324999999999996,53.779999999999994
1046.00,55.275000000000006,53.64
1047.00,55.2,53.64000000000001
1048.00,55.05,53.6
1049.00,55.125,53.64
1050.00,55.050000000000004,53.7
1051.00,55.074999999999996,53.64
1052.00,55.275000000000006,53.6
1053.00,55.125,53.58
1054.00,55.099999999999994,53.31999999999999
1055.00,55.025000000000006,53.339999999999996
1056.00,54.775000000000006,53.17999999999999
1057.00,54.12500000000001,53.08
1058.00,54.075,52.58
1059.00,53.925,52.120000000000005
1060.00,53.2,51.7
1061.00,53.099999999999994,51.4
1062.00,52.825,51.16
1063.00,52.725,51.04
1064.00,52.675,51.019999999999996
1065.00,52.74999999999999,51.04
1066.00,52.65,51.08
1067.00,52.65,50.980000000000004
1068.00,52.3,50.92
1069.00,52.2,50.6
1070.00,52.15,50.239999999999995
1071.00,52.05,50.16
1072.00,51.7,50.260000000000005
1073.00,51.8,50.220000000000006
1074.00,51.8,50.02
1075.00,51.725,50.059999999999995
1076.00,51.650000000000006,49.96
1077.00,51.45,49.980000000000004
1078.00,51.449999999999996,49.9
1079.00,51.425000000000004,49.879999999999995
1080.00,51.449999999999996,49.98
1081.00,51.5,50.04
1082.00,51.35000000000001,50.019999999999996
1083.00,51.25,50.00000000000001
1084.00,51.175,50.02
1085.00,51.5,50.12
1086.00,51.574999999999996,50.24
1087.00,51.55,50.18000000000001
1088.00,51.45,49.88000000000001
1089.00,51.15,49.480000000000004
1090.00,50.9,49.42
1091.00,50.65,49.36
1092.00,50.625,49.019999999999996
1093.00,50.65,49.0
1094.00,50.550000000000004,49.239999999999995
1095.00,50.675,49.3
1096.00,50.699999999999996,48.8
1097.00,50.574999999999996,48.839999999999996
1098.00,50.025,48.44
1099.00,49.975,48.22
1100.00,62.925,62.839999999999996
