wavelength,S8 Irrad 1,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Postheat,S8 Preheat,bla
333,13.66,7.625,7.425,6.5,6.425,6.625,7.1,12.024999999999999,11.875,11.249999999999998,9.774999999999999,8.950000000000001,8.5,7.425,7.35,28.275,28.2,98.2
334,13.7,7.800000000000001,7.625,6.675,6.6,6.75,7.25,12.124999999999998,12.05,11.4,9.950000000000001,9.15,8.7,7.625,7.525,28.2,28.2,98.2
335,13.88,8.100000000000001,7.85,6.875,6.800000000000001,6.949999999999999,7.449999999999999,12.35,12.275,11.600000000000001,10.225,9.425,9.0,7.9,7.775,28.275,28.299999999999997,98.2
336,14.1,8.375,8.15,7.1,7.025,7.175,7.7,12.575,12.575,11.875,10.450000000000001,9.725,9.3,8.175,8.075,28.5,28.474999999999998,98.4
337,14.3,8.625,8.375,7.324999999999999,7.2250000000000005,7.375,7.949999999999999,12.825000000000001,12.775,12.149999999999999,10.725,10.024999999999999,9.6,8.425,8.325,28.7,28.725,98.4
338,14.440000000000001,8.9,8.65,7.525,7.425,7.575,8.15,13.0,12.975000000000001,12.375,10.925,10.325,9.879999999999999,8.675,8.600000000000001,28.799999999999997,28.825000000000003,98.5
339,14.6,9.15,8.875,7.75,7.625,7.799999999999999,8.35,13.225000000000001,13.200000000000001,12.649999999999999,11.174999999999999,10.55,10.2,8.925,8.875,28.900000000000002,28.974999999999998,98.4
340,14.819999999999999,9.450000000000001,9.175,8.0,7.9,8.05,8.575,13.45,13.475000000000001,12.950000000000001,11.475000000000001,10.925,10.5,9.25,9.175,29.049999999999997,29.200000000000003,98.4
341,15.080000000000002,9.8,9.5,8.3,8.15,8.325,8.85,13.725000000000001,13.775,13.249999999999998,11.8,11.225,10.84,9.575,9.5,29.35,29.474999999999998,98.4
342,15.3,10.15,9.825,8.575,8.425,8.625,9.15,14.024999999999999,14.075,13.575,12.125,11.625,11.22,9.875,9.825,29.625,29.775000000000002,98.4
343,15.459999999999999,10.450000000000001,10.1,8.8,8.65,8.825,9.35,14.225000000000001,14.275,13.85,12.375,11.9,11.520000000000001,10.175,10.125,29.75,29.825000000000003,98.4
344,15.5,10.600000000000001,10.275,8.925,8.8,8.975,9.55,14.3,14.375,13.950000000000001,12.5,12.125,11.74,10.325,10.3,29.7,29.725,98.4
345,15.5,10.775,10.450000000000001,9.100000000000001,8.925,9.075,9.725,14.325000000000001,14.524999999999999,14.025,12.55,12.249999999999998,11.940000000000001,10.55,10.5,29.549999999999997,29.525000000000002,98.4
346,15.6,10.975,10.675,9.3,9.100000000000001,9.25,9.85,14.5,14.75,14.249999999999998,12.8,12.475000000000001,12.18,10.775,10.7,29.525,29.55,98.3
347,15.84,11.299999999999999,10.975,9.575,9.375,9.55,10.15,14.8,15.0,14.625,13.099999999999998,12.825,12.5,11.075,11.0,29.700000000000003,29.775,98.3
348,16.12,11.7,11.325,9.85,9.65,9.825,10.425,15.124999999999998,15.3,14.950000000000001,13.475000000000001,13.200000000000001,12.879999999999999,11.4,11.4,29.9,30.05,98.2
349,16.34,12.025,11.649999999999999,10.15,9.9,10.075,10.65,15.375,15.55,15.225,13.700000000000001,13.524999999999999,13.2,11.7,11.724999999999998,30.099999999999998,30.25,98.2
350,16.5,12.325,11.925,10.4,10.15,10.35,10.9,15.6,15.775,15.5,13.975000000000001,13.825,13.5,11.975,12.05,30.200000000000003,30.400000000000002,98.1
351,16.8,12.675,12.249999999999998,10.675,10.35,10.625,11.149999999999999,15.925,16.075,15.774999999999999,14.275,14.174999999999999,13.839999999999998,12.35,12.4,30.525,30.599999999999998,98.1
352,16.96,13.0,12.55,10.925,10.625,10.85,11.450000000000001,16.15,16.35,16.075,14.575,14.524999999999999,14.180000000000001,12.649999999999999,12.675,30.599999999999998,30.7,98.1
353,17.160000000000004,13.224999999999998,12.749999999999998,11.100000000000001,10.9,11.099999999999998,11.725,16.325,16.55,16.325,14.775,14.825,14.4,12.9,12.975,30.725,30.799999999999997,98.0
354,17.28,13.55,13.125,11.4,11.075,11.35,11.9,16.45,16.825,16.575,15.099999999999998,15.075,14.74,13.149999999999999,13.274999999999999,30.799999999999997,30.824999999999996,98.0
355,17.46,13.9,13.325,11.625,11.350000000000001,11.524999999999999,12.149999999999999,16.65,17.025000000000002,16.825,15.375,15.325,15.059999999999999,13.425,13.525,30.875,30.974999999999998,97.9
356,17.54,13.950000000000001,13.5,11.7,11.425,11.649999999999999,12.225,16.799999999999997,17.025000000000002,16.950000000000003,15.425,15.5,15.2,13.524999999999999,13.725000000000001,30.875,31.0,97.7
357,17.54,14.075,13.600000000000001,11.799999999999999,11.5,11.774999999999999,12.3,16.799999999999997,17.099999999999998,17.05,15.524999999999999,15.524999999999999,15.319999999999999,13.775,13.774999999999999,30.875,30.9,97.9
358,17.660000000000004,14.424999999999999,13.85,12.1,11.85,12.025,12.600000000000001,17.05,17.25,17.325,15.775,15.925,15.66,14.05,14.125,30.925000000000004,31.05,97.4
359,17.98,14.799999999999999,14.2,12.399999999999999,12.075,12.35,12.9,17.4,17.675,17.7,16.075,16.325000000000003,16.02,14.2,14.5,31.175,31.35,97.4
360,18.1,14.925,14.4,12.575000000000001,12.2,12.5,13.0,17.450000000000003,17.75,17.75,16.25,16.525,16.240000000000002,14.424999999999999,14.649999999999999,31.25,31.225,97.4
361,17.98,14.925,14.4,12.55,12.2,12.450000000000001,13.0,17.475,17.75,17.75,16.25,16.5,16.22,14.45,14.675,30.775,30.975,97.3
362,17.94,14.9,14.425,12.625,12.249999999999998,12.5,13.0,17.45,17.775,17.724999999999998,16.25,16.5,16.26,14.475,14.649999999999999,30.55,30.700000000000003,97.3
363,18.02,15.0,14.575000000000001,12.75,12.35,12.525,13.149999999999999,17.575,17.950000000000003,17.775,16.25,16.599999999999998,16.5,14.7,14.75,30.424999999999997,30.725,97.3
364,18.3,15.45,14.975,12.950000000000001,12.625,12.774999999999999,13.450000000000001,17.85,18.125,18.025,16.525000000000002,16.950000000000003,16.78,15.025,15.2,30.475,30.775,97.3
365,18.580000000000002,15.774999999999999,15.2,13.325,12.9,13.025,13.725,18.025000000000002,18.375,18.35,16.9,17.35,17.08,15.375,15.5,30.674999999999997,30.875000000000004,97.6
366,18.72,16.025,15.475,13.525,13.149999999999999,13.299999999999999,13.925,18.25,18.65,18.65,17.075,17.55,17.339999999999996,15.649999999999999,15.799999999999999,30.775,30.95,97.7
367,18.82,16.25,15.724999999999998,13.799999999999999,13.375,13.524999999999999,14.149999999999999,18.45,18.9,18.9,17.325,17.775,17.66,15.9,16.05,30.900000000000002,31.075,97.7
368,19.1,16.5,16.0,14.0,13.625,13.749999999999998,14.375,18.65,19.200000000000003,19.175,17.65,18.075,17.98,16.125,16.299999999999997,31.15,31.200000000000003,97.8
369,19.34,16.875,16.299999999999997,14.299999999999999,13.9,14.05,14.649999999999999,18.95,19.45,19.425,17.9,18.4,18.240000000000002,16.45,16.6,31.299999999999997,31.424999999999997,97.8
370,19.5,17.1,16.5,14.525,14.100000000000001,14.249999999999998,14.825,19.125,19.625,19.625,18.174999999999997,18.674999999999997,18.48,16.650000000000002,16.9,31.375,31.55,97.8
371,19.64,17.299999999999997,16.7,14.7,14.275,14.450000000000001,14.975,19.275,19.799999999999997,19.85,18.375,18.9,18.68,16.799999999999997,17.1,31.4,31.575,97.8
372,19.76,17.5,16.925,14.925,14.475,14.649999999999999,15.2,19.5,19.925,20.05,18.575,19.125,18.9,17.075,17.275,31.55,31.65,97.8
373,19.96,17.799999999999997,17.2,15.2,14.675,14.925,15.425,19.799999999999997,20.15,20.325,18.825000000000003,19.4,19.18,17.349999999999998,17.575,31.65,31.725,97.8
374,20.1,18.1,17.375,15.4,14.9,15.149999999999999,15.675,20.05,20.375,20.625,19.125,19.6,19.48,17.575,17.85,31.775,31.8,97.7
375,20.22,18.2,17.625,15.625,15.075000000000001,15.35,15.825,20.125,20.45,20.75,19.299999999999997,19.75,19.619999999999997,17.724999999999998,18.05,31.9,31.9,97.7
376,20.22,18.35,17.650000000000002,15.625,15.125,15.35,15.825,20.125,20.475,20.75,19.275,19.825000000000003,19.64,17.75,18.075000000000003,31.775,31.75,97.8
377,20.22,18.375,17.625,15.575000000000001,15.100000000000001,15.35,15.825,20.075,20.450000000000003,20.725,19.25,19.8,19.64,17.75,18.075000000000003,31.525,31.525,97.8
378,20.22,18.375,17.675,15.625,15.100000000000001,15.325,15.850000000000001,20.075,20.425,20.725,19.25,19.799999999999997,19.64,17.775,18.224999999999998,31.199999999999996,31.4,97.8
379,20.24,18.475,17.75,15.75,15.25,15.4,15.950000000000001,20.174999999999997,20.525,20.725,19.325,19.9,19.78,17.95,18.25,31.15,31.375,97.7
380,20.400000000000002,18.7,18.075,16.0,15.475,15.725,16.225,20.375,20.725,21.025,19.575,20.175,20.080000000000002,18.200000000000003,18.525,31.200000000000003,31.375,97.7
381,20.659999999999997,19.0,18.325,16.299999999999997,15.724999999999998,15.950000000000001,16.450000000000003,20.65,20.95,21.325,19.85,20.5,20.36,18.5,18.825000000000003,31.425,31.500000000000004,97.8
382,20.74,19.224999999999998,18.475,16.475,15.925,16.125,16.6,20.85,21.099999999999998,21.5,20.05,20.725,20.56,18.675000000000004,19.025,31.425,31.55,97.8
383,20.78,19.325000000000003,18.625,16.525,16.05,16.200000000000003,16.65,20.9,21.15,21.575000000000003,20.125,20.775,20.68,18.700000000000003,19.224999999999998,31.425,31.525000000000002,97.9
384,20.860000000000003,19.45,18.75,16.675,16.15,16.3,16.85,20.95,21.25,21.625000000000004,20.25,20.9,20.78,18.875,19.325000000000003,31.45,31.525000000000002,97.9
385,20.92,19.6,18.9,16.85,16.225,16.4,16.925,21.125,21.375,21.724999999999998,20.4,21.0,20.98,18.95,19.45,31.475,31.450000000000003,97.8
386,21.06,19.724999999999998,19.025,16.875,16.325,16.525,17.0,21.15,21.525000000000002,21.875,20.575,21.075,21.0,19.075000000000003,19.65,31.45,31.450000000000003,97.8
387,21.14,19.85,19.125,17.0,16.475,16.625,17.125,21.3,21.65,22.025000000000002,20.575,21.2,21.119999999999997,19.225,19.65,31.475,31.450000000000003,97.8
388,21.339999999999996,19.924999999999997,19.275,17.075000000000003,16.675,16.9,17.25,21.4,21.775,22.1,20.75,21.475,21.4,19.375,19.85,31.5,31.475,97.9
389,21.580000000000002,20.324999999999996,19.575,17.424999999999997,16.9,17.075,17.55,21.625,22.0,22.425,21.0,21.725,21.66,19.675,20.225,31.575000000000003,31.5,97.8
390,22.22,21.1,20.175,17.975,17.5,17.674999999999997,18.1,22.275,22.675,23.15,21.775,22.449999999999996,22.32,20.375,20.875,32.35,32.3,97.8
391,22.54,21.35,20.55,18.3,17.675,17.875,18.35,22.6,23.025000000000002,23.5,22.075,22.799999999999997,22.54,20.575,21.200000000000003,32.65,32.625,97.8
392,22.580000000000002,21.450000000000003,20.675,18.4,17.775,18.0,18.525,22.875,23.225,23.625,22.2,23.075,22.78,20.775,21.275,32.725,32.7,97.8
393,22.68,21.6,20.725,18.6,18.0,18.175,18.625,23.025000000000002,23.35,23.650000000000002,22.424999999999997,23.150000000000002,22.98,20.95,21.375,32.825,32.7,97.7
394,22.8,21.724999999999998,20.824999999999996,18.775,18.05,18.275,18.7,23.15,23.5,23.825000000000003,22.55,23.275,23.1,21.025,21.6,32.825,32.650000000000006,97.7
395,23.0,21.849999999999998,20.95,18.9,18.299999999999997,18.325,18.775,23.275,23.599999999999998,23.875,22.55,23.325,23.299999999999997,21.174999999999997,21.725,32.875,32.650000000000006,97.8
396,23.139999999999997,22.125,21.224999999999998,19.025,18.45,18.55,19.075,23.450000000000003,23.825,24.125000000000004,22.725,23.575,23.46,21.375,21.95,32.875,32.75,97.8
397,23.380000000000003,22.325000000000003,21.5,19.25,18.7,18.799999999999997,19.25,23.674999999999997,24.0,24.35,23.05,23.9,23.68,21.625000000000004,22.175,33.1,32.975,97.8
398,23.6,22.5,21.650000000000002,19.375,18.825000000000003,18.975,19.424999999999997,23.85,24.200000000000003,24.549999999999997,23.25,24.049999999999997,23.860000000000003,21.8,22.375,33.175000000000004,32.975,98.1
399,23.68,22.7,21.75,19.5,18.924999999999997,19.125,19.525,23.975,24.299999999999997,24.724999999999998,23.375,24.2,24.020000000000003,21.9,22.549999999999997,33.225,32.975,98.1
400,23.880000000000003,22.85,21.924999999999997,19.675,19.125,19.275000000000002,19.725,24.15,24.525000000000002,24.925,23.575,24.35,24.18,21.975,22.75,33.3,33.075,98.1
401,24.04,23.049999999999997,22.1,19.924999999999997,19.275,19.4,19.9,24.325,24.675,25.150000000000002,23.799999999999997,24.475,24.360000000000003,22.225,22.924999999999997,33.45,33.15,98.1
402,24.220000000000006,23.275,22.275,20.1,19.424999999999997,19.575,20.075,24.525000000000002,24.775,25.375,23.875,24.799999999999997,24.54,22.424999999999997,23.15,33.525,33.225,98.1
403,24.26,23.35,22.4,20.175,19.6,19.7,20.225,24.625,24.8,25.450000000000003,24.075,24.925,24.66,22.5,23.225,33.6,33.25,98.1
404,24.360000000000003,23.375,22.424999999999997,20.175,19.6,19.7,20.25,24.725,24.875,25.5,24.1,24.925,24.74,22.525,23.324999999999996,33.6,33.225,98.1
405,24.360000000000003,23.5,22.475,20.25,19.625,19.8,20.325,24.725,24.950000000000003,25.525,24.2,24.975,24.8,22.575,23.324999999999996,33.475,33.225,98.0
406,24.419999999999998,23.549999999999997,22.549999999999997,20.324999999999996,19.725,19.85,20.4,24.825,25.099999999999998,25.625,24.2,25.025,24.860000000000003,22.675,23.475,33.475,33.25,98.0
407,24.520000000000003,23.775,22.7,20.5,19.825000000000003,19.975,20.525,24.925,25.225,25.825000000000003,24.424999999999997,25.125,25.0,22.875,23.55,33.45,33.25,98.0
408,24.76,23.9,22.924999999999997,20.7,20.05,20.125,20.625,25.125,25.450000000000003,25.975,24.6,25.3,25.2,23.025,23.8,33.5,33.324999999999996,98.0
409,24.86,24.049999999999997,23.075000000000003,20.825000000000003,20.224999999999998,20.200000000000003,20.799999999999997,25.225,25.55,26.2,24.775,25.55,25.28,23.125,23.975,33.6,33.375,98.0
410,24.96,24.150000000000002,23.125000000000004,20.925,20.325000000000003,20.3,20.9,25.3,25.625,26.249999999999996,24.825000000000003,25.675,25.4,23.25,24.025,33.625,33.375,98.1
411,25.0,24.175,23.150000000000002,20.975,20.35,20.4,20.975,25.375,25.725,26.300000000000004,24.9,25.724999999999998,25.46,23.3,24.075000000000003,33.625,33.324999999999996,98.1
412,25.14,24.275,23.25,21.075,20.525,20.5,21.075,25.525000000000002,25.825,26.424999999999997,25.075,25.85,25.599999999999998,23.424999999999997,24.225,33.625,33.324999999999996,98.1
413,25.220000000000002,24.475,23.424999999999997,21.2,20.625,20.675,21.224999999999998,25.650000000000002,25.924999999999997,26.55,25.175,25.975,25.759999999999998,23.625,24.35,33.7,33.35,98.0
414,25.4,24.6,23.650000000000002,21.275,20.75,20.875,21.35,25.85,26.05,26.775,25.375,26.1,25.919999999999998,23.700000000000003,24.475,33.75,33.425,98.1
415,25.58,24.675,23.7,21.5,20.8,20.95,21.450000000000003,25.9,26.225,26.825,25.425,26.275,26.079999999999995,23.775000000000002,24.650000000000002,33.849999999999994,33.5,98.1
416,25.660000000000004,24.9,23.875,21.6,20.975,21.05,21.55,26.05,26.375,26.975,25.55,26.425,26.2,23.849999999999998,24.85,33.925,33.55,98.1
417,25.82,25.125,24.0,21.675,21.125,21.2,21.725,26.174999999999997,26.525000000000002,27.125000000000004,25.75,26.525000000000002,26.340000000000003,24.05,24.975,33.95,33.599999999999994,98.1
418,25.999999999999993,25.25,24.175,21.875,21.25,21.325,21.825,26.375,26.65,27.375,25.950000000000003,26.725,26.5,24.2,25.150000000000002,34.025,33.65,98.1
419,26.119999999999997,25.424999999999997,24.325000000000003,22.0,21.424999999999997,21.5,22.025000000000002,26.525000000000002,26.799999999999997,27.549999999999997,26.1,26.9,26.639999999999997,24.325,25.275,34.099999999999994,33.75,98.1
420,26.24,25.549999999999997,24.424999999999997,22.125000000000004,21.475,21.575,22.125,26.675,26.925,27.675,26.224999999999998,27.025000000000002,26.8,24.450000000000003,25.4,34.225,33.8,98.1
421,26.26,25.6,24.475,22.224999999999998,21.55,21.625,22.225,26.724999999999998,26.975,27.724999999999998,26.325000000000003,27.1,26.860000000000003,24.525,25.525,34.225,33.775,98.1
422,26.32,25.650000000000002,24.5,22.25,21.625000000000004,21.625,22.225,26.75,27.075,27.75,26.325000000000003,27.150000000000002,26.939999999999998,24.55,25.525,34.2,33.75,98.1
423,26.459999999999997,25.75,24.625000000000004,22.25,21.724999999999998,21.7,22.275,26.825000000000003,27.125,27.825000000000003,26.425,27.25,27.04,24.65,25.675,34.2,33.725,98.3
424,26.54,25.825,24.724999999999998,22.35,21.825000000000003,21.799999999999997,22.4,26.924999999999997,27.225,27.95,26.525,27.299999999999997,27.139999999999997,24.725,25.75,34.2,33.725,98.3
425,26.580000000000002,25.875,24.775,22.4,21.825000000000003,21.875,22.5,27.0,27.275,28.0,26.6,27.425,27.139999999999997,24.849999999999998,25.825,34.175,33.75,98.3
426,26.660000000000004,25.95,24.825000000000003,22.475,21.924999999999997,21.875,22.55,27.049999999999997,27.450000000000003,28.049999999999997,26.625,27.45,27.22,24.9,25.924999999999997,34.125,33.75,98.3
427,26.7,26.025,24.9,22.525,22.025,21.95,22.6,27.15,27.525,28.075000000000003,26.675,27.525,27.3,24.950000000000003,25.924999999999997,34.125,33.8,98.3
428,26.78,26.075000000000003,24.975,22.6,22.049999999999997,22.05,22.675,27.224999999999998,27.575000000000003,28.200000000000003,26.75,27.625000000000004,27.419999999999998,25.025,26.025,34.2,33.8,98.3
429,26.919999999999998,26.15,25.049999999999997,22.725,22.224999999999998,22.1,22.775,27.325000000000003,27.675,28.299999999999997,26.85,27.675,27.52,25.1,26.15,34.175000000000004,33.825,98.2
430,26.919999999999998,26.225,25.075000000000003,22.75,22.25,22.2,22.875,27.425,27.775,28.424999999999997,26.95,27.775,27.579999999999995,25.2,26.3,34.2,33.8,98.2
431,27.059999999999995,26.325,25.2,22.9,22.299999999999997,22.25,22.95,27.5,27.825,28.5,27.025,27.875,27.7,25.3,26.325,34.2,33.85,98.2
432,27.2,26.5,25.3,23.075000000000003,22.35,22.325000000000003,23.0,27.575,27.949999999999996,28.625,27.275,28.075000000000003,27.740000000000002,25.4,26.4,34.275,33.9,98.2
433,27.3,26.6,25.424999999999997,23.125000000000004,22.475,22.449999999999996,23.150000000000002,27.675,28.075,28.775,27.375,28.150000000000002,27.880000000000003,25.475,26.525,34.3,33.925,98.2
434,27.379999999999995,26.75,25.525,23.2,22.6,22.55,23.2,27.724999999999998,28.150000000000002,28.9,27.424999999999997,28.275,28.0,25.625,26.65,34.349999999999994,33.925,98.2
435,27.439999999999998,26.825,25.625,23.299999999999997,22.75,22.625,23.325,27.925,28.275,28.975,27.525,28.325000000000003,28.160000000000004,25.7,26.700000000000003,34.4,33.95,98.2
436,27.579999999999995,26.924999999999997,25.75,23.35,22.799999999999997,22.650000000000002,23.449999999999996,27.975,28.325000000000003,29.075000000000003,27.575000000000003,28.475,28.240000000000002,25.775000000000002,26.825,34.425,34.025000000000006,98.4
437,27.68,27.025,25.875,23.45,22.85,22.799999999999997,23.5,28.075,28.475,29.225,27.650000000000002,28.6,28.360000000000003,25.9,26.975,34.425,34.05,98.3
438,27.76,27.125,25.975,23.549999999999997,22.95,22.9,23.525,28.200000000000003,28.55,29.324999999999996,27.8,28.7,28.439999999999998,26.0,27.125,34.5,34.099999999999994,98.3
439,27.919999999999998,27.25,26.1,23.6,23.0,23.025,23.675,28.299999999999997,28.7,29.45,27.924999999999997,28.825000000000003,28.559999999999995,26.075000000000003,27.175,34.6,34.15,98.3
440,28.02,27.375,26.275,23.675,23.075,23.150000000000002,23.799999999999997,28.424999999999997,28.799999999999997,29.6,28.075000000000003,28.924999999999997,28.660000000000004,26.174999999999997,27.325,34.6,34.225,98.3
441,28.1,27.475,26.35,23.85,23.2,23.2,23.875,28.549999999999997,28.9,29.675,28.150000000000002,29.025,28.78,26.275000000000002,27.424999999999997,34.7,34.275000000000006,98.2
442,28.22,27.525,26.35,23.875,23.25,23.225,23.924999999999997,28.525,29.025,29.75,28.2,29.075,28.860000000000003,26.374999999999996,27.475,34.675000000000004,34.275000000000006,98.2
443,28.32,27.55,26.475,23.9,23.375,23.25,23.975,28.7,29.025,29.775,28.3,29.175,28.9,26.450000000000003,27.549999999999997,34.675000000000004,34.275000000000006,98.2
444,28.419999999999998,27.625,26.525,24.049999999999997,23.424999999999997,23.325000000000003,24.049999999999997,28.724999999999998,29.150000000000002,29.950000000000003,28.4,29.25,29.02,26.5,27.650000000000002,34.75,34.3,98.2
445,28.5,27.775,26.6,24.125,23.475,23.4,24.150000000000002,28.9,29.25,30.125,28.525,29.4,29.119999999999997,26.6,27.775,34.775,34.4,98.2
446,28.640000000000004,27.9,26.75,24.2,23.549999999999997,23.549999999999997,24.275,28.95,29.35,30.200000000000003,28.650000000000002,29.5,29.259999999999998,26.65,27.85,34.875,34.525000000000006,98.2
447,28.72,28.025,26.924999999999997,24.299999999999997,23.6,23.625000000000004,24.35,29.049999999999997,29.475,30.374999999999996,28.75,29.575000000000003,29.360000000000003,26.75,27.975,34.9,34.575,98.2
448,28.82,28.05,26.95,24.325000000000003,23.650000000000002,23.675,24.449999999999996,29.125000000000004,29.575000000000003,30.424999999999997,28.75,29.650000000000002,29.419999999999998,26.8,28.025,34.925,34.599999999999994,98.3
449,28.9,28.1,26.95,24.4,23.825,23.724999999999998,24.449999999999996,29.25,29.650000000000002,30.450000000000003,28.849999999999998,29.7,29.48,26.925,28.075,34.925,34.65,98.2
450,29.0,28.15,27.05,24.475,23.875,23.775,24.5,29.325000000000003,29.7,30.5,28.924999999999997,29.825000000000003,29.580000000000002,26.975,28.174999999999997,34.925,34.675000000000004,98.2
451,29.1,28.275,27.1,24.5,23.95,23.85,24.6,29.35,29.799999999999997,30.725,29.05,29.95,29.640000000000004,27.05,28.3,34.975,34.75,98.2
452,29.160000000000004,28.450000000000003,27.25,24.525,24.0,23.95,24.625000000000004,29.525,29.924999999999997,30.75,29.125,30.049999999999997,29.740000000000002,27.225,28.349999999999998,35.05,34.775,98.3
453,29.26,28.475,27.325,24.575000000000003,24.075,24.0,24.775,29.575000000000003,29.975,30.825,29.25,30.1,29.839999999999996,27.275000000000002,28.450000000000003,35.05,34.85,98.2
454,29.32,28.525,27.35,24.675,24.125,24.075000000000003,24.799999999999997,29.625,30.125000000000004,30.849999999999998,29.25,30.125,29.919999999999998,27.349999999999998,28.475,35.075,34.875,98.2
455,29.380000000000003,28.6,27.45,24.75,24.150000000000002,24.125000000000004,24.799999999999997,29.725,30.225,31.0,29.3,30.175,30.059999999999995,27.4,28.6,35.1,34.95,98.2
456,29.52,28.724999999999998,27.6,24.9,24.275,24.175,24.949999999999996,29.849999999999998,30.349999999999998,31.200000000000003,29.475,30.35,30.119999999999997,27.575,28.7,35.175000000000004,35.025000000000006,98.2
457,29.7,28.875,27.75,25.0,24.375,24.35,25.05,30.075000000000003,30.475,31.4,29.65,30.549999999999997,30.3,27.725,28.825,35.324999999999996,35.150000000000006,98.2
458,29.9,29.025,27.924999999999997,25.1,24.5,24.549999999999997,25.25,30.2,30.650000000000002,31.625,29.825,30.725,30.52,27.825,29.0,35.55,35.25,98.2
459,30.04,29.175,28.049999999999997,25.25,24.625000000000004,24.7,25.325000000000003,30.349999999999998,30.775,31.775,29.975,30.9,30.660000000000004,27.975,29.15,35.650000000000006,35.35,98.3
460,30.1,29.25,28.049999999999997,25.275,24.650000000000002,24.7,25.325000000000003,30.4,30.825000000000003,31.825,30.0,30.95,30.7,28.0,29.2,35.7,35.35,98.4
461,30.1,29.225,28.049999999999997,25.275,24.650000000000002,24.675,25.35,30.4,30.9,31.775,30.0,30.95,30.660000000000004,27.975,29.2,35.574999999999996,35.35,98.3
462,30.139999999999997,29.174999999999997,28.049999999999997,25.349999999999998,24.675,24.650000000000002,25.375,30.4,30.949999999999996,31.8,30.0,30.95,30.660000000000004,28.025,29.2,35.55,35.35,98.3
463,30.2,29.224999999999998,28.150000000000002,25.349999999999998,24.75,24.724999999999998,25.449999999999996,30.475,31.049999999999997,31.924999999999997,30.125,30.95,30.74,28.125,29.3,35.575,35.4,98.3
464,30.32,29.424999999999997,28.225,25.475,24.825,24.825000000000003,25.525,30.575000000000003,31.2,32.025,30.174999999999997,31.049999999999997,30.96,28.2,29.4,35.575,35.5,98.2
465,30.46,29.5,28.25,25.5,24.924999999999997,24.85,25.625000000000004,30.725,31.299999999999997,32.15,30.375,31.200000000000003,30.98,28.325,29.475,35.7,35.599999999999994,98.1
466,30.559999999999995,29.6,28.424999999999997,25.575000000000003,24.975,24.924999999999997,25.7,30.775000000000002,31.35,32.275,30.424999999999997,31.325,31.059999999999995,28.4,29.5,35.849999999999994,35.65,98.2
467,30.639999999999997,29.674999999999997,28.475,25.625,25.075000000000003,24.975,25.724999999999998,30.849999999999998,31.45,32.325,30.525,31.4,31.159999999999997,28.5,29.625,35.875,35.65,98.3
468,30.68,29.724999999999998,28.575000000000003,25.675,25.150000000000002,24.975,25.775,30.975,31.5,32.400000000000006,30.525,31.475,31.240000000000002,28.6,29.700000000000003,35.875,35.725,98.3
469,30.78,29.724999999999998,28.6,25.7,25.2,25.025,25.825000000000003,31.05,31.549999999999997,32.425,30.700000000000003,31.6,31.32,28.6,29.699999999999996,35.875,35.75,98.3
470,30.859999999999996,29.875,28.675,25.8,25.275000000000002,25.2,25.9,31.1,31.675,32.65,30.8,31.650000000000002,31.419999999999998,28.674999999999997,29.825,36.025,35.75,98.3
471,30.98,29.975,28.799999999999997,25.9,25.325000000000003,25.275,25.975,31.25,31.85,32.75,30.874999999999996,31.700000000000003,31.559999999999995,28.825,29.9,36.074999999999996,35.95,98.3
472,31.179999999999996,30.025,28.9,25.975,25.425,25.325,26.05,31.425,32.075,32.85,31.05,31.849999999999998,31.6,28.925,30.0,36.125,36.05,98.2
473,31.28,30.15,29.025,26.125,25.5,25.424999999999997,26.175,31.549999999999997,32.150000000000006,33.025,31.125,31.950000000000003,31.7,29.025,30.05,36.25,36.075,98.2
474,31.360000000000003,30.224999999999998,29.075000000000003,26.174999999999997,25.575000000000003,25.525,26.275,31.575000000000003,32.2,33.125,31.275000000000002,32.1,31.8,29.125,30.174999999999997,36.349999999999994,36.25,98.2
475,31.52,30.3,29.175,26.25,25.625,25.625000000000004,26.299999999999997,31.7,32.3,33.275,31.4,32.2,31.82,29.225,30.250000000000004,36.45,36.35,98.3
476,31.68,30.4,29.299999999999997,26.375,25.724999999999998,25.724999999999998,26.375,31.799999999999997,32.45,33.375,31.525,32.25,32.059999999999995,29.324999999999996,30.424999999999997,36.5,36.45,98.2
477,31.82,30.575,29.375,26.424999999999997,25.800000000000004,25.875,26.5,31.975,32.6,33.525,31.65,32.375,32.14,29.425,30.55,36.650000000000006,36.5,98.2
478,31.919999999999998,30.625,29.450000000000003,26.525,25.875,25.924999999999997,26.525,32.075,32.725,33.675,31.825,32.525,32.260000000000005,29.549999999999997,30.575,36.75,36.625,98.2
479,32.0,30.75,29.6,26.6,25.975,26.0,26.675,32.175,32.875,33.825,31.975,32.675,32.440000000000005,29.75,30.674999999999997,36.775,36.824999999999996,98.2
480,32.239999999999995,30.9,29.8,26.725,26.1,26.125000000000004,26.799999999999997,32.4,33.025,34.050000000000004,32.125,32.925000000000004,32.559999999999995,29.849999999999998,30.8,37.0,37.0,98.2
