wavelength,blank,S6 Preheat,S6 Post Heat,S6 Irrad 1 1,S6 Irrad 1 10,S6 Irrad 1 2,S6 Irrad 1 3,S6 Irrad 1 4,S6 Irrad 1 5,S6 Irrad 1 6,S6 Irrad 1 7,S6 Irrad 1 8,S6 Irrad 1 9,S6 Irrad 2,S6 Irrad 3,S6 Irrad 4,S6 Irrad 5,S6 Irrad 6,S6 Irrad 7,S6 Irrad 8,S6 Irrad 9
340,98.1,29.5,24.35,13.025,9.375,11.725,10.975,11.475,11.05,10.575,10.1,9.65,9.425,8.7,8.65,7.9,7.6,7.725,7.825,7.4,7.45
341,98.1,29.73333333,24.625,13.275,9.675,12,11.225,11.725,11.35,10.875,10.375,9.95,9.725,9,8.95,8.175,7.85,8.025,8.1,7.7,7.725
342,98.1,29.86666667,24.825,13.475,9.925,12.225,11.425,12,11.575,11.175,10.65,10.25,10,9.25,9.2,8.425,8.1,8.3,8.375,7.95,7.95
343,98,29.86666667,24.725,13.55,10.125,12.3,11.55,12.125,11.75,11.3,10.85,10.375,10.15,9.45,9.375,8.6,8.3,8.425,8.55,8.125,8.15
344,98,29.6,24.575,13.55,10.225,12.325,11.575,12.175,11.775,11.375,10.925,10.45,10.275,9.525,9.55,8.725,8.4,8.55,8.675,8.2,8.225
345,97.9,29.4,24.45,13.55,10.3,12.325,11.65,12.2,11.875,11.45,10.975,10.525,10.325,9.65,9.65,8.85,8.525,8.7,8.775,8.375,8.375
346,97.9,29.43333333,24.475,13.7,10.575,12.525,11.8,12.425,12.125,11.65,11.175,10.75,10.625,9.9,9.85,9.075,8.725,8.9,8.975,8.6,8.6
347,97.9,29.7,24.7,13.925,10.85,12.775,12.075,12.7,12.425,11.95,11.525,11.075,10.9,10.15,10.175,9.375,9,9.175,9.275,8.875,8.825
348,97.9,29.83333333,24.875,14.125,11.125,13.025,12.3,13,12.65,12.25,11.8,11.35,11.15,10.475,10.475,9.65,9.25,9.45,9.575,9.15,9.1
349,97.9,29.9,24.975,14.325,11.4,13.2,12.525,13.225,12.9,12.5,12.05,11.625,11.425,10.75,10.75,9.875,9.525,9.7,9.8,9.4,9.325
350,97.8,30.03333333,25.25,14.525,11.65,13.425,12.75,13.475,13.15,12.725,12.3,11.85,11.65,11.025,10.975,10.125,9.775,9.975,10.075,9.625,9.6
351,97.9,30.36666667,25.3,14.725,11.925,13.65,12.95,13.75,13.425,13.025,12.55,12.15,11.95,11.35,11.275,10.4,10.025,10.2,10.35,9.9,9.9
352,97.9,30.4,25.35,14.9,12.2,13.8,13.2,13.975,13.6,13.225,12.8,12.35,12.2,11.55,11.525,10.65,10.225,10.5,10.525,10.125,10.1
353,97.9,30.46666667,25.375,15.025,12.375,13.925,13.45,14.1,13.825,13.475,13,12.55,12.4,11.775,11.75,10.85,10.425,10.7,10.75,10.375,10.3
354,97.9,30.53333333,25.525,15.2,12.6,14.2,13.55,14.35,14,13.65,13.225,12.8,12.65,12,11.975,11.125,10.725,10.9,10.95,10.65,10.525
355,97.4,30.5,25.5,15.3,12.7,14.275,13.6,14.5,14.2,13.8,13.475,13,12.75,12.175,12.125,11.325,10.9,11.1,11.175,10.75,10.7
356,97.4,30.43333333,25.45,15.3,12.775,14.3,13.75,14.5,14.225,13.9,13.475,13,12.775,12.25,12.25,11.425,11,11.125,11.225,10.825,10.725
357,97.4,30.43333333,25.4,15.325,12.875,14.4,13.8,14.55,14.3,13.975,13.55,13.1,12.925,12.35,12.4,11.525,11.125,11.25,11.425,11.025,10.875
358,97.4,30.53333333,25.525,15.6,13.325,14.6,14,14.85,14.675,14.3,13.875,13.375,13.225,12.675,12.75,11.775,11.4,11.625,11.725,11.3,11.125
359,97.5,30.6,25.7,15.75,13.6,14.85,14.15,15.025,14.825,14.5,14.1,13.575,13.5,12.975,12.925,12.025,11.675,11.825,11.95,11.625,11.375
360,97.4,30.3,25.35,15.75,13.525,14.75,14.175,15.05,14.825,14.525,14.075,13.575,13.5,12.95,12.95,12.025,11.65,11.825,11.9,11.6,11.375
361,97.4,29.83333333,24.7,15.55,13.4,14.575,14.125,15,14.75,14.325,13.875,13.475,13.35,12.875,12.9,12,11.575,11.75,11.925,11.6,11.375
362,97.4,29.63333333,24.6,15.4,13.375,14.6,14.125,14.95,14.725,14.325,13.875,13.45,13.35,12.85,12.95,12.075,11.625,11.725,11.925,11.6,11.375
363,97.4,29.63333333,24.65,15.525,13.525,14.725,14.325,15.15,14.925,14.575,14,13.65,13.575,12.975,13.15,12.225,11.8,11.85,12.05,11.825,11.5
364,97.3,29.7,24.875,15.825,13.85,15,14.525,15.425,15.175,14.9,14.275,13.9,13.85,13.325,13.425,12.45,12.05,12.2,12.25,12.1,11.775
365,97.3,29.76666667,25.05,16.05,14.125,15.225,14.75,15.65,15.425,15.15,14.575,14.175,14.125,13.6,13.65,12.7,12.35,12.45,12.6,12.325,12.075
366,97.3,29.9,25.15,16.2,14.3,15.4,14.9,15.825,15.625,15.35,14.775,14.35,14.35,13.825,13.85,12.925,12.575,12.65,12.775,12.525,12.275
367,97.5,30,25.325,16.35,14.45,15.55,15.05,16,15.825,15.6,15,14.525,14.55,14.025,14.1,13.125,12.7,12.9,13,12.7,12.475
368,97.5,30.16666667,25.45,16.6,14.775,15.775,15.275,16.275,16.05,15.75,15.25,14.825,14.8,14.3,14.375,13.4,13,13.15,13.275,13,12.7
369,97.4,30.23333333,25.6,16.825,15,15.95,15.575,16.525,16.25,16.025,15.5,15.05,15.05,14.55,14.55,13.625,13.275,13.35,13.475,13.275,12.95
370,97.4,30.33333333,25.65,16.925,15.2,16.15,15.75,16.65,16.4,16.225,15.675,15.225,15.225,14.75,14.75,13.8,13.45,13.55,13.675,13.425,13.1
371,97.5,30.33333333,25.675,17.025,15.375,16.275,15.85,16.8,16.6,16.375,15.8,15.4,15.425,14.9,14.925,13.975,13.6,13.725,13.8,13.625,13.3
372,97.6,30.43333333,25.725,17.15,15.6,16.425,16.05,17.05,16.75,16.525,16.075,15.675,15.65,15.125,15.1,14.225,13.825,13.9,14.05,13.825,13.45
373,97.6,30.6,25.85,17.45,15.875,16.7,16.25,17.3,16.975,16.775,16.35,15.9,15.85,15.375,15.35,14.45,14.1,14.2,14.325,14.075,13.7
374,97.6,30.63333333,25.925,17.6,16.1,16.875,16.45,17.5,17.2,16.975,16.6,16.15,16.05,15.6,15.5,14.725,14.35,14.45,14.5,14.3,13.925
375,97.5,30.63333333,25.95,17.625,16.15,16.9,16.475,17.5,17.3,17.05,16.7,16.2,16.125,15.7,15.6,14.825,14.4,14.575,14.6,14.425,14.025
376,97.2,30.3,25.575,17.575,16.075,16.825,16.475,17.425,17.225,17.025,16.625,16.15,16.15,15.675,15.6,14.725,14.4,14.55,14.55,14.4,13.975
377,97.2,29.93333333,25.35,17.4,16.05,16.725,16.475,17.375,17.2,16.875,16.45,16.025,16.15,15.65,15.575,14.625,14.3,14.525,14.525,14.35,13.925
378,97.2,29.66666667,25.2,17.35,16.05,16.725,16.475,17.4,17.225,16.95,16.45,16.05,16.15,15.6,15.575,14.675,14.3,14.5,14.6,14.35,13.925
379,97.2,29.66666667,25.25,17.4,16.225,16.85,16.55,17.5,17.325,17.1,16.675,16.15,16.275,15.675,15.75,14.875,14.45,14.675,14.7,14.525,14.15
380,97.2,29.76666667,25.375,17.675,16.45,17.075,16.75,17.775,17.575,17.4,16.925,16.425,16.55,16,16,15.1,14.7,14.925,14.9,14.8,14.375
381,97.1,29.86666667,25.45,17.9,16.725,17.3,16.975,18.025,17.825,17.575,17.125,16.7,16.75,16.25,16.2,15.325,14.95,15.1,15.175,15.025,14.6
382,97.1,29.86666667,25.45,18.05,16.8,17.375,17.075,18.175,17.925,17.65,17.275,16.775,16.9,16.4,16.325,15.525,15.075,15.225,15.275,15.15,14.75
383,97.1,29.86666667,25.425,18.075,16.85,17.375,17.075,18.175,17.95,17.675,17.3,16.825,16.925,16.475,16.35,15.55,15.225,15.3,15.375,15.225,14.825
384,97.1,29.83333333,25.425,18.175,16.925,17.5,17.15,18.2,18.1,17.775,17.425,16.95,16.975,16.525,16.45,15.7,15.325,15.45,15.525,15.375,14.925
385,97.1,29.83333333,25.425,18.275,17.025,17.6,17.275,18.275,18.15,17.9,17.475,17.025,17.1,16.65,16.55,15.75,15.45,15.5,15.625,15.475,14.95
386,97.1,29.8,25.4,18.3,17.125,17.65,17.325,18.425,18.175,17.95,17.575,17.15,17.175,16.725,16.625,15.775,15.475,15.6,15.7,15.575,15.05
387,97.2,29.8,25.375,18.35,17.275,17.75,17.375,18.475,18.3,18.05,17.625,17.2,17.35,16.8,16.8,15.9,15.575,15.725,15.8,15.675,15.2
388,97.2,29.8,25.425,18.55,17.45,17.925,17.675,18.65,18.55,18.325,17.85,17.4,17.575,16.975,16.975,16.1,15.85,15.9,15.975,15.9,15.4
389,97.2,29.76666667,25.525,18.75,17.725,18.175,17.8,18.925,18.75,18.525,18.2,17.625,17.725,17.35,17.225,16.375,16.075,16.1,16.225,16.175,15.6
390,97.1,30.3,26.1,19.35,18.275,18.65,18.325,19.425,19.25,19.075,18.725,18.175,18.3,17.825,17.725,16.875,16.575,16.6,16.75,16.675,16.1
391,97.1,30.56666667,26.225,19.475,18.425,18.9,18.6,19.725,19.375,19.3,18.925,18.35,18.55,18,17.925,17.025,16.8,16.925,16.925,16.825,16.2
392,96.8,30.7,26.4,19.625,18.625,19.025,18.8,19.825,19.55,19.55,19.05,18.625,18.675,18.2,18.125,17.275,16.9,17.075,17.075,17.025,16.375
393,96.9,30.76666667,26.4,19.7,18.75,19.125,18.9,19.95,19.725,19.625,19.175,18.65,18.8,18.25,18.225,17.4,17.025,17.15,17.175,17.125,16.525
394,97.4,30.76666667,26.4,19.75,18.775,19.15,18.975,20,19.85,19.675,19.175,18.725,18.925,18.325,18.325,17.4,17.1,17.175,17.2,17.2,16.575
395,97.5,30.8,26.475,19.85,18.9,19.375,19.1,20.15,19.975,19.725,19.35,18.825,19.075,18.4,18.4,17.55,17.2,17.275,17.35,17.375,16.7
396,97.6,30.93333333,26.55,20.025,19.2,19.5,19.3,20.45,20.175,19.95,19.475,19.05,19.25,18.6,18.625,17.725,17.45,17.5,17.6,17.6,16.9
397,97.6,30.93333333,26.675,20.225,19.35,19.675,19.425,20.55,20.4,20.125,19.625,19.225,19.45,18.825,18.8,17.925,17.65,17.7,17.775,17.75,17.075
398,97.5,30.96666667,26.675,20.375,19.475,19.825,19.525,20.725,20.525,20.25,19.775,19.4,19.65,19,18.9,18.025,17.75,17.875,17.875,17.95,17.225
399,97.5,31.03333333,26.725,20.5,19.6,19.9,19.725,20.85,20.7,20.325,19.925,19.525,19.775,19.1,19.075,18.15,17.925,17.95,18.025,18.025,17.35
400,97.5,31.13333333,26.775,20.675,19.775,20.125,19.9,21.025,20.825,20.5,20.075,19.7,19.9,19.3,19.225,18.35,18.05,18.1,18.2,18.25,17.525
401,97.4,31.2,26.95,20.8,19.975,20.3,20.075,21.15,21.025,20.725,20.275,19.95,20.075,19.5,19.35,18.525,18.25,18.325,18.375,18.5,17.7
402,97.3,31.33333333,26.975,20.9,20.15,20.4,20.175,21.275,21.15,20.925,20.425,20.075,20.275,19.625,19.525,18.625,18.375,18.475,18.525,18.625,17.8
403,97.3,31.33333333,26.95,20.975,20.175,20.45,20.2,21.4,21.25,20.95,20.475,20.1,20.325,19.675,19.55,18.675,18.45,18.5,18.575,18.7,17.875
404,97.3,31.33333333,26.9,20.975,20.175,20.45,20.2,21.4,21.25,20.95,20.475,20.1,20.375,19.7,19.575,18.7,18.5,18.525,18.6,18.675,17.9
405,97.4,31.26666667,26.825,20.975,20.175,20.475,20.225,21.45,21.275,20.975,20.475,20.15,20.4,19.7,19.6,18.75,18.5,18.525,18.65,18.7,17.925
406,97.4,31.23333333,26.85,21.15,20.3,20.55,20.4,21.5,21.375,21.05,20.575,20.25,20.45,19.725,19.7,18.75,18.6,18.55,18.725,18.85,18
407,97.7,31.23333333,26.975,21.275,20.45,20.725,20.5,21.7,21.5,21.225,20.675,20.4,20.6,19.925,19.875,18.925,18.775,18.725,18.875,19.025,18.1
408,97.7,31.23333333,27.025,21.425,20.6,20.9,20.65,21.9,21.675,21.35,20.95,20.55,20.85,20.1,20.05,19.1,18.875,18.9,19.025,19.225,18.3
409,97.7,31.23333333,27.025,21.525,20.725,20.975,20.75,22,21.725,21.45,21.05,20.6,20.9,20.2,20.125,19.25,18.975,19.025,19.1,19.25,18.4
410,97.7,31.23333333,27.025,21.525,20.75,21.025,20.75,22.025,21.775,21.525,21.075,20.7,20.95,20.25,20.175,19.25,19.05,19.025,19.125,19.325,18.475
411,97.7,31.23333333,27,21.6,20.85,21.05,20.85,22.05,21.9,21.6,21.125,20.7,21.05,20.275,20.2,19.275,19.1,19.125,19.225,19.4,18.5
412,97.7,31.23333333,27.025,21.7,21.05,21.2,21,22.2,22.075,21.75,21.325,20.85,21.15,20.375,20.325,19.4,19.25,19.2,19.375,19.55,18.625
413,97.7,31.26666667,27.05,21.8,21.125,21.35,21.075,22.325,22.125,21.85,21.45,21.05,21.275,20.525,20.425,19.475,19.4,19.325,19.475,19.7,18.75
414,97.7,31.26666667,27.075,21.925,21.25,21.45,21.2,22.45,22.225,21.975,21.525,21.125,21.425,20.6,20.5,19.6,19.525,19.45,19.65,19.85,18.85
415,97.7,31.3,27.15,22.025,21.425,21.575,21.325,22.55,22.375,22.025,21.675,21.3,21.625,20.775,20.675,19.75,19.625,19.6,19.7,19.925,19.025
416,97.7,31.3,27.225,22.175,21.575,21.7,21.45,22.7,22.475,22.175,21.775,21.425,21.8,20.95,20.775,19.875,19.75,19.75,19.825,20.075,19.125
417,97.8,31.43333333,27.4,22.325,21.7,21.85,21.55,22.875,22.675,22.35,21.95,21.575,21.9,21.1,20.925,20.025,19.9,19.9,20,20.25,19.25
418,97.8,31.46666667,27.475,22.475,21.875,22,21.725,23.025,22.8,22.5,22.125,21.7,22.075,21.3,21.025,20.175,20.05,19.975,20.15,20.45,19.45
419,97.8,31.56666667,27.575,22.625,22,22.125,21.85,23.15,22.975,22.675,22.25,21.9,22.2,21.4,21.15,20.275,20.15,20.1,20.3,20.575,19.575
420,98,31.6,27.575,22.725,22.05,22.225,21.925,23.25,23.05,22.75,22.35,21.95,22.325,21.475,21.25,20.35,20.225,20.15,20.35,20.625,19.625
421,98,31.56666667,27.575,22.725,22.05,22.2,21.925,23.275,23.075,22.8,22.35,21.95,22.325,21.475,21.275,20.35,20.225,20.175,20.375,20.65,19.625
422,98,31.5,27.55,22.725,22.1,22.25,21.975,23.325,23.15,22.825,22.35,22,22.35,21.5,21.35,20.35,20.275,20.225,20.375,20.675,19.65
423,98,31.5,27.5,22.775,22.15,22.35,22.05,23.4,23.225,22.9,22.45,22.1,22.475,21.525,21.4,20.45,20.375,20.3,20.45,20.725,19.7
424,97.9,31.46666667,27.5,22.875,22.2,22.4,22.075,23.45,23.325,22.925,22.5,22.15,22.5,21.55,21.45,20.475,20.4,20.325,20.5,20.85,19.75
425,98,31.43333333,27.475,22.9,22.225,22.4,22.175,23.5,23.325,22.95,22.5,22.15,22.5,21.525,21.45,20.525,20.4,20.375,20.55,20.875,19.8
426,97.9,31.36666667,27.475,22.925,22.275,22.45,22.25,23.6,23.375,23,22.55,22.225,22.55,21.575,21.55,20.55,20.45,20.375,20.575,20.9,19.875
427,98,31.33333333,27.475,22.95,22.325,22.5,22.35,23.6,23.4,23.05,22.6,22.225,22.7,21.7,21.625,20.625,20.525,20.45,20.65,21,19.9
428,97.9,31.33333333,27.475,22.975,22.375,22.575,22.45,23.65,23.55,23.175,22.675,22.3,22.725,21.725,21.65,20.675,20.575,20.525,20.75,21.125,19.975
429,98,31.33333333,27.475,23.1,22.525,22.7,22.475,23.775,23.625,23.325,22.75,22.425,22.825,21.775,21.775,20.725,20.675,20.65,20.775,21.175,20.05
430,97.9,31.3,27.5,23.15,22.6,22.8,22.55,23.825,23.725,23.375,22.9,22.525,22.925,21.925,21.875,20.75,20.775,20.725,20.85,21.3,20.15
431,97.9,31.3,27.55,23.325,22.675,22.9,22.65,23.9,23.8,23.475,23.025,22.6,23.1,22.05,21.9,20.9,20.875,20.85,20.95,21.3,20.175
432,97.9,31.33333333,27.625,23.45,22.775,23.025,22.725,24.05,23.9,23.55,23.075,22.75,23.15,22.1,22,21,20.975,20.925,21.1,21.425,20.3
433,97.7,31.33333333,27.7,23.525,22.925,23.075,22.8,24.225,24,23.65,23.15,22.9,23.25,22.225,22.1,21.075,21.05,21.025,21.15,21.575,20.375
434,97.8,31.4,27.7,23.6,23.025,23.125,22.875,24.3,24.1,23.75,23.275,22.925,23.35,22.275,22.175,21.175,21.1,21.05,21.2,21.7,20.525
435,98,31.43333333,27.75,23.675,23.125,23.2,22.95,24.375,24.2,23.825,23.375,23.025,23.475,22.325,22.25,21.225,21.225,21.15,21.275,21.75,20.575
436,98,31.43333333,27.775,23.775,23.2,23.325,23.05,24.5,24.325,23.95,23.5,23.15,23.525,22.45,22.35,21.325,21.325,21.25,21.375,21.875,20.675
437,97.9,31.46666667,27.85,23.875,23.325,23.475,23.175,24.55,24.425,24.1,23.6,23.275,23.725,22.575,22.5,21.4,21.425,21.35,21.45,22,20.75
438,97.9,31.56666667,27.95,23.975,23.45,23.525,23.275,24.675,24.55,24.2,23.725,23.375,23.8,22.675,22.55,21.475,21.525,21.45,21.525,22.125,20.875
439,98.1,31.6,27.975,24.075,23.525,23.675,23.35,24.85,24.675,24.325,23.85,23.525,23.925,22.825,22.65,21.6,21.675,21.525,21.675,22.2,20.975
440,98.1,31.63333333,28.075,24.125,23.725,23.75,23.475,24.925,24.775,24.4,23.975,23.625,24.025,22.925,22.775,21.7,21.725,21.675,21.725,22.3,21.075
441,98.1,31.66666667,28.125,24.2,23.725,23.775,23.525,25.025,24.8,24.5,24,23.65,24.075,22.95,22.8,21.75,21.775,21.725,21.775,22.35,21.1
442,98,31.6,28.125,24.25,23.75,23.8,23.525,25.05,24.875,24.55,24,23.675,24.125,22.95,22.875,21.8,21.775,21.725,21.85,22.4,21.125
443,98,31.6,28.15,24.325,23.825,23.875,23.65,25.15,24.975,24.6,24.075,23.775,24.2,23,22.9,21.8,21.825,21.8,21.925,22.425,21.225
444,98,31.66666667,28.25,24.425,23.925,24.05,23.775,25.225,25.025,24.7,24.2,23.9,24.275,23.1,23.025,21.9,21.925,21.875,21.975,22.55,21.3
445,97.9,31.7,28.325,24.575,24.025,24.175,23.9,25.35,25.2,24.85,24.375,24,24.4,23.225,23.15,22.025,22.025,22.05,22.075,22.65,21.425
446,98,31.8,28.35,24.675,24.175,24.275,23.975,25.475,25.325,25,24.5,24.1,24.525,23.325,23.275,22.125,22.1,22.1,22.175,22.725,21.5
447,98,31.8,28.35,24.75,24.2,24.3,24.075,25.55,25.375,25.025,24.575,24.175,24.625,23.4,23.275,22.175,22.175,22.15,22.225,22.8,21.575
448,98,31.8,28.35,24.825,24.25,24.325,24.1,25.625,25.425,25.05,24.6,24.2,24.625,23.425,23.35,22.175,22.2,22.175,22.25,22.85,21.6
449,98,31.8,28.375,24.875,24.375,24.375,24.175,25.7,25.525,25.1,24.65,24.25,24.725,23.45,23.375,22.25,22.275,22.2,22.25,22.875,21.625
450,98,31.8,28.45,24.95,24.4,24.475,24.25,25.75,25.625,25.2,24.725,24.375,24.825,23.5,23.475,22.3,22.3,22.225,22.35,22.925,21.725
451,98,31.9,28.5,25.075,24.525,24.575,24.375,25.85,25.7,25.3,24.8,24.475,24.925,23.6,23.55,22.425,22.4,22.3,22.4,23.025,21.8
452,98,31.9,28.525,25.15,24.575,24.725,24.45,25.975,25.825,25.4,24.9,24.6,24.975,23.7,23.675,22.5,22.525,22.375,22.525,23.125,21.85
453,98,31.9,28.525,25.2,24.7,24.75,24.525,26.025,25.875,25.5,24.95,24.6,25,23.75,23.675,22.55,22.525,22.375,22.575,23.125,21.875
454,98,31.9,28.525,25.275,24.725,24.8,24.6,26.125,25.925,25.55,25,24.65,25.1,23.775,23.775,22.625,22.575,22.45,22.6,23.225,21.95
455,98,31.9,28.65,25.4,24.825,24.925,24.7,26.275,26.075,25.7,25.175,24.8,25.175,23.875,23.875,22.725,22.725,22.55,22.65,23.325,22.025
456,98,32.03333333,28.8,25.525,24.975,25.075,24.825,26.425,26.225,25.8,25.3,24.975,25.325,24.05,23.975,22.775,22.8,22.65,22.775,23.375,22.175
457,98,32.13333333,28.95,25.675,25.175,25.25,24.975,26.6,26.425,25.975,25.525,25.15,25.5,24.175,24.1,22.95,22.925,22.825,22.95,23.525,22.325
458,98,32.36666667,29.1,25.9,25.375,25.425,25.15,26.75,26.6,26.2,25.7,25.35,25.65,24.375,24.2,23.075,23.125,22.975,23.1,23.725,22.525
459,98,32.43333333,29.225,25.975,25.5,25.55,25.275,26.9,26.725,26.3,25.8,25.45,25.75,24.5,24.3,23.2,23.175,23.075,23.2,23.825,22.6
460,98.1,32.4,29.2,25.975,25.475,25.55,25.275,26.9,26.725,26.3,25.8,25.4,25.75,24.5,24.35,23.2,23.175,23.075,23.2,23.825,22.575
461,98,32.3,29.125,25.95,25.425,25.525,25.275,26.875,26.725,26.3,25.75,25.3,25.725,24.375,24.375,23.175,23.125,23.05,23.175,23.825,22.525
462,98,32.33333333,29.1,25.95,25.4,25.55,25.325,26.875,26.75,26.3,25.775,25.35,25.75,24.375,24.45,23.175,23.125,23.05,23.2,23.825,22.525
463,97.9,32.36666667,29.15,26.075,25.475,25.6,25.45,26.975,26.9,26.375,25.85,25.475,25.825,24.5,24.5,23.275,23.15,23.075,23.225,23.85,22.625
464,97.9,32.4,29.2,26.225,25.65,25.7,25.5,27.15,27.025,26.575,25.975,25.6,25.975,24.6,24.625,23.325,23.325,23.175,23.35,23.95,22.725
465,97.9,32.5,29.3,26.3,25.8,25.875,25.625,27.275,27.175,26.7,26.075,25.7,26.05,24.725,24.675,23.425,23.4,23.275,23.45,24.05,22.8
466,97.8,32.56666667,29.325,26.375,25.85,25.925,25.725,27.325,27.25,26.775,26.175,25.825,26.125,24.8,24.7,23.45,23.45,23.35,23.5,24.125,22.85
467,97.8,32.6,29.375,26.45,25.85,26,25.825,27.425,27.325,26.9,26.25,25.9,26.2,24.825,24.775,23.55,23.525,23.35,23.5,24.175,22.95
468,97.8,32.66666667,29.4,26.5,25.875,26.025,25.875,27.45,27.35,26.9,26.325,25.9,26.275,24.925,24.85,23.575,23.525,23.4,23.6,24.175,22.95
469,97.8,32.7,29.5,26.575,25.975,26.125,25.95,27.55,27.45,27.025,26.4,26,26.35,24.975,24.95,23.675,23.575,23.45,23.65,24.25,23.075
470,97.8,32.76666667,29.6,26.725,26.075,26.2,26.125,27.7,27.6,27.175,26.475,26.125,26.475,25.05,25.05,23.75,23.675,23.5,23.775,24.375,23.1
471,97.8,32.86666667,29.75,26.875,26.25,26.325,26.225,27.85,27.7,27.375,26.6,26.275,26.6,25.125,25.1,23.85,23.775,23.625,23.825,24.45,23.175
472,97.8,33.06666667,29.85,26.95,26.4,26.5,26.35,27.95,27.9,27.45,26.7,26.35,26.725,25.225,25.175,23.95,23.9,23.725,23.95,24.55,23.325
473,97.9,33.2,29.95,27.05,26.5,26.6,26.45,28.05,27.975,27.575,26.875,26.45,26.8,25.375,25.3,24.025,23.95,23.8,24.05,24.625,23.425
474,97.9,33.2,29.975,27.2,26.6,26.65,26.55,28.225,28.075,27.675,26.975,26.55,26.9,25.475,25.425,24.1,24.025,23.875,24.075,24.675,23.5
475,97.9,33.33333333,30.075,27.375,26.725,26.825,26.675,28.4,28.225,27.8,27.1,26.65,27.025,25.575,25.45,24.225,24.125,24,24.225,24.775,23.675
476,97.9,33.46666667,30.275,27.525,26.9,26.875,26.775,28.55,28.35,27.975,27.2,26.85,27.15,25.725,25.6,24.35,24.275,24.125,24.325,24.9,23.725
477,97.9,33.56666667,30.35,27.6,27.025,27.025,26.85,28.675,28.5,28.15,27.375,27,27.25,25.85,25.65,24.45,24.35,24.25,24.35,24.95,23.875
478,97.9,33.63333333,30.475,27.7,27.1,27.15,27.025,28.775,28.6,28.275,27.5,27.1,27.375,25.95,25.775,24.525,24.45,24.275,24.475,25.05,23.975
479,97.9,33.83333333,30.6,27.925,27.225,27.275,27.125,28.9,28.8,28.35,27.675,27.225,27.55,26.05,25.9,24.625,24.55,24.4,24.65,25.2,24.1
480,97.9,34.1,30.95,28.15,27.475,27.475,27.4,29.275,29.125,28.625,28,27.5,27.8,26.3,26.1,24.925,24.725,24.6,24.8,25.425,24.325
481,98,34.53333333,31.35,28.525,27.9,27.875,27.75,29.65,29.525,29.1,28.4,27.925,28.2,26.75,26.35,25.2,25.025,24.925,25.125,25.75,24.725
482,97.9,34.86666667,31.8,28.95,28.3,28.25,28.05,30,29.95,29.5,28.8,28.275,28.525,27.125,26.6,25.475,25.3,25.25,25.425,26.05,25
483,98,34.9,31.85,29.025,28.425,28.3,28.1,30.125,30.05,29.6,28.85,28.35,28.6,27.2,26.6,25.55,25.35,25.35,25.5,26.05,25.075
484,98.1,34.63333333,31.475,28.75,28.075,28.025,27.95,29.825,29.725,29.25,28.525,28.025,28.35,26.825,26.425,25.3,25.075,25.1,25.25,25.825,24.725
485,98.1,34.4,31.225,28.55,27.85,27.9,27.85,29.65,29.525,29.1,28.3,27.825,28.175,26.575,26.375,25.15,24.925,24.9,25.125,25.725,24.575
486,98,34.46666667,31.325,28.625,27.95,28.025,27.95,29.8,29.7,29.2,28.45,27.925,28.3,26.575,26.5,25.225,24.975,25,25.175,25.8,24.7
487,98,34.56666667,31.4,28.725,28.05,28.125,28.05,29.9,29.85,29.3,28.5,27.975,28.375,26.725,26.55,25.3,25.05,25,25.275,25.875,24.775
488,98,34.56666667,31.4,28.75,28.025,28.125,28.05,29.9,29.825,29.3,28.5,28,28.4,26.7,26.55,25.3,25.05,25,25.3,25.875,24.75
489,98,34.63333333,31.5,28.775,28.05,28.2,28.15,30,29.875,29.4,28.575,28.025,28.475,26.75,26.65,25.325,25.075,25.1,25.375,25.925,24.825
490,97.9,34.9,31.775,29.05,28.375,28.475,28.425,30.3,30.125,29.675,28.85,28.4,28.725,27.05,26.85,25.575,25.3,25.3,25.55,26.15,25.025
491,97.9,34.96666667,31.9,29.15,28.5,28.575,28.45,30.4,30.225,29.75,28.95,28.425,28.8,27.1,26.875,25.625,25.375,25.4,25.65,26.225,25.075
492,97.9,34.86666667,31.675,29.075,28.325,28.4,28.45,30.325,30.15,29.575,28.775,28.275,28.7,26.875,26.85,25.575,25.25,25.35,25.575,26.075,24.975
493,97.9,34.8,31.65,29.05,28.3,28.45,28.475,30.3,30.15,29.45,28.8,28.275,28.7,26.8,26.875,25.55,25.25,25.275,25.5,26.075,24.975
494,97.9,35.03333333,31.85,29.2,28.525,28.65,28.65,30.45,30.4,29.7,28.975,28.5,28.825,27,27.1,25.75,25.375,25.425,25.675,26.2,25.225
495,97.8,35.26666667,32.175,29.475,28.75,28.85,28.9,30.75,30.7,30.05,29.25,28.8,29.125,27.25,27.25,25.9,25.65,25.575,25.825,26.375,25.425
496,97.8,35.4,32.3,29.625,28.95,28.975,29,30.9,30.875,30.35,29.375,28.875,29.275,27.475,27.4,26.025,25.725,25.725,25.925,26.55,25.55
497,97.8,35.46666667,32.35,29.675,28.95,29.025,29.1,31.05,30.925,30.4,29.4,28.875,29.275,27.5,27.4,26.075,25.725,25.8,26,26.55,25.55
498,97.8,35.53333333,32.375,29.75,28.95,29.05,29.15,31.05,30.975,30.45,29.45,28.9,29.275,27.5,27.45,26.075,25.75,25.8,26.025,26.575,25.55
499,97.8,35.6,32.45,29.85,29.025,29.125,29.225,31.2,31.075,30.575,29.5,28.975,29.35,27.475,27.55,26.125,25.8,25.8,26.125,26.65,25.625
