wavelength,S6 Irrad 1 1,S6 Irrad 1 10,S6 Irrad 1 2,S6 Irrad 1 3,S6 Irrad 1 4,S6 Irrad 1 5,S6 Irrad 1 6,S6 Irrad 1 7,S6 Irrad 1 8,S6 Irrad 1 9,S6 Irrad 2,S6 Irrad 3,S6 Irrad 4,S6 Irrad 5,S6 Irrad 6,S6 Irrad 7,S6 Irrad 8,S6 Irrad 9,S6 Post Heat,S6 Preheat
422,0.64375,0.656,0.65275,0.658,0.63225,0.6355,0.64175,0.65075,0.6577500000000001,0.6505000000000001,0.6677500000000001,0.67125,0.691,0.6927499999999999,0.6942499999999999,0.69075,0.68425,0.7065,0.56025,0.37825
423,0.643,0.65475,0.651,0.65725,0.6307499999999999,0.63375,0.6405,0.64925,0.65625,0.64875,0.66675,0.6697500000000001,0.68975,0.69125,0.69275,0.6895,0.6832500000000001,0.7055,0.56,0.3785
424,0.6412500000000001,0.6537499999999999,0.64975,0.65575,0.62975,0.6320000000000001,0.63975,0.6480000000000001,0.655,0.6480000000000001,0.66675,0.6685000000000001,0.6884999999999999,0.69,0.69175,0.68825,0.6815,0.7044999999999999,0.56025,0.379
425,0.6405000000000001,0.65325,0.64975,0.654,0.629,0.6320000000000001,0.639,0.64775,0.655,0.64725,0.6665000000000001,0.6682500000000001,0.6877500000000001,0.6897499999999999,0.6909999999999998,0.6872499999999999,0.6805000000000001,0.70375,0.56075,0.37949999999999995
426,0.6395000000000001,0.65225,0.649,0.6525000000000001,0.6275,0.63125,0.6385000000000001,0.6475,0.6535,0.6465000000000001,0.666,0.667,0.6875,0.6892499999999999,0.6909999999999998,0.6867500000000001,0.6797500000000001,0.7022499999999999,0.5609999999999999,0.38025000000000003
427,0.639,0.651,0.648,0.6512500000000001,0.62675,0.63,0.63725,0.6465,0.6535,0.64375,0.664,0.665,0.6857500000000001,0.688,0.6895,0.6855,0.6775,0.7012499999999999,0.56125,0.38050000000000006
428,0.63825,0.64975,0.6467499999999999,0.64925,0.62675,0.62825,0.6345000000000001,0.64475,0.65175,0.6435000000000001,0.6627500000000001,0.6645000000000001,0.6847500000000001,0.68675,0.6877500000000001,0.6837500000000001,0.6752500000000001,0.6992499999999999,0.5609999999999999,0.38050000000000006
429,0.6365000000000001,0.64775,0.6439999999999999,0.6485000000000001,0.62425,0.6265000000000001,0.63175,0.6427499999999999,0.6495,0.64175,0.6617500000000001,0.6619999999999999,0.6832500000000001,0.684,0.6857500000000001,0.682,0.6745000000000001,0.69775,0.56075,0.38050000000000006
430,0.635,0.646,0.64175,0.6475,0.6225,0.62475,0.631,0.64075,0.64725,0.639,0.65925,0.66025,0.6825000000000001,0.6827500000000001,0.68325,0.6807500000000001,0.6717500000000001,0.696,0.56075,0.38050000000000006
431,0.63175,0.6445000000000001,0.6405000000000001,0.64525,0.62125,0.62375,0.62975,0.63775,0.64625,0.63675,0.6572500000000001,0.65925,0.6797500000000001,0.6805,0.6807500000000001,0.6792500000000001,0.671,0.695,0.5595000000000001,0.38025
432,0.63,0.642,0.63825,0.64375,0.61875,0.62125,0.62825,0.6365000000000001,0.64325,0.6355000000000001,0.6555,0.6572500000000001,0.6775,0.6782500000000001,0.6792500000000001,0.676,0.669,0.69225,0.5587500000000001,0.38
433,0.6285000000000001,0.63975,0.63675,0.64225,0.61625,0.61975,0.62625,0.6352500000000001,0.64075,0.63325,0.65325,0.656,0.676,0.67675,0.6775,0.675,0.666,0.69075,0.55775,0.38025000000000003
434,0.6275,0.6377499999999999,0.6355000000000001,0.64025,0.6145,0.6174999999999999,0.62425,0.63325,0.64,0.6315,0.65225,0.65375,0.67475,0.67525,0.6765,0.67325,0.664,0.6877500000000001,0.55725,0.37975
435,0.626,0.63575,0.6345000000000001,0.639,0.6132500000000001,0.616,0.6225,0.63125,0.6377499999999999,0.62975,0.651,0.65225,0.673,0.6735000000000001,0.6745000000000001,0.6720000000000002,0.66225,0.68675,0.5565000000000001,0.37925
436,0.6240000000000001,0.6345000000000001,0.632,0.63725,0.611,0.6145,0.6204999999999999,0.629,0.63575,0.628,0.64875,0.651,0.6712500000000001,0.67125,0.6725,0.67025,0.66025,0.6845000000000001,0.556,0.37925
437,0.62225,0.63175,0.6295,0.6352500000000001,0.6095,0.61225,0.6180000000000001,0.627,0.6335,0.62525,0.6465,0.648,0.6695000000000001,0.669,0.67025,0.6685,0.65775,0.683,0.5547500000000001,0.37875000000000003
438,0.6200000000000001,0.6297499999999999,0.62775,0.633,0.6074999999999999,0.6097499999999999,0.6165,0.6245,0.6315000000000001,0.6234999999999999,0.644,0.6465,0.668,0.667,0.66825,0.66675,0.6555000000000001,0.68025,0.55375,0.37825
439,0.61875,0.628,0.626,0.6315000000000001,0.60475,0.6075,0.614,0.6225,0.6285000000000001,0.62075,0.6417499999999999,0.6447499999999999,0.6655,0.66425,0.6665000000000001,0.66425,0.6535,0.678,0.553,0.37725
440,0.61725,0.62525,0.6244999999999999,0.6295,0.603,0.606,0.6124999999999999,0.6202500000000001,0.62625,0.619,0.6395000000000001,0.64325,0.6632500000000001,0.663,0.66425,0.6625000000000001,0.652,0.67625,0.552,0.37725000000000003
441,0.6154999999999999,0.6245,0.6235,0.62875,0.60175,0.6054999999999999,0.61125,0.6194999999999999,0.626,0.61825,0.6387499999999999,0.642,0.66275,0.662,0.663,0.6617500000000001,0.6505000000000001,0.6755,0.55125,0.377
442,0.61525,0.624,0.623,0.628,0.60125,0.60475,0.6104999999999999,0.619,0.6257499999999999,0.618,0.6387499999999999,0.6412500000000001,0.6615,0.662,0.663,0.6607500000000001,0.65025,0.67475,0.55125,0.37725
443,0.61375,0.6232500000000001,0.62225,0.62625,0.59975,0.6024999999999999,0.609,0.61825,0.624,0.6165,0.6385000000000001,0.64025,0.6612500000000001,0.6607500000000001,0.6617500000000001,0.65925,0.6495,0.67325,0.5507500000000001,0.37750000000000006
444,0.612,0.62125,0.61875,0.6235,0.5984999999999999,0.6014999999999999,0.607,0.616,0.62125,0.615,0.63625,0.63775,0.6597500000000001,0.65925,0.66025,0.658,0.647,0.6717500000000001,0.5495,0.37675
445,0.60975,0.619,0.61675,0.6212500000000001,0.596,0.59875,0.6044999999999999,0.61325,0.6195,0.61275,0.63375,0.63575,0.65725,0.657,0.657,0.65625,0.645,0.66925,0.5477500000000001,0.3765
446,0.6082500000000001,0.617,0.61525,0.6194999999999999,0.59375,0.596,0.6025,0.6112500000000001,0.618,0.61025,0.632,0.63375,0.65475,0.656,0.65525,0.65425,0.6432500000000001,0.6672499999999999,0.5477500000000001,0.37525
447,0.6065,0.616,0.61425,0.61825,0.59275,0.595,0.602,0.60975,0.61675,0.60875,0.6312500000000001,0.6325,0.65425,0.654,0.65475,0.65325,0.64225,0.66625,0.54725,0.37525
448,0.6054999999999999,0.615,0.61375,0.61775,0.5914999999999999,0.59475,0.601,0.60975,0.61625,0.6085,0.631,0.63175,0.65375,0.65325,0.654,0.653,0.6415,0.6655,0.54725,0.37525
449,0.6045,0.6134999999999999,0.6127499999999999,0.617,0.59,0.5932499999999999,0.5994999999999999,0.608,0.6152500000000001,0.6072500000000001,0.62975,0.63075,0.653,0.6525000000000001,0.65375,0.652,0.64025,0.6647500000000001,0.5469999999999999,0.37525
450,0.60275,0.61275,0.61175,0.6144999999999999,0.589,0.59075,0.5982500000000001,0.6065,0.6132500000000001,0.60525,0.629,0.6295,0.65175,0.6517499999999999,0.6525000000000001,0.6505000000000001,0.639,0.6635,0.546,0.375
451,0.6005,0.6107499999999999,0.6092500000000001,0.6127499999999999,0.587,0.5905,0.5964999999999999,0.6054999999999999,0.6112500000000001,0.6035,0.6272500000000001,0.62775,0.6495000000000001,0.64975,0.6515,0.64925,0.6375,0.66175,0.545,0.375
452,0.5994999999999999,0.6095,0.60675,0.612,0.5854999999999999,0.588,0.59525,0.60375,0.60975,0.603,0.62525,0.626,0.64775,0.64775,0.65025,0.6475000000000001,0.6365000000000001,0.6607500000000001,0.545,0.37475
453,0.5985,0.60775,0.6065,0.61025,0.5845,0.58725,0.59375,0.603,0.6092500000000001,0.60175,0.6244999999999999,0.6255,0.6465000000000001,0.647,0.65,0.64625,0.6355000000000001,0.6597500000000001,0.545,0.37475
454,0.5974999999999999,0.6067499999999999,0.6054999999999999,0.6087499999999999,0.583,0.5865,0.5922499999999999,0.6017499999999999,0.6084999999999999,0.60075,0.62375,0.62425,0.64525,0.646,0.6487499999999999,0.646,0.6345000000000001,0.6587500000000001,0.5442500000000001,0.3745
455,0.59525,0.60475,0.60325,0.60725,0.58075,0.5842499999999999,0.59025,0.599,0.6054999999999999,0.5992500000000001,0.62175,0.62175,0.64375,0.64375,0.64725,0.64525,0.6325000000000001,0.6567500000000001,0.5425000000000001,0.37424999999999997
456,0.593,0.60225,0.601,0.605,0.578,0.5814999999999999,0.5885,0.59675,0.603,0.5965,0.6194999999999999,0.6204999999999999,0.64225,0.6425000000000001,0.645,0.642,0.6312500000000001,0.65425,0.541,0.37275
457,0.59,0.599,0.598,0.60225,0.575,0.5782499999999999,0.5852499999999999,0.593,0.5992500000000001,0.59375,0.616,0.61775,0.6392500000000001,0.6395,0.64175,0.63875,0.628,0.6507499999999999,0.5385,0.37175
458,0.58675,0.59575,0.59475,0.59975,0.5722499999999999,0.5752499999999999,0.58175,0.59,0.59575,0.59075,0.6127499999999999,0.61625,0.6367499999999999,0.6365000000000001,0.639,0.63625,0.6245,0.6472500000000001,0.536,0.36975
459,0.585,0.5934999999999999,0.593,0.598,0.5702499999999999,0.573,0.58,0.58825,0.59425,0.58875,0.6105,0.61425,0.6345000000000001,0.635,0.6367499999999999,0.63475,0.62275,0.64625,0.5342500000000001,0.36875
460,0.5854999999999999,0.594,0.593,0.5974999999999999,0.5702499999999999,0.57275,0.58,0.58825,0.595,0.589,0.6112500000000001,0.6134999999999999,0.63425,0.63475,0.6367499999999999,0.6345000000000001,0.623,0.6465000000000001,0.5345,0.3695
461,0.58575,0.59475,0.5932499999999999,0.59775,0.57075,0.57275,0.5802499999999999,0.5892499999999999,0.5965,0.5894999999999999,0.6127499999999999,0.61325,0.6352500000000001,0.63625,0.6375000000000001,0.6345000000000001,0.623,0.647,0.5357500000000001,0.37024999999999997
462,0.58575,0.59475,0.5924999999999999,0.59675,0.5705,0.57275,0.58,0.5892499999999999,0.59575,0.589,0.6127499999999999,0.61175,0.6352500000000001,0.63625,0.6375000000000001,0.6345000000000001,0.6225,0.647,0.536,0.37024999999999997
463,0.584,0.59375,0.5914999999999999,0.59425,0.56875,0.5705,0.5785,0.5874999999999999,0.59375,0.5882499999999999,0.611,0.6104999999999999,0.6335,0.6355,0.637,0.63425,0.62225,0.64525,0.5355,0.37
464,0.5814999999999999,0.5905,0.5894999999999999,0.5927499999999999,0.5662499999999999,0.5685,0.57575,0.5854999999999999,0.59175,0.585,0.60925,0.6087499999999999,0.632,0.633,0.63525,0.63175,0.62025,0.6432500000000001,0.5347500000000001,0.36924999999999997
465,0.58,0.58875,0.5874999999999999,0.591,0.56425,0.566,0.574,0.5834999999999999,0.5902499999999999,0.5835,0.607,0.6074999999999999,0.63075,0.63075,0.633,0.63,0.6187499999999999,0.6425,0.5337500000000001,0.36824999999999997
466,0.57875,0.58775,0.5865,0.58975,0.563,0.56475,0.5722499999999999,0.5822499999999999,0.588,0.58275,0.60575,0.60675,0.6295000000000001,0.62975,0.6312500000000001,0.629,0.61775,0.64075,0.5327500000000001,0.36775
467,0.578,0.58725,0.5852499999999999,0.58775,0.5615000000000001,0.56375,0.571,0.5805,0.5872499999999999,0.58175,0.60525,0.606,0.628,0.62875,0.6315000000000001,0.6285000000000001,0.6164999999999999,0.6392500000000001,0.532,0.36724999999999997
468,0.577,0.58725,0.58475,0.5874999999999999,0.561,0.56325,0.57,0.57975,0.58675,0.5804999999999999,0.6035,0.6045,0.62725,0.62825,0.63025,0.627,0.6164999999999999,0.639,0.53125,0.3665
469,0.57525,0.58575,0.583,0.5854999999999999,0.56,0.56175,0.5682499999999999,0.57875,0.5852499999999999,0.57975,0.602,0.6032500000000001,0.6255,0.6275,0.62975,0.62575,0.6154999999999999,0.63725,0.5305,0.3665
470,0.5734999999999999,0.584,0.5814999999999999,0.5832499999999999,0.5575,0.559,0.5660000000000001,0.5772499999999999,0.5832499999999999,0.577,0.60125,0.6007499999999999,0.62425,0.6255000000000001,0.628,0.62375,0.613,0.6365,0.5285,0.366
471,0.571,0.581,0.579,0.581,0.55575,0.55775,0.563,0.5747499999999999,0.5807499999999999,0.57525,0.59975,0.6004999999999999,0.6227499999999999,0.62375,0.6265000000000001,0.6225,0.6115,0.63475,0.5265,0.365
472,0.5697499999999999,0.5785,0.5765,0.5787499999999999,0.5535000000000001,0.5542500000000001,0.5615,0.5732499999999999,0.57875,0.5734999999999999,0.59775,0.599,0.6204999999999999,0.62175,0.62475,0.621,0.61,0.63225,0.52525,0.3625
473,0.568,0.5772499999999999,0.57475,0.57775,0.55175,0.5537500000000001,0.55975,0.57075,0.5774999999999999,0.57175,0.596,0.5964999999999999,0.619,0.6204999999999999,0.62325,0.619,0.6085,0.63,0.5237499999999999,0.3615
474,0.565,0.575,0.57375,0.576,0.54925,0.55175,0.55825,0.56875,0.576,0.56975,0.594,0.59475,0.6180000000000001,0.61925,0.622,0.61775,0.608,0.62875,0.523,0.3615
475,0.563,0.57275,0.572,0.5742499999999999,0.5467500000000001,0.5495000000000001,0.5557500000000001,0.567,0.57375,0.568,0.592,0.594,0.616,0.61725,0.62,0.616,0.606,0.626,0.5217499999999999,0.36024999999999996
476,0.56025,0.5702499999999999,0.5702499999999999,0.5722499999999999,0.54475,0.54725,0.5532500000000001,0.5652499999999999,0.5707499999999999,0.56575,0.58975,0.5922499999999999,0.61375,0.6145,0.6172500000000001,0.614,0.6035,0.6245,0.519,0.35875
477,0.559,0.5685,0.568,0.5712499999999999,0.5427500000000001,0.5455000000000001,0.55075,0.563,0.56875,0.5645,0.58775,0.5905,0.6115,0.614,0.61575,0.6134999999999999,0.603,0.62225,0.5177499999999999,0.35775
478,0.5575,0.567,0.5660000000000001,0.5682499999999999,0.541,0.5437500000000001,0.5487500000000001,0.5605,0.567,0.5622499999999999,0.586,0.5887499999999999,0.6100000000000001,0.61125,0.6142500000000001,0.6115,0.6012500000000001,0.6205,0.516,0.35675
479,0.554,0.5652499999999999,0.5645,0.5662499999999999,0.539,0.54025,0.5475000000000001,0.5577500000000001,0.56475,0.55975,0.5844999999999999,0.587,0.608,0.61025,0.61275,0.60875,0.59875,0.61825,0.5142500000000001,0.35525
480,0.5502500000000001,0.5607500000000001,0.56075,0.5622499999999999,0.534,0.5357500000000001,0.54325,0.5527500000000001,0.56025,0.55575,0.5794999999999999,0.58325,0.60375,0.607,0.6092500000000001,0.6054999999999999,0.595,0.6134999999999999,0.51,0.353
481,0.5447500000000001,0.5542500000000001,0.5547500000000001,0.5565,0.52775,0.5295000000000001,0.53625,0.547,0.55425,0.54975,0.573,0.579,0.5987499999999999,0.6014999999999999,0.603,0.5994999999999999,0.5894999999999999,0.6072500000000001,0.50375,0.34875
482,0.5385,0.548,0.549,0.552,0.52275,0.52325,0.5305,0.5407500000000001,0.54825,0.5445000000000001,0.5667499999999999,0.5754999999999999,0.59375,0.597,0.5974999999999999,0.5945,0.5842499999999999,0.6017499999999999,0.49724999999999997,0.34550000000000003
483,0.537,0.5462500000000001,0.548,0.551,0.52125,0.5222500000000001,0.52875,0.5395000000000001,0.5475000000000001,0.5437500000000001,0.5655,0.575,0.59275,0.59575,0.59625,0.59375,0.5835,0.60075,0.497,0.34500000000000003
484,0.5415000000000001,0.5517500000000001,0.552,0.5535000000000001,0.52525,0.52675,0.5335000000000001,0.54525,0.553,0.5477500000000001,0.57175,0.57775,0.597,0.6007499999999999,0.60075,0.5974999999999999,0.5875,0.60675,0.50175,0.34775
485,0.5437500000000001,0.55525,0.5545,0.555,0.528,0.5295000000000001,0.5365,0.54825,0.55575,0.5497500000000001,0.576,0.5782499999999999,0.5994999999999999,0.6037499999999999,0.6034999999999999,0.59975,0.5892499999999999,0.60925,0.5055,0.34950000000000003
486,0.5435000000000001,0.5535000000000001,0.55225,0.5535000000000001,0.5257499999999999,0.5275000000000001,0.5347500000000001,0.54625,0.55425,0.548,0.5755,0.5764999999999999,0.59825,0.6025,0.6022500000000001,0.599,0.58875,0.60775,0.504,0.34900000000000003
487,0.5417500000000001,0.552,0.551,0.55225,0.5242500000000001,0.525,0.5327500000000001,0.5455000000000001,0.553,0.547,0.573,0.5762499999999999,0.59675,0.601,0.6014999999999999,0.59675,0.587,0.60625,0.5027499999999999,0.34825
488,0.5415000000000001,0.5525000000000001,0.551,0.55225,0.524,0.5255,0.53325,0.5455000000000001,0.553,0.5467500000000001,0.5734999999999999,0.57575,0.597,0.601,0.6014999999999999,0.59675,0.58725,0.60625,0.50325,0.34825
489,0.5407500000000001,0.5517500000000001,0.5497500000000001,0.5505,0.52275,0.52425,0.53225,0.544,0.55225,0.5455000000000001,0.5727499999999999,0.5742499999999999,0.5964999999999999,0.6007499999999999,0.6007499999999999,0.596,0.5862499999999999,0.60525,0.5015000000000001,0.34775
490,0.5367500000000001,0.547,0.5457500000000001,0.5467500000000001,0.5185000000000001,0.52075,0.5277499999999999,0.5397500000000001,0.547,0.54175,0.568,0.5714999999999999,0.5924999999999999,0.5972500000000001,0.5967499999999999,0.5925,0.5822499999999999,0.6014999999999999,0.498,0.34500000000000003
491,0.535,0.545,0.54425,0.54625,0.5175000000000001,0.51975,0.52625,0.5382500000000001,0.5457500000000001,0.5407500000000001,0.56675,0.57075,0.591,0.59525,0.595,0.59125,0.5812499999999999,0.60075,0.49624999999999997,0.34425
492,0.53625,0.54775,0.54625,0.54625,0.518,0.5205000000000001,0.529,0.54025,0.5487500000000001,0.54175,0.5702499999999999,0.5712499999999999,0.5922499999999999,0.5975,0.596,0.59275,0.58325,0.6025,0.499,0.34525
493,0.5365,0.548,0.546,0.5455000000000001,0.5185000000000001,0.5205000000000001,0.53075,0.5407500000000001,0.5485,0.54175,0.5714999999999999,0.5705,0.59275,0.59825,0.59725,0.5932499999999999,0.58375,0.6024999999999999,0.49950000000000006,0.34600000000000003
494,0.5347500000000001,0.5447500000000001,0.5427500000000001,0.54275,0.516,0.51775,0.52725,0.5377500000000001,0.5452500000000001,0.54,0.5682499999999999,0.567,0.58975,0.595,0.59425,0.5904999999999999,0.582,0.59825,0.49675,0.34375
495,0.5305000000000001,0.54125,0.5397500000000001,0.5395000000000001,0.51225,0.51275,0.52225,0.5337500000000001,0.541,0.536,0.5642499999999999,0.5647500000000001,0.5865,0.591,0.59175,0.5875,0.57875,0.5945,0.49275,0.34175
496,0.52825,0.5385,0.538,0.5375000000000001,0.51,0.5105000000000001,0.518,0.532,0.5395,0.534,0.5609999999999999,0.56225,0.5842499999999999,0.5895,0.5892499999999999,0.586,0.5762499999999999,0.5922499999999999,0.49075,0.341
497,0.5275000000000001,0.5385,0.537,0.5365,0.50825,0.5095000000000001,0.517,0.53125,0.5395,0.534,0.56125,0.56225,0.5842499999999999,0.5895,0.5887499999999999,0.5854999999999999,0.57575,0.5925,0.49025,0.34
498,0.5265000000000001,0.53825,0.5365000000000001,0.535,0.5075000000000001,0.50925,0.5165000000000001,0.53075,0.53925,0.5337500000000001,0.56125,0.56175,0.5832499999999999,0.589,0.5887499999999999,0.5844999999999999,0.5752499999999999,0.5922499999999999,0.49,0.33975
499,0.5247499999999999,0.5372500000000001,0.5357500000000001,0.5337500000000001,0.5062500000000001,0.50725,0.51525,0.53,0.5377500000000001,0.5325,0.561,0.56,0.5832499999999999,0.588,0.5885,0.5827499999999999,0.5744999999999999,0.5915,0.48875,0.339
500,0.52325,0.536,0.53325,0.5317500000000001,0.504,0.5055000000000001,0.51275,0.52825,0.5357500000000001,0.531,0.55925,0.5587500000000001,0.5805,0.587,0.587,0.5825,0.5727499999999999,0.5894999999999999,0.48574999999999996,0.338
501,0.52075,0.5330000000000001,0.5315,0.53,0.5015000000000001,0.5035,0.5105,0.5265,0.5337500000000001,0.5285000000000001,0.5567500000000001,0.5565000000000001,0.57975,0.585,0.585,0.5804999999999999,0.571,0.58675,0.48424999999999996,0.33675
502,0.518,0.53025,0.52875,0.52825,0.49924999999999997,0.5,0.50775,0.5235000000000001,0.53125,0.527,0.55425,0.5547500000000001,0.577,0.58375,0.583,0.5782499999999999,0.5687499999999999,0.5852499999999999,0.48124999999999996,0.335
503,0.5165000000000001,0.5277499999999999,0.527,0.5265,0.497,0.49775,0.5055000000000001,0.5215000000000001,0.5292500000000001,0.52475,0.5522500000000001,0.5527500000000001,0.57575,0.582,0.5814999999999999,0.57675,0.5672499999999999,0.5835,0.48024999999999995,0.33375
504,0.51525,0.52675,0.5255,0.5252500000000001,0.496,0.49649999999999994,0.50375,0.52,0.52775,0.523,0.5507500000000001,0.55175,0.5742499999999999,0.5807499999999999,0.5802499999999999,0.575,0.5664999999999999,0.5825,0.47825,0.33325
505,0.51275,0.52475,0.5235,0.5235,0.49374999999999997,0.49450000000000005,0.50275,0.5185,0.52675,0.5215000000000001,0.55,0.55025,0.573,0.57975,0.5785,0.5734999999999999,0.565,0.5812499999999999,0.477,0.33225
506,0.51,0.5225,0.52125,0.5215000000000001,0.4915,0.49249999999999994,0.5,0.5162500000000001,0.52425,0.51925,0.54775,0.549,0.5705,0.57775,0.5765,0.57175,0.5627500000000001,0.5795,0.4744999999999999,0.33025
507,0.50725,0.52025,0.51925,0.51925,0.48849999999999993,0.49,0.49724999999999997,0.51375,0.52175,0.5175000000000001,0.54525,0.547,0.5695,0.5762499999999999,0.5745,0.57,0.561,0.577,0.472,0.32875
508,0.5055000000000001,0.5185,0.5175,0.5175000000000001,0.48675,0.48775,0.4955,0.512,0.51975,0.5155,0.54325,0.546,0.56775,0.5742499999999999,0.5732499999999999,0.56875,0.559,0.5754999999999999,0.47025,0.3275
509,0.5035000000000001,0.51675,0.5155000000000001,0.51575,0.485,0.48624999999999996,0.494,0.5109999999999999,0.5185,0.51375,0.5417500000000001,0.544,0.566,0.573,0.5714999999999999,0.567,0.558,0.5742499999999999,0.46950000000000003,0.32675
510,0.503,0.51625,0.51425,0.51425,0.48375,0.48474999999999996,0.49275,0.50925,0.51825,0.51275,0.541,0.54325,0.5652499999999999,0.5717499999999999,0.5705,0.56575,0.55675,0.5734999999999999,0.46799999999999997,0.32625
511,0.5022500000000001,0.51525,0.51375,0.5135000000000001,0.48275,0.484,0.49175,0.508,0.51675,0.5117499999999999,0.541,0.543,0.564,0.5712499999999999,0.56975,0.5654999999999999,0.556,0.57275,0.46699999999999997,0.32525
512,0.502,0.5145,0.51325,0.512,0.48174999999999996,0.48349999999999993,0.49150000000000005,0.50775,0.5165,0.5115,0.5405,0.5425000000000001,0.564,0.571,0.5692499999999999,0.5652499999999999,0.55525,0.5725,0.46699999999999997,0.32525
513,0.50075,0.51325,0.51175,0.51125,0.481,0.48250000000000004,0.49049999999999994,0.507,0.51575,0.511,0.53975,0.5415,0.563,0.57075,0.5685,0.56425,0.5545000000000001,0.5715,0.46624999999999994,0.3245
514,0.49775,0.511,0.51,0.50925,0.47924999999999995,0.47975,0.4875,0.5055000000000001,0.513,0.5085,0.53925,0.53925,0.5615,0.5687500000000001,0.56675,0.5622499999999999,0.5517500000000001,0.5692499999999999,0.46325,0.323
515,0.495,0.50825,0.5075,0.50675,0.47550000000000003,0.47674999999999995,0.48424999999999996,0.5022500000000001,0.51025,0.506,0.53575,0.5367500000000001,0.55925,0.5665,0.5645,0.56,0.549,0.5675,0.45975000000000005,0.32
516,0.49224999999999997,0.5055000000000001,0.505,0.50425,0.47275,0.474,0.48175,0.499,0.50725,0.504,0.533,0.53525,0.5575000000000001,0.56475,0.5619999999999999,0.5577500000000001,0.5477500000000001,0.5645,0.4575,0.319
517,0.49224999999999997,0.505,0.5045000000000001,0.5037499999999999,0.47275,0.4735,0.48175,0.49825,0.50675,0.503,0.53225,0.5345000000000001,0.5565000000000001,0.564,0.5619999999999999,0.55725,0.54725,0.5642499999999999,0.4575,0.31825
518,0.493,0.5065000000000001,0.5045000000000001,0.5042500000000001,0.47374999999999995,0.47425,0.48224999999999996,0.49924999999999997,0.50825,0.5037499999999999,0.53425,0.5347500000000001,0.557,0.565,0.56325,0.5577500000000001,0.54775,0.56575,0.45825000000000005,0.3185
519,0.4935,0.507,0.505,0.5042500000000001,0.47425,0.47475,0.48274999999999996,0.49950000000000006,0.50825,0.504,0.53525,0.5347500000000001,0.557,0.566,0.56325,0.558,0.548,0.5662499999999999,0.45825000000000005,0.3195
520,0.49249999999999994,0.5065,0.50425,0.50275,0.473,0.473,0.48175,0.49849999999999994,0.5075,0.502,0.5345,0.53425,0.557,0.56475,0.563,0.55725,0.54725,0.565,0.45775000000000005,0.31925
521,0.49,0.5035,0.5015000000000001,0.50025,0.47,0.47050000000000003,0.47825,0.495,0.505,0.5005,0.53225,0.53175,0.5535000000000001,0.56225,0.5605,0.555,0.5447500000000001,0.56325,0.4555,0.317
522,0.48650000000000004,0.4995,0.498,0.49674999999999997,0.46625000000000005,0.4665,0.47475,0.49224999999999997,0.50125,0.49674999999999997,0.528,0.52875,0.552,0.55975,0.5575000000000001,0.5517500000000001,0.5422500000000001,0.55925,0.4515,0.3145
523,0.48250000000000004,0.49524999999999997,0.495,0.49424999999999997,0.46225,0.46275,0.471,0.489,0.49850000000000005,0.49375,0.524,0.526,0.548,0.55725,0.55475,0.54825,0.539,0.5555000000000001,0.4475,0.312
524,0.47975,0.49324999999999997,0.49324999999999997,0.4925,0.45975000000000005,0.45975000000000005,0.4675,0.48675,0.49624999999999997,0.4905,0.52225,0.5245000000000001,0.54625,0.555,0.5522500000000001,0.5455,0.53725,0.55275,0.44475000000000003,0.31024999999999997
525,0.47775,0.49074999999999996,0.49074999999999996,0.489,0.45825000000000005,0.458,0.46575,0.48475,0.49275,0.488,0.52075,0.521,0.5445,0.5535000000000001,0.5497500000000001,0.54425,0.5342500000000001,0.5505000000000001,0.44125,0.3075
526,0.47475,0.489,0.48850000000000005,0.48724999999999996,0.4545,0.45575,0.46325,0.483,0.49,0.487,0.5185000000000001,0.5197499999999999,0.5429999999999999,0.5522500000000001,0.5475,0.5427500000000001,0.53175,0.54925,0.4405,0.307
527,0.47675,0.4895,0.48875,0.48849999999999993,0.45625,0.457,0.46425000000000005,0.48424999999999996,0.49224999999999997,0.48824999999999996,0.52,0.52,0.54325,0.55325,0.5487500000000001,0.544,0.5335000000000001,0.5509999999999999,0.441,0.30725
528,0.481,0.496,0.49424999999999997,0.4925,0.46225,0.4625,0.46975,0.49025,0.49824999999999997,0.49175,0.527,0.5245000000000001,0.5477500000000001,0.55725,0.5545000000000001,0.5487500000000001,0.5369999999999999,0.556,0.447,0.312
529,0.484,0.5,0.4965,0.49375,0.46475000000000005,0.4655,0.474,0.4925,0.50025,0.49350000000000005,0.53175,0.526,0.5495,0.56,0.557,0.55125,0.5407500000000001,0.5585000000000001,0.451,0.31375
530,0.4815,0.4965,0.49325,0.4915,0.46225000000000005,0.463,0.471,0.4885,0.498,0.49124999999999996,0.529,0.524,0.54925,0.558,0.554,0.5487500000000001,0.53725,0.5557500000000001,0.44725000000000004,0.31224999999999997
531,0.47775,0.49149999999999994,0.49025,0.488,0.45675,0.45875,0.46599999999999997,0.48575,0.494,0.489,0.5242500000000001,0.5217499999999999,0.545,0.5547500000000001,0.5515000000000001,0.5455000000000001,0.53425,0.5517500000000001,0.44225,0.309
532,0.47775,0.49149999999999994,0.48975,0.488,0.456,0.45775,0.4655,0.48549999999999993,0.4945,0.48824999999999996,0.5235,0.5217499999999999,0.5447500000000001,0.554,0.5517500000000001,0.54525,0.53425,0.55225,0.44175000000000003,0.3085
