wavelength,S8 Irrad 1,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Postheat,S8 Preheat,blank
322,0.9116,1.27525,1.28275,1.336,1.3347499999999999,1.32175,1.2854999999999999,0.99125,1.0067499999999998,1.0485000000000002,1.11775,1.18925,1.2226000000000001,1.28475,1.2959999999999998,0.568,0.5707499999999999,0.008
323,0.906,1.257,1.2662499999999999,1.31975,1.319,1.30525,1.2705,0.983,0.9975,1.037,1.1055000000000001,1.17425,1.2056,1.2687499999999998,1.279,0.56275,0.566,0.008
324,0.9046,1.2457500000000001,1.255,1.30825,1.3094999999999999,1.296,1.26125,0.9805,0.9929999999999999,1.03125,1.1,1.1635,1.1945999999999999,1.2577500000000001,1.26725,0.56275,0.5667500000000001,0.008
325,0.9042,1.2357500000000001,1.24425,1.29925,1.29975,1.287,1.2525,0.9790000000000001,0.98825,1.02575,1.0935,1.155,1.1862000000000001,1.24675,1.2555,0.56475,0.56775,0.008
326,0.9022,1.2235,1.23275,1.288,1.2882500000000001,1.2767499999999998,1.2415,0.97475,0.9824999999999999,1.01975,1.0865,1.1432499999999999,1.174,1.2345000000000002,1.2437500000000001,0.56525,0.5684999999999999,0.008
327,0.8976000000000001,1.2089999999999999,1.21875,1.27525,1.2754999999999999,1.2642499999999999,1.2292500000000002,0.9672499999999999,0.9755,1.0105,1.07625,1.13075,1.1592,1.219,1.22875,0.5655,0.5682499999999999,0.008
328,0.8915999999999998,1.19375,1.20275,1.2599999999999998,1.26075,1.2495,1.21625,0.9595,0.96675,1.0005,1.06475,1.11625,1.1436,1.20275,1.2125,0.5635,0.5645,0.008
329,0.8846,1.17725,1.18675,1.24425,1.245,1.23425,1.2005,0.9504999999999999,0.9575,0.98925,1.05275,1.10125,1.1276,1.1865,1.19475,0.55975,0.5605,0.008
330,0.8788,1.1605,1.17025,1.22825,1.22975,1.2189999999999999,1.1857499999999999,0.941,0.9472499999999999,0.97725,1.04,1.086,1.1108,1.1695,1.178,0.5545,0.5562500000000001,0.008
331,0.8715999999999999,1.14425,1.15425,1.2125000000000001,1.2145000000000001,1.20375,1.1707500000000002,0.9315,0.9380000000000001,0.9664999999999999,1.02675,1.07125,1.0938,1.15375,1.1604999999999999,0.5507500000000001,0.552,0.008
332,0.8667999999999999,1.12975,1.13975,1.1985,1.201,1.1902499999999998,1.1582499999999998,0.9247500000000001,0.93025,0.95675,1.0165,1.0585,1.0808,1.14,1.1455,0.5482500000000001,0.55025,0.008
333,0.8648,1.11725,1.129,1.18875,1.1909999999999998,1.1804999999999999,1.14825,0.9205,0.9245000000000001,0.95,1.0094999999999998,1.0474999999999999,1.0702,1.1285,1.13475,0.5485000000000001,0.55,0.008
334,0.8632,1.1059999999999999,1.1179999999999999,1.17675,1.1804999999999999,1.1705,1.139,0.9157500000000001,0.9187500000000001,0.9432499999999999,1.0014999999999998,1.03825,1.0594000000000001,1.11625,1.12275,0.54925,0.5502500000000001,0.008
335,0.8577999999999999,1.09225,1.10425,1.1640000000000001,1.168,1.1582499999999998,1.127,0.9087500000000001,0.9105,0.93525,0.99125,1.0254999999999999,1.046,1.10325,1.10925,0.549,0.5485000000000001,0.008
336,0.851,1.07775,1.089,1.1492499999999999,1.15425,1.144,1.1135000000000002,0.90025,0.90175,0.9247500000000001,0.9807499999999999,1.0114999999999998,1.0314,1.088,1.0935000000000001,0.54525,0.545,0.007
337,0.8452,1.064,1.0762500000000002,1.1349999999999998,1.14075,1.13175,1.10125,0.89225,0.89375,0.915,0.9702500000000001,0.99925,1.018,1.0742500000000001,1.07925,0.54225,0.54125,0.007
338,0.8402,1.0515,1.06375,1.12325,1.129,1.12,1.09,0.8860000000000001,0.8865,0.907,0.9612499999999999,0.9874999999999999,1.0052,1.06175,1.06575,0.5405000000000001,0.54,0.007
339,0.8351999999999998,1.0382500000000001,1.05075,1.1110000000000002,1.117,1.10775,1.0787499999999999,0.879,0.87875,0.89825,0.9522499999999999,0.9762500000000001,0.9926,1.04825,1.05275,0.53925,0.538,0.007
340,0.829,1.0234999999999999,1.0365,1.0959999999999999,1.1035,1.0945,1.0655,0.87125,0.87025,0.888,0.94025,0.96275,0.9785999999999999,1.03375,1.03775,0.537,0.5347500000000001,0.007
341,0.8221999999999999,1.0085,1.02175,1.0815000000000001,1.089,1.0795,1.0525,0.86175,0.861,0.8775,0.92825,0.94875,0.9642,1.01925,1.0219999999999998,0.5322500000000001,0.5302500000000001,0.007
342,0.8156000000000001,0.9937499999999999,1.00775,1.0665,1.0745,1.065,1.0390000000000001,0.8527499999999999,0.8517499999999999,0.8665,0.9165000000000001,0.93525,0.95,1.0045,1.007,0.528,0.5262500000000001,0.007
343,0.8114000000000001,0.98125,0.9957499999999999,1.0550000000000002,1.06325,1.0535,1.0282499999999999,0.8465,0.8455,0.859,0.9067500000000001,0.9245000000000001,0.9384,0.993,0.99475,0.5265,0.52525,0.007
344,0.8098000000000001,0.9734999999999999,0.988,1.049,1.0562500000000001,1.047,1.0202499999999999,0.84475,0.8415,0.855,0.90325,0.917,0.9311999999999999,0.9857499999999999,0.9864999999999999,0.527,0.52675,0.007
345,0.8099999999999999,0.9675,0.9795,1.04075,1.0495,1.04225,1.01275,0.84425,0.8384999999999999,0.8527499999999999,0.90075,0.9112500000000001,0.9234,0.97725,0.9792500000000001,0.529,0.52975,0.007
346,0.8068,0.9592499999999999,0.97125,1.0305,1.04075,1.0335,1.00525,0.8392499999999999,0.83175,0.8452500000000001,0.89275,0.90475,0.914,0.9674999999999999,0.9694999999999999,0.52975,0.52975,0.008
347,0.7998000000000001,0.9457499999999999,0.9589999999999999,1.0185,1.028,1.02075,0.9945,0.83,0.824,0.8355,0.88275,0.8925,0.9028,0.9555,0.9572499999999999,0.527,0.5265000000000001,0.008
348,0.7928,0.93225,0.9462499999999999,1.00575,1.0159999999999998,1.0082499999999999,0.9825,0.8202499999999999,0.81525,0.8262499999999999,0.8714999999999999,0.88,0.89,0.9430000000000001,0.9435,0.52425,0.522,0.008
349,0.7868,0.9205,0.93425,0.99425,1.00475,0.9972500000000001,0.97225,0.8135,0.8085,0.8174999999999999,0.86225,0.86925,0.8790000000000001,0.932,0.931,0.5217499999999999,0.5195,0.008
350,0.7822000000000001,0.909,0.9237500000000001,0.98325,0.99425,0.98575,0.9624999999999999,0.8065,0.802,0.8095,0.8544999999999999,0.8594999999999999,0.8694,0.92075,0.919,0.51975,0.517,0.008
351,0.7748,0.8967499999999999,0.9117500000000001,0.9714999999999999,0.9842500000000001,0.9744999999999999,0.9514999999999999,0.79825,0.7942500000000001,0.802,0.8445,0.8482500000000001,0.859,0.909,0.90725,0.5155000000000001,0.5142500000000001,0.008
352,0.7702000000000001,0.88725,0.902,0.9614999999999999,0.9737499999999999,0.9644999999999999,0.94125,0.7915000000000001,0.7865,0.7940000000000002,0.8362499999999999,0.8382499999999999,0.8486,0.8985000000000001,0.89725,0.514,0.5125000000000001,0.008
353,0.7654000000000001,0.87825,0.895,0.95375,0.964,0.9552499999999999,0.931,0.787,0.781,0.78725,0.8302499999999999,0.82975,0.841,0.88975,0.88725,0.51275,0.5115000000000001,0.009
354,0.763,0.8674999999999999,0.8825000000000001,0.944,0.955,0.9455,0.9247500000000001,0.7837500000000001,0.7745,0.7802500000000001,0.8214999999999999,0.8220000000000001,0.8314,0.88175,0.87725,0.511,0.511,0.009
355,0.7575999999999999,0.85725,0.875,0.93425,0.945,0.9384999999999999,0.9162500000000001,0.778,0.76875,0.77475,0.8132499999999999,0.8140000000000001,0.8215999999999999,0.87225,0.86925,0.51025,0.509,0.009
356,0.756,0.8554999999999999,0.86925,0.9312500000000001,0.9415,0.93425,0.9127500000000001,0.775,0.76825,0.7710000000000001,0.8115,0.81,0.8173999999999999,0.8692500000000001,0.8622500000000001,0.51025,0.50875,0.01
357,0.756,0.8525,0.8664999999999999,0.9272500000000001,0.9382499999999999,0.9295000000000001,0.9105,0.7745000000000001,0.767,0.7685000000000001,0.8095,0.809,0.8154,0.86125,0.86025,0.5105,0.51,0.009
358,0.7528,0.8407499999999999,0.859,0.9167500000000001,0.9265000000000001,0.9205000000000001,0.9005000000000001,0.7685000000000001,0.764,0.76125,0.802,0.798,0.8052000000000001,0.8524999999999999,0.8507499999999999,0.5095000000000001,0.50825,0.011
359,0.7445999999999999,0.8292499999999999,0.8472500000000001,0.9065000000000001,0.9175,0.90825,0.8895000000000001,0.7597499999999999,0.75275,0.75225,0.7935000000000001,0.7862500000000001,0.7952000000000001,0.847,0.83775,0.506,0.5042500000000001,0.011
360,0.7424,0.8259999999999998,0.8419999999999999,0.9005,0.9147500000000001,0.904,0.88675,0.75775,0.751,0.74975,0.7889999999999999,0.7817500000000001,0.7896,0.8415,0.8344999999999999,0.50525,0.50525,0.011
361,0.7445999999999999,0.8262499999999999,0.84175,0.9005000000000001,0.9137500000000001,0.9045000000000001,0.88675,0.7575000000000001,0.751,0.75,0.7897500000000001,0.7825,0.7898,0.8402499999999999,0.8345,0.5115000000000001,0.5090000000000001,0.012
362,0.746,0.8262499999999999,0.8414999999999999,0.899,0.9125,0.9035,0.88625,0.758,0.75075,0.75175,0.79,0.7822500000000001,0.789,0.8392499999999999,0.8344999999999999,0.515,0.5125000000000001,0.012
363,0.744,0.82375,0.83575,0.894,0.908,0.9032499999999999,0.882,0.75475,0.746,0.75075,0.789,0.7797499999999999,0.7824,0.8325,0.831,0.5165,0.51225,0.012
364,0.7378,0.8119999999999999,0.82475,0.8870000000000001,0.89775,0.89325,0.8707499999999999,0.749,0.7414999999999999,0.7442500000000001,0.782,0.77075,0.775,0.82275,0.8187499999999999,0.5155,0.512,0.012
365,0.7308,0.802,0.818,0.876,0.889,0.8850000000000001,0.8625,0.744,0.7357499999999999,0.73675,0.7725,0.7615000000000001,0.7676000000000001,0.8135,0.8102500000000001,0.5135000000000001,0.5105000000000001,0.011
366,0.7282,0.795,0.8105,0.86825,0.88075,0.876,0.856,0.73875,0.7295,0.729,0.7675000000000001,0.756,0.7609999999999999,0.80575,0.8022499999999999,0.512,0.50925,0.01
367,0.725,0.78925,0.8029999999999999,0.86075,0.87375,0.8687499999999999,0.849,0.7345,0.7234999999999999,0.7230000000000001,0.762,0.75075,0.753,0.7985,0.7942500000000001,0.51,0.5077499999999999,0.01
368,0.719,0.7815,0.7957500000000001,0.8532500000000001,0.8652500000000001,0.8604999999999999,0.8425,0.72925,0.71675,0.7174999999999999,0.7537500000000001,0.74225,0.7452,0.7922500000000001,0.7877500000000001,0.50675,0.50575,0.01
369,0.714,0.77325,0.7885000000000001,0.845,0.8565,0.8524999999999999,0.835,0.72275,0.7114999999999999,0.7117500000000001,0.7465,0.73525,0.7392000000000001,0.7842500000000001,0.78,0.50475,0.503,0.01
370,0.7101999999999999,0.7675,0.78225,0.8377499999999999,0.851,0.84625,0.829,0.7182499999999999,0.707,0.70675,0.74075,0.72875,0.733,0.7785000000000001,0.773,0.50325,0.50125,0.01
371,0.7069999999999999,0.76175,0.77725,0.83275,0.84575,0.8402499999999999,0.8245,0.71475,0.7034999999999999,0.7022499999999999,0.73625,0.7237499999999999,0.7282,0.7742500000000001,0.76775,0.50275,0.50075,0.01
372,0.7046,0.75625,0.7715,0.8257499999999999,0.8404999999999999,0.8345,0.8182499999999999,0.7102499999999998,0.7004999999999999,0.6974999999999999,0.731,0.7185,0.7234,0.768,0.7625,0.5015,0.499,0.01
373,0.6994,0.7494999999999999,0.765,0.819,0.83325,0.82675,0.81175,0.7032499999999999,0.6957499999999999,0.692,0.72475,0.71225,0.7172,0.7607499999999999,0.75525,0.5,0.49875,0.01
374,0.697,0.742,0.76,0.81225,0.8262499999999999,0.8195,0.8047500000000001,0.6982499999999999,0.6910000000000001,0.6857500000000001,0.719,0.70725,0.7105999999999999,0.75525,0.748,0.498,0.4975,0.01
375,0.694,0.739,0.754,0.8067500000000001,0.8214999999999999,0.814,0.8015000000000001,0.697,0.6892499999999999,0.6835000000000001,0.715,0.7045,0.7078,0.75175,0.744,0.496,0.496,0.01
376,0.6941999999999998,0.73675,0.75325,0.8067500000000001,0.82,0.8135,0.8007500000000001,0.69675,0.6885,0.68325,0.715,0.70275,0.707,0.75025,0.74275,0.49775,0.498,0.01
377,0.6941999999999998,0.7364999999999999,0.75325,0.8075,0.8202499999999999,0.8137500000000001,0.8012500000000001,0.69725,0.6897500000000001,0.6835000000000001,0.7154999999999999,0.7032499999999999,0.707,0.7505000000000001,0.7424999999999999,0.5015,0.5015000000000001,0.01
378,0.6943999999999999,0.736,0.753,0.80625,0.8199999999999998,0.8145,0.8005000000000001,0.6975,0.6894999999999999,0.684,0.71575,0.7035,0.7071999999999999,0.7505000000000001,0.74025,0.506,0.503,0.01
379,0.6941999999999999,0.7330000000000001,0.7505000000000001,0.8030000000000002,0.81675,0.8122500000000001,0.7977500000000001,0.6950000000000001,0.6875,0.68325,0.7144999999999999,0.7012499999999999,0.7036,0.746,0.7385,0.50675,0.5035000000000001,0.01
380,0.6900000000000001,0.7282499999999998,0.74325,0.7957500000000001,0.81,0.804,0.79,0.691,0.68325,0.6777500000000001,0.7085,0.6955,0.697,0.7397499999999999,0.73225,0.506,0.5035000000000001,0.01
381,0.6848000000000001,0.7210000000000001,0.73675,0.7885000000000001,0.8029999999999999,0.7975,0.7835,0.68525,0.679,0.67125,0.702,0.6882499999999999,0.6908,0.7324999999999999,0.726,0.503,0.502,0.01
382,0.6830000000000002,0.716,0.73325,0.78325,0.79775,0.793,0.77975,0.681,0.6755,0.66775,0.6972499999999999,0.68325,0.6874,0.7287499999999999,0.72025,0.50225,0.50125,0.01
383,0.6820000000000002,0.714,0.7297499999999999,0.782,0.7949999999999999,0.7905000000000001,0.77825,0.6797500000000001,0.6745,0.66625,0.6962499999999999,0.6815,0.6841999999999999,0.728,0.7162499999999999,0.50225,0.501,0.009
384,0.6804,0.71175,0.7275,0.77875,0.7915000000000001,0.7877500000000001,0.77425,0.6785000000000001,0.6725000000000001,0.6647500000000001,0.694,0.6797500000000001,0.6820000000000002,0.7245,0.71425,0.5022500000000001,0.5015000000000001,0.009
385,0.679,0.70775,0.72375,0.7737499999999999,0.79025,0.785,0.771,0.6755000000000001,0.66975,0.663,0.6904999999999999,0.6777500000000001,0.6784000000000001,0.7225,0.71075,0.502,0.502,0.009
386,0.676,0.705,0.721,0.7722500000000001,0.788,0.782,0.7695,0.67475,0.66725,0.66025,0.6872499999999999,0.6757500000000001,0.6778000000000001,0.7194999999999999,0.707,0.5022500000000001,0.50225,0.01
387,0.6748000000000001,0.702,0.7185,0.76975,0.7835000000000001,0.77875,0.7665,0.672,0.6645000000000001,0.6575,0.687,0.6735,0.675,0.716,0.7062499999999999,0.5022500000000001,0.502,0.009
388,0.671,0.7,0.7150000000000001,0.7675000000000001,0.7782500000000001,0.7729999999999999,0.7625,0.6695000000000001,0.662,0.6557499999999999,0.6825000000000001,0.6677500000000001,0.6704000000000001,0.7122499999999999,0.7022499999999999,0.50175,0.50175,0.009
389,0.6664000000000001,0.692,0.7084999999999999,0.75825,0.77225,0.768,0.756,0.665,0.6575,0.64875,0.6777500000000001,0.6627500000000001,0.6639999999999999,0.7062499999999999,0.6942499999999999,0.5005000000000001,0.5015000000000001,0.009
390,0.6532,0.67625,0.6955,0.7454999999999999,0.7575,0.75275,0.742,0.652,0.6447499999999999,0.63575,0.6620000000000001,0.6492500000000001,0.6508,0.6909999999999998,0.6805000000000001,0.49,0.4905,0.01
391,0.6472,0.6707500000000001,0.6872499999999999,0.73775,0.75275,0.74725,0.73675,0.64575,0.6380000000000001,0.62925,0.65575,0.64225,0.6466000000000001,0.68625,0.6732500000000001,0.486,0.48675,0.01
392,0.6454000000000001,0.66825,0.6852500000000001,0.7352500000000001,0.75025,0.74475,0.73225,0.6405,0.63425,0.62675,0.6532500000000001,0.6372500000000001,0.6424000000000001,0.682,0.672,0.48574999999999996,0.48574999999999996,0.01
393,0.6438,0.6657500000000001,0.68275,0.7302500000000001,0.74475,0.74,0.72975,0.6375,0.63125,0.62575,0.64875,0.6355000000000001,0.6386000000000001,0.679,0.67,0.484,0.4855,0.01
394,0.6414,0.663,0.681,0.72625,0.7434999999999999,0.738,0.728,0.6355,0.62875,0.623,0.64675,0.633,0.6367999999999999,0.677,0.665,0.484,0.486,0.01
395,0.6382,0.6605,0.6787500000000001,0.7237500000000001,0.7382500000000001,0.7364999999999999,0.7265,0.633,0.6272500000000001,0.62175,0.64625,0.632,0.6324,0.6745000000000001,0.66275,0.48350000000000004,0.486,0.01
396,0.6354,0.655,0.673,0.7207499999999999,0.7335,0.73175,0.7197499999999999,0.6305000000000001,0.6225,0.6175,0.64325,0.6275000000000001,0.6302000000000001,0.6695000000000001,0.6585,0.483,0.4845,0.01
397,0.6312,0.651,0.6677500000000001,0.7157499999999999,0.7284999999999999,0.7257499999999999,0.71575,0.626,0.61975,0.613,0.6375,0.6215,0.6256,0.66525,0.6542500000000001,0.48024999999999995,0.482,0.009
398,0.6272,0.64725,0.66425,0.7124999999999999,0.725,0.7214999999999999,0.7117499999999999,0.62275,0.6165,0.6104999999999999,0.63375,0.619,0.6222000000000001,0.6617500000000001,0.65025,0.47925,0.482,0.008
399,0.625,0.644,0.6625,0.7097499999999999,0.72275,0.71875,0.71,0.6205,0.614,0.607,0.63175,0.61625,0.6195999999999999,0.6597500000000001,0.6472500000000001,0.4785,0.48149999999999993,0.008
400,0.6224000000000001,0.64125,0.6587500000000001,0.7057499999999999,0.7185,0.7152499999999999,0.70475,0.6172500000000001,0.61075,0.6035,0.6277499999999999,0.61375,0.617,0.6577500000000001,0.6435,0.47775,0.48075,0.008
401,0.6194,0.63725,0.655,0.7010000000000001,0.715,0.7120000000000001,0.7010000000000001,0.6140000000000001,0.60775,0.59975,0.6234999999999999,0.611,0.6130000000000001,0.65325,0.63875,0.47574999999999995,0.47950000000000004,0.008
402,0.6156,0.6335,0.65225,0.69675,0.71175,0.7085,0.697,0.6105,0.60625,0.596,0.62175,0.60625,0.6102,0.64925,0.6355,0.47475,0.479,0.008
403,0.6154,0.6312500000000001,0.65,0.695,0.70775,0.7052499999999999,0.69475,0.6085,0.60525,0.59475,0.6182500000000001,0.6034999999999999,0.6077999999999999,0.648,0.6335,0.4735,0.478,0.008
404,0.6134,0.6312500000000001,0.649,0.69475,0.70725,0.705,0.69325,0.60725,0.60375,0.593,0.618,0.60325,0.6066,0.647,0.63275,0.474,0.478,0.008
405,0.6134,0.62925,0.64825,0.6934999999999999,0.70725,0.7034999999999999,0.692,0.60675,0.60275,0.59275,0.6165,0.6024999999999999,0.6056,0.6465000000000001,0.63225,0.47525,0.47825,0.009
406,0.612,0.628,0.647,0.692,0.70475,0.70275,0.6904999999999999,0.6054999999999999,0.60025,0.5912499999999999,0.6154999999999999,0.60225,0.6043999999999999,0.64425,0.62925,0.47525,0.478,0.009
407,0.61,0.62425,0.64375,0.6890000000000001,0.702,0.69975,0.6872499999999999,0.603,0.59875,0.588,0.61225,0.6,0.6022,0.641,0.62775,0.47525,0.47774999999999995,0.009
408,0.607,0.6214999999999999,0.63925,0.6845000000000001,0.6975,0.696,0.6855,0.60025,0.59425,0.5855,0.609,0.59675,0.5988,0.63825,0.6232500000000001,0.475,0.477,0.009
409,0.6049999999999999,0.61875,0.637,0.6815,0.694,0.6942499999999999,0.6817500000000001,0.59775,0.5925,0.582,0.6059999999999999,0.5924999999999999,0.5972,0.6355000000000001,0.6205,0.47375,0.47675,0.009
410,0.603,0.61725,0.6355,0.6795000000000001,0.692,0.692,0.68,0.59675,0.5914999999999999,0.581,0.6047499999999999,0.591,0.595,0.63375,0.6194999999999999,0.47325,0.47675,0.009
411,0.602,0.617,0.63525,0.6785,0.69125,0.6904999999999999,0.679,0.5954999999999999,0.5894999999999999,0.5802499999999999,0.60325,0.5895,0.5938,0.633,0.6185,0.47325,0.477,0.008
412,0.5996,0.61475,0.6335000000000001,0.67575,0.68775,0.688,0.6767500000000001,0.59325,0.5874999999999999,0.5782499999999999,0.6012500000000001,0.58775,0.5918,0.63025,0.616,0.47275,0.477,0.008
413,0.5978,0.6112500000000001,0.63025,0.6737500000000001,0.6862500000000001,0.68425,0.6735000000000001,0.59075,0.5862499999999999,0.576,0.59875,0.585,0.5888,0.6267499999999999,0.61325,0.473,0.47675,0.009
414,0.595,0.6094999999999999,0.627,0.6725000000000001,0.68275,0.681,0.6707500000000001,0.58775,0.584,0.57225,0.59575,0.58375,0.5861999999999999,0.6247499999999999,0.6115,0.47175,0.476,0.009
415,0.5923999999999999,0.60775,0.6255,0.668,0.682,0.6787500000000001,0.6685,0.58675,0.5812499999999999,0.5714999999999999,0.595,0.5804999999999999,0.584,0.62375,0.60775,0.47,0.47524999999999995,0.008
416,0.5908,0.60375,0.622,0.6655,0.67825,0.67675,0.6665000000000001,0.5844999999999999,0.5782499999999999,0.5685,0.593,0.578,0.5818,0.62225,0.60475,0.46975,0.4745,0.008
417,0.5877999999999999,0.6,0.62,0.6635,0.6755000000000001,0.6735,0.6635000000000001,0.58175,0.5762499999999999,0.5664999999999999,0.589,0.5762499999999999,0.5795999999999999,0.6192500000000001,0.602,0.46924999999999994,0.47374999999999995,0.008
418,0.585,0.5974999999999999,0.61675,0.66,0.67225,0.6707500000000001,0.6607500000000001,0.5782499999999999,0.5742499999999999,0.5632499999999999,0.586,0.57275,0.5766,0.6164999999999999,0.5992500000000001,0.46799999999999997,0.47324999999999995,0.008
419,0.583,0.59475,0.614,0.65725,0.6692500000000001,0.6677500000000001,0.6575,0.5762499999999999,0.57175,0.56025,0.58325,0.5699999999999998,0.5744,0.6137499999999999,0.59675,0.46699999999999997,0.47175,0.008
420,0.5811999999999999,0.5922499999999999,0.61225,0.65525,0.668,0.6660000000000001,0.65475,0.5742499999999999,0.56975,0.55825,0.58175,0.56775,0.5715999999999999,0.61175,0.59475,0.46599999999999997,0.47125000000000006,0.008
421,0.5806,0.5914999999999999,0.61125,0.6535000000000001,0.6665,0.665,0.6535,0.573,0.569,0.55725,0.5802499999999999,0.567,0.571,0.6105,0.5932499999999999,0.46599999999999997,0.47125000000000006,0.008
422,0.579,0.59175,0.611,0.65275,0.66475,0.6645000000000001,0.65325,0.5727499999999999,0.5675,0.5565000000000001,0.57975,0.5662499999999999,0.5694,0.60975,0.59275,0.46624999999999994,0.47150000000000003,0.008
423,0.5773999999999999,0.58975,0.60875,0.65225,0.6627500000000001,0.66325,0.65175,0.5712499999999999,0.5662499999999999,0.5557500000000001,0.57775,0.5652499999999999,0.568,0.60825,0.5905,0.46624999999999994,0.47175,0.007
424,0.5759999999999998,0.5882499999999999,0.6065,0.6505000000000001,0.66075,0.6617500000000001,0.65,0.5695,0.565,0.5535,0.576,0.5635,0.5668,0.6065,0.589,0.46624999999999994,0.47175,0.008
425,0.5755999999999999,0.58675,0.60575,0.64975,0.6605000000000001,0.66025,0.64825,0.5687499999999999,0.5642499999999999,0.5527500000000001,0.5755,0.5622499999999999,0.5661999999999999,0.60525,0.5882499999999999,0.46624999999999994,0.47150000000000003,0.007
426,0.5740000000000001,0.5862499999999999,0.605,0.64825,0.6595,0.6597500000000001,0.6472500000000001,0.5682499999999999,0.56125,0.55225,0.57475,0.56125,0.565,0.604,0.586,0.46675,0.47150000000000003,0.008
427,0.5736,0.5845,0.604,0.6475,0.65725,0.6585000000000001,0.6455000000000001,0.56675,0.5605000000000001,0.5512500000000001,0.5734999999999999,0.5605000000000001,0.5639999999999998,0.60275,0.58575,0.4665,0.47125000000000006,0.007
428,0.5715999999999999,0.58375,0.60225,0.6457499999999999,0.65625,0.6565,0.6445,0.5647499999999999,0.55925,0.5495000000000001,0.573,0.5585,0.5622,0.6014999999999999,0.58475,0.46624999999999994,0.47125000000000006,0.007
429,0.5702,0.5822499999999999,0.60125,0.6435,0.6535000000000001,0.65575,0.6432500000000001,0.56325,0.558,0.5485,0.5707499999999999,0.5575000000000001,0.5604,0.60025,0.5825,0.46599999999999997,0.47125000000000006,0.008
430,0.5696,0.5812499999999999,0.6005,0.643,0.65225,0.654,0.6405,0.56175,0.5567500000000001,0.5467500000000001,0.5694999999999999,0.5565,0.5592,0.599,0.5805,0.46599999999999997,0.47074999999999995,0.008
431,0.5677999999999999,0.5794999999999999,0.5985,0.6405000000000001,0.65175,0.6525,0.639,0.5607500000000001,0.55575,0.54525,0.56775,0.5545,0.5578000000000001,0.5967499999999999,0.5792499999999999,0.46575,0.4705,0.008
432,0.5651999999999999,0.577,0.59675,0.63725,0.65025,0.6507499999999999,0.638,0.56,0.55325,0.54325,0.5645,0.5517500000000001,0.5566000000000001,0.5952500000000001,0.5782499999999999,0.46475,0.47,0.008
433,0.5641999999999999,0.57525,0.5945,0.63525,0.6480000000000001,0.6485,0.6355000000000001,0.55825,0.55175,0.5407500000000001,0.56275,0.55025,0.5546000000000001,0.5935,0.5765,0.46425000000000005,0.47,0.008
434,0.5628,0.57275,0.5934999999999999,0.63425,0.64625,0.64675,0.634,0.5567500000000001,0.55025,0.539,0.5617500000000001,0.5487500000000001,0.5526000000000001,0.59125,0.5745,0.46425000000000005,0.46924999999999994,0.008
435,0.5616000000000001,0.571,0.5912499999999999,0.63275,0.6425000000000001,0.6455,0.6325,0.5537500000000001,0.5487500000000001,0.538,0.5605000000000001,0.5477500000000001,0.5504,0.5905,0.573,0.46375,0.46924999999999994,0.008
436,0.5596,0.5694999999999999,0.5892499999999999,0.6315,0.6425000000000001,0.6445,0.62975,0.55325,0.548,0.5367500000000001,0.559,0.5457500000000001,0.5492,0.5885,0.5715,0.46325,0.46825,0.007
437,0.558,0.5682499999999999,0.5872499999999999,0.6295,0.64075,0.64175,0.629,0.5515000000000001,0.54575,0.5345000000000001,0.5575000000000001,0.544,0.5474,0.5865,0.569,0.463,0.46775,0.007
438,0.556,0.567,0.5854999999999999,0.628,0.639,0.63975,0.62775,0.5497500000000001,0.5445000000000001,0.5327500000000001,0.556,0.5417500000000001,0.5464,0.5852499999999999,0.5667499999999999,0.462,0.46725000000000005,0.007
439,0.554,0.5642499999999999,0.5832499999999999,0.6275,0.638,0.63775,0.626,0.548,0.5425,0.531,0.5545,0.54025,0.5442,0.5834999999999999,0.5654999999999999,0.46125,0.46675,0.007
440,0.5524000000000001,0.5627500000000001,0.58075,0.625,0.6367499999999999,0.6355000000000001,0.6235,0.546,0.54025,0.529,0.5515000000000001,0.5390000000000001,0.5422,0.5819999999999999,0.56325,0.4605,0.46575,0.007
441,0.5512,0.561,0.5792499999999999,0.62275,0.63475,0.6345,0.622,0.5445000000000001,0.5390000000000001,0.5275000000000001,0.5505,0.53725,0.5412,0.58075,0.5615000000000001,0.45975,0.46525000000000005,0.008
442,0.5496000000000001,0.5605,0.579,0.62225,0.63375,0.63425,0.6212500000000001,0.54425,0.5375000000000001,0.52675,0.55,0.5365000000000001,0.54,0.579,0.561,0.46,0.46525000000000005,0.008
443,0.5482000000000001,0.5597500000000001,0.5772499999999999,0.6214999999999999,0.63125,0.6335,0.6204999999999999,0.54225,0.537,0.526,0.54825,0.53525,0.5392,0.57775,0.56,0.45975,0.46525000000000005,0.008
444,0.5464,0.559,0.5760000000000001,0.6194999999999999,0.63075,0.63225,0.6187499999999999,0.54125,0.5355000000000001,0.52375,0.547,0.5335000000000001,0.5372,0.5764999999999999,0.558,0.45925000000000005,0.46475,0.008
445,0.5450000000000002,0.5565,0.57475,0.61775,0.6295000000000001,0.6305000000000001,0.617,0.5397500000000001,0.53375,0.52125,0.5447500000000001,0.532,0.5358,0.57525,0.55625,0.45875000000000005,0.46375,0.008
