Heat Sweep RT,,
Heat Sweep RT 2,"Date : 20/07/2021, 10:44:07",
Wavelength (nm),ABS,%T
947.00,0.214,61.1
948.00,0.214,61.1
949.00,0.213,61.3
950.00,0.219,60.5
951.00,0.227,59.3
952.00,0.232,58.7
953.00,0.232,58.7
954.00,0.232,58.6
955.00,0.234,58.4
956.00,0.235,58.2
957.00,0.236,58
958.00,0.238,57.9
959.00,0.238,57.8
960.00,0.239,57.7
961.00,0.239,57.6
962.00,0.241,57.4
963.00,0.241,57.3
964.00,0.242,57.3
965.00,0.242,57.3
966.00,0.245,56.9
967.00,0.245,56.8
968.00,0.247,56.6
969.00,0.25,56.2
970.00,0.254,55.7
971.00,0.254,55.7
972.00,0.254,55.7
973.00,0.253,55.8
974.00,0.253,55.9
975.00,0.252,56
976.00,0.251,56.1
977.00,0.249,56.4
978.00,0.248,56.5
979.00,0.246,56.8
980.00,0.239,57.7
981.00,0.237,57.9
982.00,0.23,58.9
983.00,0.227,59.3
984.00,0.226,59.5
985.00,0.227,59.3
986.00,0.233,58.5
987.00,0.24,57.6
988.00,0.242,57.2
989.00,0.243,57.1
990.00,0.243,57.1
991.00,0.24,57.5
992.00,0.238,57.8
993.00,0.232,58.6
994.00,0.22,60.3
995.00,0.214,61.1
996.00,0.214,61.1
997.00,0.214,61
998.00,0.216,60.8
999.00,0.217,60.7
"1,000.00",0.222,59.9
"1,001.00",0.227,59.3
"1,002.00",0.229,59.1
"1,003.00",0.23,58.9
"1,004.00",0.231,58.7
"1,005.00",0.231,58.8
"1,006.00",0.231,58.8
"1,007.00",0.231,58.7
"1,008.00",0.232,58.6
"1,009.00",0.231,58.7
"1,010.00",0.231,58.7
"1,011.00",0.231,58.7
"1,012.00",0.231,58.7
"1,013.00",0.228,59.2
"1,014.00",0.227,59.3
"1,015.00",0.227,59.3
"1,016.00",0.226,59.4
"1,017.00",0.227,59.4
"1,018.00",0.228,59.2
"1,019.00",0.231,58.8
"1,020.00",0.233,58.5
"1,021.00",0.233,58.4
"1,022.00",0.235,58.3
"1,023.00",0.238,57.8
"1,024.00",0.238,57.8
"1,025.00",0.238,57.8
"1,026.00",0.241,57.4
"1,027.00",0.241,57.4
"1,028.00",0.241,57.4
"1,029.00",0.241,57.4
"1,030.00",0.241,57.4
"1,031.00",0.242,57.2
"1,032.00",0.242,57.2
"1,033.00",0.243,57.2
"1,034.00",0.243,57.1
"1,035.00",0.244,57.1
"1,036.00",0.244,57
"1,037.00",0.244,57
"1,038.00",0.247,56.6
"1,039.00",0.248,56.5
"1,040.00",0.251,56.1
"1,041.00",0.251,56.1
"1,042.00",0.254,55.7
"1,043.00",0.255,55.6
"1,044.00",0.255,55.6
"1,045.00",0.255,55.6
"1,046.00",0.256,55.5
"1,047.00",0.256,55.5
"1,048.00",0.256,55.5
"1,049.00",0.256,55.5
"1,050.00",0.256,55.5
"1,051.00",0.257,55.4
"1,052.00",0.257,55.4
"1,053.00",0.256,55.4
"1,054.00",0.258,55.2
"1,055.00",0.257,55.3
"1,056.00",0.258,55.3
"1,057.00",0.258,55.2
"1,058.00",0.269,53.8
"1,059.00",0.273,53.4
"1,060.00",0.273,53.3
"1,061.00",0.273,53.3
"1,062.00",0.28,52.5
"1,063.00",0.28,52.4
"1,064.00",0.28,52.5
"1,065.00",0.279,52.6
"1,066.00",0.28,52.5
"1,067.00",0.28,52.5
"1,068.00",0.28,52.5
"1,069.00",0.28,52.4
"1,070.00",0.282,52.3
"1,071.00",0.282,52.3
"1,072.00",0.281,52.3
"1,073.00",0.282,52.3
"1,074.00",0.283,52.2
"1,075.00",0.283,52.1
"1,076.00",0.283,52.1
"1,077.00",0.283,52.2
"1,078.00",0.287,51.6
"1,079.00",0.29,51.3
"1,080.00",0.29,51.3
"1,081.00",0.289,51.4
"1,082.00",0.289,51.4
"1,083.00",0.289,51.4
"1,084.00",0.289,51.3
"1,085.00",0.289,51.4
"1,086.00",0.288,51.6
"1,087.00",0.288,51.5
"1,088.00",0.294,50.8
"1,089.00",0.294,50.8
"1,090.00",0.294,50.8
"1,091.00",0.294,50.8
"1,092.00",0.294,50.8
"1,093.00",0.297,50.5
"1,094.00",0.299,50.2
"1,095.00",0.298,50.4
"1,096.00",0.298,50.3
"1,097.00",0.296,50.6
"1,098.00",0.303,49.8
"1,099.00",0.303,49.7
"1,100.00",0.152,70.5
,,
,,
Heat Sweep 50C,,
Heat Sweep 50C 4,"Date : 20/07/2021, 16:03:30",
Wavelength (nm),ABS,%T
190.00,1.689,2
191.00,1.719,1.9
192.00,1.765,1.7
193.00,1.791,1.6
194.00,1.796,1.6
195.00,1.801,1.6
196.00,1.808,1.6
197.00,1.813,1.5
198.00,1.807,1.6
199.00,1.805,1.6
200.00,1.797,1.6
201.00,1.782,1.7
202.00,1.775,1.7
203.00,1.765,1.7
204.00,1.744,1.8
205.00,1.72,1.9
206.00,1.687,2.1
207.00,1.649,2.2
208.00,1.6,2.5
209.00,1.551,2.8
210.00,1.501,3.2
211.00,1.449,3.6
212.00,1.396,4
213.00,1.346,4.5
214.00,1.296,5.1
215.00,1.28,5.3
216.00,1.247,5.7
217.00,1.203,6.3
218.00,1.159,6.9
219.00,1.116,7.7
220.00,1.075,8.4
221.00,1.044,9
222.00,1.011,9.7
223.00,0.974,10.6
224.00,0.949,11.3
225.00,0.93,11.7
226.00,0.917,12.1
227.00,0.907,12.4
228.00,0.904,12.5
229.00,0.913,12.2
230.00,0.918,12.1
231.00,0.925,11.9
232.00,0.933,11.7
233.00,0.943,11.4
234.00,0.952,11.2
235.00,0.965,10.8
236.00,0.976,10.6
237.00,0.989,10.2
238.00,0.999,10
239.00,1.006,9.9
240.00,1.01,9.8
241.00,1.012,9.7
242.00,1.013,9.7
243.00,1.014,9.7
244.00,1.014,9.7
245.00,1.001,10
246.00,0.98,10.5
247.00,0.96,11
248.00,0.951,11.2
249.00,0.938,11.5
250.00,0.92,12
251.00,0.896,12.7
252.00,0.87,13.5
253.00,0.846,14.3
254.00,0.826,14.9
255.00,0.803,15.7
256.00,0.783,16.5
257.00,0.762,17.3
258.00,0.74,18.2
259.00,0.719,19.1
260.00,0.702,19.9
261.00,0.694,20.2
262.00,0.687,20.5
263.00,0.682,20.8
264.00,0.674,21.2
265.00,0.665,21.7
266.00,0.655,22.1
267.00,0.646,22.6
268.00,0.641,22.9
269.00,0.637,23.1
270.00,0.633,23.3
271.00,0.627,23.6
272.00,0.624,23.8
273.00,0.624,23.8
274.00,0.625,23.7
275.00,0.625,23.7
276.00,0.622,23.9
277.00,0.619,24
278.00,0.619,24.1
279.00,0.618,24.1
280.00,0.617,24.1
281.00,0.611,24.5
282.00,0.611,24.5
283.00,0.61,24.5
284.00,0.61,24.5
285.00,0.609,24.6
286.00,0.609,24.6
287.00,0.608,24.7
288.00,0.607,24.7
289.00,0.605,24.9
290.00,0.6,25.1
291.00,0.598,25.2
292.00,0.598,25.2
293.00,0.598,25.3
294.00,0.595,25.4
295.00,0.595,25.4
296.00,0.592,25.6
297.00,0.589,25.8
298.00,0.587,25.9
299.00,0.589,25.8
300.00,0.59,25.7
301.00,0.59,25.7
302.00,0.59,25.7
303.00,0.588,25.8
304.00,0.585,26
305.00,0.58,26.3
306.00,0.577,26.5
307.00,0.574,26.6
308.00,0.57,26.9
309.00,0.568,27
310.00,0.568,27
311.00,0.567,27.1
312.00,0.567,27.1
313.00,0.563,27.3
314.00,0.56,27.6
315.00,0.561,27.5
316.00,0.562,27.4
317.00,0.562,27.4
318.00,0.559,27.6
319.00,0.557,27.7
320.00,0.557,27.7
321.00,0.552,28.1
322.00,0.544,28.6
323.00,0.542,28.7
324.00,0.544,28.5
325.00,0.547,28.4
326.00,0.548,28.3
327.00,0.547,28.4
328.00,0.544,28.6
329.00,0.54,28.8
330.00,0.536,29.1
331.00,0.533,29.3
332.00,0.532,29.4
333.00,0.533,29.3
334.00,0.533,29.3
335.00,0.532,29.4
336.00,0.529,29.6
337.00,0.528,29.7
338.00,0.526,29.8
339.00,0.525,29.9
340.00,0.522,30
341.00,0.518,30.3
342.00,0.515,30.5
343.00,0.515,30.5
344.00,0.519,30.3
345.00,0.52,30.2
346.00,0.52,30.2
347.00,0.518,30.4
348.00,0.513,30.7
349.00,0.512,30.8
350.00,0.509,31
351.00,0.508,31.1
352.00,0.507,31.1
353.00,0.507,31.1
354.00,0.505,31.2
355.00,0.504,31.3
356.00,0.504,31.3
357.00,0.504,31.3
358.00,0.503,31.4
359.00,0.502,31.5
360.00,0.507,31.1
361.00,0.511,30.8
362.00,0.518,30.3
363.00,0.517,30.4
364.00,0.513,30.7
365.00,0.511,30.8
366.00,0.509,31
367.00,0.507,31.1
368.00,0.504,31.3
369.00,0.502,31.5
370.00,0.501,31.5
371.00,0.5,31.6
372.00,0.499,31.7
373.00,0.498,31.8
374.00,0.497,31.8
375.00,0.497,31.8
376.00,0.503,31.4
377.00,0.505,31.3
378.00,0.506,31.2
379.00,0.507,31.1
380.00,0.506,31.2
381.00,0.503,31.4
382.00,0.503,31.4
383.00,0.503,31.4
384.00,0.503,31.4
385.00,0.503,31.4
386.00,0.504,31.3
387.00,0.504,31.3
388.00,0.504,31.3
389.00,0.504,31.3
390.00,0.496,31.9
391.00,0.493,32.1
392.00,0.49,32.3
393.00,0.489,32.4
394.00,0.489,32.5
395.00,0.487,32.6
396.00,0.485,32.8
397.00,0.483,32.9
398.00,0.483,32.9
399.00,0.482,32.9
400.00,0.482,33
401.00,0.48,33.1
402.00,0.48,33.1
403.00,0.478,33.2
404.00,0.478,33.2
405.00,0.48,33.1
406.00,0.479,33.2
407.00,0.478,33.2
408.00,0.477,33.4
409.00,0.477,33.4
410.00,0.477,33.3
411.00,0.477,33.3
412.00,0.477,33.3
413.00,0.476,33.4
414.00,0.476,33.4
415.00,0.475,33.5
416.00,0.474,33.6
417.00,0.473,33.6
418.00,0.473,33.7
419.00,0.47,33.9
420.00,0.469,33.9
421.00,0.469,33.9
422.00,0.469,33.9
423.00,0.469,33.9
424.00,0.47,33.9
425.00,0.47,33.9
426.00,0.47,33.9
427.00,0.47,33.9
428.00,0.471,33.8
429.00,0.471,33.8
430.00,0.471,33.8
431.00,0.47,33.9
432.00,0.47,33.9
433.00,0.47,33.9
434.00,0.469,34
435.00,0.467,34.1
436.00,0.467,34.1
437.00,0.467,34.1
438.00,0.467,34.2
439.00,0.466,34.2
440.00,0.466,34.2
441.00,0.466,34.2
442.00,0.466,34.2
443.00,0.466,34.2
444.00,0.465,34.2
445.00,0.464,34.4
446.00,0.463,34.4
447.00,0.463,34.5
448.00,0.463,34.5
449.00,0.462,34.5
450.00,0.462,34.5
451.00,0.462,34.5
452.00,0.461,34.6
453.00,0.461,34.6
454.00,0.461,34.6
455.00,0.461,34.6
456.00,0.46,34.7
457.00,0.458,34.8
458.00,0.455,35
459.00,0.454,35.2
460.00,0.454,35.1
461.00,0.454,35.1
462.00,0.455,35.1
463.00,0.454,35.1
464.00,0.454,35.2
465.00,0.453,35.2
466.00,0.452,35.3
467.00,0.452,35.4
468.00,0.451,35.4
469.00,0.45,35.5
470.00,0.449,35.6
471.00,0.448,35.7
472.00,0.447,35.7
473.00,0.446,35.8
474.00,0.444,35.9
475.00,0.443,36.1
476.00,0.441,36.2
477.00,0.44,36.3
478.00,0.439,36.4
479.00,0.437,36.6
480.00,0.433,36.9
481.00,0.428,37.3
482.00,0.424,37.7
483.00,0.423,37.8
484.00,0.426,37.5
485.00,0.429,37.2
486.00,0.429,37.3
487.00,0.428,37.4
488.00,0.428,37.4
489.00,0.427,37.4
490.00,0.424,37.7
491.00,0.423,37.8
492.00,0.424,37.7
493.00,0.425,37.6
494.00,0.422,37.8
495.00,0.419,38.1
496.00,0.418,38.2
497.00,0.417,38.3
498.00,0.417,38.3
499.00,0.416,38.4
500.00,0.415,38.5
501.00,0.413,38.6
502.00,0.411,38.8
503.00,0.411,38.8
504.00,0.409,39
505.00,0.408,39
506.00,0.407,39.2
507.00,0.404,39.4
508.00,0.404,39.5
509.00,0.402,39.7
510.00,0.401,39.7
511.00,0.4,39.8
512.00,0.4,39.8
513.00,0.399,39.9
514.00,0.397,40
515.00,0.394,40.4
516.00,0.392,40.5
517.00,0.392,40.6
518.00,0.393,40.5
519.00,0.394,40.4
520.00,0.393,40.4
521.00,0.392,40.5
522.00,0.388,40.9
523.00,0.386,41.2
524.00,0.383,41.4
525.00,0.38,41.7
526.00,0.377,42
527.00,0.377,42
528.00,0.382,41.5
529.00,0.386,41.1
530.00,0.384,41.3
531.00,0.381,41.6
532.00,0.38,41.7
533.00,0.38,41.7
534.00,0.38,41.7
535.00,0.378,41.9
536.00,0.377,42
537.00,0.376,42.1
538.00,0.371,42.5
539.00,0.367,43
540.00,0.366,43
541.00,0.369,42.7
542.00,0.373,42.3
543.00,0.373,42.4
544.00,0.371,42.6
545.00,0.37,42.7
546.00,0.369,42.7
547.00,0.369,42.8
548.00,0.369,42.8
549.00,0.365,43.2
550.00,0.364,43.3
551.00,0.362,43.5
552.00,0.362,43.5
553.00,0.361,43.5
554.00,0.361,43.5
555.00,0.36,43.6
556.00,0.359,43.8
557.00,0.357,44
558.00,0.356,44.1
559.00,0.354,44.2
560.00,0.347,45
561.00,0.344,45.3
562.00,0.343,45.4
563.00,0.341,45.6
564.00,0.339,45.8
565.00,0.338,45.9
566.00,0.338,45.9
567.00,0.338,45.9
568.00,0.337,46
569.00,0.335,46.2
570.00,0.335,46.3
571.00,0.334,46.3
572.00,0.334,46.3
573.00,0.334,46.3
574.00,0.334,46.3
575.00,0.334,46.3
576.00,0.334,46.3
577.00,0.334,46.3
578.00,0.334,46.4
579.00,0.332,46.5
580.00,0.33,46.7
581.00,0.329,46.8
582.00,0.329,46.9
583.00,0.328,47
584.00,0.327,47.1
585.00,0.327,47.1
586.00,0.325,47.3
587.00,0.324,47.4
588.00,0.323,47.6
589.00,0.323,47.6
590.00,0.322,47.6
591.00,0.322,47.6
592.00,0.322,47.7
593.00,0.319,47.9
594.00,0.318,48.1
595.00,0.318,48.1
596.00,0.318,48.1
597.00,0.319,48
598.00,0.32,47.9
599.00,0.32,47.9
600.00,0.317,48.1
601.00,0.315,48.4
602.00,0.313,48.6
603.00,0.312,48.7
604.00,0.313,48.7
605.00,0.313,48.6
606.00,0.313,48.6
607.00,0.313,48.6
608.00,0.313,48.6
609.00,0.313,48.7
610.00,0.312,48.7
611.00,0.313,48.7
612.00,0.313,48.7
613.00,0.312,48.7
614.00,0.312,48.7
615.00,0.31,48.9
616.00,0.31,49
617.00,0.309,49.1
618.00,0.308,49.2
619.00,0.308,49.2
620.00,0.306,49.4
621.00,0.306,49.4
622.00,0.306,49.5
623.00,0.304,49.7
624.00,0.302,49.8
625.00,0.302,49.9
626.00,0.302,49.9
627.00,0.303,49.8
628.00,0.303,49.8
629.00,0.303,49.7
630.00,0.303,49.8
631.00,0.302,49.9
632.00,0.301,50
633.00,0.3,50.1
634.00,0.3,50.1
635.00,0.3,50.2
636.00,0.3,50.2
637.00,0.299,50.2
638.00,0.299,50.2
639.00,0.299,50.3
640.00,0.298,50.3
641.00,0.297,50.4
642.00,0.296,50.5
643.00,0.295,50.7
644.00,0.295,50.8
645.00,0.294,50.8
646.00,0.294,50.9
647.00,0.293,50.9
648.00,0.293,50.9
649.00,0.293,51
650.00,0.292,51.1
651.00,0.291,51.1
652.00,0.291,51.2
653.00,0.291,51.2
654.00,0.29,51.3
655.00,0.289,51.4
656.00,0.288,51.5
657.00,0.287,51.6
658.00,0.286,51.7
659.00,0.286,51.7
660.00,0.287,51.6
661.00,0.288,51.5
662.00,0.288,51.5
663.00,0.289,51.5
664.00,0.287,51.6
665.00,0.286,51.7
666.00,0.286,51.8
667.00,0.285,51.9
668.00,0.284,52
669.00,0.284,52
670.00,0.284,52
671.00,0.284,52
672.00,0.284,52
673.00,0.284,52
674.00,0.284,52.1
675.00,0.283,52.2
676.00,0.282,52.2
677.00,0.281,52.4
678.00,0.279,52.6
679.00,0.279,52.6
680.00,0.279,52.6
681.00,0.279,52.6
682.00,0.279,52.6
683.00,0.279,52.6
684.00,0.279,52.6
685.00,0.279,52.6
686.00,0.278,52.7
687.00,0.277,52.8
688.00,0.277,52.8
689.00,0.277,52.9
690.00,0.277,52.9
691.00,0.276,52.9
692.00,0.276,53
693.00,0.275,53.1
694.00,0.274,53.2
695.00,0.273,53.3
696.00,0.272,53.4
697.00,0.271,53.6
698.00,0.271,53.6
699.00,0.271,53.6
700.00,0.271,53.6
701.00,0.273,53.3
702.00,0.274,53.2
703.00,0.274,53.2
704.00,0.274,53.3
705.00,0.273,53.3
706.00,0.272,53.4
707.00,0.272,53.5
708.00,0.271,53.6
709.00,0.27,53.7
710.00,0.27,53.7
711.00,0.27,53.7
712.00,0.269,53.8
713.00,0.269,53.8
714.00,0.269,53.9
715.00,0.269,53.9
716.00,0.269,53.9
717.00,0.268,53.9
718.00,0.268,53.9
719.00,0.268,53.9
720.00,0.268,54
721.00,0.267,54.1
722.00,0.267,54.1
723.00,0.267,54.1
724.00,0.266,54.1
725.00,0.265,54.3
726.00,0.265,54.3
727.00,0.265,54.4
728.00,0.265,54.4
729.00,0.266,54.3
730.00,0.266,54.3
731.00,0.266,54.2
732.00,0.266,54.2
733.00,0.265,54.4
734.00,0.265,54.4
735.00,0.265,54.3
736.00,0.265,54.3
737.00,0.265,54.4
738.00,0.262,54.7
739.00,0.261,54.8
740.00,0.26,54.9
741.00,0.26,54.9
742.00,0.26,54.9
743.00,0.26,54.9
744.00,0.26,54.9
745.00,0.259,55.1
746.00,0.259,55.1
747.00,0.259,55.1
748.00,0.259,55.1
749.00,0.259,55.1
750.00,0.259,55.1
751.00,0.258,55.2
752.00,0.258,55.2
753.00,0.258,55.2
754.00,0.258,55.2
755.00,0.258,55.2
756.00,0.258,55.1
757.00,0.259,55.1
758.00,0.258,55.2
759.00,0.258,55.2
760.00,0.258,55.2
761.00,0.258,55.2
762.00,0.258,55.2
763.00,0.256,55.4
764.00,0.255,55.6
765.00,0.255,55.6
766.00,0.256,55.5
767.00,0.255,55.6
768.00,0.255,55.6
769.00,0.257,55.4
770.00,0.257,55.4
771.00,0.257,55.4
772.00,0.257,55.3
773.00,0.257,55.3
774.00,0.255,55.6
775.00,0.255,55.6
776.00,0.255,55.6
777.00,0.255,55.7
778.00,0.255,55.6
779.00,0.254,55.7
780.00,0.255,55.5
781.00,0.254,55.8
782.00,0.253,55.8
783.00,0.254,55.7
784.00,0.254,55.7
785.00,0.254,55.8
786.00,0.253,55.9
787.00,0.25,56.2
788.00,0.25,56.2
789.00,0.249,56.4
790.00,0.248,56.5
791.00,0.248,56.4
792.00,0.248,56.5
793.00,0.248,56.5
794.00,0.248,56.5
795.00,0.248,56.5
796.00,0.248,56.5
797.00,0.247,56.6
798.00,0.247,56.6
799.00,0.247,56.6
800.00,0.246,56.7
801.00,0.246,56.8
802.00,0.245,56.9
803.00,0.245,56.9
804.00,0.243,57.2
805.00,0.242,57.3
806.00,0.242,57.3
807.00,0.242,57.3
808.00,0.242,57.3
809.00,0.242,57.3
810.00,0.241,57.4
811.00,0.241,57.4
812.00,0.24,57.5
813.00,0.239,57.7
814.00,0.24,57.6
815.00,0.24,57.6
816.00,0.24,57.6
817.00,0.24,57.6
818.00,0.24,57.6
819.00,0.239,57.6
820.00,0.237,58
821.00,0.235,58.2
822.00,0.229,59.1
823.00,0.227,59.3
824.00,0.227,59.2
825.00,0.23,58.9
826.00,0.231,58.7
827.00,0.231,58.7
828.00,0.231,58.7
829.00,0.232,58.6
830.00,0.233,58.5
831.00,0.234,58.3
832.00,0.234,58.3
833.00,0.233,58.5
834.00,0.231,58.7
835.00,0.231,58.7
836.00,0.234,58.4
837.00,0.234,58.3
838.00,0.235,58.2
839.00,0.235,58.3
840.00,0.234,58.3
841.00,0.234,58.4
842.00,0.233,58.4
843.00,0.234,58.3
844.00,0.234,58.3
845.00,0.235,58.2
846.00,0.235,58.2
847.00,0.236,58.1
848.00,0.235,58.2
849.00,0.235,58.3
850.00,0.235,58.3
851.00,0.234,58.3
852.00,0.236,58.1
853.00,0.236,58.1
854.00,0.234,58.3
855.00,0.234,58.3
856.00,0.234,58.3
857.00,0.233,58.5
858.00,0.233,58.5
859.00,0.233,58.5
860.00,0.233,58.5
861.00,0.233,58.4
862.00,0.233,58.4
863.00,0.233,58.5
864.00,0.232,58.6
865.00,0.231,58.8
866.00,0.23,58.8
867.00,0.229,59
868.00,0.229,59
869.00,0.229,59.1
870.00,0.227,59.3
871.00,0.227,59.3
872.00,0.227,59.2
873.00,0.227,59.2
874.00,0.227,59.2
875.00,0.227,59.2
876.00,0.227,59.3
877.00,0.227,59.3
878.00,0.226,59.5
879.00,0.225,59.6
880.00,0.223,59.8
881.00,0.219,60.4
882.00,0.219,60.4
883.00,0.219,60.3
884.00,0.22,60.2
885.00,0.223,59.8
886.00,0.225,59.6
887.00,0.224,59.7
888.00,0.223,59.8
889.00,0.223,59.8
890.00,0.223,59.9
891.00,0.222,60
892.00,0.221,60.1
893.00,0.22,60.3
894.00,0.22,60.3
895.00,0.22,60.3
896.00,0.219,60.3
897.00,0.22,60.3
898.00,0.22,60.3
899.00,0.22,60.3
900.00,0.22,60.3
901.00,0.22,60.3
902.00,0.22,60.3
903.00,0.22,60.3
904.00,0.217,60.7
905.00,0.216,60.8
906.00,0.219,60.5
907.00,0.218,60.5
908.00,0.22,60.3
909.00,0.221,60.1
910.00,0.22,60.3
911.00,0.219,60.5
912.00,0.218,60.5
913.00,0.218,60.5
914.00,0.218,60.5
915.00,0.218,60.5
916.00,0.216,60.8
917.00,0.217,60.6
918.00,0.217,60.6
919.00,0.217,60.7
920.00,0.217,60.6
921.00,0.217,60.6
922.00,0.217,60.7
923.00,0.217,60.7
924.00,0.217,60.7
925.00,0.217,60.7
926.00,0.217,60.7
927.00,0.217,60.7
928.00,0.216,60.8
929.00,0.216,60.8
930.00,0.216,60.8
931.00,0.216,60.8
932.00,0.217,60.7
933.00,0.217,60.7
934.00,0.216,60.8
935.00,0.216,60.8
936.00,0.216,60.8
937.00,0.216,60.8
938.00,0.217,60.7
939.00,0.217,60.7
940.00,0.216,60.8
941.00,0.215,60.9
942.00,0.214,61.1
943.00,0.214,61.1
944.00,0.214,61.1
945.00,0.214,61
946.00,0.213,61.2
947.00,0.213,61.2
948.00,0.213,61.2
949.00,0.212,61.4
950.00,0.217,60.6
951.00,0.226,59.4
952.00,0.228,59.1
953.00,0.229,59
954.00,0.23,58.9
955.00,0.233,58.5
956.00,0.233,58.4
957.00,0.236,58.1
958.00,0.237,57.9
959.00,0.238,57.8
960.00,0.239,57.7
961.00,0.239,57.6
962.00,0.24,57.5
963.00,0.242,57.3
964.00,0.242,57.3
965.00,0.242,57.3
966.00,0.243,57.1
967.00,0.245,56.8
968.00,0.248,56.5
969.00,0.248,56.5
970.00,0.252,56
971.00,0.252,56
972.00,0.252,56
973.00,0.251,56.1
974.00,0.248,56.4
975.00,0.248,56.4
976.00,0.248,56.4
977.00,0.248,56.5
978.00,0.247,56.6
979.00,0.241,57.4
980.00,0.236,58.1
981.00,0.234,58.3
982.00,0.234,58.4
983.00,0.232,58.7
984.00,0.225,59.5
985.00,0.227,59.3
986.00,0.233,58.5
987.00,0.238,57.8
988.00,0.242,57.3
989.00,0.242,57.3
990.00,0.242,57.2
991.00,0.242,57.2
992.00,0.24,57.5
993.00,0.236,58.1
994.00,0.232,58.6
995.00,0.23,58.8
996.00,0.225,59.5
997.00,0.223,59.9
998.00,0.221,60.1
999.00,0.222,60
"1,000.00",0.223,59.8
"1,001.00",0.225,59.6
"1,002.00",0.226,59.4
"1,003.00",0.23,58.9
"1,004.00",0.23,58.8
"1,005.00",0.232,58.6
"1,006.00",0.233,58.5
"1,007.00",0.232,58.6
"1,008.00",0.232,58.6
"1,009.00",0.232,58.6
"1,010.00",0.232,58.6
"1,011.00",0.232,58.7
"1,012.00",0.231,58.7
"1,013.00",0.231,58.8
"1,014.00",0.229,59
"1,015.00",0.226,59.4
"1,016.00",0.226,59.5
"1,017.00",0.226,59.4
"1,018.00",0.228,59.1
"1,019.00",0.228,59.1
"1,020.00",0.229,59.1
"1,021.00",0.23,58.9
"1,022.00",0.23,58.9
"1,023.00",0.236,58.1
"1,024.00",0.236,58.1
"1,025.00",0.236,58.1
"1,026.00",0.237,57.9
"1,027.00",0.238,57.9
"1,028.00",0.238,57.8
"1,029.00",0.242,57.3
"1,030.00",0.241,57.4
"1,031.00",0.241,57.4
"1,032.00",0.241,57.4
"1,033.00",0.243,57.2
"1,034.00",0.244,57
"1,035.00",0.244,57
"1,036.00",0.245,56.9
"1,037.00",0.245,56.8
"1,038.00",0.246,56.7
"1,039.00",0.247,56.6
"1,040.00",0.251,56.2
"1,041.00",0.251,56.1
"1,042.00",0.251,56.1
"1,043.00",0.252,56
"1,044.00",0.254,55.7
"1,045.00",0.254,55.7
"1,046.00",0.255,55.6
"1,047.00",0.254,55.7
"1,048.00",0.254,55.7
"1,049.00",0.255,55.6
"1,050.00",0.255,55.6
"1,051.00",0.254,55.7
"1,052.00",0.258,55.2
"1,053.00",0.255,55.5
"1,054.00",0.255,55.5
"1,055.00",0.255,55.6
"1,056.00",0.257,55.3
"1,057.00",0.263,54.6
"1,058.00",0.268,53.9
"1,059.00",0.27,53.7
"1,060.00",0.273,53.3
"1,061.00",0.273,53.3
"1,062.00",0.278,52.8
"1,063.00",0.278,52.7
"1,064.00",0.278,52.7
"1,065.00",0.277,52.9
"1,066.00",0.277,52.9
"1,067.00",0.277,52.9
"1,068.00",0.279,52.6
"1,069.00",0.28,52.5
"1,070.00",0.28,52.4
"1,071.00",0.281,52.4
"1,072.00",0.281,52.4
"1,073.00",0.286,51.8
"1,074.00",0.284,52
"1,075.00",0.285,51.9
"1,076.00",0.288,51.5
"1,077.00",0.286,51.7
"1,078.00",0.284,52
"1,079.00",0.285,51.9
"1,080.00",0.288,51.5
"1,081.00",0.29,51.3
"1,082.00",0.291,51.2
"1,083.00",0.291,51.2
"1,084.00",0.291,51.2
"1,085.00",0.291,51.2
"1,086.00",0.291,51.2
"1,087.00",0.291,51.2
"1,088.00",0.29,51.2
"1,089.00",0.29,51.2
"1,090.00",0.292,51
"1,091.00",0.293,50.9
"1,092.00",0.294,50.8
"1,093.00",0.294,50.8
"1,094.00",0.295,50.7
"1,095.00",0.295,50.7
"1,096.00",0.298,50.4
"1,097.00",0.295,50.7
"1,098.00",0.307,49.3
"1,099.00",0.307,49.4
"1,100.00",0.185,65.3
,,
,,
Heat Sweep 100C,,
Heat Sweep 100C 1,"Date : 20/07/2021, 16:38:47",
Wavelength (nm),ABS,%T
190.00,1.704,2
191.00,1.725,1.9
192.00,1.746,1.8
193.00,1.776,1.7
194.00,1.793,1.6
195.00,1.803,1.6
196.00,1.805,1.6
197.00,1.809,1.6
198.00,1.809,1.6
199.00,1.809,1.6
200.00,1.798,1.6
201.00,1.783,1.6
202.00,1.774,1.7
203.00,1.763,1.7
204.00,1.742,1.8
205.00,1.717,1.9
206.00,1.683,2.1
207.00,1.644,2.3
208.00,1.601,2.5
209.00,1.553,2.8
210.00,1.503,3.1
211.00,1.447,3.6
212.00,1.394,4
213.00,1.345,4.5
214.00,1.294,5.1
215.00,1.281,5.2
216.00,1.246,5.7
217.00,1.201,6.3
218.00,1.154,7
219.00,1.116,7.7
220.00,1.077,8.4
221.00,1.043,9.1
222.00,1.014,9.7
223.00,0.976,10.6
224.00,0.95,11.2
225.00,0.932,11.7
226.00,0.916,12.1
227.00,0.908,12.3
228.00,0.908,12.4
229.00,0.915,12.2
230.00,0.923,11.9
231.00,0.929,11.8
232.00,0.938,11.5
233.00,0.944,11.4
234.00,0.955,11.1
