S10 Preheat,,
S10 Preheat 1,"Date : 28/07/2021, 14:59:12",
Wavelength (nm),ABS,%T
739,0.251,56.2
740,0.249,56.3
741,0.249,56.3
742,0.249,56.3
743,0.249,56.3
744,0.248,56.5
745,0.247,56.6
746,0.247,56.7
747,0.247,56.7
748,0.247,56.7
749,0.246,56.7
750,0.245,56.9
751,0.245,56.9
752,0.244,57
753,0.244,57
754,0.244,57
755,0.244,57
756,0.243,57.1
757,0.243,57.1
758,0.243,57.1
759,0.243,57.1
760,0.243,57.2
761,0.241,57.4
762,0.241,57.4
763,0.241,57.4
764,0.238,57.8
765,0.239,57.7
766,0.239,57.6
767,0.239,57.6
768,0.239,57.6
769,0.24,57.6
770,0.239,57.6
771,0.239,57.6
772,0.239,57.6
773,0.239,57.6
774,0.239,57.6
775,0.239,57.7
776,0.239,57.7
777,0.239,57.7
778,0.238,57.8
779,0.238,57.9
780,0.237,57.9
781,0.237,57.9
782,0.238,57.9
783,0.24,57.6
784,0.239,57.7
785,0.239,57.7
786,0.238,57.8
787,0.238,57.9
788,0.236,58
789,0.235,58.2
790,0.234,58.4
791,0.234,58.4
792,0.234,58.4
793,0.234,58.4
794,0.234,58.4
795,0.234,58.3
796,0.234,58.3
797,0.235,58.3
798,0.235,58.2
799,0.235,58.2
800,0.235,58.2
801,0.235,58.2
802,0.234,58.4
803,0.233,58.5
804,0.232,58.6
805,0.231,58.7
806,0.23,58.8
807,0.23,58.8
808,0.229,59
809,0.229,59
810,0.227,59.3
811,0.227,59.3
812,0.227,59.3
813,0.227,59.3
814,0.227,59.4
815,0.225,59.5
816,0.225,59.5
817,0.225,59.5
818,0.225,59.5
819,0.225,59.6
820,0.225,59.6
821,0.224,59.7
822,0.219,60.4
823,0.216,60.8
824,0.22,60.3
825,0.221,60.1
826,0.222,60
827,0.224,59.8
828,0.221,60.1
829,0.222,60
830,0.224,59.8
831,0.224,59.7
832,0.224,59.7
833,0.223,59.8
834,0.218,60.5
835,0.218,60.6
836,0.221,60.1
837,0.223,59.8
838,0.223,59.8
839,0.223,59.8
840,0.223,59.9
841,0.222,60
842,0.223,59.9
843,0.222,59.9
844,0.222,59.9
845,0.223,59.9
846,0.222,59.9
847,0.222,59.9
848,0.222,59.9
849,0.221,60.1
850,0.221,60.1
851,0.221,60.1
852,0.222,60
853,0.221,60.1
854,0.22,60.3
855,0.22,60.3
856,0.22,60.3
857,0.22,60.3
858,0.22,60.3
859,0.221,60.2
860,0.22,60.2
861,0.218,60.6
862,0.218,60.6
863,0.218,60.6
864,0.217,60.6
865,0.217,60.6
866,0.217,60.6
867,0.217,60.7
868,0.214,61.1
869,0.215,61
870,0.215,61
871,0.215,61
872,0.215,61
873,0.215,61
874,0.215,61
875,0.214,61.1
876,0.214,61.1
877,0.214,61.1
878,0.214,61.2
879,0.214,61.1
880,0.213,61.2
881,0.209,61.8
882,0.207,62
883,0.21,61.6
884,0.212,61.4
885,0.213,61.3
886,0.213,61.3
887,0.213,61.3
888,0.213,61.3
889,0.212,61.4
890,0.212,61.4
891,0.211,61.5
892,0.21,61.6
893,0.21,61.6
894,0.21,61.6
895,0.21,61.6
896,0.211,61.6
897,0.209,61.7
898,0.209,61.7
899,0.209,61.7
900,0.209,61.7
901,0.209,61.8
902,0.209,61.8
903,0.209,61.8
904,0.206,62.2
905,0.203,62.7
906,0.208,61.9
907,0.208,61.9
908,0.208,61.9
909,0.209,61.8
910,0.209,61.8
911,0.208,61.9
912,0.208,62
913,0.207,62
914,0.207,62
915,0.207,62.2
916,0.203,62.7
917,0.202,62.8
918,0.202,62.8
919,0.202,62.8
920,0.203,62.7
921,0.206,62.2
922,0.206,62.2
923,0.205,62.3
924,0.205,62.3
925,0.205,62.3
926,0.205,62.3
927,0.205,62.4
928,0.205,62.3
929,0.205,62.3
930,0.205,62.3
931,0.205,62.4
932,0.205,62.4
933,0.205,62.4
934,0.204,62.5
935,0.204,62.5
936,0.204,62.5
937,0.204,62.5
938,0.204,62.5
939,0.204,62.4
940,0.206,62.2
941,0.206,62.3
942,0.206,62.3
943,0.206,62.2
944,0.206,62.3
945,0.204,62.5
946,0.204,62.5
947,0.204,62.6
948,0.203,62.6
949,0.203,62.6
950,0.209,61.7
951,0.219,60.4
952,0.22,60.2
953,0.222,60
954,0.223,59.9
955,0.223,59.9
956,0.225,59.6
957,0.227,59.3
958,0.229,59
959,0.231,58.7
960,0.232,58.6
961,0.232,58.6
962,0.233,58.4
963,0.234,58.3
964,0.236,58
965,0.239,57.7
966,0.24,57.5
967,0.241,57.4
968,0.243,57.2
969,0.245,56.8
970,0.248,56.4
971,0.25,56.3
972,0.249,56.3
973,0.248,56.5
974,0.247,56.6
975,0.246,56.7
976,0.246,56.8
977,0.245,56.8
978,0.245,56.9
979,0.24,57.5
980,0.237,58
981,0.229,59.1
982,0.227,59.3
983,0.224,59.6
984,0.224,59.7
985,0.224,59.7
986,0.225,59.6
987,0.231,58.7
988,0.239,57.7
989,0.239,57.7
990,0.24,57.6
991,0.237,58
992,0.236,58.1
993,0.233,58.4
994,0.232,58.7
995,0.22,60.3
996,0.217,60.6
997,0.217,60.7
998,0.216,60.8
999,0.216,60.8
"1,000.00",0.218,60.6
"1,001.00",0.22,60.2
"1,002.00",0.222,60
"1,003.00",0.224,59.7
"1,004.00",0.226,59.4
"1,005.00",0.226,59.4
"1,006.00",0.226,59.4
"1,007.00",0.226,59.4
"1,008.00",0.225,59.5
"1,009.00",0.225,59.5
"1,010.00",0.228,59.1
"1,011.00",0.227,59.3
"1,012.00",0.228,59.2
"1,013.00",0.227,59.3
"1,014.00",0.227,59.4
"1,015.00",0.226,59.4
"1,016.00",0.224,59.7
"1,017.00",0.223,59.8
"1,018.00",0.224,59.8
"1,019.00",0.224,59.7
"1,020.00",0.226,59.4
"1,021.00",0.229,59
"1,022.00",0.23,58.9
"1,023.00",0.231,58.7
"1,024.00",0.232,58.7
"1,025.00",0.232,58.6
"1,026.00",0.234,58.4
"1,027.00",0.234,58.4
"1,028.00",0.234,58.3
"1,029.00",0.237,58
"1,030.00",0.239,57.7
"1,031.00",0.239,57.7
"1,032.00",0.238,57.8
"1,033.00",0.238,57.8
"1,034.00",0.239,57.7
"1,035.00",0.239,57.6
"1,036.00",0.241,57.5
"1,037.00",0.243,57.1
"1,038.00",0.244,57
"1,039.00",0.245,56.9
"1,040.00",0.245,56.9
"1,041.00",0.248,56.5
"1,042.00",0.252,56
"1,043.00",0.254,55.8
"1,044.00",0.254,55.7
"1,045.00",0.254,55.7
"1,046.00",0.254,55.7
"1,047.00",0.254,55.7
"1,048.00",0.254,55.7
"1,049.00",0.255,55.6
"1,050.00",0.255,55.6
"1,051.00",0.255,55.6
"1,052.00",0.254,55.7
"1,053.00",0.253,55.9
"1,054.00",0.253,55.9
"1,055.00",0.255,55.6
"1,056.00",0.255,55.5
"1,057.00",0.257,55.3
"1,058.00",0.261,54.8
"1,059.00",0.265,54.3
"1,060.00",0.27,53.7
"1,061.00",0.272,53.5
"1,062.00",0.273,53.3
"1,063.00",0.274,53.2
"1,064.00",0.274,53.2
"1,065.00",0.276,53
"1,066.00",0.275,53
"1,067.00",0.276,53
"1,068.00",0.276,53
"1,069.00",0.278,52.7
"1,070.00",0.279,52.7
"1,071.00",0.282,52.3
"1,072.00",0.282,52.2
"1,073.00",0.284,52
"1,074.00",0.281,52.4
"1,075.00",0.282,52.3
"1,076.00",0.282,52.3
"1,077.00",0.283,52.1
"1,078.00",0.287,51.7
"1,079.00",0.287,51.6
"1,080.00",0.286,51.7
"1,081.00",0.286,51.8
"1,082.00",0.285,51.8
"1,083.00",0.286,51.8
"1,084.00",0.289,51.4
"1,085.00",0.29,51.3
"1,086.00",0.29,51.3
"1,087.00",0.289,51.4
"1,088.00",0.288,51.5
"1,089.00",0.288,51.5
"1,090.00",0.287,51.6
"1,091.00",0.289,51.4
"1,092.00",0.29,51.3
"1,093.00",0.291,51.2
"1,094.00",0.29,51.3
"1,095.00",0.287,51.6
"1,096.00",0.287,51.6
"1,097.00",0.291,51.2
"1,098.00",0.29,51.3
"1,099.00",0.301,50
"1,100.00",0.156,69.8
,,
,,
S10 Preheat,,
S10 Preheat 2,"Date : 28/07/2021, 15:04:22",
Wavelength (nm),ABS,%T
190,1.671,2.1
191,1.702,2
192,1.719,1.9
193,1.745,1.8
194,1.752,1.8
195,1.753,1.8
196,1.756,1.8
197,1.766,1.7
198,1.767,1.7
199,1.771,1.7
200,1.771,1.7
201,1.763,1.7
202,1.754,1.8
203,1.742,1.8
204,1.725,1.9
205,1.703,2
206,1.672,2.1
207,1.633,2.3
208,1.591,2.6
209,1.542,2.9
210,1.494,3.2
211,1.443,3.6
212,1.391,4.1
213,1.342,4.6
214,1.29,5.1
215,1.27,5.4
216,1.238,5.8
217,1.196,6.4
218,1.157,7
219,1.116,7.7
220,1.075,8.4
221,1.037,9.2
222,1.007,9.8
223,0.967,10.8
224,0.94,11.5
225,0.921,12
226,0.907,12.4
227,0.896,12.7
228,0.893,12.8
229,0.898,12.6
230,0.906,12.4
231,0.912,12.2
232,0.919,12
233,0.927,11.8
234,0.936,11.6
235,0.948,11.3
236,0.96,11
237,0.971,10.7
238,0.981,10.5
239,0.99,10.2
240,0.994,10.1
241,0.997,10.1
242,0.999,10
243,1,10
244,1.001,10
245,0.996,10.1
246,0.979,10.5
247,0.959,11
248,0.945,11.3
249,0.939,11.5
250,0.923,11.9
251,0.899,12.6
252,0.873,13.4
253,0.846,14.2
254,0.825,15
255,0.805,15.7
256,0.784,16.4
257,0.762,17.3
258,0.74,18.2
259,0.719,19.1
260,0.701,19.9
261,0.693,20.3
262,0.687,20.6
263,0.682,20.8
264,0.671,21.3
265,0.662,21.8
266,0.652,22.3
267,0.643,22.7
268,0.638,23
269,0.635,23.2
270,0.631,23.4
271,0.625,23.7
272,0.62,24
273,0.621,23.9
274,0.623,23.8
275,0.623,23.8
276,0.619,24
277,0.617,24.2
278,0.614,24.3
279,0.614,24.3
280,0.614,24.3
281,0.612,24.4
282,0.606,24.7
283,0.606,24.7
284,0.609,24.6
285,0.609,24.6
286,0.604,24.9
287,0.603,24.9
288,0.603,24.9
289,0.603,25
290,0.601,25
291,0.598,25.3
292,0.598,25.3
293,0.597,25.3
294,0.594,25.5
295,0.594,25.5
296,0.593,25.5
297,0.591,25.6
298,0.59,25.7
299,0.591,25.7
300,0.591,25.6
301,0.59,25.7
302,0.59,25.7
303,0.587,25.9
304,0.585,26
305,0.58,26.3
306,0.575,26.6
307,0.574,26.7
308,0.57,26.9
309,0.567,27.1
310,0.567,27.1
311,0.567,27.1
312,0.566,27.2
313,0.563,27.4
314,0.558,27.7
315,0.558,27.7
316,0.559,27.6
317,0.557,27.7
318,0.552,28.1
319,0.55,28.2
320,0.55,28.2
321,0.549,28.3
322,0.54,28.8
323,0.536,29.1
324,0.537,29
325,0.539,28.9
326,0.54,28.9
327,0.539,28.9
328,0.534,29.2
329,0.532,29.4
330,0.528,29.7
331,0.523,30
332,0.522,30.1
333,0.522,30.1
334,0.522,30
335,0.522,30.1
336,0.518,30.3
337,0.516,30.5
338,0.516,30.5
339,0.513,30.7
340,0.51,30.9
341,0.506,31.2
342,0.502,31.5
343,0.5,31.6
344,0.502,31.5
345,0.503,31.4
346,0.503,31.4
347,0.502,31.5
348,0.498,31.8
349,0.495,32
350,0.491,32.3
351,0.488,32.5
352,0.488,32.5
353,0.488,32.5
354,0.485,32.7
355,0.482,33
356,0.482,33
357,0.483,32.9
358,0.483,32.9
359,0.482,33
360,0.482,33
361,0.489,32.4
362,0.49,32.3
363,0.491,32.3
364,0.492,32.2
365,0.49,32.3
366,0.486,32.7
367,0.486,32.7
368,0.483,32.9
369,0.48,33.1
370,0.48,33.1
371,0.48,33.1
372,0.478,33.3
373,0.475,33.5
374,0.474,33.5
375,0.474,33.6
376,0.474,33.6
377,0.476,33.4
378,0.482,32.9
379,0.483,32.9
380,0.483,32.9
381,0.48,33.1
382,0.479,33.2
383,0.479,33.2
384,0.48,33.1
385,0.48,33.1
386,0.48,33.1
387,0.48,33.1
388,0.48,33.1
389,0.478,33.2
390,0.467,34.1
391,0.463,34.4
392,0.462,34.5
393,0.461,34.6
394,0.461,34.6
395,0.462,34.5
396,0.461,34.6
397,0.461,34.6
398,0.461,34.6
399,0.461,34.6
400,0.46,34.7
401,0.459,34.8
402,0.457,34.9
403,0.456,35
404,0.456,35
405,0.456,35
406,0.456,35
407,0.456,35
408,0.455,35.1
409,0.454,35.2
410,0.454,35.2
411,0.454,35.1
412,0.454,35.1
413,0.454,35.2
414,0.453,35.2
415,0.452,35.3
416,0.452,35.3
417,0.452,35.3
418,0.45,35.5
419,0.449,35.5
420,0.448,35.6
421,0.448,35.6
422,0.449,35.5
423,0.449,35.5
424,0.449,35.5
425,0.449,35.5
426,0.45,35.5
427,0.45,35.5
428,0.45,35.5
429,0.45,35.5
430,0.449,35.6
431,0.448,35.6
432,0.448,35.6
433,0.448,35.7
434,0.447,35.7
435,0.447,35.7
436,0.446,35.8
437,0.445,35.9
438,0.444,36
439,0.443,36.1
440,0.442,36.1
441,0.442,36.1
442,0.442,36.1
443,0.442,36.1
444,0.441,36.2
445,0.44,36.3
446,0.438,36.4
447,0.438,36.4
448,0.438,36.5
449,0.438,36.5
450,0.438,36.5
451,0.437,36.5
452,0.437,36.6
453,0.437,36.6
454,0.436,36.7
455,0.434,36.8
456,0.432,36.9
457,0.431,37.1
458,0.428,37.3
459,0.427,37.4
460,0.426,37.5
461,0.428,37.3
462,0.428,37.3
463,0.427,37.4
464,0.427,37.4
465,0.425,37.6
466,0.424,37.6
467,0.424,37.7
468,0.424,37.7
469,0.423,37.7
470,0.422,37.9
471,0.42,38
472,0.419,38.1
473,0.417,38.3
474,0.417,38.3
475,0.415,38.4
476,0.414,38.5
477,0.413,38.6
478,0.411,38.8
479,0.41,38.9
480,0.407,39.2
481,0.402,39.6
482,0.397,40.1
483,0.394,40.3
484,0.397,40.1
485,0.402,39.6
486,0.401,39.7
487,0.399,39.9
488,0.4,39.8
489,0.4,39.8
490,0.397,40.1
491,0.394,40.4
492,0.396,40.2
493,0.397,40.1
494,0.396,40.2
495,0.393,40.5
496,0.39,40.8
497,0.388,40.9
498,0.388,40.9
499,0.388,40.9
500,0.387,41
501,0.386,41.1
502,0.384,41.3
503,0.383,41.4
504,0.381,41.6
505,0.38,41.7
506,0.378,41.9
507,0.377,42
508,0.375,42.2
509,0.374,42.3
510,0.373,42.4
511,0.373,42.4
512,0.372,42.4
513,0.372,42.5
514,0.37,42.7
515,0.368,42.8
516,0.367,43
517,0.365,43.2
518,0.365,43.2
519,0.365,43.1
520,0.365,43.1
521,0.365,43.2
522,0.362,43.5
523,0.358,43.9
524,0.356,44.1
525,0.355,44.2
526,0.351,44.5
527,0.351,44.6
528,0.357,43.9
529,0.361,43.6
530,0.358,43.8
531,0.354,44.3
532,0.353,44.3
533,0.354,44.2
534,0.354,44.3
535,0.352,44.5
536,0.352,44.5
537,0.352,44.5
538,0.349,44.8
539,0.342,45.5
540,0.342,45.5
541,0.344,45.3
542,0.345,45.1
543,0.347,45
544,0.347,45
545,0.344,45.3
546,0.342,45.5
547,0.343,45.4
548,0.343,45.4
549,0.342,45.5
550,0.34,45.7
551,0.338,45.9
552,0.337,46
553,0.337,46
554,0.337,46
555,0.336,46.1
556,0.336,46.2
557,0.333,46.4
558,0.332,46.6
559,0.331,46.6
560,0.325,47.4
561,0.323,47.5
562,0.322,47.7
563,0.319,48
564,0.318,48.1
565,0.317,48.2
566,0.318,48.1
567,0.318,48.1
568,0.317,48.2
569,0.315,48.4
570,0.314,48.5
571,0.313,48.6
572,0.314,48.5
573,0.314,48.5
574,0.313,48.7
575,0.313,48.6
576,0.314,48.5
577,0.314,48.5
578,0.314,48.6
579,0.312,48.7
580,0.311,48.9
581,0.31,48.9
582,0.31,49
583,0.308,49.2
584,0.307,49.3
585,0.307,49.3
586,0.305,49.5
587,0.304,49.6
588,0.303,49.7
589,0.303,49.7
590,0.303,49.7
591,0.303,49.7
592,0.302,49.9
593,0.301,50
594,0.3,50.1
595,0.299,50.2
596,0.299,50.2
597,0.3,50.1
598,0.3,50.1
599,0.3,50.1
600,0.299,50.2
601,0.299,50.3
602,0.295,50.7
603,0.294,50.8
604,0.295,50.7
605,0.295,50.7
606,0.295,50.7
607,0.295,50.7
608,0.293,50.9
609,0.293,50.9
610,0.294,50.9
611,0.294,50.8
612,0.294,50.8
613,0.293,50.9
614,0.292,51.1
615,0.292,51.1
616,0.291,51.2
617,0.29,51.2
618,0.29,51.3
619,0.29,51.3
620,0.289,51.4
621,0.289,51.4
622,0.288,51.5
623,0.286,51.8
624,0.285,51.9
625,0.284,52
626,0.283,52.1
627,0.285,51.9
628,0.285,51.8
629,0.285,51.9
630,0.284,52
631,0.284,52
