wavelength,S10 Irrad 1,S10 Irrad 2,S10 Irrad 3,S10 Irrad 4,S10 Irrad 5,S10 Irrad 6,S10 Irrad 7,S10 Irrad 8,S10 Postheat,S10 Preheat,blank
340,0.78175,0.839,0.8652500000000001,0.9192,0.881,0.8827499999999999,0.87675,0.848,0.5469999999999999,0.51475,0.008
341,0.775,0.82975,0.85475,0.907,0.8692500000000001,0.8712500000000001,0.865,0.837,0.54325,0.51075,0.007
342,0.76875,0.8212499999999999,0.8444999999999999,0.8954000000000001,0.8579999999999999,0.8592499999999998,0.85325,0.826,0.5395000000000001,0.50675,0.008
343,0.7642500000000001,0.81525,0.836,0.8870000000000001,0.8492500000000001,0.8507499999999999,0.84375,0.817,0.538,0.50525,0.008
344,0.7637499999999999,0.8125,0.8335,0.8834,0.8447499999999999,0.84625,0.8394999999999999,0.812,0.5395000000000001,0.508,0.008
345,0.7635,0.80975,0.82975,0.8812000000000001,0.842,0.843,0.8362499999999999,0.808,0.542,0.50925,0.009
346,0.76075,0.8055000000000001,0.8252499999999999,0.8732,0.8355,0.8364999999999999,0.83075,0.803,0.5422500000000001,0.5095000000000001,0.008
347,0.754,0.7982500000000001,0.8162499999999999,0.8632,0.8254999999999999,0.82675,0.82,0.793,0.5407500000000001,0.50725,0.008
348,0.7475,0.78975,0.806,0.8526,0.815,0.81675,0.80925,0.783,0.53625,0.5037499999999999,0.008
349,0.7415,0.7827500000000001,0.7985000000000001,0.8441999999999998,0.80625,0.8075,0.8,0.774,0.534,0.5015000000000001,0.008
350,0.73725,0.7769999999999999,0.7915000000000001,0.8357999999999999,0.7977500000000001,0.7982500000000001,0.7915,0.766,0.53225,0.4985,0.009
351,0.7314999999999999,0.77,0.78225,0.8257999999999999,0.7882499999999999,0.7889999999999999,0.782,0.758,0.529,0.49424999999999997,0.01
352,0.72675,0.7620000000000001,0.77425,0.8186,0.7797499999999999,0.78075,0.774,0.749,0.527,0.49324999999999997,0.01
353,0.72375,0.7585000000000001,0.77,0.8130000000000001,0.77275,0.773,0.7677500000000002,0.745,0.5265,0.49324999999999997,0.009
354,0.7204999999999999,0.7532500000000001,0.76525,0.8044,0.76775,0.7642500000000001,0.76025,0.737,0.526,0.491,0.01
355,0.7162499999999999,0.7485,0.7575000000000001,0.7976000000000001,0.762,0.7582500000000001,0.7532500000000001,0.733,0.5255,0.4885,0.01
356,0.71425,0.7454999999999999,0.75525,0.794,0.75725,0.7565,0.752,0.73,0.52425,0.48875,0.01
357,0.7137499999999999,0.7435,0.7535000000000001,0.7918000000000001,0.7562500000000001,0.7565,0.7505000000000001,0.727,0.5255000000000001,0.49,0.012
358,0.71,0.7395,0.745,0.784,0.75125,0.74775,0.7414999999999999,0.725,0.5245000000000001,0.48975,0.012
359,0.7044999999999999,0.73125,0.736,0.7768,0.741,0.73825,0.731,0.714,0.5215000000000001,0.48875,0.012
360,0.70175,0.7295,0.73375,0.7746000000000001,0.737,0.736,0.7297499999999999,0.712,0.5222500000000001,0.48950000000000005,0.012
361,0.7027499999999999,0.732,0.73475,0.775,0.7387499999999999,0.7404999999999999,0.731,0.713,0.531,0.49675,0.013
362,0.70525,0.73275,0.7344999999999999,0.775,0.7395,0.74125,0.7324999999999999,0.712,0.5335,0.49824999999999997,0.013
363,0.70475,0.73075,0.7335,0.7714000000000001,0.7382500000000001,0.739,0.7304999999999999,0.703,0.533,0.4995,0.013
364,0.702,0.722,0.72675,0.7642,0.7312500000000001,0.73125,0.723,0.697,0.5317500000000001,0.5,0.012
365,0.6957500000000001,0.7175,0.7202500000000001,0.7567999999999999,0.723,0.7224999999999999,0.7165,0.692,0.527,0.4975,0.011
366,0.69125,0.7125,0.71575,0.7514000000000001,0.7165,0.7162499999999999,0.712,0.688,0.52675,0.49449999999999994,0.011
