wavelength,S7 Clean,S7 Unclean
598,44.89999999999999,47.875
599,44.95,47.949999999999996
600,45.099999999999994,48.150000000000006
601,45.375,48.324999999999996
602,45.574999999999996,48.575
603,45.7,48.625
604,45.6,48.625
605,45.525,48.474999999999994
606,45.5,48.474999999999994
607,45.65,48.525000000000006
608,45.75,48.725
609,45.675,48.75
610,45.675,48.75
611,45.65,48.7
612,45.65,48.725
613,45.75,48.825
614,45.825,48.9
615,45.925000000000004,49.0
616,46.025000000000006,49.075
617,46.12499999999999,49.175000000000004
618,46.2,49.175000000000004
619,46.224999999999994,49.275
620,46.325,49.324999999999996
621,46.4,49.5
622,46.5,49.62500000000001
623,46.6,49.650000000000006
624,46.675,49.8
625,46.775000000000006,49.9
626,46.775000000000006,49.9
627,46.775000000000006,49.875
628,46.75,49.875
629,46.75,49.875
630,46.8,49.9
631,46.849999999999994,49.974999999999994
632,47.00000000000001,50.075
633,47.025000000000006,50.150000000000006
634,47.025000000000006,50.175000000000004
635,47.074999999999996,50.175000000000004
636,47.15,50.275
637,47.15,50.3
638,47.2,50.4
639,47.275000000000006,50.474999999999994
640,47.349999999999994,50.55
641,47.475,50.625
642,47.55,50.75
643,47.650000000000006,50.8
644,47.7,50.875
645,47.775000000000006,50.95
646,47.875,51.0
647,47.875,51.025000000000006
648,47.9,51.125
649,47.95,51.150000000000006
650,48.05,51.25
651,48.125,51.275
652,48.150000000000006,51.3
653,48.150000000000006,51.324999999999996
654,48.224999999999994,51.4
655,48.275000000000006,51.5
656,48.425000000000004,51.575
657,48.6,51.775
658,48.650000000000006,51.87499999999999
659,48.650000000000006,51.87499999999999
660,48.574999999999996,51.824999999999996
661,48.550000000000004,51.75
662,48.5,51.75
663,48.525000000000006,51.775
664,48.55,51.825
665,48.62499999999999,51.925000000000004
666,48.75,52.02499999999999
667,48.85,52.099999999999994
668,48.925,52.175000000000004
669,48.95,52.2
670,48.975,52.225
671,48.975,52.275
672,49.0,52.3
673,49.074999999999996,52.349999999999994
674,49.1,52.4
675,49.150000000000006,52.474999999999994
676,49.275000000000006,52.575
677,49.375,52.7
678,49.474999999999994,52.775
679,49.5,52.8
680,49.5,52.8
681,49.5,52.8
682,49.45,52.8
683,49.475,52.8
684,49.5,52.824999999999996
685,49.525000000000006,52.875
686,49.6,52.95
687,49.7,52.97500000000001
688,49.75,53.025000000000006
689,49.775000000000006,53.12500000000001
690,49.85,53.175000000000004
691,49.85,53.2
692,49.875,53.25
693,49.974999999999994,53.349999999999994
694,50.05,53.400000000000006
695,50.175,53.525000000000006
696,50.300000000000004,53.725
697,50.55,53.89999999999999
698,50.575,53.849999999999994
699,50.49999999999999,53.825
700,50.425,53.75
701,50.375,53.7
702,50.35,53.725
703,50.325,53.725
704,50.425000000000004,53.725
705,50.5,53.775
706,50.525,53.824999999999996
707,50.599999999999994,53.9
708,50.650000000000006,53.974999999999994
709,50.75,54.025000000000006
710,50.775000000000006,54.075
711,50.825,54.125
712,50.825,54.150000000000006
713,50.9,54.175000000000004
714,50.975,54.3
715,51.025,54.349999999999994
716,51.025,54.349999999999994
717,51.05,54.349999999999994
718,51.05,54.425
719,51.099999999999994,54.425
720,51.125,54.45
721,51.175,54.474999999999994
722,51.2,54.55
723,51.275,54.625
724,51.35,54.650000000000006
725,51.425,54.75
726,51.49999999999999,54.849999999999994
727,51.55,54.97500000000001
728,51.675000000000004,55.0
729,51.775,55.0
730,51.8,55.025000000000006
731,52.0,55.05
732,52.05,55.05
733,52.099999999999994,55.05
734,52.05,55.0
735,52.05,55.05
736,52.099999999999994,55.025000000000006
737,52.075,55.05
738,52.075,55.150000000000006
739,52.02499999999999,55.175
740,52.02499999999999,55.175000000000004
741,52.05,55.275
742,52.025,55.324999999999996
743,52.074999999999996,55.3
744,52.1,55.37499999999999
745,52.150000000000006,55.45
746,52.2,55.525000000000006
747,52.224999999999994,55.525000000000006
748,52.224999999999994,55.575
749,52.25,55.625
750,52.349999999999994,55.65
751,52.4,55.675000000000004
752,52.375,55.725
753,52.375,55.725
754,52.525,55.7
755,52.55,55.75
756,52.575,55.75
757,52.525,55.75
758,52.525,55.875
759,52.475,55.875
760,52.45,55.875
761,52.5,55.875
762,52.625,55.925
763,52.77499999999999,56.150000000000006
764,52.85000000000001,56.275
765,52.77499999999999,56.25
766,52.75,56.2
767,52.75,56.150000000000006
768,52.675,56.150000000000006
769,52.8,56.02499999999999
770,52.825,56.05
771,52.849999999999994,56.025000000000006
772,52.849999999999994,56.075
773,52.925,56.075
774,52.900000000000006,56.325
775,52.900000000000006,56.35
776,52.95,56.425
777,53.025000000000006,56.475
778,53.025000000000006,56.45
779,53.1,56.475
780,53.075,56.475
781,53.050000000000004,56.4
782,53.050000000000004,56.4
783,53.050000000000004,56.525
784,53.2,56.574999999999996
785,53.175,56.5
786,53.275000000000006,56.5
787,53.275000000000006,56.7
788,53.325,56.875
789,53.4,56.925
790,53.475,56.974999999999994
791,53.575,57.02499999999999
792,53.625,57.199999999999996
793,53.625,57.175000000000004
794,53.625,57.175000000000004
795,53.575,57.150000000000006
796,53.475,57.10000000000001
797,53.45,57.025000000000006
798,53.45,56.974999999999994
799,53.475,56.95
800,53.5,57.0
801,53.675,57.05
802,53.825,57.150000000000006
803,54.0,57.3
804,54.1,57.5
805,54.275,57.6
806,54.449999999999996,57.65
807,54.475,57.725
808,54.475,57.8
809,54.49999999999999,57.849999999999994
810,54.525,57.900000000000006
811,54.525,57.89999999999999
812,54.55,57.89999999999999
813,54.75,57.974999999999994
814,54.75,58.0
815,54.7,58.02499999999999
816,54.675,58.075
817,54.625,58.275000000000006
818,54.724999999999994,58.325
819,54.875,58.52499999999999
820,54.974999999999994,58.52499999999999
821,55.35,58.7
822,56.175000000000004,59.35
823,56.425000000000004,59.525000000000006
824,56.0,59.099999999999994
825,55.7,58.55
826,55.550000000000004,58.45
827,55.325,58.449999999999996
828,55.325,58.7
829,55.25,58.65
830,55.275,58.65
831,55.275,58.625
832,55.300000000000004,58.625
833,55.449999999999996,58.900000000000006
834,55.99999999999999,59.15
835,55.85,59.025
836,55.575,58.900000000000006
837,55.525,58.824999999999996
838,55.474999999999994,58.849999999999994
839,55.425000000000004,58.925
840,55.425000000000004,58.95
841,55.65,59.00000000000001
842,55.7,59.05
843,55.6,59.05
844,55.6,58.975
845,55.6,58.95
846,55.525,58.95
847,55.5,58.85
848,55.425000000000004,58.87499999999999
849,55.475,58.95
850,55.199999999999996,58.99999999999999
851,55.25,59.125
852,55.300000000000004,59.074999999999996
853,55.325,58.8
854,55.375,58.89999999999999
855,55.4,59.099999999999994
856,55.475,59.075
857,55.75,59.075
858,55.65,59.05
859,55.675,59.05
860,55.62499999999999,59.05
861,55.6,58.974999999999994
862,55.449999999999996,59.050000000000004
863,55.550000000000004,59.075
864,55.7,59.1
865,56.025,59.199999999999996
866,56.099999999999994,59.224999999999994
867,56.125,59.325
868,56.150000000000006,59.400000000000006
869,56.175,59.400000000000006
870,56.175,59.375
871,56.2,59.400000000000006
872,56.300000000000004,59.45
873,56.300000000000004,59.575
874,56.325,59.625
875,56.45,59.675
876,56.4,59.724999999999994
877,56.4,59.724999999999994
878,56.4,59.75
879,56.650000000000006,59.824999999999996
880,56.875,59.875
881,57.224999999999994,60.275000000000006
882,57.6,60.325
883,57.400000000000006,60.25
884,57.1,60.22500000000001
885,57.050000000000004,60.325
886,57.075,60.225
887,57.0,60.375
888,57.025,60.50000000000001
889,57.025,60.50000000000001
890,57.025,60.425
891,57.0,60.349999999999994
892,57.025,60.375
893,56.99999999999999,60.375
894,57.075,60.375
895,57.25,60.349999999999994
896,57.275,60.375
897,57.300000000000004,60.375
898,57.275,60.39999999999999
899,57.3,60.325
900,57.275,60.3
901,57.300000000000004,60.375
902,57.275000000000006,60.45
903,57.25,60.45
904,57.5,60.425
905,57.45,60.425
906,57.25,60.2
907,57.55,60.4
908,57.475,60.375
909,57.375,60.39999999999999
910,57.4,60.7
911,57.449999999999996,60.675000000000004
912,57.4,60.7
913,57.4,60.65
914,57.375,60.6
915,57.449999999999996,60.65
916,57.525,60.675000000000004
917,57.5,60.625
918,57.574999999999996,60.625
919,57.775,60.65
920,57.7,60.675000000000004
921,57.55,60.725
922,57.625,60.925
923,57.55,60.925
924,57.55,60.775
925,57.55,60.75
926,57.55,60.8
927,57.650000000000006,60.8
928,57.574999999999996,60.8
929,57.574999999999996,60.775
930,57.550000000000004,60.775
931,57.6,60.849999999999994
932,57.6,60.9
933,57.6,60.87499999999999
934,57.65,60.825
935,57.65,60.8
936,57.75,60.775000000000006
937,57.775000000000006,60.75
938,57.8,60.75
939,57.8,60.875
940,57.724999999999994,60.825
941,57.724999999999994,60.725
942,57.724999999999994,60.75
943,57.75,60.775
944,57.85,60.9
945,57.925,60.925
946,57.925,60.87499999999999
947,57.87500000000001,60.875
948,57.87500000000001,60.925
949,57.900000000000006,60.95
950,56.95,60.1
951,55.925,59.025
952,55.65,58.725
953,55.65,58.675000000000004
954,55.6,58.550000000000004
955,55.25,58.425
956,55.075,58.2
957,54.9,58.074999999999996
958,54.75,57.875
959,54.550000000000004,57.574999999999996
960,54.475,57.400000000000006
961,54.4,57.2
962,54.25,57.025
963,54.125,56.974999999999994
964,54.0,56.8
965,53.875,56.65
966,53.7,56.525000000000006
967,53.5,56.275000000000006
968,53.224999999999994,56.025
969,52.95,55.75
970,52.55,55.375
971,52.5,55.3
972,52.525,55.324999999999996
973,52.724999999999994,55.599999999999994
974,52.75,55.775000000000006
975,52.900000000000006,55.849999999999994
976,53.125,55.849999999999994
977,53.150000000000006,55.85000000000001
978,53.224999999999994,55.975
979,53.474999999999994,56.5
980,54.224999999999994,56.9
981,55.0,57.7
982,55.824999999999996,58.300000000000004
983,56.375,58.725
984,56.425,58.725
985,56.0,58.575
986,55.275,58.35
987,54.7,57.375
988,53.975,56.849999999999994
989,53.675,56.724999999999994
990,53.724999999999994,56.75
991,53.775000000000006,56.75
992,54.125,56.875
993,54.275,57.099999999999994
994,55.125,57.375
995,55.574999999999996,57.900000000000006
996,56.224999999999994,59.0
997,57.425,59.175000000000004
998,57.14999999999999,59.2
999,56.925000000000004,59.525
1000.00,56.55,59.375
1001.00,55.75,59.150000000000006
1002.00,55.474999999999994,58.699999999999996
1003.00,55.325,58.300000000000004
1004.00,55.35,58.224999999999994
1005.00,55.225,58.15
1006.00,55.2,58.05
1007.00,55.175000000000004,58.0
1008.00,55.025,57.95
1009.00,55.1,57.95
1010.00,55.099999999999994,58.0
1011.00,55.05,57.975
1012.00,55.075,58.050000000000004
1013.00,55.125,58.074999999999996
1014.00,55.175000000000004,58.125
1015.00,55.25,58.275
1016.00,55.35,58.3
1017.00,55.375,58.475
1018.00,55.349999999999994,58.400000000000006
1019.00,55.300000000000004,58.25
1020.00,55.150000000000006,58.1
1021.00,55.05,57.95
1022.00,54.824999999999996,57.75
1023.00,54.725,57.6
1024.00,54.55,57.349999999999994
1025.00,54.275,57.325
1026.00,54.275,57.150000000000006
1027.00,54.099999999999994,56.925000000000004
1028.00,53.824999999999996,56.85
1029.00,53.824999999999996,56.875
1030.00,53.75,56.900000000000006
1031.00,53.650000000000006,56.825
1032.00,53.675,56.724999999999994
1033.00,53.724999999999994,56.650000000000006
1034.00,53.575,56.6
1035.00,53.3,56.574999999999996
1036.00,53.275000000000006,56.475
1037.00,53.275000000000006,56.2
1038.00,53.05,55.85
1039.00,53.025,55.75
1040.00,52.925000000000004,55.474999999999994
1041.00,52.425000000000004,55.449999999999996
1042.00,52.375,55.4
1043.00,52.325,55.05
1044.00,52.0,55.05
1045.00,52.025,55.099999999999994
1046.00,52.025,55.075
1047.00,52.050000000000004,55.1
1048.00,52.050000000000004,55.125
1049.00,52.0,55.099999999999994
1050.00,52.0,54.95
1051.00,52.05,54.95
1052.00,52.099999999999994,54.875
1053.00,51.974999999999994,54.9
1054.00,51.925,54.925000000000004
1055.00,51.900000000000006,54.75
1056.00,51.825,54.65
1057.00,51.425000000000004,54.25
1058.00,51.225,53.875
1059.00,50.55,53.474999999999994
1060.00,50.075,53.175
1061.00,49.99999999999999,53.025
1062.00,49.9,52.87499999999999
1063.00,49.8,52.775000000000006
1064.00,49.724999999999994,52.75
1065.00,49.625,52.75000000000001
1066.00,49.65,52.650000000000006
1067.00,49.625,52.375
1068.00,49.625,52.2
1069.00,49.525000000000006,52.175
1070.00,49.300000000000004,52.175
1071.00,48.9,52.25
1072.00,48.875,52.225
1073.00,49.22500000000001,52.175
1074.00,49.2,52.075
1075.00,48.95,51.849999999999994
1076.00,48.74999999999999,51.825
1077.00,48.725,51.64999999999999
1078.00,48.55,51.625
1079.00,48.575,51.375
1080.00,48.7,51.475
1081.00,48.7,51.5
1082.00,48.725,51.475
1083.00,48.725,51.275000000000006
1084.00,48.35,51.050000000000004
1085.00,48.6,51.150000000000006
1086.00,48.725,51.425
1087.00,48.825,51.5
1088.00,48.599999999999994,51.275
1089.00,48.55,51.075
1090.00,48.125,51.075
1091.00,47.85,50.875
1092.00,48.14999999999999,50.825
1093.00,48.2,51.5
1094.00,48.2,51.275000000000006
1095.00,48.5,51.25
1096.00,48.7,51.2
1097.00,48.7,51.150000000000006
1098.00,48.375,50.7
1099.00,47.9,50.5
1100.00,57.55,74.175
