wavelength,Ud Qb Fibers
895,69.025
896,69.125
897,68.8
898,68.775
899,68.125
900,68.625
901,69.22500000000001
902,68.35000000000001
903,67.675
904,67.95
905,67.4
906,67.35
907,67.375
908,67.125
909,66.95
910,66.6
911,65.32499999999999
912,66.375
913,66.94999999999999
914,66.95
915,68.25
916,68.675
917,69.0
918,68.625
919,68.325
920,67.9
921,67.525
922,67.2
923,67.15
924,66.32499999999999
925,67.025
926,66.325
927,66.025
928,66.575
929,66.625
930,66.225
931,65.65
932,65.25
933,64.625
934,64.075
935,63.85
936,63.3
937,63.2
938,63.62499999999999
939,63.449999999999996
940,63.22500000000001
941,63.199999999999996
942,63.075
943,63.15
944,63.224999999999994
945,64.39999999999999
946,65.15
947,64.9
948,64.825
949,64.875
950,64.475
951,63.9
952,63.75
953,63.275
954,61.675
955,61.85
956,61.95
957,61.25
958,60.824999999999996
959,60.8
960,60.725
961,60.650000000000006
962,60.574999999999996
963,60.3
964,60.2
965,59.900000000000006
966,59.55
967,59.5
968,59.325
969,59.0
970,58.449999999999996
971,58.35
972,58.324999999999996
973,58.275000000000006
974,57.325
975,57.475
976,57.55
977,57.35
978,57.125
979,56.475
980,56.3
981,56.199999999999996
982,56.025
983,55.15
984,55.075
985,54.650000000000006
986,54.074999999999996
987,54.3
988,53.275
989,53.1
990,52.85
991,52.275000000000006
992,51.875
993,51.3
994,50.699999999999996
995,50.25
996,49.925000000000004
997,49.8
998,49.175000000000004
999,48.55
1000.00,48.325
1001.00,46.55
1002.00,45.05
1003.00,44.075
1004.00,43.925
1005.00,40.75
1006.00,36.875
1007.00,37.85
1008.00,38.55
1009.00,35.650000000000006
1010.00,35.775
1011.00,35.3
1012.00,33.25
1013.00,32.55
1014.00,28.950000000000003
1015.00,27.2
1016.00,24.674999999999997
1017.00,22.124999999999996
1018.00,24.2
1019.00,23.775000000000002
1020.00,24.7
1021.00,23.975
1022.00,23.200000000000003
1023.00,23.4
1024.00,27.599999999999998
1025.00,27.175
1026.00,25.924999999999997
1027.00,25.725
1028.00,24.825000000000003
1029.00,22.5
1030.00,22.575
1031.00,23.45
1032.00,24.825
1033.00,23.225
1034.00,22.7
1035.00,22.900000000000002
1036.00,21.5
1037.00,21.225
1038.00,21.474999999999998
1039.00,21.65
1040.00,22.599999999999998
1041.00,23.15
1042.00,23.85
1043.00,23.25
1044.00,26.125
1045.00,26.775
1046.00,26.15
1047.00,24.575
1048.00,25.075000000000003
1049.00,22.4
1050.00,19.325
1051.00,18.275
1052.00,18.175
1053.00,17.15
1054.00,14.55
1055.00,12.600000000000001
1056.00,12.2
1057.00,13.875
1058.00,17.8
1059.00,16.025
1060.00,20.599999999999998
1061.00,21.95
1062.00,22.349999999999998
1063.00,27.65
1064.00,60.825
1065.00,81.05000000000001
1066.00,85.5
1067.00,89.525
1068.00,96.14999999999999
1069.00,101.10000000000001
1070.00,101.49999999999999
1071.00,116.15
1072.00,118.89999999999999
1073.00,117.725
1074.00,118.425
1075.00,117.525
1076.00,111.625
1077.00,109.64999999999999
1078.00,110.875
1079.00,113.425
1080.00,117.17500000000001
1081.00,111.7
1082.00,113.10000000000001
1083.00,114.975
1084.00,115.30000000000001
1085.00,111.875
1086.00,105.85
1087.00,106.325
1088.00,107.275
1089.00,109.35
1090.00,108.5
1091.00,109.55
1092.00,113.4
1093.00,117.125
1094.00,115.8
1095.00,109.775
1096.00,109.85
1097.00,110.225
1098.00,106.575
1099.00,112.075
1100.00,111.89999999999999
