wavelength,S10 Irrad 1,S10 Irrad 2,S10 Irrad 3,S10 Irrad 4,S10 Irrad 5,S10 Irrad 6,S10 Irrad 7,S10 Irrad 8,S10 Postheat,S10 Preheat,blank
434,28.375,28.5,29.3,27.840000000000003,28.725,29.625,29.55,29.7,32.425,35.2,97.9
435,28.450000000000003,28.575,29.375,28.0,28.75,29.75,29.599999999999998,29.7,32.5,35.25,97.9
436,28.575000000000003,28.675,29.475,28.059999999999995,28.85,29.875,29.725,29.9,32.6,35.35,98.1
437,28.7,28.825000000000003,29.625,28.2,29.0,30.0,29.875,30.0,32.65,35.400000000000006,98.1
438,28.799999999999997,28.925,29.8,28.3,29.075,30.125,30.0,30.1,32.7,35.525,98.1
439,28.9,29.125,29.975,28.459999999999997,29.225,30.35,30.125,30.2,32.8,35.55,98.2
440,29.075,29.175,30.05,28.580000000000002,29.375,30.75,30.299999999999997,30.3,32.875,35.60000000000001,98.2
441,29.15,29.25,30.125,28.619999999999997,29.424999999999997,30.725,30.375,30.5,32.9,35.625,98.2
442,29.2,29.25,30.175,28.74,29.424999999999997,30.725,30.424999999999997,30.5,32.875,35.625,98.2
443,29.325000000000003,29.375,30.325,28.8,29.55,30.725,30.475,30.6,32.9,35.650000000000006,98.1
444,29.4,29.525,30.425,28.939999999999998,29.650000000000002,30.75,30.625,30.7,32.925,35.725,98.1
445,29.475,29.650000000000002,30.575,29.080000000000002,29.800000000000004,30.9,30.775,30.9,32.974999999999994,35.8,98.2
446,29.575000000000003,29.75,30.75,29.22,29.9,31.099999999999998,31.05,31.0,33.025,35.9,98.2
447,29.7,29.9,30.8,29.24,30.025000000000002,31.15,31.075,31.1,33.074999999999996,35.925,98.2
448,29.799999999999997,29.925,30.9,29.340000000000003,30.05,31.200000000000003,31.099999999999998,31.1,33.125,35.95,98.2
449,29.799999999999997,30.0,30.950000000000003,29.48,30.099999999999998,31.25,31.174999999999997,31.3,33.125,36.0,98.2
450,29.950000000000003,30.1,31.099999999999998,29.54,30.25,31.325000000000003,31.3,31.3,33.175,36.025,98.2
451,30.074999999999996,30.249999999999996,31.175,29.7,30.325000000000003,31.45,31.424999999999997,31.4,33.25,36.075,98.1
452,30.15,30.35,31.325,29.72,30.4,31.625,31.475,31.5,33.325,36.125,98.2
453,30.249999999999996,30.45,31.4,29.9,30.5,31.725,31.575,31.7,33.349999999999994,36.175,98.2
454,30.275,30.45,31.475,29.98,30.575,31.775,31.675000000000004,31.8,33.425,36.224999999999994,98.1
455,30.4,30.625,31.575000000000003,30.059999999999995,30.700000000000003,31.925000000000004,31.775,31.9,33.5,36.25,98.1
456,30.575,30.75,31.75,30.160000000000004,30.825000000000003,32.125,31.975,32.0,33.5,36.35,98.1
457,30.749999999999996,30.9,31.950000000000003,30.320000000000004,30.975,32.25,32.150000000000006,32.2,33.675,36.525000000000006,98.1
458,30.950000000000003,31.150000000000002,32.225,30.54,31.124999999999996,32.475,32.4,32.3,33.875,36.8,98.1
459,31.125,31.325000000000003,32.425,30.76,31.300000000000004,32.65,32.599999999999994,32.5,33.975,36.925,98.2
460,31.2,31.325000000000003,32.525000000000006,30.78,31.35,32.7,32.599999999999994,32.6,34.025,37.0,98.1
461,31.2,31.325000000000003,32.5,30.78,31.325000000000003,32.675000000000004,32.599999999999994,32.6,33.925,36.824999999999996,98.1
462,31.2,31.425,32.475,30.820000000000004,31.35,32.675000000000004,32.599999999999994,32.6,33.975,36.824999999999996,98.0
463,31.275,31.5,32.525000000000006,30.860000000000003,31.424999999999997,32.7,32.7,32.7,34.0,36.825,98.0
464,31.45,31.65,32.724999999999994,30.939999999999998,31.475,32.825,32.875,32.9,34.05,36.95,98.0
465,31.525,31.75,32.849999999999994,31.080000000000002,31.650000000000002,32.975,33.0,33.1,34.15,37.050000000000004,98.0
466,31.7,31.825,32.95,31.26,31.724999999999998,33.125,33.1,33.3,34.275,37.1,98.0
467,31.725,31.9,33.050000000000004,31.3,31.799999999999997,33.175000000000004,33.225,33.3,34.325,37.125,98.0
468,31.775,32.0,33.1,31.360000000000003,31.9,33.3,33.275,33.3,34.375,37.15,98.0
469,31.9,32.075,33.175,31.419999999999998,32.0,33.349999999999994,33.4,33.5,34.425,37.199999999999996,98.0
470,31.950000000000003,32.199999999999996,33.4,31.54,32.15,33.475,33.525,33.5,34.525,37.325,98.1
471,32.175,32.35,33.45,31.700000000000006,32.275,33.650000000000006,33.675,33.6,34.650000000000006,37.425,98.1
472,32.35,32.525,33.675,31.839999999999996,32.35,33.75,33.824999999999996,33.9,34.75,37.525,98.1
473,32.4,32.6,33.85,32.019999999999996,32.45,33.9,33.925,34.1,34.824999999999996,37.75,98.1
474,32.574999999999996,32.675,34.0,32.18000000000001,32.575,34.05,34.025,34.3,34.900000000000006,37.8,98.0
475,32.725,32.8,34.050000000000004,32.28,32.7,34.175,34.175,34.3,35.0,37.875,98.0
476,32.875,32.975,34.275000000000006,32.39999999999999,32.95,34.3,34.3,34.5,35.125,37.975,98.0
477,32.975,33.125,34.425,32.480000000000004,33.050000000000004,34.425,34.5,34.6,35.25,38.15,98.1
478,33.1,33.25,34.575,32.64,33.150000000000006,34.55,34.7,34.8,35.349999999999994,38.3,97.9
479,33.3,33.45,34.75,32.78,33.3,34.7,34.8,34.9,35.45,38.4,98.0
480,33.525,33.6,35.075,32.980000000000004,33.475,34.975,35.10000000000001,35.1,35.75,38.625,98.1
481,33.875,34.025000000000006,35.525000000000006,33.36,33.85,35.349999999999994,35.525,35.5,36.1,39.050000000000004,98.1
482,34.325,34.45,36.050000000000004,33.74,34.3,35.8,36.05,35.9,36.525,39.550000000000004,98.1
483,34.6,34.65,36.35,33.980000000000004,34.575,36.075,36.275,36.0,36.775,39.825,98.2
484,34.5,34.6,36.275,33.82,34.425,35.925,36.099999999999994,35.9,36.625,39.675,98.3
485,34.150000000000006,34.349999999999994,35.875,33.56,34.150000000000006,35.575,35.725,35.7,36.324999999999996,39.125,98.3
486,34.150000000000006,34.375,35.775,33.6,34.175,35.575,35.7,35.7,36.25,39.125,98.2
487,34.3,34.525000000000006,35.975,33.8,34.4,35.8,35.95,35.9,36.425,39.325,98.1
488,34.3,34.525000000000006,36.0,33.8,34.375,35.8,35.975,35.9,36.45,39.275,98.1
489,34.375,34.525000000000006,36.0,33.86,34.425,35.824999999999996,35.975,35.9,36.425,39.25,98.0
490,34.574999999999996,34.75,36.25,34.06,34.675,36.05,36.2,36.2,36.625,39.475,98.0
491,34.849999999999994,35.025000000000006,36.575,34.260000000000005,34.875,36.275,36.425000000000004,36.4,36.875,39.75,98.2
492,34.849999999999994,35.025000000000006,36.575,34.2,34.825,36.2,36.375,36.4,36.775,39.6,98.2
493,34.825,34.975,36.45,34.18000000000001,34.75,36.125,36.3,36.5,36.7,39.5,98.1
494,34.925,35.150000000000006,36.599999999999994,34.28,34.875,36.35,36.4,36.8,36.824999999999996,39.525000000000006,98.1
495,35.175000000000004,35.45,36.9,34.620000000000005,35.2,36.60000000000001,36.75,37.0,37.10000000000001,39.825,98.1
496,35.475,35.7,37.175,34.82,35.375,36.8,37.025,37.2,37.275,40.15,98.1
497,35.6,35.849999999999994,37.225,34.92,35.475,36.875,37.10000000000001,37.3,37.425000000000004,40.224999999999994,98.0
498,35.65,35.849999999999994,37.275,34.98,35.5,36.925,37.10000000000001,37.4,37.5,40.224999999999994,98.0
499,35.775,35.925,37.375,34.99999999999999,35.55,37.05,37.2,37.5,37.575,40.275,98.0
500,35.875,36.025,37.475,35.14,35.725,37.175,37.325,37.7,37.675,40.375,98.0
501,36.0,36.2,37.65,35.239999999999995,35.875,37.27499999999999,37.55,37.9,37.775,40.525000000000006,97.9
502,36.125,36.349999999999994,37.875,35.42,36.075,37.5,37.724999999999994,38.0,37.9,40.6,97.8
503,36.3,36.474999999999994,38.075,35.64,36.275,37.625,37.925,38.2,38.1,40.825,97.9
504,36.425,36.599999999999994,38.225,35.7,36.349999999999994,37.775,38.05,38.3,38.225,40.900000000000006,98.0
505,36.575,36.775,38.349999999999994,35.8,36.4,37.925,38.150000000000006,38.4,38.3,41.025000000000006,98.0
506,36.7,36.875,38.525,35.99999999999999,36.625,38.075,38.25,38.5,38.375,41.175,98.0
507,36.875,37.075,38.725,36.1,36.825,38.224999999999994,38.475,38.7,38.525,41.325,98.0
508,37.05,37.175,38.925000000000004,36.239999999999995,36.95,38.425000000000004,38.675,38.9,38.7,41.5,97.9
509,37.2,37.3,39.1,36.4,37.125,38.6,38.775,39.0,38.875,41.65,97.9
510,37.324999999999996,37.425,39.2,36.459999999999994,37.224999999999994,38.650000000000006,38.95,39.1,38.975,41.7,97.9
511,37.425000000000004,37.475,39.275,36.58,37.325,38.675,39.025,39.2,39.025,41.775,97.9
512,37.45,37.575,39.375,36.6,37.425,38.824999999999996,39.05,39.3,39.05,41.775,97.9
513,37.525,37.7,39.375,36.67999999999999,37.525000000000006,38.875,39.10000000000001,39.4,39.075,41.825,97.9
514,37.725,37.775,39.525,36.74,37.625,38.975,39.224999999999994,39.4,39.2,41.95,97.9
515,37.95,38.05,39.825,36.980000000000004,37.8,39.224999999999994,39.5,39.6,39.45,42.15,97.9
516,38.2,38.175,40.1,37.16,38.0,39.475,39.724999999999994,39.8,39.724999999999994,42.35,97.9
517,38.2,38.275,40.15,37.279999999999994,38.2,39.525,39.85,40.0,39.825,42.525,97.9
518,38.2,38.275,40.175,37.260000000000005,38.2,39.55,39.8,40.0,39.8,42.47500000000001,97.9
519,38.2,38.275,40.05,37.260000000000005,38.125,39.5,39.8,40.0,39.699999999999996,42.425,97.9
520,38.2,38.3,40.1,37.32000000000001,38.15,39.550000000000004,39.8,40.0,39.699999999999996,42.4,97.9
521,38.324999999999996,38.425,40.3,37.519999999999996,38.3,39.650000000000006,39.949999999999996,40.2,39.775,42.47500000000001,97.8
522,38.575,38.725,40.575,37.620000000000005,38.599999999999994,39.900000000000006,40.224999999999994,40.5,40.025000000000006,42.85,97.8
523,38.824999999999996,38.975,40.925000000000004,37.88000000000001,38.975,40.3,40.55,40.8,40.3,43.175000000000004,97.9
524,39.1,39.150000000000006,41.175,38.059999999999995,39.15,40.45,40.8,41.0,40.55,43.375,97.9
525,39.324999999999996,39.4,41.325,38.28,39.25,40.650000000000006,40.975,41.2,40.824999999999996,43.525000000000006,98.1
526,39.575,39.650000000000006,41.575,38.480000000000004,39.575,41.0,41.150000000000006,41.5,40.974999999999994,43.89999999999999,97.9
527,39.65,39.675000000000004,41.699999999999996,38.46,39.625,41.05,41.325,41.6,41.025000000000006,43.925,98.0
528,39.425,39.475,41.525000000000006,38.2,39.325,40.575,41.125,41.4,40.875,43.325,98.0
529,39.15,39.3,41.025000000000006,38.08,38.925,40.25,40.675,41.2,40.55,42.95,98.0
530,39.125,39.25,41.0,38.14,39.025,40.3,40.65,41.2,40.575,43.025000000000006,97.9
531,39.45,39.6,41.45,38.480000000000004,39.375,40.75,41.075,41.4,40.925,43.5,97.9
532,39.625,39.675,41.675,38.54,39.525,40.875,41.224999999999994,41.5,41.05,43.625,97.9
533,39.6,39.7,41.625,38.54,39.5,40.85,41.150000000000006,41.5,41.025000000000006,43.5,97.9
534,39.6,39.7,41.6,38.54,39.525000000000006,40.85,41.150000000000006,41.6,41.025000000000006,43.525000000000006,97.8
535,39.7,39.75,41.725,38.6,39.725,40.975,41.3,41.8,41.1,43.650000000000006,97.8
536,39.849999999999994,39.85,41.775000000000006,38.739999999999995,39.75,41.125,41.35,41.9,41.225,43.725,97.8
537,39.925,39.974999999999994,41.9,38.8,39.9,41.150000000000006,41.4,42.1,41.325,43.725,97.8
538,40.175,40.25,42.349999999999994,39.17999999999999,40.199999999999996,41.5,41.77499999999999,42.4,41.775,44.125,97.9
539,40.5,40.75,42.875,39.480000000000004,40.775000000000006,42.025,42.325,42.8,42.125,44.725,97.9
540,40.7,40.849999999999994,42.9,39.559999999999995,40.975,42.150000000000006,42.425,42.8,42.2,44.8,97.9
541,40.65,40.7,42.8,39.48,40.75,42.0,42.3,42.7,42.1,44.599999999999994,97.9
542,40.475,40.474999999999994,42.474999999999994,39.2,40.425,41.7,41.975,42.5,41.875,44.275,97.9
543,40.400000000000006,40.375,42.425,39.2,40.375,41.575,41.85,42.5,41.8,44.125,97.8
544,40.45,40.474999999999994,42.45,39.32000000000001,40.425,41.625,41.95,42.6,41.85,44.275,97.8
545,40.6,40.6,42.575,39.5,40.65,41.85,42.175,42.8,41.95,44.5,97.7
546,40.75,40.775,42.699999999999996,39.599999999999994,40.775,41.949999999999996,42.275000000000006,42.9,42.075,44.575,97.7
547,40.725,40.8,42.675000000000004,39.599999999999994,40.775000000000006,41.949999999999996,42.325,42.9,42.1,44.55,97.9
548,40.725,40.85,42.74999999999999,39.62,40.775000000000006,42.0,42.4,42.9,42.199999999999996,44.55,97.9
549,40.849999999999994,41.0,42.900000000000006,39.660000000000004,41.0,42.1,42.475,43.1,42.275,44.625,97.9
550,41.075,41.175,43.2,40.0,41.25,42.375,42.699999999999996,43.4,42.5,44.95,97.7
551,41.349999999999994,41.324999999999996,43.45,40.2,41.475,42.650000000000006,42.925000000000004,43.6,42.7,45.175000000000004,97.6
552,41.475,41.474999999999994,43.599999999999994,40.279999999999994,41.525,42.724999999999994,43.025000000000006,43.7,42.775,45.2,97.6
553,41.475,41.474999999999994,43.599999999999994,40.279999999999994,41.575,42.724999999999994,43.025000000000006,43.7,42.85,45.2,97.7
554,41.5,41.5,43.62499999999999,40.3,41.575,42.75,43.05,43.7,42.9,45.2,97.7
555,41.575,41.6,43.7,40.42,41.675,42.85,43.224999999999994,43.8,43.0,45.3,97.8
556,41.675,41.7,43.85,40.58,41.775000000000006,42.975,43.375,44.0,43.175,45.4,97.8
557,41.849999999999994,41.875,44.0,40.660000000000004,41.925,43.125,43.475,44.1,43.224999999999994,45.625,97.7
558,41.975,42.0,44.175,40.8,42.05,43.25,43.550000000000004,44.2,43.35,45.775,97.7
559,42.075,42.1,44.3,40.900000000000006,42.25,43.4,43.7,44.4,43.475,45.85,97.7
560,42.425000000000004,42.525,44.599999999999994,41.44,42.65,43.675,44.175,44.7,43.925,46.52499999999999,97.9
561,42.55,42.725,44.825,41.64,42.875,43.85,44.425000000000004,44.9,44.125,46.75,97.9
562,42.675,42.875,44.975,41.78,43.074999999999996,44.025,44.6,45.1,44.25,46.925000000000004,97.9
563,42.8,43.074999999999996,45.224999999999994,42.00000000000001,43.349999999999994,44.125,44.75,45.3,44.4,47.175000000000004,97.8
564,42.97500000000001,43.2,45.400000000000006,42.17999999999999,43.75,44.425000000000004,44.975,45.5,44.625,47.3,97.8
565,43.1,43.275,45.45,42.14,43.7,44.45,44.975,45.5,44.75,47.425,97.8
566,43.050000000000004,43.24999999999999,45.4,42.12,43.550000000000004,44.4,44.95,45.5,44.75,47.324999999999996,97.7
567,43.050000000000004,43.24999999999999,45.4,42.12,43.525,44.325,44.925000000000004,45.5,44.75,47.324999999999996,97.7
568,43.1,43.325,45.425000000000004,42.199999999999996,43.574999999999996,44.4,44.95,45.6,44.75,47.4,97.7
569,43.27499999999999,43.475,45.574999999999996,42.239999999999995,43.699999999999996,44.65,45.2,45.8,44.925,47.625,97.7
570,43.400000000000006,43.575,45.7,42.440000000000005,43.849999999999994,44.724999999999994,45.349999999999994,45.9,45.099999999999994,47.775,97.7
571,43.475,43.575,45.775000000000006,42.440000000000005,43.925,44.8,45.375,46.0,45.25,47.875,97.7
572,43.475,43.6,45.775000000000006,42.42,43.925,44.8,45.375,45.9,45.275,47.8,97.7
573,43.45,43.675,45.775000000000006,42.459999999999994,43.925,44.8,45.4,45.9,45.300000000000004,47.75,97.7
574,43.475,43.65,45.775000000000006,42.5,43.925,44.775000000000006,45.349999999999994,46.1,45.325,47.8,97.7
575,43.5,43.675,45.775000000000006,42.5,43.95,44.775000000000006,45.349999999999994,46.1,45.325,47.8,97.7
576,43.5,43.650000000000006,45.775000000000006,42.480000000000004,43.95,44.775000000000006,45.349999999999994,46.1,45.325,47.75,97.8
577,43.525,43.62500000000001,45.75,42.480000000000004,43.925,44.775000000000006,45.325,46.1,45.375,47.725,97.8
578,43.6,43.725,45.775000000000006,42.519999999999996,44.00000000000001,44.8,45.275000000000006,46.1,45.425,47.75,97.7
579,43.675,43.8,45.900000000000006,42.62,44.125,44.925,45.5,46.2,45.55,47.9,97.7
580,43.8,43.974999999999994,45.975,42.739999999999995,44.275,45.074999999999996,45.675,46.3,45.625,48.05,97.7
581,43.9,44.025,46.074999999999996,42.8,44.325,45.175,45.775000000000006,46.4,45.725,48.150000000000006,97.7
582,43.974999999999994,44.1,46.224999999999994,42.879999999999995,44.45,45.275000000000006,45.8,46.6,45.85,48.2,97.7
583,44.025,44.125,46.275000000000006,42.92,44.50000000000001,45.35,45.9,46.7,45.875,48.4,97.6
584,44.075,44.225,46.425000000000004,43.00000000000001,44.575,45.425,46.0,46.8,46.0,48.474999999999994,97.8
585,44.224999999999994,44.325,46.475,43.059999999999995,44.625,45.5,46.1,46.9,46.125,48.525000000000006,97.8
586,44.35,44.400000000000006,46.574999999999996,43.220000000000006,44.8,45.625,46.175,46.9,46.2,48.65,97.7
587,44.475,44.550000000000004,46.75,43.239999999999995,44.97500000000001,45.75,46.3,47.0,46.375,48.8,97.7
588,44.55,44.575,46.875,43.339999999999996,45.099999999999994,45.875,46.425000000000004,47.1,46.475,48.925,97.8
589,44.55,44.6,46.875,43.38,45.099999999999994,45.875,46.5,47.1,46.55,48.925,97.9
590,44.574999999999996,44.625,46.875,43.38,45.099999999999994,45.95,46.5,47.1,46.55,48.925,97.9
591,44.625,44.65,46.9,43.440000000000005,45.099999999999994,45.975,46.5,47.1,46.55,48.97500000000001,97.9
592,44.724999999999994,44.699999999999996,47.0,43.48,45.199999999999996,46.050000000000004,46.574999999999996,47.3,46.7,49.1,97.9
593,44.825,44.825,47.15,43.660000000000004,45.349999999999994,46.224999999999994,46.675,47.4,46.85,49.275,97.9
594,44.975,44.975,47.325,43.82000000000001,45.525000000000006,46.35,46.925000000000004,47.5,47.0,49.400000000000006,97.9
595,45.025,45.15,47.375,43.84,45.625,46.474999999999994,47.05,47.6,47.099999999999994,49.5,97.9
596,45.074999999999996,45.075,47.4,43.84,45.699999999999996,46.49999999999999,47.025000000000006,47.6,47.125,49.525000000000006,97.9
597,45.05,45.0,47.224999999999994,43.739999999999995,45.55,46.425,46.9,47.6,47.075,49.425,97.9
598,44.925,44.95,47.15,43.660000000000004,45.400000000000006,46.224999999999994,46.849999999999994,47.6,46.949999999999996,49.225,97.9
599,44.875,44.95,47.15,43.660000000000004,45.349999999999994,46.2,46.875,47.6,46.949999999999996,49.25,97.8
600,45.0,45.075,47.2,43.760000000000005,45.575,46.425,46.975,47.7,47.05,49.425,97.9
601,45.150000000000006,45.3,47.5,43.92,45.675,46.625,47.2,47.8,47.275,49.550000000000004,97.9
602,45.45,45.45,47.775,44.17999999999999,46.00000000000001,46.925,47.5,48.0,47.425,49.900000000000006,97.9
603,45.55,45.55,47.975,44.279999999999994,46.15,47.050000000000004,47.6,48.1,47.575,50.075,98.0
604,45.574999999999996,45.525000000000006,48.0,44.3,46.175,47.050000000000004,47.6,48.2,47.625,50.05,98.0
605,45.525,45.425000000000004,47.775,44.120000000000005,46.00000000000001,46.95,47.425000000000004,48.1,47.60000000000001,50.0,98.0
606,45.425,45.425000000000004,47.650000000000006,44.059999999999995,45.925,46.849999999999994,47.275000000000006,48.1,47.575,49.875,98.0
607,45.45,45.45,47.599999999999994,44.14000000000001,45.975,46.849999999999994,47.275000000000006,48.2,47.599999999999994,49.9,97.9
608,45.45,45.575,47.775,44.260000000000005,46.12499999999999,47.0,47.550000000000004,48.3,47.7,50.15,97.9
609,45.575,45.575,47.825,44.279999999999994,46.2,47.075,47.574999999999996,48.4,47.724999999999994,50.175,97.9
610,45.55,45.575,47.800000000000004,44.239999999999995,46.2,47.025,47.550000000000004,48.4,47.724999999999994,50.15,97.9
611,45.5,45.525,47.75,44.21999999999999,46.15,47.0,47.5,48.3,47.724999999999994,50.05,97.9
612,45.5,45.45,47.75,44.239999999999995,46.15,46.925,47.5,48.3,47.724999999999994,50.05,97.9
613,45.525,45.5,47.75,44.279999999999994,46.175,47.050000000000004,47.525000000000006,48.4,47.75,50.099999999999994,97.9
614,45.599999999999994,45.65,47.875,44.3,46.225,47.125,47.625,48.5,47.85,50.275,97.9
615,45.7,45.7,48.0,44.38,46.375,47.224999999999994,47.75,48.6,47.975,50.324999999999996,98.0
616,45.775,45.75,48.075,44.46,46.475,47.35,47.8,48.6,48.099999999999994,50.425,98.1
617,45.875,45.849999999999994,48.125,44.5,46.525000000000006,47.425,47.9,48.7,48.225,50.47500000000001,98.0
618,45.875,45.875,48.224999999999994,44.559999999999995,46.62499999999999,47.475,47.95,48.8,48.275,50.575,98.0
619,45.975,45.925000000000004,48.300000000000004,44.58,46.699999999999996,47.525000000000006,47.975,48.8,48.325,50.6,98.0
620,46.0,45.95,48.300000000000004,44.66,46.724999999999994,47.550000000000004,48.0,48.9,48.35,50.675,98.0
621,46.025,46.025000000000006,48.375,44.67999999999999,46.825,47.675,48.175,49.0,48.425,50.7,98.0
622,46.099999999999994,46.099999999999994,48.425,44.779999999999994,46.975,47.775,48.275000000000006,49.1,48.5,50.775,98.0
623,46.175,46.224999999999994,48.575,44.839999999999996,47.05,47.85,48.35,49.1,48.625,51.0,98.0
624,46.35,46.349999999999994,48.7,44.94,47.15,47.975,48.45,49.2,48.775,51.15,98.0
625,46.4,46.349999999999994,48.825,45.080000000000005,47.224999999999994,48.050000000000004,48.574999999999996,49.3,48.85,51.3,98.0
626,46.425,46.349999999999994,48.85,45.080000000000005,47.224999999999994,48.125,48.625,49.3,48.875,51.324999999999996,98.0
627,46.4,46.349999999999994,48.825,44.99999999999999,47.224999999999994,48.125,48.625,49.3,48.875,51.2,98.0
628,46.4,46.325,48.75,44.99999999999999,47.175,48.099999999999994,48.5,49.3,48.875,51.15,98.0
629,46.375,46.325,48.724999999999994,44.99999999999999,47.199999999999996,48.025,48.5,49.4,48.875,51.15,98.0
630,46.4,46.349999999999994,48.724999999999994,44.99999999999999,47.199999999999996,48.074999999999996,48.525000000000006,49.4,48.9,51.175000000000004,98.0
631,46.475,46.349999999999994,48.825,45.019999999999996,47.275000000000006,48.125,48.574999999999996,49.5,48.925,51.225,98.0
632,46.5,46.45,48.9,45.160000000000004,47.375,48.2,48.7,49.6,49.025000000000006,51.375,98.0
633,46.574999999999996,46.525000000000006,49.0,45.239999999999995,47.45,48.35,48.825,49.6,49.150000000000006,51.45,98.0
634,46.599999999999994,46.525000000000006,49.025000000000006,45.239999999999995,47.475,48.375,48.825,49.6,49.225,51.47500000000001,98.0
635,46.599999999999994,46.525000000000006,49.0,45.239999999999995,47.475,48.375,48.8,49.7,49.225,51.525000000000006,98.0
636,46.625,46.55,49.0,45.239999999999995,47.475,48.4,48.85,49.7,49.25,51.55,98.0
637,46.650000000000006,46.62499999999999,49.05,45.260000000000005,47.50000000000001,48.425,48.875,49.8,49.275,51.55,98.0
638,46.675,46.65,49.075,45.339999999999996,47.599999999999994,48.5,48.95,49.8,49.35,51.575,98.0
639,46.72500000000001,46.7,49.099999999999994,45.339999999999996,47.599999999999994,48.525,49.0,49.9,49.375,51.7,98.0
640,46.824999999999996,46.775000000000006,49.2,45.38,47.675,48.60000000000001,49.074999999999996,49.9,49.475,51.775,98.0
641,46.925,46.800000000000004,49.224999999999994,45.44,47.775000000000006,48.7,49.125,50.1,49.575,51.824999999999996,98.0
642,46.975,46.875,49.35,45.44,47.875,48.775,49.150000000000006,50.1,49.725,51.875,98.1
643,47.025000000000006,46.95,49.425000000000004,45.540000000000006,47.95,48.85,49.25,50.2,49.8,51.97500000000001,98.1
644,47.05,47.0,49.5,45.56,48.074999999999996,48.900000000000006,49.35,50.3,49.8,52.075,98.1
645,47.099999999999994,47.025000000000006,49.52499999999999,45.620000000000005,48.125,48.975,49.35,50.3,49.925,52.1,98.1
646,47.150000000000006,47.050000000000004,49.650000000000006,45.68000000000001,48.2,49.05,49.425,50.3,49.925,52.175,98.1
647,47.225,47.099999999999994,49.675000000000004,45.68000000000001,48.224999999999994,49.150000000000006,49.574999999999996,50.3,50.025000000000006,52.25,98.1
648,47.25,47.2,49.675000000000004,45.76,48.275000000000006,49.224999999999994,49.625,50.4,50.05,52.275,98.1
649,47.3,47.25,49.7,45.8,48.3,49.3,49.675,50.4,50.10000000000001,52.324999999999996,98.1
650,47.35,47.275000000000006,49.775,45.8,48.4,49.400000000000006,49.724999999999994,50.5,50.175000000000004,52.425,98.1
651,47.425,47.35,49.825,45.86,48.45,49.400000000000006,49.8,50.6,50.199999999999996,52.525000000000006,98.1
652,47.449999999999996,47.375,49.875,45.879999999999995,48.525000000000006,49.425,49.8,50.6,50.275,52.6,98.1
653,47.449999999999996,47.375,49.9,45.959999999999994,48.55,49.425,49.825,50.7,50.3,52.6,98.1
654,47.449999999999996,47.375,49.949999999999996,45.980000000000004,48.55,49.475,49.875,50.7,50.325,52.6,98.1
655,47.55,47.425000000000004,50.02499999999999,46.040000000000006,48.625,49.60000000000001,49.95,50.8,50.425,52.7,98.1
656,47.650000000000006,47.550000000000004,50.150000000000006,46.18000000000001,48.75,49.675,50.050000000000004,50.9,50.55,52.8,98.1
657,47.8,47.64999999999999,50.324999999999996,46.239999999999995,48.975,49.849999999999994,50.25,51.1,50.725,52.95,98.1
658,47.95,47.75,50.5,46.379999999999995,49.125,50.05,50.425000000000004,51.2,50.775,53.1,98.2
659,47.95,47.75,50.5,46.379999999999995,49.125,50.075,50.425,51.2,50.825,53.125,98.2
660,47.925,47.75,50.474999999999994,46.379999999999995,49.1,49.99999999999999,50.4,51.2,50.825,53.075,98.2
661,47.85,47.724999999999994,50.4,46.339999999999996,48.975,49.95,50.25,51.2,50.725,52.925,98.2
662,47.800000000000004,47.65,50.3,46.279999999999994,48.975,49.875,50.25,51.2,50.725,52.824999999999996,98.1
663,47.800000000000004,47.675,50.3,46.3,48.95,49.875,50.25,51.2,50.7,52.875,98.1
664,47.825,47.724999999999994,50.35,46.3,48.975,49.925,50.3,51.3,50.7,52.925,98.0
665,47.85,47.775000000000006,50.375,46.39999999999999,49.05,49.975,50.325,51.3,50.800000000000004,52.95,98.0
666,47.925,47.825,50.449999999999996,46.5,49.15,50.125,50.475,51.4,50.85,53.075,98.0
667,48.0,47.9,50.575,46.580000000000005,49.175,50.275,50.550000000000004,51.5,50.925,53.199999999999996,98.0
668,48.099999999999994,48.0,50.725,46.6,49.325,50.375,50.675,51.5,51.075,53.25,98.1
669,48.099999999999994,48.050000000000004,50.725,46.68000000000001,49.400000000000006,50.400000000000006,50.724999999999994,51.5,51.125,53.3,98.1
670,48.125,48.050000000000004,50.75,46.68000000000001,49.400000000000006,50.400000000000006,50.724999999999994,51.6,51.125,53.324999999999996,98.1
671,48.175,48.050000000000004,50.775,46.68000000000001,49.45,50.425,50.75,51.6,51.125,53.35,98.1
672,48.175,48.125,50.8,46.68000000000001,49.45,50.5,50.825,51.7,51.2,53.35,98.1
673,48.225,48.14999999999999,50.849999999999994,46.779999999999994,49.55,50.525,50.85,51.8,51.225,53.400000000000006,98.1
674,48.275,48.175,50.925,46.839999999999996,49.6,50.599999999999994,50.925,51.8,51.225,53.474999999999994,98.1
675,48.3,48.2,51.0,46.9,49.675,50.650000000000006,50.975,51.9,51.375,53.525000000000006,98.1
676,48.35,48.275000000000006,51.075,46.980000000000004,49.75,50.75,51.075,51.9,51.425,53.65,98.1
677,48.425,48.35,51.2,46.980000000000004,49.875,50.875,51.175,52.0,51.5,53.725,98.1
678,48.525000000000006,48.45,51.349999999999994,47.080000000000005,49.975,51.075,51.300000000000004,52.1,51.625,53.8,98.1
