wavelength,blank,S9 Preheat,S9 Postheat,S9 Postheat Day 1,S9 Irrad 1,S9 Irrad 2,S9 Irrad 3,S9 Irrad 4,S9 Irrad 5,S9 Irrad 6,S9 Irrad 6 Redo,S9 Irrad 7,S9 Irrad 8,S9 Irrad 9,S9 Irrad 10,S9 Irrad 11,S9 Irrad 12,S9 Irrad 13,S9 Irrad 14,S9 Irrad 15
623,0.293,0.25875,0.288,0.303333333,0.42125,0.41175,0.4156,0.433,0.43425,0.43475,0.44925,0.43775,0.44775,0.44,0.43875,0.44325,0.45,0.468,0.43925,0.4115
624,0.291,0.2575,0.2866,0.302,0.421,0.412,0.415,0.43275,0.43425,0.43375,0.44875,0.4365,0.44775,0.43975,0.437,0.44175,0.45,0.4675,0.43875,0.41025
625,0.291,0.25675,0.2852,0.301,0.421,0.412,0.4146,0.4325,0.43325,0.43325,0.4485,0.4365,0.4475,0.43875,0.4365,0.4415,0.449,0.46625,0.438,0.40875
626,0.291,0.25675,0.2846,0.300666667,0.421,0.41225,0.415,0.4325,0.433,0.43325,0.4485,0.43625,0.4475,0.4385,0.4365,0.4415,0.449,0.46625,0.43775,0.40875
627,0.29,0.25675,0.2846,0.300666667,0.422,0.41375,0.4154,0.4325,0.433,0.43425,0.44875,0.4365,0.4475,0.4385,0.43675,0.4415,0.4495,0.4665,0.438,0.409
628,0.29,0.25675,0.285,0.300666667,0.42325,0.4145,0.4154,0.43325,0.4335,0.43425,0.44925,0.437,0.44825,0.439,0.43725,0.44225,0.4495,0.4665,0.438,0.409
629,0.29,0.2565,0.285,0.300666667,0.424,0.41475,0.4162,0.43325,0.4335,0.435,0.45,0.43775,0.44825,0.439,0.4375,0.44225,0.45,0.467,0.43775,0.40875
630,0.29,0.256,0.285,0.300666667,0.42425,0.41475,0.416,0.433,0.4335,0.435,0.45,0.43775,0.44825,0.439,0.4375,0.44225,0.45,0.467,0.4375,0.408
631,0.29,0.255,0.2842,0.299666667,0.4245,0.41475,0.4158,0.43325,0.4335,0.43475,0.45,0.43775,0.44825,0.43875,0.437,0.44225,0.45,0.46675,0.4365,0.4075
632,0.289,0.25425,0.283,0.299333333,0.42425,0.41475,0.4156,0.433,0.43325,0.43425,0.45,0.43725,0.448,0.43875,0.4365,0.44175,0.449,0.46575,0.43575,0.40675
633,0.288,0.25325,0.2818,0.298333333,0.42425,0.4145,0.4154,0.433,0.43275,0.4335,0.4495,0.4365,0.4475,0.4385,0.4365,0.44125,0.4485,0.4655,0.43425,0.40575
634,0.287,0.25325,0.281,0.297666667,0.4245,0.4145,0.4152,0.43275,0.43275,0.4335,0.4495,0.4365,0.44725,0.4385,0.436,0.44075,0.4485,0.465,0.43425,0.405
635,0.287,0.25325,0.281,0.297,0.4245,0.41475,0.4152,0.43275,0.4325,0.43375,0.4495,0.43675,0.44725,0.4385,0.436,0.44075,0.4485,0.465,0.43425,0.40475
636,0.287,0.25275,0.281,0.297,0.425,0.41475,0.4152,0.43275,0.4325,0.4335,0.4495,0.43675,0.44725,0.438,0.43575,0.44075,0.44825,0.465,0.43425,0.40425
637,0.287,0.2525,0.2804,0.296666667,0.42525,0.41525,0.4154,0.43275,0.4325,0.43375,0.4495,0.43625,0.447,0.438,0.43575,0.441,0.44825,0.46525,0.43375,0.4035
638,0.286,0.252,0.2804,0.296333333,0.42525,0.41525,0.4154,0.43275,0.4325,0.43375,0.4495,0.436,0.44675,0.438,0.43525,0.4405,0.44775,0.46475,0.433,0.40325
639,0.285,0.2515,0.2796,0.296,0.4255,0.41525,0.4154,0.43275,0.43225,0.43325,0.4495,0.436,0.44675,0.43775,0.43525,0.44,0.44775,0.4645,0.43275,0.4025
640,0.285,0.25075,0.278,0.295,0.4255,0.415,0.4152,0.432,0.43175,0.43325,0.4495,0.43525,0.4465,0.4375,0.435,0.43975,0.44675,0.46425,0.432,0.4015
641,0.284,0.2495,0.2772,0.294,0.42575,0.415,0.4144,0.432,0.43175,0.433,0.44875,0.43525,0.44625,0.43675,0.43475,0.439,0.44675,0.46375,0.43125,0.4005
642,0.283,0.249,0.2762,0.293333333,0.4255,0.4145,0.4138,0.4315,0.43125,0.4325,0.44875,0.43525,0.4465,0.43625,0.43475,0.43875,0.44625,0.46375,0.4305,0.39975
643,0.283,0.2485,0.276,0.292,0.4255,0.4145,0.4136,0.4305,0.431,0.4325,0.44875,0.435,0.446,0.43525,0.43375,0.438,0.44625,0.463,0.42975,0.3995
644,0.282,0.248,0.2754,0.291333333,0.4255,0.4145,0.4132,0.4305,0.4305,0.43225,0.44825,0.43475,0.44575,0.43475,0.433,0.43775,0.4455,0.46275,0.429,0.3985
645,0.281,0.24675,0.2746,0.290333333,0.4255,0.414,0.413,0.43025,0.43025,0.43175,0.4475,0.4345,0.4455,0.4345,0.4325,0.43675,0.445,0.46225,0.428,0.3975
646,0.281,0.246,0.2742,0.290333333,0.4255,0.41425,0.4124,0.43,0.42925,0.431,0.44725,0.4345,0.445,0.43425,0.43175,0.43675,0.44425,0.4615,0.42725,0.397
647,0.28,0.2455,0.2732,0.289333333,0.4255,0.41425,0.4124,0.42925,0.429,0.431,0.44725,0.43375,0.44475,0.4335,0.43175,0.43675,0.444,0.46125,0.427,0.39625
648,0.279,0.245,0.2728,0.289,0.425,0.4135,0.412,0.42925,0.429,0.43075,0.447,0.4335,0.444,0.43325,0.43125,0.43575,0.44375,0.4605,0.42625,0.39525
649,0.279,0.24475,0.272,0.288333333,0.425,0.41375,0.412,0.42925,0.4285,0.43,0.44625,0.43325,0.44375,0.43275,0.4305,0.43525,0.4425,0.46,0.4255,0.39475
650,0.278,0.24375,0.2712,0.287666667,0.42475,0.41325,0.4114,0.429,0.42825,0.43,0.446,0.4325,0.4435,0.43175,0.42975,0.435,0.4415,0.4595,0.42425,0.394
651,0.277,0.24325,0.271,0.287,0.42475,0.413,0.4112,0.4285,0.428,0.4295,0.44575,0.432,0.44325,0.43175,0.4295,0.43425,0.44125,0.45925,0.42425,0.39275
652,0.277,0.243,0.2704,0.286666667,0.425,0.413,0.4106,0.4285,0.42725,0.429,0.44475,0.432,0.44275,0.43175,0.429,0.43375,0.44075,0.45825,0.42375,0.39225
653,0.277,0.243,0.27,0.286333333,0.425,0.413,0.4104,0.428,0.4275,0.42875,0.44475,0.4315,0.442,0.4305,0.42875,0.43325,0.44075,0.45825,0.4235,0.39125
654,0.276,0.2425,0.27,0.286333333,0.42525,0.413,0.4102,0.4275,0.427,0.42825,0.44475,0.43125,0.442,0.4305,0.42825,0.433,0.4405,0.45775,0.42275,0.39125
655,0.276,0.24175,0.2692,0.285333333,0.42525,0.41275,0.4098,0.42725,0.427,0.4275,0.4445,0.4305,0.4415,0.42975,0.42775,0.43175,0.43975,0.457,0.42175,0.39
656,0.274,0.24075,0.268,0.284333333,0.42425,0.41175,0.409,0.4255,0.4255,0.42675,0.44375,0.42975,0.44075,0.42925,0.42625,0.431,0.43875,0.45575,0.42025,0.38875
657,0.273,0.239,0.2668,0.282666667,0.42325,0.411,0.4078,0.42475,0.4245,0.42525,0.442,0.42825,0.439,0.427,0.42525,0.42925,0.43725,0.45475,0.41775,0.3865
658,0.272,0.23775,0.2654,0.282,0.422,0.40975,0.4068,0.424,0.42325,0.42425,0.4405,0.427,0.438,0.426,0.4235,0.428,0.43525,0.4535,0.417,0.38575
659,0.272,0.238,0.2652,0.281,0.422,0.40975,0.4064,0.4235,0.423,0.42425,0.44025,0.42675,0.438,0.42575,0.4235,0.4275,0.43525,0.45275,0.4165,0.38575
660,0.272,0.23825,0.2652,0.281333333,0.42225,0.41,0.4064,0.42375,0.42325,0.4245,0.44075,0.427,0.438,0.42575,0.4235,0.4275,0.43525,0.45275,0.417,0.3855
661,0.272,0.239,0.2664,0.282333333,0.42375,0.41025,0.4068,0.424,0.423,0.4245,0.441,0.42775,0.438,0.426,0.4235,0.42775,0.4355,0.453,0.41725,0.3855
662,0.273,0.239,0.2664,0.282666667,0.424,0.4105,0.4072,0.42375,0.423,0.42475,0.44125,0.42775,0.438,0.42625,0.4245,0.42775,0.4355,0.453,0.41675,0.3855
663,0.273,0.23875,0.2662,0.282333333,0.424,0.4105,0.4074,0.423,0.423,0.4245,0.441,0.4275,0.438,0.42625,0.424,0.42775,0.43525,0.4525,0.4165,0.38475
664,0.272,0.23825,0.266,0.282,0.424,0.41025,0.4066,0.423,0.422,0.42425,0.4405,0.42725,0.43725,0.4245,0.42375,0.427,0.43425,0.452,0.41525,0.3845
665,0.272,0.23725,0.2654,0.281333333,0.42325,0.40975,0.4062,0.42225,0.422,0.423,0.4395,0.426,0.43625,0.42425,0.42275,0.426,0.4335,0.45125,0.4145,0.3835
666,0.272,0.23675,0.2648,0.280666667,0.423,0.40925,0.4054,0.42175,0.4205,0.42225,0.4385,0.42575,0.43525,0.42325,0.4215,0.4255,0.43275,0.45025,0.41325,0.38175
667,0.27,0.236,0.2638,0.279666667,0.42175,0.40775,0.4044,0.42075,0.41925,0.4215,0.43725,0.4245,0.43425,0.4225,0.42,0.424,0.43175,0.44975,0.412,0.381
668,0.269,0.23575,0.263,0.279,0.42075,0.40675,0.403,0.41975,0.41875,0.4205,0.43625,0.42325,0.4335,0.4215,0.419,0.423,0.4305,0.448,0.4115,0.38
669,0.269,0.2355,0.2624,0.278333333,0.4205,0.4065,0.4026,0.4195,0.418,0.42,0.436,0.4225,0.43275,0.42025,0.418,0.42225,0.429,0.447,0.4105,0.37875
670,0.269,0.235,0.2624,0.278333333,0.42,0.4065,0.4026,0.41925,0.418,0.41925,0.4355,0.42225,0.432,0.41975,0.418,0.42175,0.42875,0.44675,0.40975,0.37775
671,0.268,0.23475,0.2624,0.277666667,0.42,0.406,0.4022,0.4185,0.4175,0.419,0.435,0.4215,0.43175,0.419,0.41725,0.421,0.4285,0.44575,0.409,0.37775
672,0.268,0.23425,0.2614,0.277333333,0.41975,0.40525,0.4016,0.41775,0.417,0.419,0.435,0.42125,0.43075,0.41875,0.4165,0.42025,0.4275,0.445,0.4085,0.377
673,0.268,0.23375,0.2612,0.277333333,0.419,0.40525,0.4006,0.417,0.41575,0.41725,0.434,0.42025,0.43,0.4175,0.41575,0.41925,0.427,0.44475,0.4075,0.37625
674,0.267,0.23325,0.2604,0.276666667,0.41825,0.4045,0.4002,0.416,0.4155,0.41625,0.433,0.41925,0.429,0.4165,0.4145,0.418,0.42625,0.44325,0.40625,0.375
675,0.267,0.23275,0.2594,0.276333333,0.41775,0.40325,0.3994,0.41525,0.4145,0.4155,0.43175,0.418,0.4285,0.41525,0.4135,0.4165,0.42475,0.4425,0.40525,0.374
676,0.266,0.232,0.2592,0.275333333,0.417,0.40225,0.3984,0.414,0.41325,0.4145,0.4305,0.417,0.428,0.41475,0.413,0.41525,0.4235,0.441,0.4045,0.37275
677,0.266,0.23125,0.2578,0.274,0.416,0.40125,0.3972,0.41325,0.4115,0.4135,0.429,0.41625,0.42675,0.413,0.4115,0.415,0.42175,0.43975,0.403,0.3715
678,0.265,0.23,0.2572,0.273666667,0.41425,0.4,0.3954,0.412,0.411,0.41125,0.42725,0.41475,0.4255,0.41175,0.4095,0.413,0.42025,0.43875,0.40075,0.3705
679,0.263,0.22925,0.2562,0.272666667,0.41275,0.3985,0.3946,0.411,0.40925,0.40975,0.426,0.41325,0.42375,0.41025,0.408,0.41175,0.41925,0.4365,0.4,0.36925
680,0.263,0.229,0.2558,0.272333333,0.412,0.398,0.394,0.41,0.40875,0.40925,0.4255,0.41225,0.42275,0.40975,0.40775,0.41025,0.419,0.4355,0.4,0.3685
681,0.263,0.229,0.2558,0.272333333,0.41175,0.398,0.3936,0.40975,0.40875,0.409,0.42525,0.412,0.42225,0.40925,0.4075,0.41,0.418,0.435,0.399,0.3685
682,0.263,0.229,0.2562,0.272333333,0.41175,0.39775,0.3934,0.40925,0.40825,0.409,0.42525,0.41225,0.42225,0.40925,0.40675,0.4095,0.418,0.43475,0.399,0.3685
683,0.263,0.22925,0.2562,0.272666667,0.41175,0.3975,0.3928,0.40925,0.408,0.4085,0.42475,0.4115,0.42125,0.40875,0.4065,0.409,0.4175,0.43475,0.399,0.368
684,0.263,0.22925,0.2566,0.272,0.4115,0.39675,0.3926,0.408,0.4075,0.40775,0.424,0.41125,0.4205,0.40825,0.4065,0.409,0.417,0.43425,0.398,0.36725
685,0.262,0.229,0.256,0.271666667,0.4105,0.396,0.3918,0.40725,0.406,0.40725,0.42325,0.4095,0.41925,0.407,0.405,0.4075,0.415,0.4325,0.39725,0.366
686,0.262,0.2285,0.2552,0.271666667,0.41,0.39425,0.3906,0.4065,0.40525,0.406,0.42125,0.40925,0.41875,0.406,0.40425,0.4065,0.4135,0.4315,0.396,0.365
687,0.261,0.2275,0.2548,0.270666667,0.40925,0.393,0.3894,0.40575,0.40425,0.40475,0.42,0.4075,0.41725,0.405,0.4035,0.40525,0.41275,0.43025,0.39475,0.3645
688,0.261,0.22725,0.2546,0.270666667,0.40775,0.39225,0.389,0.4045,0.403,0.40325,0.41975,0.4065,0.41625,0.40325,0.40175,0.40375,0.411,0.429,0.39375,0.363
689,0.26,0.2265,0.2538,0.27,0.407,0.39125,0.388,0.40325,0.402,0.40175,0.41875,0.40525,0.41425,0.4015,0.4005,0.4025,0.40975,0.428,0.39325,0.362
690,0.26,0.22625,0.2538,0.27,0.40575,0.39,0.3866,0.402,0.401,0.40125,0.41775,0.40475,0.41375,0.40025,0.4005,0.402,0.4095,0.42625,0.392,0.361
691,0.26,0.2255,0.253,0.269333333,0.4045,0.38925,0.3862,0.40125,0.40025,0.4,0.41625,0.4035,0.41275,0.39925,0.399,0.4,0.40875,0.42525,0.391,0.36
692,0.26,0.225,0.2524,0.268,0.4035,0.38875,0.385,0.4,0.39825,0.399,0.415,0.40275,0.412,0.39825,0.3975,0.399,0.407,0.42425,0.39025,0.35925
693,0.259,0.22475,0.2516,0.268,0.40225,0.38725,0.384,0.39875,0.398,0.398,0.414,0.401,0.41025,0.397,0.3955,0.3975,0.406,0.423,0.389,0.358
694,0.258,0.22425,0.251,0.267333333,0.40125,0.386,0.382,0.39725,0.396,0.3965,0.413,0.39975,0.40875,0.39525,0.39475,0.39575,0.40425,0.4215,0.38775,0.35725
695,0.258,0.22375,0.25,0.266666667,0.40025,0.3845,0.3802,0.39575,0.39425,0.3945,0.41075,0.3985,0.4075,0.39375,0.393,0.3945,0.40175,0.42,0.38675,0.3555
696,0.256,0.2225,0.249,0.265333333,0.398,0.38225,0.3788,0.394,0.39325,0.39375,0.40825,0.3955,0.40575,0.3915,0.391,0.392,0.3995,0.41825,0.384,0.35375
697,0.255,0.221,0.248,0.263666667,0.39525,0.3795,0.377,0.3925,0.39175,0.39075,0.4055,0.3935,0.40475,0.38925,0.3885,0.3905,0.39775,0.41575,0.3815,0.35125
698,0.255,0.22025,0.2472,0.263,0.39375,0.37825,0.3756,0.39125,0.38975,0.39025,0.40425,0.39175,0.40325,0.3875,0.387,0.38875,0.397,0.41525,0.3805,0.35025
699,0.254,0.22,0.2474,0.263,0.3935,0.378,0.3754,0.3915,0.38975,0.38975,0.404,0.392,0.40225,0.3875,0.387,0.3885,0.3965,0.41375,0.3805,0.35025
700,0.255,0.22075,0.2476,0.262666667,0.394,0.378,0.376,0.39125,0.38975,0.38975,0.404,0.392,0.402,0.38725,0.38675,0.38875,0.39625,0.41375,0.381,0.35025
701,0.255,0.221,0.248,0.263333333,0.3945,0.378,0.3758,0.39075,0.3895,0.38975,0.404,0.392,0.40175,0.38725,0.38675,0.3885,0.39625,0.41375,0.38075,0.35025
702,0.255,0.221,0.2482,0.263666667,0.39425,0.3775,0.3758,0.38975,0.3885,0.38925,0.40425,0.39175,0.40175,0.387,0.38675,0.38775,0.396,0.41325,0.38125,0.3505
703,0.255,0.221,0.248,0.263666667,0.39375,0.37675,0.3746,0.389,0.38775,0.3875,0.4035,0.391,0.4005,0.38675,0.3865,0.38725,0.39525,0.412,0.38075,0.34975
704,0.255,0.221,0.2478,0.263333333,0.39225,0.37525,0.3736,0.3875,0.38625,0.3865,0.4015,0.39025,0.399,0.3845,0.385,0.3855,0.39375,0.4105,0.3795,0.34875
705,0.254,0.2205,0.2472,0.263333333,0.3905,0.3745,0.3724,0.38625,0.385,0.38575,0.40025,0.38825,0.39725,0.38325,0.383,0.38425,0.39175,0.40925,0.37725,0.34775
706,0.253,0.2195,0.247,0.262333333,0.3895,0.37275,0.3714,0.38475,0.3835,0.3835,0.39875,0.387,0.397,0.382,0.3815,0.38225,0.3905,0.40825,0.377,0.34625
707,0.252,0.21925,0.2458,0.262333333,0.3885,0.37175,0.3704,0.384,0.3825,0.3825,0.397,0.38575,0.39475,0.38025,0.37975,0.38125,0.389,0.407,0.37525,0.34525
708,0.252,0.219,0.2452,0.261666667,0.387,0.371,0.369,0.383,0.381,0.38175,0.39575,0.38425,0.39325,0.3795,0.379,0.38,0.3875,0.40475,0.3745,0.34425
709,0.252,0.218,0.2446,0.261333333,0.3855,0.37,0.3672,0.382,0.3805,0.38,0.3945,0.38325,0.392,0.37775,0.37775,0.37825,0.386,0.404,0.37325,0.34375
710,0.252,0.218,0.2446,0.261,0.38425,0.3685,0.3666,0.38075,0.37975,0.37875,0.394,0.3825,0.39175,0.3765,0.376,0.3775,0.38475,0.4025,0.37225,0.34325
711,0.251,0.218,0.2446,0.260666667,0.383,0.36725,0.366,0.37925,0.379,0.37825,0.3935,0.3815,0.39075,0.3755,0.375,0.376,0.38325,0.402,0.371,0.34225
712,0.251,0.218,0.2442,0.260333333,0.38225,0.367,0.3646,0.379,0.37675,0.3775,0.392,0.38075,0.3885,0.37475,0.37425,0.3745,0.38175,0.4005,0.3705,0.34175
713,0.251,0.217,0.2436,0.26,0.3815,0.3655,0.3636,0.37875,0.376,0.3765,0.39025,0.37925,0.38775,0.3735,0.373,0.374,0.38075,0.399,0.36975,0.34075
714,0.25,0.21675,0.2432,0.259333333,0.37875,0.3635,0.3624,0.37775,0.375,0.375,0.389,0.37875,0.38725,0.372,0.3725,0.37275,0.3805,0.39725,0.36875,0.339
715,0.25,0.21675,0.2426,0.259,0.378,0.36325,0.3614,0.37575,0.37375,0.374,0.38775,0.37775,0.3855,0.37175,0.3715,0.3715,0.37875,0.39625,0.368,0.33875
716,0.25,0.216,0.2424,0.258333333,0.37775,0.362,0.3606,0.37475,0.37325,0.373,0.387,0.37675,0.3845,0.37075,0.37025,0.3705,0.37825,0.39575,0.367,0.3385
717,0.25,0.216,0.2424,0.258333333,0.37725,0.36075,0.36,0.37375,0.37275,0.3725,0.38675,0.3755,0.3835,0.36975,0.36875,0.37025,0.378,0.395,0.3665,0.33775
718,0.25,0.216,0.2424,0.258333333,0.37625,0.36025,0.3598,0.373,0.37275,0.3715,0.38625,0.3745,0.383,0.369,0.36825,0.3695,0.37675,0.3945,0.366,0.3375
719,0.25,0.216,0.2422,0.258333333,0.3755,0.3595,0.3592,0.372,0.37075,0.37075,0.38525,0.37425,0.3825,0.36875,0.368,0.369,0.3765,0.3935,0.365,0.33675
720,0.25,0.216,0.2422,0.258333333,0.3745,0.3585,0.3582,0.37075,0.36925,0.3705,0.38325,0.37325,0.38075,0.367,0.36725,0.36775,0.37525,0.3925,0.36425,0.33575
721,0.25,0.21525,0.2416,0.258333333,0.374,0.35775,0.357,0.37025,0.3685,0.3695,0.38275,0.37225,0.38,0.36575,0.366,0.3665,0.374,0.3915,0.3635,0.335
722,0.25,0.215,0.241,0.258333333,0.3725,0.3565,0.3562,0.36975,0.36675,0.369,0.38175,0.3715,0.3785,0.36475,0.365,0.365,0.37325,0.38975,0.36275,0.33425
723,0.25,0.215,0.2408,0.257333333,0.371,0.3555,0.355,0.3675,0.3665,0.36825,0.38125,0.37025,0.37675,0.36375,0.364,0.3635,0.37225,0.38925,0.3625,0.33325
724,0.249,0.2145,0.24,0.256333333,0.37025,0.354,0.3534,0.36625,0.36575,0.367,0.3795,0.36925,0.37625,0.3625,0.3625,0.36225,0.37125,0.388,0.3605,0.33225
725,0.249,0.2135,0.2396,0.256333333,0.36875,0.35225,0.3518,0.36525,0.36375,0.3655,0.3785,0.368,0.37525,0.3605,0.36175,0.36125,0.36975,0.38675,0.36,0.33175
726,0.248,0.21325,0.2394,0.255666667,0.3675,0.35125,0.3516,0.3645,0.36325,0.36375,0.377,0.366,0.3735,0.359,0.36025,0.35975,0.36875,0.38525,0.35875,0.33125
727,0.248,0.21275,0.2386,0.255333333,0.366,0.34975,0.351,0.3635,0.36275,0.3625,0.3765,0.365,0.37325,0.358,0.35925,0.359,0.36775,0.38425,0.358,0.33025
728,0.248,0.21225,0.2382,0.255,0.3655,0.34875,0.3498,0.363,0.3615,0.36125,0.37525,0.36375,0.37225,0.3575,0.358,0.3575,0.366,0.38375,0.35675,0.32975
729,0.248,0.21225,0.2378,0.255333333,0.364,0.347,0.3488,0.3615,0.3605,0.36025,0.37475,0.36325,0.3705,0.356,0.35625,0.357,0.36425,0.383,0.35625,0.329
730,0.248,0.21175,0.2378,0.254666667,0.36325,0.346,0.3484,0.361,0.3585,0.35925,0.3735,0.362,0.369,0.354,0.3555,0.35625,0.36275,0.382,0.355,0.328
731,0.247,0.2115,0.238,0.254,0.362,0.345,0.3478,0.359,0.35625,0.3585,0.37175,0.3605,0.36775,0.3515,0.35325,0.3555,0.3605,0.38075,0.35425,0.3275
732,0.247,0.2115,0.2376,0.253666667,0.36125,0.344,0.3468,0.35675,0.354,0.357,0.37025,0.358,0.36675,0.3505,0.351,0.3545,0.35925,0.378,0.3535,0.3255
733,0.246,0.21125,0.2376,0.253,0.3585,0.34275,0.3452,0.35525,0.3535,0.35475,0.36775,0.357,0.36525,0.34775,0.35,0.3525,0.3575,0.37675,0.35275,0.32475
734,0.246,0.211,0.237,0.253,0.35775,0.34175,0.3438,0.3545,0.352,0.3535,0.36675,0.3545,0.36325,0.34625,0.34925,0.351,0.3555,0.376,0.35075,0.32425
735,0.246,0.21075,0.2368,0.252666667,0.356,0.33975,0.3428,0.35425,0.351,0.35275,0.36575,0.35375,0.3625,0.3455,0.34825,0.349,0.3545,0.37475,0.35,0.32225
736,0.245,0.2105,0.2362,0.252,0.35475,0.338,0.3418,0.3525,0.35,0.3515,0.36425,0.35275,0.361,0.34475,0.3475,0.34625,0.3535,0.3725,0.349,0.32125
737,0.244,0.20975,0.2362,0.251666667,0.3535,0.337,0.34,0.3515,0.34825,0.34975,0.36225,0.3505,0.35875,0.343,0.3455,0.34575,0.3515,0.37125,0.3475,0.32
738,0.243,0.20875,0.2348,0.250666667,0.35175,0.33525,0.339,0.34975,0.3465,0.348,0.36075,0.34975,0.35775,0.34125,0.344,0.34425,0.35025,0.36875,0.3465,0.31975
739,0.242,0.20875,0.2346,0.250333333,0.351,0.3335,0.3372,0.3485,0.3455,0.34675,0.358,0.34775,0.35575,0.3405,0.34225,0.3415,0.3495,0.36675,0.345,0.31875
740,0.242,0.2085,0.2332,0.249333333,0.34875,0.33275,0.3356,0.348,0.344,0.345,0.35675,0.3475,0.355,0.3395,0.3405,0.33975,0.34775,0.366,0.34475,0.31825
741,0.242,0.20775,0.2328,0.249333333,0.348,0.3315,0.3352,0.347,0.34375,0.34425,0.3565,0.346,0.35375,0.33875,0.33975,0.33825,0.34675,0.365,0.34325,0.31725
742,0.241,0.207,0.2328,0.249333333,0.34675,0.331,0.3342,0.34575,0.343,0.3425,0.35575,0.345,0.35275,0.3375,0.3395,0.33725,0.34575,0.364,0.342,0.31625
743,0.241,0.207,0.2324,0.249,0.3455,0.32875,0.3328,0.34425,0.341,0.3415,0.35475,0.343,0.3515,0.3365,0.33875,0.336,0.34475,0.36275,0.3415,0.316
744,0.24,0.20675,0.2324,0.248333333,0.344,0.32775,0.3312,0.34325,0.34075,0.34075,0.353,0.34175,0.35,0.335,0.33775,0.33425,0.34325,0.362,0.34125,0.31475
745,0.239,0.206,0.2318,0.247666667,0.34275,0.3265,0.3298,0.342,0.33975,0.33875,0.35075,0.34075,0.349,0.3325,0.336,0.333,0.3415,0.3595,0.33975,0.314
746,0.239,0.20575,0.2312,0.247666667,0.3415,0.324,0.329,0.3405,0.3385,0.3385,0.35,0.33875,0.348,0.33225,0.335,0.332,0.34075,0.358,0.33875,0.31275
747,0.239,0.20525,0.2308,0.247333333,0.34,0.32325,0.3284,0.33875,0.33675,0.336,0.34775,0.33825,0.34625,0.33025,0.3335,0.331,0.3395,0.35675,0.3375,0.3115
748,0.239,0.205,0.2306,0.246666667,0.3385,0.32225,0.327,0.33825,0.33625,0.335,0.347,0.3375,0.345,0.3285,0.3325,0.32975,0.33825,0.35575,0.33725,0.31125
749,0.238,0.20475,0.2302,0.246333333,0.33725,0.32075,0.3258,0.33675,0.33475,0.3345,0.3455,0.33625,0.344,0.32775,0.33075,0.32825,0.3375,0.3545,0.3365,0.31
750,0.238,0.2045,0.2298,0.245666667,0.336,0.31925,0.325,0.335,0.33425,0.333,0.3445,0.33475,0.34325,0.32725,0.33,0.32725,0.33675,0.3535,0.3355,0.3095
751,0.237,0.20425,0.2294,0.245666667,0.33525,0.318,0.3238,0.33375,0.334,0.33175,0.34375,0.33275,0.34225,0.3265,0.32875,0.3255,0.33575,0.3515,0.3345,0.3085
752,0.237,0.20425,0.2294,0.245,0.33425,0.3175,0.3234,0.333,0.333,0.33075,0.34175,0.3325,0.34125,0.325,0.328,0.32525,0.334,0.35125,0.333,0.30825
753,0.237,0.204,0.2294,0.245,0.33375,0.31625,0.3224,0.333,0.33225,0.33075,0.34075,0.332,0.33975,0.3235,0.32675,0.32425,0.33225,0.35,0.333,0.30775
754,0.237,0.2035,0.2294,0.245,0.33375,0.316,0.3218,0.3315,0.331,0.32975,0.33975,0.332,0.339,0.3225,0.32575,0.32375,0.33225,0.34875,0.332,0.30675
755,0.237,0.203,0.2294,0.246,0.33275,0.315,0.3208,0.33075,0.3305,0.32875,0.3395,0.33125,0.33875,0.3215,0.32475,0.321,0.332,0.348,0.33125,0.30675
756,0.237,0.20325,0.229,0.245666667,0.33175,0.31475,0.32,0.32975,0.33,0.32775,0.33925,0.33,0.338,0.32125,0.32475,0.32075,0.331,0.34775,0.3305,0.3055
757,0.236,0.20325,0.2292,0.244333333,0.33025,0.31425,0.3192,0.329,0.32825,0.32675,0.33925,0.3295,0.33675,0.321,0.3235,0.31975,0.33025,0.34675,0.32975,0.305
758,0.236,0.2025,0.229,0.244333333,0.33,0.3125,0.3186,0.3275,0.32775,0.3265,0.3375,0.32875,0.33625,0.32025,0.32325,0.319,0.329,0.34575,0.3295,0.305
759,0.236,0.20225,0.229,0.244,0.3275,0.30925,0.317,0.3265,0.32725,0.32575,0.335,0.32825,0.334,0.32,0.32225,0.31825,0.328,0.344,0.32925,0.3045
760,0.234,0.201,0.2278,0.243666667,0.327,0.3085,0.3164,0.32525,0.32525,0.3245,0.33425,0.32625,0.331,0.31825,0.32125,0.31775,0.326,0.34175,0.328,0.304
761,0.234,0.20075,0.227,0.243,0.32625,0.30675,0.3154,0.32525,0.325,0.324,0.333,0.3255,0.331,0.31575,0.32025,0.31675,0.32525,0.34075,0.328,0.3025
762,0.234,0.2,0.227,0.242,0.3245,0.306,0.315,0.32425,0.32375,0.32125,0.33175,0.32425,0.33,0.3145,0.319,0.31525,0.32375,0.33975,0.3275,0.30075
763,0.233,0.199,0.227,0.241666667,0.32175,0.30375,0.3124,0.32225,0.322,0.319,0.33,0.31975,0.32875,0.3115,0.3165,0.312,0.32175,0.33825,0.32525,0.29925
764,0.232,0.19875,0.2256,0.241333333,0.3195,0.30275,0.3104,0.32125,0.32025,0.31725,0.32775,0.319,0.3265,0.30925,0.31475,0.30875,0.319,0.337,0.3235,0.299
