wavelength,blank,S9 Preheat,S9 Postheat,S9 Postheat Day 1,S9 Irrad 1,S9 Irrad 2,S9 Irrad 3,S9 Irrad 4,S9 Irrad 5,S9 Irrad 6,S9 Irrad 6 Redo,S9 Irrad 7,S9 Irrad 8,S9 Irrad 9,S9 Irrad 10,S9 Irrad 11,S9 Irrad 12,S9 Irrad 13,S9 Irrad 14,S9 Irrad 15
339,0.563,0.4765,0.5426,0.575,1.00725,1.0495,1.0624,1.08825,1.09725,1.07525,1.07825,1.06575,1.088,1.06575,1.06525,1.05675,1.0655,1.09,1.06175,1.03725
340,0.559,0.47375,0.5398,0.571,0.994,1.03475,1.048,1.07325,1.0825,1.0605,1.064,1.05175,1.07375,1.05275,1.05075,1.04425,1.05225,1.07725,1.04925,1.024
341,0.554,0.47025,0.5362,0.566666667,0.97975,1.01975,1.0324,1.05775,1.067,1.0455,1.049,1.03725,1.05875,1.03875,1.0365,1.03025,1.0385,1.06325,1.0355,1.01075
342,0.549,0.467,0.533,0.562333333,0.966,1.005,1.0172,1.04275,1.052,1.0315,1.03425,1.023,1.04475,1.02475,1.023,1.01725,1.02475,1.04925,1.0225,0.99775
343,0.548,0.46575,0.5314,0.561,0.95525,0.993,1.0048,1.031,1.04,1.0175,1.0225,1.011,1.033,1.0135,1.011,1.006,1.01375,1.03775,1.0115,0.98675
344,0.55,0.4675,0.5336,0.563666667,0.949,0.98575,0.9972,1.02325,1.0315,1.01025,1.01525,1.00375,1.02575,1.0055,1.004,0.9985,1.007,1.0315,1.006,0.9805
345,0.551,0.469,0.535,0.564333333,0.94375,0.97825,0.9906,1.01625,1.02475,1.00375,1.0105,0.99825,1.01725,0.99925,0.9985,0.99175,1.00125,1.025,1.00075,0.975
346,0.551,0.46875,0.5356,0.564333333,0.9355,0.968,0.9806,1.00675,1.01425,0.9945,1.00025,0.98875,1.00925,0.99175,0.98875,0.9835,0.993,1.01675,0.992,0.96675
347,0.549,0.467,0.5338,0.562333333,0.925,0.9555,0.9668,0.9925,1.00125,0.98225,0.9875,0.9765,0.99825,0.9795,0.97725,0.973,0.98125,1.0045,0.9795,0.956
348,0.545,0.46475,0.5304,0.557666667,0.912,0.94325,0.9534,0.9795,0.988,0.9695,0.975,0.9635,0.985,0.96675,0.96475,0.96025,0.9685,0.9925,0.96825,0.94425
349,0.542,0.46275,0.528,0.554666667,0.9015,0.931,0.9422,0.968,0.97625,0.95775,0.96275,0.952,0.973,0.956,0.953,0.95025,0.958,0.98175,0.95775,0.9345
350,0.54,0.46025,0.5266,0.552666667,0.89175,0.92,0.9318,0.95525,0.9645,0.947,0.95275,0.941,0.962,0.94575,0.94175,0.94025,0.9485,0.97175,0.94775,0.92425
351,0.535,0.458,0.524,0.55,0.88075,0.90825,0.9198,0.9445,0.95275,0.9345,0.9425,0.929,0.9495,0.9335,0.93175,0.9285,0.9365,0.9595,0.93625,0.91325
352,0.532,0.457,0.5224,0.548333333,0.86975,0.8975,0.9082,0.933,0.94175,0.92425,0.9305,0.91725,0.93825,0.92275,0.92075,0.919,0.926,0.9495,0.9265,0.904
353,0.532,0.4555,0.5218,0.547,0.8625,0.88875,0.9006,0.92425,0.931,0.91375,0.921,0.907,0.92875,0.91575,0.91225,0.90875,0.918,0.9405,0.9185,0.89675
354,0.529,0.455,0.5208,0.544666667,0.8535,0.8795,0.8896,0.914,0.922,0.90425,0.9145,0.9,0.9215,0.906,0.904,0.90275,0.90875,0.9325,0.913,0.8895
355,0.527,0.4535,0.5194,0.542666667,0.84575,0.86975,0.8798,0.90425,0.9155,0.8955,0.90475,0.89075,0.9125,0.8975,0.89575,0.896,0.90075,0.9235,0.90425,0.8815
356,0.528,0.454,0.5194,0.543333333,0.842,0.867,0.8752,0.90075,0.90875,0.88875,0.89825,0.88775,0.90475,0.89275,0.89025,0.88975,0.896,0.92,0.90075,0.87625
357,0.53,0.454,0.5212,0.546333333,0.841,0.864,0.8702,0.896,0.90475,0.887,0.896,0.88325,0.90075,0.89025,0.8875,0.88475,0.89375,0.91675,0.898,0.875
358,0.53,0.45375,0.5206,0.544666667,0.83,0.8525,0.86,0.88625,0.8975,0.87675,0.88625,0.87275,0.8955,0.87975,0.87925,0.87775,0.8875,0.90675,0.89125,0.867
359,0.524,0.45075,0.5172,0.541333333,0.817,0.8425,0.851,0.87475,0.884,0.86525,0.874,0.86025,0.884,0.8715,0.86475,0.86775,0.8765,0.89425,0.87925,0.854
360,0.527,0.45175,0.518,0.541333333,0.8145,0.8375,0.8474,0.87175,0.876,0.86325,0.87025,0.85775,0.878,0.86625,0.862,0.86325,0.87225,0.8925,0.8745,0.8525
361,0.529,0.45575,0.5216,0.544333333,0.81725,0.8365,0.847,0.8715,0.87625,0.8635,0.87025,0.858,0.8775,0.866,0.86175,0.863,0.87075,0.89375,0.8745,0.85425
362,0.533,0.46075,0.5276,0.548,0.8195,0.83625,0.846,0.87125,0.87625,0.864,0.87075,0.86125,0.8775,0.8645,0.86125,0.86275,0.871,0.89375,0.874,0.85175
363,0.533,0.46025,0.5292,0.548333333,0.81675,0.83275,0.844,0.868,0.874,0.8595,0.86575,0.85325,0.87375,0.859,0.85925,0.86,0.86775,0.889,0.87175,0.84775
364,0.531,0.45975,0.5276,0.546333333,0.80825,0.8235,0.8332,0.85775,0.86375,0.8495,0.85675,0.84525,0.86125,0.85025,0.852,0.84925,0.862,0.8785,0.8635,0.8405
365,0.526,0.458,0.5264,0.542333333,0.7995,0.8125,0.8232,0.849,0.85175,0.8405,0.847,0.83475,0.851,0.84325,0.84075,0.8405,0.8505,0.8685,0.854,0.83075
366,0.526,0.4575,0.5244,0.540666667,0.79075,0.80475,0.8158,0.8405,0.84425,0.83325,0.84025,0.8265,0.8435,0.83575,0.83225,0.8325,0.841,0.861,0.8465,0.82325
367,0.525,0.45675,0.5242,0.540333333,0.7835,0.799,0.8092,0.83275,0.83825,0.82625,0.83325,0.82,0.836,0.82925,0.825,0.8255,0.834,0.8555,0.8395,0.81775
368,0.523,0.454,0.5218,0.537,0.7765,0.7905,0.8022,0.82425,0.82975,0.819,0.8255,0.8125,0.8265,0.822,0.8175,0.8185,0.82775,0.847,0.83225,0.809
369,0.52,0.4525,0.5196,0.533333333,0.76825,0.78225,0.7936,0.8165,0.82075,0.8105,0.81775,0.8045,0.82,0.81425,0.8095,0.81075,0.81925,0.8395,0.8235,0.80175
370,0.519,0.45225,0.519,0.531333333,0.76275,0.77575,0.787,0.80975,0.81275,0.8035,0.81125,0.79775,0.8135,0.80825,0.8035,0.80575,0.81325,0.83275,0.81925,0.79625
371,0.519,0.452,0.519,0.531333333,0.75825,0.77075,0.7828,0.8025,0.80775,0.79875,0.80625,0.793,0.808,0.803,0.7975,0.79975,0.808,0.82825,0.8145,0.79125
372,0.517,0.45125,0.519,0.531,0.75225,0.76525,0.7758,0.7975,0.80175,0.79275,0.80075,0.787,0.80225,0.79825,0.7915,0.7945,0.802,0.82225,0.8085,0.78575
373,0.514,0.45025,0.5176,0.529,0.746,0.75825,0.768,0.7905,0.79425,0.78575,0.7955,0.78025,0.79425,0.791,0.7845,0.78775,0.795,0.81575,0.80075,0.7815
374,0.514,0.44725,0.5162,0.527,0.73925,0.75125,0.7626,0.7825,0.78675,0.77925,0.788,0.77325,0.788,0.784,0.77825,0.781,0.7875,0.8075,0.79475,0.77375
375,0.514,0.44725,0.5154,0.526666667,0.73475,0.7475,0.758,0.778,0.78325,0.776,0.7835,0.7685,0.78375,0.779,0.77375,0.77725,0.784,0.803,0.79125,0.77075
376,0.514,0.44975,0.5188,0.528,0.73475,0.74725,0.7572,0.77725,0.7825,0.77375,0.7825,0.767,0.78225,0.77875,0.77275,0.77625,0.7835,0.80175,0.791,0.77
377,0.52,0.45575,0.5214,0.533333333,0.735,0.746,0.7572,0.77725,0.7835,0.77375,0.783,0.7675,0.7825,0.779,0.77275,0.776,0.78375,0.8025,0.792,0.7715
378,0.522,0.46,0.5242,0.534333333,0.73525,0.74525,0.7574,0.7765,0.7825,0.77375,0.783,0.76775,0.78225,0.77875,0.77275,0.776,0.78375,0.8025,0.79225,0.7715
379,0.522,0.4605,0.5262,0.536333333,0.73475,0.74375,0.7558,0.77375,0.7785,0.7735,0.78075,0.7645,0.78025,0.7765,0.76925,0.7735,0.7825,0.8,0.78825,0.76825
380,0.52,0.45975,0.5258,0.533333333,0.72925,0.7375,0.749,0.767,0.77175,0.76625,0.7725,0.758,0.77175,0.76975,0.76425,0.7665,0.776,0.79375,0.78225,0.7625
381,0.519,0.456,0.5248,0.531666667,0.72175,0.7305,0.7424,0.76,0.7645,0.75975,0.76525,0.75125,0.76425,0.76225,0.7565,0.76025,0.769,0.786,0.7755,0.75525
382,0.518,0.45525,0.5242,0.531666667,0.71825,0.72575,0.7378,0.75525,0.75825,0.75475,0.76075,0.7465,0.75975,0.7575,0.7505,0.756,0.765,0.78125,0.7705,0.752
383,0.518,0.4555,0.5248,0.531666667,0.7165,0.72425,0.7362,0.753,0.75625,0.7515,0.75825,0.744,0.75625,0.75425,0.74775,0.75475,0.76275,0.77875,0.768,0.7495
384,0.518,0.45625,0.527,0.531666667,0.714,0.72225,0.7324,0.75075,0.75325,0.749,0.75575,0.742,0.753,0.75375,0.74625,0.7515,0.7595,0.77625,0.7655,0.748
385,0.518,0.45625,0.5268,0.531666667,0.7115,0.71975,0.728,0.7465,0.74825,0.7465,0.75025,0.73775,0.749,0.75025,0.7435,0.74875,0.75575,0.77325,0.7615,0.7455
386,0.518,0.45675,0.5268,0.531666667,0.70875,0.7165,0.7266,0.74375,0.74625,0.74225,0.749,0.735,0.74725,0.74625,0.739,0.74525,0.75425,0.77025,0.76125,0.7425
387,0.518,0.4575,0.527,0.532,0.7065,0.71225,0.7236,0.741,0.743,0.73975,0.74775,0.73275,0.74575,0.745,0.737,0.7435,0.75175,0.76675,0.7595,0.74075
388,0.517,0.4575,0.5274,0.531333333,0.701,0.70975,0.7188,0.73825,0.73925,0.73575,0.745,0.72825,0.7405,0.74,0.73275,0.7385,0.748,0.7615,0.75425,0.73725
389,0.516,0.4565,0.5264,0.530666667,0.69525,0.70325,0.7122,0.73125,0.733,0.731,0.73775,0.72275,0.73475,0.73425,0.726,0.733,0.7405,0.75475,0.749,0.73175
390,0.504,0.445,0.515,0.519333333,0.68,0.68725,0.6986,0.71625,0.7165,0.7145,0.725,0.7065,0.71975,0.71875,0.71225,0.718,0.72625,0.74075,0.73325,0.717
391,0.501,0.4425,0.5124,0.516333333,0.67525,0.68375,0.691,0.70675,0.70875,0.7085,0.71775,0.7,0.71275,0.71175,0.7045,0.71075,0.721,0.735,0.7265,0.7105
392,0.499,0.4415,0.5122,0.515666667,0.67375,0.678,0.6876,0.70275,0.70675,0.70525,0.7115,0.69675,0.708,0.70925,0.70075,0.70625,0.7175,0.73125,0.7235,0.706
393,0.499,0.441,0.5112,0.514666667,0.66875,0.6755,0.6852,0.70025,0.70375,0.70175,0.70925,0.694,0.70575,0.70575,0.69775,0.703,0.71375,0.726,0.722,0.70525
394,0.498,0.44,0.5108,0.514,0.66525,0.6725,0.6836,0.6985,0.70275,0.70075,0.7075,0.6915,0.704,0.70475,0.696,0.702,0.712,0.7245,0.7185,0.70275
395,0.498,0.43975,0.5106,0.513666667,0.66275,0.66875,0.6814,0.6975,0.70025,0.6985,0.70625,0.69125,0.70075,0.7025,0.69475,0.70125,0.7095,0.72325,0.71675,0.70075
396,0.498,0.4385,0.5096,0.512666667,0.65825,0.66525,0.6784,0.6945,0.69425,0.69425,0.70025,0.685,0.696,0.6985,0.68875,0.69675,0.7055,0.718,0.71375,0.69625
397,0.496,0.43725,0.5082,0.509333333,0.65425,0.65975,0.6722,0.68775,0.68775,0.68975,0.696,0.68075,0.691,0.6935,0.68425,0.6915,0.70075,0.7145,0.70875,0.69275
398,0.495,0.437,0.5074,0.509,0.65175,0.656,0.6688,0.6835,0.6845,0.686,0.69325,0.67625,0.68775,0.689,0.68125,0.68725,0.69775,0.7105,0.7045,0.688
399,0.495,0.43575,0.507,0.508,0.64975,0.654,0.6648,0.68,0.6805,0.684,0.69025,0.674,0.6845,0.68575,0.67825,0.68475,0.69425,0.708,0.70175,0.6855
400,0.493,0.435,0.5068,0.507,0.64675,0.65175,0.6612,0.6765,0.6775,0.6805,0.687,0.671,0.68,0.683,0.67425,0.68,0.69125,0.703,0.699,0.6825
401,0.491,0.4335,0.5058,0.504333333,0.6425,0.64775,0.6568,0.67275,0.6725,0.67625,0.68225,0.667,0.67525,0.67925,0.67,0.67625,0.687,0.69925,0.6945,0.679
402,0.49,0.43275,0.505,0.502666667,0.638,0.64525,0.654,0.6695,0.66925,0.67275,0.6785,0.66325,0.672,0.67525,0.6665,0.6735,0.68275,0.69525,0.69025,0.67575
403,0.489,0.4325,0.505,0.502,0.636,0.64225,0.6538,0.6665,0.66725,0.67175,0.6765,0.6615,0.6705,0.673,0.6635,0.6715,0.68125,0.69375,0.6875,0.6735
404,0.489,0.43275,0.505,0.502,0.63525,0.64225,0.6522,0.6655,0.66725,0.67025,0.67575,0.66025,0.67,0.67275,0.6625,0.671,0.68025,0.693,0.687,0.67325
405,0.49,0.433,0.5046,0.503,0.63475,0.641,0.6514,0.66475,0.665,0.67,0.67525,0.65925,0.668,0.6725,0.662,0.67025,0.67925,0.6925,0.6865,0.673
406,0.489,0.4335,0.5048,0.503,0.63225,0.63975,0.6502,0.66225,0.66425,0.668,0.6735,0.65875,0.6655,0.6705,0.66075,0.6685,0.677,0.69025,0.68475,0.6715
407,0.49,0.4335,0.5046,0.503333333,0.63,0.63575,0.6472,0.659,0.66075,0.66525,0.66925,0.6545,0.66175,0.6675,0.657,0.66525,0.67625,0.688,0.681,0.66825
408,0.488,0.433,0.5038,0.502,0.6285,0.6325,0.643,0.655,0.65725,0.6605,0.66575,0.651,0.659,0.6625,0.65375,0.661,0.672,0.684,0.67825,0.66425
409,0.486,0.43225,0.504,0.501666667,0.624,0.6295,0.6398,0.6505,0.65225,0.658,0.66325,0.64775,0.657,0.66075,0.65125,0.658,0.6695,0.6805,0.6755,0.66225
410,0.486,0.43225,0.503,0.501333333,0.6225,0.62875,0.6384,0.64975,0.65125,0.656,0.66225,0.6455,0.6555,0.65975,0.6495,0.65675,0.66725,0.679,0.6735,0.661
411,0.487,0.43225,0.5032,0.501333333,0.62125,0.626,0.637,0.649,0.64975,0.65525,0.661,0.64425,0.653,0.65875,0.647,0.65625,0.66675,0.677,0.67225,0.6595
412,0.486,0.43175,0.503,0.501,0.62,0.62525,0.6342,0.64625,0.6475,0.65275,0.65875,0.64325,0.651,0.6565,0.64525,0.654,0.6635,0.674,0.67075,0.6565
413,0.486,0.43175,0.5026,0.500666667,0.619,0.62275,0.6328,0.64275,0.64475,0.64925,0.6565,0.6405,0.64775,0.65275,0.6425,0.652,0.66225,0.67125,0.66725,0.65425
414,0.486,0.4315,0.5028,0.5,0.61525,0.62,0.6306,0.6405,0.64075,0.64625,0.65375,0.63875,0.64475,0.65,0.6385,0.64875,0.6605,0.6685,0.66575,0.65175
415,0.485,0.43125,0.5028,0.499,0.6125,0.61725,0.628,0.6385,0.638,0.645,0.65275,0.63525,0.6425,0.6485,0.6365,0.64675,0.6575,0.66625,0.663,0.6495
416,0.482,0.43,0.5022,0.498,0.6105,0.61475,0.6252,0.6365,0.63575,0.6425,0.65,0.6325,0.64025,0.646,0.635,0.6445,0.65525,0.66375,0.66175,0.647
417,0.482,0.429,0.5018,0.496,0.60725,0.61175,0.622,0.63325,0.633,0.63975,0.64625,0.63,0.63725,0.642,0.632,0.64125,0.65175,0.66025,0.6585,0.64575
418,0.481,0.42775,0.4992,0.494666667,0.60375,0.609,0.6188,0.62975,0.62975,0.63675,0.64275,0.6275,0.634,0.63975,0.628,0.638,0.648,0.6575,0.65525,0.64325
419,0.48,0.4265,0.4984,0.492666667,0.60025,0.606,0.6162,0.6275,0.6265,0.634,0.6395,0.6245,0.63075,0.637,0.62425,0.634,0.646,0.65375,0.65275,0.64075
420,0.479,0.42575,0.498,0.492333333,0.59875,0.605,0.6138,0.62525,0.625,0.632,0.6375,0.622,0.6285,0.634,0.622,0.632,0.64425,0.651,0.65025,0.6385
421,0.479,0.426,0.498,0.492333333,0.59775,0.603,0.6128,0.62425,0.62375,0.63125,0.63725,0.621,0.62775,0.63275,0.62075,0.6315,0.64325,0.65025,0.64925,0.63675
422,0.479,0.426,0.4984,0.492333333,0.597,0.60225,0.6122,0.623,0.6235,0.62975,0.63575,0.62075,0.626,0.6325,0.62025,0.6305,0.64175,0.65,0.6485,0.6365
423,0.479,0.426,0.4978,0.491666667,0.59625,0.6,0.6102,0.6215,0.621,0.6275,0.63475,0.61925,0.62375,0.63025,0.61875,0.63,0.641,0.64825,0.647,0.63475
424,0.479,0.426,0.4978,0.491666667,0.594,0.5985,0.609,0.62,0.6195,0.627,0.6325,0.61725,0.623,0.6295,0.6175,0.6285,0.64,0.64675,0.646,0.6335
425,0.478,0.426,0.4978,0.491666667,0.59275,0.59775,0.6062,0.61875,0.61875,0.62625,0.632,0.61625,0.621,0.62775,0.61575,0.627,0.6385,0.64625,0.64425,0.63225
426,0.478,0.426,0.4978,0.491333333,0.5905,0.597,0.6058,0.61725,0.61675,0.62475,0.63075,0.61575,0.6205,0.62775,0.61475,0.626,0.637,0.64525,0.6435,0.6315
427,0.478,0.42625,0.4978,0.491666667,0.5905,0.59475,0.605,0.6155,0.61575,0.6235,0.6295,0.61425,0.6175,0.62675,0.6135,0.62525,0.63625,0.64375,0.6425,0.631
428,0.478,0.426,0.4976,0.491666667,0.59025,0.59225,0.604,0.6135,0.614,0.62225,0.62875,0.612,0.61675,0.6255,0.61275,0.62275,0.63525,0.64275,0.641,0.629
429,0.478,0.42625,0.4974,0.490666667,0.58825,0.59175,0.6012,0.61125,0.6115,0.6205,0.6265,0.611,0.6145,0.62425,0.61075,0.62075,0.6335,0.64125,0.63925,0.62725
430,0.478,0.4255,0.4972,0.490666667,0.58625,0.58975,0.5982,0.61,0.60925,0.6195,0.625,0.6085,0.6125,0.62275,0.60825,0.62,0.63075,0.63875,0.6375,0.62525
431,0.477,0.42525,0.4972,0.490333333,0.5835,0.5885,0.5978,0.6065,0.60825,0.61725,0.62325,0.607,0.61125,0.621,0.60675,0.61925,0.6295,0.63675,0.636,0.62375
432,0.475,0.42525,0.496,0.489666667,0.5825,0.58625,0.5954,0.605,0.60675,0.61475,0.62125,0.60625,0.6105,0.619,0.605,0.61775,0.627,0.6355,0.63325,0.623
433,0.475,0.425,0.495,0.489666667,0.58075,0.585,0.5938,0.60425,0.60375,0.61275,0.61875,0.6035,0.60675,0.616,0.60325,0.615,0.6255,0.634,0.63075,0.62025
434,0.474,0.42475,0.4946,0.489,0.58025,0.58275,0.592,0.60275,0.602,0.61125,0.61675,0.602,0.6055,0.61425,0.59975,0.6135,0.62325,0.63125,0.63,0.6195
435,0.474,0.424,0.494,0.488,0.5775,0.58125,0.5902,0.60125,0.601,0.6095,0.61475,0.6,0.60325,0.612,0.5995,0.61125,0.62175,0.62925,0.62925,0.61825
436,0.473,0.423,0.494,0.487,0.575,0.5795,0.5886,0.59975,0.599,0.6075,0.613,0.59825,0.6015,0.61125,0.5985,0.60925,0.61975,0.62725,0.62725,0.6165
437,0.473,0.4225,0.4924,0.486666667,0.57325,0.5775,0.5866,0.5975,0.596,0.6055,0.611,0.59675,0.5995,0.60875,0.59525,0.60725,0.6175,0.6255,0.625,0.61475
438,0.472,0.422,0.4922,0.486,0.5715,0.57575,0.584,0.59575,0.59375,0.6035,0.609,0.5945,0.59775,0.607,0.59425,0.6055,0.616,0.624,0.6235,0.613
439,0.471,0.42125,0.4914,0.484666667,0.56925,0.5735,0.5822,0.5935,0.59225,0.6015,0.6075,0.59225,0.59625,0.60575,0.592,0.604,0.6135,0.622,0.621,0.61175
440,0.47,0.42,0.4902,0.483666667,0.56675,0.572,0.5806,0.591,0.59075,0.5985,0.6055,0.58975,0.59325,0.6035,0.59025,0.60275,0.612,0.6195,0.61925,0.609
441,0.468,0.4195,0.4892,0.481666667,0.56475,0.57025,0.5792,0.58975,0.5895,0.598,0.603,0.58875,0.592,0.60175,0.588,0.60025,0.61125,0.61825,0.61775,0.60775
442,0.468,0.41925,0.489,0.481666667,0.56425,0.5685,0.5776,0.589,0.589,0.59675,0.6025,0.588,0.59,0.601,0.58775,0.59875,0.60975,0.6175,0.61675,0.60675
443,0.467,0.419,0.4876,0.480666667,0.564,0.5675,0.5766,0.5875,0.58725,0.59575,0.60175,0.587,0.58925,0.6,0.5875,0.59825,0.609,0.61675,0.616,0.60625
444,0.467,0.419,0.487,0.480666667,0.56175,0.56625,0.5744,0.5855,0.58525,0.59325,0.6005,0.585,0.588,0.59875,0.586,0.597,0.6065,0.61475,0.61375,0.60375
445,0.467,0.4185,0.4862,0.48,0.55925,0.56375,0.5726,0.583,0.58375,0.59175,0.598,0.5825,0.585,0.59625,0.58375,0.59475,0.6045,0.6125,0.613,0.60125
446,0.465,0.41775,0.485,0.479,0.55725,0.5625,0.57,0.5815,0.5815,0.589,0.5955,0.58075,0.5835,0.59425,0.5815,0.59325,0.6025,0.61075,0.6105,0.5995
447,0.464,0.41675,0.4844,0.477666667,0.55625,0.55975,0.5688,0.58,0.58,0.5875,0.594,0.5795,0.58275,0.5925,0.57975,0.591,0.601,0.6085,0.60875,0.598
448,0.464,0.4165,0.4842,0.476666667,0.555,0.5575,0.5676,0.57925,0.5785,0.5865,0.5925,0.579,0.581,0.591,0.57925,0.59,0.60025,0.60725,0.60775,0.59725
449,0.464,0.4155,0.4832,0.476333333,0.554,0.5565,0.5668,0.57875,0.5765,0.585,0.59175,0.57825,0.579,0.5905,0.57775,0.58925,0.59925,0.60625,0.60675,0.59575
450,0.462,0.41475,0.4826,0.475666667,0.55275,0.55475,0.5654,0.5765,0.57625,0.5835,0.59,0.576,0.57775,0.58975,0.577,0.5885,0.59775,0.60525,0.60475,0.5945
451,0.462,0.414,0.481,0.474666667,0.5505,0.55275,0.563,0.575,0.57475,0.5825,0.58825,0.57425,0.576,0.588,0.576,0.5865,0.59575,0.603,0.60375,0.593
452,0.461,0.414,0.481,0.473333333,0.549,0.5515,0.5614,0.57375,0.5735,0.58025,0.58625,0.57325,0.57425,0.58575,0.57425,0.58575,0.59375,0.60175,0.603,0.5915
453,0.46,0.41325,0.4802,0.472666667,0.54825,0.55025,0.5604,0.57275,0.5715,0.579,0.5855,0.57225,0.57325,0.5845,0.573,0.58425,0.592,0.60025,0.60225,0.59075
454,0.46,0.41275,0.48,0.472666667,0.5475,0.54825,0.5594,0.5715,0.57025,0.5775,0.585,0.571,0.572,0.58375,0.572,0.583,0.591,0.599,0.60025,0.589
455,0.458,0.4125,0.478,0.471333333,0.5455,0.54625,0.5578,0.56925,0.569,0.5755,0.58275,0.569,0.5705,0.5815,0.57025,0.581,0.59,0.5975,0.59875,0.588
456,0.457,0.4115,0.4764,0.471,0.54275,0.5455,0.5554,0.56675,0.56725,0.57325,0.58025,0.5665,0.56875,0.58025,0.569,0.5785,0.589,0.59575,0.59775,0.58525
457,0.456,0.41025,0.475,0.468666667,0.5405,0.543,0.553,0.56375,0.56425,0.57225,0.578,0.564,0.5665,0.57775,0.5665,0.577,0.58475,0.59325,0.5945,0.5825
458,0.455,0.408,0.4722,0.466666667,0.537,0.54,0.5508,0.56175,0.5615,0.569,0.575,0.56125,0.5635,0.57525,0.5635,0.57475,0.5815,0.5905,0.59175,0.581
459,0.452,0.40625,0.4714,0.464666667,0.534,0.5375,0.5492,0.55975,0.5595,0.56625,0.57225,0.5595,0.5615,0.5725,0.561,0.57225,0.579,0.588,0.5895,0.5785
460,0.451,0.406,0.4712,0.464333333,0.5325,0.53725,0.5486,0.5595,0.559,0.566,0.5715,0.55875,0.56025,0.5715,0.561,0.5715,0.57825,0.58725,0.58925,0.57775
461,0.451,0.40625,0.4712,0.464666667,0.533,0.53725,0.5486,0.55975,0.55875,0.566,0.57175,0.55875,0.55975,0.5715,0.561,0.57125,0.57825,0.58725,0.58925,0.57775
462,0.451,0.40625,0.4712,0.464666667,0.533,0.53525,0.5478,0.55925,0.55775,0.56575,0.57125,0.558,0.55925,0.5715,0.56075,0.57125,0.5785,0.58725,0.58875,0.5775
463,0.451,0.40625,0.4704,0.464666667,0.532,0.5335,0.5458,0.5575,0.55675,0.5645,0.57025,0.5575,0.558,0.5705,0.56,0.5695,0.577,0.5865,0.588,0.57575
464,0.45,0.4055,0.4696,0.463666667,0.52975,0.53225,0.5448,0.5565,0.5555,0.56175,0.56925,0.5555,0.55575,0.5695,0.558,0.5685,0.5755,0.58375,0.587,0.57475
465,0.449,0.40475,0.468,0.462333333,0.528,0.53125,0.5426,0.555,0.55425,0.55925,0.56625,0.55425,0.5545,0.5665,0.557,0.567,0.57325,0.5825,0.58525,0.573
466,0.447,0.40325,0.4664,0.461,0.52625,0.529,0.5418,0.55275,0.5535,0.55775,0.56475,0.553,0.55375,0.5655,0.55625,0.5655,0.57275,0.58075,0.5835,0.572
467,0.446,0.40275,0.4652,0.460666667,0.52525,0.5285,0.5404,0.55075,0.55125,0.557,0.56325,0.55175,0.5525,0.564,0.55475,0.56425,0.5715,0.58,0.58275,0.5715
468,0.446,0.40175,0.4642,0.459666667,0.524,0.528,0.54,0.549,0.55025,0.55625,0.56225,0.55025,0.55175,0.563,0.5535,0.56375,0.57025,0.57925,0.5815,0.56925
469,0.445,0.4015,0.4638,0.459666667,0.52325,0.526,0.538,0.54875,0.5495,0.55475,0.5605,0.55,0.55025,0.562,0.55275,0.562,0.56925,0.57775,0.5815,0.56725
470,0.443,0.401,0.4624,0.457333333,0.52125,0.52475,0.537,0.5465,0.5475,0.55275,0.559,0.54775,0.5485,0.56075,0.5515,0.5605,0.5675,0.57675,0.5795,0.566
471,0.441,0.39975,0.4604,0.456,0.519,0.52275,0.5346,0.546,0.5455,0.55,0.558,0.547,0.54575,0.56,0.55025,0.55825,0.56475,0.57525,0.5785,0.56475
472,0.44,0.39775,0.4588,0.454666667,0.51675,0.52025,0.5322,0.54525,0.544,0.549,0.55625,0.54525,0.5445,0.55775,0.54875,0.55725,0.563,0.57425,0.57625,0.56275
473,0.439,0.397,0.4568,0.453,0.515,0.5195,0.531,0.543,0.542,0.547,0.5545,0.5445,0.5425,0.5565,0.547,0.55575,0.56075,0.57225,0.57525,0.56225
474,0.439,0.3955,0.4552,0.452333333,0.51325,0.51725,0.5294,0.542,0.54075,0.5455,0.55125,0.5425,0.54125,0.55375,0.546,0.5545,0.5595,0.57,0.57275,0.561
475,0.439,0.39425,0.4528,0.451333333,0.5105,0.5155,0.528,0.541,0.539,0.544,0.55,0.541,0.53925,0.55275,0.5445,0.55275,0.5575,0.568,0.5715,0.55875
476,0.437,0.39325,0.4516,0.449333333,0.509,0.51325,0.5256,0.539,0.53625,0.54125,0.5475,0.538,0.538,0.55025,0.54125,0.5515,0.55575,0.5655,0.571,0.557
477,0.433,0.39125,0.4492,0.447,0.506,0.512,0.5234,0.53675,0.535,0.53775,0.54575,0.53625,0.5375,0.549,0.54025,0.5485,0.55325,0.564,0.5695,0.556
478,0.432,0.39,0.4478,0.446,0.5045,0.51,0.5218,0.5355,0.534,0.537,0.544,0.53475,0.53575,0.54675,0.53825,0.54775,0.55225,0.56275,0.56725,0.55375
479,0.431,0.3885,0.4462,0.444,0.50275,0.5075,0.52,0.533,0.532,0.53525,0.5415,0.533,0.53325,0.54475,0.53625,0.54575,0.54975,0.562,0.56525,0.5515
480,0.428,0.38725,0.4434,0.441666667,0.50025,0.50525,0.5174,0.52975,0.52925,0.53225,0.539,0.5315,0.53025,0.542,0.53325,0.543,0.5465,0.55875,0.56375,0.54875
