wavelength,Heat Sweep 100C,Heat Sweep 150C,Heat Sweep 200C,Heat Sweep 230,Heat Sweep 50C,Heat Sweep RT
362,0.51225,0.54225,0.5437500000000001,0.537,0.51025,0.5236000000000001
363,0.51225,0.5415000000000001,0.5445,0.537,0.50925,0.5234
364,0.5105,0.54025,0.5427500000000001,0.5336666666666667,0.5065,0.522
365,0.50475,0.53825,0.541,0.529,0.50575,0.5198
366,0.5025000000000001,0.5365,0.5402500000000001,0.527,0.503,0.5192
367,0.501,0.5335000000000001,0.53925,0.526,0.501,0.5164
368,0.4975,0.5305,0.53625,0.5236666666666667,0.4985,0.515
369,0.49525,0.52725,0.534,0.52,0.49625,0.513
370,0.49449999999999994,0.526,0.5335,0.5183333333333334,0.49524999999999997,0.5120000000000001
371,0.494,0.52575,0.533,0.5176666666666667,0.49475,0.5118
372,0.49124999999999996,0.5245,0.53125,0.5156666666666667,0.49375,0.5102
373,0.4885,0.52175,0.5305,0.5123333333333333,0.49225,0.5086
374,0.486,0.5195000000000001,0.5285,0.5106666666666667,0.491,0.507
375,0.486,0.5195000000000001,0.5285,0.5093333333333333,0.49049999999999994,0.5067999999999999
376,0.48975,0.52275,0.5305,0.511,0.493,0.5105999999999999
377,0.49475,0.5285000000000001,0.5347500000000001,0.5156666666666667,0.49724999999999997,0.5136000000000001
378,0.49775,0.53125,0.53625,0.521,0.499,0.5152
379,0.49724999999999997,0.53075,0.5365,0.5216666666666666,0.49950000000000006,0.5154
380,0.492,0.5285,0.536,0.52,0.49925,0.5134000000000001
381,0.4895,0.5265,0.53525,0.517,0.49675,0.5118
382,0.48924999999999996,0.5255000000000001,0.5345,0.5163333333333333,0.49650000000000005,0.5118
383,0.48975,0.5265000000000001,0.5347500000000001,0.516,0.49624999999999997,0.5118
384,0.49024999999999996,0.5265000000000001,0.5347500000000001,0.5163333333333333,0.49675,0.5120000000000001
385,0.49024999999999996,0.52675,0.5347500000000001,0.5163333333333333,0.49675,0.5132
386,0.49,0.52675,0.5355000000000001,0.5163333333333333,0.49775,0.5132
387,0.48975,0.52825,0.536,0.5163333333333333,0.49775,0.5136000000000001
388,0.48875,0.5265,0.5355000000000001,0.5163333333333333,0.498,0.5138
389,0.48574999999999996,0.52475,0.5347500000000001,0.5146666666666667,0.49724999999999997,0.512
390,0.47675,0.51325,0.524,0.5016666666666667,0.487,0.5014
391,0.47225,0.50975,0.51925,0.49899999999999994,0.48375,0.49960000000000004
392,0.47125,0.509,0.5175000000000001,0.49833333333333335,0.48174999999999996,0.4992000000000001
393,0.47125,0.50875,0.516,0.49833333333333335,0.481,0.4984
394,0.47125,0.50875,0.5155,0.49766666666666665,0.481,0.4981999999999999
395,0.47075,0.5085000000000001,0.51575,0.49700000000000005,0.48,0.4974
396,0.46950000000000003,0.5075000000000001,0.51475,0.496,0.47875,0.4952
397,0.46799999999999997,0.505,0.51275,0.49366666666666664,0.47775,0.49339999999999995
398,0.46625,0.50425,0.5112500000000001,0.49300000000000005,0.47675,0.493
399,0.46575,0.504,0.5112500000000001,0.4923333333333333,0.47574999999999995,0.49260000000000004
400,0.46449999999999997,0.50275,0.5105,0.49033333333333334,0.47525,0.4915999999999999
401,0.4615,0.50225,0.50875,0.48900000000000005,0.4735,0.4901999999999999
402,0.46075,0.50025,0.5075000000000001,0.4876666666666667,0.473,0.48979999999999996
403,0.46025000000000005,0.49949999999999994,0.5075000000000001,0.48633333333333334,0.47225,0.4894
404,0.4605,0.5002500000000001,0.5075000000000001,0.48633333333333334,0.4725,0.48999999999999994
405,0.46075,0.5015000000000001,0.508,0.48633333333333334,0.4735,0.4904
406,0.46075,0.5015000000000001,0.508,0.48733333333333334,0.473,0.49060000000000004
407,0.45975,0.50125,0.50775,0.48733333333333334,0.47274999999999995,0.4908
408,0.459,0.5005000000000001,0.50675,0.486,0.47150000000000003,0.4896
409,0.45875000000000005,0.5,0.50675,0.48500000000000004,0.47150000000000003,0.48900000000000005
410,0.45775,0.5002500000000001,0.50675,0.48500000000000004,0.47150000000000003,0.4892
411,0.4575,0.5002500000000001,0.506,0.48533333333333334,0.47150000000000003,0.4896
412,0.45725,0.5002500000000001,0.5057499999999999,0.48533333333333334,0.47150000000000003,0.4894
413,0.45675000000000004,0.499,0.5057499999999999,0.48299999999999993,0.47050000000000003,0.488
414,0.45625,0.4985,0.50525,0.482,0.47,0.48760000000000003
415,0.455,0.49824999999999997,0.5045000000000001,0.48166666666666663,0.46925000000000006,0.4864
416,0.4545,0.49674999999999997,0.504,0.48066666666666663,0.46875,0.48579999999999995
417,0.4525,0.496,0.50375,0.47933333333333333,0.46775,0.4856
418,0.45075,0.49424999999999997,0.5022500000000001,0.47766666666666663,0.46699999999999997,0.4837999999999999
419,0.44925,0.493,0.50175,0.47533333333333333,0.46525,0.4835999999999999
420,0.449,0.49274999999999997,0.50125,0.4746666666666666,0.46475,0.48339999999999994
421,0.4495,0.49350000000000005,0.501,0.4746666666666666,0.46475,0.484
422,0.44975000000000004,0.49375,0.5005000000000001,0.4746666666666666,0.4645,0.4842000000000001
423,0.44975000000000004,0.49375,0.50025,0.4746666666666666,0.4645,0.484
424,0.44975000000000004,0.49375,0.49975,0.4746666666666666,0.46475,0.4842000000000001
425,0.44975000000000004,0.49375,0.49950000000000006,0.4749999999999999,0.4645,0.4842000000000001
426,0.45025,0.49375,0.49950000000000006,0.4756666666666667,0.46475,0.4842000000000001
427,0.45075000000000004,0.49375,0.49950000000000006,0.47533333333333333,0.465,0.485
428,0.45075000000000004,0.49375,0.49924999999999997,0.47533333333333333,0.46525000000000005,0.485
429,0.451,0.49350000000000005,0.4985,0.47533333333333333,0.46525000000000005,0.485
430,0.45125000000000004,0.49350000000000005,0.49824999999999997,0.4749999999999999,0.46525000000000005,0.48480000000000006
431,0.4505,0.49350000000000005,0.498,0.4746666666666666,0.46475,0.48419999999999996
432,0.44975000000000004,0.49324999999999997,0.49775,0.47433333333333333,0.46475,0.4835999999999999
433,0.449,0.493,0.49724999999999997,0.4736666666666666,0.46425,0.483
434,0.449,0.4925,0.49675,0.4726666666666666,0.46375,0.48260000000000003
435,0.44875,0.49225,0.4965,0.47233333333333327,0.4625,0.48260000000000003
436,0.44825,0.49174999999999996,0.496,0.4713333333333333,0.46225000000000005,0.4822
437,0.44725,0.49124999999999996,0.49474999999999997,0.4703333333333333,0.46225000000000005,0.48199999999999993
438,0.446,0.49075,0.49374999999999997,0.4696666666666666,0.46075000000000005,0.48100000000000004
439,0.4455,0.49024999999999996,0.49275,0.46799999999999997,0.4605,0.48040000000000005
440,0.445,0.48925,0.492,0.4663333333333333,0.4605,0.4795999999999999
441,0.445,0.48874999999999996,0.492,0.46599999999999997,0.46025,0.47939999999999994
442,0.445,0.48925,0.49150000000000005,0.4663333333333333,0.46025,0.47939999999999994
443,0.4445,0.489,0.49124999999999996,0.4663333333333333,0.46,0.47939999999999994
444,0.4445,0.4885,0.49024999999999996,0.4653333333333334,0.45975000000000005,0.479
445,0.4435,0.48749999999999993,0.49,0.465,0.45825,0.4784
446,0.44275,0.48724999999999996,0.489,0.464,0.45775000000000005,0.4772
447,0.44275,0.487,0.48824999999999996,0.463,0.45775000000000005,0.4766
448,0.4425,0.48675,0.488,0.463,0.45775000000000005,0.4766
449,0.44275,0.48675,0.4865,0.4633333333333334,0.45725,0.4766
450,0.44225000000000003,0.486,0.48575,0.4626666666666667,0.45725,0.47620000000000007
451,0.442,0.485,0.48475,0.4626666666666667,0.4565,0.4757999999999999
452,0.44175000000000003,0.48474999999999996,0.48424999999999996,0.46166666666666667,0.4555,0.4748
453,0.44125000000000003,0.48474999999999996,0.48375,0.46166666666666667,0.45525000000000004,0.4746
454,0.4415,0.48375,0.4825,0.4613333333333334,0.45525000000000004,0.47400000000000003
455,0.441,0.4825,0.48175,0.4606666666666667,0.4545,0.4734
456,0.44,0.48224999999999996,0.481,0.45933333333333337,0.45375,0.47219999999999995
457,0.43875,0.4805,0.47950000000000004,0.457,0.45275,0.471
458,0.4365,0.479,0.47850000000000004,0.455,0.45025000000000004,0.4694
459,0.43524999999999997,0.47774999999999995,0.47774999999999995,0.453,0.449,0.4686
460,0.43524999999999997,0.478,0.47724999999999995,0.4523333333333333,0.449,0.4683999999999999
461,0.43625,0.47824999999999995,0.4765,0.45333333333333337,0.449,0.46900000000000003
462,0.4375,0.4785,0.4755,0.45366666666666666,0.44925000000000004,0.4692
463,0.43725,0.47775,0.47425,0.45366666666666666,0.4485,0.46880000000000005
464,0.436,0.47674999999999995,0.4734999999999999,0.453,0.44825,0.46820000000000006
465,0.43525,0.4754999999999999,0.47250000000000003,0.45166666666666666,0.44725000000000004,0.46719999999999995
466,0.435,0.47450000000000003,0.47175,0.451,0.4465,0.466
467,0.435,0.47424999999999995,0.47050000000000003,0.4503333333333333,0.44625,0.465
468,0.43475,0.47375,0.4694999999999999,0.4503333333333333,0.445,0.4648
469,0.4345,0.47275,0.4685,0.44966666666666666,0.4445,0.4648
470,0.43374999999999997,0.47175,0.46725000000000005,0.449,0.44375000000000003,0.4640000000000001
471,0.43224999999999997,0.47025,0.46649999999999997,0.44733333333333336,0.4425,0.4626
472,0.4315,0.469,0.46575,0.44533333333333336,0.44075000000000003,0.46160000000000007
473,0.431,0.46825,0.4645,0.445,0.44,0.46020000000000005
474,0.43024999999999997,0.46775,0.4625,0.444,0.438,0.4586
475,0.429,0.46675,0.4615,0.4423333333333333,0.43675,0.4572
476,0.42775,0.46499999999999997,0.46025000000000005,0.44133333333333336,0.43575,0.45520000000000005
477,0.42674999999999996,0.46375,0.459,0.43966666666666665,0.43474999999999997,0.4542
478,0.4255,0.4625,0.458,0.438,0.43325,0.45360000000000006
479,0.4245,0.46025000000000005,0.4565,0.437,0.4315,0.4518000000000001
480,0.421,0.457,0.454,0.435,0.42825,0.44980000000000003
481,0.4165,0.45275,0.45075000000000004,0.4306666666666667,0.4235,0.4452
482,0.41225,0.449,0.4475,0.42533333333333334,0.4195,0.4412
483,0.411,0.4475,0.44625,0.4223333333333333,0.4185,0.44000000000000006
484,0.41525,0.451,0.4475,0.42366666666666664,0.42174999999999996,0.44220000000000004
485,0.41824999999999996,0.45325,0.448,0.4286666666666667,0.4245,0.44400000000000006
486,0.41824999999999996,0.452,0.44625,0.42933333333333334,0.42375,0.44299999999999995
487,0.41725,0.45125,0.44525000000000003,0.42766666666666664,0.423,0.4418
488,0.4175,0.452,0.44525000000000003,0.42766666666666664,0.423,0.442
489,0.41725,0.45125000000000004,0.44475000000000003,0.42766666666666664,0.42225,0.442
490,0.41475,0.4485,0.442,0.42533333333333334,0.41924999999999996,0.43920000000000003
491,0.414,0.447,0.44075,0.42366666666666664,0.418,0.43820000000000003
492,0.41475,0.44725,0.44075,0.424,0.41874999999999996,0.43879999999999997
493,0.41625,0.4475,0.43925,0.425,0.41925,0.43879999999999997
494,0.41475,0.44625,0.4365,0.4243333333333333,0.417,0.4372
495,0.41325,0.4435,0.433,0.4226666666666667,0.4135,0.4344
496,0.41125,0.44175000000000003,0.4315,0.42,0.412,0.4332
497,0.41075,0.441,0.431,0.41933333333333334,0.4115,0.43279999999999996
498,0.41075,0.4405,0.4295,0.419,0.41125,0.43220000000000003
499,0.41050000000000003,0.44,0.42875,0.4186666666666667,0.4105,0.43199999999999994
500,0.4095,0.439,0.42725,0.4183333333333333,0.40975,0.43100000000000005
501,0.40825,0.43775000000000003,0.42575,0.417,0.40775,0.4298
502,0.40599999999999997,0.43575,0.4245,0.41566666666666663,0.40575,0.42779999999999996
503,0.4045,0.43475,0.42325,0.4146666666666667,0.405,0.4266
504,0.40349999999999997,0.434,0.42274999999999996,0.41333333333333333,0.404,0.4262
505,0.402,0.43324999999999997,0.42174999999999996,0.4126666666666667,0.40275,0.42479999999999996
506,0.4005,0.43175,0.42075,0.41133333333333333,0.401,0.42379999999999995
507,0.399,0.43025,0.419,0.40900000000000003,0.39925,0.4222
508,0.39775000000000005,0.42874999999999996,0.418,0.4066666666666667,0.398,0.42139999999999994
509,0.3965,0.42825,0.41724999999999995,0.4063333333333334,0.39625,0.4202
510,0.39625,0.4275,0.41574999999999995,0.405,0.3955,0.4192
511,0.39575000000000005,0.427,0.415,0.4046666666666667,0.39475000000000005,0.4184
512,0.39575000000000005,0.4265,0.414,0.4046666666666667,0.39449999999999996,0.418
513,0.3955000000000001,0.4255,0.4135,0.4043333333333334,0.394,0.4178
514,0.39449999999999996,0.4245,0.4125,0.403,0.392,0.4162
515,0.39175000000000004,0.422,0.41000000000000003,0.4013333333333334,0.38950000000000007,0.4144
516,0.3895,0.4205,0.40725,0.3983333333333334,0.388,0.41319999999999996
517,0.38949999999999996,0.4195,0.407,0.39733333333333337,0.38749999999999996,0.413
518,0.39049999999999996,0.41975,0.40725,0.39733333333333337,0.38825000000000004,0.4128
519,0.39125,0.41975,0.407,0.39799999999999996,0.38850000000000007,0.4128
520,0.391,0.4195,0.40549999999999997,0.3983333333333334,0.388,0.4124
521,0.38925,0.4175,0.404,0.39733333333333337,0.38549999999999995,0.4104
522,0.38625,0.416,0.4015,0.3953333333333333,0.38249999999999995,0.4082
523,0.38375000000000004,0.41274999999999995,0.40025,0.3913333333333333,0.38,0.4058
524,0.3815,0.41000000000000003,0.398,0.38833333333333336,0.378,0.403
525,0.37975000000000003,0.40825,0.39725,0.387,0.37549999999999994,0.4006
526,0.37725,0.40675,0.39425,0.38366666666666666,0.3725,0.39980000000000004
527,0.3775,0.40750000000000003,0.39325,0.3833333333333333,0.373,0.4002
528,0.38249999999999995,0.4105,0.39425,0.3873333333333333,0.37750000000000006,0.40259999999999996
