wavelength,blank,S8 Preheat,S8 Postheat,S8 Irrad 1,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 PostIrrad Day 1,S8 PostIrrad Day 2,S8 PostIrrad Day 3,S8 PostIrrad Day 4,S8 PostIrrad Day 5
329,98.2,27.525,41.68,13.04,11.2,11.025,10.25,8.85,7.95,7.46,6.5,6.4,6.65,6.5,5.7,5.7,5.825,6.3,9.7,9.985714286,10.15,10.268,10.25
330,98.2,27.825,41.92,13.22,11.45,11.275,10.55,9.125,8.2,7.76,6.775,6.65,6.9,6.75,5.9,5.9,6.025,6.525,10,10.28571429,10.47083333,10.612,10.5875
331,98.2,28.05,42.14,13.44,11.7,11.525,10.825,9.425,8.475,8.06,7.025,6.9,7.2,7,6.125,6.1,6.25,6.75,10.3,10.64285714,10.83333333,10.968,10.975
332,98.2,28.175,42.26,13.58,11.9,11.75,11.05,9.625,8.75,8.3,7.225,7.15,7.4,7.225,6.3,6.3,6.45,6.95,10.6,10.94285714,11.12916667,11.276,11.2625
333,98.2,28.2,42.26,13.66,12.025,11.875,11.25,9.775,8.95,8.5,7.425,7.35,7.625,7.425,6.5,6.425,6.625,7.1,10.8,11.18571429,11.35,11.488,11.4875
334,98.2,28.2,42.2,13.7,12.125,12.05,11.4,9.95,9.15,8.7,7.625,7.525,7.8,7.625,6.675,6.6,6.75,7.25,11,11.38571429,11.57916667,11.72,11.6875
335,98.2,28.3,42.26,13.88,12.35,12.275,11.6,10.225,9.425,9,7.9,7.775,8.1,7.85,6.875,6.8,6.95,7.45,11.3,11.68571429,11.875,12.02,12
336,98.4,28.475,42.48,14.1,12.575,12.575,11.875,10.45,9.725,9.3,8.175,8.075,8.375,8.15,7.1,7.025,7.175,7.7,11.6,11.98571429,12.22083333,12.36,12.3125
337,98.4,28.725,42.64,14.3,12.825,12.775,12.15,10.725,10.025,9.6,8.425,8.325,8.625,8.375,7.325,7.225,7.375,7.95,11.9,12.37142857,12.55,12.696,12.6625
338,98.5,28.825,42.74,14.44,13,12.975,12.375,10.925,10.325,9.88,8.675,8.6,8.9,8.65,7.525,7.425,7.575,8.15,12.2,12.68571429,12.85416667,12.996,12.9625
339,98.4,28.975,42.8,14.6,13.225,13.2,12.65,11.175,10.55,10.2,8.925,8.875,9.15,8.875,7.75,7.625,7.8,8.35,12.5,12.98571429,13.15833333,13.312,13.275
340,98.4,29.2,42.92,14.82,13.45,13.475,12.95,11.475,10.925,10.5,9.25,9.175,9.45,9.175,8,7.9,8.05,8.575,12.8,13.28571429,13.52916667,13.656,13.625
341,98.4,29.475,43.16,15.08,13.725,13.775,13.25,11.8,11.225,10.84,9.575,9.5,9.8,9.5,8.3,8.15,8.325,8.85,13.2,13.68571429,13.925,14.048,14.025
342,98.4,29.775,43.38,15.3,14.025,14.075,13.575,12.125,11.625,11.22,9.875,9.825,10.15,9.825,8.575,8.425,8.625,9.15,13.6,14.08571429,14.33333333,14.456,14.4375
343,98.4,29.825,43.48,15.46,14.225,14.275,13.85,12.375,11.9,11.52,10.175,10.125,10.45,10.1,8.8,8.65,8.825,9.35,13.9,14.41428571,14.64583333,14.8,14.775
344,98.4,29.725,43.44,15.5,14.3,14.375,13.95,12.5,12.125,11.74,10.325,10.3,10.6,10.275,8.925,8.8,8.975,9.55,14.1,14.62857143,14.85833333,15.004,14.975
345,98.4,29.525,43.32,15.5,14.325,14.525,14.025,12.55,12.25,11.94,10.55,10.5,10.775,10.45,9.1,8.925,9.075,9.725,14.2,14.78571429,15.02083333,15.124,15.125
346,98.3,29.55,43.28,15.6,14.5,14.75,14.25,12.8,12.475,12.18,10.775,10.7,10.975,10.675,9.3,9.1,9.25,9.85,14.4,15.02857143,15.25,15.356,15.2875
347,98.3,29.775,43.42,15.84,14.8,15,14.625,13.1,12.825,12.5,11.075,11,11.3,10.975,9.575,9.375,9.55,10.15,14.8,15.38571429,15.5875,15.708,15.625
348,98.2,30.05,43.56,16.12,15.125,15.3,14.95,13.475,13.2,12.88,11.4,11.4,11.7,11.325,9.85,9.65,9.825,10.425,15.2,15.78571429,16.00416667,16.112,16.025
349,98.2,30.25,43.72,16.34,15.375,15.55,15.225,13.7,13.525,13.2,11.7,11.725,12.025,11.65,10.15,9.9,10.075,10.65,15.5,16.12857143,16.3375,16.444,16.3875
350,98.1,30.4,43.78,16.5,15.6,15.775,15.5,13.975,13.825,13.5,11.975,12.05,12.325,11.925,10.4,10.15,10.35,10.9,15.9,16.42857143,16.65416667,16.772,16.7125
351,98.1,30.6,44.04,16.8,15.925,16.075,15.775,14.275,14.175,13.84,12.35,12.4,12.675,12.25,10.675,10.35,10.625,11.15,16.2,16.8,17.025,17.144,17.1
352,98.1,30.7,44.1,16.96,16.15,16.35,16.075,14.575,14.525,14.18,12.65,12.675,13,12.55,10.925,10.625,10.85,11.45,16.5,17.12857143,17.36666667,17.476,17.4375
353,98,30.8,44.18,17.16,16.325,16.55,16.325,14.775,14.825,14.4,12.9,12.975,13.225,12.75,11.1,10.9,11.1,11.725,16.8,17.41428571,17.64583333,17.78,17.7
354,98,30.825,44.24,17.28,16.45,16.825,16.575,15.1,15.075,14.74,13.15,13.275,13.55,13.125,11.4,11.075,11.35,11.9,17.1,17.71428571,17.94583333,18.06,17.9875
355,97.9,30.975,44.28,17.46,16.65,17.025,16.825,15.375,15.325,15.06,13.425,13.525,13.9,13.325,11.625,11.35,11.525,12.15,17.3,18.04285714,18.25833333,18.38,18.275
356,97.7,31,44.24,17.54,16.8,17.025,16.95,15.425,15.5,15.2,13.525,13.725,13.95,13.5,11.7,11.425,11.65,12.225,17.4,18.21428571,18.40416667,18.528,18.4875
357,97.9,30.9,44.28,17.54,16.8,17.1,17.05,15.525,15.525,15.32,13.775,13.775,14.075,13.6,11.8,11.5,11.775,12.3,17.5,18.27142857,18.4875,18.592,18.5375
358,97.4,31.05,44.22,17.66,17.05,17.25,17.325,15.775,15.925,15.66,14.05,14.125,14.425,13.85,12.1,11.85,12.025,12.6,17.6,18.5,18.69583333,18.812,18.6875
359,97.4,31.35,44.42,17.98,17.4,17.675,17.7,16.075,16.325,16.02,14.2,14.5,14.8,14.2,12.4,12.075,12.35,12.9,18.1,18.95714286,19.17083333,19.296,19.225
360,97.4,31.225,44.48,18.1,17.45,17.75,17.75,16.25,16.525,16.24,14.425,14.65,14.925,14.4,12.575,12.2,12.5,13,18.3,19.08571429,19.32916667,19.42,19.325
361,97.3,30.975,44.08,17.98,17.475,17.75,17.75,16.25,16.5,16.22,14.45,14.675,14.925,14.4,12.55,12.2,12.45,13,18.3,19.07142857,19.29166667,19.368,19.2875
362,97.3,30.7,43.9,17.94,17.45,17.775,17.725,16.25,16.5,16.26,14.475,14.65,14.9,14.425,12.625,12.25,12.5,13,18.1,19.02857143,19.27083333,19.324,19.2625
363,97.3,30.725,43.8,18.02,17.575,17.95,17.775,16.25,16.6,16.5,14.7,14.75,15,14.575,12.75,12.35,12.525,13.15,18.1,19.14285714,19.33333333,19.38,19.2625
364,97.3,30.775,43.84,18.3,17.85,18.125,18.025,16.525,16.95,16.78,15.025,15.2,15.45,14.975,12.95,12.625,12.775,13.45,18.5,19.47142857,19.58333333,19.616,19.4875
365,97.6,30.875,44.06,18.58,18.025,18.375,18.35,16.9,17.35,17.08,15.375,15.5,15.775,15.2,13.325,12.9,13.025,13.725,18.8,19.74285714,19.9125,19.928,19.825
366,97.7,30.95,44.16,18.72,18.25,18.65,18.65,17.075,17.55,17.34,15.65,15.8,16.025,15.475,13.525,13.15,13.3,13.925,19,20,20.15416667,20.18,20.05
367,97.7,31.075,44.26,18.82,18.45,18.9,18.9,17.325,17.775,17.66,15.9,16.05,16.25,15.725,13.8,13.375,13.525,14.15,19.2,20.24285714,20.425,20.448,20.3
368,97.8,31.2,44.48,19.1,18.65,19.2,19.175,17.65,18.075,17.98,16.125,16.3,16.5,16,14,13.625,13.75,14.375,19.6,20.47142857,20.65,20.644,20.525
369,97.8,31.425,44.6,19.34,18.95,19.45,19.425,17.9,18.4,18.24,16.45,16.6,16.875,16.3,14.3,13.9,14.05,14.65,19.9,20.78571429,20.93333333,20.932,20.8125
370,97.8,31.55,44.66,19.5,19.125,19.625,19.625,18.175,18.675,18.48,16.65,16.9,17.1,16.5,14.525,14.1,14.25,14.825,20.1,21.01428571,21.1625,21.196,21.0625
371,97.8,31.575,44.68,19.64,19.275,19.8,19.85,18.375,18.9,18.68,16.8,17.1,17.3,16.7,14.7,14.275,14.45,14.975,20.2,21.2,21.37083333,21.392,21.2625
372,97.8,31.65,44.8,19.76,19.5,19.925,20.05,18.575,19.125,18.9,17.075,17.275,17.5,16.925,14.925,14.475,14.65,15.2,20.4,21.37142857,21.55416667,21.56,21.425
373,97.8,31.725,44.88,19.96,19.8,20.15,20.325,18.825,19.4,19.18,17.35,17.575,17.8,17.2,15.2,14.675,14.925,15.425,20.7,21.6,21.75833333,21.764,21.625
374,97.7,31.8,44.96,20.1,20.05,20.375,20.625,19.125,19.6,19.48,17.575,17.85,18.1,17.375,15.4,14.9,15.15,15.675,21,21.9,22.05833333,22.068,21.95
375,97.7,31.9,45.06,20.22,20.125,20.45,20.75,19.3,19.75,19.62,17.725,18.05,18.2,17.625,15.625,15.075,15.35,15.825,21.1,22.07142857,22.2,22.22,22.1
376,97.8,31.75,44.98,20.22,20.125,20.475,20.75,19.275,19.825,19.64,17.75,18.075,18.35,17.65,15.625,15.125,15.35,15.825,21.1,22.08571429,22.21666667,22.252,22.1125
377,97.8,31.525,44.78,20.22,20.075,20.45,20.725,19.25,19.8,19.64,17.75,18.075,18.375,17.625,15.575,15.1,15.35,15.825,21.1,22.04285714,22.15,22.156,22.05
378,97.8,31.4,44.52,20.22,20.075,20.425,20.725,19.25,19.8,19.64,17.775,18.225,18.375,17.675,15.625,15.1,15.325,15.85,21.1,22.01428571,22.12916667,22.1,21.975
379,97.7,31.375,44.46,20.24,20.175,20.525,20.725,19.325,19.9,19.78,17.95,18.25,18.475,17.75,15.75,15.25,15.4,15.95,21.1,22.07142857,22.2125,22.152,22
380,97.7,31.375,44.5,20.4,20.375,20.725,21.025,19.575,20.175,20.08,18.2,18.525,18.7,18.075,16,15.475,15.725,16.225,21.2,22.27142857,22.38333333,22.324,22.1875
381,97.8,31.5,44.7,20.66,20.65,20.95,21.325,19.85,20.5,20.36,18.5,18.825,19,18.325,16.3,15.725,15.95,16.45,21.5,22.51428571,22.61666667,22.584,22.4625
382,97.8,31.55,44.7,20.74,20.85,21.1,21.5,20.05,20.725,20.56,18.675,19.025,19.225,18.475,16.475,15.925,16.125,16.6,21.6,22.72857143,22.8125,22.796,22.65
383,97.9,31.525,44.72,20.78,20.9,21.15,21.575,20.125,20.775,20.68,18.7,19.225,19.325,18.625,16.525,16.05,16.2,16.65,21.7,22.77142857,22.8625,22.832,22.6875
384,97.9,31.525,44.74,20.86,20.95,21.25,21.625,20.25,20.9,20.78,18.875,19.325,19.45,18.75,16.675,16.15,16.3,16.85,21.7,22.82857143,22.87916667,22.844,22.7125
385,97.8,31.45,44.74,20.92,21.125,21.375,21.725,20.4,21,20.98,18.95,19.45,19.6,18.9,16.85,16.225,16.4,16.925,21.8,22.87142857,23,22.972,22.825
386,97.8,31.45,44.72,21.06,21.15,21.525,21.875,20.575,21.075,21,19.075,19.65,19.725,19.025,16.875,16.325,16.525,17,21.9,22.98571429,23.1125,23.056,22.9
387,97.8,31.45,44.74,21.14,21.3,21.65,22.025,20.575,21.2,21.12,19.225,19.65,19.85,19.125,17,16.475,16.625,17.125,22.1,23.05714286,23.2,23.136,22.975
388,97.9,31.475,44.78,21.34,21.4,21.775,22.1,20.75,21.475,21.4,19.375,19.85,19.925,19.275,17.075,16.675,16.9,17.25,22.2,23.32857143,23.42083333,23.332,23.175
389,97.8,31.5,44.82,21.58,21.625,22,22.425,21,21.725,21.66,19.675,20.225,20.325,19.575,17.425,16.9,17.075,17.55,22.4,23.57142857,23.59583333,23.536,23.375
390,97.8,32.3,45.44,22.22,22.275,22.675,23.15,21.775,22.45,22.32,20.375,20.875,21.1,20.175,17.975,17.5,17.675,18.1,23.3,24.28571429,24.42916667,24.352,24.2
391,97.8,32.625,45.68,22.54,22.6,23.025,23.5,22.075,22.8,22.54,20.575,21.2,21.35,20.55,18.3,17.675,17.875,18.35,23.6,24.55714286,24.69583333,24.656,24.4875
392,97.8,32.7,45.74,22.58,22.875,23.225,23.625,22.2,23.075,22.78,20.775,21.275,21.45,20.675,18.4,17.775,18,18.525,23.9,24.67142857,24.8125,24.748,24.5625
393,97.7,32.7,45.8,22.68,23.025,23.35,23.65,22.425,23.15,22.98,20.95,21.375,21.6,20.725,18.6,18,18.175,18.625,23.9,24.92857143,25.02083333,24.936,24.725
394,97.7,32.65,45.8,22.8,23.15,23.5,23.825,22.55,23.275,23.1,21.025,21.6,21.725,20.825,18.775,18.05,18.275,18.7,24,24.92857143,25.05416667,24.96,24.8
395,97.8,32.65,45.86,23,23.275,23.6,23.875,22.55,23.325,23.3,21.175,21.725,21.85,20.95,18.9,18.3,18.325,18.775,24,24.98571429,25.09583333,24.992,24.8125
396,97.8,32.75,45.86,23.14,23.45,23.825,24.125,22.725,23.575,23.46,21.375,21.95,22.125,21.225,19.025,18.45,18.55,19.075,24.1,25.2,25.2375,25.156,24.9875
397,97.8,32.975,46.04,23.38,23.675,24,24.35,23.05,23.9,23.68,21.625,22.175,22.325,21.5,19.25,18.7,18.8,19.25,24.3,25.44285714,25.475,25.38,25.2125
398,98.1,32.975,46.16,23.6,23.85,24.2,24.55,23.25,24.05,23.86,21.8,22.375,22.5,21.65,19.375,18.825,18.975,19.425,24.5,25.58571429,25.66666667,25.56,25.375
399,98.1,32.975,46.2,23.68,23.975,24.3,24.725,23.375,24.2,24.02,21.9,22.55,22.7,21.75,19.5,18.925,19.125,19.525,24.6,25.77142857,25.82916667,25.712,25.525
400,98.1,33.075,46.26,23.88,24.15,24.525,24.925,23.575,24.35,24.18,21.975,22.75,22.85,21.925,19.675,19.125,19.275,19.725,24.7,25.85714286,25.9125,25.788,25.6
401,98.1,33.15,46.38,24.04,24.325,24.675,25.15,23.8,24.475,24.36,22.225,22.925,23.05,22.1,19.925,19.275,19.4,19.9,24.9,26,26.08333333,25.94,25.7875
402,98.1,33.225,46.44,24.22,24.525,24.775,25.375,23.875,24.8,24.54,22.425,23.15,23.275,22.275,20.1,19.425,19.575,20.075,25,26.15714286,26.25833333,26.112,25.95
403,98.1,33.25,46.5,24.26,24.625,24.8,25.45,24.075,24.925,24.66,22.5,23.225,23.35,22.4,20.175,19.6,19.7,20.225,25.2,26.31428571,26.39166667,26.248,26.1
404,98.1,33.225,46.5,24.36,24.725,24.875,25.5,24.1,24.925,24.74,22.525,23.325,23.375,22.425,20.175,19.6,19.7,20.25,25.2,26.34285714,26.42916667,26.296,26.125
405,98,33.225,46.38,24.36,24.725,24.95,25.525,24.2,24.975,24.8,22.575,23.325,23.5,22.475,20.25,19.625,19.8,20.325,25.2,26.34285714,26.425,26.296,26.1125
406,98,33.25,46.38,24.42,24.825,25.1,25.625,24.2,25.025,24.86,22.675,23.475,23.55,22.55,20.325,19.725,19.85,20.4,25.2,26.38571429,26.45,26.312,26.125
407,98,33.25,46.36,24.52,24.925,25.225,25.825,24.425,25.125,25,22.875,23.55,23.775,22.7,20.5,19.825,19.975,20.525,25.3,26.51428571,26.55416667,26.416,26.2
408,98,33.325,46.4,24.76,25.125,25.45,25.975,24.6,25.3,25.2,23.025,23.8,23.9,22.925,20.7,20.05,20.125,20.625,25.4,26.6,26.6625,26.516,26.2625
409,98,33.375,46.48,24.86,25.225,25.55,26.2,24.775,25.55,25.28,23.125,23.975,24.05,23.075,20.825,20.225,20.2,20.8,25.5,26.75714286,26.775,26.652,26.4125
410,98.1,33.375,46.52,24.96,25.3,25.625,26.25,24.825,25.675,25.4,23.25,24.025,24.15,23.125,20.925,20.325,20.3,20.9,25.6,26.87142857,26.89583333,26.752,26.525
411,98.1,33.325,46.52,25,25.375,25.725,26.3,24.9,25.725,25.46,23.3,24.075,24.175,23.15,20.975,20.35,20.4,20.975,25.6,26.91428571,26.95,26.788,26.5875
412,98.1,33.325,46.52,25.14,25.525,25.825,26.425,25.075,25.85,25.6,23.425,24.225,24.275,23.25,21.075,20.525,20.5,21.075,25.8,27,27.0375,26.86,26.675
413,98,33.35,46.56,25.22,25.65,25.925,26.55,25.175,25.975,25.76,23.625,24.35,24.475,23.425,21.2,20.625,20.675,21.225,25.9,27.11428571,27.15,26.972,26.7875
414,98.1,33.425,46.62,25.4,25.85,26.05,26.775,25.375,26.1,25.92,23.7,24.475,24.6,23.65,21.275,20.75,20.875,21.35,26,27.18571429,27.2625,27.088,26.875
415,98.1,33.5,46.7,25.58,25.9,26.225,26.825,25.425,26.275,26.08,23.775,24.65,24.675,23.7,21.5,20.8,20.95,21.45,26.1,27.28571429,27.35,27.164,26.9375
416,98.1,33.55,46.76,25.66,26.05,26.375,26.975,25.55,26.425,26.2,23.85,24.85,24.9,23.875,21.6,20.975,21.05,21.55,26.2,27.44285714,27.47916667,27.288,27.0875
417,98.1,33.6,46.78,25.82,26.175,26.525,27.125,25.75,26.525,26.34,24.05,24.975,25.125,24,21.675,21.125,21.2,21.725,26.3,27.52857143,27.5625,27.372,27.175
418,98.1,33.65,46.84,26,26.375,26.65,27.375,25.95,26.725,26.5,24.2,25.15,25.25,24.175,21.875,21.25,21.325,21.825,26.5,27.67142857,27.69166667,27.512,27.3125
419,98.1,33.75,46.9,26.12,26.525,26.8,27.55,26.1,26.9,26.64,24.325,25.275,25.425,24.325,22,21.425,21.5,22.025,26.6,27.84285714,27.8375,27.64,27.425
420,98.1,33.8,47,26.24,26.675,26.925,27.675,26.225,27.025,26.8,24.45,25.4,25.55,24.425,22.125,21.475,21.575,22.125,26.8,27.94285714,27.95,27.772,27.55
421,98.1,33.775,47,26.26,26.725,26.975,27.725,26.325,27.1,26.86,24.525,25.525,25.6,24.475,22.225,21.55,21.625,22.225,26.8,27.97142857,28.0125,27.824,27.5875
422,98.1,33.75,46.98,26.32,26.75,27.075,27.75,26.325,27.15,26.94,24.55,25.525,25.65,24.5,22.25,21.625,21.625,22.225,26.8,28.02857143,28.0375,27.832,27.6125
423,98.3,33.725,47.02,26.46,26.825,27.125,27.825,26.425,27.25,27.04,24.65,25.675,25.75,24.625,22.25,21.725,21.7,22.275,26.9,28.14285714,28.11666667,27.888,27.65
424,98.3,33.725,47.02,26.54,26.925,27.225,27.95,26.525,27.3,27.14,24.725,25.75,25.825,24.725,22.35,21.825,21.8,22.4,26.9,28.15714286,28.15,27.924,27.6625
425,98.3,33.75,47,26.58,27,27.275,28,26.6,27.425,27.14,24.85,25.825,25.875,24.775,22.4,21.825,21.875,22.5,26.9,28.2,28.20833333,27.98,27.725
426,98.3,33.75,46.96,26.66,27.05,27.45,28.05,26.625,27.45,27.22,24.9,25.925,25.95,24.825,22.475,21.925,21.875,22.55,27,28.25714286,28.2625,28.012,27.775
427,98.3,33.8,46.96,26.7,27.15,27.525,28.075,26.675,27.525,27.3,24.95,25.925,26.025,24.9,22.525,22.025,21.95,22.6,27,28.32857143,28.30833333,28.068,27.825
428,98.3,33.8,47.02,26.78,27.225,27.575,28.2,26.75,27.625,27.42,25.025,26.025,26.075,24.975,22.6,22.05,22.05,22.675,27,28.4,28.35,28.136,27.8375
429,98.2,33.825,46.98,26.92,27.325,27.675,28.3,26.85,27.675,27.52,25.1,26.15,26.15,25.05,22.725,22.225,22.1,22.775,27.1,28.45714286,28.425,28.204,27.925
430,98.2,33.8,47,26.92,27.425,27.775,28.425,26.95,27.775,27.58,25.2,26.3,26.225,25.075,22.75,22.25,22.2,22.875,27.2,28.54285714,28.51666667,28.3,28.0375
431,98.2,33.85,47,27.06,27.5,27.825,28.5,27.025,27.875,27.7,25.3,26.325,26.325,25.2,22.9,22.3,22.25,22.95,27.3,28.64285714,28.62916667,28.392,28.1125
432,98.2,33.9,47.06,27.2,27.575,27.95,28.625,27.275,28.075,27.74,25.4,26.4,26.5,25.3,23.075,22.35,22.325,23,27.4,28.75714286,28.73333333,28.496,28.2125
433,98.2,33.925,47.08,27.3,27.675,28.075,28.775,27.375,28.15,27.88,25.475,26.525,26.6,25.425,23.125,22.475,22.45,23.15,27.4,28.84285714,28.79583333,28.564,28.3125
434,98.2,33.925,47.12,27.38,27.725,28.15,28.9,27.425,28.275,28,25.625,26.65,26.75,25.525,23.2,22.6,22.55,23.2,27.4,28.91428571,28.90416667,28.664,28.4125
435,98.2,33.95,47.16,27.44,27.925,28.275,28.975,27.525,28.325,28.16,25.7,26.7,26.825,25.625,23.3,22.75,22.625,23.325,27.6,28.97142857,28.95416667,28.716,28.4875
436,98.4,34.025,47.22,27.58,27.975,28.325,29.075,27.575,28.475,28.24,25.775,26.825,26.925,25.75,23.35,22.8,22.65,23.45,27.7,29.02857143,28.9875,28.74,28.5
437,98.3,34.05,47.2,27.68,28.075,28.475,29.225,27.65,28.6,28.36,25.9,26.975,27.025,25.875,23.45,22.85,22.8,23.5,27.8,29.12857143,29.075,28.824,28.55
438,98.3,34.1,47.26,27.76,28.2,28.55,29.325,27.8,28.7,28.44,26,27.125,27.125,25.975,23.55,22.95,22.9,23.525,27.9,29.22857143,29.1875,28.928,28.6625
439,98.3,34.15,47.34,27.92,28.3,28.7,29.45,27.925,28.825,28.56,26.075,27.175,27.25,26.1,23.6,23,23.025,23.675,28,29.34285714,29.30833333,29.06,28.8
440,98.3,34.225,47.34,28.02,28.425,28.8,29.6,28.075,28.925,28.66,26.175,27.325,27.375,26.275,23.675,23.075,23.15,23.8,28.1,29.45714286,29.4,29.152,28.8625
441,98.2,34.275,47.4,28.1,28.55,28.9,29.675,28.15,29.025,28.78,26.275,27.425,27.475,26.35,23.85,23.2,23.2,23.875,28.1,29.52857143,29.4875,29.236,28.9625
442,98.2,34.275,47.38,28.22,28.525,29.025,29.75,28.2,29.075,28.86,26.375,27.475,27.525,26.35,23.875,23.25,23.225,23.925,28.1,29.58571429,29.5125,29.252,28.975
443,98.2,34.275,47.38,28.32,28.7,29.025,29.775,28.3,29.175,28.9,26.45,27.55,27.55,26.475,23.9,23.375,23.25,23.975,28.2,29.64285714,29.575,29.28,29.0125
444,98.2,34.3,47.44,28.42,28.725,29.15,29.95,28.4,29.25,29.02,26.5,27.65,27.625,26.525,24.05,23.425,23.325,24.05,28.3,29.67142857,29.625,29.352,29.0625
445,98.2,34.4,47.46,28.5,28.9,29.25,30.125,28.525,29.4,29.12,26.6,27.775,27.775,26.6,24.125,23.475,23.4,24.15,28.4,29.78571429,29.72083333,29.444,29.1625
446,98.2,34.525,47.54,28.64,28.95,29.35,30.2,28.65,29.5,29.26,26.65,27.85,27.9,26.75,24.2,23.55,23.55,24.275,28.5,29.9,29.83333333,29.564,29.2875
447,98.2,34.575,47.56,28.72,29.05,29.475,30.375,28.75,29.575,29.36,26.75,27.975,28.025,26.925,24.3,23.6,23.625,24.35,28.5,29.9,29.85833333,29.584,29.325
448,98.3,34.6,47.6,28.82,29.125,29.575,30.425,28.75,29.65,29.42,26.8,28.025,28.05,26.95,24.325,23.65,23.675,24.45,28.6,29.94285714,29.8875,29.604,29.3375
449,98.2,34.65,47.58,28.9,29.25,29.65,30.45,28.85,29.7,29.48,26.925,28.075,28.1,26.95,24.4,23.825,23.725,24.45,28.7,30.01428571,29.925,29.64,29.3625
450,98.2,34.675,47.58,29,29.325,29.7,30.5,28.925,29.825,29.58,26.975,28.175,28.15,27.05,24.475,23.875,23.775,24.5,28.7,30.1,30,29.7,29.425
451,98.2,34.75,47.62,29.1,29.35,29.8,30.725,29.05,29.95,29.64,27.05,28.3,28.275,27.1,24.5,23.95,23.85,24.6,28.8,30.21428571,30.11666667,29.828,29.5
452,98.3,34.775,47.7,29.16,29.525,29.925,30.75,29.125,30.05,29.74,27.225,28.35,28.45,27.25,24.525,24,23.95,24.625,28.8,30.32857143,30.20416667,29.928,29.6125
453,98.2,34.85,47.68,29.26,29.575,29.975,30.825,29.25,30.1,29.84,27.275,28.45,28.475,27.325,24.575,24.075,24,24.775,28.9,30.38571429,30.30416667,30.024,29.725
454,98.2,34.875,47.7,29.32,29.625,30.125,30.85,29.25,30.125,29.92,27.35,28.475,28.525,27.35,24.675,24.125,24.075,24.8,28.9,30.4,30.34583333,30.056,29.75
455,98.2,34.95,47.72,29.38,29.725,30.225,31,29.3,30.175,30.06,27.4,28.6,28.6,27.45,24.75,24.15,24.125,24.8,29,30.44285714,30.3625,30.084,29.775
456,98.2,35.025,47.78,29.52,29.85,30.35,31.2,29.475,30.35,30.12,27.575,28.7,28.725,27.6,24.9,24.275,24.175,24.95,29.1,30.52857143,30.45833333,30.176,29.85
457,98.2,35.15,47.9,29.7,30.075,30.475,31.4,29.65,30.55,30.3,27.725,28.825,28.875,27.75,25,24.375,24.35,25.05,29.2,30.72857143,30.64166667,30.356,30.05
458,98.2,35.25,48.08,29.9,30.2,30.65,31.625,29.825,30.725,30.52,27.825,29,29.025,27.925,25.1,24.5,24.55,25.25,29.4,30.85714286,30.79583333,30.504,30.2
459,98.3,35.35,48.18,30.04,30.35,30.775,31.775,29.975,30.9,30.66,27.975,29.15,29.175,28.05,25.25,24.625,24.7,25.325,29.6,31,30.8875,30.616,30.35
460,98.4,35.35,48.24,30.1,30.4,30.825,31.825,30,30.95,30.7,28,29.2,29.25,28.05,25.275,24.65,24.7,25.325,29.6,31,30.91666667,30.636,30.35
461,98.3,35.35,48.12,30.1,30.4,30.9,31.775,30,30.95,30.66,27.975,29.2,29.225,28.05,25.275,24.65,24.675,25.35,29.6,31.01428571,30.90833333,30.628,30.35
462,98.3,35.35,48.1,30.14,30.4,30.95,31.8,30,30.95,30.66,28.025,29.2,29.175,28.05,25.35,24.675,24.65,25.375,29.6,31.07142857,30.95416667,30.648,30.3375
463,98.3,35.4,48.12,30.2,30.475,31.05,31.925,30.125,30.95,30.74,28.125,29.3,29.225,28.15,25.35,24.75,24.725,25.45,29.6,31.12857143,31.00416667,30.672,30.3375
464,98.2,35.5,48.1,30.32,30.575,31.2,32.025,30.175,31.05,30.96,28.2,29.4,29.425,28.225,25.475,24.825,24.825,25.525,29.7,31.24285714,31.1125,30.784,30.4625
465,98.1,35.6,48.18,30.46,30.725,31.3,32.15,30.375,31.2,30.98,28.325,29.475,29.5,28.25,25.5,24.925,24.85,25.625,29.8,31.28571429,31.17916667,30.864,30.525
466,98.2,35.65,48.32,30.56,30.775,31.35,32.275,30.425,31.325,31.06,28.4,29.5,29.6,28.425,25.575,24.975,24.925,25.7,29.9,31.37142857,31.25833333,30.932,30.65
467,98.3,35.65,48.36,30.64,30.85,31.45,32.325,30.525,31.4,31.16,28.5,29.625,29.675,28.475,25.625,25.075,24.975,25.725,30,31.41428571,31.30416667,30.984,30.6875
468,98.3,35.725,48.36,30.68,30.975,31.5,32.4,30.525,31.475,31.24,28.6,29.7,29.725,28.575,25.675,25.15,24.975,25.775,30,31.42857143,31.3375,31.032,30.7
469,98.3,35.75,48.36,30.78,31.05,31.55,32.425,30.7,31.6,31.32,28.6,29.7,29.725,28.6,25.7,25.2,25.025,25.825,30,31.55714286,31.42083333,31.1,30.775
470,98.3,35.75,48.48,30.86,31.1,31.675,32.65,30.8,31.65,31.42,28.675,29.825,29.875,28.675,25.8,25.275,25.2,25.9,30,31.58571429,31.46666667,31.128,30.825
