wavelength,blank,S8 Preheat,S8 Postheat,S8 Irrad 1,S8 Irrad 2,S8 Irrad 3,S8 Irrad 4,S8 Irrad 5,S8 Irrad 6,S8 Irrad 7,S8 Irrad 8,S8 Irrad 9,S8 Irrad 10,S8 Irrad 11,S8 Irrad 12,S8 Irrad 13,S8 Irrad 14,S8 Irrad 15,S8 PostIrrad Day 1,S8 PostIrrad Day 2,S8 PostIrrad Day 3,S8 PostIrrad Day 4,S8 PostIrrad Day 5
614,98,48.2,57.48,40.56,40.075,41.1,40.75,38.725,36.1,35.96,34.075,34.75,34.6,35.075,32.4,31.625,31.8,32.475,41,42.68571429,42.35833333,42.06,41.875
615,98.1,48.3,57.62,40.56,40.1,41.1,40.75,38.725,36.1,35.96,34.075,34.75,34.6,35.075,32.4,31.65,31.85,32.5,41.1,42.81428571,42.475,42.172,41.9875
616,98.1,48.35,57.68,40.58,40.125,41.125,40.75,38.75,36.075,35.92,34.05,34.75,34.6,35.1,32.45,31.65,31.9,32.55,41.3,42.87142857,42.54583333,42.256,42.0625
617,98.2,48.425,57.76,40.64,40.15,41.15,40.75,38.75,36.05,35.88,33.975,34.725,34.6,35.1,32.45,31.7,31.95,32.575,41.4,42.97142857,42.64583333,42.38,42.2
618,98.2,48.45,57.8,40.66,40.15,41.2,40.775,38.75,36,35.88,33.925,34.7,34.575,35.1,32.45,31.675,31.95,32.625,41.4,43.02857143,42.725,42.452,42.2875
619,98.2,48.55,57.88,40.66,40.175,41.2,40.775,38.75,35.95,35.86,33.925,34.7,34.6,35.1,32.5,31.725,31.975,32.65,41.5,43.14285714,42.8,42.544,42.3875
620,98.2,48.65,57.92,40.66,40.175,41.2,40.775,38.75,35.9,35.82,33.925,34.7,34.6,35.125,32.5,31.75,31.975,32.675,41.6,43.21428571,42.85833333,42.604,42.4375
621,98.1,48.8,57.94,40.66,40.15,41.175,40.8,38.75,35.875,35.82,33.875,34.65,34.575,35.15,32.5,31.775,32,32.725,41.7,43.3,42.97083333,42.696,42.55
622,98.1,48.9,58.02,40.72,40.175,41.175,40.825,38.75,35.875,35.82,33.85,34.625,34.55,35.175,32.55,31.8,32.05,32.775,41.8,43.42857143,43.09583333,42.828,42.675
623,98.1,49,58.12,40.76,40.225,41.175,40.825,38.8,35.85,35.8,33.85,34.65,34.55,35.175,32.6,31.825,32.1,32.85,42,43.48571429,43.16666667,42.892,42.75
624,98.1,49.125,58.26,40.82,40.3,41.25,40.85,38.8,35.825,35.78,33.825,34.65,34.55,35.25,32.6,31.9,32.175,32.85,42.2,43.62857143,43.2875,43.048,42.8875
625,98.1,49.225,58.3,40.88,40.3,41.25,40.9,38.85,35.825,35.78,33.825,34.675,34.575,35.325,32.625,31.925,32.25,32.925,42.3,43.65714286,43.36666667,43.116,42.9375
626,98.2,49.225,58.36,40.88,40.3,41.25,40.875,38.825,35.725,35.76,33.75,34.625,34.55,35.325,32.65,31.925,32.25,32.95,42.3,43.68571429,43.39583333,43.14,43
627,98.2,49.225,58.34,40.82,40.25,41.225,40.775,38.725,35.6,35.64,33.675,34.575,34.45,35.3,32.65,31.9,32.25,32.95,42.3,43.67142857,43.39166667,43.144,43
628,98.1,49.2,58.28,40.8,40.175,41.15,40.725,38.6,35.475,35.54,33.65,34.5,34.4,35.225,32.625,31.9,32.25,32.9,42.3,43.7,43.42083333,43.152,43.025
629,98.1,49.2,58.26,40.7,40.1,41.075,40.675,38.575,35.4,35.46,33.625,34.425,34.35,35.225,32.675,31.925,32.25,32.9,42.3,43.81428571,43.48333333,43.192,43.025
630,98.1,49.2,58.28,40.7,40.125,41.05,40.675,38.55,35.4,35.42,33.575,34.375,34.35,35.2,32.65,31.925,32.25,32.9,42.3,43.9,43.55416667,43.268,43.075
631,98.1,49.275,58.32,40.72,40.15,41.075,40.65,38.55,35.4,35.42,33.575,34.4,34.325,35.2,32.7,31.95,32.25,32.95,42.5,43.98571429,43.65416667,43.34,43.1625
632,98.1,49.425,58.42,40.72,40.15,41.075,40.65,38.575,35.4,35.42,33.55,34.425,34.325,35.2,32.725,32.025,32.35,33.05,42.5,44.08571429,43.75,43.452,43.2875
633,98.2,49.5,58.54,40.76,40.175,41.1,40.675,38.625,35.325,35.42,33.55,34.4,34.325,35.3,32.775,32.05,32.375,33.075,42.6,44.15714286,43.82916667,43.536,43.375
634,98.2,49.525,58.54,40.76,40.175,41.125,40.675,38.6,35.3,35.38,33.5,34.4,34.325,35.3,32.75,32.05,32.4,33.125,42.7,44.18571429,43.87916667,43.604,43.425
635,98.2,49.525,58.56,40.76,40.175,41.125,40.65,38.575,35.3,35.36,33.45,34.325,34.3,35.275,32.775,32.05,32.4,33.125,42.7,44.22857143,43.90416667,43.632,43.475
636,98.2,49.525,58.56,40.78,40.125,41.125,40.625,38.55,35.25,35.32,33.45,34.325,34.275,35.275,32.775,32.05,32.4,33.15,42.7,44.31428571,43.99166667,43.688,43.525
637,98.1,49.6,58.58,40.76,40.125,41.125,40.65,38.55,35.2,35.3,33.425,34.325,34.225,35.275,32.8,32.05,32.4,33.15,42.9,44.37142857,44.0375,43.744,43.5625
638,98.1,49.65,58.6,40.76,40.125,41.125,40.625,38.55,35.125,35.28,33.45,34.275,34.225,35.275,32.8,32.075,32.4,33.15,42.9,44.45714286,44.1125,43.82,43.65
639,98.2,49.7,58.68,40.78,40.125,41.125,40.625,38.525,35.1,35.26,33.425,34.275,34.225,35.275,32.85,32.15,32.5,33.2,43,44.48571429,44.175,43.88,43.7
640,98.2,49.85,58.76,40.78,40.175,41.125,40.625,38.575,35.075,35.24,33.4,34.275,34.225,35.325,32.85,32.2,32.525,33.275,43.1,44.57142857,44.2375,43.94,43.775
641,98.2,49.9,58.78,40.82,40.2,41.125,40.65,38.575,35.075,35.24,33.4,34.275,34.225,35.325,32.85,32.225,32.575,33.275,43.1,44.71428571,44.36666667,44.072,43.8875
642,98.3,50,58.9,40.84,40.2,41.175,40.65,38.575,35.075,35.24,33.4,34.275,34.225,35.4,32.9,32.25,32.625,33.325,43.2,44.74285714,44.44166667,44.128,43.95
643,98.3,50.05,58.92,40.88,40.25,41.2,40.675,38.625,35.075,35.24,33.375,34.325,34.225,35.425,32.95,32.275,32.675,33.375,43.4,44.82857143,44.47916667,44.18,44.0375
644,98.3,50.075,58.98,40.88,40.275,41.2,40.675,38.625,35.075,35.24,33.375,34.325,34.275,35.45,33,32.3,32.725,33.425,43.4,44.94285714,44.60833333,44.32,44.125
645,98.3,50.225,59,40.92,40.275,41.2,40.7,38.625,35.025,35.22,33.375,34.325,34.25,35.475,33,32.35,32.775,33.425,43.5,45.02857143,44.69583333,44.38,44.25
646,98.3,50.25,59.04,40.98,40.3,41.2,40.7,38.625,35.05,35.22,33.375,34.325,34.25,35.525,33.05,32.425,32.8,33.5,43.6,45.07142857,44.74583333,44.428,44.3
647,98.5,50.325,59.2,40.98,40.3,41.2,40.75,38.675,35.05,35.24,33.375,34.325,34.25,35.525,33.05,32.45,32.825,33.575,43.7,45.14285714,44.8125,44.528,44.35
648,98.5,50.375,59.22,40.98,40.325,41.2,40.775,38.7,35.025,35.24,33.375,34.325,34.25,35.6,33.075,32.525,32.85,33.65,43.7,45.21428571,44.89583333,44.616,44.425
649,98.5,50.45,59.26,41.02,40.4,41.225,40.775,38.725,35.025,35.24,33.375,34.35,34.25,35.625,33.175,32.55,32.925,33.675,43.8,45.32857143,44.97916667,44.696,44.525
650,98.4,50.5,59.3,41.04,40.4,41.25,40.775,38.725,35.05,35.24,33.35,34.375,34.3,35.625,33.225,32.575,32.975,33.775,43.8,45.37142857,45.0375,44.752,44.6125
651,98.4,50.55,59.32,41.06,40.425,41.275,40.8,38.725,35.05,35.24,33.375,34.375,34.325,35.675,33.25,32.6,33,33.825,43.9,45.44285714,45.07916667,44.812,44.6375
652,98.4,50.575,59.34,41.06,40.425,41.275,40.8,38.725,35.025,35.24,33.375,34.375,34.325,35.725,33.3,32.675,33.05,33.825,44,45.51428571,45.15833333,44.864,44.725
653,98.4,50.6,59.36,41.08,40.425,41.275,40.8,38.725,34.975,35.24,33.375,34.4,34.325,35.725,33.3,32.675,33.1,33.9,44.1,45.6,45.24166667,44.932,44.775
654,98.4,50.65,59.36,41.08,40.45,41.3,40.8,38.75,34.95,35.22,33.375,34.4,34.325,35.775,33.35,32.7,33.2,33.9,44.1,45.67142857,45.32083333,44.98,44.825
655,98.4,50.7,59.42,41.1,40.45,41.35,40.8,38.75,34.95,35.24,33.4,34.4,34.375,35.8,33.4,32.775,33.2,33.975,44.2,45.75714286,45.38333333,45.064,44.9125
656,98.3,50.825,59.52,41.18,40.475,41.4,40.85,38.8,34.95,35.28,33.425,34.425,34.4,35.9,33.5,32.825,33.3,34.075,44.4,45.85714286,45.4875,45.192,45.025
657,98.3,51.05,59.68,41.26,40.575,41.475,40.95,38.975,35.025,35.36,33.475,34.525,34.525,35.975,33.625,32.95,33.4,34.225,44.6,46.01428571,45.65,45.38,45.2
658,98.4,51.15,59.78,41.3,40.725,41.575,41.075,39.05,35.1,35.46,33.525,34.625,34.625,36.1,33.675,33.025,33.575,34.3,44.7,46.12857143,45.7875,45.528,45.3625
659,98.4,51.25,59.84,41.3,40.725,41.575,41.125,39.05,35.1,35.46,33.525,34.625,34.625,36.1,33.725,33.025,33.575,34.325,44.8,46.15714286,45.82916667,45.568,45.425
660,98.4,51.125,59.78,41.3,40.675,41.55,41.05,39,35.05,35.42,33.525,34.625,34.625,36.1,33.725,33.025,33.575,34.325,44.8,46.14285714,45.825,45.568,45.425
661,98.3,51.075,59.66,41.22,40.625,41.5,40.9,38.95,35,35.36,33.5,34.525,34.55,36.1,33.7,33.025,33.575,34.325,44.7,46.14285714,45.80833333,45.52,45.3625
662,98.3,50.975,59.6,41.16,40.55,41.45,40.875,38.875,34.925,35.3,33.475,34.5,34.5,36.075,33.7,33.05,33.575,34.325,44.7,46.2,45.82916667,45.512,45.35
663,98.2,50.95,59.58,41.16,40.55,41.45,40.85,38.85,34.925,35.3,33.475,34.5,34.5,36.075,33.725,33.075,33.575,34.35,44.7,46.28571429,45.88333333,45.548,45.3875
664,98.2,51,59.62,41.16,40.55,41.475,40.875,38.875,34.925,35.3,33.525,34.5,34.525,36.1,33.8,33.175,33.7,34.425,44.7,46.34285714,45.96666667,45.636,45.425
665,98.2,51.1,59.68,41.24,40.625,41.525,40.9,38.9,34.925,35.34,33.55,34.55,34.575,36.15,33.85,33.175,33.75,34.525,44.8,46.42857143,46.0375,45.708,45.525
666,98.1,51.225,59.76,41.26,40.7,41.575,41.025,38.975,35.025,35.38,33.6,34.65,34.625,36.225,33.95,33.275,33.85,34.6,44.9,46.5,46.10833333,45.776,45.625
667,98.2,51.325,59.82,41.28,40.75,41.625,41.075,39.05,35.05,35.42,33.675,34.7,34.7,36.275,34,33.35,34,34.725,45,46.58571429,46.225,45.92,45.7375
668,98.2,51.425,59.94,41.34,40.8,41.675,41.125,39.175,35.125,35.52,33.7,34.775,34.8,36.4,34.125,33.425,34.1,34.775,45.2,46.72857143,46.325,46.024,45.85
669,98.2,51.45,59.94,41.42,40.875,41.725,41.175,39.175,35.15,35.54,33.7,34.8,34.825,36.45,34.175,33.475,34.125,34.825,45.3,46.75714286,46.39166667,46.072,45.925
670,98.2,51.475,59.94,41.42,40.9,41.725,41.175,39.225,35.15,35.6,33.75,34.825,34.85,36.55,34.175,33.525,34.175,34.875,45.3,46.82857143,46.44166667,46.132,45.95
671,98.2,51.5,59.98,41.46,40.9,41.725,41.175,39.25,35.175,35.6,33.8,34.85,34.875,36.55,34.2,33.575,34.175,34.9,45.3,46.84285714,46.49583333,46.16,45.9875
672,98.2,51.55,60.02,41.46,40.95,41.75,41.175,39.3,35.2,35.64,33.8,34.9,34.925,36.6,34.3,33.675,34.25,35,45.4,46.9,46.52916667,46.208,46.0125
673,98.2,51.575,60.04,41.5,40.95,41.775,41.25,39.3,35.25,35.68,33.9,34.925,34.95,36.65,34.35,33.7,34.3,35.05,45.4,46.97142857,46.59166667,46.288,46.075
674,98.2,51.6,60.14,41.56,41,41.825,41.3,39.4,35.3,35.76,33.975,35.025,35.025,36.725,34.5,33.8,34.375,35.15,45.6,47.01428571,46.69166667,46.36,46.15
675,98.2,51.675,60.14,41.58,41.075,41.9,41.325,39.45,35.4,35.82,34.025,35.075,35.15,36.775,34.525,33.9,34.425,35.225,45.6,47.11428571,46.78333333,46.448,46.2375
676,98.2,51.775,60.18,41.64,41.1,41.975,41.425,39.475,35.45,35.86,34.1,35.15,35.2,36.9,34.625,33.975,34.575,35.325,45.8,47.21428571,46.875,46.552,46.3875
677,98.2,51.85,60.24,41.7,41.225,42.075,41.525,39.55,35.5,35.94,34.125,35.275,35.3,37.025,34.75,34.075,34.725,35.45,45.9,47.32857143,46.97083333,46.664,46.4625
678,98.2,52.1,60.36,41.78,41.3,42.2,41.65,39.7,35.575,36.02,34.275,35.4,35.425,37.075,34.85,34.2,34.825,35.55,46,47.41428571,47.075,46.8,46.6
679,98.2,52.175,60.44,41.82,41.375,42.3,41.725,39.85,35.65,36.18,34.375,35.475,35.55,37.2,34.95,34.275,34.975,35.65,46.1,47.52857143,47.17083333,46.88,46.7375
680,98.2,52.225,60.5,41.88,41.425,42.3,41.75,39.85,35.725,36.2,34.4,35.5,35.6,37.275,35,34.325,35.025,35.725,46.1,47.54285714,47.2375,46.944,46.8125
681,98.3,52.2,60.54,41.9,41.425,42.3,41.75,39.85,35.75,36.2,34.425,35.5,35.6,37.275,35.025,34.35,35.025,35.775,46.2,47.58571429,47.26666667,46.964,46.825
682,98.2,52.15,60.46,41.9,41.425,42.3,41.75,39.85,35.75,36.24,34.425,35.575,35.6,37.325,35.05,34.375,35.025,35.775,46.2,47.61428571,47.275,46.968,46.8375
683,98.2,52.175,60.38,41.9,41.425,42.3,41.725,39.85,35.75,36.24,34.5,35.6,35.625,37.35,35.125,34.45,35.1,35.825,46.1,47.67142857,47.33333333,47,46.8375
684,98.2,52.175,60.38,41.9,41.425,42.325,41.725,39.85,35.8,36.24,34.575,35.6,35.7,37.35,35.2,34.475,35.125,35.875,46.2,47.72857143,47.375,47.028,46.8625
685,98.2,52.2,60.38,41.94,41.475,42.375,41.825,39.925,35.85,36.28,34.625,35.675,35.725,37.425,35.325,34.625,35.225,35.95,46.2,47.82857143,47.4375,47.096,46.9
686,98.2,52.25,60.48,41.96,41.525,42.45,41.925,40.025,35.875,36.42,34.75,35.775,35.875,37.55,35.375,34.7,35.325,36.075,46.2,47.9,47.5125,47.184,46.9875
687,98.2,52.325,60.52,42.02,41.575,42.55,42,40.075,35.975,36.48,34.8,35.875,35.975,37.575,35.5,34.75,35.5,36.175,46.5,48.01428571,47.62916667,47.28,47.0875
688,98.2,52.425,60.54,42.04,41.625,42.625,42,40.125,36.05,36.54,34.825,35.95,36.075,37.7,35.55,34.9,35.625,36.275,46.6,48.04285714,47.70416667,47.38,47.15
689,98.2,52.475,60.6,42.06,41.725,42.675,42.075,40.225,36.2,36.58,34.925,36.05,36.175,37.8,35.65,34.9,35.7,36.375,46.6,48.08571429,47.72916667,47.396,47.225
690,98.2,52.525,60.66,42.16,41.775,42.75,42.125,40.3,36.225,36.74,34.975,36.15,36.225,37.85,35.7,35,35.75,36.45,46.6,48.11428571,47.77916667,47.432,47.275
691,98.2,52.575,60.72,42.2,41.85,42.775,42.175,40.325,36.35,36.8,35.05,36.25,36.275,37.95,35.85,35.1,35.85,36.525,46.8,48.18571429,47.8375,47.492,47.3375
692,98.2,52.6,60.78,42.28,41.95,42.825,42.225,40.425,36.475,36.88,35.2,36.325,36.325,38.1,35.925,35.225,35.925,36.625,46.8,48.27142857,47.9125,47.584,47.4125
693,98.2,52.675,60.8,42.3,42.025,42.975,42.35,40.5,36.55,37.02,35.3,36.4,36.475,38.175,36.025,35.25,36.05,36.725,46.9,48.34285714,47.95833333,47.636,47.45
694,98.3,52.75,60.88,42.4,42.15,43.05,42.425,40.6,36.6,37.16,35.425,36.575,36.6,38.25,36.15,35.425,36.125,36.9,47,48.44285714,48.05833333,47.708,47.5625
695,98.3,52.8,60.92,42.44,42.3,43.125,42.575,40.75,36.725,37.26,35.5,36.7,36.725,38.4,36.225,35.575,36.225,36.975,47.1,48.55714286,48.1625,47.808,47.65
696,98.4,52.975,61.1,42.6,42.45,43.3,42.75,40.9,36.925,37.46,35.65,36.85,36.95,38.6,36.4,35.675,36.425,37.125,47.3,48.61428571,48.28333333,47.928,47.7875
697,98.4,53.125,61.26,42.76,42.625,43.425,42.9,41.15,37.025,37.68,35.775,37.1,37.125,38.8,36.575,35.85,36.625,37.375,47.5,48.72857143,48.39583333,48.092,47.9125
698,98.4,53.225,61.34,42.9,42.7,43.475,43.075,41.25,37.2,37.76,35.875,37.2,37.25,38.925,36.7,35.925,36.8,37.475,47.5,48.81428571,48.49166667,48.18,48.075
699,98.4,53.225,61.34,42.9,42.7,43.475,43.075,41.225,37.25,37.82,35.925,37.25,37.275,38.975,36.775,35.925,36.825,37.525,47.6,48.77142857,48.44166667,48.132,48.0375
700,98.4,53.15,61.3,42.88,42.7,43.475,43.05,41.25,37.2,37.82,35.95,37.225,37.275,38.975,36.8,35.925,36.825,37.5,47.6,48.74285714,48.40833333,48.056,47.975
701,98.3,53.125,61.12,42.88,42.625,43.475,42.975,41.225,37.225,37.8,35.975,37.175,37.275,38.975,36.775,35.975,36.8,37.5,47.5,48.74285714,48.375,48.004,47.8375
702,98.3,53.025,61.04,42.82,42.6,43.475,42.95,41.2,37.225,37.78,36.075,37.175,37.275,38.875,36.85,36.025,36.825,37.525,47.4,48.78571429,48.38333333,48,47.8125
703,98.2,53.025,61,42.82,42.6,43.525,42.95,41.2,37.3,37.84,36.2,37.2,37.3,38.95,36.875,36.175,36.9,37.6,47.4,48.82857143,48.41666667,48.016,47.825
704,98.2,53.025,61.06,42.84,42.725,43.625,43.025,41.25,37.4,37.9,36.3,37.425,37.35,39.1,37.025,36.25,37,37.65,47.5,48.95714286,48.52083333,48.108,47.875
705,98.3,53.1,61.12,42.86,42.775,43.65,43.125,41.35,37.55,38.04,36.35,37.5,37.55,39.2,37.05,36.375,37.15,37.825,47.5,49.02857143,48.575,48.176,47.9625
706,98.3,53.15,61.2,42.96,42.875,43.7,43.175,41.475,37.7,38.18,36.525,37.625,37.65,39.4,37.2,36.475,37.275,37.925,47.6,49.1,48.65833333,48.268,48.05
707,98.3,53.175,61.26,43.04,42.975,43.825,43.3,41.6,37.825,38.34,36.575,37.75,37.85,39.45,37.375,36.575,37.4,38,47.8,49.14285714,48.7,48.328,48.1125
708,98.3,53.275,61.34,43.16,43.1,43.9,43.4,41.7,37.95,38.42,36.675,37.825,37.875,39.6,37.45,36.65,37.5,38.125,47.9,49.15714286,48.74166667,48.396,48.15
709,98.3,53.3,61.38,43.18,43.1,44,43.475,41.8,38,38.52,36.7,37.95,37.975,39.7,37.575,36.75,37.55,38.275,47.9,49.2,48.77916667,48.468,48.225
710,98.4,53.325,61.44,43.28,43.2,44.05,43.525,41.875,38.125,38.64,36.9,38.05,38.125,39.75,37.625,36.825,37.675,38.375,48,49.25714286,48.86666667,48.54,48.3
711,98.4,53.375,61.44,43.32,43.25,44.15,43.65,42,38.2,38.7,37,38.15,38.25,39.825,37.7,36.9,37.8,38.475,48.1,49.3,48.93333333,48.592,48.3375
712,98.4,53.4,61.5,43.4,43.35,44.2,43.725,42,38.325,38.78,37.15,38.225,38.325,39.9,37.8,36.925,37.85,38.575,48.2,49.35714286,48.96666667,48.616,48.4
713,98.4,53.4,61.52,43.42,43.4,44.3,43.8,42.075,38.4,38.88,37.25,38.3,38.45,39.95,37.9,37.05,37.975,38.675,48.2,49.45714286,49.06666667,48.712,48.5
714,98.4,53.525,61.54,43.5,43.45,44.4,43.9,42.175,38.55,39,37.325,38.475,38.55,40.125,38,37.125,38.1,38.7,48.3,49.48571429,49.14583333,48.776,48.5875
715,98.4,53.55,61.6,43.58,43.55,44.475,43.925,42.275,38.6,39.14,37.4,38.625,38.675,40.2,38.175,37.25,38.225,38.825,48.3,49.57142857,49.18333333,48.824,48.65
716,98.4,53.55,61.64,43.6,43.6,44.6,43.975,42.375,38.75,39.22,37.525,38.725,38.7,40.325,38.2,37.35,38.275,38.875,48.3,49.58571429,49.20833333,48.832,48.6625
717,98.4,53.6,61.66,43.68,43.625,44.6,44.025,42.4,38.8,39.3,37.575,38.75,38.775,40.375,38.3,37.475,38.3,38.9,48.3,49.58571429,49.22083333,48.844,48.675
718,98.3,53.625,61.62,43.72,43.65,44.625,44.05,42.45,38.85,39.42,37.6,38.775,38.85,40.4,38.325,37.5,38.375,38.975,48.3,49.6,49.2125,48.84,48.625
719,98.4,53.6,61.64,43.74,43.7,44.7,44.075,42.5,38.9,39.44,37.675,38.825,38.875,40.475,38.425,37.525,38.4,39.05,48.3,49.62857143,49.21666667,48.832,48.625
720,98.4,53.625,61.64,43.78,43.725,44.775,44.15,42.55,39.05,39.5,37.775,38.9,39,40.575,38.475,37.625,38.575,39.125,48.3,49.64285714,49.21666667,48.836,48.625
721,98.4,53.6,61.66,43.86,43.8,44.9,44.225,42.6,39.15,39.6,37.925,39.05,39.125,40.725,38.55,37.725,38.625,39.225,48.3,49.62857143,49.22916667,48.848,48.6125
722,98.5,53.6,61.76,44.02,43.9,44.925,44.35,42.7,39.225,39.72,38.05,39.125,39.2,40.8,38.7,37.825,38.7,39.35,48.4,49.65714286,49.24583333,48.88,48.65
723,98.5,53.675,61.84,44.08,43.975,45.025,44.4,42.8,39.375,39.9,38.15,39.225,39.325,40.875,38.775,37.875,38.75,39.375,48.5,49.67142857,49.27916667,48.892,48.675
724,98.6,53.7,61.88,44.12,44.075,45.1,44.425,42.925,39.5,39.98,38.25,39.325,39.5,40.925,38.875,37.975,38.8,39.475,48.6,49.7,49.29166667,48.928,48.7125
725,98.6,53.725,61.88,44.22,44.125,45.2,44.575,43.025,39.575,40.06,38.4,39.45,39.6,41.025,38.975,38.1,38.975,39.675,48.6,49.72857143,49.30833333,48.936,48.7875
726,98.7,53.825,62.06,44.32,44.175,45.3,44.725,43.125,39.725,40.22,38.525,39.65,39.65,41.225,39.05,38.2,39,39.725,48.8,49.72857143,49.325,48.964,48.8
727,98.7,53.9,62.1,44.4,44.275,45.325,44.775,43.225,39.775,40.38,38.6,39.75,39.825,41.3,39.1,38.3,39.175,39.85,48.8,49.72857143,49.34583333,49.004,48.8375
728,98.7,53.925,62.16,44.48,44.375,45.425,44.875,43.275,39.85,40.56,38.7,39.825,39.95,41.375,39.2,38.375,39.225,40,48.9,49.72857143,49.3625,49.012,48.8625
729,99,53.875,62.42,44.6,44.45,45.5,44.925,43.375,39.975,40.72,38.75,39.925,40.05,41.5,39.275,38.45,39.4,40.05,48.9,49.74285714,49.32916667,48.996,48.825
730,99,53.85,62.52,44.68,44.65,45.475,45,43.4,40.15,40.96,38.825,40.075,40.15,41.625,39.425,38.475,39.5,40.125,49,49.74285714,49.30416667,48.96,48.7625
731,99.1,53.85,62.56,44.78,44.775,45.55,45.1,43.55,40.35,41.14,39,40.125,40.3,41.7,39.55,38.55,39.575,40.25,49.1,49.82857143,49.34583333,48.968,48.775
732,99,53.875,62.58,44.82,44.975,45.675,45.175,43.65,40.425,41.26,39.05,40.25,40.475,41.825,39.675,38.6,39.65,40.375,49.1,49.85714286,49.35,48.96,48.75
733,99,53.875,62.6,44.9,45.075,45.725,45.3,43.85,40.6,41.32,39.2,40.375,40.6,42.075,39.775,38.825,39.8,40.525,49.2,49.95714286,49.42916667,49.032,48.775
734,99.1,53.95,62.68,44.9,45.1,45.825,45.35,44,40.675,41.42,39.325,40.55,40.725,42.075,39.9,38.9,39.85,40.625,49.3,50.02857143,49.475,49.088,48.8375
735,99.1,54,62.68,45,45.15,45.875,45.5,44.075,40.825,41.48,39.5,40.675,40.875,42.175,40.1,38.975,40,40.75,49.5,50.07142857,49.55416667,49.164,48.8875
736,99.1,54.05,62.68,45.08,45.2,45.975,45.575,44.125,40.875,41.6,39.625,40.775,40.875,42.275,40.225,39.125,40.15,40.875,49.5,50.24285714,49.67083333,49.244,48.9625
737,99.1,54.1,62.7,45.08,45.3,46,45.675,44.225,41.1,41.72,39.725,40.9,41.075,42.5,40.35,39.325,40.35,40.975,49.5,50.37142857,49.82083333,49.38,49.075
738,99.1,54.225,62.7,45.12,45.425,46.125,45.725,44.325,41.25,41.88,40,41.225,41.175,42.65,40.625,39.475,40.525,41.15,49.7,50.52857143,50,49.52,49.225
739,98.9,54.5,62.64,45.18,45.45,46.35,45.875,44.45,41.45,41.98,40.1,41.425,41.3,42.725,40.725,39.7,40.65,41.2,49.7,50.74285714,50.24166667,49.816,49.5375
740,98.8,54.625,62.62,45.22,45.5,46.45,46.025,44.575,41.575,42.02,40.25,41.475,41.4,42.8,40.825,39.8,40.825,41.35,49.7,50.9,50.425,50.008,49.7625
741,98.7,54.725,62.6,45.26,45.525,46.55,46.1,44.7,41.675,42.06,40.325,41.55,41.5,42.975,40.95,39.9,41.025,41.45,49.8,51.02857143,50.5625,50.14,49.8875
742,98.7,54.775,62.62,45.28,45.55,46.6,46.175,44.775,41.75,42.12,40.4,41.8,41.6,43.075,41.05,39.975,41.05,41.525,49.8,51.07142857,50.58333333,50.16,49.925
743,98.7,54.825,62.62,45.3,45.675,46.625,46.2,44.95,41.825,42.22,40.55,41.875,41.875,43.175,41.15,40.075,41.075,41.7,49.9,51.15714286,50.69583333,50.268,50.025
744,98.7,54.975,62.7,45.36,45.75,46.775,46.325,45.05,41.975,42.32,40.8,42,42.025,43.275,41.275,40.225,41.25,41.85,50.1,51.27142857,50.84166667,50.38,50.125
745,98.6,55.075,62.66,45.48,45.85,46.8,46.475,45.15,42.15,42.42,40.95,42.125,42.15,43.325,41.4,40.325,41.425,42,50.1,51.37142857,50.95,50.484,50.2125
746,98.6,55.125,62.68,45.54,46.025,46.875,46.6,45.25,42.375,42.64,40.975,42.225,42.225,43.4,41.575,40.45,41.475,42.05,50.1,51.42857143,50.99583333,50.552,50.2875
747,98.6,55.175,62.7,45.6,46.075,46.975,46.675,45.35,42.5,42.74,41.125,42.3,42.35,43.55,41.625,40.6,41.625,42.2,50.2,51.44285714,51.02916667,50.58,50.35
748,98.6,55.175,62.74,45.66,46.2,47.1,46.725,45.5,42.525,42.9,41.3,42.425,42.5,43.675,41.75,40.7,41.775,42.3,50.2,51.57142857,51.14166667,50.684,50.4375
749,98.6,55.225,62.78,45.7,46.3,47.15,46.825,45.6,42.675,42.98,41.45,42.55,42.6,43.7,41.85,40.85,41.8,42.425,50.3,51.6,51.19166667,50.732,50.4875
750,98.6,55.225,62.82,45.78,46.375,47.375,47,45.675,42.825,43.12,41.55,42.65,42.775,43.875,41.95,40.925,41.95,42.575,50.3,51.64285714,51.22916667,50.784,50.525
751,98.6,55.275,62.84,45.78,46.425,47.375,47.1,45.75,42.95,43.34,41.625,42.7,42.875,43.975,42.2,40.95,42.025,42.675,50.3,51.64285714,51.25,50.82,50.5625
752,98.6,55.35,62.86,45.86,46.475,47.425,47.125,45.825,43.1,43.4,41.675,43,42.9,43.975,42.225,41.075,42.075,42.75,50.6,51.74285714,51.3125,50.86,50.6375
753,98.6,55.425,62.94,45.96,46.525,47.475,47.2,46,43.2,43.46,41.8,43.15,43,44.05,42.275,41.15,42.225,42.8,50.6,51.78571429,51.34583333,50.884,50.6875
754,98.6,55.475,62.96,46,46.575,47.575,47.2,46.05,43.3,43.54,41.85,43.175,43.125,44.15,42.325,41.15,42.325,42.85,50.8,51.81428571,51.37083333,50.928,50.725
755,98.5,55.525,62.92,46.08,46.6,47.575,47.175,46.075,43.425,43.6,42.05,43.225,43.175,44.35,42.45,41.25,42.375,42.9,50.8,51.8,51.37916667,50.932,50.7625
